,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.01754337015224806,0.07169680738081353,
BMP1,0.029312591299858422,-0.0021521384108275274,0.04828660800685316,-0.0014092668008515604,-0.039277589036023665,0.02026091072735396,0.15969591269922423,-0.05558719554018711,0.06348296182404776,0.009171907568998097,0.023569171163183713,-0.05022034455902386,0.06400871457068172,0.06224444728354571,-0.029824504583064754,0.016042085016300747,-0.006698170222573231,-0.01190536001894654,0.0677806523537419
NDP,-0.0008595351660355959,0.04054038354241388,0.0027609476297919596,-0.016904592308136075,0.02127703992411006,0.006416925148119866,0.06792763595504514,0.011256491015393475,-0.011986779483247077,0.05530296504705973,0.00803617070676792,-0.019411319358680748,0.12290190067515608,0.0031218581147732707,0.032994234045363266,-0.018437341882971463,0.05085612017112926,0.02319937358782997,0.030230037083928893
TNFSF18,-0.02848147821640713,-0.021812107582778986,0.06726180314043569,-0.029989523077180648,,,0.0015245781262460388,-0.013506325325882383,,,,-0.036445392789930885,,,,,0.037412897147665714,-0.01815696900767964,-0.001982542257911094
IL36G,,,,,,,,,,,-0.01838598804905701,,,,,,,,
RTN4,0.005054534314976014,-0.013862219100785611,0.01924896836401547,0.0015001430982206861,-0.044196792865616286,0.012092312426213203,-0.06656997726512792,-0.047412556949730296,0.010335374641521835,-0.024087071970015948,0.003676205278534691,-0.05930921352543395,-0.08701176778797445,-0.0446900406552008,-0.026696131573283655,-0.032776261974608485,-0.025079465049103074,-0.0327643195565266,0.01696520738384829
HEBP1,-0.03888032211134997,0.003958337710765647,0.08403243038981514,0.0038542183050453887,0.038265156413813846,-0.026348719559159538,-0.020723372033886668,0.010022763298968417,0.008220094691547799,0.003707735396413507,-0.02157826519390911,-0.011868019519807668,0.08416146360091001,-0.09094084818301912,-0.029010504821932057,-0.0036253846831175228,0.02481795464271032,0.014739020416399741,-0.0013548551210124566
WNT7B,0.011897473817036574,0.028802462368930866,0.09028382459579733,-0.0009198419757031435,-0.0015888637592973893,0.0155792243907942,0.05502454334842413,-0.01391958565084278,-0.015270046054654743,,0.012634276169618826,0.034536302774817555,-0.03446694314457257,-0.03139837175171816,0.06719062064291052,0.09618442042790148,-0.037832186863117165,0.023642493423741744,0.05684428870357081
PTMA,0.05348300266546452,-0.10274573219306753,0.09156256247430643,0.013818309349558102,-0.036844796621867265,-0.01368787837128682,0.14816447871853455,0.03585121564778971,-0.013670276699243925,0.06892814503400474,0.060509900837405386,-0.13192237029187573,-0.05113189110753859,-0.11925363256418292,-0.014332952499680744,-0.015524870422598931,-0.04078101617157102,-0.04433992879241785,-0.122434155947893
FASLG,0.05025185644320789,,,,,,,,,,,,,,,,,-0.016133861084040368,
CEACAM1,-0.006957612721003059,,0.026484363897309498,-0.01429630097736049,0.027785377956577352,-0.02379319442602026,,0.03263332643771393,,,,,-0.06937554713505938,-0.028158562705595063,0.014706683248011904,0.06250087739536062,-0.025996556538417,0.14583555860225858,
PDAP1,-0.010553578023751356,-0.06469293173651772,0.06702990754483809,0.03198872749484629,0.03422844209271932,0.020036080161493525,0.03103783382263521,0.02943400064693434,0.020072587046110257,-0.04607442024706666,0.0362380290260919,0.0072884942870750065,0.0408844847827466,0.02217136204943094,0.030375189021685105,0.031931022295830426,-0.019482741803394137,-0.02348384005313051,0.01957235357972142
QDPR,0.10239333753493395,0.029139802068915786,0.015301067195113165,-0.006262123823242224,-0.0009654402242647695,0.06902517093316039,-0.04136462729017355,0.02890841660685297,0.001312756052221467,0.08966965426086146,-0.018734914841021067,0.10061200750432764,-0.022032485669806465,-0.1461415196295639,-0.04454898450106519,0.035640549347639126,-0.0538744175046619,0.00025561716499046826,0.017071736153352925
POMC,0.00977363651682012,-0.04118489926664565,0.06188246947058377,-0.0004357320508219554,0.0019661175836824386,0.02394184973315567,0.05014160216089992,-0.015671671853105917,0.06775932273891817,0.01316559649176244,-0.012609443938611192,-0.0641221751418156,-0.06127832770432388,0.05023726549389991,-0.009509905633396522,0.007326923603702999,-0.04694853570907335,-0.01143963775945551,-0.06259718991590534
CCL18,,0.047453675461495294,-0.009504810680989602,,,,,,,0.03269584215017879,,,0.043455311662859576,-0.019964883929448833,-0.04158975099813157,-0.05196077737038937,,,
CCL17,,,,,-0.02302245959834171,,,0.16340065777118404,0.11624124327579226,,-0.016796122060837318,,,,-0.01612355907857788,0.06393348959181507,-0.02312992015262715,0.04082019319742484,
VEGFD,,0.036113545947324056,0.05728901456729513,-0.02047658289226601,0.12152654588958531,-0.022763981299962002,,-0.017946941142961692,-0.01386340526179319,-0.028497418514580573,0.001387123258056457,,0.019534491165015704,,,-0.024091355275716556,-0.02439492672692256,,
TNFSF13,,,0.06293432936724683,,-0.015880377373075547,,0.21325689568402514,,,,,,,,-0.0029649798821875426,-0.01516530721748779,0.015840001645660056,-0.005723960401545649,0.06143450350469627
WNT5A,-0.0056502826230098785,-0.03896028138783231,-0.02706559715214154,0.055516212585023664,0.004086778256189976,0.02931581222329165,0.15068678179685044,0.038492199110936084,-0.02931028017223281,-0.03155937691531639,-0.016741580216861705,0.0009421321047296281,0.08830558477566804,-0.008493675835630255,0.012568758810185543,-0.013433587539042583,-0.01861467652809226,0.0380591502857439,0.0433138055691544
CXCL8,,-0.02806909246753648,-0.06842832411258426,0.08415635808153664,0.0066878560494757705,-0.03129858779891349,0.09171375403634581,-0.01792026179406589,-0.012910205780682882,-0.056919252770652504,-0.04676795103720068,,-0.1002365118811381,-0.035151321493671464,-0.007182030655013686,-0.08089076104578585,-0.01742925203094048,0.022564909669128663,-0.0030513976597343435
GRN,0.015816371697984322,0.026255340713123805,0.015542760332055955,-0.03635794130518841,-0.02719979216445408,-0.013110969756225584,0.05961412519114301,0.0190691595358992,-0.020931253198733183,0.0693596682217347,-0.06029391830390937,-0.10889951608002833,-0.00542669352703669,0.07927520365892014,-0.051658132218294614,-0.0032242033544679317,0.020734752187507283,-0.03350452832400019,0.0015367971412553832
MIA,-0.0328423440359606,0.05292514384347848,0.01689922929761689,-0.018210440839124563,0.032343421489588,-0.05798189330970272,0.11983667949893109,0.011794162589088737,-0.01576670387932686,,-0.024653090691343693,0.019517251273069906,-0.009799226411064576,0.0054587500183678785,0.048833244906241545,0.05164146418282413,-0.03267035581086369,0.024012345658884243,0.025998759789135666
COL4A4,0.003620888057429183,0.03435671053441239,0.046460729165526196,-0.03062453757471164,-0.011172118652082914,0.029790513849266745,-0.017001324872364266,0.04537752714552515,-0.004984500302136602,,-0.00896483326562315,,,0.031378794357651375,0.08746652999516115,-0.007022502647849857,0.02094778600142479,-0.04294471909506456,-0.05710582985126553
TAC1,-0.025091283686051475,-0.04155316259845994,0.020748036573692723,0.00950350263236212,-0.0004916903845727503,0.026303838010226645,-0.058545579271254554,0.05652287919812436,0.05948654619511705,-0.009013477203640624,-0.04238134395046848,,,,,,,-0.019224121011426516,-0.0624014707110285
RARRES2,-0.008112598380844849,-0.02546984346263613,0.03195931066550033,0.024101878929718455,0.025174964648065477,-0.039063055691224216,0.07845097708897708,0.01866517851873646,-0.04288352590200848,-0.053813333450991936,0.027665826448522217,0.10256057719162098,0.007722496441990863,-0.014218805535576744,0.007390512386322563,-0.01023585182704033,0.02284954179355608,0.006393707870964224,0.041960425676050295
FGF7,0.024352545132139997,-0.038096269006178865,,0.03479580588556576,0.011185702533614526,0.023477798383747157,0.02224489287972196,-0.017778905259497855,0.04148097647606049,-0.040357119304691956,-0.01455674478822703,-0.038419172568403305,0.03357370904682253,0.045817981092515156,0.023631891329397248,0.01057096608256228,-0.005663413416093537,0.018608502562793384,0.01601517547688833
EFNA2,,,,,,,,,,,,,,,,-0.02289722092194016,,,
HBEGF,0.02606739235410104,-0.004799101827416484,-0.0131594804982688,-0.003947343822273163,-0.014391925192650085,0.013393604379623805,0.05079724646224335,-0.027007158157764447,-0.009256915512513252,0.057178497414345254,0.0907894892425201,0.0484533204587358,-0.03179193092437317,0.05002155819646219,-0.064293445613658,-0.021702666447970642,0.018075600406924026,-0.04128211257569834,0.02247713877128874
CSF3,,0.003766033649184733,,,0.04884043291594804,-0.033999090091092664,,,,,,,,,-0.015161411124564617,-0.04134223714015057,,-0.015396324222282187,-0.051794931433001894
PI3,,0.04855919410760071,-0.03376924494031163,,0.030949624812088763,-0.04951905580675405,,,,,,,0.014796278281506692,,0.003961271367465333,-0.08651259165370492,0.08164338670963384,0.04700229071208793,0.0053935163646776805
PCSK1N,0.008644786492597336,-0.004689829527430482,-0.004676552981220727,-0.033418359538041495,-0.008093186543532046,0.04746302521169003,-0.08868442666770819,-0.026857464872107738,-0.004528400390039189,-0.03023553870595645,-0.011200141506290767,0.06506031956352504,0.030936466700914853,-0.05852775551883404,-0.03943243507045445,-0.04909032909107934,-0.05552705455616654,0.06992097707264887,-0.030633563742519156
NTS,,,,,,-0.05418045220607653,0.08420375738896164,-0.020090782366590076,-0.03608481916527669,-0.025656830806145354,,,,,0.01200848935273856,0.032239870167642834,,0.1404520711914507,
SFRP1,-0.024008286375691353,0.023682839859139947,-0.05021848194145262,-0.02568018938783267,0.03839606984221367,0.07157774047509509,0.058766242586567936,-0.005237642576938724,-0.018900036585172274,0.05128005911122837,-0.034138286231703764,0.03668115853668969,-0.04690282432088489,-0.039996204027418124,0.04230373234420978,-0.02166336104351074,0.06243613254885866,0.07033735119104209,0.09549785431498374
CXCL13,,,,-0.015165208286020988,,0.05787130223180561,,,,,,,,,0.00010563102432678418,7.071623496427474e-05,,,-0.028187856323270543
MICA,0.036747545347232485,-0.02640409533457564,-0.014407168465829859,-0.05117129534159243,-0.04229097350316798,0.017447774963381766,0.058276911813429595,-0.011063437298548482,-0.0008290981928353632,0.030580430925526668,0.005198512925585048,0.06036577945141352,-0.014957723841712945,0.0884267961281435,-0.0006812168447306147,0.05580931504043902,-0.014668456103515304,0.012796720844523816,0.013970952449848226
TG,-0.029058773126257847,-0.026448334274007845,-0.022392415259788495,0.04582780079514238,-0.021678119411251147,0.04777847990757825,-0.008540169688933731,0.015507453777132543,0.11058000019889039,,0.002083346260847874,0.0710616213326627,0.017665832009983545,-0.03250749878420553,0.018277595471504867,-0.034356873285250826,,-0.03002576896496792,0.025014234144934203
ADA,-0.06399039376374747,0.022555081183875624,0.013150273999589302,0.11836314640372728,0.08036372059761954,-0.010944886154617929,0.0025748432461301005,0.013540181269923597,-0.008857282168768106,0.09166101252957343,0.021409818656289006,-0.035246265945882704,0.08163551242180284,0.10711283780397728,0.022830004859254124,0.053630081806342274,-0.013808870969331265,0.008527377493024998,-0.027148458308255286
LAMC3,0.01294152466828699,-0.042082469292982684,0.02781607164018084,-0.03456968241891653,0.03914794757721385,-0.020088565603007882,0.12001535726414393,-0.011943367398582606,0.00612466703834091,0.038054751750962734,-0.041430948599656695,-0.07816006586191286,0.02099562168004701,0.0987670775472779,-0.05267973534207738,0.02127611651903723,-0.04278163467113489,-9.910880337803254e-05,0.007192490554169419
CCL7,,,-0.020417520621576226,,0.0024454011550620043,0.061484115262124626,,,,,,,,,-0.02416549856839402,,,0.08451792232847079,0.0029029100960156935
NGF,,-0.01911491373067684,-0.015159924371844165,,-0.019883150971840718,-0.036421328517651716,-0.022860886749753916,,,-0.025656847699466138,,,,0.0630826797984957,0.03554912890789086,-0.02258944375079722,,-0.048304276642331306,-0.04618478028150908
TNFSF15,,-0.023647533891192316,,,-0.017452925653982855,0.036582281955083125,0.02446287047750387,,,,,0.0769430843296132,,-0.029963260309615627,-0.02355864755273111,,,0.04807508205716239,-0.021431916146920825
HMGB1,-0.03951259678535235,0.03689290558818558,0.06957110000402443,0.005736149191243119,-0.026282615110674392,0.06232037184578577,0.08130805917252108,-0.008038351846057099,0.013412509744032672,0.07712360482924611,0.025096554034378014,-0.016615777941386804,-0.006745218261879449,0.005563271247041998,-0.002819890560690469,-0.03138772162062441,0.03799171288956632,-0.04863906146623244,0.005673622879458809
ITGB3BP,0.009423584338212821,0.046688782852157086,-0.027655484012982207,0.019031518136381452,0.0007548655321154608,0.001840607632063229,0.11323111780347966,-0.07761850950473409,0.047435143710681,0.04254310119868773,0.005277245725778814,0.0820704788749598,0.02819021921333934,0.07026923517773875,0.01993300893962542,-0.012688383069041893,-0.05312229806420362,-0.019703100827566204,-0.010492096508975403
AANAT,,-0.0342604604190531,0.015277899673355421,,-0.015880379067957997,0.026255044244835907,,-0.01526186536869111,-0.01576670475631119,-0.0025582387959709103,-0.022530391178185224,,0.02613670411031449,-0.020794263503327214,0.01919532059165707,-0.03081345774860802,-0.028610969172896503,0.03101566574953241,0.019634849808520934
RELN,-0.02409049333228708,0.0019014932370048998,-0.013618998371110943,0.07361217178031451,-0.01666601431259399,-0.01016034695002649,0.0046827369675461255,-0.033601700995379284,0.016203572538589582,0.030204320666120405,-0.024943087712070485,,,,,,-0.008102629571460377,,-0.020361057191198975
IL15,0.06374994366866593,-0.015357071726401677,-0.003235376301057235,0.02792063699408449,0.05439884090239919,0.004208265004815465,-0.01975155854140306,-0.02107758209229844,0.016417640671094552,0.13657705125608188,-0.0208958964800261,-0.05366110860636252,0.16011044178310369,0.043855572864617796,-0.0038840479427896765,0.00573534771654551,0.06966723430935953,0.03585098837669291,-0.002865684368590785
UTS2,,,,,,,,,,,,-0.045751583303711,0.04715007362284253,,0.005684302539829216,,,,
BSG,0.005720937280550157,-0.020188038782777903,0.0472417142464313,-0.016404001806573226,0.01614852570807248,0.007351523186919304,0.04122372436539041,-0.010018340343721387,0.030203409416589114,-0.020083611135936846,0.0619456013172055,0.040374120388316566,-0.02778441619878447,0.016260277710874467,0.048710107419946906,0.04337974790422655,0.030086866656076353,0.02050056616126741,0.06839137167924263
ADAMTS3,0.040977666813037314,-0.00385077900349747,0.006172632145721223,-0.014013888999413988,-0.00858274869290242,0.057751614508167945,0.026864758109884226,0.049639910175279814,0.046792747552217455,-0.011169724960706768,-0.03472223595922159,-0.05674041985340328,-0.004368689520198241,-0.024899013601458426,-0.020249143559609994,0.024001497654632744,-0.04433081381333513,0.033124623114961664,0.004384017433927952
CD34,-0.002591716710175294,0.02782950412276477,0.008693411072317758,0.02684805104651582,-0.018041299347651193,-0.03157456272346583,0.07617536493926466,0.019386777939307858,-0.010137240000606286,0.005367074150540753,-0.04839154831127237,-0.06394626681107007,0.02294855086614302,0.05487259812819941,-0.04997924600858159,0.05366017792641563,-0.0010718102994956868,0.01619094239325652,-0.0028119452477458726
CCL23,,,,,,,,,,,,0.08701459071971561,,,,,,,
PLAT,-0.0490263323414861,0.04592299174123993,0.0628089348706197,-0.030853425064780896,-0.00026310244571868123,-0.03156342935949024,0.08649721750528204,-0.07339171307216498,0.03666609018364433,-0.016653116642695323,-0.002085766182379515,-0.07528983671065237,0.029175006938415123,0.06356831975206408,-0.007070149850529339,0.05564049161982793,0.02450094923230029,0.017666136242218546,0.04097199499794822
NTF3,,,,,,,,,-0.02545122269541377,,,,,,-0.018481617752002827,0.05153447305182585,,,
LTA,,,,0.02987293517389698,-0.020087984960530946,,,-0.014698766885168002,,,-0.02089589905942531,,,,,,,0.03196680686361217,
CKLF,-0.02871537666965308,-0.028935748254367212,-0.0006021401606238848,0.06594079818379281,0.00401894553223705,-0.008163526305571744,0.15244653039580142,0.03605969040090683,-0.016427928689768046,0.046794913900658326,0.011316165190442502,0.06435263402719987,-0.04630626332118076,0.16147279139109597,0.022018588024365904,0.05021755014576609,0.013817256629592259,0.005342101078167371,0.07157781281388549
CD24,0.01935204443786135,0.06876557369919482,0.00585171793618206,0.033558080601928816,-0.03190388531294233,-0.018494970908792745,0.06952269414554656,0.02766672468410519,0.00514026363124082,0.05295605411803104,0.038890665145311906,-0.01918754874095762,0.05697136866877834,0.08764477841270801,-0.002810502691295529,-0.012196802515587616,-0.0020536473833595386,-0.013111554145038654,0.09113284924153714
HSP90AA1,0.06317266110374302,-0.10744649735919798,-0.02270612111925119,0.03226233992709656,0.050942556776659244,0.026227232260913905,-0.1224565016796251,0.045508808662926746,0.03268073313927872,-0.04829830714446008,-0.07706080411422048,-0.15538106991087874,-0.10468179852309269,-0.08408125889535026,-0.007416415342568389,-0.10263510259495154,-0.04953035741428731,-0.05837971563461094,0.02449403553346803
BMP4,-0.029905696165501587,-0.0413693490676299,-0.014336620431444413,-0.015154918640412747,-0.022213914041214974,-0.0441771892772214,0.155823804992194,-0.007539631750327782,0.006155491422975824,0.08979265819705026,0.0008387292889412718,-0.05492368455896841,-0.0047526724448333025,0.009351063629905287,0.004007316769083319,0.06943316216437942,-0.03922848383669991,-0.0010862422325906116,-0.03274475374985211
SCGB3A1,,,-0.020417518579851444,,,0.0657156583348455,0.13577531865162326,,-0.013299369671191615,-0.017790101658850255,-0.014580882026959067,-0.05013309059131096,-0.016058299951959565,,0.0011275719735189481,0.052924373557775725,,-0.02105660392039826,0.0020532797873676696
IGFBP4,-0.045360338364684456,0.03766679907369315,0.048171949789036224,-0.01932661586335927,0.032810728316025974,0.002470978336005315,0.08074633070927538,0.053990980508284256,0.06377267739927113,0.04244609755813974,-0.0030667788086319674,-0.10440151758033918,0.049208890536786724,0.03218707277794997,-0.06474400040677715,-0.032784239952368247,0.03378557612275052,-0.014861263068619675,-0.09750943944776563
RSPO4,,0.051322320231817195,,-0.009389003819356775,-0.030748180405137604,-0.018828028977004026,,0.03231188356744712,-0.013299367725857946,,-0.028985901675030675,,,,,,,0.03898906704048366,0.05288613953916063
LEFTY2,0.15239799674158305,0.08698859840038686,0.0694250143281804,0.030445799137629417,-0.017699941990927254,0.023987579504838725,0.11266725076077824,0.02401093931935471,-0.014582919366244323,0.059771155216282956,0.001290616135940483,-0.05060532226927632,0.02686426178545596,0.15760653478741532,0.12721561363219455,-0.026327690181700083,0.02435066558217532,0.04683174757794846,0.02621401003866517
PF4,,,-0.004554339610022882,-0.013004430143926543,-0.013674598090648298,,,,,,,,,,,-0.020986888223412135,,0.06608178385858401,-0.036229789996916
ANGPTL2,0.029974035489406196,0.010838289532335283,0.014916343380662065,0.024023882661894227,-0.015037474623593478,0.03550071682586448,0.15523973921492148,0.013563957700832921,-0.013185090439971672,0.10709540986351192,0.03576208354538439,-0.04634428239287901,0.0017028431043630938,-0.061723794076893636,-0.047782469082064766,0.056244751510245716,0.05905394256082607,-0.026452618085856288,-0.041404600518690604
LRIG2,-0.028206841669800028,0.1350949479935066,0.004418065120476934,0.005944149000844863,-0.000500226417508482,-0.013640881381372809,0.12499362798555637,-0.023045703435448133,0.01020363882332616,0.01684586069328687,0.03193189432955329,-0.044263341826601105,-0.07258859578290294,0.10147149323972782,0.009769506821984825,0.07660051432846467,-0.0031047444420128716,0.02634462193946651,0.07319484912112555
ICOSLG,0.055372540544905306,0.053170974552896384,0.01862424190498978,0.018428507169661337,0.01084292439149642,-0.04293545668968337,0.1162438469658092,0.055412100429544156,-0.002067148577956019,0.07348670640719068,-0.041810621598600745,-0.05357861695609799,-0.04578416984304591,0.009595043825940971,0.035785372042684796,0.07848618911520029,0.00927273733224311,0.016268443564898268,-0.029356036845122384
WIF1,,-0.05434110610584519,-0.01831645153445117,,,0.02647602193498112,-0.10323485520271385,-0.013192239291922002,-0.02502665648898067,-0.05877256078427092,-0.059527455385348906,,,,,,,,-0.02756398314626228
NPPC,-0.026139725939115215,-0.03467966666194868,0.03642607063120367,,0.03225637756189344,-0.03231832536833585,-0.03334062474517555,0.04018265404658798,0.0120497957984601,-0.006880948879524798,0.11326910731736292,-0.014417688659652844,-0.08372364393454976,-0.024898965781411812,-0.011726334211613515,0.03201637436568034,0.04964180988074547,,-0.010227326670329844
LYZ,0.02128790752809811,-0.04160920788198163,0.01141301422523522,-0.005787133913454832,0.06698988668277082,-0.02881634060955285,0.01909169141271972,-0.002876799364560203,0.008776040100666082,0.06364887307988296,-0.04770047061624676,-0.024552093959768352,0.0691304685692111,0.1332985033238461,0.020537903480082137,0.05779125222842581,-0.036339958169550664,-0.014233756899221801,-0.046986986815649515
EREG,,,,,,-0.044030065810413896,,,,-0.006372813940748654,,,,,0.025828748862714496,0.009465850449315678,,0.018965323721275802,-0.04171122073822228
