,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
FGF7,-0.021991201239104814,,0.023357726988993452,-0.004718491282220502,-0.009343121496208622,-0.01045520386354796,0.0033541800418577174,-0.050695510095884334,0.08322297028629319,-0.011170979312539785,-0.009981737721013937,-0.1514579418415943,0.03069488786098251,0.009673668167915572,0.03583553258826607,-0.05103070819364672,0.027640434019222386,0.03204125517352422,0.11266567734882067,-0.031050632085696934
EFNA2,,,,,,,,,,,,,,,-0.02995816843576743,,,,,
HBEGF,0.035452247454934124,-0.0032964624776134653,0.025602664344466557,-0.046076563710408726,-0.04628415837014261,0.05206688393444095,0.04658865520009372,-0.04334115915740173,-0.03640525324385294,-0.002057848946535185,-0.004409090020092457,-0.020543884038057587,0.0813729339355998,-0.05453894990760215,0.007540143876454863,-0.052682071820011604,-0.04203447498926312,-0.006499508557689388,-0.06088440026605003,0.03406427095627828
CSF3,-0.02384341041359739,,,-0.0008456933357032191,0.028620949528117744,,0.07726979346767582,,,,,,,-0.024612572858516157,-0.08239859651436716,,-0.015583437295723437,-0.0252435925107485,-0.053115176232495405,
PI3,0.04717088291683293,-0.009070865077387394,,0.00039339384656346014,-0.0009396854586861287,,-0.029479981847188936,,,,,,,-0.07894849923951523,-0.1482225751526285,-0.039758455811801055,0.012284288246893012,-0.0548459401643947,-0.06022330749706046,
PCSK1N,-0.053173378873332885,0.03985836461502635,0.03711433647406674,-0.015945281468952712,-0.007770284644144533,-0.015571960560144983,-0.0333264244900508,0.0053376768337677375,0.016081370293807434,0.08999417538273011,-0.006856698978409981,-0.0707894540150584,-0.004948863361919909,0.026240106511629047,0.03700025763336467,0.04908392776693648,0.04844980931533712,-0.021722135352273863,0.02465353609521256,0.06850526944227454
NTS,,,,,-0.005821900595729415,-0.016812398025381516,-0.02046782663284112,-0.030422993338010993,-0.03418868816501646,-0.025656827639172788,,,,0.03997068336766573,0.022272829113304103,,-0.028869510661272337,-0.037382318261410044,,
SFRP1,0.17761100412323788,0.00373099731013377,0.034351415289164806,-0.03164952236002757,-0.0038838374969779065,-0.02151449381620745,0.01159781429577464,0.07334297925493155,-0.003418295989343529,0.0006279340885326968,-0.030627850899346037,0.023270883312364113,0.031158832925185044,0.017525722039098815,0.04893109810204835,0.03745523908421882,0.009646418850316581,0.1025315313601301,-0.03052355326010209,-0.04262787506312374
CXCL13,,,0.032803917898715694,,0.04675681848159107,,,,,,,,,-0.05622648908684159,-0.039980847325371494,,0.020308641812113837,,-0.018641829106887196,
MICA,0.0653186105051322,0.05682925169283176,0.0216497260040023,0.009527251109309024,-0.04539257012397876,0.062409039132022344,0.0458159956995103,-0.0029193795751540634,-0.02020755622270958,-0.036527114328931666,0.02799802859708977,0.03351023367838101,-0.02956140828849554,-0.054563703404355506,-0.023577649989221,0.14279017736955651,0.014026862195105936,0.0008623877967257462,-0.018842105782658332,-0.018294488230241008
TG,-0.031220494662155065,0.004120963386307671,0.05048628076599664,-0.016781373824371684,-0.012417925132260149,-0.019405939292592253,-0.019607294144409943,0.040134077928440745,-0.018713152505297318,,0.008463303185696412,0.012091189339250056,0.08583546925961323,-0.0014479747038226099,0.04056514334414882,,-0.022802170795381105,0.009631803425914867,0.01749217581077832,
ADA,-0.020861658703192693,0.01859491420197694,0.0976531969198744,-0.025730347253378097,-0.015249870066971387,0.02219999437036343,0.07149637731844584,-0.019266363290070043,-0.011101079262649215,-0.02130452663497033,-0.027717724750341885,-0.06994422568626676,0.05320679964473311,-0.01940870276606368,0.09804729299561661,0.02633028592466891,0.019516767028153213,0.09317555336815686,0.010463865558739988,0.008129343923001171
LAMC3,0.052793777587946955,0.08503292964140739,0.017832879286897918,0.0021658724502950813,0.01868230142693325,0.036996226879688635,0.13993547160559225,-0.005177221840205229,0.00012233012158806663,-0.04236927206083182,0.0015567682577131545,-0.05719626031162321,-0.0025662263359282557,0.01189721511533474,0.014488086358224808,-0.03072569757410655,-0.007421617571128443,0.04552682715426081,-0.049657063680713535,-0.06329444039750032
CCL7,,0.008396411579340055,,0.10350300313160868,-0.028629433591812536,,,,,,,,,0.0025372901940314235,,,,-0.00993235966547467,-0.05335797177167383,
NGF,-0.022563880806763498,0.00610737548364045,,0.011131003046360504,-0.040643969101001556,0.042457524633669204,,,,0.056552820320381655,,-0.03376758013567427,-0.01574940840716939,0.1110334782158119,-0.02066777376167979,,0.022866359670256884,0.02832826033194711,-0.0018909854917451572,
TNFSF15,-0.02791433660715089,,,0.014721845323558379,-0.028192591215468146,0.010838004983121052,,,,,,0.05809815778072781,0.10580659600760246,-0.02950229336620529,,,0.03178758517825572,0.033297508440550266,-0.05878500246673506,
HMGB1,0.015605537556393477,0.014865932312432838,0.04737152871727029,0.04055330148195906,0.005107679848649971,-0.029488642675404516,0.04426383591058957,0.050603126426744076,-0.05409476392097728,0.011882320980774968,0.04624991044883467,0.0072773224981779825,-0.08152601058071221,0.012065765806392103,-0.06315563266370634,-0.047331437589019996,0.008812840305754159,0.02817576007262492,0.007359242519237143,0.003856503760646854
ITGB3BP,-0.02143921975204234,0.06009462965278772,0.007777385350317802,0.009067278062815837,-0.011584070211637829,0.018901611877858604,0.059189779946114886,-0.052954551807498314,-0.006915646946315726,-0.009457091742839662,0.004638010897505732,-0.06260721237065667,0.008812184621043533,0.08954469156434065,-0.07414405774955694,0.0293716576300262,0.02017164375667811,0.013078084819902303,-0.07454117768818357,0.016202925359017007
AANAT,0.016619354444490062,-0.032826132847177183,,0.03594481758326867,-0.010099874785480611,,0.07828455211802218,-0.023110679313785035,-0.02157095064133757,-0.024121207115082748,-0.028794628001322944,,0.058941261005385825,0.05169554431233267,0.11352214171883698,-0.03209203116637507,,-0.027988205714749668,0.031369149843382384,
RELN,0.07086046325525155,-0.010665356037659874,-0.003169624187400368,0.040863827516827336,-0.031245007170749944,0.030083498759138183,-0.050207009127325654,-0.006362600861464753,-0.016493824328585562,0.06642834586743299,0.009162041702189167,-0.07634682326380333,,,,-0.0027572351679402366,0.015355759460623352,,-0.003390075679157347,0.08914645347497878
IL15,-0.03967974764613465,0.0015115856511276143,0.09780926573225393,-0.009756533804755116,0.02337585182541293,0.12401833522731892,0.16053952852549372,0.04357432350312786,0.01388746198725461,-0.049429741229840826,0.01715850473020418,0.05516618577896745,0.02419586934118077,-0.03354333942668837,0.09823637306504578,0.03312791911168639,0.08781463077385358,0.00016333520129527054,0.04301128283265841,
UTS2,,,,,,,0.019432320659194313,,,,,,,0.051241756808946215,,,,,,
BSG,-0.02822269697596371,0.04030395247589849,0.01246094645953497,6.588777052637183e-05,0.01726786492195752,-0.0009095328398294113,0.059549581631663275,0.006090524716824645,0.012676581771228015,0.06686865082412377,-0.011320380522133706,-0.009217541895509957,0.04804473998572112,0.012211826791620273,-0.011360763307495353,0.06760234519067918,0.02037790978048548,0.07920030541309421,0.047389852006253404,0.056744062004418824
ADAMTS3,0.022890490730984554,-0.026657896125263876,-0.017270663783615484,0.04729596426018542,0.05098594651455492,0.03213350059483004,0.06284388570754405,-0.030416631335093466,0.024355154083462473,-0.02473040906363768,-0.007533294227969735,,0.06551610076293037,-0.027367163694938523,0.08440305673877227,0.07079017164563567,0.008852915413351361,0.08348918841711421,-0.014361163690508683,
CD34,0.016239548595978644,0.031973873273740516,0.029572879864084883,0.09232428783001155,0.017547397751507186,0.04852979451767603,0.03552971876977229,0.021317348875122825,0.09689255926792587,-0.006984909505088114,0.011716777841542049,0.012656888519137483,0.03140332853712404,0.04690691224294188,0.061551418246272284,-0.00039635478578669615,-0.01561784384818119,0.07845176113843358,-0.013587501555929716,-0.022745305284175944
CCL23,,,,,,,0.05938299988720726,,,,,,,,,,,,,
PLAT,0.05201122103667968,0.1014667639658534,0.046157995617148076,-0.034779469184376126,0.0403179459880806,0.011619880352395072,0.0793044548983774,-0.023872259707427176,0.04578699665598029,0.004658400874378453,0.013847613568993434,-0.04131799485343036,0.04637632542112275,0.04730981942074973,0.15648495802400614,0.09130812713504122,-0.007984856998091358,0.05387419905820887,0.005930853676166627,-0.0794510475579152
NTF3,,,,,,,,,0.035031973656076514,,,,,0.06162658358279774,0.19705229066805496,,0.055122330717097656,,,
LTA,,,0.04147463776815613,0.004546550334133739,,,,0.028277067831216536,,,0.008023120900164125,,,,,,,-0.03766790696822133,,
CKLF,0.0037569184044790346,0.076352513489519,0.010449985771088723,-0.05020002904585945,0.03785179805443462,0.02610511158488013,0.05304003436653564,-0.013065684683382607,0.04998905606069365,0.015120233769258157,-0.02346013636223761,0.0034359924988564584,0.06618905894449434,0.04834541285512353,0.12994913888890675,-0.06004058386288962,-0.019229685902635817,0.004002825055989769,0.06055071212131388,-0.021701491887810016
CD24,0.03295200909504863,0.05129443161348287,0.08779776804821747,-0.01564146454906728,0.06079229323038239,0.013342953111126921,0.04508106404004392,0.011638993609373913,0.0029498555247213743,0.051309576691239256,0.043794072235277995,-0.006778310656167159,-0.029075619536987334,0.052562935345010366,0.12386884161266931,0.06256545813629347,0.06311855170379882,-0.004294845560792659,-0.03263679676462563,0.13682280870414007
HSP90AA1,0.0498837844278589,-0.045748310373732295,-0.0025476074690257357,-0.050038158809486574,-0.013753780615925564,-0.00023056055815440642,-0.06429272367288927,0.04450829129798487,0.09307597662943658,0.05175552426932106,0.03743685604930563,0.18888606888873216,-0.0004181630964668691,-0.09130792618717913,-0.23472844228485065,0.0441452724859429,0.0249798467067341,0.001534882803204106,0.025043673997825297,-0.04925272563156446
BMP4,-0.0014512308424998615,-0.015300134896881047,-0.022601662116810167,-0.02521934533465709,-0.033414918915796746,0.07399342580364211,0.07559381814686636,0.042534106120771825,-0.00404795566989893,-0.024214268370031947,-0.029923138642163928,0.034289222495973215,0.07054929562631773,-0.03629429558539808,0.022652738142627173,0.039584653112779006,0.021283522674563682,0.03960087564156558,-0.026487571236834703,
SCGB3A1,,-0.0077872904528391,,,-0.018022525072738386,-0.02042397462986198,,,-0.018195307844737954,0.05817233881964867,0.005314617278151944,0.024428399503725495,,0.03255574783607169,0.03093927614677029,,-0.008887022762924707,0.016725064473104644,0.04667926401484643,
IGFBP4,-0.043398416702178345,0.08740531227971718,0.045997950072367684,-0.00100054268222705,0.007548141445207592,0.03498118814207133,0.07709671629333187,0.015388202715925267,0.03268613579298616,0.01691181957528435,0.03698259740642231,-0.031950596662535566,-0.03016765175791824,-0.026791988756142093,-0.07980054980791391,0.04714344240970302,-0.010903147856653242,0.07196742116371078,-0.01945065036305727,-0.004044178578428359
RSPO4,-0.02756409373970037,,-0.03446806381143479,-0.002388498751736438,0.04259672337475058,,,-0.025887400528982685,-0.018195305183262574,,0.039220091575843906,-0.030835494301663883,,,,,-0.0029531944751144006,0.0018319075587446383,0.061812976301658246,
LEFTY2,-0.005945343999460167,0.06860085921725466,-0.021582999735720594,-0.03589427166051617,0.08137039742679927,-0.02967082513897242,0.0740670794369369,-0.02503306837555792,0.037179282202098644,0.015447987893945084,-0.011003209302590099,,-0.03192394378796777,-0.009622214910153875,-0.047176209808022625,0.09236923301843647,0.0025481061142891446,0.06902656947028633,-0.01063883183901014,
PF4,,0.020395326443085608,-0.01939447799811373,0.10008090195353656,,,,,,,,,,,-0.037606103505935316,,,0.13349624958169704,-0.03203579406479739,
ANGPTL2,0.0405495157607176,0.09224376529141458,-0.014788180858682606,0.0034292682485783056,-0.03187729126414246,0.007497401178151477,0.059671123306080855,-0.010226408985104343,0.02142833411337935,0.05842432368058085,0.006241441905320429,-0.05424587631800765,-0.05093048490643442,0.03507872174132811,0.17755843290372392,-0.03595493705327888,-0.01718797573465122,0.055307055917385196,-0.04173369136377704,-0.060496539708432565
LRIG2,0.05408751731036463,0.022675508600245003,0.01915076343607414,0.01522669737250512,-0.0393398726301939,0.05313696955835773,-0.03181847143090001,-0.003968012264423964,-0.011553893066553604,0.018362283978231374,-0.0056014222054165995,-0.006490833206965347,0.05494837354632431,0.07976170417087101,0.11452435435483091,0.07171911917829815,0.006721425490867222,0.04761378158152751,0.055590577206421875,0.06687759631818696
ICOSLG,0.0625581701502453,0.11612452656647576,0.031314683100729324,0.012773599404778227,0.007870039825252554,-0.0253587826844715,0.003951349138914484,-0.010544149639770106,0.03582498555744588,0.021497488453553624,0.039029555586335085,-0.03656479733936292,-3.960569535886995e-05,0.019778381494525807,0.1274231556584171,0.022093502157380426,0.03364724864343725,0.06966236343090133,-0.09333372124765237,-0.012258121641648195
WIF1,0.004898748702735969,0.031678054713831456,,,0.04708243253624883,-0.02127434779999542,-0.07090975768316914,-0.01997669382746437,0.11169709383088929,0.09308120098617374,0.014807403597563835,,,,,,-0.03930916152897453,,0.05850970386959933,0.11901604687598327
NPPC,-0.015682434078791573,-0.05318546190588299,,-0.024526313337996652,-0.012265314651300874,0.08607164004774207,0.0026660139705102547,-0.008794345419102186,0.02153723890323029,0.005631372293929972,-0.025652698793388176,-0.08737994126674313,-0.02991246819709256,0.004387155043661616,0.056914086611839367,0.0778976563447979,0.021655078103981543,,0.01144009864814457,0.05512143858841427
LYZ,-0.036171947099166636,0.04710264726985193,0.0382334788908726,0.042317461780167764,0.03351089622773903,0.07179486768827113,0.059724744697041234,-0.02663715007063624,0.010335372146625815,-0.026905121081461723,-0.05009095095859267,0.06566445548284967,0.00218621903442361,0.0601291525840367,-0.02294576313758954,0.01676658301443287,-0.01943326469923605,0.02265281909936672,0.00967745073327618,0.04678153191873277
EREG,,,,,0.022796391814390575,,,,,-0.026393395109696998,,,,0.010214252018754639,-0.029765773155350762,,-0.036357971322271185,0.019977009293367466,-0.008557683031370654,
SPTAN1,0.012714138791662841,0.07302302939596356,0.02445439392640048,-0.03147729503882717,0.056522653089729175,0.0014255105139394902,-0.04842744572125992,0.018065265857645594,0.04541036598763104,0.09747384030148842,0.06493799614176282,-0.03545875501033865,0.12363599446343004,-0.0013362879146234376,0.11566625569756833,0.05166943561574688,0.002339036140271424,0.10102012363119457,0.09864380670537806,0.08062486955792264
PTH2,,,,,,,,,,,,,,,,,-0.024610654600315213,,,
LIPC,-0.057811095845309995,-0.00547901321897805,-0.029189725916764647,0.03958966291267741,0.010575171437315433,0.006823118805039736,0.09820503779843477,0.028722147686962744,,0.003695463605647185,-0.014041634568495722,-0.019386336867949543,0.06539076658140741,,,0.042433052152402395,,-0.028986786186826874,0.10695591890302086,
COL8A1,-0.03039628655160664,0.022098615466749648,-0.03445041257934848,0.0823440128138888,-0.019783133704209376,-0.010668307857503674,0.02929486708331068,-0.002245478430242525,-0.019634809207403025,-0.012680381132988918,-0.0041267600373713,0.001298056178898127,0.015590393100796622,0.022734968509980923,0.028907338249997774,0.09939999211919893,0.008605301026865818,-0.04757111265265536,-0.04887397503919937,
GSTM2,0.0038783226153615803,0.03708024617891821,0.004981581536335318,-0.001858091533232134,0.055841030499855504,-0.013529950173226639,0.04810772428411048,-0.05120837075794542,0.04107194195035361,0.04940921597419496,0.058090758109355885,0.040561403809836576,0.12708902146737716,-0.000617098738346431,0.015101861365556439,0.03634355292190766,0.02961665138182073,-0.05482129328410699,-0.030748712041528924,
SPX,0.023245131837411392,-0.008030222407530494,-0.021768317011621567,0.05238468846085613,0.033099091108288244,-0.043685982922303565,-0.009990686787785091,0.017671411770897715,0.015634172384594525,-0.003641606985195199,-0.008853707535998257,,-0.04953600995458077,0.022665917987489907,0.06810424002435247,-0.013466621500911996,0.019234969750796242,0.04523251689681773,0.00972102749532387,-0.03348241445468672
MFGE8,0.00026698067761528815,-0.002931889636342374,-0.020958704147092916,-0.00682029229010816,0.014049322047411982,0.03282025289287456,0.04873017108537573,-0.008340151768509807,0.0007073274117977981,0.032383490504797524,-0.04188536008477038,0.047882059420936325,0.02197469992368856,-0.013711739067093554,0.07292465945223296,0.1077802741955233,-0.010961277597164483,0.06173514829681419,-0.0429408541472377,-0.02295285326435552
TGFA,0.01016741960117227,0.025414289341808144,0.0043969477331073595,0.015602234463072424,0.04130279924726416,-0.013056106035911494,0.04887521666550747,0.007591408438110901,-0.02398591465911955,-0.04926428483657563,0.013571582340641083,-0.059429895191577306,-0.011978726218171701,0.005162449506160265,0.05861851734534437,-0.03673472430881192,0.036652319441983945,0.061421133091566396,0.004368217685235562,-0.03912536271536765
SLIT2,0.0582019357469649,0.030965534093654417,0.030165495528097417,0.0025989729885857803,-0.00013790988710413445,0.014556843908372879,0.011069136272620366,0.02634212776870136,0.07896073170178582,0.030409725985658834,0.0227121777604236,0.054917374672835334,-0.03382835615213777,0.05584811089445091,0.03708644471731717,0.029320168028734432,0.05480048753516463,0.016103522668420488,0.05630936993442875,-0.00429427273548074
PLTP,-0.041496052109955016,0.06836264614774883,0.016554957144240698,0.016876486671803335,-0.030840703733274473,0.010433745925630605,0.051706958736147376,-0.035579018416658635,-0.04799817733407024,-0.07859591310217877,-0.0007315415170932232,0.032056017515421996,0.06535657662250632,0.035582881181544304,-0.12156513456789898,0.14861287657823438,-0.013968390680765908,0.044732040765531646,-0.02173878723654989,-0.03345725237817821
APOD,-0.015221359465457019,0.022649990053775687,0.04353133590545586,-0.018680281850431392,0.03920591292380805,-0.020555104813461112,0.05067735983831634,0.007456115192571129,0.014954925086634317,-0.06674396093981518,0.05592071064239907,0.008717031616565613,-0.13806511529077192,0.05636971444560547,0.2061610355932597,-0.15152491704314608,-0.09507181730834463,-0.04337569188333362,0.04850354924248326,-0.14725503065390555
B2M,0.05757613847789438,0.08822017931475741,-0.03307759078789874,0.03598333223841376,-0.0396126201537754,0.01830317689961603,0.11835687693598483,-0.003982269040517444,-0.03796342987097695,-0.05267351259120142,-0.055594895780413434,0.11911811702824045,-0.07624057304454603,0.023537500478007033,0.04615571544738199,0.05948870346442287,-0.036989212223799195,-0.026193563903256237,0.06561104691308968,-0.13417952703717395
OMG,0.022015526565547804,0.013280225206013062,0.021672505645034132,-0.033997986473319065,0.061752870063678425,0.023335038199820527,0.0011175756821028902,0.0206398050068667,0.012055760097977191,-0.04170126902519875,0.05234605156884913,0.1185409866996811,-0.07740624905662745,0.05047190365552651,0.19640735350490857,-0.04823629913251641,-0.02424814804545901,-0.015241605851311934,0.041310798094969126,0.0769539804186898
CXCL3,0.016165950462312572,-0.0015750211293170393,0.07377799436329265,-0.043550041811953384,0.04214291254793851,,0.05622656509720786,-0.007003300524760973,-0.01946513048274637,-0.007992048211031525,-0.02529045350414282,,,-0.03332793466134775,-0.031226335462330022,0.011611231188824395,-0.016705763588772793,-0.019162316054887753,-0.07075601316260657,
CXCL10,-0.010765230139065354,0.016781392968010345,0.07599684085047159,-0.01044993262080224,0.005905266816435585,0.011941747078027925,0.0519687052392698,0.006078635072825765,-0.029568957889296858,0.02827302746104177,-0.006716212640634981,-0.015796113060592403,-0.040348323966008105,0.02432185212826726,0.006895347930561558,-0.04520300553742262,-0.013697148157380861,0.08865308482021664,0.058740302843154554,
RSPO3,,0.014355068199241048,,-0.0012594290428327474,0.008786661302116389,0.06373089598869207,-0.027969105285474558,0.003938879839916869,-0.007968496811435419,0.0022002235321836898,0.028538357895090946,,,0.039884020926890806,0.04446932563818485,,0.01815557574861857,0.03599713979128631,0.08083438578670692,0.09643010513316538
CORT,-0.030904205556892404,0.0608000731569357,-0.02470788333308181,-0.04418838746762705,-0.03161708028216825,-0.036810573632916246,-0.055850098402752485,-0.01217349620636685,-0.03443030361878275,0.041997738197935265,-0.031099148097772072,,,0.02711518309373376,0.005497008492961105,,0.04691649081361172,,,0.054189038759612077
