,MGH258,UKF248,UKF259,UKF260,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
PSEN1,0.017548056809499907,0.047211622395515164,0.0395132707097742,-0.015268569280765223,0.005055710021464022,-0.022554983138366694,0.003966092286663616,0.08571814695667562
CALM2,-0.014222971621977413,0.036215866436157935,-0.06334895379803931,0.005767670484896132,-0.16860399197357115,0.10650653811435888,0.062472030607637535,0.006030566706788094
CLEC2B,-0.014665655096588745,-0.05265574001192591,0.043550112027109664,0.061085164068717224,0.08734089803412405,0.005397608625230927,-0.0011161560027618854,-0.05414996875652802
NTNG1,-0.030244513728379684,-0.026209008355719814,0.037189110800883635,-0.030570099211864966,0.09360225788136957,0.038894743014724634,0.08803381446800967,0.007880266194023313
LRIG1,0.026525231344284673,0.007546787735602806,-0.023651871084478047,-0.1004548615706108,0.051823799370965526,0.060836816234640496,0.07976607251578097,0.04139758176081823
CPAMD8,-0.019081885215734316,0.03403804179513439,0.06278828180583113,-0.015275606423115661,-0.023162935870774958,,-0.016268854679150766,0.003976049507488446
GHRL,-0.030443776050821283,0.02970646685907457,0.03623062468759288,-0.025870363371406673,-0.007505794932536137,,,0.03654805883032937
NPY,-0.010955569940202975,0.05706002939760834,0.08945735087111988,-0.01613328494146153,-0.06300027436867776,-0.05954333222850349,-0.0013817096980903005,0.030603778718903164
MMP2,-0.008174444549536773,-0.011785633177279405,-0.11366851592920757,0.055248472354734436,0.1570686562328732,0.008646726570058208,0.05462118851410825,0.02247029918368367
LHB,,,-0.03377538238821452,,,,,
PPY,,-0.029790011807212656,0.005072984519215602,,,-0.03327705866894882,-0.031270997583010086,0.04813980917971371
ALKAL2,0.006213534645275143,-0.03313163721998032,0.042033030899953014,,-0.026262916728162368,-0.026826675219675213,0.041628910178597954,0.08326572764621702
CSF1,-0.032954912322062574,0.011986318056807187,-0.02463129475024211,0.004819653468740477,0.10898288729955946,-0.028450403702652106,0.0193611378771529,0.03667602819390506
SEMA4C,0.047347311057890425,-0.031325317751868406,-0.07139498787370077,0.06773870459954011,0.012074019334893946,0.025868331841243975,0.03750359915002574,0.02403555009353646
ICAM2,0.10211144962868735,0.003572669780402178,-0.037740944230896446,-0.0055652046707104835,0.08170924142413806,0.0227131041131969,0.061974983515119764,-0.037635441760581444
SYTL3,-0.013101087270149327,-0.02962508611376071,0.10427708574711265,0.014951153427909532,0.04983051322123295,0.0005486592257947524,0.054124758825962266,0.07367786723123201
IL1A,-0.022172843942032523,0.001868303787399984,0.0822064743477951,0.03149727347788558,-0.0016904631335674686,-0.03656488581700109,0.003690117092793107,-0.0326034938028092
HLA-G,,-0.02718525658506467,0.04237305233949085,,,0.17928698136231883,-0.04095913272064273,
PGF,-0.01952567746072624,-0.0007401721933313667,-0.07808446281022283,0.014400813543770593,0.12727612395850604,0.0628609856859057,0.08205205819780632,0.02698406785274084
LGALS8,-0.005826169727570304,0.03186914070982878,0.042770458770975794,0.006356183049634671,0.024742584346571967,0.028941553639589147,0.024909021552183813,-0.02573075445909827
DKK3,-0.0741453042739363,0.03533980764257902,-0.13109213075649048,0.011404710879161431,-0.10513510113425667,0.014952558680230854,0.06606796061369165,-0.029770369149274854
COL16A1,-0.08622053393985013,0.01855465138592138,0.007565090968351095,-0.06271486528055785,0.058722029626870516,0.013959902737220977,0.07736979746658776,0.09679960531748955
TPH1,0.10454825880376484,-0.019960882478889237,-0.017062106890992405,-0.014994987932554476,-0.027534886908292942,-0.03506755077332987,-0.04410721519997111,0.04251931790969275
TNC,-0.01969222866947098,-0.045745007468691125,0.15706277129121982,0.04931806554354505,0.1041430482385619,-0.07015191668644662,-0.04267327895488442,0.0053081999225018245
TNFSF9,-0.019081876159161126,-0.03549477666749207,0.03070986318305131,0.023259458961592643,-0.06215738486497195,-0.011152169401341502,0.010177635073781848,-0.012801541841177112
C4A,,,0.009415845472519137,,,-0.016113324214064483,,
CNTN2,0.024144357964800935,0.011858276941233033,-0.05004085234487651,-0.010682659711479437,-0.05937420395657186,0.0395353773661974,0.08027142850941293,0.00440892525216456
F7,,-0.019473345241959955,,,-0.023162922407701795,0.022059265068846843,,-0.025433055201595854
LUM,-0.011630528534533679,-0.047470222089629116,-0.09343531789373162,0.040381074036498016,0.1347878871185373,0.014502121817000266,0.017112826590278973,0.006644178335821176
IZUMO1,0.08292936005542169,,,,,,,
BTC,,-0.017666968040938945,0.013104264386390396,0.038261384403769284,,-0.014687680659904275,-0.024678014818450618,0.05779338811230682
APOC1,0.00036172300268646687,-0.10505684806265092,0.08828550052683129,0.04337444283161203,0.191658180021942,0.035530600002261256,0.10269594120314438,0.05632858566332762
PKM,0.025510851522947936,0.06716826923060179,0.08483855449437776,0.018272447627457413,0.010677153993948009,-0.02266520120485204,-0.07864246210919291,0.030025709913250855
TNF,,0.024840829530871734,0.09143492771497458,-0.020550678163812286,0.03502027598225858,-0.014255843723317913,-0.016893063123592924,0.005605197549399841
GNAS,0.016820302287217755,0.009272357585336075,-0.0872946640297818,-0.025311560889867402,-0.09140090345970062,-0.11822186006420077,-0.0565105048483917,-0.05242997088670336
BMP8B,0.012097268647363525,0.009009016792306843,0.04084443539758815,0.05691331254235556,-0.06277179120700824,0.03503509836261916,-0.008074278621748027,0.051082225105298855
LIPH,,0.04817676829233409,-0.029171531323957937,,,-0.014473278412856427,-0.018834312051106483,0.17927405100163288
CCL28,,0.023069268094329874,,,,,,-0.02994795692954841
PTPN11,-0.019406311992581606,-0.008535433561721938,0.04911540769316039,-0.005892669568946984,0.030203586849026562,-0.01022958105281769,-0.03952811098135562,-0.03636086483168573
ADAM12,0.033420697915423084,-0.018664735220033184,-0.04415712082036698,0.04200396288397675,0.04338678665217925,-0.019651517720308535,0.02925698071313396,-0.03224564802118893
EPO,,0.025571805597515318,0.009865428734267672,-0.016090383119399865,,-0.01571834998549218,0.06406989117071873,
EDN3,-0.008632911755834681,-0.024300703690928682,0.049684928464738216,0.07208043727292705,0.0345962089261016,-0.002893837691773997,0.10324733183967064,0.03333832466400264
CCL22,,,,,,-0.017789786727422516,0.027078850255958086,
CCL2,0.10331228906947766,-0.07730698589366006,0.006893296818661405,0.060826087222900144,0.034827306610662356,-0.05461032995208012,-0.03473386354998499,0.0529877408181635
DSCAM,-0.04731848211645447,0.030398106171761773,0.007208407331380212,-0.05633449349384659,0.0682921314786693,0.051877092852252796,0.033589125523149174,0.08635968523047013
GPHA2,,-0.0068912202466021545,,,,,,
ANG,-0.006456903472755494,-0.01373010805479621,0.1691995206179439,0.010812724624907503,0.039160104265048165,0.02972625106912937,-0.010663393417448087,0.052898275008949114
FBLN2,-0.025126650707276346,-0.0669510221448702,0.006378713401674907,0.06094880811638166,-0.012359524277147345,0.08401881770019891,0.03892288395788035,0.02913107049677218
VTN,,-0.037733014907354846,-0.024338783837388512,-0.01622252961225066,0.011585596535475515,-0.017967149692631145,-0.013754808656727405,0.03183106731132092
VEGFA,-0.00649630721662284,0.031004468835553627,0.1316782809731998,-0.014708345372808847,0.08252072757017022,-0.05307950745618184,-0.11541287154257274,0.018086353218931157
F10,,,,0.008636325680125862,0.18239276621558775,,-0.023491956642075446,-0.005808894121676555
SERPINA1,0.028200650689136304,0.0075502836059399125,-0.024690299868673302,0.08548205329844237,0.14861398868953293,-0.06073216502036095,-0.0013737351439574612,-0.009268029658213441
VWF,-0.01030223189834076,-0.013526251984642643,-0.15174386392891084,0.008161296512236777,0.09995119051802512,0.0007985677291224444,0.029160538633544175,-0.02851563959147274
GDNF,,-0.008990986651797723,0.016925459400292244,,,-0.01652449922975732,-0.04288491977763151,
VASP,-0.013193323918546218,0.017551081744470794,0.049214004786559185,0.007874461806192038,0.07286134649835618,0.004781414266333026,0.04356462105453791,-0.03556139480498531
ADAM15,-0.034942992743457066,0.03663948666744464,-0.011289272282749596,-0.01227793582368485,0.04666599850463379,-0.019949220649516444,0.004897761062230571,0.04791907439976429
WNT2,,-0.03491668005382141,,-0.013035649899101262,-0.0594556832258803,-0.01949705274305008,-0.02008999215968112,0.009672905700133986
CALCB,,,,-0.0007669597683602247,-0.025604742753324163,-0.017063487257929187,0.09518137333127698,0.0018882282542588046
OLFM2,0.023741871489549253,0.029722957303586747,-0.021490137743793665,-0.0171400784807498,-0.012588963146857661,0.03146346736482927,0.052203989383316385,0.06866004786186844
MFAP2,0.023073105371538866,-0.025988497543730314,-0.053544486487983274,0.057147706602381686,0.07034223335587003,0.05950206056958788,0.009295166531318682,-0.00044211235473904986
HLA-C,-0.028112105949667877,-0.022007336600989833,-0.0354676288044805,0.046442467193643325,0.14977890402365412,0.005683463876728482,-0.04666827304835979,-0.04787452328298846
THBS1,-0.0297444995637931,-0.03300509004593639,-0.018277337675580232,0.08560526588065899,0.07794985583657955,-0.06328934576077157,-0.010714398704169572,0.010373318207836853
HSPA4,-0.00672114456932027,-0.039186711991535665,0.03871174314889621,0.03909796156183604,0.047426891380895175,-0.00439247864239867,0.023348666200652502,-0.03172089344896074
LMAN1,-0.020283171424564345,-0.010337644263510838,0.03967988805958854,-0.007312925611737008,0.12026515509032357,-0.06558447268524278,-0.08094339588515147,-0.039626811752887486
LYPD3,,-0.007833140935797107,0.044891493169967656,0.16397510710862107,0.07058285231043171,-0.032784806085192346,-0.015707555754838884,-0.028829015466382283
APOE,-0.05209901095905808,0.0009274790513480018,-0.07619750893040483,-0.05964726479867701,0.032298839294366756,-0.019476679648177068,0.011085778041417837,0.0807518094866065
SOSTDC1,-0.019081883630833078,0.025264471002156345,,0.070964267209155,0.027280674695655524,0.04936762884386478,-0.03701412296635369,0.01470817062684482
ANXA1,0.025327520578911977,-0.04824619905849857,0.0629299210460159,0.10291693777336572,0.1465366956070236,-0.009767600599067679,-0.0034172703886292915,0.038081923096149044
WNT2B,0.003812019081303816,0.04568901978101145,-0.015407432151806975,0.009906292163994362,0.06138574788730018,-0.020416531311891233,0.033106832647823554,-0.004342302012258835
AMH,,0.001117040439839059,0.026354624853273428,-0.020144353007798873,-0.014175610818089029,-0.0030916289257052563,0.03316523492067532,0.0989150182995333
GDF10,,-0.023102614634599446,,0.011154370489153687,-0.04125807930386282,0.04891877620129204,0.009851566888717796,0.046119033595025546
EFNB3,-0.035665453002487586,-0.00505560208597301,-0.0025559458942198696,-0.03662049335526311,-0.02988411938946784,0.054804401457861064,-0.005850542751718573,0.04003163670746411
LTB,0.014640850093952766,0.06030564192334291,0.047223701935706575,-0.02310676033787056,0.014225423512711614,-0.045261020094901745,0.06419460800522216,0.025590291621760415
ANGPT2,-0.022993654859635025,-0.027982265140598532,-0.09500009747618432,0.06126912364852606,0.09329355612667313,-0.0193537750627783,0.039763720614996965,-0.06062876962441866
ADAM17,0.05408501412028754,0.05492333091273696,-0.0310072813643937,-0.031851045132043884,-0.016755186677831595,-0.06512292002455804,-0.04107257129067687,0.009146603868703296
LRPAP1,0.06800619958943604,0.07816198157524386,0.015452612761515662,0.004704725298560925,0.055877087512934236,0.002964512196270588,0.043687617475252065,-0.020571286491908734
NID1,0.03993505359708341,0.04412549635969307,-0.10660233961300399,-0.013699730462567868,0.1421432701239025,-0.012706100113239674,-0.014412342969188923,-0.020990679590535365
MST1,0.05249177669495994,-0.03757208134375569,-0.007730080273987592,0.01749900839867425,0.14553091106953667,0.06400989758073816,0.03544260964188958,0.00523300620176129
IL13,,,,,-0.02593580501610205,,,
DCN,0.029895393290987816,-0.06734216477440039,-0.13315099551664483,0.0370219542068205,0.10979861137470884,0.018426928907312595,-0.02075000360203088,-0.030033457408392524
IGFL2,,,,,,,-0.019381564306828525,
COL7A1,-0.030805809898596274,-0.07070839172466374,-0.022781220759205353,0.03798280177552431,0.08846291212236705,-0.009929031767077325,-0.004177447400090013,0.05469443917294606
CALR,0.07062908077563793,-0.0388985966562152,-0.11935019910851495,-0.016582663023889128,0.09570075465800741,-0.07936588704012937,-0.022591457587628077,-0.02666702485592271
PIGA,0.010314076950983424,-0.012375251153907408,0.03764843363857251,0.015969172525747664,0.03649809910243711,-0.022550589642044233,-0.019361260060488845,0.046905777843178356
CD200,-0.06760221911240148,0.06767510499563409,-0.03830552073836646,-0.04038486593455676,-0.05143919231407346,-0.0051797622509207174,0.033691638401542746,-0.020389322657874066
GRP,,-0.028005410577942067,,,,,0.13581170197030207,0.003924546975007569
CDH1,0.1108194605364627,-0.0222972646640684,0.0833651423150094,,0.08848699273337907,0.018631003518226164,0.029755484882262276,0.044883659620556855
LPL,0.057005186675317635,0.04872675624176916,-0.06502409722681636,-0.07609884736792837,0.1312008367772924,0.1104212015289831,0.04761670912446729,0.0533910269236599
SEMA5A,0.012107999726003613,0.01597105975908558,-0.005119015172137253,-0.06437074452712428,0.08414937788840557,0.024353479474215043,0.07037910387464194,0.022014858670690775
SEMA7A,0.000325474286123128,0.019498894391850274,0.009695327694071516,0.009360712623998693,0.055831851508511325,-0.026616035696230955,0.030432134168906222,-0.007905206673882911
SEMA4G,0.03276086413228448,0.07992855024691456,-0.015622874081101915,-0.007063020788097339,-0.0035249818339355985,0.00729880485497889,0.04013888784196792,0.06732283687824682
SEMA3B,-0.06344459615137296,0.03393477893617061,-0.03418610892625964,-0.05068820481308455,0.022215043123887213,-0.0333675141612184,-0.004503085084180717,-0.03097460393509354
RPH3A,-0.006745804955812506,0.03561394501206415,-0.011211939816492055,0.024648946653464017,-0.026523130268604228,0.039023424169623386,0.03001034350868846,-0.03673121509914162
JAG2,-0.0016913229064120336,-0.0036379605983895163,-0.061224272960629995,0.041080200474434565,0.017618873484911163,0.013733541295860123,0.02991880163766391,0.024826395350882935
CGN,-0.0350656553761173,0.06880472150283568,-0.009791282041262235,0.022631308666262846,0.050094379279913,0.0018665883479231768,0.0764426253119705,0.06895588183916433
GDF15,-0.07066300682879743,0.006436636484690698,0.08122311454615244,0.04197097649349762,0.14611554978672808,-0.0037989176543864827,-0.02238256137117304,-0.027927471004031514
SEMA4F,-0.024972733361359235,0.034267266841278385,0.0625362715209073,0.02183759370780252,-0.04014285966068266,0.010869784126688573,0.06793256349100245,0.0034860476115516083
NXPH1,-0.022470822653497462,0.01925561556011617,0.0014591048946050985,0.01419868459036494,0.0012250622896977544,0.044512587118256515,0.08611484933373269,0.011609657181336197
ARF1,-0.039085127723918214,-0.020549390991922156,0.0510543353507459,0.013215496063349088,-0.04706262399987853,-0.00697231761605113,0.040742373721899976,0.022913591516061208
DSC3,,-0.016836401555703057,,,,,,
EBI3,0.016522401133065943,-0.0640176330187794,-0.030286166270896593,0.1039746907356597,0.060344454839678964,0.013744688977770265,0.026967623439040914,-0.006733386865285407
TIMP1,-0.016193998554690267,-0.08368682683910875,-0.050777875206579365,0.027830512749773304,0.11428023349331883,-0.05818376552710437,-0.09017303955946308,-0.04063936684156688
SEMA3C,0.01954208544425063,-0.06877831980965338,-0.046379336806247985,-0.02546534086908854,-0.027132481320905608,-0.006131786173767461,-0.04959860361828645,-0.015249548253778935
GAS6,0.033068092983144566,0.03980026197574587,-0.08808857211460121,0.008005717255095596,0.057362884310110634,-0.01957337305887022,0.006321651816547387,0.04201378445986339
MEPE,,0.04302349018880648,0.010352830441241904,0.006016107874728887,0.020981760431160457,-0.027202385666319693,-0.027844014977336014,0.04252979737884579
SERPINE1,0.05111850050279583,-0.05909669354523726,0.07231677963977572,0.019387921039930055,-0.07647207999497964,-0.07381278475951196,-0.09455005966051852,0.044852116128830305
RSPO2,-0.02016110430776908,0.008100791495247941,0.004099232034994359,0.0014497114939838265,-0.020583265534166843,-0.0019840265855521253,-0.026232701171871688,0.07259825029709666
SHBG,-0.022650005313208092,-0.02180811677792396,0.048407090586899966,-0.00939885816055219,0.005428788620171211,0.04957629973625799,0.017911299525403972,0.019647004494550677
LGALS3BP,-0.01757793973795795,-0.024772369789304572,-0.03666227800897118,-0.07679102146117152,0.10986403936552963,0.016319157343027864,-0.042503504295548104,0.04752481432366714
LAMB1,-0.044738376647215736,-0.008828890407378763,-0.061739152872369855,0.05813039210561499,0.16162011070208906,-0.07234099058198504,-0.004145503136281478,-0.05645883995723782
SPTBN2,-0.011562196627322092,0.0759451432767633,0.018123912158357302,-0.03557071147180102,-0.04901998902494925,0.03310193243647755,0.03346013276652786,-0.0031633071253475958
COL1A2,-0.0033111431773457534,-0.06315501701164071,-0.16318334928304662,0.03695032554151851,0.15287292699570942,-0.03801870987186673,-0.041881477539131316,0.004885568835018908
DEFB1,,,,-0.01319602155623295,,,,-0.024574777789389598
WNT11,,-0.024132031247902037,0.05118835511760641,,0.143960375269554,0.022112491896276176,0.06631929390343826,0.022519579485265402
LGALS1,0.026456862447964285,-0.037894133874654234,0.09649876122406688,0.06333600497153062,0.06443719927398227,-0.06350916268647659,-0.09506332549923864,-0.010328622133135887
BCAN,0.0043838441211323615,0.01990916119111695,-0.11835757465026385,-0.08265455540256532,0.1110951047705899,0.07734028503541758,0.10510213980290704,0.051259723640492146
ANOS1,-0.054509769065443546,0.07042840404769528,-0.09641529642665754,0.05662639846890707,0.10228038231062851,0.01802023740695951,0.041422214780889734,0.014071808745415356
EDA,-0.02838262246511654,-0.017666974094196597,0.021898071468454242,-0.028335278105189064,-0.030213960171083642,-0.03203368847203217,-0.016932788032632182,0.0006188887074693826
FGF22,,0.10960262415626307,,0.02006500867194967,-0.02316293281098354,-0.023965565389530045,0.0909563901997692,0.003778196408479539
SHANK1,-0.02402952395960015,0.0038050939409582578,0.02263727889245623,,-0.0220380594359696,0.07857315799235204,0.09793463669684115,-0.033282038575715926
NPVF,,,,,,-0.017789787919857088,-0.01668742177394498,
RAET1G,,,,,,,,-0.020318502349348955
TGFB1,0.03342813345415695,0.10501961997988614,0.026393136389697328,-0.02479491630453554,0.01907542304673373,-0.025897446970702103,-0.0133222989357698,0.025428895310661136
MSTN,-0.03806200111814079,0.007663966968101505,0.0023654457496638005,-0.07442594909608732,0.055424350184665815,-0.02014320727634449,-0.022681233995488995,0.008292804063289501
WNT4,,-0.01626010876020202,,0.06565433513954506,0.0031404839624733674,0.07378914705356533,0.0357589408888045,0.02984876001060754
TNFSF4,0.0574772976966475,0.10076966033103685,0.04297513453190279,0.02868563194546485,0.00537779478879102,-0.03972109097601309,0.02635041256491649,0.056973122915517906
NTN1,0.00962806488105634,0.03331706789864007,0.018174776412527457,0.0264741922484319,0.14433187975606246,-0.03147179922418601,0.053235358614749165,0.04702663473502448
CXCL12,0.011452113688540997,-0.051745031493279615,0.0017062295985514724,0.04243884356180082,-0.03311997277751517,-0.03810232059356057,0.07174809180026677,0.0001717389832651695
GNRH1,0.0630405682526963,0.015867769904105496,0.013417951076159347,-0.024149898175412587,0.04185821016995331,0.03425568811974136,0.03021096944936657,-0.02786750232652568
FGF8,,,,,,0.0048443735029918816,-0.02303346137408435,
RIMS1,-0.025764785720017183,0.0949367733631355,0.06255537266356637,0.10352685700351832,-0.006721562022285317,0.040906471587279156,-0.0039024030131820106,0.026833096866899823
FGF14,-0.044633213188030756,-0.02181429316632354,0.05569771114600105,0.059250787470202966,0.05436235650638653,0.06378038362584473,0.03465777640132544,0.05540950366976947
IGF1,0.05256479503320038,-0.047973470484565295,-0.000632434070002252,0.03787366683370633,-0.019930139631121425,0.0024410871361199345,-0.002351012024904576,0.020342049548657815
TNFSF10,-0.023179937453711715,-0.02380876862665464,-0.02181589618301107,-0.011883132462637037,0.10280942530754497,-0.05940214755081683,0.04494681061826181,-0.0018778674858817236
GDF5,-0.020161096349993766,-0.011459210975411027,,-0.017493926681432743,0.10644441126938299,0.05313877836732609,0.03149990025572669,-0.01707771805183395
CHAD,,,,-0.01868716903525923,,-0.03587156440291853,-0.030414827665808563,
RGMA,0.0125712014754357,0.11214287511029451,-0.09987252599243926,-0.030428880153746136,0.12548960197497966,0.0748384230202444,-0.0022367612371852865,0.0704065262033521
WNT16,-0.03758379525543772,0.11649289223003996,-0.0616711903977761,-0.011497894903913735,0.019989161359632242,,,0.06735386510389153
CX3CL1,0.006868904987469004,0.017621358766024532,0.02920224529392869,0.003615950356221396,-0.028502600399858958,0.005307627624694405,0.04063194306988263,-0.08149311457157618
FGF1,0.04124136905574772,-0.0392242121232952,-0.10556902996581298,0.02913074857115365,-0.027199428947168966,-0.014358485973826267,0.062021076419216524,-0.048972177505330935
ALOX5AP,0.06596805638121879,-0.03628989461210224,-0.02579051048686334,0.06118571951534948,0.11359897552002846,-0.04897577608444051,-0.015325326408913395,0.06103380513230992
IL1RN,-0.017942099098497935,-0.0418361519882203,0.10446923557930632,0.04209307917255789,0.00918473089505877,0.02395826965696164,-0.012877379710913734,0.013323858266838799
PCSK9,,,,,,0.012052665957055928,-0.017693277571857246,
NPW,,,0.04683267745395034,0.04919939230573679,,-0.0335666569539848,0.03068184168205435,0.002157263786723537
CXCL9,0.041489230938060874,0.02255426375785564,-0.01900312803637061,-0.018336466777605996,-0.0015176159735050103,,,-0.028408046563660323
ANGPTL4,-0.022283484005123932,-0.015060876160640484,0.03491061356257605,0.013981848517042336,-0.03912572531325772,-0.045496083141480924,-0.06552690336677337,-0.004584300412553782
UCN2,,,0.0359904824766454,,0.005846550768827104,-0.02683115767877742,-0.017147322208709077,
COL4A3,,-0.03267245455562501,-0.02248118513993803,-0.07036518930116915,,,0.10090693114586882,-0.024356035437591902
NRG3,-0.03256498510879118,0.010315611848804983,0.013716211146915624,0.01894350147679897,-0.04719902249899486,-0.005023713103193713,-0.005179905272058727,0.03923888444152399
IL23A,,0.024728946581030385,0.12245206401943176,-0.03179527806289655,0.01958159152655194,-0.015517350829019281,-0.022723262656978462,-0.02727665011675931
COLQ,-0.03273655093977865,0.01929533369858633,0.029684129774216327,0.025023380107324685,0.05494313013217323,0.03502571616578776,0.11007679810389637,0.023840410932039077
SCGB1A1,,,,,,,0.014480089555293693,
TNFSF12,-0.04997950972163641,0.0360610311028591,-0.07163343155151353,-0.02218451415520624,0.06510226773697703,0.03309971574523875,0.06519930990568878,-0.0066102411956644735
DKK2,,-0.027901059256635424,-0.02091789185064553,0.10083806813465515,0.01840264506129116,0.09991810389620563,,-0.03444339741605936
FYN,-0.03311254999348906,-0.016018559686136195,-0.06425177476378784,-0.04889036858775717,0.09114560335971059,0.051435391055989155,0.07777440234182398,0.07754551100568949
ACE,0.017110001096652852,-0.021349723815718164,-0.08460595111483629,0.02572193715942853,0.09058174061582251,0.014361280665571715,0.04300033131626272,-0.063539582686741
IL18,0.039181083250811696,-0.0372846296310232,-0.020027897648577698,0.018225610069788997,0.12903332640491005,0.050997643242248966,0.07232759733074977,0.006653488301072631
PPBP,,,,-0.012031228720303528,,-0.0189995038096522,-0.02094481633594461,-0.022772426387477843
CCL27,0.024287767751926388,-0.017666974212887984,-0.0018903196442175588,-0.024242898532720623,0.04780494896001195,-0.022907707381236875,0.010251150216120596,0.07025282966772632
SERPING1,-0.03780830158234317,-0.02161862542337856,-0.04297170432495243,0.081964568999075,0.10577466009836407,-0.016926409722210992,-0.02483791676585419,0.018579132490008834
AZGP1,0.001739265335121003,0.014130604117670352,0.10075373385957961,-0.09158343349492055,0.004869265188622906,0.04085251447714263,-0.022630784317655635,0.035740699782931803
INHA,-0.027993861066894384,-0.013576032310542087,0.006819520983460101,0.028876084073234373,0.09239387466443792,-0.0021823830307384387,0.03715282626863189,-0.03667793760084445
SEMA3G,-0.000615013945769624,-0.029583675402134434,0.011261028711251626,-0.02078673405724876,-0.04793919005089969,,,-0.01581625983479488
COL6A1,0.07065878490654647,-0.06007612244203208,-0.04129993764507303,0.0032033147611346506,0.08695521331447008,-0.04714901342790423,-0.05984679822789832,-0.008656605415463807
FGF17,,-0.015350543321648463,0.01847777869001332,-0.004626175024127965,-0.01564204666361351,0.02272324237023494,0.06866093534318383,-0.020232246335672548
TNFSF8,0.061479409487033315,,-0.010172715206403114,-0.012031225601735878,-0.0070991071362459,0.02025553344146243,0.06423877623804886,0.05278338562488538
FGF20,-0.02952219399040608,-0.0057110898113632465,0.004699678986954011,0.10957651732791217,0.1432949244465215,0.017424739377848796,-0.03024823882998856,0.1676703300878743
ICAM3,0.012719572686725637,-0.03044844324385126,0.03057862800419882,-0.02845517946823848,0.07608623795372353,0.03542449965422563,0.06846442674431334,0.007282398749967386
LAMA4,-0.0029982416361691057,0.03462425703935192,-0.10964235181147307,0.02706566990022834,0.11650171558979522,0.013628772219286931,-0.029276329854176258,-0.0021940277681545797
DLL4,-0.010759688364078968,-0.027927961099213864,-0.0851088151568792,0.03855300948903961,0.11970680659509036,-0.022368149999754627,0.038386388911888156,-0.03727208504416636
SEMA3A,0.03392183316876396,0.029931998957222917,-0.026664385377775844,0.09470211632356541,-0.01154640508025455,0.07051396179051193,0.045973903703837,0.03289499510364958
RLN2,,,0.062128120359284666,-0.0184540259499909,-0.030213956275960168,-0.01425583909513006,,0.00023874044174826796
C5,0.015455467325088056,-0.055715392927581556,0.07475599653399534,-0.01939293547690186,0.09138902358738031,0.027043652383773598,0.08016857941245392,0.009508985420542217
EDN2,,-0.0026282171239706813,,-0.015823073002801946,0.04158886956567994,,,
C1QA,0.02863131054656464,-0.05702590026045857,-0.19558676656482862,0.025621456298778288,0.1564324060608461,-0.05463942584203815,0.06083412545290976,0.008865712863096748
UTS2B,-0.018803031961534655,-0.021360392400720886,0.023663415151879048,-0.01319602059030487,,,,
COL9A3,0.01990178451497799,0.001533502393693782,-0.05118342163145632,-0.053624511572331814,0.1178340834436364,0.05345462728768366,0.09401501264004372,0.057509214559581995
DLK1,,,0.03161365556266698,-0.010747631525187148,,,,-0.01607409476337705
HGF,-0.008030761801190802,0.0036936269863346795,0.043104498628915744,0.10759560808397672,0.01172372605886903,0.03080256939107392,0.03732384530184744,-0.01700485577546346
P4HB,-0.0886809555469849,-0.061191941793736486,-0.030017962702337798,-0.01855015831325703,0.10476930412555542,-0.0711169059395226,-0.10308984256227928,-0.006935087557577982
ADCYAP1,-0.020680989824921555,0.01841543808967168,-0.03730260187849512,-0.021719535112385495,-0.04616463507050963,0.005298478651904133,0.054519022789394245,-0.023571102093043257
GREM1,-0.013908113714093832,0.06043759521837459,-0.039800866467750634,0.0012251386221510594,-0.02445157265259574,-0.06469167635832453,-0.0500123222498536,0.0043176592649467535
EGF,0.011153159535044461,-0.002133269449376575,0.012097500793896196,0.005108202005840661,0.08548761671609416,-0.017430114479764714,0.030723488084468287,0.0807332268117711
VEGFB,-0.03503448262750444,-0.003159202648207016,-0.025202450040777643,-0.04964279425316832,0.08649003293301506,-0.033621649945975676,-0.011809309569635135,-0.029692940240907066
FARP2,0.005634005265654596,-0.007247367658086135,-0.012209768794842387,0.007033095340502049,0.0856687531085948,0.06602281246018585,0.06486468878550375,0.1279724777235331
IHH,,,,,,-0.01866117304243574,0.019194332518424267,
LAMA2,0.002213949088072041,-0.01364820663059823,0.0021342039876926437,0.017484215715771904,0.09117240171152315,0.003671145147171388,0.05733379556299076,-0.01873219759617385
SERPINC1,,,,,,,-0.016893068243136803,
NRG1,,0.11084194036134684,-0.07779351146832075,-0.024335602469695152,-0.020744499363970454,0.02844379384578731,-0.036486863787394935,0.028925000657727528
SPINK1,,-0.018313199206164484,0.15929330060362665,-0.02151522927080475,,-0.039347461693577446,-0.03749618355023194,-0.040737608453322326
EFEMP2,0.05155529264028152,0.04540872671685976,0.012272722108346944,0.04641609388339226,0.14607898410642473,-0.03645548522857389,-0.014138141626578544,0.035247824105029156
SELPLG,0.10332298476091087,-0.05989944064424826,-0.08361736060228799,0.047837006599406276,-0.03623617948182145,0.05951702322861965,0.07192139197059996,-0.015840230947684737
GDF6,,-0.033885110454260445,0.0479023174090038,,0.01949097510214778,0.03823715660793015,-0.02463778639379153,
HLA-E,-0.028107143844077444,-0.07523505773572563,-0.08896208707075211,0.039465028740398624,0.11850436338030032,-0.07110857934540248,-0.0028263969256942015,-0.04461662298956756
