,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
CXCL8,0.04241188280299568,0.07028358535741891,0.10910786621807417,0.13792158621898862,-0.040729590723609856,0.031013351364613046,0.035332197456789505,0.023506312220733367,0.016790781704064194,0.049969918826851104,0.023484412069975525,0.03025384730004554
GRN,0.005732272507949685,-0.03102582558633054,-0.04543612055296555,0.10171476971327144,0.002988865120538703,-0.031034118283159155,-0.023142984287061824,-0.034364191945630285,0.09000996757450482,0.013444941145656678,-0.13009422703295026,-0.03386715454614459
MIA,0.05383885091790945,0.02945366376916711,0.00518258652224529,0.03348050979619224,-0.01359015238401047,0.07058066349255976,-0.025766049351067168,0.028829430020939562,0.07292550836119498,0.15080416884190995,0.14977879033507915,0.13349134238356983
COL4A4,0.034949569290927934,-0.010315997994658816,0.04871883376661638,-0.024957529827152644,-0.017265154935256342,0.050384162035493674,,-0.00044399059942485866,0.032113167606309154,-0.01855220028916152,-0.03563330707362574,-0.029555660714268704
TAC1,-0.06788627741730459,0.023008226133298577,0.005635216816177628,-0.09056620426743221,0.04655348418062728,0.011436929937697116,,,,,0.04000949034994762,0.024622818022512552
RARRES2,0.03150379495059433,-0.003618572629949073,0.012531142708433128,0.17801591939034703,0.0715959955005604,-0.08039598036078963,0.08670222474097737,0.010696952968058296,0.09231871250359265,0.09218304048638062,0.07567877663868591,0.04254412309892135
FGF7,0.14565378083606476,,0.019079681750429504,0.14231051277160064,0.00483988005016457,0.015060134173586096,0.0258080375773452,0.06670454953573313,0.006476113142371511,-0.006976212552873809,0.0892998425792506,0.10545007344524006
EFNA2,,,,,,,,,,-0.03665314978316837,,
HBEGF,-0.006886998367624247,0.024977816464232007,0.08610550707372784,0.14047070658016614,0.00669444410894118,0.025401703027454918,-0.02318408523299708,0.09983804444280392,0.05988711503249892,-0.006334012369832164,0.01979277984124441,0.057902802382288156
CSF3,-0.054203951667802945,,0.13393775769694607,0.059791323818491476,,,-0.04853896491193441,,-0.0012413993875965918,0.04645142057045111,0.01859767484510388,0.03717201977886364
PI3,-0.006622922416490593,0.05085626841065331,0.047972719782449325,-0.029731912546370698,,,,,0.03336596484431397,0.021607304446885318,-0.0002708779471599135,0.03933569827149726
PCSK1N,-0.09598453473797683,0.01641219394529909,-0.08232420922255516,-0.03899828826896064,-0.00576905111502001,-0.005187329655569633,-0.053820069442626406,0.05907647087554668,0.020900593989134922,-0.043375494037391826,0.08233330308350044,-0.08642835401507214
NTS,,,,-0.03245441266425015,-0.019723432567841558,0.004140164974292816,,,-0.05486443140244563,-0.044654907583593736,-0.04145325788146652,
SFRP1,-0.028050512987071348,0.06353090403401968,0.07723586699231545,-0.0033768133628144245,0.046561957720077415,-0.0152826167806609,-0.06815833443801288,0.07728103759364714,0.042324288225496276,-0.04169135932767575,-0.040489989187720725,-0.011410880293795023
CXCL13,,,,,,,-0.018905244533095517,,0.10278446585577604,0.12109650933777982,,0.014620514735632372
MICA,0.030235642274724146,0.06990697061444949,0.08648215933258598,0.12105678805062275,0.013962443814533787,0.0013527296930681012,0.026406601339157596,0.039758640446994745,0.02913094704625752,0.1642066637209271,0.01116109900972589,0.05657975229982667
TG,-0.043209201068547455,0.03727223932757218,0.04213783884279338,-0.007056216743561589,0.017370620363964712,0.02796101111573175,-0.007995209955175664,0.09298216037208314,-0.03124919218211825,0.08399551429057973,-0.006612631949987088,0.008155891349781287
ADA,0.09630497087578409,-0.03466447731157593,-0.05438270295546958,0.12338436235198301,-0.021179380709777408,-0.00604862694303118,-0.03608196630050192,0.03545372740895994,-0.0037485808814340022,0.0011859666373620903,-0.006733004761908,0.016164772210683555
LAMC3,0.09136503763840195,-0.05255045749294316,-0.04123362903134671,0.14170560885072062,0.012951784811836141,-0.04813983990775534,-0.03994720452565009,0.03817841776267058,-0.021671196150275344,0.029625055053986233,-0.062254987338585456,0.004745948959892606
CCL7,,0.05723640080148388,-0.01636912919266241,,,,,,-0.010768615078114026,,-0.0015190801616122827,0.09302056893980147
NGF,0.047017487851806525,0.07636626370947083,0.04153051248254523,,,,-0.04970923211758712,-0.030946032505477762,0.0037471673523000767,-0.024732090643020194,-0.07761608188112261,0.0821074656915596
TNFSF15,-0.038633474459825866,,0.09154461110391096,,,,-0.004821645650900321,0.10479578666076958,-0.03436251669419307,,0.020894063782863608,0.026213653904657366
HMGB1,-0.04411680819619945,-0.10613723725403473,-0.06793271750281318,0.0961795013622436,-0.019496279378070573,0.05086520610565822,-0.11034428674702493,-0.11603054643198651,0.008595515566403157,-0.01020163229582066,0.06801425455331332,-0.04082982072340952
ITGB3BP,0.021162581873205723,0.01190633255484847,0.04429721655944889,0.09295515989025108,-0.0346215236415832,0.009765763163790587,-0.006157219852962787,0.04160278811394509,0.036717606345401374,0.05158838736266874,0.07916560578153754,0.04911602283608219
AANAT,-0.021856525895398365,8.024039015375139e-05,0.142569529322,0.00977127772706211,-0.01498280987600712,-0.008169085197555093,,-0.02168924677021809,0.039163366877062254,0.06881863067756863,0.08132215059605218,0.03326546690935319
RELN,-0.00750297033893066,-0.027398663362131925,-0.028788642887430042,-0.06988846193300174,0.0021636548700670255,-0.05322115449463622,,,,,,-0.02458758521763271
IL15,0.07458496481198826,0.025186403756734737,-0.0006847793272060992,0.027117450589312423,0.05791820697652386,0.0446567234677793,0.004808082048502284,-0.01716567792865287,-0.001492235597388689,-0.059719459352635146,-0.03593216221860494,0.0646583651909631
UTS2,,,,0.14661124300748857,,,,,0.006464805850848903,,,
BSG,0.07656998327468376,-0.09126318166248779,0.055924164427309256,0.014400772418022456,-0.0508427879047318,0.007918683903154422,0.02057002652607728,0.05994537042784575,0.11182604397052234,0.11502950630824015,0.12478140123299317,0.06902401203264713
ADAMTS3,0.00048553289658230574,0.05578058352324125,0.01610181256842963,0.18371805168243358,-0.027915290684448153,0.004018373716650967,-0.0075779468780497565,-0.02597066495048687,0.06546115421851062,0.0025957624125077673,0.13655858924779124,7.993103676956167e-05
CD34,-0.021622835096842936,-0.05008647212785293,-0.009941604908863479,0.1310562318545076,-0.037734825729338256,0.01179753369071831,-0.09382930172581105,0.05355452098420671,-0.020413800652783694,0.08402876605285675,-0.08748030553532916,0.01903210492196921
CCL23,,,,0.11695370508397296,,,,,,,,
PLAT,-0.016368832444734575,-0.05990070321426778,-0.03598897241675659,0.16302920898618775,-0.05021431953186769,0.06650134901330093,0.008196840951168844,0.020170423836579805,0.024816891602545802,-0.02603148374039917,-0.03160921239340325,-0.01147146983641264
NTF3,,,,,,-0.006190836039896157,0.009025386883240897,,-0.06315693968227448,-0.0026475287864681455,,
LTA,,,0.061546955063070286,,-0.014430007363582766,,,,,,0.020606620444183685,
CKLF,0.03555487212171032,-0.090530986184099,-0.023449354046153052,0.12853346415486736,0.015428848916456336,0.028422947931796144,-0.07229103937938491,0.0338311782518311,0.007327276047315285,0.03413186563073974,0.026322212576999012,0.0022454869121222355
APELA,,,,,,,-0.04214953182314007,,,,,
CD24,0.06251417477176745,-0.051965500044797164,0.02699563965769216,0.03818110487234218,0.03891474872599879,0.12255033714719601,-0.05827631271782754,0.11707270370975464,-0.002811713879897654,-0.03037081845937214,0.0997249036597647,0.018926819030697067
HSP90AA1,-0.14771505777751853,0.00794585606546525,-0.07713043299210835,-0.19126910343215178,0.08347644891281793,-0.002499579918289769,-0.03831761243168005,-0.11309879770870145,-0.023891578801087988,-0.07096470390864851,0.05771010374992631,-0.0376796067366249
BMP4,-0.001621584818313921,-0.04186699417985348,0.010748095355272701,0.02012580641419692,-0.018045565570260474,0.042827120796148865,0.05116494335470281,0.015120596104128192,-0.028260864236733012,0.056100296734472394,0.02420366233928681,0.07012639993978428
SCGB3A1,,0.0005251245585094611,,,,-0.023535972288241173,-0.06471386683666455,,0.012488801463309567,0.1281178246995697,0.025710878163339827,0.018222261348593373
IGFBP4,-0.06262986643581568,-0.04842404009192293,-0.04776205225940256,0.12381655762177855,-0.022420566770644003,0.007744146322530211,-0.1127501338781469,0.00876115127313085,-0.0010173311431110942,0.005549712997481507,-0.08981165285027475,-0.009798432772474377
RSPO4,0.028066782195068286,,-0.03211338271414822,,0.016470929642219665,0.0022404925530300885,,,,,-0.023765342631078726,0.03929073640952442
LEFTY2,0.018991286159963913,0.07196265334187986,-0.025842775465378085,0.17859654948425893,0.0032683007847053237,-0.03084160892338919,0.020962358275237302,-0.027717019212298605,-0.0005374711532464297,0.10443953618362219,0.04703671379276824,0.02046940382549997
PF4,,0.02824231225876882,-0.014281742729523445,,,,,,,-0.03359514939204934,0.06817405515844743,-0.018751069438741823
ANGPTL2,0.09388036158980756,-0.036869697938717506,0.01579014743598603,0.15715340128505198,-0.03162780628883389,-0.005313241567783277,0.019625951096903863,0.01874247863145264,0.012961173371774746,-0.022999371121538437,0.015512835379145854,0.006766682745004745
LRIG2,0.03502062950065743,-0.03461747846219684,0.031229757954649794,0.07518786588703531,0.009076270534989462,0.0111307597825762,-0.051894148064001576,0.012486716588742348,0.05072788654757763,0.027353736160531526,0.09055497808569006,0.018301691864412307
ICOSLG,0.020703721281079637,0.0209284956783434,0.027300221871438567,0.07553415715605573,0.004590729965726619,-0.005758788326275539,0.020265456966515705,-0.08246096830302693,0.0315618801243599,0.07001156186175429,0.05628362419557296,0.08584649615455336
WIF1,-0.08877821021501055,0.018880785791532545,,-0.10937609951396955,-0.012951025865759528,0.01975134970586025,,,,,,-0.0040549277387453364
NPPC,0.0389438455157431,-0.009278303790563356,0.030995122066890722,-0.017345781373445085,-0.0024449581232331395,0.07330661633194367,,-0.025970615072269672,0.05831677850160076,-0.042978563079230474,,0.012730164110055614
LYZ,0.022219351614299575,-0.024370926404896676,0.03995905060883596,0.15659118873096614,-0.02909812284936882,-0.003504193014764343,-0.08087835114521844,-0.021238471979800867,-0.009105615664063215,0.06279399388464782,-0.033931674137230285,-0.029425181233297057
EREG,,,,,,,-0.03057461375713029,,0.07135208673765689,0.06881910706330163,-0.03641429129777009,-0.021588035605607195
SPTAN1,-0.06009452043305101,-0.12811106759060012,-0.08353840876528623,-0.06086917176099664,-0.024353302561135843,0.012046601933486124,0.0030992999315945682,0.027569092038323976,0.016168790594712296,-0.07512096525726378,0.029597706508491323,-0.04994172859250692
LIPC,-0.011095976261687769,0.04310680316728469,-0.014407909081039618,0.08716850054709713,-0.03137748471671334,,-0.006257762513346674,0.09690935636232682,,,-0.052813010917280905,-0.029241170370096266
COL8A1,0.10119613617089006,0.043832159441738995,-0.06341685084979333,0.13724721942822157,-0.01699826510519597,-0.04713525322820287,0.07853004620504504,-0.0002096013610870238,0.06511539285287912,0.10102220223165906,-0.07140245250891643,0.002254401614065575
GSTM2,0.004196360697616441,-0.019687557566435174,-0.0021802399935226557,-0.014053333888143489,-0.004177600818329069,0.06300450379638335,-0.02138193566503066,0.19140681354549585,-0.0253843556495758,-0.0519918922064784,-0.012950486778890916,-0.0111788941679257
SPX,-0.017288153213959472,0.005097898968953499,-0.00647333518326785,-0.02029930649750054,0.052717846137847836,7.76935518440362e-05,,0.02958151547006849,0.07600060215719104,0.06795941907124163,0.03921778439105854,-0.03505087977403194
MFGE8,0.1201026720111589,-0.04073909730267698,-0.04474817237055423,0.03227086238585884,-0.044547238663996035,0.07350332088182272,-0.012280952728447996,0.07095948706521887,-0.0007399131285921459,0.059325791385373576,-0.056577310229150746,0.06466020421063147
TGFA,0.12566981212247913,-0.0016112033706704892,0.025847802887310447,0.08525334685688092,-0.022377530682278282,0.02958709472496815,-0.004719162682441395,-0.03982596065062468,0.06956339009096488,-0.05050605025298579,0.10558002048398848,0.04254196558287523
SLIT2,-0.07731099436860563,0.0006511709121933445,0.01664725687277211,-0.0030982380860946944,0.03787341627953265,0.07568009236032398,-0.03600242743825264,-0.029370468874922482,0.02923140940843243,0.0529446546186255,0.03398856923167442,0.13977316223086395
PLTP,-0.02875011699990187,-0.030199329445998967,-0.054092618740430115,0.17636848904458613,0.025664123801600172,0.043251403661086846,-0.03494492501882355,0.09901409629225576,0.024111628866454793,0.04263211018423229,-0.07865271932342163,0.0705222429936281
APOD,-0.09662835383319646,-0.039427457087726096,-0.05006525453234256,0.007725678489446841,-0.011928284913878198,0.00374564558087424,-0.0018568568309596813,-0.1349621911601151,0.023427584300505636,-0.018669185968801707,-0.07167667010890882,-0.07543165780354207
B2M,-0.02392234374969475,0.036747087660012855,-0.011700498927614269,0.19485679369430634,0.010740773341021448,0.021726645364980524,-0.06951129192546138,-0.05635687203153926,0.07755499643068926,0.08764729230919562,-0.169976486994566,-0.007330339221403593
OMG,-0.0394166818505911,-0.01653385425189054,-0.024588774900096765,-0.06863659885408796,0.06298295787296568,-0.004016972778998183,-0.011260221161751216,-0.0908774026249761,-0.009280608133723176,0.02680133988232114,0.01946440082185192,-0.04603176402703159
CXCL3,0.06585703745930077,0.09396009666523863,0.08212141428764584,0.020434554003897414,-0.022037526835845474,-0.04336927273128334,-0.039438390492781486,,0.04181181487663235,0.01839053932467899,-0.028448425233964805,0.025232864958992133
CXCL10,0.023688148374755254,0.021253981353152842,0.011521450308915868,0.11901723678024637,0.0006806978686498684,0.04969504670035824,0.0647375881681888,-0.03503123793155527,-0.036397737317649635,0.07138116212770003,-0.01921790190489841,-0.0075528576764722416
RSPO3,,-0.03481383976752559,-0.0165854579443233,-0.03910984634590118,0.008764068239878218,0.02800010463497967,,,-0.050651420253896906,0.03069506500687267,0.04105218819803604,-0.02231231483202481
CORT,-0.014275992378778964,0.007426958860060995,0.018613067679343405,-0.03375584874184313,0.06162932880953398,0.012256125298350436,,,0.029800953208920025,0.01070189493659443,,
NCAN,-0.07070176306965237,-0.08166516077829106,-0.08735569574513591,0.06897892909989772,-0.06338772508174412,0.014282207051577085,,0.03411499305821474,0.0014171199381908283,-0.07143062105991396,0.15137499553701636,-0.0640857098138802
PRG4,-0.05837299590862926,0.018746196222614357,0.056367175159682745,0.11028646903145604,0.22554347009166292,,,,0.031083640070961666,-0.010211142015064486,-0.04158123823297192,-0.0260989340643349
ZG16B,,-0.03553978944241465,-0.018998379328961524,-0.03657863734758134,-0.011465950784532015,,-0.04610574653175489,-0.0241111810365238,,,0.04207038194698959,0.10801876911738124
TGM2,0.033667228058736176,-0.03030872344063837,0.000799235669938087,0.10313066155913006,0.015029951497640115,0.047076396682596,0.024192693124524996,0.08118763680848427,0.0025445757442620377,0.046810312762608365,-0.06674707021070193,-0.03960296199382619
VEGFC,0.028771708567371008,-0.010433197324520051,-0.029174175761394368,-0.0012565959459118993,0.03945110949657246,-0.0029807471998905192,0.07967732864239682,0.05949614050137878,0.011899894480057712,-0.02071188383869643,-0.0544077619833365,0.06003747032609759
WNT6,0.048234051306042094,0.08578338096268094,0.06939714434001143,0.07669512012042952,-0.0255170645076821,,0.03794353160464456,-0.022929735996475808,0.034487111799800144,0.1259187593612613,0.02595779822582745,0.013604120929062088
NRG4,0.0205356960441029,-0.02360527872538169,-0.019921982152121803,0.07401467270313616,-0.009214732026140848,-0.013998559827076486,,,,,0.09987712976091954,0.015861173687291227
PMCH,,-0.027206354070957613,-0.027603847141479305,,-0.016782976230374846,,,,-0.03582682652747456,-0.006239851209624694,-0.014808501552243874,0.0936147422385553
COL9A1,-0.05176708534669573,-0.04501252457568933,0.03543456464346603,0.04447241807368238,-0.021664172186230114,-0.02594305411363232,,0.05590307373954957,-0.01065389509388563,-0.04680030673046269,0.07515226401744766,0.012635214199922803
GDF11,-0.05289604730160735,0.0009840981086820853,0.027889167011883924,0.1362690674295291,-0.03134644719436436,-0.03255715020786825,0.019687643958813734,-0.057720760391209464,0.015092862754566456,-0.07393531958111893,0.03244657587206131,0.08534913339288443
RAET1E,,,,,,,,,,,-0.03265509411326738,
IL24,,,,,,,0.027968734422943734,,0.09638483422659047,-0.00492023298232075,,0.10614504904631383
SORBS1,0.019859431199118264,0.03817593136560771,-0.0698127259736015,0.028104185577039125,-0.04888121562654717,0.029078103386191084,0.05041756225624838,0.0981529090529134,-0.004256408407344755,0.06768098540897421,0.054284602374306566,-0.055810460910662434
DLL1,-0.09283106700045306,-0.02152215196084968,-0.0545196443094333,0.04658018069538451,-0.008917904649800351,0.0259176680636392,-0.01655332228035842,0.09520210968470992,-0.017211431750110254,-0.04622354134505495,0.02161925915001738,0.12183238210938671
TLN1,0.03173424992681714,0.010879851270571474,0.021392196261618795,0.12227142908500789,-0.027279001595329734,-0.021273035157330623,-0.034261161518567125,0.07699501524648876,-0.02298864860572775,0.015082416741102977,-0.07817884536116154,0.03541712056032968
COL2A1,0.0035633657304902115,-0.02546523475840818,,-0.031271448249841155,,,,,0.08330973978444751,-0.06617225596108595,-0.02408742971432177,-0.0001586528210112641
SHH,,,0.0833973266621704,0.04051583551036454,-0.035906680779245435,-0.018829600243369986,,,0.02014685842502136,0.08333591262864011,0.08195064871803376,0.04504853829773996
PON2,0.0007963884156198799,-0.077869024230014,-0.1107507377447942,0.15180566722733638,-0.030070445185683095,0.0260714273208655,-0.014145232866484673,0.0821550596568143,0.0730416393604437,0.05896345583449452,-0.0052222109758564336,-0.04103530228190031
ICAM5,-0.067223367987511,-0.02522317398708602,-0.004205847446738916,-0.035223335857434285,0.021159333655027982,-0.032366462097276213,0.029664068832511988,,-0.056742830666924905,-0.021141039431964746,0.02175386846479896,-0.006832866136688689
HPX,0.06347935481412774,-0.0033497463444964086,0.039421205148332666,0.20295532264229862,0.002523601253710627,-0.025027942851510363,0.026386892781773124,0.22387819739250048,0.04392970113684199,0.10633551551160368,0.00257226052904493,0.024928723362754212
SFRP2,-0.02842637291761809,-0.013014661807235376,-0.019372792019836476,-0.024957522478066888,0.010579169920322014,-0.06397709662310186,0.026427267176763674,0.019975838747753816,0.034450803212265874,0.0263540897714047,-0.012959178225171729,0.004981727837274369
CFC1,,,,,-0.014430008235662654,,,,,,,-0.021994967340601614
CD70,,0.06589033784447379,-0.006042850562706692,,0.0456619643322366,,-0.04492562672251059,,0.09310934469708898,0.0914983618300183,-0.045416197891522896,0.07996694763070028
HP,-0.10140882755069526,0.09029016897990781,-0.0010059381802151658,0.12256373791133561,-0.013195375807795165,-0.04652598531497235,,0.035268972520960576,0.03185943613833727,0.004543739952392657,0.03147645232290562,0.04575251933152017
CXCL2,0.022965781155893,-0.02378234216163695,0.03891228546546922,0.057005201072781536,0.028394924639156282,-0.030454945792510433,-0.02628713330173545,,0.10283734494407987,0.03327102261654835,0.05639119489586826,0.03453467402310296
NPPB,,0.06787660815716758,0.09980605745500475,,-0.012635502060648117,,,,0.054349308647603435,-0.03029869058172339,0.012916323134330235,
CCK,-0.009440143684278719,-0.002294644383176265,-0.0036008771636317134,-0.11766140286229229,0.027963070928277895,-0.05441829356121895,,-0.030009344962890084,0.003586671874975295,0.014822589497531147,-0.03917255127232665,-0.10548156386034634
SEMA6A,0.010264698284175257,0.023762591422660437,-0.05814163574993491,0.11945562683906581,0.0016679243907461094,0.026148220311384578,-0.005565718026620636,0.04787422572101875,0.005912036615059234,-0.07819110979537701,0.07367241927767985,0.08510608180002179
IRAK4,0.012959732258223984,0.05854977211432952,0.04790501570191288,0.08178754108452475,0.04398533796720633,-0.025642861932101534,-0.012879249412204965,0.06920842258697311,-0.004361816451332118,0.05713035632319591,0.057283438824512756,0.05988021118382931
GSTP1,0.015243434784051331,-0.04619201870876723,-0.027871020606317284,0.10497406335480802,0.06197664233885035,0.04896688380886944,-0.068932299099987,-0.010519914565447475,0.03611259028474979,0.10171371008323314,-0.002465449976323492,0.06743746548883842
VCAM1,0.011751630374979907,0.03611863844780118,-0.05432231630763659,0.14652296671178278,0.015994367810536876,0.053970886106436945,0.03318139217929819,0.06916345641068322,0.05889013734274752,0.0345739120137289,-0.061433685944093805,0.03314817719967622
NXPH3,0.09848062500180568,-0.06624434673187815,0.04428718888850154,-0.011755358336332337,0.03860473378636775,0.0524998974788245,-0.01056346147180203,0.007184177282717894,0.034797167102772725,0.09220410267974405,-0.001455752670597647,-0.018978465838675868
MTMR4,0.04259785593581874,-0.011938330150470647,-0.003466823434584834,0.02480353622810772,-0.014483612095602384,-0.027710361013702552,0.010859292981396913,0.04697898723345765,0.04776292371293309,-0.011112998409768952,0.03976865059829258,0.048046947130593334
LAMC2,-0.03615050176960594,-0.025951771084899038,0.10307064584971526,,-0.01590668742486356,,0.12762447894379578,,-0.03283949829655045,-0.0037077408352425233,0.08685967626696446,-0.00309563932685542
IL10,-0.016053593055476028,-0.022664844322429392,-0.029313122104489907,0.025302339969397732,0.0022327082908056173,,-0.043936774259601734,-0.041489153339756724,0.009082549761254702,0.03043714729314227,0.038424686256143446,0.07048189104630993
SEMA4D,-0.022713520977635536,-0.034945542382175274,-0.033912378403537446,-0.09438216564146763,0.06957077700573068,-0.016147788007324665,-0.08106332954223973,0.02957748783349555,0.027616251641056657,-0.023120748095620224,0.02370911887847088,-0.0619624024318081
TRH,0.019030366488308584,0.035503788584461585,0.049202131319134236,0.08309286062477901,-0.0018122825295912384,,,,-0.030688025888237602,0.01422566333356581,0.06967739075490763,0.08486109072187041
SEMA6D,-0.018989850963919138,3.3373179653272145e-05,-0.06573876640251422,0.08189276754501759,-0.026691993572894885,0.03206681172478085,0.01222827580983893,0.06082857058419317,0.047529006887497775,0.05989175703865802,0.013312732409850463,-0.00035803380129707265
CEL,,,,,,,,0.07363370409624388,0.06558196818679027,-0.01575893766564195,-0.01593478388367469,0.014360185249541997
PDCD1LG2,0.06509071030234831,0.01354861727490904,0.015687268492046092,0.04064885083897797,-0.0288087475040711,0.06455048897731734,-0.022747309481308764,0.11626495417013304,-0.019992255545013618,0.057285790844184795,-0.03012714294946723,0.01662018569840622
SPINT1,-0.013175632002114818,-0.054792283549189205,-0.034558718052319345,0.10954879517469886,0.033741088445192205,-0.015335895745763198,-0.011119539187439945,0.014313644809912214,-0.03209282747145039,-0.013791394579856554,0.09752816591492927,0.0563884096368795
CTHRC1,0.004306233192042772,-0.041186175126127794,-0.0230518269947484,0.149406937207939,-0.0067491421687040035,0.011745064666481415,0.01268846264275283,0.08588964189799517,0.01291858381111722,0.05127854659932273,-0.03416986534710627,0.03396724305910742
PODXL,-0.05168270772437515,-0.023047695845397908,-0.035836627710884736,0.19663396311842968,-0.001112740738896152,0.001268527283609717,-0.0774542742766019,0.06342732730482369,0.025881481981341804,0.02216769129468394,-0.018523475775524614,0.0619843057979925
JAM3,0.010251773099146943,0.027044211118989185,-0.014966679315683113,0.12417236197799426,-0.03221132501756394,-0.026743696078580875,-0.048206474980721864,-0.0505627710127451,0.04967390616673129,0.0615068698062885,0.019793707967872415,0.029340416570526835
TGFB2,0.02113750054145178,0.0381372389890885,-0.008337776019739054,0.20331038187748823,0.054263536149534684,0.053241482024417426,-0.006300430515881512,0.11429949151157376,0.015269594206322836,-0.009572553638783336,-0.07607347349142513,0.026363858997049096
COL18A1,-0.04030481300842212,-0.011572370952599964,-0.0693104383027648,0.15514549395300214,-0.04269765672746653,0.07038141540960227,-0.09968317027926815,0.03844557726442363,0.008429962091175754,0.08177164618499182,-0.15306696055560137,-0.014270136723184213
NODAL,,0.006322986786663837,0.029569125776723933,0.0906228014270683,,,,0.0633254228644125,-0.015938090484879718,0.11870144978186062,0.17256343367585306,-0.010301635925688534
INHBB,0.09036704416012115,0.024893362124936005,0.048319751257429315,0.1325949116980402,-0.004069921961031101,0.03857987682362948,-0.08924784173162517,0.07058606995223038,0.05143054760422751,0.07941104446614389,0.15323446317968703,0.03472138110452779
LCN1,,-0.0259517769241532,,0.0310004456165513,,,,,-0.02119177499051385,-0.017017539963929025,-0.034202351044276304,-0.016789649701855185
ARF4,0.024873372927233708,0.05931951067490725,0.007233721147803406,0.09166969980507488,-0.02040091440294234,-0.03803604242037229,-0.06784575382415306,0.10102605126216378,-0.013804943214009423,0.04129534118647544,-0.0381141861573529,0.0903935937092385
CXCL14,0.009967900713691396,0.04286479886825883,0.03623371775262155,0.037320095851511005,-0.03933935293589726,-0.04364841545504841,0.03156383021556153,0.11769577043151655,-0.009107603322680062,-0.06834735430775228,0.1444866037339299,-0.059368971312569636
