,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,-0.04293339392376418,0.002307852496440166,-0.04051504410500084,0.10497801793283458
NDP,-0.03968786989444775,-0.04650920125598059,-0.09016022366635222,0.005314100613313532
TNFSF18,,,,-0.03492917156783396
RTN4,0.052321873114107076,0.05646890704502433,0.02890287402892287,0.11425837132461271
HEBP1,0.010465758685948288,-0.06990609158699683,-0.0314042216607084,-0.03500583948458664
WNT7B,0.07138549081952181,-0.0472260570029684,-0.02179263635038805,0.02046502185162073
PTMA,0.025962776019029996,0.007438023579231077,0.018354866902555098,-0.01614885198073066
CEACAM1,-0.02673302691773909,-0.022878825949962194,-0.014464089691327578,
PDAP1,0.06448794908124238,-0.03413899292383757,-0.016217702392883473,-0.06271190139943957
QDPR,-0.00490226509838561,0.07604747319558333,-0.020673467938394516,0.05608769395372194
POMC,-0.032348100456157186,0.01812652365108864,-0.023661350650735127,-0.0426228129031377
CCL18,0.10709497632960964,-0.055868577942480034,0.041386223328582696,
CCL17,0.004398252919029485,-0.008736235637100132,,
VEGFD,,-0.022878825949962194,,
TNFSF13,0.026989813178394027,-0.03589924329789873,-0.016242203303399653,0.014170773367729548
WNT5A,0.08946841487521418,-0.086215850016056,-0.016115374569165935,-0.0034547072864201914
CXCL8,0.07930402498207514,0.059736194508261384,0.05847993942240927,-0.047638406089027974
GRN,0.05154640733753323,-0.06097760958417242,0.01983664683756489,0.08644539369814533
MIA,-0.13977468455797015,-0.07560646008559362,0.02996434130659198,0.01419521418748166
COL4A4,-0.050112977997045394,0.0338451704088454,-0.01639255567060581,-0.042468469823106876
TAC1,,,-0.024954675283461267,0.07500864772480925
RARRES2,0.022097900824591146,0.013079785521119543,0.025019153085894787,-0.12147094712317473
FGF7,-0.03969334391042786,-0.04636596186535325,0.022902674123931262,0.026138034505259575
EFNA2,,-0.003120237850965088,,
HBEGF,-0.06412368231735592,0.006851140314380119,-0.016122497586075944,-0.018583577479276584
CSF3,0.05870651911820944,-0.026638532373661285,0.052609500452439645,-0.04467197118632477
PI3,0.11541029452955014,0.08278426848582852,0.05373777566942499,-0.06221125553277235
PCSK1N,-0.017534266967239955,-0.061273659194474375,0.05944335620302431,0.09150697232314962
NTS,0.0580637370509191,-0.02649190383590974,0.02572981373501403,
SFRP1,0.03561426725346813,-0.09657097721214201,-0.0827351882477915,0.019937153663736554
CXCL13,-0.04260104991411992,0.01677863953848329,0.03194126983714747,-0.03623503682454907
MICA,-0.0004751469449773471,-0.06742510332098678,-0.000872220748302792,0.03863498582706422
TG,0.046904299360869775,-0.03262767557417045,-0.017066251035535752,-0.014300469723044024
ADA,-0.024091722691752075,-0.04450626913652408,-0.03942239853003235,-0.023053118653564228
LAMC3,-0.030152936762491974,-0.03270524198975653,-0.038547382145619556,0.08177380622544522
CCL7,0.09673847989939899,,,-0.047972006887915815
NGF,-0.03282899855871903,-0.02145250634371291,-0.03559960694443436,-0.04055901557496925
TNFSF15,-0.027711520078850707,,-0.012876854226570048,-0.0494405200669452
HMGB1,-0.03413284373465116,0.06576090163380031,-0.06128817954272147,-0.05696910828623678
ITGB3BP,0.048343235336686934,0.04187991343539414,-0.0483185378567214,-0.01897476817063195
