,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
IRAK4,0.05283896789843031,-0.05871558016431038,0.054579969054203925,-0.011610294799607032,-0.00024362503538776512,-0.06179578372202147,0.017824615387748856,-0.012295495112143126,-0.013173406692423341,-0.050312976230654,0.04729467548913602,0.030290152551378045,0.026506409226819908,0.021617513252810413,0.0518157795464916
GSTP1,0.030814056429000404,-0.008072656830217843,-0.02460567946749494,-0.03152956303029897,-0.07501810121604996,-0.11415101921356965,0.0545078448187083,-0.05515257666635315,-0.12555782395142295,-0.040802743972732196,-0.06227560961318443,-0.03922830370280256,0.03931417391638355,0.01815690924338505,0.04860663414773359
VCAM1,0.02873955496932904,-0.050922908246552503,0.00028741761389670137,-0.05421722500545108,-0.08351056515919318,-0.0450847662765282,-0.036916781646986745,-0.04444560905285513,-0.045332896653441285,0.015158726492494211,-0.05960978903093653,0.048052513653184144,-0.026253181635778812,0.020254759993791616,-0.015192643286138195
NXPH3,0.02060342001514458,0.007722384310130457,0.02633348003807347,-0.0052873110314526715,-0.07873965614181982,-0.047316367875266205,0.026278785030149184,-0.0363424310521083,0.06031276921263056,-0.013729565610548305,0.01292563752196676,0.0649270866794651,0.0065721557689082215,0.10625601198269427,-0.01924221916742563
MTMR4,0.050123678239487955,-0.021313146209454,0.015853458420776376,-0.012656695238617462,0.02418023583189855,0.019963354513789007,-0.024246075029863014,-0.038204479992373905,0.1411736328284116,0.010779872541987087,0.08271906520836726,0.04738071671065897,-0.003099717071370048,0.05404577138661358,0.041191702382083854
LAMC2,0.13432343920040352,,0.04636926306532186,,0.011266521391492033,,-0.023821815235432822,,,,0.010111228865032294,,0.11128983383750671,0.07830215453774991,0.04887377247263215
IL10,0.04675684275355053,0.10814720341591391,0.09581462910121023,-0.039905658302877935,,0.042446902418181574,-0.06159474317559026,,-0.009244974493830656,-0.014587765367485636,-0.06756330212164452,0.08833705661854194,-0.029559242825889096,-0.06329043779045777,0.07071866368259719
SEMA4D,0.01218637985571899,-0.004040692642587679,0.010623949392098871,-0.019050076611881375,-0.09686040602598735,0.003245326061736022,0.022305818473002267,-0.0008850015741493066,-0.0867874186965047,0.03396851227032755,-0.0242137133043678,-0.021422854081184176,-0.045039554219868466,-0.02461094218650902,-0.03614557556708278
TRH,-0.04073168871342628,,-0.014783090344512324,-0.01266840032015253,-0.009830677938881082,-0.030082878131455815,-0.04202048267059162,,0.043613446867882,0.02120478156014674,,,0.03832144598679438,-0.01901017451638649,0.07751281316351578
SEMA6D,0.020100608794490604,0.00732279433459857,-0.042585028902649535,0.12304113431444931,-0.09434619169313586,-0.015884552736546837,0.05989249466098375,-0.02662346431792943,0.05008203852126079,0.018490934825966813,0.014958389428237235,0.01604601591790054,0.016806075331787466,0.02358447509107096,0.07183369212145473
CEL,,,,0.12513799801344722,,,,,,,0.003766037161282662,-0.03148645657426338,-0.00516103200472199,-0.05440018384181468,0.12199672413472852
PDCD1LG2,-0.016314907416466008,-0.0003302608473586788,-0.03272804574622732,-0.0012303655583187697,-0.007236097982444891,-0.028922941190846364,0.014929048635929993,-0.00020673864474481134,-0.06965302228302782,-0.024954105390903734,-0.010250616274546522,0.09449850380455145,-0.04262684660968379,-0.036400160018389555,0.0028088754060973044
SPINT1,0.03354359302582936,0.013074086398067938,0.04975368868628999,-0.0008683346011848461,0.07932341721376797,-0.05060091199121326,0.0013740198821041653,0.014146649387387756,-0.04725024837435305,-0.02141169908328748,0.003993463030057518,0.013829324130693954,0.07719169590113267,-0.006061377844161767,-0.04947157870130692
CTHRC1,-0.009440591054719012,-0.0217094555997803,-0.04713505403692618,0.055335936289152635,-0.08106864306594871,-0.0629661302374525,-0.010771227363428486,0.05097817538640343,0.047428348092218194,0.016092233812501244,-0.024000107959115283,0.10525507437283269,0.026508408749157476,-0.05427607236056414,0.0356348475912817
PODXL,0.06348252598198853,-0.02088362522400865,-0.026173985469507857,-0.1011779447263803,-0.07756441251779453,-0.04363084082076759,0.030167216973927678,-0.030954923864358747,0.05882850203875445,-0.047959108774118554,-0.07208494556220997,0.07822672666788004,-0.03359224399885033,-0.007450138172022424,0.14419360794442118
JAM3,0.005947449427776937,-0.022373099899490555,0.03189570079759892,-0.000975164631532279,-0.06083069798198969,-0.08816810402468006,-0.061420150754164335,-0.042933275956219034,-0.14649381014178017,-0.014624356243206734,-0.01423166206488777,-0.00973576251549728,-0.045281816128435154,0.013329771261387527,0.03618325393255523
TGFB2,0.048469707667093714,0.0361581387675075,-0.009727153013173916,0.04649076445480307,0.07729164040677684,-0.04352854240878182,-0.005500068343578077,-0.03969626062947971,-0.04713219541913161,-0.020170156686014417,0.12247376842039881,0.10953210023160663,0.0074113016624905974,-0.013332902308354329,0.12073113924533656
COL18A1,0.01779276600619177,0.011528140490007052,-0.08043728379926085,-0.02658368400712781,-0.049694709797082896,-0.027084349357906542,-0.013547096639031302,0.0009277856104377142,-0.10374719685969297,-0.07457729442492851,-0.09018991682877071,1.2387747030302468e-05,0.032453593608708725,-0.11837328436535166,0.03315528609717005
NODAL,,-0.01393884839645862,-0.005445707682271349,-0.018159478152991602,-0.018833698169881653,-0.013962705360411868,,,,-0.022404123271986848,-0.05174755637085877,0.006993917034833597,-0.01357447151923147,-0.010004304664468151,0.009925095225305484
INHBB,-0.062241088158175834,0.06522851861581158,0.028342248443369213,0.05239359652853616,0.030179325384964237,0.03643607633158536,0.007365058986189631,-0.05106079033964963,0.016293288573025044,0.030200501836497497,-0.04010056578759045,0.08463755886514752,0.01205923846932691,0.07578533920878801,0.11944940772517987
LCN1,,,,,,0.0060202981911824174,,,,,,,,-0.019224123173274713,-0.021927298116197435
ARF4,0.031057871776449173,0.02550001938478534,-0.00473949510119393,-0.06877663756548816,0.0018614015349575877,0.03576375111258939,-0.03384370092296585,-0.00680322884511968,-0.028390285920945894,-0.002795867818930664,0.06356311688983582,0.025174791105344384,0.011782651573588498,-0.015177348860963917,0.06374655500372804
CXCL14,0.07058432073319583,-0.018409443648295838,-0.011757757270956199,0.1540902649965345,0.054093723843404745,0.09730190526496982,-0.018871010873414643,0.03905458752173541,0.05662757780461851,0.03681348303218041,-0.003726740737710772,-0.04162146647379675,0.0019880188760054043,0.056826004911033345,0.07157834589996119
LIF,-0.029874843976091085,0.019601926224471867,0.03679609759275708,-0.07347223670971464,-0.04899510868122944,0.030196694328485277,-0.03039819881558705,-0.01674178317499474,-0.02946728486571833,-0.026989108299142906,0.05851680882213451,0.00837507587226515,-0.07727393590794221,0.07617571005185661,-0.03439731956680356
IL17B,-0.015069941246163912,,,,,-0.053532180948213215,,,,,0.016253611945033216,,-0.016887903937292493,-0.03247223392400004,-0.024791825041892708
MMP1,,,,-0.01266839755657754,,,,,,,,,-0.012229055322044628,-0.011391494106248455,-0.045217196154197205
MATN1,0.0011083542012615792,,,,-0.012046594744846902,-0.033983861624868335,-0.0191605529677106,,,-0.013268944326642156,-0.04047731517157697,,-0.017404798009205347,0.031568272871752,-0.022593039108988393
ADAM28,0.016052715877716155,0.038576013052437026,0.006587985643859729,-0.014306698892162911,0.02792741307461148,-0.02429305198357606,0.042700375666172054,-0.028597797883702737,-0.09742280999310289,-0.038668033213040146,0.0020051589886717677,-0.026554452059493132,0.013501540989643374,0.023741893162706616,-0.012077876540133084
TCN2,-0.0281110684340111,-0.011404244588897883,0.004091945379469299,0.12061440591613345,-0.06821051356301874,0.0011482822877221265,-0.0010229750757903876,0.01865045552391482,-0.028502962600425848,-0.059984200120369,-0.08483944152726684,0.05390978757849372,0.04565779554138722,0.0037786664613407577,0.03833898845633679
THPO,,,-0.02797959975367746,,0.018783167199548218,0.06359485967230881,0.026108286567513447,0.015531021987117451,-0.042195187145688984,0.011642879916435804,-0.0130864748950557,-0.023492816241340156,0.08493032555134211,-0.025028664578664424,0.05907439378344576
CUBN,-0.1065794417784774,-0.033574514480832,-0.007745052919224062,0.014317038999246058,-0.0258725302000784,-0.017310046644057272,0.009084743575753349,0.02850592468259283,-0.03244674901188977,0.0018863990255385717,-0.012068179162951607,0.06707625509285975,0.054878144672079,-0.004757578173841145,0.07145379271229953
TIMP3,-0.04510299353571297,-0.031712774080076785,-0.045644996839773966,0.0815352685074654,-0.042186525289768136,-0.008603609804853819,-0.022990228875678198,-0.0032516106790480494,0.08789420098247838,-0.09624770074320664,0.09450776417689209,0.015034143137783168,0.011003504527418136,-0.07867202336553823,0.06439257526090038
PIGF,-0.009572364314295664,0.012500040803340162,-0.012023091541265067,-0.004510324157428609,-0.07706034814315803,-0.06965957935836212,0.017961790113201013,0.0022240930152949076,-0.03687233997118973,0.0547605715447693,-0.02953727351090561,0.04198279792060793,0.04055471259390533,0.05444092922454205,0.036513135382840296
CRH,,-0.01749321798310794,0.057570549728439946,0.04338784892317341,-0.029759647785590433,0.027356114712787427,-0.001351231662708116,0.0435005171250995,-0.004657729522771247,0.01976801099560708,,,0.03161604483299571,-0.028506914221838403,-0.01834437752789051
BDNF,0.0117489148143702,-0.015648713467510095,0.046171917687231945,-0.0023300850979877793,0.04042379404553734,0.1207147824021967,-0.049900650493739665,-0.018057561022594152,0.02540142800493173,0.030105777425950875,,,-0.007404714720189361,0.008846923083874966,-0.011011791686227663
CCL5,-0.020366645073488822,0.012155381046738491,0.020995925488021684,-0.009399484069130803,-0.018155150360104448,-0.0529405718935441,-0.0012263956314444314,-0.00941376773289352,-0.07592331434666964,0.0011311507132514083,-0.027482951439437377,-0.0031163735044626396,-0.006795729791378895,-0.054989054261065956,-0.020381848240994014
GAD1,0.07286276820605331,0.06947397827540742,0.03934907302010688,0.178807022126402,0.1252849165819373,0.10361639167128237,-0.017029900951623322,0.09001609262182268,0.13394256608453697,0.014094845012464465,-0.04263218328336464,0.00740034901025695,0.005667335738778753,0.06342537135207697,0.08990218857247574
COL14A1,-0.02196080650582938,-0.02182932853511736,0.020983897135071695,-0.013751291049161757,0.01829858533819664,-0.028740132349214655,0.013166492564966707,-0.02281961593861073,-0.07442403666782528,0.037208804063789694,0.03026120500775109,0.004119436493178023,0.03312143125800686,-0.011486638332268557,-0.026352612662729306
HLA-A,-0.019177215005228444,-0.0045532308671546885,0.028034926567497374,-0.1120300976226257,-0.06480414142284223,-0.0686220931129807,-0.05766927112935363,-0.03178969761722271,-0.18642026197796485,-0.04114058908328561,0.011509607376443048,0.10674583895811128,0.011384221415152206,-0.08208631495380057,0.07090936411070344
CD5L,,-0.01718399623477081,,,,,,,-0.044035375012061596,,,-0.0006635183245634374,,,
FGF18,,,0.010495530411084397,0.10587762928880787,-0.03428458719536272,,-0.02053128737169941,,,,,,-0.021132677789162932,-0.019010176041557875,0.03650152906681184
ADM,-0.049943419989677704,-0.023522125809308805,0.042238937308434865,-0.0921924781313781,0.0217197280637374,-0.008796834111422503,-0.0072588731122306925,-0.03405493128984735,-0.025564054332751173,-0.009485609900196241,0.041615111031091466,0.08351493787850466,0.05410543467894823,0.057535733090534245,-0.03508113647701154
CCL15,,,,,,,,-0.007673591566917453,,,,,,0.0835293398687297,
GNAI2,-0.04572019601078935,0.0311818223803507,0.05009027279292478,-0.10366539586503398,-0.09766208869084153,-0.05513575158011462,0.006161038681559532,-0.08395828596681021,-0.16614356456851254,0.030527710809554045,-0.059666421978785245,0.075760159908572,-0.02986963355320583,-0.07723942844111122,0.1286965582874239
HDC,,,,,,-0.028597842303346943,,0.0610374299895585,,,-0.04619560597250418,,,0.023602136075984048,0.020619471502208133
COL11A1,,-0.017214580816825083,0.047227822022308345,-0.01807018400647576,-0.09385439455895021,0.013381359450436314,-0.039212492011173404,-0.02527302272699077,0.06228792734950703,0.0050397555090500165,,-0.042302189920945386,0.0513639532004398,0.001191042851181014,0.09380254016781049
NUCB2,0.029797474154168547,-0.03774111401073121,0.011057277356359025,-0.05056873894763721,0.07097168772414363,-0.006270307098660516,0.026278690334995476,0.06464932608997671,0.05661579953024452,-0.0027281962727828055,-0.10602298140583818,0.03727091302091423,0.0028197834169962923,0.0329239076130266,-0.06672225894156683
FGF16,,,,,,,,,,,,,,,-0.02226249288270437
CXCL1,-0.04636338188411115,0.015951845790138412,-0.04091492458268467,0.01782420382424409,,0.0208275808393626,-0.043355297538950614,-0.01585359187377977,-0.02465085319241407,-0.018000923763517033,-0.03803000989797375,,-0.013509985668764296,-0.03093473643549686,-0.048127843801081406
VCAN,-0.033560880200577695,-0.023356369623236263,-0.051101944094301494,-0.08142050946652722,-0.0769996540793243,-0.07729184424911792,0.006819305358257724,-0.015908532103791343,0.03449815629576462,0.008230698528432267,-0.02329566341678361,-0.04556038012670955,-0.020008390890202836,-0.08910452911346867,0.08359653931989869
MMP7,0.035301589266570656,,0.08244369278970963,,0.003338295437540706,-0.023659537291086555,-0.018922896126106335,0.05557078312720578,-0.025914186888422616,-0.020508507630998967,,,-0.02362864764111153,-0.04638182432658989,0.025409657431226227
PTPN6,0.030211392013175725,0.017934731655098953,0.03300883465002848,-0.04487246539481428,-0.045458356849470284,0.04232897595053491,-0.04423934461789292,-0.0010355075712131893,-0.11020941952503273,-0.02011589574759483,-0.06788640675610787,0.027690161257478235,0.05432134554129347,0.011728880414097786,0.03174787484009115
PTGS2,-0.043497361458717715,-0.016747705789269575,0.029988218037521767,-0.05535705619259636,-0.040370177994509045,0.08484105365965214,-0.05534977146317038,-0.008802506129946994,-0.007856934742873791,-0.030627964168588782,0.011371430949895078,-0.04143132265505823,0.08655527427115087,0.0854412192692392,-0.04840677834092718
XCL1,,,-0.013447203889290325,-0.013470532332116505,,,-0.03108014885910009,,-0.0002342865469599415,,,,,,0.07605707853791946
CD58,0.004583522366328639,-0.03007760655781526,-0.026084238514622146,0.023639243261049953,0.019754157353849222,-0.08750713655432675,-0.062335822152655054,-0.058233387838150366,0.0012570201224610278,0.030070541568945,0.08963348143391026,0.0933885104852395,-0.018391807186760173,0.02056131227500531,-0.02201422532698352
TNFSF14,0.2204982602757273,-0.019572360441327267,0.02816377462313619,-0.03791505040113474,,-0.008273837358643446,-0.02560070265143357,-0.015484787586345,-0.022192831215037966,,,-0.008884300766191986,-0.017658114090234815,0.02579186906246958,0.13767307857611202
CNTN4,0.036516474164089104,-0.015321181317242456,0.07711402419875171,0.11487721960922737,0.03972246064364809,0.029848794423957777,0.04290521608290238,-0.040510950466382444,0.19965294638044645,0.022315870463500875,,-0.0073178163605741925,0.04208267970498677,-0.028054547757132287,0.048452122504940326
NTF4,,,-0.017010124035435833,,,,,,,,,,,,
INSL3,,,0.033806737610051374,,,,-0.02182008946186262,,,,,,-0.017658112384176666,-0.02257516043101454,
BTLA,,,-0.019617732505097803,-0.014043478388909677,,,,0.02403233792338452,,,,-0.03009448862057258,,0.015759493105788478,
MFNG,0.00820264743802732,0.030344746919462817,-0.06272408684393922,-0.04006395163465494,-0.04723258212732007,-0.010438289444206321,0.06548604179271572,-0.03242409948400318,-0.031470822597251556,-0.055170203997551646,0.038717922084249574,0.042225993663088525,0.02657624957602639,0.01490112230061078,0.05847678756462261
ICAM1,0.08026540145613986,0.02880789041510151,0.04215390932645568,-0.08246599609282329,-0.034839148089751915,-0.08582870546635275,-0.05635564397747256,-0.054572050247959115,-0.1031390748049708,-0.022190521007965612,-0.00315692433388641,0.05126366103544359,-0.06570491988189783,0.05304723707754995,-0.002679498602056663
PROS1,0.020066225575052627,0.034362010485508854,-0.024228547786690584,-0.061915935168554384,-0.018987387005992437,-0.0574054054759352,-0.00630978450494825,-0.052398993598710704,-0.05488069515000467,-0.03200303328999845,0.06788624966574254,0.010283181822456416,0.03804817135720068,0.019414972099604612,0.0028114587112896615
CLCF1,-0.006043951361677467,-0.0011782775232978275,0.010271834879540491,-0.07139622342667046,-0.04554583340656427,-0.015023243017898867,-0.041670755267203645,-0.03488816666190399,-0.0225563375015193,0.013222211923289038,-0.007220170429985785,0.04038237747272223,-0.01834867191450443,0.02010771606892963,-0.00173345782314604
PSAP,0.07826154797906397,-0.01959847892294842,0.010533122627983076,-0.0454128368383449,0.07514973159506352,0.06744078408884155,-0.00618484211698733,-0.024148101836514693,-0.09708532096376946,-0.022187829834379932,0.07913618282470442,0.11408073776444452,0.050135958408194875,-0.03733039075147033,-0.02037554761396313
EFEMP1,-0.02377196920020289,0.01629822471004454,-0.013440012717842655,-0.1450707291322096,-0.06273576032224125,-0.06471040592823459,-0.03801088596773408,-0.061301931357698645,-0.15911130270389034,-0.010736528325019253,0.02880011186965235,0.08504975010112582,0.05780181397251009,-0.037326424554225815,0.041105673006151124
C1QTNF1,0.00893757559611041,-0.017035449664593014,0.025171432359212938,-0.04971046267099949,-0.015870690135713114,0.002598605158812992,-0.049030322810018935,-0.03436418321411136,0.02405394429439336,0.005718806902337063,0.06589494933694719,0.02642776406253734,-0.018909858148134583,0.062058898917447494,0.003439245112931555
ALB,0.09334998647542771,-0.02581875319614529,-0.02194191243732291,-0.010686570545472833,0.015563749816152255,0.032634481874858595,-0.023821814625656274,-0.017587448197610378,-0.05709299604349445,0.020167563150271843,-0.01642656234921653,0.09954100477109418,-0.029559242054825203,0.03964634040788314,-0.03198767287170079
CCL13,,,,,,,,,,,,,-0.019807242325674306,,
EFNA3,-0.0034641193934765203,0.02723286642344387,0.03343176314915049,-0.03782430221627185,0.05554372102645747,0.09774464306670548,0.012202815565676178,0.07562818492074636,0.11420260889672272,-0.014231693848672566,0.04212540489881241,0.055612927012582275,-0.014540742831450166,0.08651872954799875,-0.02889949574172613
DRAXIN,0.007181641551375609,-0.005409313647629298,-0.002069787751619371,0.0684779263684065,-0.0867865365712573,-0.0504539102183137,-0.02488127731431968,0.06622936620587444,0.07687341979937244,-0.028466230836612306,0.10748051708554592,-0.013637765069969285,0.0175418999749931,0.00469355173211294,0.07467151283405347
RAET1L,,,,,,,,-0.016914102923328525,,,,,0.046980212396987124,,
NPTX2,0.06961982701477416,0.0056117625239924685,0.0089114738530924,0.16451183634490824,0.1470476998776851,0.10701458172895267,0.016454964573615286,0.11681282971781179,-0.03617455136118082,-0.01997243997769545,,0.07199506668017473,-0.04871356229279089,0.035538738375659004,0.05088175955525227
FGF11,-0.005415948702002606,0.025866119418915718,0.09915423391344948,-0.06838499220943475,-0.04075760732341269,-0.02486945130787813,-0.05997945296471171,-0.013274818068327955,0.1245438094717717,-0.017189768334380056,0.08755862351040627,0.07647935722134931,0.04304690561636399,0.040692216888015775,0.008940321554895714
CD59,0.007573297289653556,0.030558417260223753,-0.04616411418088352,0.08824961410566612,0.079389276456066,0.05997622471605957,-0.046636161921225924,0.025205637321375794,-0.060038140895708074,-0.05307693522593073,-0.09373532770796913,-0.0018195456693376364,0.01713688758633303,-0.06549540282699355,0.1430874037757594
COL9A2,0.05057505976227926,0.006859687738549174,-0.015835634190978297,0.047835793686362975,-0.03576988585330959,0.005261284446064001,-0.0009037678758184126,0.024428707133536638,-0.03387674308972159,0.04505463335411823,0.00046089485261002137,0.043224065649073475,-0.07745832736929772,-0.007961552158079314,0.08817372412752043
DLL3,-0.0592129532057423,-0.06063204628140739,-0.026884099658407587,0.030401884441004317,-0.03525865203461137,-0.024543947655208342,0.010656444522323432,0.029803063759654035,0.1383305321803195,0.047413416374918076,-0.04099873725417059,-0.013174305321267154,-0.03566584409107377,0.11728418880109616,0.04508037885642794
FGF5,,,,,,0.04647051643239589,,,0.020981000899145334,,,,,-0.03987291693656232,0.018212045357989544
LIN7C,0.006284352302574872,-0.05386796694438382,0.010606859324312125,0.03550553620122509,0.005551418027983291,-0.01493670961401376,0.028354263596172487,0.03084192862762679,0.12838953797962022,-0.003919232458095873,-0.008238644024486368,0.03549097682579838,-0.0023927149587323576,0.06287412004732804,0.06943974326759848
GDF7,0.03744347360449537,-0.016440717790687776,-0.02205233799473701,,0.01202497170021915,-0.014610845003811832,-0.04246135811776818,0.11319742538287285,0.12151438536979703,,,0.11179856277205051,0.08852574846000871,-0.004675021216101878,0.009451497113849138
PSPN,-0.007529191553207645,0.00649001048363235,0.019661117424979387,-0.0011683766673653989,0.04459343317103382,-0.024085360386127536,0.009671326998909274,-0.02037590823120527,0.06773568266168338,-0.02315141117265455,-0.05657660123435231,0.055518448234241305,-0.02557067616747167,-0.007114683970138407,0.047695000513991996
ANGPT1,0.0026691953542798403,0.04824313891593461,-0.046665408425067445,0.014188207906167045,-0.040574186978890016,-0.025626909585912683,0.07517858634559113,-0.016242160234268797,-0.052547470572019014,-0.0210288621680187,0.04360051387020254,-0.03587769102013889,0.06878326417743659,0.01975168330061658,0.010330465401497077
PNOC,0.013739183999082125,0.004471065909311453,0.04306737985258437,0.1818607762890173,0.06742664246568762,0.15267278725757383,0.06538580018204497,0.011996456705907472,0.10705292821598422,0.03935107089590476,,,-0.017018456200278722,0.05089622885014011,-0.0018811027289909951
L1CAM,0.06069425660666945,0.010110189109708814,0.03927919914790048,0.03225949400077461,0.01840305622238595,0.12829767825663316,0.08925183983129624,0.05195420992244607,0.12071885221491474,0.04673905755204373,0.04352579416212052,-0.04379548605636153,0.08217957233452079,0.0025123422515388708,0.033368528046948766
APOA1,0.07379489753350346,-0.008648471264692568,0.01077410500817808,0.058563520554606265,-0.038889401343876244,-0.03920787710395985,0.08112421417171194,0.021874359165593417,0.13447032113118057,-0.04105083490655428,0.04657637759456109,0.07120568861248304,0.0026235426892236642,0.006872844491866304,0.042695646572026215
PSEN1,-0.02008540609869418,-0.035601791893845915,0.016746407268237052,0.015526960919998837,0.014348704978462268,-0.012068629459305029,-0.05626638887729358,-0.05104581055668184,-0.0812995302369273,0.022034560878840648,-0.004647697655630294,0.016683420227005093,-0.008075460422186962,-0.025215770206009562,-0.02744262186064767
CALM2,0.11103580505849413,0.03083648304118288,-0.07754653058931034,0.1449766543789714,0.0796565268695597,0.10019741901448148,0.062996469355617,0.09639657695903876,0.17044770332113104,0.016970870398856586,-0.0736762733059297,-0.049702689587691216,0.00419514346561882,0.04580761825560558,-0.016812559278800873
CLEC2B,-0.030112357934004904,0.038048820262723895,-0.01723307173505633,-0.05293615810998391,0.007161496825963462,-0.014137532219605488,0.0195374766808616,-0.010417813406063563,0.015738953086902215,-0.009347359789092263,-0.0233584368530515,0.013479742247348653,-0.05297563774088666,0.006592669454607011,-0.0002628489547941823
NTNG1,-0.014655236144571742,0.009454908390059117,0.06806512042899318,-0.012179471520773682,0.02410636970237941,-0.007756627806231904,0.012713683735677913,-0.03927764714289816,0.10451016065526904,-0.02084267712529472,-0.03583420225886317,-0.02618203734833023,0.055659031545921674,0.09118769312450513,0.017049675172821993
LRIG1,0.01431468014452546,-0.034554869721114184,-0.005366631265551712,-0.07499993391754872,-0.02977831996245583,-0.05344304538092539,0.02392944695357741,-0.03810715602108112,-0.0677425852421338,0.016395966273095693,-0.03482229566225456,0.1060101163447281,-0.08460620681191679,0.03710445110888734,0.05223594321749988
CPAMD8,,,-0.014618673197829455,0.0665265990104544,-0.022410517630196,-0.028587951083631342,0.033898056128915964,0.03313142143233191,0.08322064151629843,-0.010777154782374832,-0.046195561091245854,0.13077413266787552,,-0.023654431015607227,-0.02448893612815884
GHRL,,-0.020853274972917713,0.0788316564561709,-0.015792267388718473,-0.009465169896145981,0.08300019967967737,-0.04243735193264177,-0.014121857854290409,-0.027796307432760233,0.02319366595156423,-0.0736616098175911,0.03294498501668712,-0.015527735413959907,-0.032472229846260685,-0.021587252005430956
NPY,0.08607848201082031,-0.038087913582925896,-0.032492194448788946,0.05381111482576171,0.09810305858710584,0.0878600376288731,0.010691915260515593,0.009197935240239425,-0.021541244537083004,-0.03869334534788019,,-0.030377166629608283,0.012616814253746163,-0.013611531697670336,-0.03306702195197583
MMP2,0.056431559067282505,-0.03720527348429666,-0.017573166419981964,0.04546631051924632,-0.05792011473347222,-0.06436313957130362,-0.01642270921447475,0.03777319401513769,-0.04467723898297526,0.00731616728055451,-0.03607719082629141,0.02465796783831208,-0.04401217188376223,-0.05210072728607197,0.07729317056276948
LHB,,,-0.01273176034927556,,,,,,,,,,,,
PPY,,,-0.008505057468902389,,,,-0.01768883340723208,,,,,,-0.00801877299034424,0.044609781393277904,0.003991153779480278
ALKAL2,-0.030703665216673538,0.08253678452944893,0.1259916410678711,,0.0528613211653749,-0.0064464599683257155,-0.008781980431105035,0.030768089917450215,-0.030815166419970768,-0.007059751757716967,,-0.02529247186118948,-0.03149591952364978,0.002620267113119964,0.04984069265731321
CSF1,-0.02791254439319312,0.02203584679406009,0.018962672420556145,-0.07002727687160942,-0.09544590132713485,-0.03146154823342995,-0.05601820753608963,0.002482987975476898,-0.05616202395573155,-0.021582660282548457,0.008984469926902525,-0.01269127635929733,0.01951688227127243,0.02691148740560339,0.0827165767685385
SEMA4C,0.028362430802308082,0.023898944550715,0.02684486857492876,0.025924087569157147,-0.05307693170692859,0.06104661990298966,-0.004956901605762807,0.06272463209464792,0.006717195088718634,-0.02435400483913293,0.031373756324527664,0.028133078195735073,0.04038756390189148,0.03650358351669585,-0.024392144874578237
BMP8A,,,,,,,,,,,,,,-0.020262421689797836,
ICAM2,0.040215783693984944,0.018725779025112584,-0.019459724650430398,0.10508157669986488,0.012914669837977642,-0.045689443459190675,-0.0025095046391848254,-0.03292345579840807,-0.006972910802260574,-0.04336026243326257,-0.11306056125091477,0.018710227813022888,0.01369851879861724,-0.006190359483601595,0.028253039065188456
SYTL3,0.06189380292037024,-0.01966558572107467,0.06972842234857643,-0.02172067289428613,0.013303446874334986,-0.0008836481686005343,-0.008665446826343244,-0.012742587468992027,0.07042565499630127,0.027309094264647078,0.014370354384246591,0.016188235536581923,0.01710311173223471,-0.04836149411048484,-0.04274442757385546
IL1A,0.03428409441420785,-0.013658506221887877,0.03713976939562333,-0.05235687199198168,-0.03487735491667271,-0.02933114477928071,-0.07592531530781697,-0.008904715332402223,-0.061476796917062745,0.08272992750171994,-0.003591304971852358,-0.03433698853462915,0.026723322652309995,-0.0017687568168992072,0.0006839729829380732
HLA-G,0.1040732062054244,,-0.013447202674894871,,-0.036158478280470634,,,,,,-0.040477282002233335,,0.04697370988909648,,
PGF,-0.018411603842791974,0.007380363384030902,-0.041469154205384454,-0.05503693117830719,-0.061410981377674,-0.01879811730440246,-0.013176698638170736,-0.025534799365132973,-0.001563726848673495,-0.022670212250795144,0.02644126858828204,0.045047085952879824,-0.027190356440939676,-0.01483760674447066,0.14080689869002244
LGALS8,0.05524944304651096,0.0435691520365849,0.00874611580183561,-0.023712216707415662,0.03292252022897239,-0.07350128344026637,0.003575935374349748,0.005850723975583623,0.05183818496116388,-0.0025168651647769513,-0.035290460821129674,0.05074902375923161,0.03158513982323729,0.02916363731477256,-0.011130944272819686
DKK3,0.002063694488617667,0.05952836679364176,-0.008643692389071995,0.11997501861964924,0.0826675989193345,0.0700324163708153,0.01987616164559818,0.07600772654084252,0.14424844122282005,0.0016798669202201576,-0.04090138890061122,0.04078839436321374,0.012551711079439724,0.001960076278046375,0.02530186530861899
COL16A1,0.051325167373574176,-0.013633218683964606,0.0020088217074398875,-0.10794610962622404,-0.03647950126502891,-0.03396803818773532,0.013057350198772195,-0.0494104202624219,-0.045032849335766886,0.028293093703143635,0.04509146769299639,0.04414781075962078,0.019341093697628375,-0.0063246823144022845,0.053888209701195254
TPH1,0.01048377766576222,,-0.02447043615628041,-0.016788847960665817,-0.038314950059108094,0.05565994890923168,-0.006461191489254983,,,-0.015968595447791258,-0.03879358513086222,,-0.022392310758928103,-0.0025481149328845576,-0.05098636536484322
TNC,-0.015197508951804871,0.027123957074098898,0.016067995236746214,-0.07545685816764613,-0.06286037707754151,-0.044987421685768934,-0.056639575456810594,-0.02691254409358812,-0.13627813750049667,-0.047543330856662576,-0.10735998500889661,0.103579362531809,0.041327619105457555,-0.00685014183942315,0.04621031190271787
