,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.01245967958573832,,,,,,,0.07563881779493993,,0.0006633073437086165,
BMP1,0.07314112942911953,0.02759016932744059,0.016578818735689758,0.040873475594360595,0.034587109449208085,0.09122402480321654,-0.010139808378095746,0.039474643989211605,0.04631369328520337,0.06660171945985197,-0.013171269189755799,0.03637172586943177,-0.01309598715836135,0.015732809293618106,0.028222389534195234,0.03665174198181899
NDP,0.007247512057989441,0.004724021088324177,-0.0325417962831358,-0.034011596963652545,-0.044775795613768175,-0.02191496929610575,-0.01199438225250789,-0.007237246110478591,0.028817343245733276,0.02473882337430786,0.057513064144032185,0.015147328446179754,-0.01466400357195486,-0.06522590616758366,0.029432369031086418,0.02668537088292645
TNFSF18,-0.03359201434958343,-0.038782655747892435,-0.03150733422706086,,,-0.010389530773780464,-0.011674763243331528,,,,,,-0.022362516166057986,,-0.012293469538949648,-0.0009949461502061583
IL36G,,,,,,,,,,-0.019128751412665696,,,,,,
RTN4,0.02055343776766682,-0.003761284218926847,0.002501247429620808,-0.08081458198198697,0.0356994816949536,-0.10564072819609374,0.050082650818808326,0.02472410126793182,-0.1957073345588492,-0.029132563563617785,0.052454415364208806,0.017722474459665724,0.005461249233793355,0.0442712045864684,-0.030136323958744802,-0.05584141128391608
HEBP1,-0.020196952622356275,-0.03733356994327392,-0.009919107003439865,0.0018008709544461087,0.026733119151352458,0.0689740760240239,-0.05773626578946288,-0.0331983804102074,0.17047381745605578,-0.031914608579582684,0.04126557863080785,0.02725640079430371,0.008391285319264492,0.023907300120591057,0.03483425266856481,0.07555629887264943
WNT7B,-0.029593512510835984,-0.00246745873599437,-0.01957137933366872,-0.023325166272723845,-0.0335968762960137,-0.04275396608958375,0.010202433333731975,-0.016779664298958014,,-0.005041724537815987,0.008632353409570139,-0.029612547708966888,-0.02204433488208853,-0.04558238225614431,-0.019690150059065405,-0.05214808453838048
PTMA,-0.0006702652778939562,0.04304218198572531,-0.012853573691966986,0.014324599320908803,-0.049868729002898765,-0.0934378419638292,-0.05660756230865214,0.021294252343178662,0.2518396490181739,-0.0203207068371056,0.06153428640228605,-0.02840876245823283,0.022755292610756005,-0.02227640905464091,-0.03579427872323971,-0.024468287135662663
FASLG,-0.02959352087684616,,,,,,,,,,,,,,-0.030487140497749275,
CEACAM1,0.028553008372933588,0.08799521882965142,-0.01501985649938852,0.03824305693207584,-0.01841754989390764,-0.016227060933179705,0.012495614063119434,,,,0.04155659609733075,-0.014416951601691227,0.06664107138253936,-0.02369418531936825,-0.03146459657382855,
PDAP1,0.023819545298357662,0.0013765156373369623,0.04640842128241513,0.07664376855636325,-0.04265230509864727,0.07892734836123917,-0.015189040175268112,0.0019073193457931907,-0.0026815161325101544,0.03409193591819202,-0.0212689771588432,0.016354103946817196,-0.033338595239056724,-0.03990967800214997,-0.035080381332485346,-0.06610743467501429
QDPR,-0.031840596650362034,-0.02569995377561143,-0.0030589527699439027,0.037411510645525864,0.07635264576598505,-0.12676526127719767,0.013921581843457943,-0.00208870477703994,0.15804456258979782,-0.020547106063468577,0.027767036258176687,0.07122937913198779,-0.02330301126499,0.014459015333735468,0.018888991415940894,-0.008419897853255677
POMC,-0.04679409395162122,0.010698994483597858,-0.02668788869249229,0.034795562931194735,-0.03706046562388144,0.006413215834067899,0.06827804361278512,-0.03096548087735736,0.05752144947673415,0.12958411520708188,0.10796809192824774,0.04779465489027218,-0.0018373208877750867,0.0075324181352928255,-0.012476772640647357,0.10794643012984118
CCL18,,-0.03080342144929795,,,,,,,0.09310158612560958,,0.021566026839797043,-0.0014558016837228356,,-0.09818862846576688,,
CCL17,,,,-0.0324886006194016,,,0.0046759036396979885,-0.006435561687742166,,-0.01747465748053859,-0.02893511236671039,-0.02174348029130566,-0.028589343959400167,,0.09848264466842342,
VEGFD,,0.0686458841834835,-0.02151293101108543,0.0038723277333545807,0.06671726291759908,-0.006441920897003476,-0.015513197241337356,-0.01523396101758237,-0.045737671042928855,-0.018728131670344123,,-0.02849281985785383,-0.03015293379562908,,,
TNFSF13,,-0.023245257683092033,,-0.022409909590910763,,,,,,,-0.02083456258688059,-0.00703724151749782,0.0027055140150418367,-0.002567207673026274,0.14673195979760228,0.06843089261095509
