,MGH258,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HBEGF,-0.018087301734774117,0.14150549437018464,0.06627329951897241,-0.03272672333968901,0.020595685033201663,0.032694584104336046
CSF3,,-0.033469793730352894,-0.008350775967249154,-0.05138401724925973,,-0.024154649205456073
PI3,,0.00530942345945453,-0.03298243869732892,-0.021110791762573647,0.00928374861058777,0.001698403276122853
PCSK1N,0.039497515992856065,-0.03561375640033974,0.03889848438967167,0.0118771865380141,0.03898377777521975,0.0008767309330331341
NTS,,0.04529800459967861,0.016339937276376327,-0.019560866930408562,,0.006768295469315951
SFRP1,0.01060235525609309,0.02587104072640655,0.02149982921227969,0.029386092062970295,-0.01942853260816653,-0.018574679864466648
CXCL13,,,0.1409209716353003,0.07717382043309921,,0.00022437512975224442
MICA,-0.011619565985541492,0.1369310893139053,0.08210670751675479,0.005266069050574619,-0.03549566287490218,0.02689276378108956
TG,-0.021052852782939998,0.07713397101023317,0.03453601378666786,-0.02409134594886216,,0.016752186209427727
ADA,0.024918053422278645,0.1665214408804788,0.04483887642727714,0.04151802281906628,0.011887992433941591,-0.03707232316945375
LAMC3,0.04076250082918651,0.20966485438006252,0.0004271470314709229,0.037657925596619145,-0.04999782815892341,0.021794191842310746
CCL7,,,-0.01906533364054467,,,
NGF,,,-0.022018934059468896,-0.015839919415089613,,0.0065589256831232725
TNFSF15,,,-0.01858655944720571,,,0.03406866621964203
HMGB1,-0.01010078873268109,0.13606743571547397,-0.0791577280022867,0.03728024678155748,-0.01944512084483417,0.05704615730433843
ITGB3BP,-0.021240993462159356,0.16215648492635487,-0.009451847408499124,-0.01859148239173794,-0.011392426700594677,0.01333335829154807
AANAT,,-0.030190659701677572,0.008919037831492883,-0.02160667137370279,-0.0266812842954046,
RELN,-0.017453373113496987,-0.08858886818750472,,,-0.03336659119781545,0.04294081514241105
IL15,0.0016898063474582374,0.09126180278583379,-0.03064212585686541,-0.017767156069152575,-0.03322669559232352,0.060016497661161794
UTS2,,0.18051579984993477,-0.014243138223283196,,,
BSG,0.05388404644010348,0.03272505811133224,0.060628168529983144,-0.04734371080165162,0.03179073338928241,0.010537516101602293
ADAMTS3,0.03704553468370924,0.23899570813326737,-0.0078060723071720454,0.1152954343253587,-0.04134089409039407,-0.022920832791623654
CD34,0.03782632897967553,0.1578942743577263,0.014466864526409188,0.0696763089641327,-0.00925858179199707,0.017313699043844052
CCL23,,0.011238136534412583,,,,
PLAT,0.10440348064365083,0.19096285596659623,0.012408234927752367,0.016484832326565033,0.018218374052919442,0.037613851942157925
NTF3,,,0.038624835867147586,0.04818221639635932,,-0.022783020903262223
CKLF,0.06758901066929014,0.19646903536371055,-0.011066057007711596,0.02913977600032126,0.04707379104643104,0.0805862142317457
CD24,-0.03742622187584062,0.07859405290273751,0.02572364874925221,0.006194178722714016,0.013878723804139079,0.009588539341192413
HSP90AA1,-0.061113046558993404,-0.2167598363894837,-0.01890664221250762,-0.03628572495392563,-0.022298131675703808,-0.06439678675801692
BMP4,0.08598282755357947,0.020355517772093514,0.008128700205407452,0.03276943571136374,-0.035363702068211246,-0.0026351502895971546
SCGB3A1,,,0.0009737481228196704,0.03794152883862317,,0.020325427324909915
IGFBP4,0.10661388314078306,0.2219992331839621,-0.018708650544110174,-0.0004741184055609383,0.020059516778373206,-0.006885670392827119
RSPO4,,,,,,0.06847951229876263
LEFTY2,-0.02084469736724114,0.22006643073240592,-0.016184309282281796,-0.018461211150843752,0.013133415080045745,-0.028528491494265618
PF4,,,,0.09635129703302865,,
ANGPTL2,-0.03777499740521995,0.19691119933111711,0.07533486087360813,0.014322773985849562,0.0017841970346942947,0.012345619310794026
LRIG2,0.01835922920125987,0.0714081766812985,0.0757990046103905,0.015564299065629762,-0.023358137691521168,0.036958218091106096
ICOSLG,-0.03365735646091563,0.050296395511990215,0.07526036464187452,0.02406523418496146,0.02916306601232824,-0.03838718542661523
WIF1,,-0.12112497200343504,,,,-0.01950094449590509
NPPC,0.054502608430197434,0.0013064848591303612,-0.01276386598807629,-0.027844024084209284,0.03728344706173102,-0.012143558343563185
LYZ,-0.05634607260929309,0.15721150597066688,-0.0018887216728226543,0.04550859194131706,0.04316553280046131,-0.05434903042721515
EREG,,,0.010389674513518124,-0.03824184184836005,,-0.02612826715781499
SPTAN1,0.05109569453291411,-0.06490502215171724,0.038706365847321074,0.06891969944409936,0.0011767195482520966,0.001571122082568786
PTH2,,,,,,0.08152468237266905
LIPC,0.04449778502336751,0.015686997400323886,,,0.001670378154157097,
COL8A1,-0.03591354221952408,0.12046407023899315,-0.0028126248060026623,0.06756316379681061,-0.056587751182540794,-0.053547164403433885
GSTM2,0.13640191037473712,0.020827802959189443,-0.0458703518499825,0.02443104599519002,0.007878685769472296,-0.03607650662212974
SPX,-0.015688801063460947,-0.0979568626097916,-0.019222547609634762,-0.0182720348451614,-0.03817789340799828,-0.037186953765791675
MFGE8,-0.055088519400866044,0.08000282650541152,-0.00207715971788052,-0.07774174315595672,0.05282605934810843,-0.0006179243209437903
TGFA,-0.058738518998873834,0.08549583289918421,0.01058314224498967,0.030189245491989328,0.04125344343919927,-0.008017778918658038
SLIT2,0.06677408964954946,-0.0011145929793632866,-0.012802504179731125,0.002081492877694664,0.02269102269489593,0.05791473428596456
PLTP,-0.008264967404520382,0.2299474000464135,-0.028434385939613435,-0.001997799903926607,0.04328712483034045,-0.009976499629557049
APOD,-0.12425836054806835,0.011285818088889007,0.012886836623890513,0.03277987831466711,-0.06470084424864969,-0.07773700304659786
B2M,0.011745529966505448,0.2578901950714084,-0.053547551422041685,0.08727330781131411,0.04876523462171389,0.0027686681088024538
OMG,-0.09977029236126497,-0.08484254697892633,0.05948817505743261,0.04853912860393519,0.03428105484036096,0.03952211981229326
CXCL3,-0.016953929118167507,-0.020102795990011416,0.018815533796616282,-0.03616728581804562,-0.018788973249896788,0.04355341871938392
CXCL10,0.03991229587577785,0.20273553999899854,-0.019687402829624407,0.0005723339302954677,-0.025312754752076394,0.009446425949172199
RSPO3,,-0.04957466407104534,0.02678334619471663,-0.013048283723044948,,-0.026336030146609218
CORT,-0.02105285718840079,-0.05771738327936646,0.03849913896784078,0.09187758906015213,,0.0440168764398781
NCAN,-0.059052679903151224,0.08121972793735463,0.022786120567166918,0.01560500270798652,-0.017335751839726077,-0.0246228758088524
PRG4,,0.05159131096193721,-0.020881816250495507,-0.004764601802852645,,-0.04206423334255204
ZG16B,,0.041559662064439305,,,,
TGM2,0.010754913694007252,0.1424272920545528,-0.00808446352357981,0.021152560246376677,0.014214517247742387,-0.08746372380459681
VEGFC,-0.02105285854392774,0.05036125307036498,0.04712753964735347,0.02185927346886887,0.06080280066634751,-0.035803249056349865
WNT6,,0.03014626894805463,0.051607095228012455,0.02725422861678835,,0.05574193079769638
NRG4,,-0.023655097945529724,,,-0.01990036319029945,-0.027701796582527735
PMCH,,,-0.019378599273846626,-0.021606670607486684,,-0.01594955073047204
COL9A1,0.08391539672904667,0.10461047052430449,0.038310521910479935,0.030765675087634625,0.07769771600525784,0.011930199169104679
GDF11,0.0031161602170687425,0.1709452645786989,-0.05064291182332377,-0.04321874007944812,0.03970206737244709,-0.011430147729139108
IL24,,,0.10462336273496675,-0.014481550969001727,,
SORBS1,-0.05787705107665735,-0.06248502737085864,0.015905053525495823,0.03542211881229361,-0.08608016515707409,-0.010214280774188839
DLL1,-0.03467579440460715,0.0942521696265884,0.03570530257797619,-0.026558174689249422,0.02708259390195616,0.03618679705306225
TLN1,-0.031612007264325406,0.17650911880382358,-0.023220649069441365,-0.041972607546668615,0.023652598957994524,-0.054024094741194545
COL2A1,-0.019774016977328442,-0.008324815384651728,0.026196249978092886,0.029035490021636495,,0.03850793874252408
SHH,,-0.03116099687728726,0.013358890498554443,0.013593932878519413,-0.02746293763236938,-0.01182752984101198
PON2,0.0265699963173719,0.1387753643271141,0.04000604086797311,0.04240068308050295,0.035543114608260436,-0.05063549976241149
ICAM5,,-0.035222361847793184,0.03896806855801045,-0.03550901489826755,,0.030672185876011327
HPX,-0.022460952117450715,0.15905753327555974,-0.011295988869795359,0.10313067125989037,-0.026681273368992894,0.045040572189690334
SFRP2,,-0.03163553193108869,-0.04377372680505994,0.03173233476126174,0.02764181237423956,-0.01837189660439988
CD70,,,0.03041191237768076,-0.023634929377947235,,-0.021952501666118236
HP,-0.039236050691563086,0.0911380668019648,-0.00011917511773415104,0.08474215301349161,-0.005689415186717992,0.029060001188704748
CXCL2,-0.06057653372864039,0.018288005746573945,0.02643640115311892,0.029487099258051774,-0.054490423966233666,-0.04805894373354688
NPPB,,,-0.001824924257936741,0.039383254443293506,,-0.023838252027030424
CCK,0.014755731377598872,-0.15923547587949347,0.0143165383335886,0.02004166388293533,0.03136980676818586,0.011682773392961863
SEMA6A,-0.013158951087273238,0.11572049367809832,-0.011598484200372683,0.0023771009812552533,0.027667534056694542,-0.0047491939786755534
IRAK4,0.02522846475850565,0.13041951112741532,-0.0071748997070356845,-0.0286667246142216,0.05340945773149699,0.013769450979520736
GSTP1,0.03879963350443304,0.16630299966395434,0.03420469850682218,0.008185152565539235,-0.01819231107962337,-0.00783881946988984
VCAM1,-0.009273341096747401,0.15197681735118207,0.055134961419588645,-0.03744663582474074,0.02175402698622907,0.07409374691725394
NXPH3,-0.03794148868882275,0.09749768649339141,0.08787896922189659,-0.010277502835661315,-0.0018858836248625843,-0.053497015437358277
MTMR4,0.051162840588506314,0.019989283366541925,0.0002243491758165051,0.01613642569074913,0.006175625701934842,0.021453805663692507
LAMC2,,,-0.01776276437308775,-0.019018339867527025,-0.019240575025884686,-0.015481526759988744
IL10,-0.02186750960304518,0.03486747406223111,-0.020456010871312623,0.047001600999034075,0.1461110445351317,-0.008079848420260985
SEMA4D,-0.09318808751647656,-0.05921411834255046,0.013741959217509701,0.005552784164656856,-0.05109492181656944,-0.011794236082414382
TRH,-0.019330564072100473,0.16042611773594193,0.009822900129522005,0.011026410056784066,-0.018656785246463962,-0.0034553186398509853
SEMA6D,0.005040369132359088,0.1013839064564062,-0.007144785128205817,0.029546363817196924,0.009018378720405713,0.08266231786478474
CEL,,,-0.021879615648923885,-0.023643052257709487,0.06657056351487661,-0.009569168623541973
PDCD1LG2,-0.042665984293483276,0.15951903826907946,-0.011419507489102794,-0.02388740394966471,0.035265635829482125,-0.026918463659941997
SPINT1,0.0070047978653680855,0.06639640421978492,0.08183340107893997,0.06025497091287883,0.02254078927636742,0.058429913383594274
CTHRC1,0.04086754857670215,0.1920356386148953,-0.013027684300306465,-0.017816884176305205,-0.07044498882212358,-0.019828056945387453
PODXL,0.019312190709465802,0.2454308378889079,-0.0397156765224527,0.0044943973653699225,-0.020632460346407554,-0.006191665200815666
JAM3,-0.034903256651753624,0.14067134818596655,-0.006858889078920116,0.012287715160607513,0.0359544088214858,-0.01956223541649271
TGFB2,-0.0663224858717934,0.27126895409083257,0.010371316457170737,0.05625627395789536,-0.04400855976262368,-0.050368588077620235
COL18A1,0.04259188223511653,0.20449219158337392,-0.030923189281301645,-0.019494324058359335,-0.029106317206468193,0.015444267063638552
NODAL,-0.014873333621437288,0.21955755018183964,0.01805124754587756,-0.017888126758923522,-0.011080226019681831,0.19181928307358898
INHBB,-0.02378497173503011,0.07019186914681042,-0.0011570917532987997,0.01590462540558649,-0.023145556068677856,0.002275459081277714
LCN1,,-0.012273130768686257,-0.0030845752057070113,-0.016893073170700663,,
ARF4,-0.02533958360749965,0.16384181685813476,-0.030522439342035305,0.025874426521818122,0.01101233520288869,-0.05701922401668142
CXCL14,-0.03032986204148061,-0.008106658709541747,-0.04163536830664659,0.06986385286509908,-0.014498610688980704,-0.034905213633088676
LIF,-0.02610955909123681,0.08737690556964096,0.0024407072673367017,-0.032828590139604534,-0.05085925334719357,-0.0750499686243964
IL17B,,0.06189884481533036,-0.019991933588206452,-0.011989746637396805,,-0.022025778128782227
MMP1,,,0.02529284105714731,0.07321756964581178,,-0.01594954946736522
MATN1,,0.006179296470815035,-0.02890748448748393,-0.02987916062433484,-0.01946277146762593,0.04283237637566578
ADAM28,-0.05206623660607264,0.06258527507052475,-0.009333062882402259,0.02821596388626824,0.030363559688940014,-0.022531614010409855
TCN2,-0.027188288211423738,0.16102066905475163,-0.001358350457035707,0.058542174709907295,0.007213422673349396,-0.031805486985337666
THPO,,0.06548134664810552,,,,-0.01969113694442582
CUBN,0.002218283037520751,0.1228245593064477,-0.005213082172677632,-0.02547774469416025,-0.03235331533714568,0.025997447647373453
TIMP3,-0.019806009480974784,0.09119858789081561,0.04825672433673743,0.03538560177244163,-0.07342975310302201,-0.00364422375713987
PIGF,0.08830723893652308,0.11111980406852984,-0.02704646195692404,0.010588025569051713,0.08287739832628738,0.06717757295977436
CRH,,-0.05349085894948256,0.029157713584298868,-0.019734252113940937,-0.032804257287094775,-0.03943320169079222
BDNF,,-0.13817247697723214,-0.07158664799354553,-0.020522760233148276,-0.041699156944059255,-0.016827275272514926
CCL5,-0.02441539650660409,0.06873599845725423,-0.0020817993654086977,0.07377776760058971,-0.05336590680969792,0.03812962439921037
GAD1,0.07555982242631036,-0.10922957903925053,-0.02625546821578443,-0.04498032168747593,0.007686418098709526,0.08196676804403356
COL14A1,-0.03747392330698946,0.05241577550082749,-0.032782423973363055,0.04799642296733024,-0.024440140403252462,0.05607569776072575
HLA-A,0.07449436877013481,0.2289481567658296,-0.01595758010773002,-0.02866511310679202,0.04101134908703587,-0.04333566798116196
CD5L,-0.03695922420558051,,,,,
FGF18,,,-0.023635254217226755,0.08098008721560482,,0.05648604847535523
ADM,0.050789120205553956,0.12874600304244793,-0.011930745290468264,-0.05819511997399869,-0.05642894537676061,0.035841863402820355
GNAI2,-0.008966978100977064,0.2249744831761857,-0.02448173756233467,-0.04228664744267063,-0.020490444791535195,-0.045070891405751906
HDC,,0.054911905010377474,,,,
COL11A1,-0.024345446356326718,-0.017562055224370907,0.0030281404837905826,0.05856705085647668,-0.046808044658772315,0.052922596978823094
NUCB2,0.01458525104207112,0.11654322884106492,0.008395621419786828,-0.0028009240067901654,-0.03177060551309108,-0.012552737710037384
CXCL1,,0.03308160352747461,-0.005603434040840582,-0.05430372651286718,-0.029255387615345244,-0.029500065663271326
VCAN,-0.01852098873196362,0.15035122106205906,-0.013794645536001958,0.009741599960276631,-0.002804809472330077,-0.05314708905139072
MMP7,,0.03620421411907009,-0.0036971404326350543,0.020819889433719027,,0.04835115077925276
PTPN6,0.0070765602417157195,0.1526686080332948,0.010806870810360242,0.054214859686460934,0.04053347496181774,0.034177543576093886
PTGS2,0.05344988597228605,-0.14534264101510544,0.010592807928681487,-0.04609385523941132,-0.024060942467177746,0.020309867094577577
XCL1,-0.01887754497997404,,,,,
CD58,-0.019209629550280417,0.17109328630556755,0.0641356597873909,-0.0351338999241066,0.0033945181577044055,-0.027416503537531837
TNFSF14,-0.0004849160101605502,-0.037714826286095925,0.07252707107553574,-0.02874893486377925,0.015121059134628998,0.00858741861911606
CNTN4,,-0.09015642936431253,0.02325514295778802,-0.040072695306433495,-0.0027558255791935754,0.033373450191655
INSL3,,,-0.021026897819889343,-0.01668743113982496,,-0.007022739574725915
MFNG,-0.010142259749152999,0.13199103697960232,-0.015921848387517635,0.01716984505421232,-0.0305211997022276,0.01839274006495766
ICAM1,0.00033748766717259915,0.16618926738224502,0.023523451977629374,-0.00801674815648777,0.0375866939768758,0.03803173027064873
PROS1,0.0002182919499868955,0.21138685616653827,0.03294659738450147,0.03975769125992045,0.018890602394103412,0.009892591564619522
CLCF1,-0.019489427929245205,0.024035229807401876,-0.025702783968502695,0.032595603572522634,-0.04316361061985187,-0.018227030032007267
PSAP,-0.11739065999400179,-0.13429274489515286,0.021375284896687323,0.006214699863794605,-0.0783024703055405,0.0557988963581297
EFEMP1,-0.09003864265776776,0.1696638694189494,-0.03708209534998551,0.049400511437265725,-0.05118422449085777,0.06029719881595103
C1QTNF1,0.03147880207563185,0.16008721553217262,0.009729556364556054,0.007947893859287992,0.05123538655940472,0.05912045719567334
ALB,-0.028419702335373463,-0.04258937300408184,-0.031168982696305823,0.005387492611394522,0.02910258022838675,-0.028871901230631165
CCL13,,,0.01689922205247281,,,-0.02583327844759582
EFNA3,0.05680623729225605,-0.11840983309594202,0.0729695121609714,0.07537973277683951,0.031151107200356624,0.02873330294524407
DRAXIN,0.09239594589916103,0.12252063507362482,0.004517014865551501,-0.02140624167001703,0.017909987188632015,0.026125778270588308
RAET1L,,,,-0.016893062099687883,,-0.027979679490769026
NPTX2,0.04427351290600116,-0.18599721019230425,-0.01927707350461591,0.048016502722651254,-0.019934013748015796,0.013980931105657351
FGF11,0.005089987676958322,0.21567244290585996,0.05928091145950872,0.01450428227105476,-0.0003765671295135992,-0.0005541390576121661
CD59,-0.0904033090308186,-0.1288612133075694,-0.04063161953586862,0.054495515539993815,-0.08845816846825022,-0.040930711683828024
COL9A2,0.0534244094947892,0.07669472280599923,0.04735614325639713,0.02419396396417622,0.03756360934734012,0.04617730755444398
DLL3,-0.11066966471577738,0.0941534802328461,0.049699059550863255,0.023995093595002768,0.012091413432242046,-0.018553039453061044
FGF5,,-0.033913677968237424,,,,
LIN7C,-0.0024549291814300227,0.08423347016186855,0.048678237573466725,-0.0009752892024329661,-0.031830231728682386,0.004703666230401955
GDF7,-0.019553448275538392,0.1127273606201546,,-0.014481555557050295,0.019776266929539037,-0.01872229788889599
PSPN,-0.061724989142074804,0.09529026281058697,0.01482064946315765,0.03634531508762344,0.03081831479230077,0.014615354795047598
ANGPT1,0.03040564104459763,0.15131209846174007,-0.03031168024584446,0.052416270378199986,0.005213852568510641,0.022758609133408478
PNOC,0.07995678268670399,-0.12657648929388518,,-0.015399749879281405,,0.04678311193403628
L1CAM,0.08650038897623472,-0.07051430769093833,0.07616092066189904,0.017396217493695708,0.03869535853833001,0.05765460942837283
APOA1,0.08879937644003948,0.11615212914253437,0.010675061312133896,0.03270143828807199,-0.026848163512676704,-0.036342471424441754
PSEN1,-0.0276516455485617,-0.012176243542882666,-0.03768737619229705,-0.051824143518002054,-0.044593959189652324,0.02151901672654191
CALM2,0.017134354883576657,-0.27533715371480305,0.04334407359544585,0.1289797498459948,0.016188927726415354,0.08884211574348913
CLEC2B,-0.05626821433971491,0.17723263499713152,-0.035482127050954035,0.04468691203149555,-0.047151728110380396,0.010459178346568853
NTNG1,0.049401696987923766,0.05911357667613888,0.0063828844619743495,0.01208352813342704,-0.0448534318326528,0.013682813249819507
LRIG1,0.004803375918336826,0.14730904287101637,0.006148359895971368,0.0635874667788937,0.06789913079224058,-0.04552038778024549
CPAMD8,-0.017205356394377775,-0.030679485709017365,,-0.016268858130413115,-0.03902126771435943,
GHRL,0.07518017835570101,0.03729910975223435,,,-0.025142921856548373,-0.020251800125122413
NPY,-0.02524092932384513,-0.1237230602221667,0.021415189921577725,-0.016373443327849072,0.038470361946628694,0.04883433123590187
MMP2,0.03303498510661451,0.1731996696012316,0.04469987799348701,0.029569635149542167,0.040629496299946416,0.033580299220649826
PPY,,,0.03518812351377093,-0.02391607797939908,,0.055279725518148484
ALKAL2,-0.02576516277925483,0.01202661843342071,0.0025837713665452233,0.01266163797162912,-0.034333659206300556,0.03809822773361645
CSF1,0.018964613482365614,0.14101123970545082,0.0037626688852227114,-0.007863886716573908,0.002211404513134324,0.050135772901560766
SEMA4C,-0.028980997905629014,0.06086371247965928,-0.0059865469447477615,-0.011130684663705719,0.00021379543175561614,0.05666992939949559
ICAM2,0.04511220478072752,0.12192872994497098,-0.023998743452778713,0.06151638292124473,0.047503089066253716,0.04088960999142379
SYTL3,-0.047017025503783436,0.1172732875044972,-0.050870561366936205,0.035631951174350945,0.0020639870634211787,0.016931330660312133
IL1A,-0.01999234761065557,0.05948141433264429,0.10221249865479037,-0.038155575969754905,-0.02420345333179379,0.022580064972672828
HLA-G,,,0.08534794745713195,0.03605822427283726,,0.03379893168441332
PGF,0.10271497327744032,0.23235159381922155,-0.011374243019269186,0.09731020783587505,-0.039977250904523254,-0.02007986890886193
LGALS8,-0.033787266987104374,0.07509734247068162,0.029317847728095873,0.013306262241627153,-0.044251124074427384,0.020241202408076656
DKK3,-0.010962898241947187,-0.15625545180481185,0.0021554364285273735,0.05517125729524509,0.021584133706466044,-0.01697122926990126
COL16A1,0.05228911705219804,0.06590312537080059,0.045150977006428956,0.017300597764623105,0.14297830124715513,-0.05311403876359601
TPH1,-0.032052678877812574,0.15070153828180544,-0.006682777185957488,0.06774920266151059,0.0355027724693262,0.0035499229404435738
TNC,0.03088114864743157,0.22383266213567485,-0.034500582516119295,0.04766477536922631,0.025198895659697514,0.05754971397231289
TNFSF9,-0.0172053482284357,-0.06259234821709836,0.08573876061903855,0.0093490137562236,-0.033954820304785555,0.08938084053237583
C4A,,,-0.015625635627443856,,-0.026513506166113327,-0.018919755340566873
CNTN2,-0.08768942438039078,-0.09649793250227486,0.045022488105110545,0.05392382454793007,-0.029345527489106554,0.00958884425830236
F7,,-0.018243453933592873,0.07021385742132429,,,0.020962141610774653
LUM,0.09331503659775033,0.2702033817969996,0.004379896383836096,0.009177132796603184,-0.006193991407463766,-0.004206102779325277
IZUMO1,-0.01644025527536348,,,,,
BTC,,,-0.014243140841391125,-0.024678020053625748,0.0003553423788938984,0.044071401626795445
APOC1,-0.09628466293711425,0.3090733242297579,0.0013692617347665812,0.0596358823586518,-0.008295823186541436,-0.007600084486006485
PKM,-0.027702691388069366,0.09754155746376236,-0.017169249223921816,-0.035168786973563515,0.05524981562317744,0.014064022126665843
TNF,,0.12375346813171227,-0.013824373954315128,-0.016893066707274373,,
GNAS,0.044076365753765355,-0.09774084420840039,0.02396321901958978,-0.021699145917268427,-0.022742805763374657,-0.028112174011957043
BMP8B,0.061778214885813414,-0.02081654216401532,-0.002432237479677336,-0.009919531476365822,-0.026519667808674142,0.04361806104127788
LIPH,,,0.01647299150438722,0.0028093196486543206,,0.021086049943469368
CCL28,,,,,-0.018327154891929327,
PTPN11,0.01570400916644703,0.018623041730347276,-0.060238892041681355,-0.001794214225688142,0.0007770047644239961,-0.020484282129216796
ADAM12,0.02380565746122386,0.18227844319588948,-0.02877360659765278,0.0076696075804720204,-0.05330035023935416,0.04329885226477553
EPO,,,-0.015242615755447832,-0.019560873021978155,,-0.017912224584250996
EDN3,0.015166579412822134,0.01550007457088951,0.052698638247401015,0.07707084266999195,0.006925699677039518,0.0015587198037531043
CCL22,,,0.08327540456856897,-0.01788811887111776,-0.022749589910502112,-0.0157171973054098
CCL2,-0.0870262056222586,0.04895735652297041,-0.047290978160946504,0.01278787146196555,0.025538271952951747,0.01594065181951555
DSCAM,-0.008486260872039743,0.06617779374284301,0.07827303825574765,0.011500042264326321,-0.07255186978000963,0.012210471764445853
ANG,-0.008074446338125553,0.1623776895702602,0.026971252942216892,-0.010241990502294934,-0.03535026244610345,-0.0019002281052668446
FBLN2,-0.02265567450637752,0.02140402025851797,0.016183292888142537,0.016272056001104682,-0.04495257379416715,-0.03677397032041955
VTN,,0.06619984988035355,-0.017423352911607386,-0.013754811574661959,,-0.006894127708746614
VEGFA,0.006639839770403529,0.17427904035928202,-0.02421070050432757,-0.08252803185399471,0.05273131076961825,0.03005428076560856
F10,,0.19463341833522715,,-0.023491961625641104,-0.019682679587264332,-0.031022818135816376
SERPINA1,-0.07545771740433034,0.21972317531565827,-0.04952253779943314,0.025448050040269725,-0.05112752578756997,-0.007242204741712405
VWF,0.0977861051799333,0.17493392879506575,-0.01914070379598023,-0.0038813810728609657,0.009601119862241573,-0.02487980467091737
GDNF,,,0.07069296730923959,-0.005470692160798542,,0.08263211306454768
VASP,0.0012994752247315164,0.1518029219551098,-0.018521236959050454,-0.00261349275218326,-0.03615780751370546,0.0260714014536703
ADAM15,0.07797316821206021,0.05091548881485387,0.07420278619660899,0.02067089452529601,0.013912346037039731,0.009478878628114685
WNT2,,-0.0787495071447189,0.027078290520379567,-0.020089996421556643,,0.01308785830217049
CALCB,,-0.03391367759968645,-0.016547040876469618,0.04485607667716536,,0.08053524956429774
OLFM2,-0.017175454710072303,-0.03995123007549315,0.021026890053502306,0.01761156752716781,-0.0720125344883416,-0.03745165424878636
MFAP2,-0.01812519837804542,0.146719347163911,0.07595360506941132,-0.004487467955909419,-0.00044522043355768885,-0.0631597556048773
HLA-C,0.11721907299177951,0.23435943034845386,0.019626540191940794,0.017342989286669854,0.026302521806167847,-0.009235476661988394
THBS1,-0.03734573019220381,0.09102276491051374,-0.03680119075743224,0.04614245744771499,0.0025592802504935557,0.031949687675747136
HSPA4,-0.08840681544943561,0.07893716723349306,0.006286448988883858,0.03467574946687867,0.07310666464642639,-0.04566067746288679
LMAN1,0.021620737940889104,0.19242459821722846,-0.05815597307917352,-0.05048480472770682,0.02189545916648548,0.0023923765599206796
LYPD3,,0.08629577437945053,0.06600371388385257,0.007283134112068693,,0.025215765216661683
APOE,-0.07025537007105428,0.1303799378757116,0.04198329848610216,-0.020657009102779636,0.059467563273762965,-0.016528338307235647
