,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.014688239984956553,,,,,0.019408689777684486
BMP1,-0.053156704290412936,-0.045137986884934526,-0.07413182190194938,0.03898930575658186,0.04083279224274954,-0.003184303262254754,-0.04970148458927938,-0.020817090073534005,0.003662146056868573,0.001221510556525558
NDP,0.05962304779389747,0.007157122656914192,0.013931418264457054,0.019231832293935526,0.011362105497063062,0.01011142674299029,0.018729537364482702,0.025231535339890372,-0.015558279544523126,0.05433520091714565
TNFSF18,,,,-0.0116385076924608,-0.02181159542461268,,,,,0.06051672768423976
RTN4,0.0020805091521210383,0.03064028715566217,0.03227985874018226,-0.02658378574762712,-0.09154145723857618,0.03450839052960643,0.03123009614767045,-0.06345875039971233,0.012346182010343794,0.07194890545308143
HEBP1,0.012821383456169153,-0.013556402258306375,0.01862071884597411,0.03579220435217122,0.04074435504763966,0.015504086041732238,0.01167094300646674,0.01812818890581394,-0.04010046896997328,0.04212442812331084
WNT7B,0.06696389880697631,-0.0005780058632928284,0.0254483546867714,0.008389644660443426,-0.009023626593756892,0.01075645908728605,0.019251297717525203,0.032277900122907634,0.023404077838869993,0.011663761733511909
PTMA,-0.041883578125708434,-0.01167330371612489,-0.02205315200758532,0.08012113496354387,-0.054699622995634314,-0.03169920033498051,-0.0018616375785966614,-0.013277787315427936,0.0014353612946493822,-0.10256076155840008
FASLG,,,,,,,,,,-0.018320049018434297
CEACAM1,,-0.03997671170286238,-0.01734562521661785,,0.03914461211581943,,-0.018489886173023103,-0.017888125909467013,0.019254797180871124,0.00818237434017636
PDAP1,-0.02341629115200213,0.006269208145581943,0.0659252571014017,-0.02085873536092584,0.09753972628772183,0.018432079368461186,-0.03530247849574104,-0.02750689367245157,0.04297327647146699,-0.0006555236771862839
QDPR,-0.0001459020985436223,-0.07315023176564664,0.008036008303511082,-0.06944339411688567,-0.09587558600914098,-0.0046771792335049325,0.0034217932819731287,0.04427007337481474,-0.02067991599416889,-0.039409967844898336
POMC,,0.04526005233451392,-0.013801618890598468,0.053427707468096414,0.10598626616714803,-0.024223759258737012,-0.022000456732238324,0.01807351688056782,-0.007456427213044106,0.016403967772280006
CCL18,,,,,,,0.007275339258183145,-0.006456090803482897,0.01843313896055797,
CCL17,,0.02608554175261601,,,,0.02210704047061368,-0.013117679304113108,-0.025822632756733636,,0.03234033834049998
VEGFD,,-0.025815048925374128,-0.016595312129901466,,0.037089030041462044,-0.011060654061460529,,-0.017888125909467013,,
TNFSF13,,0.021448665755673554,,-0.011286924532022787,,,-0.02517085627893333,-0.02806831895884341,-0.003489651752324774,0.03667071223026553
WNT5A,0.023301792064221102,-0.002390405577319112,-0.018172538575887517,0.055676227662743084,0.05609261973862384,-0.039117557827942365,0.050046203891511924,0.06779945081065224,0.06811169976694478,0.0733049357482964
CXCL8,0.008740211044598635,0.04460307881897253,0.016051580143338507,-0.01605491808640802,0.027285881101011496,-0.010300161995259394,-0.03961904982418438,-0.08343574004213536,0.00989756292695626,0.016775513867268887
GRN,-0.04245215504908189,-9.051507738047478e-06,-0.05248351007373819,0.050989382031384665,0.07026070638817884,-0.03253279594745016,-0.004605855660640463,0.015209201729448622,0.015329114272715154,-0.017972684264704775
MIA,-0.01735886134641624,-0.021481599790463306,0.025947475742736856,-0.020408936363849137,0.04287146907886287,-0.01257916464285524,0.05147812309612703,0.053596033024314815,0.013435604759718915,-0.014275786500843456
COL4A4,0.0006673621792021375,0.0001376918809222658,0.011586008999148932,-0.010739010031200123,-0.014474170268106936,-0.021131996212218524,-0.021392958415876573,0.01515293361928648,0.0018169937097565945,0.0030188163010665017
TAC1,0.0107135610853694,0.03895226163276033,0.02459433807036825,-0.058777784279945844,-0.024337736322144306,0.05696896620950999,,,-0.03319237541727893,-0.02182904869647292
RARRES2,0.003731634515851976,-0.008601947372806739,0.018440629327410748,0.048955990370358485,0.12112826361889548,0.025528181389381354,-0.007311931701828463,-0.039548952335728346,0.028799316597650126,0.029524375874918896
FGF7,0.05292520879026289,0.00579684813681577,0.013105904549266712,-0.018466341932723576,0.06422471239049624,0.039710246459331924,0.008791728270579677,0.005768465951408495,0.009179250756254078,0.05819544199028943
EFNA2,,,,,,,,-0.0170014665485176,,
HBEGF,0.10596667141845198,0.03160210116277899,-0.09383388227627704,0.007702138970882457,0.002917445659327372,-0.028404820154180107,-0.035424277021910894,0.00874547328051419,0.02309632587339804,-0.010849155668609596
CSF3,-0.02276900399490408,0.04551313538116295,-0.017026838884971623,,-0.015313393550474398,,-0.016321330776152228,-0.020614549372058307,0.012963624960546906,0.005776490653863695
PI3,0.004014787205646013,0.047869734437238944,-0.02663443480748564,,-0.017243083252752003,,-0.034688975073948684,-0.0656136365969677,0.07193005003016356,-0.015519556244747068
PCSK1N,-0.018852200839317285,-0.021975504782462893,0.022416247920189297,-0.02323392915804825,-0.01789232347664393,0.0053496704862997565,0.023499084889139262,-0.01940306536658066,-0.014577757131471747,0.10902123086684827
NTS,,,0.03679827656710056,-0.013109891257195227,0.14644984539144132,0.020906582326439088,-0.030602180316404708,-0.020713060732866353,0.055169518845908753,0.13705040836843355
SFRP1,,-0.02021759013365482,-0.01893237721670449,0.08507871799856298,0.043932761561164775,0.004146338401095138,0.015189223160249744,0.004315958350767051,0.03884229313964056,-0.025287705691991878
CXCL13,-0.01653299099242961,,-0.018762227599255766,,,,-0.02946499721812912,-0.04368161417210421,-0.02777208447281786,
MICA,0.007550098524939443,-0.015290513453644305,-0.0025133954044732464,-0.027826174205400078,0.08694458115591157,-0.0008470431210018341,-0.06718150551199381,-0.010418034018528538,-0.03183835347306109,0.05428790635540779
