,UKF269,ZH8811Abulk,ZH916T1
IGFL3,0.034391444288610365,,0.008356179631888396
BMP1,0.09562162833512293,0.0030962218259820047,0.047646560600622855
NDP,-0.000953595001662823,-0.02787545182031458,0.05337301792250362
TNFSF18,0.04440368118378964,,0.050551231628598696
RTN4,-0.07019114997038807,-0.02916762368940558,0.030965230812109258
HEBP1,0.0711569424122402,0.031598806073403006,0.062210444961940496
WNT7B,-0.05270149127856301,0.0366843687603781,-0.005565295854944965
PTMA,-0.13499111391070118,-0.01778980149653146,-0.004626275505408802
FASLG,,,0.05535576698376088
CEACAM1,0.07417547011254269,0.021628085446882103,-0.01604632529951395
PDAP1,0.08368178566755419,-0.016071941947331487,0.014100556484665532
QDPR,-0.11739251265473039,0.07903970308512162,0.039395026273012286
POMC,0.019354757873450267,0.03414952211117366,0.009635514308255872
CCL18,,-0.03767042971623774,
CCL17,,-0.014604112418765428,0.06515406866130773
VEGFD,-0.026297046771795434,,
TNFSF13,,0.03414225016475778,0.008334584568151152
WNT5A,0.07481716377975335,-0.006675368447934674,0.0031204263906949832
CXCL8,-0.00468331586443961,-0.055362608031815426,0.009465264389248986
GRN,0.03685373091962752,-0.03883418374706073,0.036852753976401566
MIA,0.09529381500689753,0.09810903967932583,0.08090317200181252
COL4A4,-0.01546844082275405,0.018430808378959156,0.02233302756982468
TAC1,-0.057612495824784525,,0.03812982201096486
RARRES2,0.1327056721271339,-0.030487802611130873,-0.045532863418676524
FGF7,0.0018946137878591237,0.011420199315100157,0.048201820951594886
HBEGF,0.0875554298329081,0.03983286762718104,-0.021243934396335564
CSF3,0.07676716118257502,-0.02633045442702693,-0.020575856361164258
PI3,0.0227087401512984,-0.12363677360352064,-0.0063196990898171535
PCSK1N,0.005026070231052357,0.05192696210740928,0.04345087582647645
NTS,-0.02011493786488515,0.018423410801491954,0.06478220557244138
SFRP1,-0.002257838724748938,-0.005678700044499919,0.03980587341517824
CXCL13,,-0.019230518980294556,
MICA,0.1526780704605073,-0.012129142741244922,0.016739324268477955
TG,0.1962727236848451,0.07103487034318438,0.012629791515096581
ADA,0.020895343812483886,0.10403362401045022,-0.0053956703185407285
LAMC3,0.09289445330593317,0.11280874859435953,0.027571548691073085
CCL7,,-0.02188819825873512,-0.02156150295223673
NGF,,-0.025279116706079404,-0.03126964805855331
TNFSF15,,-0.021338535469583437,0.004072298675934207
HMGB1,0.009047658830564262,-0.08884077866622181,-0.017907276600217147
ITGB3BP,0.014400747775608293,-0.009454394332251743,0.0009833456634780872
AANAT,-0.014761954896074507,-0.019202125954779645,-0.022812969285104755
RELN,-0.04331620737673276,,
IL15,-0.0062816605026980304,0.01467700175697751,0.076334625263603
UTS2,0.1179099525621846,0.03584160201402635,
BSG,0.048923598932864056,-0.040007756612399296,-0.010109683681935046
ADAMTS3,0.12576053594982556,0.032794264878910816,0.043267666580116534
CD34,0.1345440198526842,0.038470607959920244,0.02266511214518581
CCL23,-0.016796761365627442,,
PLAT,0.11070210922132633,0.09862751419739761,0.03740502836804956
NTF3,,0.012793085294941851,
LTA,,,-0.030702818660767524
CKLF,0.03827898071701771,0.07124102010203552,0.03006589715677613
CD24,-0.012986588307351254,0.011991831296944273,0.05253177266001159
HSP90AA1,-0.13253842732521712,-0.11977438528563109,-0.10839011741477217
BMP4,0.0427628515788089,0.1426190435010535,0.05325763369530888
SCGB3A1,,-0.03331476307085223,-0.007991562681243868
IGFBP4,0.1371601210023333,0.011659512683412539,0.016682136762224742
RSPO4,,,0.08788896089600189
LEFTY2,0.0619225170183602,-0.0185806016789513,0.0018899098211621163
PF4,,,-0.01750546753280303
ANGPTL2,0.10345478274381698,0.03761373244373093,0.022204026614266792
LRIG2,0.050410324948188825,0.020780371121740804,0.07192877847888426
ICOSLG,0.0786968917552776,0.030882240562358255,0.05076558368096092
WIF1,-0.07274670705548118,,
NPPC,-0.03974597940423356,-0.032675132821718085,
LYZ,0.17075011306075755,-0.053879746868374,-0.004939237557712118
EREG,,-0.025060364698939543,0.01607954832005929
SPTAN1,0.008124864901953046,0.030122455463284604,-0.013404142168842606
LIPC,0.09956372293411052,,0.04061350476393327
COL8A1,0.08626801169147845,0.06029325334860897,0.09282122181960237
GSTM2,0.06204269730231625,-0.017291539024446273,0.007088374894983409
SPX,-0.05177152704621453,-0.02206868975127153,0.003939690152847871
MFGE8,0.03074773440347624,0.034930771960860155,0.05076283645039704
TGFA,0.0506875343051391,0.013072547440013911,0.06990747220107933
SLIT2,0.006926400136553678,-0.04626239387456215,0.060257337636666825
PLTP,0.1768505204740502,-0.07200548052955508,-0.024146103644057552
APOD,-0.04907684363764557,0.10578834928153355,-0.08682874415406386
B2M,0.151346047255184,-0.0444513231030374,0.006908173217240542
OMG,-0.11359573100380646,0.10500255083451035,0.08643142989428013
CXCL3,-0.019381741118979296,-0.06408089215867685,-0.02991679599851606
CXCL10,0.11977475704796749,-0.022602372686413214,0.0585931893279301
RSPO3,-0.02423991268280079,0.03242003690953657,0.053484706681702396
CORT,-0.04195259970758328,-0.024958338447669558,
NCAN,0.02349289498788654,0.1448132682561937,0.004291266183036627
PRG4,0.07038780614824387,-0.023973634173457076,0.09576954266672132
ZG16B,-0.022671093297561166,,0.0029267591350325226
TGM2,0.10526339207069052,-0.01216920536169379,0.011418622342020467
VEGFC,-0.027685006142546948,0.004443003515556339,0.005511713969889442
WNT6,-0.020649127658830972,0.06736625482563931,-0.019892422952579824
NRG4,-0.02615477708561059,,-0.021880711802649173
PMCH,,0.05664525072087423,0.0179625137452592
COL9A1,0.019084751692203025,0.08218297946263808,0.09161751963529656
GDF11,0.0608030181703652,-0.004361045698753857,0.05816491702971883
RAET1E,,,-0.02400298538085514
IL24,,-0.016587458502772982,
SORBS1,0.00881655614578405,0.05709015542671431,0.040798686669706936
DLL1,0.0191874284346141,0.11810016667952267,0.05903592016283793
TLN1,0.10669048793297004,-0.06748698164996014,0.0075818697757988026
COL2A1,-0.019381747714800605,-0.03626235877749628,0.07244143927010319
SHH,-0.015236408709335784,-0.03035294983681233,0.032886361461671065
PON2,0.08682808833664711,0.03907217029708733,0.04973009687332574
ICAM5,-0.03787382907477365,-0.007365983683350337,0.015595003575967964
HPX,0.05485000127636748,0.025529900393852608,-0.02547196512362464
SFRP2,0.009109286481865864,-0.035495840067329226,-0.014323786910505463
CD70,,-0.026069780473080055,-0.033382979398652035
HP,0.11076821011929894,-0.04332572028738772,-0.019495594191409196
CXCL2,0.055350448942187734,-0.05027367388588872,0.020067579528703597
NPPB,,-0.04370176137259794,-0.02219554526409135
CCK,-0.07670876335801165,0.05796571931161964,0.044325668000484174
SEMA6A,0.04896114889453081,0.017474028192517865,0.007110923393668252
IRAK4,0.08834364417873236,0.008764082721104568,0.07570194722757789
GSTP1,0.08195376620043263,0.03799322642664467,-0.012854322419137159
VCAM1,0.10828242374016285,-0.06486088533354525,0.05525285799063206
NXPH3,0.005147735728932343,0.07358286539290225,0.0947640116120676
MTMR4,0.02951432517551098,0.012133434862628637,0.06671297849856006
LAMC2,,-0.020392767079329962,0.028447574433604243
IL10,0.2039778776019857,-0.038815188900216964,0.028922564953882613
SEMA4D,-0.034902868121629904,0.09850506269766085,0.036910731993091986
TRH,0.18292572596439097,0.08582338673055825,0.009009098622741298
SEMA6D,0.003308678195207522,-0.007279892561290452,0.06964200440079195
CEL,,0.09613965148006619,0.04620144130969521
PDCD1LG2,0.0074636652872466696,0.023252810012673222,0.04561957578704748
SPINT1,0.07201403777068803,0.05073610020193779,0.0465808470513712
CTHRC1,0.06852441271413662,0.03127497327829374,0.026883939729751304
PODXL,0.18185529228401612,-0.05691130248790042,0.05424331599332386
JAM3,0.08353441384517629,-0.044064033851997274,0.027086982622745767
TGFB2,0.17063110547250654,0.07289669847435278,0.07686956136836774
COL18A1,0.1215821451127796,0.026425468409185762,0.0029316209985749244
NODAL,-0.011898357767009652,0.08396499064208582,-0.03402385390392669
INHBB,0.1152424856957806,-0.05649130983697358,0.030791196396575574
LCN1,0.028130725866867247,0.04034383748274826,0.04281975732559991
ARF4,0.032884987384367605,0.10540094070843976,0.05681567527703767
CXCL14,0.06569501109857745,-0.06569433321995184,0.08568276113428358
LIF,0.052272478679628746,-0.06345406064591246,-0.004287640254878261
IL17B,0.029515256959351692,-0.02295199308883573,0.10931846661464972
MMP1,,-0.03626236222004105,0.049738993576549
MATN1,0.06989938607658683,-0.033187604452815746,-0.030235679354106454
ADAM28,0.11670547417336882,-0.04431283663244402,0.05240852077539738
TCN2,0.1225843566687371,0.05580372264587012,0.08106442241655883
