,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
BTLA,,,,,0.14111175886206676,-0.022560576455096418,,,,,,,,-0.0026551629232786185,,,0.0114380266141386,
MFNG,0.01048413351327844,0.06176424841596978,-0.02709668317220061,0.06763812865717808,0.04189767460453598,-0.012899176929654732,0.08033138913842956,0.0006547516369947492,0.005095565214323471,-0.01727573884634361,-0.0031487614574246155,0.04103309816069735,0.028726144418959057,0.008324677292139739,-0.004610385035804517,0.037793765917487794,0.022268106652338138,0.012809432502745756
ICAM1,0.030935354437283527,0.013964147610051719,0.05012283088541967,-0.007177529998414519,0.02654912568158981,0.026449640599845045,0.09347076723508023,-0.01302484419035904,-0.08113664164116446,-0.010088864915679794,0.043761551192543935,0.021759806283188625,0.014864124546258607,0.07524413876248734,0.02039455182131119,0.012146324634351287,0.056101729514029086,0.0865307767327876
PROS1,-0.004898945357923909,-0.02740944461392993,-0.02495614818728864,-0.015877447325691425,0.04950955686389438,0.02165910943012338,0.11716469797616857,-0.028782439783756705,0.050108954309039735,0.019138213187469808,0.003975290895932085,0.05179732871629549,-0.09917061165479044,0.06437922167035288,0.07749472521770537,0.0274354206269775,0.05236489135454996,0.023093171748258833
CLCF1,0.009182463757007618,0.041119912903325416,0.05455232516993079,-0.012740442385916114,0.09667421658352852,0.02725410060234516,-0.0268262482934128,0.044262106798729446,0.009314451429588536,-0.037323954183135714,0.09612713714547937,-0.018453633829200605,0.07249960012776269,0.03719339030999111,0.053321824183582646,0.02981181140084709,0.06100750895036004,0.0662241365708389
PSAP,-0.12562265155102248,-0.06626100054063003,-0.04442074575359883,0.023623740463913596,0.021064101869712002,0.05324204682023106,-0.09540372864366135,0.01625069913834362,-0.02844327559422365,-0.06131008291369904,-0.007714761710209839,-0.010268972808808183,0.0154888547943196,0.02170884649485332,0.11424042782979058,0.06642270674856746,0.04408047638405762,-0.08111504098502544
EFEMP1,-0.03395855519067006,-0.008169735850371009,0.030377970135972467,0.018516939532731,0.004789084722452349,0.07656773785441767,0.07598063611956034,0.05289988661749206,-0.007465783183088269,0.028508167444148566,-0.02662602675197784,-0.049835573032365084,0.011601263050423046,0.07552920211672841,0.09202831196453588,0.13796669992295948,-0.02025878195372743,0.026450115717023534
C1QTNF1,-0.01157899788326088,0.03814570707304254,-0.0516414381330951,0.005822563082363559,-0.0024242566818345706,0.03479412295261522,0.07284253295788469,-0.01130539174035689,-0.011830946971167766,0.026844755878838684,0.035748483194474295,-0.020813377430075705,0.02599496278499903,0.010129684447826233,0.09667201127114446,0.029196017156118734,0.01561355722249363,0.1031840936544995
ALB,-0.03526400166552852,-0.012671449803833475,-0.016008356829569314,0.02936853454353198,-0.01620092072413579,0.11511999300608781,-0.036345058417391406,0.06370659471724427,-0.018508652405943068,-0.027115116090866084,0.002009861329162524,-0.08319234604450042,-0.0690896720728813,0.046572571706999764,-0.01179030347494102,0.040487964602212594,0.03421218077343997,0.1008688949324359
CCL13,,,,,,,,,-0.02460425523929298,,,,,,-0.006511711260500257,,,
EFNA3,0.12791880574857253,-0.051945429413083756,-0.01929716570780653,-0.004438561620332606,0.04309376825042573,-0.0031867409762024283,-0.07961045170094458,0.011962656026557347,0.04286985268885315,-0.022695448294966364,-0.05784105183794311,0.07954438496314979,0.03382149762687792,0.05942036844309202,0.003494915122121236,-0.004891637527249674,-0.009032392498899946,-0.05015797573729769
DRAXIN,0.09939081818833961,0.04311528722414948,0.032736876532222875,0.04024062706986298,0.0053784665781096514,0.057859932218760915,0.06292124588316798,0.016636022897422883,0.02700964931461866,0.01752275373222759,-0.003762680211734489,-0.04124835250120867,-0.015122392009809926,0.10433681050130565,0.04839931443101433,-0.0009529690387040596,0.09688484897124683,0.0005095505815728514
RAET1L,,,-0.025735775685929645,,,,,,,,,,,,,-0.022723262500764948,,
NPTX2,0.008802971931775589,0.08295576614565785,-0.01686009598920082,-0.05782788592339661,0.039981473160990794,-0.051661386422861666,-0.10840429944214547,0.06300954048913301,0.013416515624830323,0.0011757948524680505,0.04687923436808143,0.08688385469135772,,0.13656784774427452,0.07529641114862248,0.014226304924930431,-0.011692436592644817,-0.047115935448293435
FGF11,0.08654560838620098,0.023696609471470245,-0.03447372089112171,-0.00453831999469733,0.094100241481841,0.06924540250462412,0.07916426703077618,0.029074138914339083,-0.04426884703372737,0.013376712586144696,0.04690565611475977,-0.11236685877984258,0.01696974493172415,0.023344516550573614,0.08025123924880281,0.0401727657862545,0.007067613842905864,0.11642209721049834
CD59,-0.053311416479293515,0.0763591906108904,0.060451490606790205,-0.03580729401822605,-0.0646543564869081,-0.030469537305411416,-0.002527442318570116,0.0065598724504939,-0.02928721630814141,-0.0035895884275201936,-0.005527248115087909,0.04413250824767009,0.0891989325612428,-0.02079793708405323,0.0798619991885458,0.03334577143076628,-0.03226491291249708,-0.07832386911177179
COL9A2,0.019897964466098424,0.002411029481212919,0.04078353058447413,0.023758144867556823,-0.029503469442876247,-0.010519855146372197,-0.007994042456504525,0.02081275049953592,0.010403036712561967,0.06704761387868483,0.0780714246465968,0.1309967082803295,0.03092196107582016,0.0008187219303877784,0.01462681506583993,0.01689722737991237,0.0963238258412076,0.04117369235541542
DLL3,-0.06832514994641783,0.04001746048111694,0.019068927530561393,-0.0038616194932319776,-0.1136006781025916,-0.05915542155198634,0.07667665289999921,0.03196206904107576,0.05770316270248455,0.05499937822442129,0.08692261545794815,0.08958330437776951,0.09175543669025422,-0.0077648938678704415,-0.07448851544908572,-0.02933472097723615,0.1072505365512992,-0.03659329991823105
FGF5,,,,,,,-0.02894136541493709,,0.015264002340457869,,,,,,,,-0.011738891042700572,0.005336841015231964
LIN7C,0.00017362430059489695,0.025271672807998045,-0.0827943042784451,-0.0059351860377493395,-0.0327460708415265,-0.0049257758185976405,0.025456725456944225,-0.04376000012105555,0.026996054780990885,0.009926723005444872,-0.04867538809220747,0.06801266514288574,0.024175469416300818,0.09785444011570255,-0.01687295544356201,0.009819230940589167,0.04580389321387484,0.03233913169357708
GDF7,-0.005403332988258036,0.07981767900613844,-0.049353286722237065,-0.012914435368147362,-0.027360384157616196,,0.05017609502230237,0.05362602629376299,,,,,,0.07951191944844399,,0.02388325132314526,-0.004644688025837003,-0.0264444284765137
PSPN,-0.00037938247882101305,0.10185620313887088,0.017481629953425365,-0.0392188041559485,0.018464196427550237,-0.013246208120684356,0.030742515002665304,-0.0003997611505607689,0.08095056317916734,-0.024552891627960333,0.09527413739350339,0.06722553543108226,-0.02442463261351904,0.031333355622957776,0.017330206862952696,-0.0009967787006219398,0.08124514358315744,-0.009095310799163639
ANGPT1,0.06366521017661947,0.14661079752516215,-0.07229207422971558,0.0013446881814704078,0.0023316787875112765,0.009319588421637203,0.1110782661858994,0.0083051729876424,0.050350984803980633,-0.0027529625159911694,0.059614511835996115,0.066148414823899,0.04907882041089802,0.10998793237092098,-0.006540611718955456,0.027912712532343106,-0.005606347118943061,-0.020270502872221142
PNOC,0.008446999668799447,-0.013343723667402135,-0.031522088655825294,-0.027336765238774832,-0.029439406490542573,-0.027062695314798903,-0.059854799813815425,0.009075997599485505,-0.018508652405943068,-0.024798602327965696,,,,,,-0.0010644468368322345,0.09603664788107667,-0.06127197634550964
L1CAM,0.10748813735236662,-0.008377818419093961,0.021808474800577776,0.032917285295499296,0.042079524337076575,-0.020067356417310393,-0.06426437172799988,-0.0041738492373205715,-0.0009091743148664995,-0.054117540562218756,-0.066060880342068,-0.06155327466750074,-0.03565091711876626,-0.022149176115382127,0.09229502565828783,-0.026632261073786603,-0.004817171315478901,-0.06764149917024631
APOA1,-0.004141982837672145,0.058636912304580305,-0.01641695842861501,0.003635386986326347,-0.023880216325597458,0.031201920290759425,0.007262820832346119,-0.02051782189771736,0.023244433345286284,-0.020525606991991324,0.12635298009159784,0.10217791189395001,0.001989515164841985,0.026732968185879516,0.07160878110358215,0.03945752238172,0.06295659720292549,0.043462675811667274
PSEN1,0.003839291183244907,0.013996415703042107,-0.016823039104156993,0.005700593247928002,0.06824832800418258,0.03124816464893646,-0.0003935183503501882,-0.018881454339470822,0.03953152955827027,0.05102691997635386,0.0034925431396054373,0.13854451090962555,0.03203769812596954,-0.09317359508609205,0.03824563481893004,0.06688466067987675,0.003740414933608813,0.05789609152851907
CALM2,0.009942232845008102,0.05915505172798247,0.07708292470668558,-0.016165074165653343,-0.05816596017216184,-0.0893696829140853,-0.13710004106219176,0.0013980743056296607,0.014274068183978564,0.004936807948891365,0.0006466043527861643,0.22495548534554455,-0.011472286556241497,-0.03610238760505892,0.030966678419888923,0.08642624396101554,0.06668223772953397,-0.0958959029079969
CLEC2B,-0.008053961973593707,-0.038016568932635275,-0.045026084335750984,-0.06469686215238174,0.016273850056057818,0.019442435135584028,0.05516345996624081,0.001583959160504904,0.004039437073869675,0.04207502338657142,0.03612526085643057,-0.059786365860114134,-0.052830840830120324,-0.012061483416324107,0.005607608651817745,0.055098914911142584,0.03240573867494745,0.030044396122753024
NTNG1,0.0336223594669003,0.008432843896140284,-0.017158968288528777,0.07377859222643067,0.05138305330070912,-0.012099328940785027,-0.039950155125565004,-0.015836766891838733,0.06483866431348859,-0.03790833361391082,0.06114060887617903,-0.015756189862321666,-0.0806779939832704,0.12233658239781689,-0.01312367636767715,0.05447577782324841,0.14511357062869404,-0.0056876722725922434
LRIG1,-0.009345672668099787,0.061600885862390216,-0.02084839894288798,-0.01975385495017072,-0.027881528880566758,-0.0582293343810568,0.05889949390671519,0.0070729906489127746,-0.07577475261363738,0.031191399302864735,-0.05588506270829505,0.20281684472528677,0.0073080827713231005,0.0034628490826011573,-0.04591756838534652,0.0007507775328850848,0.07200717629151758,-0.03130410807497029
CPAMD8,-0.021348911729879898,,0.05615313580055954,,0.01304184721565078,0.00027341716228936,0.0375498429870918,0.014250339367442792,,0.09418108754410529,0.05967036415959001,,0.04451916851535249,0.03780290482972391,,-0.021883630788991863,-0.033041315560784316,-0.018751081790189104
GHRL,-0.03406065387592281,,0.01600483435215093,-0.0327167539560843,-0.04837883672349621,0.017736645749834915,-0.048617858504544316,0.03359828649631236,,0.0048619216483196045,-0.06122503881565799,0.0753929333712709,0.08889694034366408,0.0020385917459369153,,,-0.036106558185142364,-0.016529273703883546
NPY,0.0323297302457273,-0.0333619581058444,0.06969185544110941,0.06425442782279081,-0.024760884458079817,-0.011068382689877764,0.006118491498260441,-0.009001652318224931,,-0.006225519161465929,-0.053066532632846476,0.1604359997791499,,-0.05469845435788093,0.03383039467682492,0.10741214408424908,0.03501091362912474,-0.04339151255600573
MMP2,0.010556328283113954,0.054462941608256675,0.04801906227581181,0.029393263404045203,-0.07136782687197939,-0.03169462756798125,0.09530907706150096,0.03152175459867043,-0.09165828919105047,0.04417479367345117,0.07758302306217066,0.05893398442695652,0.016844031307991118,-0.022557132892562646,0.0915873769043315,-0.0033917887558505317,0.04073027372330001,0.012511972550106762
LHB,,,,,-0.015796323013098246,,,,,,,,,,,,,
PPY,,,0.1203989332319031,,-0.027496791317882917,,,-0.01277335301709915,-0.01711967813175104,,,,,,0.1155385442881753,0.07737700579839941,0.02427179536181077,0.16774700286668487
ALKAL2,-0.01745654065315023,0.011775781941932127,0.04272974937008382,-0.004566319169844511,0.0575918933231935,,-0.029685307482069698,-0.030811386658355994,-0.043646986629153145,0.025408304934278515,-0.026614076859061118,-0.07420026040491791,,0.0662202330016974,0.001435814937277842,-0.006357868746700605,-0.004613524658955733,0.03723782408284461
CSF1,0.057927508634393735,-0.00939122107711936,0.0012347832351619543,0.022818202664378343,0.029768154535206853,-0.06771579319350561,0.07907507335879159,0.022944637975768303,0.10486893923219061,0.03473136355214078,0.08148217693598085,-0.09543061918739884,0.06415679552361024,0.010515790576525547,0.06609499091667459,0.04269131986581383,0.06537685243775261,0.02072658710601418
SEMA4C,0.06657319236785109,0.047801508229980506,-0.01208025541259646,0.002248304162411967,-0.021342806741071238,0.014226590176969726,-0.009149099372783335,-0.0224730397514195,0.04911504915793431,0.04266970610096992,0.0045645616852177055,0.07354363390252186,0.002166258089951542,0.0274091811097935,-0.005365715278909196,0.009078939017536198,0.06204548819224345,0.07443777728042118
BMP8A,,,,,,,,,,,,,,,,,0.002900296106551902,
ICAM2,0.07732942308025594,-0.00616485998040563,0.05818295496442598,0.0021619057290348923,0.018839554387412524,0.010126776727787655,0.09608002200991507,0.017867328345999807,0.0594607365257233,0.0005718611130583919,0.10048688807726844,-0.07892094608739256,0.03142207071640214,0.0031485489356023444,0.0071559292589500854,0.0690711725198544,0.01854630452451282,-0.04584079450637602
SYTL3,-0.05057353955469825,-0.05393050244225898,0.02040666302628646,0.05607201302849912,0.0564254872701272,-0.06367641944708591,0.018198862604075047,-0.04787056195782683,-0.03018509103590986,0.05975012174785168,-0.03720571621647388,-0.0532919287401499,-0.007459744398518736,0.035037159225025226,0.06232260505916652,0.10033151531523142,0.0018791042458443598,0.051382346101603624
IL1A,-0.024807092316462102,0.06259911703493966,-0.0492638474716586,0.08982747991874854,-0.02291038748867245,-0.007383123698188372,0.07370312984132703,-0.0006210726356403897,,0.03411383092574077,-0.042995153185611985,-0.032636791503385006,0.08892503724195673,-0.013431845753555495,-0.053521587754953436,0.020687575864546264,0.025031681323490852,0.09101678444022612
HLA-G,,0.06361312719801752,0.005714277583309109,,0.0699882288832553,,,,,,,0.13275998054190127,0.008665807133975686,,-0.00198523209744677,0.040481200227256764,,
PGF,0.11244171859627579,-0.006888238009750952,-0.00021170269585508056,0.006939894404766784,-0.013276502774107267,0.011289400576901963,0.09194264600490554,-0.028150866428325767,0.08423945098803354,-0.021304652594050212,0.038882920266892565,-0.01669612501168561,0.0021980622777573546,0.16076895926544052,0.0009356559532447668,0.027551396210197737,0.03488109693230048,-0.054782154669484315
LGALS8,-0.033825826220976365,0.04397237467900368,-0.03296168178454546,0.06411441736826841,-0.008921917821098276,0.0035623932591593724,-0.024826063535895598,0.005466779917562809,-0.012628865590353923,-0.02553099101581579,0.0626564356968362,-0.06804443051505529,0.05372406836537839,0.08380591250921803,-0.03725835832675301,-0.0021441020399255288,0.017064702204490596,-0.009064015783486028
DKK3,0.01560012175016654,-0.0157536841468679,-0.038721140185067025,-0.004565672572344262,-0.07176344226307797,-0.0509454798971139,-0.12455338755415994,-0.012474879457878616,0.03113964200549692,-0.03227433715704914,-0.00800139600180092,0.0035559928638872456,-0.08734375713276542,0.05908310548285853,0.025438695109493308,-0.009096643703152347,0.0960424888632592,-0.13044555551076542
COL16A1,0.04393127738416187,0.07124692004488703,0.0028409005040462777,0.015343538704912838,-0.03997421740757775,-0.043419245531200454,-0.0508852333892133,0.021253378935316165,0.03903543197288755,0.08382107316975602,-0.028118954241077642,0.06898734182362587,0.0689131320981644,0.06654686745402764,0.0579975920409111,-0.019564819992994326,0.0760514026079634,0.060702338648742894
TPH1,0.029423454479383156,-0.029400311276496786,-0.029077348122398684,,-0.011782981870753145,-0.012872638783969291,-0.0187067871136662,0.03742249226422233,,-0.015082912583705458,,-0.036728027979186555,0.008242174272234101,,0.03237219241812415,-0.010285942675304268,0.03340508587737613,0.018508127120517425
TNC,-0.007463429176124337,0.04396669191586849,0.06289646504025649,0.004851667272882865,0.09583707504216056,0.04220822659899861,0.10834623958576206,0.009415390645667389,-0.10003469884811707,-0.018866221077409765,-0.004072854261983067,-0.07540993815124515,0.05051332266358497,0.06751329937337062,0.07589992088548203,0.040974788399340774,-0.000853948431647583,0.04640899069966193
TNFSF9,0.06381415798622493,-0.0414335371014738,-0.0011255382757116128,-0.034621501253202444,-0.027360385998035378,-0.028729620501459347,-0.05789531489085094,-0.040153496306851735,-0.030872296513743822,-0.025589981215956178,,,-0.03335134804301174,0.13197403672837138,-0.04349043103375806,0.013098552643617709,0.023312281727711597,-0.04688337568607376
C4A,,,,0.0885550055521085,-0.018727457556557376,,,0.05657718186997062,-0.0015843165613470636,-0.013258453129380109,,0.022925462716814372,,,-0.026984306144127446,,-0.038114639900081314,
CNTN2,-0.05793940591049644,0.035855642036424405,-0.004616763721823135,0.041195152890702025,-0.07063921230062459,0.01926964360267262,-0.03587274431530634,0.053389667416980244,0.05173952146879985,0.01769475908724659,-0.08037217999520897,-0.01734422678797291,-0.10734994021228002,-0.0644012195646608,0.001757356121490994,-0.016315902931304707,0.05046474554122776,-0.04991087668903009
F7,,,-0.028367144554203846,,,,-0.01044465504571307,,-0.01850865500316877,,,,,,-0.02056149867679974,,,-0.023177396730607334
LUM,0.04758939646017432,-0.01922777426858445,-0.016043472200325776,0.05724483496357859,-0.04205560598776243,-0.005565210786381361,0.07784614992923658,0.035567256563188814,-0.07974748609361576,-0.004265529363969895,0.03986864638523466,0.01264995205163338,0.024978583215713324,0.07544696293849662,0.013017972265090083,0.006227389470644239,-0.03521071710688524,-0.016272373082754962
IZUMO1,0.026556343049414705,,,,,,,,,,,,,,,,,
BTC,,,-0.025735764966151944,0.06242791914835551,-0.03552021567306392,0.035104191353072425,,,,,,,-0.009572289994549026,,-0.024596840863420035,0.006218765594697473,0.07863226659099236,0.01892694594989448
APOC1,-0.11948365715412967,-0.07751821788423278,-0.005422024856529562,-0.004225178114656495,-0.013049426892698753,0.025008699092039104,0.11298860924619622,0.04883078427654523,0.12147156385218397,-0.026870535741038912,0.042619131749355645,-0.09837277984704422,0.03389115747594438,0.045620746663921914,-0.03553559570456723,0.04609022120504756,0.0491694900087658,0.028550075643102923
PKM,0.027972224314902632,0.01777943422415754,-0.039901258393332646,-0.0046257607832865125,0.05784931730505937,0.03388833146753315,0.05421198767874565,0.011388594223882924,-0.00968205746215253,0.007572394148075133,-0.06117045874938313,-0.12693821030992292,-0.06436316785463629,0.08811819612617382,0.06643965188294751,0.05820902910984452,0.007370419286523769,0.06969478651743458
TNF,,0.019718091564492744,0.0376495787758494,-0.045302441428166994,-0.013093296707272106,0.04501880145808547,-0.017890706858161808,0.040406598927461464,0.003984115874570933,-0.031494816510379005,0.04310019637360318,-0.07988905481024598,0.1142723919006548,0.10496057394558796,-0.005368116683102341,0.08706656446248162,0.13831842135518188,-0.018038775687884874
GNAS,0.1058834469838191,0.010328260296933327,-0.05122928730156835,0.04119740485487335,-0.0707090197938695,-0.05059009127083477,-0.059024495198089666,0.030444435589246158,-0.10994531531731636,0.02341838374747921,0.08476653542105739,-0.13817632147220996,-0.03193920293396142,-0.047476924008191146,-0.03768210362910561,-0.06222540354130433,0.09352684120737081,-0.11516916394269357
BMP8B,-0.003232105654888736,-0.04354037520263206,0.0589523795127403,-0.013499746915799136,0.08192965857993065,-0.010210545257120939,0.0173659208692021,-0.008185325053244472,-0.0431371214195634,0.0032548486434200146,0.12475588203669251,0.11424083058144797,-0.020758821420702955,0.008118928831546229,0.05291454849515343,0.022046443733684164,0.03733459988004976,0.07547115781260727
LIPH,,0.008605822894355878,0.07839374534998983,,0.07340742437816904,,,-0.012208727823170309,,,,0.05754287232562908,,,-0.02423779044058562,-0.025334489687173795,0.05298063239687781,0.024814533351150914
CCL28,,-0.022075319146637434,-0.040900897079363806,,,,,0.04130818364121118,,0.016094140765284846,,-0.04369807024478403,,,,,0.053845641692572346,0.049180411456757
PTPN11,-0.029087288926916335,0.000688068419300541,-0.059996032121024535,0.008834445506262088,0.0055843875938790845,-0.0005707306372363227,0.001892878859895406,0.010234351341777512,-0.07359392741099073,0.014225247723199708,-0.08222384641019966,0.013463426114017605,0.03691258065336176,-0.06226660459606895,-0.028420930941464567,-0.07600031423075199,-0.0009383605546033904,-0.0660822849964818
ADAM12,0.05133491476745728,0.08603479221401175,0.007621685242595574,0.0019597585566560544,-0.018365275281690244,-0.012792592304610054,0.08401244997949212,-0.003032961952158401,0.04703946272116291,0.08200104816101432,0.06749904334589364,-0.1696602376956934,0.030524842797372994,0.05288979901974233,0.005401477303700163,0.07050903150918233,-0.024754775149427567,0.016207379569362437
EPO,,-0.06090999947105456,0.01406543367077899,,-0.01237747157287297,0.011114521601095393,,-0.01277335357465853,-0.016828783331509216,-0.015082914798682253,,,-0.04658733962933519,-0.0423075554743728,0.007950900579967874,-0.026311798879301657,-0.023371274603867398,
EDN3,0.002728222039736891,-0.011759554683934642,0.007262409389297132,0.045501810158476985,0.05857504846853109,0.03196962354576626,0.05795701387064703,0.036674239588526746,,-0.015238548032620017,,,,-0.0423020991810332,0.024705171904210798,-0.01981614542587719,-0.0029514489612316253,0.07668669576294762
CCL22,,,,-0.025793881608177194,,,,0.04049043899508927,,,,,,,0.0314405224617657,-0.006138097532618215,0.012679741013692224,
CCL2,-0.020051947108047696,0.03764654790639271,0.04115318434257647,0.016834247988606253,0.009425900979080342,0.05222600621827497,-0.013579222047601137,0.007864341514455074,0.03539878042230563,0.056710752570198704,-0.020523509182131156,0.03668376060845753,-0.021919148305424112,0.08344603208706093,0.06787858187749665,0.007507109575488382,0.0017944036978701941,0.0761119485846308
DSCAM,0.1107235540878659,-0.023254306386525418,0.008001640452140024,0.010909910665048116,-0.048215566292336705,0.0017125359345541,0.0849622877487114,-0.009507859350783687,-0.008791368801100409,0.06312436284108977,0.028934037640453762,0.004929223255671526,0.04931719004472967,-0.08278971065339584,-0.017275388435293998,0.01793486169015366,0.10029058990139215,0.012545488274827125
GPHA2,,,0.032958306454058055,,,,,,,,,,,,,,,
ANG,-0.001334755671313828,-0.00962254973944252,-0.022530891036357827,0.07626583447434063,0.05859259638290266,0.07168280808485446,0.05690213503701468,-0.0013556228076765937,-0.004761323216576461,0.051740628635779815,0.03907963788164549,0.0022820513737605327,0.0030222898182334507,0.058897391738499213,0.07117877565844492,0.047389975547013546,0.011861138258765565,0.1005186596032048
FBLN2,-0.028111826580680125,0.0131796737729853,0.016703229578202534,-0.04690693586443816,0.011291488764897769,-0.004344829324263942,0.039753079251280334,-0.009631884687724477,0.09432670756295504,0.004762376463937075,0.017971836578927453,0.05375974726905551,,-0.02628717624931026,0.05850693877493614,0.011736919944893707,0.036406462937508655,0.06968788008640718
VTN,,0.052833000833411,0.005469410745616565,,0.005501311770185939,-0.015984950607184304,-0.03538605749109486,-0.020985185448988378,,-0.012532994108537632,-0.01901847587539914,0.04451806131302449,0.013702752903278595,,-0.03008882967923778,-0.01850192654328658,-0.026802020606779577,-0.029241164690758076
VEGFA,0.04091582666290885,-0.004259068339174733,-0.051144825776504886,0.027398790986835526,0.08629473867963186,0.06055440115973479,0.10827795620801768,0.025485887379194543,-0.08584706450056313,0.01128076390950645,0.035423004462312176,-0.15100357927865354,-0.12131405980846607,0.1173138321181039,0.02895740154903034,-0.03841940881549415,-0.06468188559754218,0.13013922890954896
F10,,,,0.014089674110039434,,0.11087473653974553,0.03802120443877544,-0.014005706118250114,0.08821286942928634,,-0.002221629479624328,,-0.017140345605564898,,,-0.03159960032865815,0.15140480445410737,0.12415227183926447
SERPINA1,-0.032138975812354295,-0.04442715670352531,-0.03157700948912145,-0.00803505218557537,0.02274882814415208,0.028191372809186512,0.06139571957881251,-0.004200440887742409,-0.005730262206844922,0.0253756211472597,0.010987809399808856,0.06252963262000105,0.0021127243905112512,0.032376818259648006,0.043767730647924594,0.0152897717183327,0.012160491770472385,0.04706968772513941
VWF,0.02089770900999287,0.028972286883188345,-0.01084243003834007,0.028502854050307825,-0.06022473460544616,-0.03829248532653331,0.13178389425606032,0.05508930985377915,0.059568947093485355,-0.041237997882852276,0.03486135470845552,0.037455336951325344,0.0010104926122499176,0.0664523602059727,0.015531758796223821,-0.011290810366313535,-0.01147244595319991,-0.09259526824483438
GDNF,,,-0.04553722221636093,,0.009583555705206026,,,,-0.05591930075658669,-0.015082913624073224,,,-0.03954400166121333,-0.017825623589863508,0.02129804366868572,0.03940062369162221,,
VASP,0.06718741238561565,0.03357199323727692,0.024081273602747977,0.02882642977777432,-0.01815757273079053,0.018059910344685046,0.052634993160673306,0.027391168139295395,0.0016356440487759534,-0.02388151677320743,0.07191797154885878,0.005472258710807195,-0.0023557171383183136,0.009669875605505751,0.09606753887195278,0.006731338440394268,-0.008716065288180556,0.022530917798571637
ADAM15,0.0404842347015929,0.03857395585924027,0.04964945334755726,-0.05285674811908271,0.009199544377675525,-0.047989150149462916,0.029248246661486205,0.011528301422288745,0.038211764380597764,0.052500452910951484,-0.02543882554946779,0.012230866783813113,0.05102752839223368,0.01357996382313577,0.03037191017427467,0.023152084247191118,0.002749989556671085,0.004364953927968572
WNT2,,-0.025668778678283544,-0.036924675027025025,,,-0.023446766888200313,-0.06720351194748223,,,-0.014115370924358392,,0.0488374980805952,,,0.0521789353158817,0.0633713984793135,0.00883519773104175,0.021407824990628276
CALCB,,-0.02686630520185998,,-0.0020482943862245905,,0.03953538645689155,-0.028941365100421848,,,,,,,,0.03233870760028716,-0.005003241068314062,,0.010295675517997179
OLFM2,0.016775821050018517,0.03744686211477391,0.0028815157499489778,0.020610739607265866,-0.009568929301607472,-0.07947817328338162,-0.03448174820799996,0.0022505010252868093,0.1047475791863335,0.02022097077482992,-0.020583998772267218,0.028845317682532675,-0.07022484611699857,0.07619412740964379,-0.05317093290346234,-0.0586018045385567,0.08813046405797728,0.006980680938336626
MFAP2,0.04504563080414054,-0.034443902981470126,-0.003395627579820853,0.005535021606325209,-0.018806069975427404,-0.03165113203277532,0.06162174003371646,0.060873282898190835,0.06476738490958682,0.00682280918758881,0.06717661129440103,0.002007803618953134,0.01772507535023043,0.025626770087248684,0.06285528840492541,0.025579384799494547,0.024773063983503152,0.007428267672435867
HLA-C,0.07107251420770842,0.06320485694899791,0.07038471544197461,-0.03297168955420143,-0.02343194509140969,0.04431269512435378,0.12006539694992284,-0.008337936785396053,0.048539217630976066,0.027996262832244833,0.02893043993296898,-0.010098997002869483,0.06182962240906286,-0.09135408118397755,0.08201858336240479,0.08942779085495146,0.11422837758184048,-0.03691800403406163
THBS1,-0.04633967928858491,0.04623058601572908,-0.001178980708196155,0.022055039867351158,0.030174658282172834,0.04040991857985968,0.09355507586235917,-0.0009597476368613372,0.039097581648059855,0.037799727741091374,0.0028625757241374965,-0.23692528171793092,-0.0038497562165368455,-0.013443556567587304,0.0690167991414199,0.052578483278499635,-0.10327806027336538,0.004449807516272807
HSPA4,-0.03668155483385546,-0.006921203886189795,-0.013410755400098116,0.055915569559072315,0.01779905278734584,-0.03793953657250401,0.05184992765169614,-0.056250677511219684,0.05397180815742407,0.020896948929372598,-0.04229714147747477,-0.05587089308778904,-0.022911628029103848,-0.10477536085416286,0.04325943104659836,0.004444154416325658,0.04332561039120905,-0.04942909889970239
LMAN1,-0.029517077728349873,-0.040579217918194556,0.004903948312580265,-0.019492781611434955,0.06533723136935135,0.032051503186095065,0.09288774742366589,0.023142092456956302,-0.02657409271497188,-0.013264893235889847,-0.030455230564251524,-0.06294711481959529,-0.002321840076512812,0.04949152622870401,0.0076511573308331235,0.022122632535826366,-0.005159578418034674,0.02759965439646705
LYPD3,,,0.021327879545115717,0.030130233342561357,-0.017733734309319567,0.021325187822453285,-0.01077157566289875,-0.017883722427354462,0.009906899655063157,,0.031006835984716204,-0.021917965110948373,-0.019520228423066836,0.030202126257323374,-0.01349912590048518,-0.032208006685500626,-0.04846688134072997,0.16668744102532387
APOE,-0.12289503016306606,-0.08317943241867179,0.04043153093820283,-0.02860225352878069,-0.06110903075390328,-0.029576570467111568,0.016893830273303864,0.04047398137588781,0.09243096111271312,-0.051352360971272104,-0.11685558106239352,-0.0015230932900075426,0.0658526797970206,0.02319485858159329,-0.05311667462226334,-0.03818326734774748,0.06092431538151525,-0.04498369273379089
