,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CCL17,,,,,,-0.015705603933960567,,,,0.0011338148920796538,0.0008271957207696471,,0.014475026333120618,-0.025097422175033846,-0.04792009846590849,,,,
VEGFD,,0.01835266749127167,0.025289892994299658,-0.012160025032228936,,-0.010106742165461655,0.028693585616496896,,-0.11613100097975011,0.006388117818982906,-0.018490177364386184,0.08910454317899574,-0.018708461565011058,,-0.007385657671403331,,,,
TNFSF13,,,0.04239726717835411,,,0.0021978024981050017,,0.03683752124273355,,,,,,0.05215258783613975,0.1169948480200665,-0.03464551143996375,,0.005741169317464718,
WNT5A,0.035635203685617234,-0.09883597317905492,0.03705884868184005,-0.027574511040623906,0.12675437072844944,0.08431920475694127,-0.06979390210142424,-0.30536334527473263,-0.4031048877915542,0.004179091969323598,-0.01941962711488476,0.05949817829901839,-0.10670059804293369,0.042645900854702025,0.012626731486359361,0.009910798923433991,-0.0525789634723111,-0.13450440132820118,-0.030542886409928464
CXCL8,,-0.20467722981120687,-0.07608042075484418,0.014978226232982632,-0.10272511388525145,-0.07463928066706482,-0.22513322935737362,-0.08380825408724704,-0.14213198948441727,-0.18025567577228394,-0.0023474806409093953,-0.20095468117827475,-0.12078230573028763,-0.0370566987471241,-0.1061446380014153,-0.046145650949820614,0.009832048771481557,-0.21545406124978028,-0.07640601348524599
GRN,-0.07273826047683417,-0.12246852628644017,-0.08919694043449473,-0.04415242056664745,0.1296256160330076,-0.014753262066718878,-0.1372090887146787,-0.250382454493006,-0.46244959948443815,0.01765733309698765,-0.08999708432258648,-0.37882723490138737,0.07824115951413575,-0.0054580381376141155,-0.0537624070913509,0.026454028162072936,-0.0021463466485165707,0.08807360615750175,-0.06110317646350515
MIA,0.036639085716322975,-0.023455722587746967,-0.034203984279805755,0.07738558878676315,0.011684567164288786,-0.05193926155700943,-0.10033014533317901,-0.06794260226928638,-0.19929340085067837,-0.08187984722735615,-0.021466875242662598,,-0.05473253640137503,0.11181955660415248,0.1537616299768027,-0.061163069198980125,,-0.05914427261303754,
COL4A4,0.01195956740911986,-0.06781801762441428,0.09116514745248976,-0.031607496158526475,-0.04277437562936214,0.04395806378966043,-0.058244377776682676,-0.03773293246728131,-0.03417174655641088,-0.0013328588040504125,-0.0008595108992925394,,-0.07217683649724445,0.024114111918943228,0.10858721338801094,0.007200193303999798,,-0.09950191507103978,
TAC1,0.3923266846509178,0.43012735958983533,0.23700428342171925,0.07122348777495634,0.2645526345295448,0.32131348452946834,0.40979307413377736,0.4825421287034681,0.6400359969531327,0.4235680612817009,0.17557484047591385,0.4848759125515835,0.4992852115926604,,,0.12872039351103368,-0.028135876075728046,0.48066609890603007,0.20919175188382175
RARRES2,0.09565057442126244,0.09439718345325765,0.06840700948266937,0.044499496317948126,-0.07052162094854601,0.06638424450917216,-0.31120064184919916,-0.261327574682937,-0.5433260954470995,0.17585940019561275,-0.0014497743475350145,-0.159687352429197,-0.24867192210566294,0.0033638219768149904,-0.0738887282407573,-0.025295840464393586,-0.06048514744385281,-0.2716108688308375,0.062043153759084
FGF7,-0.013414411266083651,-0.06557807319310685,,-0.03529353795455603,-0.035153675218168486,0.008888356992590987,0.17814759880979275,-0.05532289035173363,-0.10324131734268717,0.004796966377954881,-0.004379248024915716,0.03160630751220737,-0.05087845929507619,0.12574170488000996,-0.0016981545483622565,-0.041069422562274055,-0.0467856278865031,0.11615070306847558,0.02437817828541265
EFNA2,,,,,,,,,,,,,,,-0.017751632124629536,,,,
HBEGF,0.02840686585163311,-0.04088563763063769,-0.06569852462574338,0.013494964941241442,-0.04640970712746525,-0.025340642923816634,-0.13626988781110885,-0.22821710402540007,-0.1590046139259888,-0.32548785577540074,-0.07295573245024838,-0.27249174887303484,-0.08632713419222521,0.022225733449658155,0.0336572221758527,-0.08277641218526087,-0.0077581732710791836,-0.19280028693882822,-0.08041416971216817
CSF3,,-0.07761776509499761,,,-0.04234903627104823,-0.049184361055566644,-0.055383035483160106,,-0.03981014802592892,,,,,-0.0012537807508324651,-0.09649458651886222,-0.036569935093953655,-0.03445939300902999,-0.1334869444734742,
PI3,,-0.0919498171924788,-0.05366371401921893,,-0.10033078977691004,-0.10174608176971245,-0.10227378752084579,,-0.07271160697502187,,,,,-0.07230566906903617,-0.18607809390067287,-0.0660784098775509,,-0.18201160237985073,
PCSK1N,0.07959033783247166,0.36381024297642345,0.08902681772591861,0.07610962825003417,0.07832922737171998,0.11743661318246927,0.06634025924017964,0.25893836522992214,0.36052208446072387,-0.15048285669194597,0.17615042330235678,0.5630552781392446,0.4921324797974639,0.07190247864203504,-0.0035484769967536597,0.05473028107194414,0.17021250722792514,0.4398801672438803,0.12684724550055135
NTS,,,,,,,-0.11975531539493862,0.04966906281802518,-0.09761272353229465,-0.06883601303139095,-0.06974238213154701,-0.051110410673126334,,-0.03413982736638203,0.02048243876780136,-0.04494367799526373,,,
SFRP1,-0.03282004135605137,0.12428250112418149,-0.03318695138299035,-0.033319420685138025,,0.07724147069547184,0.16993787809972824,-0.1343153206338435,-0.03446471250892314,-0.04909462300921846,0.09821418613700417,-0.15820210343760038,0.03953965126536465,0.12214724740812545,0.05210175276554706,-0.033719195072500575,-0.016374680734631962,-0.031115848210611235,0.05991627688221281
CXCL13,,,,0.05912321770369789,-0.030750411189001372,,0.02841421840770537,,,,,,,-0.05637395589764967,-0.07544735285728073,-0.04737699906768347,,-0.057530759822687245,
MICA,-0.010256083598290434,-0.08141341430063488,0.0213285495190926,-0.006725389082662996,0.06287862849454427,-0.02112112874658196,0.012287809271013181,0.01763547982950091,-0.19875779841764427,-0.027923379001797654,0.0018954605301119997,-0.06508107050491672,-0.20161402343883986,0.05119759643377405,-0.015130976242304956,-0.004512494972013902,-0.023060194426240094,-0.07573892979702651,0.13556810985905393
TG,-0.026122996043703852,-0.024030547426379202,-0.01137572209480891,0.031200495300814386,,0.005772165747757325,0.04845809223692677,0.042740475522064274,-0.038315708561864524,0.04185184593312209,0.042814522901794785,,-0.03418545210189063,0.020851397157248812,0.05816691256747378,-0.0067477384152317245,,0.029279600799489967,
ADA,0.03874548573890656,0.05805188794803605,0.00028753550209348637,0.009029353185033308,0.014959682593286179,0.0035492853596701215,0.03463501675227055,-0.10855008620558664,-0.35080612327147465,-0.031187607510158897,0.01444731672121894,-0.2628694249733644,-0.14481046302381567,-0.03736174883166129,0.014532766590972256,0.05395447935088324,-0.06803895955895309,-0.030701711493309792,0.14016268439219026
LAMC3,0.10769937709735664,0.06832413528842787,-0.048050810019737246,0.0051751393926110015,0.0916691446242463,0.0037297206146198083,0.11430520001796524,-0.1419057483430279,-0.27656366307804536,-0.09162800369100196,-0.04326020289331779,-0.08293144411056975,0.030292936692983673,0.0565472390816983,0.01794699010146466,-0.03795458347426901,-0.04786858520661225,0.18908125868269662,-0.06161912487760592
CCL7,,,-0.043868781905939076,,,-0.049433029947286496,-0.03512569717605765,,,,,,,0.0323853801222019,,,,-0.13396139647930483,
NGF,,-0.04471780087250895,-0.011941568253854491,,,-0.025648694063258412,0.01821525013496068,-0.021566235108949106,,,,0.10479724025151597,,-0.04344260342512886,-0.01763928701007385,0.014368167270372111,,0.023484021637226203,
TNFSF15,,0.017236603986684185,,,,-0.009696059719568712,0.018149694154811012,-0.0828037880147483,,,,,,0.16513876170281386,,-0.040660491897509456,,-0.06288125070616415,
HMGB1,-0.04430703326756446,0.17325906988496087,0.04515878297868,-0.009194803369960052,0.16615798654767325,0.09603193068778967,0.04145488635023536,-0.1356985079409348,-0.46539992017478043,0.18996130026966948,-0.12952238121713197,-0.2430738373295519,-0.012358408775022811,-0.03097501680878207,-0.03188867220471417,-0.04356460013113431,0.009359202859938812,0.16671362768734255,-0.07612796847052142
ITGB3BP,0.017010896316686452,-0.24641241971847694,0.0381164176292621,0.006527263592490321,0.046623543356696044,-0.02414284326034362,0.0022427566192195474,-0.2861010099274824,-0.36309497925401063,-0.003860492665236945,-0.04948880026501439,-0.02861813856598733,-0.23765541544026503,-0.004766038553854345,-0.03684191118278552,-0.024388575258548224,0.043374376658010215,-0.010574397205949668,0.02791708958003707
AANAT,,0.048300888922879155,-0.0023801772250094362,,,-0.00039523358534322966,-0.023223066803997335,,-0.008210668861506587,-0.03916661979915893,-0.02680802462897606,0.005591673244215417,-0.04332388612670088,0.022262085573460582,0.06740565911851146,,,0.028776845255833322,
RELN,-0.02165665629708063,0.1572618524413309,-0.039281826195216765,-0.006805241237530861,-0.000963486530241964,0.04409668972570061,0.08938970169474761,0.12338751812289518,0.2922046223841545,0.10379154723967722,0.03113514508791437,0.06000196521070707,0.16047947625489603,,,0.057240278127712346,0.08996968417256354,0.16247566996887564,-0.057754690097096856
IL15,0.02435237759920123,-0.012200162705393647,0.025970835416439454,-0.024222907094919963,,0.023872231858426195,-0.027308826781316905,0.05191291479137926,-0.13278958811864747,-0.039267951091701996,-0.02812579147452424,-0.08623995446205208,-0.015433459251945815,0.007030988644423752,-0.027700051721981294,0.04412910323302225,0.0421515052602368,-0.07405426643191679,
UTS2,,,,,,,,,-0.1940394714838222,,,,,-0.028101224323222804,,,,,
BSG,0.05033795092287628,-0.20927968581840936,0.06947475952661625,0.027731345975697732,0.09660037095675958,0.006234917016641299,-0.10462862203502811,-0.0348724523012174,0.23129836307980275,-0.20023046771862382,-0.009874843984023133,0.4314834712725413,-0.31197147404812653,0.046814368189367205,-0.02490208210495933,-0.049743419323095124,-0.09141632293157703,-0.020222482111697682,0.19660755918639633
ADAMTS3,0.04273794536514186,-0.10452035530567186,0.023596445131166356,-0.04337102947345422,,0.044623069931372904,0.017874409480250007,0.04135427678823125,-0.4551186231960209,-0.02885635126214679,0.017274826181932285,-0.023737275305958525,0.043646075799973906,0.08430518029789377,0.10073689802206677,0.042009194166438904,-0.0018180128965549897,0.033921475201374306,
CD34,0.07031787728720405,0.18661998239931524,-0.013218200646918048,0.055805932143488605,0.12966397053866982,-0.02182858051634328,0.09861332444565934,-0.03032907964216471,-0.2466695800594426,0.007751770647782895,0.09686404768271047,0.0008446669692677763,0.07834160585748443,0.03650282206272339,0.07902494138191458,-0.06021504906967366,0.003723195114545858,0.021747379925199484,0.02096852232095223
CCL23,,,,,,,,,-0.077029040369942,,,,,,,,,,
PLAT,0.00508424975743516,-0.0369747005301599,0.03552669953922495,0.018740539179298743,0.0379459202022772,0.08973045497092706,0.019358305245039852,-0.34506948750655625,-0.46120810162636944,-0.36318461721686146,-0.014583562777032218,-0.013918197616544248,-0.1815039094545335,0.10024557522217334,0.15594532597852753,-0.003750633887001124,-0.05224171367450178,0.07726008417298617,0.06168683850092432
NTF3,,,,,,,,,,,-0.021594159331377528,,,0.08331127057288676,0.10227389033116449,-0.013736618557697405,,,
LTA,,,,0.03473282941047221,,-0.021533830697157787,,,,-0.04065218383914876,,,-0.06306656644620842,,,,,,
CKLF,0.0596455874260754,0.03082705717994635,0.025483613313714636,-0.04260541294763958,0.056207600731033314,0.07997390540502694,-0.08420878663264374,-0.2826077397975382,-0.515104385880172,-0.023911233817036623,-0.04476667706194665,-0.2645007336581245,-0.31707315014517345,0.02488577592781957,0.0759632757283629,0.041937746425640764,-0.06988776687105111,-0.09441229732044114,-0.013625156107032466
CD24,-0.014219429686466119,-0.13377044051366,0.048020437269849545,-0.0035175701919783796,-0.021055832193643126,-0.04965350229344528,0.12924541596071826,-0.14763620661181798,-0.04608893163151951,0.1187190705854789,-0.27942858837066287,-0.036223783558841025,-0.0008125463708440125,0.06987705246928574,0.08766702322582624,0.031967208800473414,0.09042876517245245,0.09853464828212652,0.07130272600060597
HSP90AA1,-0.11510504162892687,0.0969409318476857,-0.03010536402726806,-0.016632236625322358,-0.14967637809703124,0.046161988447885834,0.30271433954932636,0.4280177535108189,0.6042000173095378,-0.1299330389964178,0.018562118757878943,0.5923592871032514,0.5009443064382636,-0.06534038708141776,-0.16236935980772377,0.07747828072208858,0.14231465102840113,0.3233611195118757,0.13337344279512753
BMP4,0.008232301832431342,0.14150832724618964,-0.03819046117622297,-0.03194290565285405,-0.030609684216559078,-0.05432412597159794,-0.07392297423330675,-0.25045025614452543,0.09538327557083158,0.08893000196849406,0.008492389555960184,0.11051565198100692,0.007798094308480156,-0.050057733202969655,0.02420451507382431,-0.007145660174077876,,0.014238581509252756,
SCGB3A1,,,0.039334951647255846,,-0.021109225785935846,,-0.0296362810949675,-0.002839861042803715,,,-0.03219727687102342,-0.05857767689248941,0.10225037582274402,0.010456100787556277,0.04215481422420685,-0.01921227003732693,,0.05764844034352113,
IGFBP4,0.01989176492765823,-0.029666730142327312,-0.04121492390395133,-0.03847752533349622,0.026094779224142692,-0.10195574144892955,-0.08301197115174822,-0.25718890540390743,-0.29394626176017913,-0.20283291736912468,-0.010331879406043371,-0.1389299151432736,-0.17091663462542686,-0.01809394245456831,-0.14750433766374352,-0.07920539811458707,-0.05827595420802002,0.20716927180797812,0.047215096437526846
RSPO4,,-0.03261007697955099,,0.026393918986000964,,-0.03272393334117477,-0.08421142362268284,,,-0.01129880714310496,0.023054734655752234,,-0.05481196780434765,,,0.028097728931213435,,-0.10895945669406602,
LEFTY2,-0.025864710710269936,0.011645846271246542,-0.019683830265743486,0.0351407573871217,0.006913865379080901,0.010223750773482374,-0.07961097983403559,-0.1342182393782515,-0.33048609124798634,-0.09616685408542479,-0.012083788484879416,-0.02881106009392933,0.002212097260918189,0.06217232688119231,-0.036277182717085535,-0.07733411286737775,0.04119723121224391,0.16182362242744774,
PF4,,,-0.011342852898645827,-0.02741019566075765,,0.008492618600520077,,,,,,,,,-0.015040725437577535,,,-0.03837123398849023,
ANGPTL2,0.005554429934296284,-0.08137686852553583,-0.008542648550133206,0.026862410208768856,0.054769565495163236,0.04195873854783714,-0.08358294564450452,-0.425967903513327,-0.39097803814600746,0.05505405095903316,-0.07637344482611308,-0.3185598434652741,-0.4281058744046889,0.08051725358743873,0.11940893599563919,0.010397301769504276,-0.03830875706603287,0.12339428269472644,-0.04272303626867278
LRIG2,0.104562478483256,-0.05789743899112436,-0.019618898429385367,-0.0183811181059857,-0.0045438830339430735,0.023976994776204665,0.0021305666609933572,-0.12297310125012713,-0.19665610115391544,-0.01685983915823453,-0.07854644169734515,0.037470009006862245,-0.11356590135198513,0.06795507370274914,0.03116635535932939,0.02151286415495828,-0.02667790544900109,0.028343933589101623,-0.052374394481327406
ICOSLG,-0.06923029399932931,-0.05053081466084697,0.031480420658665235,0.04635733166436476,0.017628307459049065,0.013953036381109023,-0.04889671182873248,-0.14019145277749392,-0.2712478831279307,-0.07140657231966034,-0.017366642273137643,-0.18719313349959152,-0.15898698505141742,0.02021433931352811,0.1332623685165001,0.005972442567118391,0.06564469785363498,-0.015436594389533083,-0.022951484940754375
WIF1,,0.5759121700492692,0.03399885953830571,,-0.013657477685474586,,0.13947885262898818,0.4368580599742538,0.5268036757570267,0.14618814182756296,0.11173471439167731,0.3846704134449933,0.4457252842083147,,,0.018237615298636725,0.08269264580904741,0.05796371118451144,0.14884258726683772
NPPC,0.035467132341786674,-0.02919931848132545,0.027975015083159253,,0.029466211837395773,0.17764623857212639,0.12634858418861858,0.16379046350766993,0.08747582277896927,0.13688707860731125,0.07782054515689739,0.17941161110647713,-0.3105090560035805,-0.006384461351310996,0.06402223398070055,-0.011570441407736358,-0.030292471054261586,0.2568183181649701,0.16845273733731847
LYZ,-0.03264554560757268,-0.009614329000843264,-0.0775894378703912,-0.03872533290569793,0.00653524923574016,-0.07041257027778042,-0.15737118385575052,-0.09595290510709226,-0.30901677878589484,0.0758781218932703,-0.05714500221941389,-0.41785774664668934,-0.10886854882430097,-0.027459282769779193,0.026114868175684296,-0.02964272241712918,-0.06626825142779083,0.09713570814264831,0.052133616681939436
EREG,,,,,-0.027568463988586367,,-0.053530402199079896,,,,,-0.06042048274311043,,-0.024745558103948677,-0.04817311652615812,-0.03944248335825782,,-0.018568370415074597,
SPTAN1,0.047510031311697766,0.21754043925082123,0.1161238350646438,0.07042186249736739,0.08622823846795664,0.12938043901590243,0.20502180162776495,0.23453020182362172,0.3668499151905891,0.16415411714551856,-0.026037815035906596,0.5970556666587417,0.32958643588603864,0.018995598523720188,0.049340833997138185,0.022901682317151943,-0.013784574011852128,0.3806404898964393,0.26064175440955367
PTH2,,,,,,,,,,,,,,,,-0.03840919096504245,,,
LIPC,-0.03344525482927318,-0.030147838236278868,0.0014452339706620698,-0.04125380939565494,,-0.0025733379357545717,-0.007216674871347797,0.131923972597197,-0.10625778381510353,0.015215743771955172,,-0.0012782028402065803,-0.06549246314522843,,,,,0.011281186930064404,
COL8A1,0.13672422053260527,-0.27652353103083377,-0.04748520859911874,0.005589662361470126,0.038231173012442214,-0.06258529071686315,-0.15949308139271037,-0.254192401294605,-0.1602058166560113,-0.09081371518690975,-0.02857357255629716,-0.2381443236362437,-0.2949754837311886,0.06515859487754964,0.03836602438159117,-0.08110245439575821,-0.042176358361669025,-0.2078260178004635,
GSTM2,0.04180110740167744,-0.050057251176518255,0.00023220129555487733,0.005485629553210401,-0.03150001735037899,-0.027250906348353796,-0.017857156263556422,0.005773525630474609,-0.12638008570354897,-0.05977766819293803,-0.02041777334019456,-0.05931097161861237,-0.09629351627085886,-0.0282169095346562,0.012841592525135663,0.06422021101738178,0.05120912478979241,-0.02870198819827658,
SPX,-0.025450181833318656,0.22610539287121947,0.016742750663218342,0.003746521393601749,,0.03852890893808655,0.28440000916402053,0.12240694517238399,0.24495136578570179,0.21029688829728016,-0.00852537973457355,0.13469689124104478,0.44626340645632406,0.04744691854149034,0.02098974629728399,0.09547916723424943,-0.07955764087322365,0.07436197715384978,-0.0804809289406804
MFGE8,0.016550760440446954,-0.2585226739847856,-0.07800745131653287,0.040109653134161795,0.09380782192015703,-0.03586127062394066,0.12985819733265713,-0.14251567203241158,-0.1459280328744805,-0.11682019672412562,-0.05670424205938136,0.13047094883146249,-0.1703256884620156,-0.006972315448925815,-0.03201376748560179,-0.028949464252017443,0.05624576354733021,-0.05188992900265476,0.03597321977441172
TGFA,-0.025263539054712368,-0.31865089099254745,0.14080462012305267,-0.04031252482470525,0.042583893732354626,-0.0043686581296850865,-0.09236664202213896,-0.16402134425081144,-0.30172403909834083,-0.2763955944342756,-0.00898842696543359,-0.20691910799554275,-0.13615634120420697,0.0971677255302258,0.032568668808047645,0.014560699490558318,-0.035208664947035104,-0.05792734753080861,-0.0708496705117209
SLIT2,0.008054553398304987,0.4973208303811818,0.02791526146177973,0.031732856755227815,0.24548147179500032,0.06809113361611159,0.15626059962399522,0.1622934406056662,0.24401664374828555,0.2148969678066525,0.04901667544425327,0.3008410480135141,0.4519423657571215,0.040261443197604545,0.03953301798166027,-0.02167472099298742,-0.02559864254413134,-0.0034256248748350637,0.25867876174741816
PLTP,-0.016158983692565188,-0.09238092884342178,-0.02833175819276054,-0.0539050308701516,0.15459235194499726,-0.06305881256423472,-0.24477454142486066,-0.25043182982113993,-0.5614128157956674,0.06456585566752861,-0.24395164066118166,-0.5046187831703906,-0.09206689229677598,0.04601633941181419,-0.06313050150841376,-0.04367462164647875,-0.018264759660196712,-0.05460997509402894,-0.0952619731437942
APOD,-0.11618798895552207,0.22259483450688605,0.07152389571526703,0.014178099794231168,0.1744512311589806,0.16427838102632905,0.05055873273568312,-0.04387000546127586,-0.4968899159317377,0.067206330409573,-0.09453120593994228,-0.42036427768279194,0.28259477412015055,0.10064637996704233,0.14591625852736503,-0.003806341929063849,-0.01943283703055256,0.17317717285042444,-0.21077274684572567
B2M,0.07156407124944049,0.14662961571806288,-0.01426804440665617,-0.006132968069327552,0.13833522854623453,0.04446351663178691,-0.15635909968162676,-0.45813109912600103,-0.6452506708766386,-0.02970574591915096,-0.2565593156545541,-0.6473865366448798,-0.49193918843302714,0.08167176561864081,-0.010886446059180054,-0.018856767959785168,-0.051131650165754564,0.08710589420810023,-0.26291203277948816
OMG,-0.03147914313299338,0.30796689789629567,0.14377645152009466,0.03611702362218016,0.13018187767124528,0.09203905963359883,0.1763910210226901,0.012604801669836374,-0.029706680959202973,0.2289223705248702,0.1426507430546633,-0.07501943230443847,0.35785435964497464,0.07348754223302201,0.1745206617264649,0.08495449433077298,-0.048543264957735525,0.3914552638000924,-0.16407920343677765
CXCL3,-0.02103693156672883,-0.14698031873758194,0.00822222514131845,-0.008501905225630272,-0.04838040563106147,-0.012103468444418938,-0.1392455365084155,,-0.07182967582818915,-0.1727873666814332,0.03938565831864547,-0.042301162908613146,-0.0305452405111118,-0.013246803393648681,-0.046398459389104994,-0.043853999985553345,-0.0904110161951757,-0.2335004784164763,
CXCL10,0.03596937304661972,-0.005910479264197727,-0.012324740825127358,0.0017615350891148735,,0.04633516666461304,-0.02625490038295871,-0.006213105522910641,-0.4485517569505344,-0.10052952564653515,-0.031486298233099064,-0.10227032480594495,-0.07217684105704326,0.007110444519298868,-0.03878747390832964,0.035595720795570863,,0.01775350097213323,
RSPO3,,,0.04778234054158508,,0.10329302819463389,0.1425509996915494,0.24985754661331588,0.17606147593805516,0.18530616558765023,0.1572840259964542,0.0758170855607877,0.24769222663430004,0.13438378740833443,0.06630213965513791,0.08892016464660875,-0.025848374471279262,-0.021883887907442164,0.198990785997314,0.07881999585514946
CORT,0.04748669275123473,0.02572936982805807,0.030586298302581402,-0.014623835759482671,0.3151533333709955,0.11007938544435011,0.145458428606344,0.053464771154401514,0.24289125177219575,0.04012604294676165,0.02197628513543065,0.07508910561653184,0.06023411102257598,0.1641686639549697,0.02451114262185583,-0.0043182091674849295,-0.07283276857825198,,0.0936279585054357
NCAN,-0.03277236425589571,0.061373470371451466,0.13156803047803475,0.013520522245681468,0.10111418817195109,-0.08592012652543873,0.3533872204284824,-0.19820194446634404,-0.2475519405707191,-0.08128613945516934,0.00911764840282775,0.3469970112957669,-0.38642536121615784,0.08851280765780009,0.16476143952333172,0.15369302934994403,-0.06397579428905628,0.32247325317912945,-0.025874274987118362
PRG4,,-0.05813006830294455,0.012823232717871749,,0.04344281270235292,0.010469501648197037,0.06324690266348698,,-0.020585865456422218,-0.018034187628668485,,,-0.049490335180488225,-0.007520278493326716,-0.024362442271988072,-0.03691424086967055,,-0.05595018846023861,
ZG16B,,,-0.07644564738811518,-0.03298371553618635,,-0.045605272278622835,,,0.050195849779634455,0.006150716960152166,,,,,,,,-0.08278894416483037,
TGM2,-0.035367263216515885,-0.0659733038601356,-0.07433704448502383,-0.012024798841773475,-0.05937493308366536,-0.05097375276261967,-0.10016472560297443,-0.052198993029292304,-0.1796542399175235,-0.07458807295589488,-0.03738125658095239,-0.014131093265877795,0.21064246335424575,-0.009847397709911488,-0.13601156724988653,-0.0847380852161908,0.025800223830793667,0.09037937670831864,-0.06582229273320704
VEGFC,-0.00708171760272858,-0.05997581495529846,-0.046601924714944926,-0.026840552992009232,-0.017154258075620477,0.0015672023719438188,0.011064466747961969,-0.032724913828278364,-0.03791788746955474,0.08514484291965604,-0.09715932289912316,-0.015727397364331396,-0.014187770836797576,-0.04840866696456097,-0.04591316767537582,0.04865888309857717,,-0.10880225184580274,
WNT6,,0.005968960191571437,-0.017262954635801582,-0.007014631652972914,0.01063274370215392,0.02931926899660682,0.12816523804821417,-0.05554173097362962,-0.06007532172576779,-0.06271423850926267,,,0.04037614607148653,0.007011860067581302,0.03517715783733594,-0.0037307855075676944,,-0.0515804886379236,
