,UKF255,ZH8811Bbulk,ZH881T1,ZH916T1
TNFSF15,,,-0.022333972493957088,-0.04798305194498734
HMGB1,0.04262599071264998,-0.006696841608880047,0.024050396754988768,-0.10084136077029321
ITGB3BP,-0.040376176770809104,-0.02735958819198979,-0.0035631179206114753,0.06987637887362264
AANAT,,-0.019696674677977796,,0.0024845128055679916
RELN,-0.005686726670190536,,-0.026977018388108287,
IL15,,0.06054674201469876,0.07837980228733292,0.05828287719562568
BSG,0.011945542416485917,0.05130729928352725,0.00930378715183095,0.02013058774531856
ADAMTS3,,0.025552620905548155,0.01416445533580593,0.04566504696468173
CD34,0.10252295174749505,0.07736477962471838,0.029151347070517017,0.10908349547869492
PLAT,0.025353413826426845,0.01813035104788732,0.015532333497555706,0.02619424367095063
NTF3,,0.08091544306231932,-0.040676439442137564,
LTA,,,,-0.025859838771000745
CKLF,0.10304014622467794,0.06200591610395311,-0.0029575404384349292,-0.02785958135750557
CD24,0.05889643979135797,0.016387353109944065,-0.059987148969632746,-0.057485203676917306
HSP90AA1,-0.08172699184663021,-0.11285456663970828,-0.034765084331963,-0.024265558932733935
BMP4,0.005501587536436556,0.04099580700105538,-0.009891030807191137,0.02436321383360471
SCGB3A1,-0.024699355638325274,0.032020663098047325,-0.013125137157480994,0.033101469136052775
IGFBP4,0.05517988721286461,-0.059246755544173815,0.11194395237649811,0.12784160702247943
RSPO4,,,-0.031235369354197462,-0.034106420410165206
LEFTY2,-0.021685710408760953,0.14964696475554762,-0.016161089192210692,0.01899063351679275
PF4,,-0.013415304222334676,,-0.02585983278684224
ANGPTL2,0.06378426008964956,0.05120359209132464,-0.12386186595469414,0.030109246045688442
LRIG2,-0.0024488735801071943,0.04450170517267551,-0.019817331690535452,0.008053544036041704
ICOSLG,-0.018776246274318033,0.05148619705272109,-0.003656202906844829,0.017012020319682557
WIF1,-0.04005282484223544,,0.022006092152805374,
NPPC,-0.030987386170794474,-0.025382654950727015,0.08564895416641223,
LYZ,0.04103126417072756,0.044002816867560364,0.03884788383051042,-0.017633804187721133
EREG,-0.031146859343443106,-0.004265045260997884,0.000839057247740928,-0.03905433758758025
SPTAN1,0.009951558247770519,0.015385033388686953,-0.04758989620862224,-0.05769385297327305
PTH2,,,-0.01799740301516628,
LIPC,,,,-0.006417549811213959
COL8A1,0.04536421546017132,0.09769222856064068,0.04264153050834852,0.055147067800084555
GSTM2,-0.03845006323095752,0.012861694476697882,-0.016116558913982754,-0.05697083150068473
SPX,,0.08046747031457475,-0.07686854303594066,-0.03929799468650086
MFGE8,0.013453746961889076,0.004882541636743225,-0.030241753847698397,0.08600154561515168
TGFA,0.0891365197771416,0.016843051010850804,0.03496646976687251,0.05425057977868257
SLIT2,0.12207202692869344,0.036829387920779104,0.009800957493466374,0.03610481036162292
PLTP,0.05814419743280374,0.0036369022329542392,0.10228031390748751,0.010298765451411084
APOD,0.059364946995347945,0.06932318044863578,-0.007764586516408423,0.020231121924374755
B2M,0.14912299955498137,0.06451365046123718,0.061505036584416854,0.1117478166560653
OMG,0.07442376207422297,0.07188410588051766,0.04143214589537761,-0.048979238628407334
CXCL3,0.02068941417315815,-0.04818557816078389,0.013532975430104592,0.02446334247466881
CXCL10,,0.02621150563868351,-0.042680257863323294,0.01361761228243546
RSPO3,-0.023107241808290966,-0.017067864709534815,-0.009271498734004832,-0.01842930521288078
CORT,0.15912878637080027,0.10248629832656213,0.04269370071497787,
NCAN,0.0738601366042199,0.07553749392778752,-0.14822537839044247,-0.06772676322202931
PRG4,0.05329562568026879,-0.02071456846659772,0.03455716603366296,0.04440165799131681
ZG16B,,,,-0.022979360240824868
TGM2,0.004423120549111966,-0.01294969018002581,0.018626544526548054,0.05957393786730143
VEGFC,-0.034358507745006775,-0.028127905354235108,-0.022945677017076133,0.07110939122115131
WNT6,0.06205558259409762,-0.010855546810482123,-0.0024481947932767766,-0.027752300284206124
NRG4,-0.017320119875130633,,-0.03225998540677791,-0.0184293072783662
PMCH,,-0.019696673979494022,-0.00720860660429926,0.0586710541822382
COL9A1,0.017875899498535422,0.07027200647095608,-0.005100999534522091,0.05634363730851365
GDF11,0.041400273083324786,-0.04447594906076967,0.05830531658014348,0.02153566442494895
RAET1E,,,,0.0008399270168375741
IL24,,-0.013201404017100998,,
SORBS1,0.08345402976840088,0.04048312547936704,-0.0054065003105091824,-0.05795339840150489
DLL1,0.026097761618547637,0.07119967576165284,-0.08013148044125838,-0.010752758789528612
TLN1,0.004093036440751506,-0.05023096381217918,0.016903469989195497,0.10265405405318202
COL2A1,,-0.03440689727694579,-0.003001967737742645,0.05096519910135109
SHH,,0.018472168704113823,0.10116089719136616,-0.03774492155264349
PON2,-0.004394629560938059,0.09574245825383594,0.01213330861587398,-0.07430605590272167
ICAM5,0.016432318398121454,-0.04213404727167885,0.01214956559125975,-0.017447828809827506
HPX,-0.023107247883107414,0.023203755483429022,0.024897656535722696,0.00017844199768079542
SFRP2,,0.023726354165338276,0.024193230918470237,0.09381102457254
CD70,,-0.007752498979161431,-0.0038168439056102013,-0.028117238175525878
HP,0.06334617956874826,-0.0046674678627453255,0.11849858948385182,-0.027568227996071573
CXCL2,-0.003989636195285609,-0.04008210072612849,0.018432340593586713,-0.028731121533989924
NPPB,-0.004278745465106809,0.044170066812472514,0.008284211240559175,-0.018694479757888877
CCK,0.11694632155749399,0.09077985124505195,0.031206528096820382,-0.006961910204909012
SEMA6A,0.01438847519095697,-0.017204663055406313,-0.0008996557719318192,-0.0579557616412129
IRAK4,0.056829951523160546,0.036503574954397024,0.09207430745917547,0.004609592088227037
GSTP1,0.04173440399942568,0.1106731094105639,0.003915301747232716,-0.00031169412015617136
VCAM1,0.017078208065792216,-0.018649640101600924,0.015018752780050174,-0.01886271154355893
NXPH3,0.045445405700742195,0.029915794268531748,-0.06454860153852171,0.0007559311686981606
MTMR4,0.08704512700304239,0.026536298197442233,-0.01130457026324091,0.030638658140946903
LAMC2,,0.005972203445487823,-0.0230515130269205,-0.010438266468898737
IL10,-0.0024823977601604393,0.07181197019407695,0.007139962352113143,-0.01194078275387653
SEMA4D,0.04772819162147985,0.05158625655407981,-0.02210727056323621,-0.008631101948985335
TRH,-0.01784624669112572,0.016460268321457444,-0.0059030815555383255,-0.020939071008205107
SEMA6D,0.010959441461768981,0.000637794156150523,-0.06072293158738982,-0.07270657019698094
CEL,-0.019584110891109657,-0.02155304260707724,-0.0027026179196839393,-0.03827319831527764
PDCD1LG2,-0.024113146364483595,0.0028323396929754606,0.05600981616303808,0.04568368048693611
SPINT1,0.019693043132041007,0.010375778371697106,0.009977717374736307,-0.059232948593937004
CTHRC1,0.07526396199980179,-0.008098948734952078,0.0319852702529057,0.13114731292637943
PODXL,0.06079617241475419,0.004625538110492156,0.01707373881052029,0.042755953517172686
JAM3,-0.017165573396637067,-0.009577637944405618,-0.04234125861013753,0.05794102472754883
TGFB2,0.014721390816302174,0.021430117812504285,-0.08578362896927179,-0.04472900454284753
COL18A1,0.030030244420687052,-0.02458833508839259,0.10426971332277574,0.11828185911118208
NODAL,,0.08448828511438589,-0.026361134041714016,0.060029640109344716
INHBB,0.008957728128753692,0.031861669108900204,-0.0011116543890784456,-0.10037016030751052
LCN1,,0.08965379048506815,,-0.021174728293456804
ARF4,-0.07129681232579861,0.0573903342986637,0.00041549652449415824,0.032791033207821604
CXCL14,0.0937588695427632,-0.03762489672397129,0.10326094174057683,-0.030152050860806627
LIF,-0.009407270940538559,-0.0714577702283664,0.02137527971600581,0.01716290102500973
IL17B,-0.01784624669112572,-0.024657411248163143,-0.008903632897004249,0.07390210541622019
MMP1,-0.06003212849242206,-0.025382653305135686,-0.02374838431766852,0.027100538893831395
MATN1,-0.028509329838185996,0.0038427156985628846,0.026168573048648187,0.086045757845773
ADAM28,-0.020038663764037415,0.024542012634725996,-0.025319382019469233,0.024238408683589542
TCN2,0.11233409540213528,0.00958132871154971,0.01731784338091732,0.09412787399238619
THPO,,,0.0235613786818692,-0.027568236388437976
CUBN,0.04664401678122184,0.006615722685034833,0.06596199706495998,0.05573356505879795
TIMP3,0.019508548556977784,-0.04154128998676662,0.10356266516043888,0.0855279352030521
PIGF,0.04903097809357038,0.09348948359272864,-0.016341366840292585,-0.00677299380972378
CRH,,-0.01385052656444316,0.0013534229417143952,-0.0044941967851452455
BDNF,-0.006185602602901881,0.01939201719397551,-0.06009353621625528,0.04499608311303314
CCL5,,-0.042954965996403346,0.028850447443776066,0.1156326204309327
GAD1,0.03210955814776375,0.06001219081331883,-0.02585138344756445,-0.01737879432041856
COL14A1,-0.04087244379548606,0.04045185244853474,0.14815306977179243,0.1285736014629562
HLA-A,0.0515739642030821,-0.08850750963185029,0.0018147499431884094,0.014760279422238953
FGF18,-0.01784622676201462,-0.024039067794539015,-0.022548490345458094,-0.020939072688130344
ADM,-0.06843632367414057,-0.0631623166859293,-0.026885839658746084,-0.03478912617105921
CCL15,,,,-0.018160456116847235
GNAI2,-0.019208383206559373,-0.05014705563073274,0.06546051170629359,0.0873713976433274
HDC,,,,-0.053120176163419026
COL11A1,-0.009485492738897115,0.019907283703613714,0.08268458652499812,0.07292473961919119
NUCB2,-0.006374450336066841,-0.04358719653722165,-0.042611034199616496,0.05943692613808918
CXCL1,-0.01758501317198937,-0.039282139013843906,0.011345517117841753,0.0817150945686555
VCAN,0.01041101331478923,0.01540545760434181,-0.07113731046867867,0.10249150264841965
MMP7,,-0.02989461098735717,0.039091520501768784,0.12059984120842654
PTPN6,-0.012413744469649728,0.03500855194812993,0.020726843145864732,0.031652782768321765
PTGS2,-0.09418736093993235,-0.045892567368234126,0.033279809725831624,-0.0346348232944367
CD58,0.02706747524609009,0.03161701238960376,0.012808781981572743,0.020861020664608293
TNFSF14,0.08149107626533776,-0.02620757300170816,-0.02337507561276918,-0.021649325728958193
CNTN4,-0.020516171689300252,0.07795145292371915,0.026592005705218427,-0.0039603334733198095
INSL3,,-0.015212287755361025,-0.023127449563397066,0.05667945893442212
BTLA,,,,-0.006140245397092627
MFNG,0.17593563080341762,0.045737452060759194,-0.018338871531856045,0.06629787355288458
ICAM1,0.05094208151735879,0.028961580432454514,0.053940163065624616,-0.03133848633094523
PROS1,0.06012930769244308,-0.0024019059999807347,0.15216428980045085,0.015208715494217937
CLCF1,0.019408340129689432,0.004565114028364045,-0.025228411019489878,0.018160755529815158
PSAP,0.06611953555895692,-0.023751185005223326,0.030486842000916097,0.010930628121831975
EFEMP1,0.0529773034298707,0.04648913706247638,0.010569570493878272,0.04657359803421497
C1QTNF1,0.015734691782952254,-0.05655984597431454,-0.039305322257911335,-0.03176296526177855
ALB,,-0.011848997314912065,-0.003875868181026886,0.00120258943096094
CCL13,,,-0.03846495012377271,
EFNA3,0.05704897174358801,0.013367518339068173,0.007677829651787655,0.030345671841911556
DRAXIN,-0.006808845951075631,-0.10118852567757693,-0.06111789210068623,0.058078159105350385
RAET1L,,-0.015399741252944632,-0.002994335311700815,
NPTX2,0.09039551101905711,-0.003670065642785414,0.0285092307924849,0.06563875811394818
FGF11,-0.034095336862149335,-0.017717072750025584,-0.03594421746100085,-0.01775455024026466
CD59,0.06692942750769176,0.01613607139276252,0.04306429136701359,0.12515808592022581
COL9A2,0.0961000821277013,0.03233524289843237,-0.03263655413266696,0.053267024247014856
DLL3,0.056325387637838266,0.060430480640714386,-0.03992324926757887,-0.038026864256579085
FGF5,,,,-0.0010508231888480383
LIN7C,0.035540596025979546,-0.031905904863244385,-0.002079843859621521,-0.03125343864961734
GDF7,,-0.01320140819957309,-0.027876920692031657,-0.010462552843512734
PSPN,0.057546620726613144,0.017820478656315055,0.018054374591335735,0.007234494909566164
ANGPT1,-0.020968017528589747,0.02551115463522474,0.02761149384105851,0.019376899288247373
PNOC,0.10718243756406982,-0.014038435548365187,-0.03304922806335415,0.039849741064934545
L1CAM,-0.033966730554780326,-0.057012063231446156,8.092210534119601e-05,-0.03123406648468671
APOA1,0.11608131557449394,0.05181441751610216,0.01673372326626186,-0.041883592568663516
PSEN1,-0.012616273835936692,0.0204023588724164,-0.04037350423452395,0.08661749268093238
CALM2,0.07796209964318286,0.1003463900006027,-0.015397002201822586,-0.0697580601932767
CLEC2B,-0.07448774506404428,-0.04051384939264598,0.014864009670163065,0.012851000374989057
NTNG1,,0.04230227190171727,-0.02663281949748544,-0.0810810899650127
LRIG1,0.004084357405884786,0.056101915128564474,-0.06036200486437121,-0.10953381472667963
CPAMD8,,-0.014830715959651596,,0.0060768427504584435
GHRL,,,0.06810148607893576,0.010870475984227688
NPY,-0.016501605889163645,-0.01391579809100436,-0.019580245783693297,0.019937568464312248
MMP2,0.018014692232775718,0.0015184855170040925,-0.04329410929846426,0.04137849787229398
PPY,,-0.0006822997661709372,0.057833110519573024,-0.049745943695461495
ALKAL2,,0.03123538157584452,-0.004294299585984347,0.0685078207459089
CSF1,0.013614685230957725,-0.05413584082325161,-0.006763187413724796,-0.039338104788182074
SEMA4C,-0.016497096137527426,-0.0005871894262722673,0.03702017714829754,0.021567682974482225
BMP8A,,,,-0.022318379360229033
ICAM2,0.09780801029520678,-0.005930213521445099,-0.04539482383780066,0.10736105312134481
SYTL3,0.05736722137737884,-0.0014330109475775674,0.06595811442608908,-0.042881423361891616
IL1A,-0.005099607997087018,0.058467029792069615,0.0158318335140807,0.021380258947905937
HLA-G,,-0.025618131711471634,-0.02674975834617814,
PGF,-0.004975093716273294,0.009193762163650565,-0.05722803122629073,0.0807885228453286
LGALS8,-0.02934566800745392,-0.03342129074606347,-0.00893035687770434,0.06585892578817464
DKK3,0.09821861255699822,0.03577062138571682,-0.007350037317148696,-0.018549330822682685
COL16A1,0.011161675643274135,-0.0038310412519914467,-0.03637880944733483,0.09172535589278016
TPH1,0.03933666863368921,0.0027358241621838375,0.057392552321573774,0.013337121928663044
TNC,-0.014430378447732928,-0.0413307360147111,0.041140027331968455,0.00018943656584823016
TNFSF9,0.02854753799472892,-0.020788078660235364,0.021979746658932715,0.05008628488065845
C4A,,,-0.02817092871139687,-0.03005510864146573
CNTN2,-0.008268453528142322,0.07606493949975322,-0.021654894111953978,0.033347213558978114
F7,,,-0.02787692338766177,
LUM,0.011699230778836296,-0.009820797428149172,0.058394653953002466,0.11947241502400761
BTC,,-0.022496520833119822,0.045195020136183255,-0.012487231710369537
APOC1,0.03514062314288443,0.04762794410380035,-0.004239734529547262,-0.03997677270362494
PKM,-0.04553095597657553,-0.05751645078285073,-0.0037248033549332205,-0.00905202610567288
TNF,,-0.015399745453227526,,0.03974971642801848
GNAS,0.03795928976015897,-0.057588451150371076,0.005055482642059669,-0.025984366812508274
BMP8B,0.0012640595360855931,-0.03160136571447884,0.08914569596102398,0.01727498274011878
LIPH,0.040608076568162586,-0.01716939132066696,0.044807429294047206,-0.013413998076950857
CCL28,,,,-0.017330269832679098
PTPN11,-0.04377682851620866,-0.0311312770169559,0.03980560995538855,-0.027812256795994885
ADAM12,0.07068852770082437,0.0035711085380036455,-0.07599707469976894,0.06541944116791494
EPO,,-0.017831721770899922,-0.02667074667416637,0.004009398043593664
EDN3,-0.020743210178721355,-0.004878867236011547,0.033619221808368065,0.04337353878391166
CCL22,,-0.016306836528009877,-0.02340241915730779,-0.028478100516418477
CCL2,0.05090703865260978,-0.03696741995089566,0.029363652458306536,-0.041743038787988455
DSCAM,-0.01672361776657868,0.05085796298610047,-0.023829678607059028,-0.019107038443828966
ANG,-0.0397092416105598,0.01676595494665054,-0.01164640472377233,0.023189638491272816
FBLN2,0.10791214871846666,0.041343187214679625,0.07048175888046587,0.077977901580851
VTN,-0.02051617512636182,-0.012538907273460844,-0.022976186904172705,0.026022704257488205
VEGFA,-0.11658591268734585,-0.07777242101528715,-0.008758131740330006,-0.1162130032577704
F10,,-0.021415308155746472,-0.046192013712611155,-0.019852331476204948
SERPINA1,0.10209658646653183,-0.03830792885196597,0.09248828997576636,0.059657760183823814
VWF,0.057850230122718505,0.028417218835869725,0.015450386452127925,0.1067887621191615
GDNF,-0.03130565922663143,-0.006025875733779296,0.04699060078246142,
VASP,0.07207181125701675,-0.0242237744752268,0.008183819425501747,0.005884008595207926
ADAM15,0.026708227358970618,-0.008142717481090543,-0.021542877608192706,0.06356248596206672
WNT2,0.06917975046474234,0.13787429065600293,0.06929949006513032,0.03510557838190358
CALCB,0.03594992247623661,0.014976398646704244,0.004580068663085062,
OLFM2,0.11482239163720896,0.03181901168985338,-0.06809234207801221,-0.02496038852493306
MFAP2,,0.03817302505185176,-0.01775403056451517,0.13606441206528003
HLA-C,0.16319629614290698,-0.016839163868036355,0.06184272630082022,0.009530730296599397
THBS1,0.023468309148315047,-0.007950789209434324,0.057055105058246215,0.11107403638710035
HSPA4,0.01692707399671345,-0.006381696813479058,0.0025263788768100804,-0.024802940524427473
LMAN1,-0.06869654841956395,-0.061266184738190066,-0.022287149089128044,0.03445964345187543
LYPD3,-0.024113159256382348,-0.034123147686991984,0.004301916644245041,0.019430060776912172
APOE,0.06910035997148785,-0.007239433456520238,0.029593783409517082,-0.01722143435020971
SOSTDC1,,-0.03374213827806244,0.01919928490745761,-0.030733523958896575
ANXA1,-0.010822032782938975,0.02591652808817149,-0.015258254997059332,0.00717577773003131
WNT2B,-0.024113163718967504,0.02583249440574617,-0.009926902736909484,0.0259925257021229
AMH,-0.031003925930662177,0.05440593490125715,-0.008774085772544802,-0.0017146389394550093
GDF10,,0.016391465592977935,-0.014604610040432857,0.11036177161157916
EFNB3,0.06251799884314238,0.007383607678281804,-0.04360707357416055,-0.0758980981951828
LTB,,0.04771190068007926,-0.04364999692497054,0.11877336931206982
ANGPT2,0.061053022047942926,0.0178409379768654,-0.019173386162468855,0.04503722086335098
NRTN,,,0.009337504134131905,
ADAM17,-0.0217346046485617,-0.06397797484482891,-0.0033045505289154057,-0.013493965984666288
LRPAP1,0.07749073420452636,0.04959887459929711,-0.0029779687666899885,0.04253614015491946
NID1,0.05639621984381623,-0.037319257756446615,0.07299098810683151,0.1295192917963921
MST1,0.015289652562741389,0.010769431055643939,-0.023613122657847846,-0.003046833225053805
DCN,0.07379130758757624,0.007116055400463777,0.043690844477655456,0.10499219025783038
IGFL2,,-0.017668267419996404,,-0.021210589848103225
COL7A1,-0.0726321096539645,0.04121585009057251,0.03641039087604771,0.059991266275686454
CALR,-0.022914647549883826,-0.08111389873792788,0.036449944683336705,0.10177383768697947
PIGA,-0.009386946671002464,0.023095511595795305,0.03163869909710683,-0.02558587209749593
CD200,-0.01741134993956176,0.04798511431688179,-0.018645109179684274,0.04745272160690703
GRP,,0.20012475708195568,0.09014914773104847,-0.021867555368053387
CDH1,,-0.011887381200567943,-0.007803625232971381,-0.03708081919303428
LPL,0.03276691945261073,0.12130609038737732,0.15914820820754574,-0.06668779968623358
SEMA5A,0.1284636443899535,0.04565815962955305,0.01359051792403559,-0.04649115095019012
SEMA7A,-0.027216049061742336,-0.00809416578706999,0.02948883718236878,0.10580023643868688
SEMA4G,-0.04691134819603197,0.02358711243575682,-0.025640672144118224,-0.025664430278797452
SEMA3B,0.01999964394220504,0.02022044070749391,0.1513472364266095,-0.018708867464808675
RPH3A,-0.018989176932308987,0.06314233347922397,0.016709602428269132,0.06445939453815434
JAG2,0.03158947165164327,-0.009892636305293296,-0.012734914470980086,0.07362318720205231
CGN,0.011134639087669275,0.05583734263692355,0.10552106756382544,-0.01936147001365342
GDF15,-0.07926418061449252,-0.025723914518617736,0.10869123907987939,0.04475486149294145
SEMA4F,0.12521842641404551,0.032755463834274634,-0.04451019983584262,-0.014138178378559777
NXPH1,0.03065529765592775,0.03449014837735804,0.01673506865324853,-0.02238287167740304
ARF1,-0.04526360064653766,0.014998775596924908,0.03349967920354723,0.06814879576352888
DSC3,,,,0.06915356900045157
EBI3,0.06195879591465647,-0.01934810918640786,0.01033042095784015,0.05119777973852582
TIMP1,0.05280172280970056,-0.08427960282186203,0.10154756638206917,0.11741840178681869
SEMA3C,0.021724988119179115,-0.05038531493972327,-0.03842839179425523,0.024218484406167997
GNRH2,,,,-0.019970666134389123
GAS6,-0.02159387465707623,0.014808070526808749,-0.08384764382619368,0.007665043524633344
MEPE,0.0977529550614609,-0.0253826520335426,0.04675704955310158,-0.02546638827225277
SERPINE1,-0.04035792004080283,-0.09094771410664977,0.007443682994287626,0.04951573833590787
RSPO2,-0.017846243955753575,0.010812239706765814,-0.0010179700219686214,-0.02154265541495816
SHBG,,0.04155607395819848,0.022594637239846376,0.04154875274668944
LGALS3BP,0.10092392370442226,0.0001785829010453222,0.04696492300325858,0.022850308340134268
LAMB1,0.029745255358956054,-0.001982524525781492,0.06565983986917971,0.12093726864480482
SPTBN2,0.04715598795365622,0.07957849193831434,-0.07396186816200914,-0.005123005742917497
COL1A2,0.06515502472568488,-0.06654929783059241,0.08803913683297651,0.13506517309214253
DEFB1,,,,-0.01694350987465611
WNT11,,0.12781428188268174,-0.005548501355312385,-0.007479040077972949
LGALS1,-0.010656195122398075,-0.055404680984072516,-0.039861923189210634,0.11926119254108289
BCAN,0.01359950604154387,0.06506207783307649,-0.09065525078046575,-0.09702880224615476
ANOS1,0.054890377561154856,0.05074357998247877,-0.0410339172265826,0.0072441599681537985
EDA,-0.028679997680669308,0.06114655508273893,-0.053478198116729554,0.04106913057269707
FGF22,,0.03204282508535566,-0.030408035208996636,-0.035320473542456494
SHANK1,,0.05644513598723329,-0.049534954004861194,-0.03285573905100312
NPVF,,-0.015212282444531745,,
RAET1G,,,,-0.02297935624578568
TGFB1,-0.002200634953132642,-0.01303880250809844,0.012111381526319957,0.0798228758843464
MSTN,,-0.03128529726066662,-0.04040872055526182,-0.0444422342561164
WNT4,-0.03845006002691143,0.07980992530122252,0.0003882859452012376,0.02501460626662253
TNFSF4,-0.01476155498163653,0.029664380300734622,-0.006386245815162983,0.07407203879090142
NTN1,0.08532859893974674,0.06675302437400496,-0.02240642331769632,0.07759064014505225
CXCL12,0.04679940686361139,0.002305907017889633,-0.014947853402326279,0.08397973251339576
GNRH1,-0.024553440777918666,-0.009744175768668855,0.002364605557685785,-0.018014693553890737
FGF8,,-0.02099734307937668,0.030090793825579727,
RIMS1,0.06314437136150912,-0.015381279487015283,0.004228721823598731,-0.01731893593376623
FGF14,-0.00557541662679287,0.04806049083042941,-0.020454823461181475,-0.01673077273930506
IGF1,0.04100265893388835,0.05373464307016603,0.08232256780270429,0.11115874466998371
TNFSF10,-0.029018823527106757,0.013697270255478877,-0.068344854872687,0.03278272986569089
GDF5,,0.005804437079956254,0.09069460748295656,-0.028867301674065253
CHAD,0.17672311734257334,0.011594327193649221,-0.026647554914553544,
RGMA,0.0199092577379208,0.05123547327503331,-0.09306604733718601,-0.07503241216902622
WNT16,0.1550042759537022,,0.043359527154156065,0.011631171295670874
CX3CL1,0.07516103016551505,0.016138837417408354,0.05071512207678905,0.0031131765668300226
FGF1,0.04795329081291686,-0.021958373561471175,0.02252153050385933,-0.020588288410211285
ALOX5AP,0.06831349219972695,-0.035370895131206906,0.045018619726187814,-0.07761553697990752
IL1RN,0.020330693570750877,-0.0064072159419846135,0.005103544506949148,-0.009077334736830858
PCSK9,,-0.016129222323177476,-0.0064778281360219235,
NPW,0.038432455300752184,0.04458077348065662,-0.06878793275709555,-0.025701119864222105
CXCL9,,,,0.09704439200789537
ANGPTL4,-0.05891638683264047,-0.07096465208682186,0.032482160922987634,0.10988778420792589
UCN2,-0.010997832701074519,0.05887284098487335,-0.0260480979772484,
OBP2A,,,,-0.020700929347892957
COL4A3,0.008202168447583041,-0.012763382717329057,-0.03643121960313728,-0.03348590904855369
NRG3,-0.018857440512420793,0.10891350761393338,-0.02099782829722388,0.013938982117005422
IL23A,-0.021190658526638654,-0.020714565394335253,,-0.02988344345137607
COLQ,-5.943987463762464e-05,0.07769806057226784,-0.012152120901112158,0.010248952247513947
SCGB1A1,,-0.020283897630583938,0.0171918618011965,
TNFSF12,0.04054242704166572,0.023843442414619012,0.06500272336923196,0.048222448247577834
DKK2,,,0.01757774177357393,0.0015533951973781043
FYN,-0.04113615375117062,0.0691318222346054,-0.09411078346529012,-0.02086561521607297
ACE,0.06257518879640281,0.07558956654649647,-0.014566862121950522,0.07139288369898421
IL18,0.03477731099662602,0.058738508806347504,0.04485559469402287,-0.0020198865137104668
PPBP,,-0.019093330663500635,,
CCL27,-0.02746679259782344,0.040694073353559276,-0.06279662524033627,0.02687770188939404
SERPING1,0.054387521666386565,0.016638621283971606,0.03302007252852733,0.006683531979569821
AZGP1,0.019510374547740947,-0.02106258309118969,0.13619013694585091,-0.013995757498754206
INHA,-0.0067367926816233855,0.002635919402436954,-0.027473237000377793,-0.006664000923197226
SEMA3G,,,0.0015822753236326209,0.050741523484252996
OXT,,,0.12962093577730638,
COL6A1,0.020133887393115113,-0.05445829698644415,0.018174514233598327,0.11166114842649079
FGF17,-0.004238441267324556,0.021595953704374848,-0.04909661301975945,-0.01972163655701238
