,MGH258,UKF248,UKF255,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH881T1,ZH916bulk
QDPR,-0.12621276578101073,0.0798459207041852,0.019703571577738332,0.08404127147612843,-0.3090927984503009,0.051177057340874195,-0.06271386623810173,0.03797981975449084,0.03596013948687683,-0.014637479379410928,0.02193955191378115,-0.008679236885704524
POMC,-0.02272815551837843,-0.013036689673375523,,0.04029300549083067,0.04116937975271812,0.015439457446677494,-0.01833262724042384,0.024829517615304622,-0.022034269301539944,0.03901276396129081,0.08704918633989872,0.0015067201194366895
CCL18,,-0.008218556725092762,,,,,-0.10949845094823545,,,0.054165427148746795,-0.0168699878359684,
CCL17,,,,,,-0.02158057503464008,,0.018127245724618282,,,,
VEGFD,,-0.026903698912475217,,,0.057186026924953684,-0.015829612770985855,0.001196326392928568,0.10093063026589064,,0.03593258217729625,,
TNFSF13,,-0.0475191467326198,,-0.018237295992022635,,,,,,,0.006027627369022754,0.011296631410871392
WNT5A,0.04095319504423364,-0.049386087278344364,0.04538390081646488,-0.051601287807737574,0.18773802140068144,-0.05784995109580413,0.01520514738717261,-0.014264196589373305,-0.03411965191068363,0.14324519642193462,-0.029949821605657404,0.01817007722957643
CXCL8,,-0.08460787077604821,-0.06562348535062598,-0.025941370693033847,0.11118501967326777,-0.01474122370678785,-0.08186114709955038,-0.05965394931104413,,-0.07153285194914034,0.002922835791556636,-0.04396724595729032
GRN,-0.06110235226138551,-0.018992380219826722,-0.012618730286471628,-0.0024085915492949796,0.25333942324666847,-0.04070222426849286,-0.03927649644201918,0.014202857732866683,-0.12037033937723855,0.06814612597771381,-0.05443865595038944,-0.009146545217199865
MIA,0.08464595208445314,0.005209910156340958,0.042358713789051344,0.05802495386453077,0.16419285879774526,-0.002366461741679018,,0.02358651959788779,0.024416109685071664,-0.052900709555559595,-0.0403124771527768,0.027452161042012983
COL4A4,0.04491552190880243,0.052883869347648965,-0.06563081484507569,-0.01735198140508852,-0.04035629763936601,-0.011634684707827801,,-0.0010893706747069655,,,-0.005215369980234303,0.03377556819582079
TAC1,-0.007913290858214099,-0.028062344469560827,0.09554039086036183,0.0335440152097359,-0.1565942200878269,0.024961669249204288,0.07015659635246109,0.18296174122161205,,,0.06434304056346614,-0.0014848510366300552
RARRES2,0.10122167587513123,0.09876959634056069,-0.06883050963306502,-0.012122926909200032,0.27273170443846123,0.01610943922227845,-0.08144129653438192,-0.02902672302495227,0.020300365112756496,0.02900097833499473,0.010592980419127401,-0.05138071989696622
FGF7,0.01848530402301824,,0.06153393898275743,0.03639465562962828,0.058233085363210695,-0.03132352586417994,0.10257609421390305,0.015051679022848185,-0.012504849457570464,-0.002854923096558152,-0.033300275062651985,-0.008155292244759044
HBEGF,-0.05953298225875684,-0.08848235498804194,0.06615492101891333,-0.03435299790690976,0.14301213110661695,0.0028471061844300965,-0.06131417675230794,-0.03488064464832351,-0.00703413441999625,0.008915680221300544,-0.07103029620616255,0.0016045083881351437
CSF3,,,0.013406963426146766,,0.0558383129929851,,,,,,-0.0034096800195745876,-0.0037971619743463526
PI3,,-0.05522033890618285,-0.07283151343492507,,0.06540381904674918,,,,,-0.008389270007027798,-0.017836664045160048,-0.053406712480351747
PCSK1N,0.10923616032413176,0.09688539971664585,0.06140308609370376,0.060065143106871555,-0.07886025696355872,0.053567158709078244,0.15029313113921214,0.10337995872089356,0.08609839209470435,0.11020595710425142,0.06641173286904008,0.01435466121061055
NTS,,,,-0.021182826783537525,0.054965493067892744,-0.036068099536393734,0.025470220948416545,,,,0.039915968137681994,
SFRP1,0.02997080926755189,0.006201117252072871,,-0.04495127227410848,0.03709412426445749,-0.021580575251974196,-0.05688943652368643,0.0333013197931872,-0.006405029353158491,0.06330332898227456,0.002995316820438845,0.021284117393091783
CXCL13,,,-0.043881146084002606,,,,,,,,-0.03467303078819964,0.014905913716626544
MICA,-0.011333390231145912,-0.01732002054075284,-0.058395815170888314,0.016598836590840785,0.11969720432709582,-0.028148481567637443,0.0591473275194247,-0.010408451117634903,0.0539873404068352,-0.07383409301518945,0.003618260043088181,0.003745989290505688
TG,-0.028286397684783034,0.11636545845842726,,-0.024450566182541836,0.07676569691252769,-0.01561776843630791,,-0.027809039390941818,0.2099101844912508,0.04912915307015225,-0.0174940507081097,-0.02940928268383135
ADA,0.03756864436181244,-0.010477751087354732,-0.022379186953914495,0.03782631458319824,0.21865443558032402,-0.02536451192233766,-0.02658533729381086,-0.024448728603872753,-0.022737876829016977,0.004752708076491275,-0.03116358520438647,0.04184939355049361
LAMC3,0.0979774152000173,-0.026065678739530352,0.012259571782576773,0.04292040943356768,0.2084760779686095,-0.007428424723847998,-0.07171561979052878,-0.003848241134197761,-0.05923285401307113,-0.062362016698307716,-0.06186152672053688,-0.05675203814045907
CCL7,,-0.010042550629587423,,,,,,,,,,-0.04282044153084451
NGF,,-0.014966783308112547,,-0.023332398196235428,,,0.06014894599763235,,,,0.007021222957961774,0.00859022407267132
TNFSF15,,,,-0.028330646643227247,,,,,-0.03548112421761643,,-0.013199638299676601,0.029040880990720823
HMGB1,0.005331406940204067,0.14239484707199263,0.08301024563654812,-0.0031040558836751275,0.23883690367548904,0.054888140346291074,-0.08136051579890145,0.011162818959823,0.027943778591058517,-0.07772716566745512,-0.022882454249622642,0.020038881875404896
ITGB3BP,0.08974014733970537,0.020571008222110436,-0.06786230065147127,-0.008776617268782184,0.20445440884209642,-0.025844888918847574,0.002005502554195019,0.011098073249242627,-0.022991137487587174,0.006924663398550654,-0.009054598045808339,-0.004395549894074853
AANAT,,-0.02864942028034396,,,-0.01781882936673196,-0.018002851842952222,-0.0007531067492787367,0.017493166575942302,,0.031972044719905085,,0.043409443234668846
RELN,-0.03366231099136437,0.06332961542573098,0.005810926492663052,0.052677690344076634,-0.06680885820178095,0.011156676847301084,0.11776655889312135,-0.014881520760157647,,,-0.015943732590478505,-0.014575325179161895
IL15,0.03294740809080871,-0.03156382888666332,,0.05240744629209803,0.08981399841225926,-0.03869402849781019,-0.043539511480729945,-0.023031766206975984,-0.00414887136965347,0.1887224684907449,-0.00876278799124127,0.0522466928065757
UTS2,,,,,0.14989971267732133,,,,0.0027193104368345624,-0.03843111529890923,,
BSG,0.1528500372171116,0.12308294328046185,0.0401177624921627,0.004577461721032638,0.018574489538674334,-0.0018651333457373243,0.09799083514030363,-0.0505960706024271,-0.14046743464743688,0.038666092150994515,-0.02762310082353095,0.030053810571380603
ADAMTS3,0.009493849051143323,0.041924138098554366,,0.08127672436888005,0.32171414177051205,0.032494696081822434,0.04175910955713387,-0.02933522121687822,-0.06787285417711253,-0.06094542157104324,0.024878534803053506,0.05395511791359933
CD34,0.06734901897472395,-0.008343838697047731,0.09936583740490416,0.038953097436088664,0.22489956211111872,0.02751019095663976,0.0009405432039587911,0.01603650277185621,-0.017172974429534832,0.05480430582786879,0.0010098595977021674,-0.0447085099610932
CCL23,,,,,0.07481357476141198,,,,0.009599971133508935,,,
PLAT,0.11576616007153442,0.094139286216467,0.03520614842980602,-0.05279815336619042,0.2628914716750434,-0.011187966816346614,-0.051994999839558804,0.013950012408698193,0.0014556532672352891,0.054587140199654334,-0.09274842997119664,0.008044940524101542
NTF3,,,,,,0.03279747931447497,,,,,0.08377329562901491,
LTA,,,,,,,,-0.023031769050027955,,,,
CKLF,0.022839449784258243,0.12290033831871182,0.002149576076220221,-0.034897964831970156,0.309207472094366,-0.06336277060398539,-0.10875711227557712,-0.019567430112090566,0.07718104205944899,-0.0004745533256212145,-0.05369546483576037,-0.012705487504938705
CD24,-0.021397944746867594,0.07050897495825349,-0.014282023786199,0.050379003242499915,0.02043529475199827,-0.09649039825339693,0.016062489050923924,0.005930341416855459,0.0008355455057071567,0.0748960263944963,0.10231786635814745,-0.021821178306192714
HSP90AA1,-0.09919937658555267,-0.09910019762322103,-0.03377485835110348,0.07536529221268443,-0.2458995995183174,0.012612537279559242,0.13094019482395566,0.07331478668668404,-0.08519147978463112,0.022913104406654082,0.062486744702365295,-0.011958213889714651
BMP4,0.05577949546596638,-0.00827909772233143,-0.03044614798988661,-0.006473593036931458,-0.01900094312443201,-0.03873733546177526,-0.010937968077507392,0.09866157991441094,0.03526157002105036,-0.025397045124109955,-0.04573987472614915,0.01853298164333321
SCGB3A1,,-0.01921418090583039,0.028649515192463306,-0.025733242584584457,,0.11559508287862685,-0.00040012091749322187,-0.016071263860702276,0.034928423830589105,0.05130099798542305,0.027658627689950185,0.16709707280795316
IGFBP4,0.029215984526873382,0.005720833112809847,0.007108686889580571,-0.004967260016167489,0.23316291314547505,-0.0012719779912241482,-0.07469364488587178,0.05136397189680441,-0.051924763612212994,-0.04620696450974923,-0.04699325256100539,-0.022483172049853332
RSPO4,,,,,,-0.015185579388598746,,0.08974650230554834,,,0.0011916501116185402,-0.006620185952213765
LEFTY2,-0.040203156188434654,0.00426916973786626,0.051816146185885315,-0.011568566889694772,0.2567179586396734,-0.01665117352331511,-0.019837396684886887,-0.016204735657220536,-0.013210180547121045,0.10939849619943992,-0.02510501645304191,0.07752412132180582
PF4,,-0.045437533524503804,,,,,,,,,,-0.027910242109041566
ANGPTL2,0.050312828755292555,0.03656174655464999,0.09332952003173624,-0.06498934442377899,0.2445116842106193,-0.023075879674313366,-0.06232959592683238,-0.05987061230983038,-0.04884005167438527,0.18608926498669717,-0.037635076696814,-0.03273218097808022
LRIG2,0.008789714660080298,0.022108407223330306,0.056962837790385176,-0.03841486713984107,0.144030092699494,-0.002842627408532687,0.059824914480609954,-0.0027970449556887224,-0.044232529180018215,0.036144739119824326,0.03180299203779507,0.05103820444847971
ICOSLG,-0.04289969216194633,0.04302150055110289,0.03202834476620289,-0.054813285041790956,0.14190941194877207,0.032418279286252176,0.013161028155928805,-0.011244051382920242,0.0024642787043557927,-0.015198680473595036,-0.008357858814583752,0.035946996738940466
WIF1,,-0.018293149098125565,0.0359676581392775,0.011501039538823293,-0.17544192597663286,0.023852151718825456,0.018258046826740388,0.05634542869555265,,,-0.01716079283469864,0.007346113272725783
NPPC,0.024423575150255603,-0.04807197700414519,0.03187539829704946,0.03598670286312368,-0.05140378485707185,-0.021104239116357396,0.09030716761650887,-0.010770064811887824,-0.029581017412923988,0.009083961505036759,0.046388693821517744,-0.015179584488215837
LYZ,-0.08048040540413891,-0.03687626854854703,-0.0037895685748652094,-0.04357580519979041,0.13536208967717925,0.03448382614787783,-0.1365829084317311,-0.045867415170505646,-0.029940304384228233,0.032587517833613196,0.036855891038527544,-0.018469661645144006
EREG,,,-0.06044128777967722,,,,-0.0364468626754868,,,,0.09473751520329887,-0.03213295659639643
SPTAN1,0.059291780093634075,0.07359048116399476,0.006495899148242037,0.052702248209738366,-0.056522612097306184,-0.03255350159717791,0.12176321671002752,0.06058702678756932,-0.09601856913286673,0.04073411561927102,0.0638192854016888,0.02761832706093177
PTH2,,,,,,,,,,,-0.003140850122285029,
LIPC,-0.05198607549588305,-0.0036020839761481114,,-0.031261345870006285,0.07556312656058,,-0.003126385852707194,-0.01775762416152507,-0.031367640931563676,0.055303051178213276,,0.07603711369317956
COL8A1,0.01683565616423781,-0.04629166190382953,0.029066785292568814,-0.043820257922589555,0.12217965236564743,-0.06434047388823858,-0.03033290233619863,-0.04494115335265446,0.012473515961128834,-0.06390083169745626,-0.013056800686713875,-0.024049714767496504
GSTM2,0.02327309260683088,-0.02934147525323459,0.012406119065590391,-0.017047097652379647,0.0658076083080074,0.036261620972467656,0.03270784190014167,0.013069751218436461,0.03744650240409912,-0.013668215130508083,-0.011365156147731927,-0.01719132976136734
IL4,,,,,,,,,,0.07678327485779288,,
SPX,-0.048037290302769195,-0.0030436616865258765,,0.007194990127982291,-0.0787921280083781,-0.00473702832745832,0.05968179269470734,0.06392040730477457,-0.039215313028563105,,-0.021101391737354154,0.11564957553450857
MFGE8,0.03863761890255643,-0.055278177429889844,0.03663303407775157,0.039678630626398544,0.11509779717487657,-0.060235401611414045,0.007549039704841693,-0.049786157575432394,-0.006751707699238929,0.04932030457705359,-0.07792680693062877,-0.03492253801911058
TGFA,-0.05887314178639306,0.04015163512214289,-0.024697609970016837,-0.04357116105524552,0.0815631393447607,0.016283126119659156,0.03880426255551338,-0.03833532127397426,-0.004394986796170943,-0.043200099449211604,0.044096223257943906,-0.045340590493520724
SLIT2,-0.04178804766529549,-0.07428918079526975,-0.03672398497404788,0.09284814990361757,-0.07081914092566446,-0.04019427764223014,0.0722506032211756,-0.008902242794916254,-0.07560067324397324,0.023749512402934974,0.01103790957727805,0.01751227165834291
PLTP,0.021141983219094773,0.021026313684337803,0.0996907081709854,-0.04460450993276979,0.2499844463079182,-0.05027665077661929,-0.16008436769685044,0.011654180246791292,-0.08306439081752647,0.07124487637278352,-0.028429644692295402,-0.012564634062616325
APOD,-0.13991296012151838,0.12957577099597192,0.1208729329914644,0.02960993065157653,0.05236230499186744,0.03837000326809033,-0.0671650349282263,0.07172615390504646,0.1410425950416653,0.0014757122978293613,-0.10411665731614017,-0.06056438243124939
B2M,0.04723541266603383,0.019909660134920442,0.03385243485696862,-0.019748237692501093,0.33077180473909684,-0.0878349325022163,-0.15447848042782122,-0.07322526756348174,-0.09002083328280415,0.018293145098214513,-0.05404343876967003,-0.026826322264579126
OMG,-0.07354497426536581,0.15122760617034584,0.09547472171291684,-0.006580155509322082,-0.09594520949900258,-0.017650899629359392,0.04037689946148819,0.09854658572277587,0.10085034331402513,0.032564256232862,0.017403443002803897,0.04566987301243963
CXCL3,0.029002057439978565,-0.05521744726824722,0.023546299302230483,,-0.03227404192876977,-0.01624536006832598,0.027888922843840765,-0.01658704445591542,-0.03048620490765729,-0.09224671958394846,-0.014997931448233618,-0.036803393762911245
CXCL10,0.04135215957211516,0.029697421563849604,,0.052698754797030165,0.30966146742376194,-0.024677890969319664,0.006595743132544562,-0.026358820967434117,-0.018210342981688218,0.10595081632625644,-0.025224530319683396,0.012437548292173514
RSPO3,,-0.012489900722791512,0.010925613977196331,0.017688140556515707,-0.07476478566917971,0.036730902180577445,0.1864736770773617,0.043306048631000335,,,0.08373857856513525,-0.049428967995181886
CORT,0.009856569064135972,0.004076319559749413,0.01215853665061266,0.015107488980513256,-0.06584427395015446,-0.029481335196175986,0.07936697894333156,-0.023038057744487292,,,0.10272594875764915,
NCAN,-0.05568729844335598,0.17343782647161343,0.036174252016402515,-0.03054964566852892,0.1422435183019727,-0.027329271895400208,0.08072644007672947,-0.025486770744605976,-0.0786738546536246,0.028926291018443642,0.003151789601636127,0.057206695560889205
PRG4,,0.03300387212555625,-0.059250198910404256,,0.05107142425882512,,,-0.02026530800604381,,,-0.0440211981746532,0.04126677612690748
ZG16B,,0.004063819257599462,,,0.0347877795448381,,,,,,,-0.023810298988187317
TGM2,0.014962298902034848,-0.09603906532196228,-0.05983593331271827,-0.017503780658627587,0.13741202463925936,0.00936538718784165,0.012547584994653789,0.07434260686718264,-0.02896121485765275,0.06996303330279872,-0.01925101030372378,-0.050057249850137264
VEGFC,-0.04060463653383184,-0.04440265665751041,-0.024734841363991605,-0.031979929973843704,0.06569979324961148,-0.03198800746278813,0.02271936891194482,-0.0039245050640785645,-0.01751575388476617,-0.009776433518143746,-0.005416764759744427,0.02639212725422905
WNT6,,-0.006528678130642668,-0.06318795311101723,0.049346957336899575,0.015989627217757617,,,0.09343739474386091,,0.027611370405517584,-0.024500053355816485,-0.02460318245996736
NRG4,,0.00610368908137216,0.16559531905881653,0.035480368728520686,0.020259072810427558,-0.028068447510427516,0.027271914783891526,0.03239103831532999,,,0.08046893551893414,-0.03699941281001723
PMCH,,-0.04157316900130286,,,,,,,,,-0.014035573300032798,0.0211049839497436
COL9A1,0.06850379493780538,-0.004517493399014428,0.1464830380427014,-0.062209239220124786,0.0854609673836656,-0.023221301756035168,-0.00520122733999864,-0.027492650796989197,-0.022982180571811724,0.06100797783461146,-0.013788416330833273,0.022921962405940126
GDF11,0.03171518386619995,0.023247652797492982,0.10721686023269654,-0.047426344299343816,0.19096234234987983,0.00640877375354677,0.11113770783271766,0.01238912132232129,-0.032602918614191984,0.10699041052815599,-0.04082914769246309,-0.014647438070386144
IL24,,,,,,,,,,,,-0.028982092103071143
SORBS1,0.029045242243250124,-0.028604283447286608,0.040260396650831,-0.00038807445269094584,-0.016486437107690887,0.004403300778262479,0.0014301987721206074,-0.010673973643679512,0.0038505729336564907,-0.07165383713521735,-0.03813379627870137,0.0014589128573641369
DLL1,-0.05835380815964733,0.09581275206469263,0.08858025782297195,-0.0038958356068200567,0.13425072443621927,0.11133681442141871,0.0010747500592720256,-0.061914742744671646,0.04979412243117351,0.22178640962243276,0.00991045101114468,0.06620430583575068
TLN1,0.008587617838803685,-0.007355685175061087,-0.013843976595849882,-0.04371303308537811,0.19321979622007324,0.013117132752457643,-0.060356920661598645,-0.08840761118906972,-0.06950954563760106,0.09380713377591897,-0.04384436691206931,0.01361029355227832
COL2A1,-0.011845160327281406,0.08928362232501715,,-0.022400804882699493,0.10404841300886153,,,-0.016839255493013374,,,-0.02956819633409473,-0.03333448501742822
SHH,,,,0.007613635704405991,-0.029424300451146145,-0.017435755921401213,,0.005222926810391246,-0.03436249740468753,-0.05503515592368122,-0.04294152423875063,-0.059757808775976924
PON2,0.04337707097741856,0.12102327833478216,0.09542790494366887,0.022961414368943323,0.2375131706872543,-0.06743796716686733,-0.07027311152454836,-0.038459659384047024,-0.002856132586958755,0.021571683815977093,-0.07146751947467621,0.08346081614234536
ICAM5,,0.000378497033345549,-0.00801499627269686,-0.033306752258730185,-0.055232800073207626,0.007004703676731207,0.04850080069917189,0.058218439454743844,,,0.072082111941487,-0.02884816988194295
HPX,-0.032338493282819576,-0.0256687806261255,0.0294375699949628,-0.020676861731410312,0.13563455930762136,-0.015185580061700107,,0.003962694807636192,-0.030486188957930083,0.06312786788818371,0.02005813303737719,0.012519967978268699
SFRP2,,-0.03239491847177713,,-0.048880037141703456,-0.0023320973417110427,0.05645675638325901,-0.07855467115598722,-0.03152770408529338,-0.03617764119366599,-0.04551636715158297,-0.060949332889266516,-0.03962720701047421
CFC1,,,,0.008442761181865448,,,0.0686244440371059,,,,,-0.03273865875555331
CD70,,0.0010725841264679682,,,,,,,,,-0.02448806085770159,-0.026807133904172803
HP,-0.04711812355197631,0.05910275244509717,0.13723062037131745,,0.12456843655931446,-0.00010887502489805241,-0.08447950669991994,0.04909206704512519,-0.01934067492703554,-0.008908684728227558,0.01740570618988545,-0.018360063583905906
CXCL2,-0.00288501514857881,0.06299327091974036,0.0020687143437570477,-0.019623311336812367,0.015270426871548847,0.06244262922698495,-0.009555134059927152,0.013770868602025973,0.0279277705454339,0.0975691214276247,0.07526363721939909,-0.060584890763538665
NPPB,,-0.043527606202930696,-0.06329068823854868,,,,,-0.020681556096803905,,,-0.020977614938758753,
CCK,0.05330624314205634,0.04905558384250088,0.07598052578698587,0.04305122443376108,-0.23789666474561225,0.06600116417705154,0.16966966442767467,0.09080582048128011,-0.03136766624954405,,0.06045025872494183,-0.014841844169709555
SEMA6A,0.0122708965011344,0.0925632255771955,0.10326361362157313,-0.04420806325019409,0.18034866427877638,-0.030499514120268325,-0.022343871970595713,-0.035649297083387765,-0.025594175867080085,-0.03217045312669341,0.008717910902424672,0.06978009089828087
IRAK4,0.011625973831558258,0.02264489480306089,-0.002849047689044566,-0.045003830935467004,0.17759573262619283,0.030534690551217915,-0.008375259269320139,0.018092986881491323,-0.11122367368457496,0.0883525763815246,0.012336399215871253,0.06267189587416185
GSTP1,0.14515229932444496,0.19748937474165085,0.022396666441593997,-0.0773838168830509,0.25784722914593755,-0.023191448992772534,-0.1187933138395386,-0.09908849001996403,0.11707781171981435,0.15537408832848656,0.044533818609507225,0.02647590460622824
VCAM1,-0.1043013455597567,0.08926213800374039,0.020602667596693075,0.009409395322809325,0.26668123494208457,-0.006446513302448957,-0.047956180195090355,0.03531483483085658,0.10251495751297376,-0.014150631552141149,0.062416479203495606,-0.016546503867009517
NXPH3,-0.03235223574675442,0.03804730967343216,0.047732765368096744,-0.010445837542832037,0.07156128859648675,-0.03753843358309969,0.1393318873701201,-0.024553704324391176,-0.019763555308079876,0.036268053517434264,0.015959376458093952,0.05065048858156685
MTMR4,-0.00849440298391644,0.03224513756263176,0.014995232409496274,-0.039590358079665086,0.06826803505696673,0.06008863693303607,0.05212948039149614,0.05171106744370094,-0.0022760538278546794,0.11941388239098154,0.013072520039238976,0.009308640105040684
LAMC2,,0.004554656075613983,,0.06459977899337485,,,,,,,-0.013623713125730803,-0.03562905836125349
IL10,-0.04217585357727252,-0.02619937426230059,0.028364405887637657,,-0.004684587131257732,,-0.022295076082455914,-0.018512933017014104,-0.030921825046772496,-0.09561766784178674,-0.021503795405550155,-0.06197950643149301
SEMA4D,-0.08924753682453644,0.0646961887477805,0.08054204694220189,0.026632635013686987,-0.1442082227897686,0.015043136559279644,0.025316225901067343,0.016273886860419227,0.0006083925025004202,-0.011192886045763415,0.024264512034520354,0.05044399597360249
TRH,-0.03728284814643278,-0.08378812675457362,-0.04667339179059989,-0.001114961118184342,0.07070506702174924,,0.02977187843143289,-0.031989992920315576,-0.04084489750518544,-0.03718173734287645,0.12105794405965362,-0.03387848416796653
SEMA6D,0.061886816753559,-0.0011747689858190545,0.1446247471819886,-0.05381268289375059,0.14493502752099677,-0.04589273644590167,0.08791485335642546,-0.037140825803857504,-0.05694753854269163,-0.058762711865898466,0.027557860933620393,0.04717770259123971
CEL,,,-0.0407736649600534,,,,,,,-0.05830142053885523,-0.013220384827385223,-0.024728957322797014
PDCD1LG2,-0.04147162346827915,-0.02115606913976333,0.04368302011669944,0.03777753778143022,0.14252523024577565,0.034098560183612715,-0.0677402951473137,-0.03166857088550347,-0.04862197145169776,-0.04072493696849332,0.01041244476693472,0.01711883135997512
SPINT1,-0.010183073101709418,-0.04919236277767481,-0.0044230237571509755,-0.025733250447384386,0.14050974674326247,-0.012594982841154524,0.0033100850364973767,0.07580426146631057,0.0038128899906219025,0.003959204949945093,0.11954413178914489,-0.009294344896367534
CTHRC1,0.0297061569073354,-0.050411823646379916,0.01031363250598632,-0.023623498615547533,0.19467841439649952,0.026700100540864986,-0.04781203814445003,-0.048319463583599,0.005105154280377739,0.02415986283310215,-0.044940204290839614,0.00529289111232062
PODXL,-0.006292994562580505,0.030812598704706803,0.08610467199359892,-0.03855159553291445,0.2648109073141184,0.06049191491247656,0.017130367659841685,0.0001667397176631719,0.011261127135340951,-0.01757197071966693,-0.030776705161929624,0.006602453404081879
JAM3,-0.04861742940505977,0.00839677754717113,0.045285885193556766,-0.011227417761152951,0.17728432765724783,0.015588572066826432,-0.08042409128136752,-0.05348283120299061,0.020398361157646715,0.06748034111506715,-0.07161608199452651,-0.05526541709563006
TGFB2,-0.03897769691655622,-0.01813701837092859,-0.027845404775798336,0.001764593332515716,0.2790702405912275,-0.04579170064682483,0.022456469326887205,-0.005924482867224869,-0.07052681056906566,0.018673102962922055,0.04742106352951429,0.03460933665849027
COL18A1,0.02543128912981341,-0.00015003848669848256,0.09151947736217643,-0.01395725347087086,0.2425638076689789,-0.000745154562915779,-0.09856588308536694,-0.004286824340054903,-0.06861885589786838,-0.013096572685955125,-0.04154119349075559,0.015860876276337893
NODAL,-0.03202193793388464,-0.04951668710598113,,0.06493028133970195,0.22133945711904474,,,-0.016408518341358234,-0.042171936515392916,-0.01497316845915695,-0.015579737756642441,-0.060654875415732945
INHBB,-0.04928349365066659,-0.040896137257392585,0.10122253774431154,-0.04495641381066852,0.09130623176617499,0.0011401472452386731,0.08979993194377467,0.023296546982965783,0.036924829419270354,0.09286370964895312,-0.012592732581576772,0.05827335003630523
LCN1,,-0.02319146612850806,,,0.022192610002691175,,,,-6.767769999284975e-05,,,-0.024990744641827666
ARF4,0.02744906584449784,-0.043698778742596055,-0.01643451792576057,-0.05056481733431689,0.2174329079887272,0.03738276536545831,-0.052191552194122706,-0.026163443260045716,-0.004887074968993596,0.009175515898022181,-0.031786859938112505,-0.03180264021229344
CXCL14,-0.07524241156540155,-0.02345685005937004,0.03949157191133212,0.058090791271778054,-0.021981656522610554,0.0257327574946742,0.07073519042387547,0.038057362614971744,-0.05417886835140045,0.04457711102178013,0.019590064395670268,0.04401176782211506
LIF,-0.050357492059626224,-0.08589512349697596,-0.05980363850330223,-0.025099412910314214,0.10486983059596403,-0.018002851842952222,-0.050937011806215446,0.015636649572435362,-0.08069793328417393,-0.1279991224077757,-0.09669951639910035,-0.027193130630089282
IL17B,,,-0.04667339179059989,,0.1176989612723313,,,,-0.016185137893665984,-0.06002513302520583,-0.019382641470029216,0.04405056970104442
MMP1,,-0.039309575469246794,0.0057591093345037625,,,,,,-0.007618418230364257,-0.019513283504230115,-0.014035572188501273,-0.032234689027831935
MATN1,,0.019328494142703993,-0.0745606145793539,0.050670990632680976,0.07191373413435666,,,-0.016839253397448604,,,0.05341503417173896,0.01587139564756382
ADAM28,-0.06715555008430542,-0.004163470534956114,0.05064376941257353,0.011391434263227314,0.12195681509914905,0.0022149754541071496,-0.05081426756720951,-0.00925087025378525,-0.03187937580706959,-0.05039554523425711,-0.03276093608619659,0.05884755169511231
TCN2,0.05880195911667103,0.047606654867146804,0.04704325466138189,0.006014232003142751,0.24638680087032588,0.013141093483692582,-0.04990948976109266,-0.04958380169320439,0.048816226478726785,0.06542479703130598,-0.022244672223061476,-0.05449787504696377
THPO,,-0.018369339628021578,,0.022015863110831254,0.03423035640779106,0.042309104614076554,-0.02953235618052845,0.0034339219697325308,,0.06845143263769922,-0.01732816181564588,0.012478206670019117
