,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,-0.04336851192368937,,,-0.04141805812159999,,
BMP1,0.04600801513702056,0.007236974265033199,0.05662086622030465,0.04235005155046481,-0.007175076821969452,0.06695962136474569,0.10523586766178869,-0.025894197643617264,-0.033938263646277014,-0.02183697275858363,-0.030521951862939788,0.10925740753140234,0.09660638570483404,0.045314247578925354,0.04221056263587632,-0.014545281247097195,0.02191438768163455,-0.0030266920927364354,0.002022080755394638,0.008338365793089542,0.05668797753198435,0.04544379321694635
NDP,0.04890906943696308,0.014190346202057653,-0.013336710416758525,-0.029413839458669613,0.04872670602459194,-0.06502044843000425,-0.011455135789040512,-0.012627740819634059,0.09158424436911228,-0.03762326666291907,-0.01367974309015021,-0.002996942996862025,-0.04288705594849389,0.004782867706343992,0.025634796095817713,0.09294530660620699,0.020583390704240746,0.029923695922721524,-0.007456775650150503,0.08062253075905514,-0.006964174401471344,0.04319667616785626
TNFSF18,0.056451236939801884,0.06031649766459071,0.04347095268543551,,,,0.008652637147978254,-0.01640118054700043,,,0.0679790202751383,,0.04199819348389728,,,,-0.044725180847711425,,0.07525967701358945,0.020066598567120297,-0.021620712510575974,
RTN4,-0.05092486884176355,-0.010829487959278674,-0.019149559919897474,-0.019256876441743447,0.04310410470113445,-0.0277615967880523,-0.1646645642611631,0.0525105064663587,0.019983630950679447,0.11758150607348791,-0.11688568056270228,-0.05332704291993838,0.11069465720319306,-0.03273429819865042,-0.02236236515510576,-0.06611386561537223,0.017932054965694343,0.009430920094379767,-0.007384318895998341,0.03804552721134278,-0.06590046250888724,-0.037871192428909545
HEBP1,-0.037604390149311176,0.007501980260927455,0.007180302173670419,-0.032974568465015314,-0.024394768882449482,0.03912884542305114,0.017558712620936816,0.02038990570904669,0.008755043089941008,-0.07967643868278429,0.009073223192902683,-0.012895986730393478,0.06226305774499179,0.057814064223086145,0.13931023162192063,0.0670613787507293,0.016410858723906425,-0.07684496105943465,0.06323497348455133,0.038811128903619395,0.0347804476950014,-0.047584955119352776
WNT7B,0.10181830674565381,0.03282084063771443,-0.023299354291963222,0.037686354409023785,-0.036981630018164874,-0.0780624996408693,0.038957047274675145,0.003128367998859602,-0.011566944733267722,,0.043243137800184045,-0.048853315053322945,,-0.032573600825624785,0.015142313121503709,0.0022143680709301177,-0.03634675314759977,0.03242079939128749,-0.0033502603626365513,0.060070738728324656,0.041980005794491154,0.042702813522431896
PTMA,0.039860270780095554,0.004212045366373972,-0.00826780304511472,0.013028024758968807,-0.03718216926235938,0.031457278689460064,0.21394129275816162,0.039287138923462396,-0.00305030098086152,-0.17966034856114446,-0.09663617865841263,-0.058846177660755304,0.11393867726031807,-0.15376220754990821,-0.12946293567089126,-0.05175274001313284,-0.02307987888287311,-0.09286515852575851,-0.029521465363288382,-0.048788106503461215,-0.017016684130271003,-0.009557489712888124
FASLG,-0.021669023228965304,,,,,,,,,,,,,,,,,,,0.027405792055913765,,
CEACAM1,0.08347020586872143,-0.029508050277386,-0.017880853057284225,,-0.02902870312027052,-0.017709629050931285,,-0.014940750785673482,,,,0.0925607531718465,-0.004920842626533059,0.08959219704719831,0.0006687488283220769,0.045030793533485776,0.06549949223481279,-0.053168884906187104,,0.060043292946046885,,
