,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.020188234185739777,,,,,,,,,,,0.017754662231533627,,-0.020034324177917822,
BMP1,0.026778668967450094,0.022762380017981004,-0.0006913754836127093,-0.027658918071844996,0.03455391317078848,0.03990956561252242,0.06536070588751837,-0.06910377793584926,-0.004238358492080209,-0.04307427914957534,0.06506094908519632,-0.003939302832688911,0.04482304022498608,-0.050750782279173616,0.1029136750845506,0.1689135805146853,0.10497715524553827,0.06192580862528983,0.036842692836514056,-0.008725389667820148,-0.009014052579066038
NDP,0.0803290697375355,0.02236884118034378,0.05151532972724996,0.018850793194852087,0.06921807851278457,0.016814223138738153,0.009137337101668825,-0.021061484758495674,0.022973993929540002,-0.11880977071170354,0.026473900944689283,-0.004249084082834096,0.07199205871553106,0.02962465033946909,-0.024216621522532268,0.0557019829093707,0.18979815663991675,0.06811364300004259,-0.05399463235607,9.413314734628536e-05,-0.08329153398909658
TNFSF18,-0.026874880764166508,0.06971268883579008,-0.04557656195050558,,,-0.0225051088679431,-0.04456155602745453,-0.01577693810244055,,,,0.006114152535403408,,-0.03803627290566866,,,,-0.039886524938215706,,0.01298133821858952,0.061535999128042286
IL36G,,,,,,,,,,,-0.004988400320937304,,,,,,,,,,
RTN4,-0.08809890043109356,-0.01850227262551528,-0.02535400850048985,0.02334931971591007,0.07145642061078337,-0.038733699811090254,-0.060597752046175714,-0.015534839027827332,0.035759334603338924,0.12445075755249985,0.035907038582470865,-0.001776086541623011,0.009181911768001759,0.005631427499170837,-0.085857316240618,-0.00683856778618719,0.012818752899079137,-0.15066184332788926,0.008141019606167406,-0.02568290287237598,0.034848699316940644
HEBP1,0.019908000520453883,0.0079702251159261,0.00026603080972264527,-0.016220663840700235,0.02466060886440588,0.03459596566237108,0.07310730363635724,0.01526987794874537,-0.05482186328227337,-0.09599731800576437,0.0348148213739284,-0.029797523303578058,0.01372653941030188,-0.03163425842928874,0.0006545223828737203,0.03469275853275742,0.01653924451030681,-0.012707556012861259,0.05850965034446541,0.002127525430537864,0.012551203328395742
WNT7B,-0.03492900517376097,-0.000646591533407453,0.08173272165475919,-0.02192162884912425,-0.01926463202393812,0.03262329331072319,-0.015375678702753089,-0.0037554657960052634,0.15027487393341196,,0.0029779085668816727,-0.026980679239828997,0.09216320260177047,,0.10767626721560221,-0.053760467866980174,0.0027328535359214742,-0.018227832271937548,0.0045997854357721,-0.06357820068534004,0.014620852023619362
PTMA,-0.04790037499000809,0.13215169951998354,0.09100825351592634,0.03307480303427546,-0.1248050096563958,0.0915043334432582,-0.06327171755664462,-0.00684007629079239,-0.030147875247734747,-0.13220872895406,0.10902373343283321,-0.00371989104086237,-0.1553327047602986,0.004039444726721368,-0.07124585525098319,-0.10684456880936362,0.01772584963169036,-0.07823913388832479,0.09233992843428138,-0.022796040278302666,-0.0066203870461948415
FASLG,-0.03492901504810127,,,,,,,,,,,,,,,,,,,-0.028253350145915415,
CEACAM1,-0.006860207150660597,0.028781416899511435,-0.02633953567802627,-0.00128434279923409,0.012992450931298298,,0.010706785905466943,-0.024813365031476724,,,,,0.03759115105885838,0.013558472361396333,-0.04995693583808103,-0.03372656108932865,0.06627713347963402,0.14377576453187155,0.02799252980797572,-0.017970154078222778,
PDAP1,0.01916967248553695,0.00277940834073835,0.012550113187492665,-0.00043958105209886855,-0.030949359550794593,0.0644257171950717,0.04890325082415916,0.04173182376426611,-0.010068713472937103,0.03195663967895186,0.06141632786453246,2.8307003716542623e-05,-0.07215071023587957,0.06954885153173804,0.003118487282339044,0.08564476550447901,-0.008691974612868678,0.035863985616557736,0.06447803037413175,-0.056425176796650954,0.014062744974134954
QDPR,-0.07796499761897431,0.0128695289735551,-0.04517369323531436,0.01580631385083263,0.08242157254486585,-0.03909261405192407,-0.10393470264758282,0.07250841293194314,-0.011638782837575398,-0.10978880060844254,-0.007750423387980611,-0.007794067546897364,0.06594616892469499,0.04062686094987854,-0.0680992732155995,-0.06005794392893917,-0.014422936448592492,-0.058742614752494475,-0.09268971863309124,0.04405988241314381,-0.0530299056747668
POMC,-0.018661936665262106,-0.00339380727608532,0.0068408342873726696,-0.02583286037284751,0.019573347899223676,0.042087363688008875,0.00015734050608478837,-0.018306311363195205,0.02448934494048698,-0.00798052511113656,0.0370242591391729,-0.043804157309557536,0.04552450094356173,0.1046819339773673,0.0662020844000383,0.047034490420967114,0.14788678556496845,0.0729804844787554,-0.028644132003492334,0.032493232557403766,0.022037985572171945
CCL18,,0.012485735695565815,,,,,,,,-0.07197100756656886,,,-0.02139786825637554,,-0.03542028888001559,0.10891112006802128,0.06061993818889316,,-0.05468875439274698,,
CCL17,,,,0.003466008949770348,,,,-0.01967691348924221,0.020764927676430383,,0.01278110206192248,,,,,-0.05138810685546547,0.1016487999491745,-0.050992901350459086,,0.0068805767030105484,
VEGFD,,-0.031733456950541396,0.03392184589124882,-0.020705793063818364,0.04441441167029008,,0.021991248875372432,-0.02096408702654672,0.0007304469030379932,0.021329744213545356,-0.016763553324894702,,0.10334574325732866,-0.062075067472381916,,,0.0011743496983845976,0.02707496226154375,,,
TNFSF13,,-0.023947084935538793,,-0.02611223976368944,,0.044995540095976075,,,,,,,,,,0.004021150878789679,0.027878824721976992,0.08934005901129108,-0.004880940327781556,0.05960888570801276,-0.003528368961263789
WNT5A,-0.0237235835893707,0.0677100468209442,0.06749422946336384,0.025440682322561414,-0.0004888328481958313,0.08891225518267885,0.03011809522674867,-0.020219381730359528,-0.013621759059033303,-0.02956038557090403,0.03473345682014518,-0.003025806479620001,0.09208354815027645,0.017023738888961075,0.054260718672415074,0.06101509895336812,0.0710959482888943,-0.042071506465909944,-0.028857563949294188,0.07127427277180816,0.04890033115069901
CXCL8,,-0.008640904464729909,-0.013741809801444254,-0.001242476592367178,-0.0483060702449379,0.06821257154062847,0.11966627555016845,-0.06939803937957158,0.01836699533652488,0.026828470545849095,0.014759158240452324,,-0.02423666742277425,-0.005032437506529651,-0.040547476682793016,0.0797357566710148,-0.049637371100621566,0.13055512999492297,0.05014666317206166,-0.012648295540364906,0.009228375926727898
GRN,-0.04472415164411552,0.01961165080211986,-0.03300559180152659,-0.024454505246458768,0.02770876322085305,-0.02986767748753034,-0.003359540731599165,0.0007463403444493731,-0.013919439953436114,-0.09891115635379935,0.018627465963566313,0.05186734531675154,0.041302300512285076,0.01996316380950517,0.06539978661931224,0.0928912976573105,0.0608465592686334,0.1092581232777615,-0.04520025265687659,0.06063484236495841,-0.012701559568967133
MIA,-0.03488057648656114,0.0059515303262291895,0.049140518444574524,-0.011509336355046152,-0.03376203449837112,0.027334227736393817,-0.03175019700842501,0.040586009422430847,0.04631063717293995,,0.030653220596477182,0.04567786784670764,0.020983956533983782,-0.003535234939303634,0.08704631144873642,0.03476949080841191,0.07248293874337948,0.16148931429049432,-0.08189546148102504,-0.03271229249454804,0.10930594965007039
