,UKF243,UKF248,UKF255,UKF259,UKF275,UKF313,UKF334
BMP1,-0.0198799877597934,-0.0521244725256181,0.010122206123957294,-0.04403188029700932,0.014508575348719932,-0.04936734815059528,0.011470581264989867
NDP,-0.007417931935069053,0.011514859641332224,-0.009427287082125802,-0.10186798224911667,-0.04318585195431474,-0.025394472438859065,-0.03425246643672206
TNFSF18,0.03387361626924958,-0.035320884673833736,,,-0.01001523024999926,,
IL36G,,,,,,,0.05768602553670716
RTN4,0.0006967738500436354,0.06978066710388657,-0.08873232250725198,-0.018128981317969205,-0.06943048275972714,0.020723771958959407,-0.09627676969892407
HEBP1,0.02849222786549736,-0.028712081073478123,0.0011333443480070198,0.038765548052569286,0.02570101539379051,-0.023756973245577847,-0.004495263129193874
WNT7B,-0.054648913911979576,0.0497766410575903,-0.05681573246499918,0.057252221255908294,0.03987479895238875,0.027912202124758957,-0.0029625522820035067
PTMA,0.04216590235091087,-0.15192695698854036,-0.060429761988717245,0.10241875582426016,0.04968179897653664,-0.06780233815023327,0.1010459345942049
CEACAM1,,-0.007021563279900825,,-0.02846148580480345,-0.01575157121451069,,
PDAP1,-0.02543180665887841,-0.0681623984451078,0.006617048995473373,0.06327795563945088,-0.07352855032802587,-0.0938245135095282,0.02436445934272996
QDPR,0.058825789293309935,-0.01713687477087137,0.0017241754980673748,-0.060584346892001165,-0.05778927443740933,-0.005411094475816642,-0.05616620175029756
POMC,-0.05436441865595664,-0.038064437949640643,,-0.0265044903641979,-0.01162088119634674,-0.019342914267160304,-0.039066765372112205
CCL18,0.0889721060558946,0.03370062712148084,,,,-0.050041703267131504,
CCL17,,,,-0.016496629196115213,-0.012490942027185384,,-0.01665737257249741
VEGFD,0.04546925877537835,-0.015140255661522576,,0.012597792322009138,-0.013308042231553711,-0.013068854786279312,-0.01785222212035571
TNFSF13,,-0.021170367268689667,,-0.01137900561401681,,,
WNT5A,0.022711984826761657,0.04497135405973325,0.005956597457216038,-0.03820711317629571,-0.010038450097609954,-0.06176034260713185,0.019393740167552055
CXCL8,-0.033289099894324145,0.10301050984489472,-0.02631469095654919,0.16456101141142535,0.11961420382513357,-0.01893238734380438,0.029415329922046027
GRN,0.011887789579267298,-0.03137332697415768,-0.04704250866962673,-0.07230577581989463,-0.06716882055245567,0.009904865437043827,-0.017020524940792495
MIA,0.059526809161172596,-0.015485336378816706,-0.03178450430845993,-0.03473636670859548,0.055527262383574146,0.004873997728306621,-0.02444943631761199
