,UKF251,UKF259,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
PI3,,-0.036782912581133316,,-0.06460163794549469,-0.04215598066292405,-0.06871112909027262,0.0352332382917343
PCSK1N,0.05316344886704143,0.05551705164035049,-0.05764380596986337,-0.10510886230255852,0.0760575004652238,0.019768169715864103,0.0769299086955752
NTS,,,,,-0.0461611271536768,0.06108702868473259,-0.031158861766176802
SFRP1,-0.024082888014702715,-0.020728617848608275,-0.04210227074779212,0.10321760887605284,0.08993003880298796,0.030904109409123578,-0.03409352091847541
CXCL13,0.022039883485408904,,,,-0.044445770500857795,-0.0228116019567766,0.015548484066143953
MICA,-0.012848885853420275,-0.00298309880484848,0.05564386102425427,0.07153973382836326,0.021834378494073308,0.0368169053891086,-0.029873479595431417
TG,0.0516430692155125,-0.022369462781537102,0.023820815284019452,-0.027279776562906154,0.041397363007721275,-0.0246680777358723,-0.02097784998265204
ADA,0.02984612537020464,0.02310877470999799,0.027661984523542772,0.06911718354099451,-0.021430421417526768,0.02758665609462136,-0.048667311927315264
LAMC3,-0.027377176308876296,0.011696396939730654,-0.007774320358097197,0.03653755722466536,-0.013755088738394285,0.03220556069144576,-0.02822392089048613
CCL7,,-0.016173085850705083,,,-0.029656226547045788,,
NGF,,-0.03705667048403866,,,0.005489756606586048,0.0823427714463658,0.10295778087835339
TNFSF15,,0.01391388603459677,,,-0.028911490776340767,,-0.015828239936878753
HMGB1,0.0028830006798379387,0.026554300283640697,0.018878409226425964,0.10080271056037186,0.003579261379145143,-0.0628599862211175,-0.0030059824708971185
ITGB3BP,0.031474665516635796,-0.06469899214931353,0.04588735960294645,0.005640284992310626,-0.01213333261093505,-0.011589359822256111,0.061839863281627716
AANAT,,-0.016386824972142958,-0.019778427133266396,0.13650941850997386,-0.02601687862876482,-0.022123921602027415,
RELN,-0.0011051967974848942,-0.028443858403439427,-0.021896425982586766,,,,-0.019118798500539987
IL15,-0.04575598657754362,-0.012173144495126176,-0.01834357702207297,-0.06334852301526098,0.011488654245392232,-0.017896638655490828,0.020434312350867928
UTS2,,,,0.025738948826317824,-0.02215527626499519,,
BSG,0.006370240105211615,0.0082799868011672,0.06352250775714005,-0.06151595378771987,0.0161098974521812,0.01008509594424656,-0.0010810178121007429
ADAMTS3,-0.034303437199464624,-0.012346140768623774,0.02596779899429143,0.029890282129602184,-0.03048494041470142,-0.008051106459373283,0.027753316195673717
CD34,0.04329772764166666,0.015571251652383666,0.006282052753526226,0.06227246821387826,0.02216327999927385,0.07653805050713143,-0.025680456289827357
PLAT,0.0447105177489178,0.019125013930733056,-0.02399292166198104,0.03722919439557013,0.026136077975960535,0.018692280386631233,0.004431429114535225
NTF3,,,,,0.10909756382109523,0.14805234168413334,0.0027547268018106364
LTA,0.037788767007751994,-0.02072861687889095,-0.01834357928641268,,,,
CKLF,-0.054997439059837186,0.020239256655704065,0.030924011199285333,-0.07966011039794572,-0.028796440401228453,0.04963317866691129,0.015340547793474877
CD24,0.11735237744547594,0.031060419709676507,0.03941575377727992,-0.10599823768548879,0.05785189073726471,0.049213451611175886,0.03831432973459428
HSP90AA1,0.05549606241299226,0.04477732425791108,-0.0035077228323609788,-0.005708040545462023,-0.03809525956078735,-0.08327185029605998,-0.007239484703207953
BMP4,0.030408126799614233,0.02362933341453992,0.005908415183236432,0.03909938075620126,0.009439215029728762,0.07150678292343945,-0.008146019284637037
SCGB3A1,,,-0.012799907042368207,0.0036634564672411193,-0.02544415976174996,0.03604761619541221,0.046072741263029245
IGFBP4,-0.00996107077430053,-0.002133242815962711,0.06495328497988212,-0.022013482188352706,-0.026711574985360382,-0.001513608330637986,0.011554060866177756
RSPO4,0.01670640249244717,0.042856313095503286,-0.025445432333492068,,,,0.11378464013370082
LEFTY2,0.11416860363050793,0.0012312270930619116,-0.007059005348971038,0.07195865868916415,0.0099360285182962,-0.01890316102446219,-0.00588799311357963
PF4,-0.027480735669058332,-0.014110698775949813,,,,-0.01506848966816318,
ANGPTL2,-0.017612293758076356,-0.023022008504204088,0.08207756930402707,0.06908283668608649,0.028778725415937116,0.03626471422627735,-0.08030290439827055
LRIG2,0.021090672325550515,0.02578740938677663,0.03663808297969229,0.017204253447793326,0.030061874283054554,0.056339572880564556,-0.04256405321917099
ICOSLG,-0.005357957468857778,-0.02587082036711726,0.0111851332568523,0.044951927613049086,0.12184781953001743,0.05159598207957482,0.02895451744230218
WIF1,,,-0.038329801088659736,,,,0.10940283486590334
NPPC,,-0.021889173590484458,0.07511156327020324,0.06949481525479341,0.009414134839259212,0.01597738733284513,0.03258638724523702
LYZ,-0.1337290546268542,-0.015372360724511045,-0.025954824495420532,-0.04910834860965645,0.044766756508611796,0.020333428015443945,0.014066087014129466
EREG,,,,,-0.045910826090926705,0.014113479085012107,-0.02757165938469369
SPTAN1,0.005164961130728879,0.04406524803993858,0.04502968262804376,-0.0033476352395507437,0.06691334763937323,0.05194457569022618,-0.029084713754086906
PTH2,,,,,,,0.018005619917472886
LIPC,0.015895814633424175,-0.025357976627871433,0.019853893236941558,0.014290025348096563,,,
COL8A1,0.003958384512972117,-0.02305954780595383,0.04603877473390001,-0.0069701481661859745,0.06903000839988718,0.05927660910884371,0.05440473620482497
GSTM2,0.011688860937112485,0.008751479724243776,0.039825452280054664,0.007622010265069712,0.04261024270610043,0.03070669027776985,-0.022623445468618237
IL4,,,,0.018352431316413318,,,
SPX,0.034028521522825185,-0.010955544334010648,-0.04994878972134542,,0.015263991342573677,-0.018709455956083566,-0.04085107645863414
MFGE8,0.01908895716735973,-0.005541009519941389,0.0023130163315412894,0.1522180544555415,-0.04791301690693412,0.034866699984426375,-0.03262613236882802
TGFA,0.06694760089689396,0.0306602824979486,0.014524001538756043,0.021030292989698864,0.018966027407122676,0.07733302440264278,-0.008331253962827793
SLIT2,0.06037998665546582,0.0026233713403122144,-0.033124060887171305,-0.11039368779520181,0.07556288098441234,0.004312492392185856,0.08122656424693019
PLTP,-0.026242807217448174,0.030249875754288846,0.054720930394873114,-0.09057676477244378,-0.07450458730644337,-0.04280159274297893,0.010015299279176946
APOD,-0.02820249204677379,-0.037595602648507975,0.0010843887639111758,-0.029450053297314344,0.03338523861679625,0.06268458839366622,-0.07529583419817354
B2M,-0.18103310121372504,0.041152685266283455,0.030045598616778413,-0.04119532296586252,-0.024916704403329482,-0.0006421182058039031,0.01943287253705216
OMG,0.0734730237164735,0.06358585425078629,-0.058415099399632076,0.10956894360917398,0.05250212456978912,0.10074098867100172,0.037241226055345446
CXCL3,0.008253875820295074,-0.06470652717918686,-0.013210698858756012,-0.002672725648036175,-0.00907498001834323,-0.014283817121491285,0.030762428419859607
CXCL10,-0.0482174807282719,0.014981402948579225,-0.020993399215762713,-0.08437484258446137,-0.015969941857342653,-0.02021121294724912,-0.01807819318101424
RSPO3,,-0.016386823761342123,-0.013804925696120428,,0.021291730097940952,0.009632174972899388,0.06356299356045435
CORT,-0.014165822544793288,-0.0019185204438007318,-0.03662403917319476,,0.0320139544312485,0.09032496253689032,0.03851176080792484
NCAN,0.028047094345299662,0.10848408810769981,0.05758498952900983,0.07019834974672248,-0.01244551921239319,0.08127221328043883,-0.07456614580046292
PRG4,,-0.016173088371040433,-0.016140240177164644,,-0.03248177478108824,-0.023267251770535326,-0.05278766517673225
ZG16B,-0.03306859897140534,-0.018770847019112562,,,,,
TGM2,-0.00015016211020255963,-0.06445105294322466,-0.023208176234840235,0.011987718726369494,-0.050584258334910426,-0.04053638035135793,-0.035868642424889866
VEGFC,-0.010646767861594087,-0.028824773979063884,-0.01647175844856406,-0.019580592908310965,-0.03816585988866244,-0.018248885978650643,-0.03778111199968251
WNT6,0.055849081388805386,0.0034490257011702157,-0.014375719000732695,0.10518067330867559,0.04974492198741329,0.014582585641800039,-0.016006279706197928
NRG4,,-0.0196833883996046,-0.01921622748306316,,,,-0.004122536546563713
PMCH,,-0.027273252252722452,,,-0.030143512883900117,-0.022123920817468574,-0.016830644658650324
COL9A1,-0.06142930336680085,0.0070201480532557925,0.008250451653381681,-0.0006177475454768624,0.042875490125439245,0.03408879604072224,0.039116710304763026
GDF11,0.010722469085705278,-0.0095389142428171,0.036649481578839245,0.0012946736787789164,-0.010112567103697154,0.017675393830093197,-0.01695162700578788
IL24,,,,,-0.02247427684010679,-0.014828230261506148,
SORBS1,0.013806710117318582,0.027462410774362858,-0.021660655514797098,0.05151634257661025,0.0827406744772986,-0.027033023098492374,0.012325854571158666
DLL1,0.08830120824586689,0.05000565611846892,0.06541418182840203,0.12070446588470367,-0.016656301267314242,0.01433713139472156,0.01976368904983325
TLN1,-0.0013837243702570843,0.07815773335282691,-0.003032156895304577,-0.04183761559986963,-0.044226442905202966,-0.02159554400169954,-0.04157928238128126
COL2A1,,,-0.013411571537961221,,-0.04016991435933775,-0.03864690412820035,-0.02445568678943856
SHH,,-0.016806494213264817,-0.012799905923576648,0.0015239508311919259,-0.027906320315504565,0.006204600712335718,0.0523658802104278
PON2,0.17453739361693985,0.050543913360984724,0.08075251550929993,0.05265423508664011,-0.013385882279528673,0.07242228065629171,-0.0018792732635940009
ICAM5,0.06370572932548631,0.00752600814081567,-0.024997524856568063,,-0.004089308713913256,0.07931569959816094,0.03373420004873732
HPX,,0.005758897421695867,-0.03253480623148495,0.08791138854370674,-0.0011084569530024765,0.04005028652686236,-0.028075221429819462
SFRP2,,-0.01914077559147843,-0.025110139753091787,-0.00883889335035077,0.07057022330031067,-0.014768729809230555,0.008322650444673998
CD70,,-0.03253387242048141,,,-0.07445896521742051,-0.009803949224730213,0.0768243340256709
HP,,-0.03958913459568596,-0.02910592976385616,0.08566174827965452,0.05829542719314992,0.029482104410253486,0.02258117585051258
CXCL2,-0.00947758533598441,-0.03212024939512413,0.0030220778599699028,-0.05542545547626781,0.003119042439418027,0.02868968860939654,0.014718804311234984
NPPB,,-0.020821838988950143,0.0238765651095053,,0.07817614754349939,0.025558402362552916,0.16605717322279617
CCK,0.12300799256598881,-0.0031393072825164105,-0.05358225305650267,,0.11921292373955511,0.053195692722720504,-0.005906195013563606
SEMA6A,-0.005607149770861577,-0.0021130162628990737,0.10209208289748634,0.07168141395480078,0.040177457392069314,-0.013197292047709976,-0.02270645352252106
IRAK4,-0.009066905989202184,0.0053792331917871545,0.0039407161236713565,0.040829742433855246,-0.05389478848955797,-0.013313776463490423,0.015040764714110307
GSTP1,0.022843321918450843,0.04409869742194166,0.0577867148048651,-0.052749894074774546,0.06049138335618415,0.055903449066934695,-0.028416494034225005
VCAM1,0.07612834304089149,0.02735391041845913,0.009300485166407428,-0.006767482528823842,-0.004787643454725806,0.0847423061267329,0.03679833604484048
NXPH3,0.10862900582631978,0.015590300023654398,-0.035114045028779475,0.06568167111300927,0.057844999421324206,0.04884372644986892,0.06793302574029297
MTMR4,0.08687076891204572,-0.013624903957141025,-0.0015754436838851978,0.025279148748464465,0.0393619275105022,0.0465428133283028,0.02276386760485739
LAMC2,,-0.020789571277324632,,,-0.02763007321465551,-0.019473627054928153,-0.01633676584839108
IL10,-0.015004664014280718,-0.012366004154267059,-0.014744566684565343,0.04366626899910831,-0.043654718102429234,0.05163248135622804,0.019023915243285516
SEMA4D,-0.010636505566214479,0.014575160700889319,-0.027635408284249357,0.01608818899873688,0.07919966936336713,0.007199478066367685,0.029997215123205512
TRH,,0.012397820783435631,0.03078942467433903,-0.0763772457361238,0.04124904563466056,0.02468445942324809,0.023524590252812443
SEMA6D,-0.057952257531143664,0.0606563196457995,0.10722383486416326,-0.06153158938535163,0.015012574198554417,0.06389289145854507,0.04726783343095069
CEL,,,,-0.004118884015268905,-0.007605774341669053,0.009010650645634503,0.006827057504149199
PDCD1LG2,0.007386859206190499,0.004032876370726687,0.0025879562538861536,0.08959603007076435,0.006114007283174008,-0.014465645195967635,0.03845170471822565
SPINT1,0.010745338118514894,0.00040439461229148133,0.0101980480546733,-0.04919328291084437,0.08558110357567085,0.020971816085198897,0.020695720248938034
CTHRC1,0.00847630650004453,-0.007142937865566048,-0.0037684675884310133,0.007873954121609855,-0.044930038903134614,0.03238978855347181,0.04305455423466483
PODXL,-0.015524444000323472,0.010872607670046096,-0.04432559520750674,-0.027904158698917377,-0.005823228412099818,0.008923702353479954,0.03189117095828057
JAM3,0.021098049315627598,0.03975186960307074,0.031682661829177096,-0.086210950992014,-0.0018908121390215629,-0.021576316480802375,-0.03843225077497336
TGFB2,0.011109974886436901,-0.019176608904171038,0.057310074716878025,-0.019455278032556356,0.08816814637152065,-0.006226607317294786,-0.029900127948325254
COL18A1,0.01772295075754055,-0.0035125979695915946,-0.0225297812161929,-0.02441773086549603,-0.031294176806931154,-0.0348045550459959,0.02091983876096369
NODAL,-0.02945533515224439,-0.0055254033105365296,-0.022644941241604988,-0.035911907654264746,-0.033596801722541335,0.025565970176281375,-0.018682317027719428
INHBB,0.01667015635328695,-0.03150535374039238,0.044178283599174056,0.013143854001064974,-0.025492125379875875,0.013567153106262693,-0.014941431723151611
LCN1,,,,,-0.012146752693363468,0.0767538329178153,
ARF4,0.07904400601079102,0.01650542682564161,-0.016113943237542425,-0.000921235039061281,-0.025658056540146707,0.03700395588343408,0.002674419319282904
CXCL14,0.09384126745182438,-0.04122123805244178,-0.047340374614391986,-0.05984617855363956,0.04086729609681646,-0.05298873804939102,0.030409464178544957
LIF,0.09949673100991614,-0.0068927373695935705,0.03878508555276847,0.011317854332846064,0.004195614467445242,-0.04316933608246608,-0.02567605691611557
IL17B,,,,0.053494795868679904,0.024173151962957138,0.01703407256412796,-0.023242538381194527
MMP1,,,,0.14568355886803988,-0.004252110248150462,-0.028510590795416346,-0.01683064332576625
MATN1,,,-0.013411569868955316,,-0.023687094181135078,0.009202003819545938,-0.007794404076942449
ADAM28,0.0288722513942773,-0.02356380544942551,0.06874468642870328,0.0038528185093797854,0.06261502747747384,0.028288456304916648,-0.004637963376488519
TCN2,0.0010890255401852416,0.08629357377317623,-0.054987693619554835,-0.07339417540926566,-0.028524597985279884,0.011701093218908065,0.015583002755225103
THPO,,-0.03409607313290585,-0.013411571409576129,0.042476001139363256,,,-0.020778925653578202
CUBN,-0.026156502335372256,-0.04244902432466982,0.004787045268458412,-0.027779937531766826,0.04770064628890891,0.11346168285257924,0.008821872985715329
TIMP3,0.031187633350268085,-0.06778229037724434,-0.005531383530167712,0.03452531532971126,-0.055301049953717714,0.002045577886717543,-0.05248403916441788
PIGF,-0.008602697973847764,0.026606675035832066,0.043138987781456146,0.013141850036338066,0.021195652292014797,0.0817577807118151,0.01249926010412155
CRH,0.08989981569642881,0.011683151462950127,-0.018343575331791765,,0.06541862686635812,0.018029646452636314,0.037365705837043815
BDNF,-0.03306859266824788,-0.04528412878516027,-0.015104873995083251,-0.0689123015597239,0.043247042326934514,-0.016861322334499395,0.0011157913325491031
CCL5,-0.012199207742962957,0.021396667114181686,-0.018194409433506555,0.004050296340046108,-0.058071808803984624,-0.0312696954233794,-0.04235046986275972
GAD1,0.030052301336499818,-0.03295567282942823,-0.02740832027208282,0.050151763818006796,-0.030390448562163216,0.06756564318947955,0.051748518489144336
COL14A1,-0.018537348068651885,-0.03310089442180518,0.02733285306068343,0.039442517637797596,-0.00488133238020828,-0.004471986600696395,0.04191438091188355
HLA-A,-0.036432983464834055,-0.00015202213983380694,0.05249465200135052,-0.008329772618698945,-0.053346643090040384,-0.051857212121689596,0.014595770174785838
CD5L,-0.034416991067935325,,,,,,
FGF18,,-0.015060926024197707,,,-0.03676476199044745,-0.01189041593892084,0.05820105275863624
ADM,-0.0034298621991556712,-0.03815108957636408,0.05545171823483481,-0.07008392642230162,-0.044413900838129294,-0.052637565296482294,-0.014336670552750999
GNAI2,0.008220521521998444,0.04366583571553869,0.02412819809725985,0.008588284618937944,-0.06161511227046057,-0.06353719463662859,-0.04019262779294762
COL11A1,-0.01623821287177479,0.02717436245959108,0.038029706375521534,-0.060461151096893054,0.05033732960948978,-0.023011414127745117,0.012710002304583072
NUCB2,-0.008809752073212437,-0.008810251937798327,0.02585095521994248,0.03103307758138603,-0.0022692576461169436,-0.006320936178630648,0.02402570988963159
CXCL1,0.012242620967104467,-0.036764232602737625,-0.01819441251821431,-0.037264547698499004,-0.043097968997376467,-0.014690185091205675,0.0263637849360039
VCAN,0.045524686212316805,0.108438815487071,0.07407411044655106,-0.006191450600347611,-0.02076496126609097,0.03833270140329736,-0.03236822529352449
MMP7,,-0.029942145423161533,-0.004805762845959923,-0.03544898174738256,-0.0012504685555904318,0.03325411877657295,0.07397618138982949
PTPN6,0.021283132645827953,0.009192024665614673,0.07609090315338066,-0.03632023858237523,0.0878882859332978,0.04692080146645694,0.02356610334010908
PTGS2,-0.035390964376903034,-0.046209825055101884,-0.02003733617747564,0.0907740514840771,-0.009290158631218223,-0.018785429464845738,0.025300349805741192
XCL1,,0.018557376209355568,,,,,
CD58,0.030556407614281154,0.037481219005005506,0.10604203520031756,-0.06060436683108726,0.07719922436794444,-0.00852066896946263,0.01874010127764143
TNFSF14,-0.03373485498468086,0.006921217984712679,,-0.04810921077445707,-0.029409875870777757,-0.029437166422689256,-0.024302565671012098
CNTN4,0.06889401120034497,0.030041092746766678,-0.04217814057897802,,0.04915020383861563,0.020304849507526486,0.09355025668282167
NTF4,,0.07985551862258758,,,,,
INSL3,,-0.015060923070084971,,,-0.03270744992377729,-0.017086917826966013,-0.009144625408626645
BTLA,,-0.023906261993890194,,,,,
MFNG,0.09607233017780387,0.028593175157390294,0.02376894257107164,0.04211037672912052,0.018425740139638443,-0.02134212551706958,-0.017384453041466894
ICAM1,-0.05124542868799683,0.008441930363035857,0.026012426525804485,-0.0672503158079657,0.0005341991098630995,-0.03592604769668983,0.03979602027875951
PROS1,0.019935289014147456,0.02986109439248636,-0.045018470618948564,0.03533308223019156,0.027991167600710694,0.013031872143025657,0.04524648856907322
CLCF1,0.04440974158064113,-0.006165355034096544,-0.013703764056625439,-0.07100377016934575,0.09210725135146214,0.04806099570848136,-0.027305649667695296
PSAP,-0.05573292029128816,-0.02107657879018398,-0.054096733114851074,-0.09167334489440383,0.009758431750292576,-0.04079125361461019,0.041172823899184786
EFEMP1,0.009627728779009461,-0.061984955767134226,0.04109342368066624,-0.16559346076082987,0.04082813715534143,0.009927535324288762,0.03859159184874918
C1QTNF1,0.050682235590173985,0.028895317620687224,0.07641087841821918,-0.05544755383279624,0.033563391711601595,-0.069319076967466,-0.003707392931097846
ALB,-0.029162033625864666,-0.026738518696660368,-0.029015911450939676,0.009230685924217889,0.03903227721164547,-0.01856753476903767,0.0189993571755076
CCL13,,,,,-0.021831862370469437,,0.0007838824820322668
EFNA3,0.05050573638054324,-0.02600503616904151,-0.03661573269438441,0.06912730818058829,0.0814992261094848,0.025413085821327057,0.030834630583751597
DRAXIN,0.06030076592270784,0.056346686011101384,0.047838438297700014,0.023013545860386786,-0.02714048290186543,-0.021722807610013675,-0.02707586610673141
RAET1L,,,,,,0.006121600322565127,0.0636286723380378
NPTX2,0.12963829967173218,-0.031768418458599366,0.05117189319773177,-0.10634176729049202,0.029551425981310248,0.005029901192953778,0.04799300887871895
FGF11,0.018532728619820835,-0.02326223716874509,0.03075132669787268,-0.06276688001195112,-0.0160722343528999,0.04266173319136824,0.03245096303273279
CD59,-0.02149182589121644,-0.024957004536769092,-0.10409164821910992,0.022028539376781148,0.02614233876757913,0.010225673139104115,0.010238847385170283
COL9A2,-0.023225442756059606,0.03370332911641472,0.039981536903962646,0.01259501602019747,0.09521865373035909,0.04134185824605292,-0.037087989170783986
DLL3,0.03757612694293084,0.06281229476951804,-0.011751775676950066,-0.0026854905987561684,0.0002855521071594976,0.06311312444259895,-0.03148928165359242
LIN7C,-0.021165497935721905,0.007578092929401342,0.11263753182920971,0.013338745085746197,0.05412346735920668,0.0011507118757524658,0.050283499204114956
GDF7,0.031681486689241804,-0.003923822987315848,,,,-0.014828234959389739,-0.01975656545355755
PSPN,-0.026101245642721246,0.0022404369542835018,0.1129761404829201,0.03678264779724957,0.03081927575971246,-0.008873958442315722,0.03519559412174241
ANGPT1,0.11022382207182324,0.06300234166427247,-0.021254897698586135,-0.012211521237636686,-0.01995859797195268,0.04834364218325527,-0.017072262459671913
PNOC,0.0873017005603406,-0.06410962105600146,-0.02653700787575481,,,-0.01576841028066536,0.02607878802010252
L1CAM,0.017224057576471306,-0.029144842765566288,-0.021753957137300127,-0.04269202288070099,0.09377122273300538,-0.03958485993089303,0.06671274389327762
APOA1,-0.04811334195755006,0.0011895530023584254,0.03769421329616477,-0.004087426283621215,-0.01738609457786912,0.0024729303175601218,0.016997484872592186
PSEN1,0.004322158437961226,0.0074521607321932715,0.030524675989120228,-0.031247746621711547,0.019253460396033952,0.004804522787023656,-0.041375495364294454
CALM2,-0.035609329775664604,0.09142567949813174,-0.02388584201909598,0.07781549382848224,0.07835797474628198,0.06279313176771392,0.060746598488431926
CLEC2B,-0.04787374931704283,-0.03088563335785281,-0.020064897361270522,0.01863825568071563,-0.0455254660349422,-0.042579717054269356,-0.01117648110316863
NTNG1,-0.05948648191294524,0.003182699243379621,-0.00746636998096863,0.07914903803440874,0.085306479196171,0.02647653089308439,0.0534290697362198
LRIG1,-0.023951150102249352,0.03677382831823088,0.03529705643912821,0.061521670787974686,0.015420831115097601,0.073878337473448,0.014906622433872781
CPAMD8,,-0.017814384581885667,-0.024770991980398886,,,0.1512996504539092,
GHRL,-0.0035893782982401104,-0.02158005014165386,-0.017116795933440457,-0.05634528697625733,,,-0.021370561300685466
NPY,0.06689604089158069,0.022850342356182454,-0.05865019820427796,-0.054493997832963346,-0.07302653853374218,0.006345949107182683,0.017912336413636647
MMP2,0.004559058798143663,0.01877012133200383,0.05246060865146269,-0.0017890105154834237,0.0706828735069231,0.040005686318674794,-0.030998129753685343
LHB,,0.003351170891168992,,,,,
PPY,,-0.01583417464792895,,,-0.043726931936723785,-0.011761306571819782,0.060005139499359594
ALKAL2,-0.02788634187080689,-0.015289575110992637,-0.026979705989026843,0.08459190160468466,0.05129715157575527,-0.01658457208228663,0.006586178710463553
CSF1,0.08520072822439413,0.0025713311395456,0.07206903398431938,-0.07297064671409512,0.00963734991648062,-0.009627231768743954,0.0026591778716155514
SEMA4C,0.053865672319020425,0.08697098356232208,0.05989084533883988,-0.010379502113284717,0.009219076895145829,-0.015964300390431212,-0.012912709283004708
ICAM2,0.007240144984178329,0.05558604585633726,-0.043826334246674876,-0.010941173558905823,0.014712868857772317,0.05935806199389568,-0.05161326001977666
SYTL3,0.05583463367931287,0.027307502773593492,-0.025550913620788648,0.010100576888711849,-0.03373255229444533,-0.023862685794419733,0.05106579399563904
IL1A,0.03477149994821755,0.03372189011008358,-0.025777008066199942,0.04208022399767976,-0.03734687051456325,0.09901682413124815,0.1136284010271672
HLA-G,,-0.016386825039409678,,-0.04437455005186898,-0.048156958587605346,0.08065974885117833,0.010079623450596414
PGF,-0.05627081384048594,-0.014541546710436542,0.030729505032384856,0.011600705942449887,-0.013233700720759108,0.11967202796790123,-0.050502007609942494
LGALS8,0.01277167488565406,-0.050866608175769754,0.03995854246967687,0.033229343489767305,-0.032759590920232964,0.017607611434342668,0.036323247826521646
DKK3,0.04646088984514293,0.03635853869934978,-0.03445916052423474,0.037160969127206234,0.007084715872695567,0.04780639244919259,0.007282022467969863
COL16A1,0.05169994898252073,0.0005319028075474394,0.0435234064316262,0.04134660642580332,-0.053720439511607106,-0.015492684881656131,-0.0197467207656379
TPH1,,-0.0005447767653294465,0.06572465558434815,0.019547379569118617,-0.03520285523844271,0.08998705944076389,-0.008846452965479793
TNC,-0.041480026029889774,-0.050002412371020516,0.06230689538123082,-0.009308254512130592,0.05038466479162333,-0.082825725173546,0.07550537706404435
TNFSF9,0.012700811519049632,-0.026873085612968604,-0.027383863174516004,,0.073667689153813,-0.004131974882120096,0.10792490617015052
C4A,-0.027480739950828056,0.046519505043835736,-0.014187883271062894,0.0354584857916269,-0.024305758233550974,,-0.019964930959297213
CNTN2,0.022776848419256937,0.025638256361177655,0.05283815895327977,-0.041705609604204684,0.08948924891130554,0.08455027635012988,-0.004304328035167603
F7,,,,,-0.03062385205066595,,-0.019756567363969153
LUM,-0.005169765485485269,-0.048061839687033626,0.03075471037115574,0.02555163951473807,-0.011876233178137486,0.025281460323996065,-0.036831428360620345
BTC,-0.0037786735844907923,-0.04211091118032369,,,-0.022155280337475814,-0.008857963098301076,0.07983437719736516
