,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.01926451685993583,0.022449943710522537,0.04361923332079497,0.006318590074121043,0.002202914695067795,0.09117262361686618,0.016565660637221317,-0.01694302736510972,-0.008160238997177176,0.0846539761273968,-0.01097362141587905,0.04944735246442327,0.05689124877387866,-0.020491372710920226,0.021951209675786662,0.0022879808814324225
LAMC3,0.08251278425946015,0.10712899795632107,0.08067210551094302,-0.010998848362392323,-0.001211540638527136,0.0766342770267902,0.0233410218787732,-0.006365992139985629,0.08594686876381753,0.11005238373918418,0.016389043962969908,0.04025465309047693,0.06177344097242435,0.024243871631600078,0.048355135241781005,-0.003836194346175955
CCL7,,0.008790685930111342,,-0.016754983646334598,-0.024875248915959856,,,,,,-0.02464520050264068,,,,0.04752109002990147,0.001965818783003157
NGF,-0.01741523000039274,0.019025644312523904,,-0.023062099610691642,-0.02655173916888085,0.03723905301570633,,,-0.017570558045343042,,-0.028463233583072598,-0.021884935118619837,,-0.0394659477340143,0.051233228348729544,0.12789297528292531
TNFSF15,-0.02154481299051168,,,-0.01865749376594637,-0.018417549885145094,0.07904807193025601,,,,-0.02939604152316697,0.09892525975415602,,,-0.014275361429623488,0.09991881945339189,0.03250981064669346
HMGB1,0.009228889578343565,-0.03351343773846695,0.06808101832499482,0.010587752037485453,0.019304954857997526,0.06404684272326892,0.07954392177572579,0.0687489949654671,0.013626902688743475,-0.038043662731440116,-0.0015659246343008636,-0.03214952876862995,0.0056420666880329234,-0.006379865260012637,-0.11508466221864118,0.024585374558429268
ITGB3BP,0.0015479828101549208,0.022626701622521644,0.01650712332757775,0.016314859532577032,-0.033803098444974,0.08289159458444019,0.12625131685504143,-0.004743944809999439,-0.05810536390790842,0.006507679299957073,-0.020183003724977496,-0.03604555143417416,0.016291688759000965,0.0005760430663479326,0.01956222570506383,-0.008206609163501865
AANAT,-0.03121404608589016,-0.01110951344953225,,-0.01697641297140786,-0.016595313921999522,,-0.014761950154019553,-0.01553619692376141,-0.016518908597765374,,-0.021620794852022358,0.010458274453152028,-0.005462174765241217,,0.061788178042753474,-0.02057594475071816
RELN,-0.011098121403784585,0.05229806145263509,-0.0305742472324656,0.07197802450344178,-0.035139383924090384,0.001798101210780338,0.018346139092170508,0.024515754359774142,0.017662127493472454,,,,0.0017904975909359912,-0.017243089552834507,,-0.030129452299051188
IL15,0.009001995459852207,0.0458374885622862,,0.01868909010016377,-0.03313720705207186,-0.020559102553023602,-0.02705774549241023,0.015418743762292662,0.04764115896773411,-0.05017869292762229,0.016099112081751087,0.024177179084548424,-0.0322188193349517,0.0074426215125400095,0.07482754914164444,0.03924437230649638
UTS2,,,,,,,0.033456549023537056,,,0.015470896147522986,0.02821855597305127,,,,,
BSG,-0.021352317892295775,0.07003881122758862,-0.031970707868309196,-0.03564616827198313,0.032442304740121865,0.05610890044358375,-0.05066027083948204,-0.023200004966303468,-0.02792602611411678,0.10776554257920577,0.0510708404857741,0.013203670519135213,0.08440895255146175,-0.03283405784351781,0.015698363178366082,-0.007330369214609977
ADAMTS3,-0.057121924851172165,0.03285492655046229,,0.024678508435910084,-0.038450388342606306,0.012726238225461917,0.04664528848981513,0.05400146991200358,0.05663819899570252,0.052883678064512114,0.06585052725081157,0.10865494806328554,-0.04008688718812909,0.013168850078908287,0.013559482740739077,0.10474766944502162
CD34,0.09167442582504616,0.07260699334179277,0.0008097355131968592,0.0063885824733543204,-0.003749376899502458,0.05539032580925627,-0.02989736005314848,0.007985927195422203,0.04239561226452195,0.09693145160084178,0.032290718678685354,-0.033712937654846155,0.03620098638746457,-0.003925273257448013,0.04440717523458454,-0.0445535771639351
CCL23,,,,,,,-0.016796755969921657,,,-0.027738384450172893,,,,,,
PLAT,0.008394327318048558,0.0853923044353785,0.05686594141989202,0.031336281870008885,-0.024198933207160902,0.14168249832651442,0.04036210474482324,-0.02621524668601929,0.06903825714967615,0.03155418856682623,0.03351006550460815,0.09994178595147234,0.06555291415078181,-0.00011683391006919056,0.08905980510922927,-0.005173267268702459
NTF3,,,,,,,,,,,-0.02418594219314693,0.12642299440854207,,0.1413041003913091,,
LTA,,,,0.07192679649254718,,,,0.11301480170642218,,,,,,,0.0700006514328661,
CKLF,-0.011226759764803048,-0.039613737087028825,0.07441800515987035,0.02960753977068617,-0.05140850968673343,0.1026162740730989,0.0774485834962769,-0.0017143866793880502,-0.0019636186565547956,0.03923544412366321,0.04626368898536328,0.07337636797235399,-0.009283642881679582,-0.02257737565247362,0.027457848432361875,-0.005825555874136007
CD24,-0.05052542818240248,-0.0041998078800626094,0.030840965468386067,-0.08265057360730065,0.01596778556837578,0.07108101238097982,0.020787143528823916,0.04127828032767909,0.0622080342965649,-0.032152294387148686,0.001222647883063635,0.06324882507634215,0.006824837161442753,0.1214089117249645,0.03157670306525326,-0.01359702842945135
HSP90AA1,-0.07014863308519932,0.013702884807649187,-0.0592903499722777,0.015102286391537822,-0.04450541382566318,-0.11938072273028304,-0.07416239858462961,0.015116342783052718,-0.016006529013672097,-0.024744101514036526,-0.06059044505047262,-0.175810649636367,-0.005176429962694639,0.021642603646119907,-0.08030371086727991,-0.027914684282760022
BMP4,-0.03769081771073193,0.021750959502277723,0.005930693745134848,-0.03127968440778528,-0.020036166773193174,0.08898361364656002,-0.0039355052556047255,-0.01521970813874054,0.09493609055760129,0.07877670742329324,0.03706789617416572,0.0016805401133367277,0.044294989851629274,-0.004625987730530335,0.07581234843920075,-0.004488160381277295
SCGB3A1,,0.05330631632502925,-0.029019904765509617,,-0.0007226492979073024,-0.02624405802366975,,,0.047409698094654694,-0.03423139480826385,-0.03751103703802843,0.05874186985203692,,-0.0037583879616032434,0.04583771391577413,-0.015694026666018334
IGFBP4,0.05733716595221763,0.05907986369589696,0.02710315304962169,-0.05430090085411262,-0.02125584303460737,0.14229264770342345,-0.0012971948159969631,-0.010087688987231688,0.047572927371416406,0.10785086374336383,-0.01537632821495357,-0.09160005798710545,0.03240321138304938,-0.0625615205690182,0.08245923261787329,-0.017501376463671548
RSPO4,-0.021274488920601707,,,0.021724036497487286,-0.022809680179252122,,,-0.017402852897649847,,,,,,0.052718377283296716,-0.005203308416730738,-0.025945451298907143
LEFTY2,0.04798153601574567,0.06798512908236666,0.023679792861921723,-0.04798272367018649,-0.024171793945639796,0.0603778886752944,0.03437327835610629,-0.0075199120553581566,-0.017570558045343042,-0.017066879232999762,-0.020920984378177847,-0.025506594930178237,0.012545086252860728,-0.01333300768962195,0.09414703188784773,-0.052681790681820495
PF4,,0.06499756848519214,,-0.014618393138566416,,,,,,,,-0.020332359316943868,,,-0.007200239799388037,-0.020324540117725335
ANGPTL2,0.028668032434049164,0.02812293387625467,0.015200461700402335,-0.020945312231088323,0.07767187453189946,0.1752964239404693,0.022385426682487653,-0.0007495785455835972,0.016299034653729932,0.06281208738169129,0.061224167361906986,0.07887973457439525,-0.04446940735358497,-0.06576557355332592,0.07740423271410045,0.0016293713969820225
LRIG2,-0.014121379941316762,-0.01243428193407572,0.003900534246974793,0.023697731380800054,-0.028734021739826004,0.09206573894210662,0.026526333055034074,-0.02034121637147519,0.01735218350959237,0.08362858396404353,-0.030659716688661118,0.06290536047043761,0.03542901895759711,-0.016153048665507527,0.02661565832800647,-0.001920294090158682
ICOSLG,0.05190578674540936,0.05420636233737273,-0.0010715069394781017,0.06550801499969822,-0.042715767694751376,0.03711245524968558,0.003000297194157201,0.01215826967894412,0.03766092492596796,0.004767044223066726,0.055598370688716175,0.07327330631399537,-0.03950318562479316,-0.05073674886766324,0.047992987816197596,-0.03089160101910809
WIF1,-0.01384541202652275,-0.006634679607683489,0.029237873546823355,,-0.07011756746197872,-0.1015777377818111,-0.05122520946371344,-0.01342936938266679,0.022280336534989717,,,,,-0.018559335837272005,,-0.03729509686850974
NPPC,-0.012967917781310076,0.0723197917339099,-0.008459015820411498,0.01499966626371224,0.01256093056815045,-0.03503868975956955,0.020112999538716467,-0.026196432661343638,0.02160420524859272,-0.024507814657577807,-0.012525440888847366,0.026845890412829358,-0.024544937327226582,0.02166205656068296,,-0.007110803493495719
LYZ,-0.04196050514139647,0.06095877739131412,-0.024470668280320563,0.0003473333910381003,-0.031723951857586585,0.10531953403100584,0.04516053944624757,-0.043686987667620344,0.11002169246372441,0.03048462720899297,-0.03148533993516256,0.014575390352771408,0.00902911414121118,0.009301080129572056,0.07449144624246316,-0.024817146942450147
EREG,,,0.020300567857799892,,-0.032098632053473075,,,,0.06938548554338601,,0.02045320360470335,-0.052059626861325405,,-0.009204089608063381,-0.006430442179005454,0.06423898459831252
SPTAN1,-0.04227418732649745,0.031724547400317465,0.0844261385737198,5.372934615016551e-05,-0.011169338051471666,-0.04541978102884125,-0.052723694327658964,0.025144582226188133,-0.023310124724760153,0.0829963793435673,-0.0352655648108734,0.07100056212448741,0.006402677066936808,0.042164336660958646,-0.03996283388907868,0.00632026858212895
PTH2,,,,,,,,,,,,,,-0.006777369593636542,,
LIPC,-0.04461969726497746,0.018710613780116965,,0.07753543222577775,-0.02208352467209701,-0.03188189643080311,0.034511431278670054,-0.014664282935511341,0.035639454480597875,-0.025988028723459143,,,-0.030127672429358293,,0.07251982659535386,-0.015069801050716333
COL8A1,0.10714164024414545,0.024112784796627006,0.07022700884874337,0.012816542577373349,0.0651882550536621,0.10512477553540542,0.044718667293850635,-0.012863349037860662,0.12527162741668507,-0.0188170264091362,0.018037381539336646,0.014334262284598769,0.06508339592953495,-0.08524868404810487,0.10679986184550523,0.04137550654409192
GSTM2,-0.017848784929327167,0.09424227205524023,-0.04517596286839276,0.03804601633177319,-0.00951354872523156,0.026382890821234913,0.04893098812318383,-0.013957677569675449,-0.028748461575615968,-0.005628967621914742,-0.02878408992933807,0.07900332346633962,-0.04336852329786419,0.09174816377114857,0.07763865371766178,0.04897606622192151
SPX,-0.05367909082808419,-0.0012735654739288453,,-0.028825886269352365,0.05079693135183674,-0.04525083265299942,0.00037153859893933783,-0.01583575653365484,-0.06902330717473001,-0.032489809597388036,-0.02484842641324324,0.007414513451423519,-0.02059169816987004,-0.017912100471154917,-0.03490716234705136,0.01608176031070122
MFGE8,0.056607845005774704,0.0649219764763419,0.05245648389553222,0.04879085688925438,-0.028468531506205694,0.07319677790931392,0.04225522000258054,-0.03630851880606309,0.05347340442272821,0.11106922399001681,0.014748164636094647,0.04690681506630031,0.04337931508825128,0.005244170952701238,0.024208121428339925,-0.018238544424236107
TGFA,0.0377136841737051,0.018586701264830172,0.009808368317986352,0.00791821535323935,0.060851300489221924,0.07060697489456685,0.022731721909231697,-0.002285104651914703,0.03548404410606662,0.04137161844152661,0.022436141665489077,0.05510894388595242,-0.025745558616517644,-0.0014090533621209692,0.07935977133764345,0.000836085613514575
SLIT2,0.02352042893400252,0.036353366377881814,-0.021569629952829617,-0.025329394401454763,-0.04468143396427893,0.04738289895112884,-0.00285476305161598,-0.030666500867010237,-0.029498104458756873,0.09808007948547685,0.0020407148386823496,0.10553348954605982,0.01794069231393368,0.08192824582676328,0.060625118229248084,0.06123244100432712
PLTP,-0.03342687981787624,0.06010713120392742,0.03883573137907214,-7.724572575938287e-05,-0.03002409073879868,0.07418086319079295,0.004883264309353597,0.050499269338125014,0.06056523288358526,0.06606821957811328,-0.012863121482417923,-0.026432380458846168,0.02152434540474157,-0.0650962743582165,0.04500502611278713,-0.007738960671469187
APOD,0.014941236181634492,0.05296892089001854,0.11126054360464882,0.039676955552515006,-0.011001762612074327,0.033063676555606006,0.04276888504480331,0.018271052508257685,-0.04486437345402584,-0.0954173568954202,0.08536323683341694,0.13161264471824918,-0.021583278058958856,0.015772462593403945,0.026788331111828857,0.04039350282329381
B2M,0.06700382789461276,0.099655030863403,0.03439305223517481,0.004693953201485305,-0.013652727614345795,0.12062120693276882,0.041006486931647976,0.015774018109948797,0.08286982180202855,0.039331857410108396,0.021162614316336124,0.07905060145561467,0.050685452365854804,-0.09752256693106777,0.08134544499302189,-0.03774128613879157
OMG,-0.009992677879156878,0.006396457215840581,0.10632304659710609,0.009401940892762639,0.07136120373808191,-0.079753006971374,0.044916383883038286,-0.014592362368767526,0.0122480259940978,0.02270132752080534,0.03379873642215412,0.08760863985374484,0.04427171470596713,-0.009563647173285325,0.038227625960520824,0.018480357446084873
CXCL3,0.014020413759148828,-0.0003636042955889539,-0.008620836546332025,-0.008061704720737983,0.04052738119396666,,0.05907776109866161,-0.004669545953683758,0.059460228855006576,-0.025257760713915566,0.012238961030439853,-0.01765987836503132,0.09309943158877987,-0.03147461868028497,0.019617333036703377,-0.018807749299708847
CXCL10,0.05215963758419436,0.10074635459170637,,-0.004985884019296221,-0.012283010355394754,-0.014675724973426282,0.04211925831371442,-0.044577605675203476,-0.03881888497546096,0.03423285273736007,-0.02544933119242741,-0.012394258993154925,-0.024544934658368742,-0.027280238975548217,0.00034411821513254126,-0.03621825108358309
RSPO3,,-0.00693933800943679,-0.027149289499265403,-0.016976411717043147,-0.022083511056520747,0.010219833067453627,-0.02423990489609511,-0.026284378617582337,-0.038819636569748045,,0.0314785977118119,0.14046273123944886,,-0.007873096160601828,-0.005096903180066202,-0.019680491069912383
CORT,-0.023852450399018708,0.014640610070721533,0.06468736501271323,0.010146595789989575,-0.026801674950477358,-0.047300236502171474,-0.04195258623094454,-0.015552953276834982,0.03926213973406386,,-0.02810205061122869,0.05673897451237511,,0.10170665865380456,,
NCAN,-0.023372759170565378,0.047120785759218776,0.1278712280220822,-0.045435414661257056,-0.042220853093332796,0.11358726271870506,0.051134115429575806,-0.030031159312490407,-0.01056044470469583,0.014536985426751137,0.06283523723030353,0.13962957294961972,0.06837237843866091,0.003032152879290315,-0.04560559355281361,0.02463290993510661
PRG4,-0.03255299447258127,0.096748450190856,-0.030356412910782497,-0.01675498625735008,-0.015811714632591827,,-0.020998343304206,-0.022240155136219204,,,0.004431343696019994,0.009433160589432055,,-0.014004436389570349,0.025518534686559197,-0.028288990884139966
ZG16B,,0.001659024896194436,,0.03958475675119755,,,-0.02267108601481501,-0.011889443354140664,,,,,,,0.04217289586734402,-0.017338917201426825
TGM2,0.08165679331087984,0.09285336388213358,-0.022403451307223776,-0.034582839766074215,-0.03923614710630051,0.03440679010849965,-0.06083150445946437,-0.048209692564165844,0.061200068095282695,0.06228430510496934,0.031185876436320044,-0.06665133248532906,0.05700544687720759,0.0364788071389388,0.06052017813853501,-0.012348698091904482
VEGFC,0.07266774613649832,-0.026783934535121078,0.012876180609053229,-0.029861871821292005,0.006981019163823853,0.04256632795800164,0.1728103840189813,0.06546431343411892,-0.02042463676363877,0.08412709476100508,-0.031716957240653265,0.02377947198010999,-0.024031215506927543,0.09344070480466399,0.041106668890462744,0.012244738316971548
WNT6,-0.010777169766139627,-0.026761703481361025,-0.019433561538849762,0.027010206331144475,-0.021787020498045238,-0.02108730451040728,-0.020649121025610725,-0.0059962997397164895,,,0.03393390916164248,0.055101243647545546,,0.06012553865815185,-0.035194324523433206,-0.017916303519607643
NRG4,0.15825420485495698,0.04824377775158582,-0.020349851901544654,-0.020391584746670317,0.010398927394306985,0.045388727973811833,-0.026154768683783657,-0.022841545755589648,0.023208449821035874,,,,-0.019296718945362473,0.0013339617349249508,0.04609799640919331,0.029517467381144018
PMCH,,0.03445344070602647,,0.07844362602037454,,,,0.047218039359601,,,-0.025050149846243822,-0.02985246149192995,,-0.015179422131199646,0.0006506221470379014,-0.03450486611804672
COL9A1,-0.03439233119168775,0.06444690347404985,0.034989642438209415,-0.021297521973268868,-0.009588188812241697,0.16383517675381343,0.014726807392627576,0.005076147798686883,-0.017824400253486444,0.020390450236192365,0.01655702123481009,0.0738767821775416,0.007200342627375822,0.03420175167999701,-0.017570418835844977,0.06488932027267816
GDF11,0.0700813342536196,0.05062953093591507,0.07695854937401947,-0.01750257272263399,0.010164019134428933,0.1292197260861066,0.044949654518953705,0.020893272377446793,-0.04164820475809063,0.0020433988959768765,-0.0296370937979043,-0.018971666930561338,0.055156502523587045,-0.0002118440632011225,0.09990367242051572,0.012914394440468444
RAET1E,,,,,,,,,,,,,,,0.0402807347817107,
IL24,,,,,,,,,,,-0.018676788093644398,-0.020008170184986764,,,,0.0025074721147930142
SORBS1,0.05499060557219292,0.09310451973171807,0.06818988631584495,0.0007810006952067177,0.0408053420414518,0.006427036482926364,-0.04419263437297463,0.016344888467162852,0.055996642951112265,-0.018970116172205974,0.020043591715817967,0.022038652842060972,0.007608046206721699,-0.033590578936992674,0.020220622994150173,-0.0029312488257355026
DLL1,0.0018322947880413014,0.02755996808757196,0.22631716525639037,0.01523778033018499,0.05790908648333762,0.09703566330041041,0.03277534457895141,0.02048305632535667,-0.010331695603177433,0.03583107904885319,0.03033030299044116,0.1813356875164769,0.04518103203554879,-0.01572199122562404,0.10607858838438686,-0.022806761996633663
TLN1,0.08419589639769044,0.019012533375916595,-0.04725827510262867,-0.0009258654878443242,0.08240570938027227,0.11420092944361544,0.05537526387492084,0.05892900611769737,0.07223495691420054,0.08423661707562895,0.009437815837718605,-0.07966390491320853,0.005116068240659725,-0.011708438873185362,0.061291462173291206,0.014994640969559892
COL2A1,-0.022596685047041185,0.027939266875079166,,,-0.014122259832385065,0.02519475473207737,-0.019381741488707017,,,,-0.04082990715845851,-0.01995924134775059,,-0.03197789817480167,0.03179867134726322,-0.02427453245992998
SHH,,,,-0.017411181656665282,0.006906845909677394,0.13766185267532874,0.009379363056170311,-0.01458732946025847,,0.050780102992825496,-0.06825769406678844,0.022689916411676975,-0.01198254627709209,-0.0333155482298039,0.006247275672631559,0.00554325324266532
PON2,0.0355714453138611,0.0357750086617212,0.056001258039928795,0.09259436258601222,0.028530669256670794,-0.03443830044162919,0.08187218512509221,0.043276003015583826,0.01165836079172029,0.029948028215833658,0.03660418488904581,0.10488131956771075,-0.07699648606625799,-0.08521107789300607,0.021517081087524058,0.08916137478516128
ICAM5,0.024247718722099788,0.05110142387946296,0.04765526451580162,-0.0057811996633479095,0.09170016090696964,-0.05271922697780248,-0.026308379826321025,-0.038631969415691754,-0.06268597455321505,,0.021713216106797148,0.12012422166869889,,0.0036259615084778553,0.01836462189754849,-0.05366506954949754
HPX,0.04243200538588307,0.05297378991233038,0.11127253501660654,0.01548797354714317,-0.009875971310628244,0.0821405555827597,0.0408535806129645,0.024566607603657194,,-0.025257747499597992,0.007994850451169197,0.05275176799782162,-0.025871941551137746,0.006314917534469198,0.07877751884416069,0.0820446040407125
SFRP2,0.09182270080960203,0.014834814129708518,,0.009263615170570354,,-0.011482606512099144,-0.015468431298858824,0.03740402122898887,0.0930496487487334,-0.01849799364678936,-0.02168236016186376,0.013648025602175724,0.04509427384857113,0.015885535375240484,0.11205222109614714,0.014678291282411389
