,MGH258,UKF248,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
POMC,-0.03826351960897934,0.015714743813265965,-0.038025534531162024,0.013714973980084713,0.0662640078445001,-0.040285777134493016,-0.02994273856746849,-0.02791642410718093,-0.02703171912770011,-0.022349381944882993
CCL18,,-0.01972181570586629,,0.0007512159739751338,,0.045320910151816864,-0.03767041926676575,-0.03005051197625825,,
CCL17,,,-0.01749884584391124,,,,-0.014604108367702968,-0.023789035743795626,-0.022517972170313934,
VEGFD,,-0.019721821968466488,-0.012835615047498196,-0.02042607004835565,,0.0019928804048530164,,-0.016479391185968875,0.018932228818582263,
TNFSF13,,-0.014882719726959481,,,,,0.038045616449369594,-0.02585786853224967,0.019027128084901805,-0.026586867222482824
WNT5A,-0.06981612432759196,0.03570838560560311,-0.04481879802927884,-0.02619367888273989,0.016196170831153718,0.06893033127482037,-0.0006610074684734328,-0.0074909768040454395,0.0432437368717252,-0.04104885160768687
CXCL8,,-0.018906897551950786,-0.01195308284332714,-0.019662079582695866,,-0.07977485630164792,0.021408965086347615,-0.033301831396372855,-0.031970611910296716,-0.017746937265153705
GRN,-0.004899244673466917,0.09351507365317605,-0.04287972038233774,0.04579404905462804,0.01824293190986468,-0.03741348316343007,-0.010641606666896163,-0.05901989006192741,0.04755732874864076,0.010209064562552835
MIA,0.09739294868497278,-0.03929267367739114,-0.01459780896117001,,0.0911037122479785,-0.07758979293954212,-0.07663490606410689,-0.01434772425676738,-0.019769973333781034,-0.022877534793180193
COL4A4,-0.025679466020389334,0.0047845630842522835,-0.024523158129530195,,,,-0.038588184942873124,0.05410543945896669,0.08499567444339855,-0.0633957329025759
TAC1,-0.022173359447142806,-0.01998203447894702,0.01332379897927218,0.008728585823179782,,,,,,-0.029122930439614666
RARRES2,-0.11446295661342056,-0.01836139937280863,0.002816476078588249,-0.029377216970466576,0.06550491950690575,-0.044642230737884876,0.018555682380231912,-0.0788358298346669,-0.01301011236225445,-0.0061470739697289
FGF7,-0.03309950632520213,,0.00979986277466629,-0.04742080416852654,0.12195412266959153,-0.121109399022968,0.029179648720081792,0.030201735519395763,0.01924306698857824,-0.012421677778425079
EFNA2,,,,,,,,-0.01566255847069524,,
HBEGF,0.03606539594682559,0.0427418271163279,-0.023267317395719116,0.00039996386329773785,0.031101109818488182,-0.09424876504580822,0.02324195010638902,0.01044527353160514,0.029342553100514188,-0.007457860384413827
CSF3,,,,,,,0.004568655770354004,-0.05072684626984563,,-0.05052718894715031
PI3,,-0.02074818162891755,,,,-0.08246052128734474,0.03723407762254371,-0.010997873179592303,0.007135736505689757,-0.030828678731964005
PCSK1N,-0.044036977302267,0.013993185360605528,0.045998142094068335,-0.06154463237264978,-0.02322024583073522,-0.054093575038979054,-0.01873012193818764,0.00282656344582289,-0.0376782197330393,-0.001712183822570945
NTS,,,-0.041771894559150695,-0.01839002445070585,,,-0.03406986459019683,-0.019081855315820847,,
SFRP1,0.03828799194674841,0.02253223733938064,-0.01749884602013899,-0.023568343810027575,-0.0686619796338599,0.06437252828359331,0.012739592905081348,-0.029052460474073862,0.014736163683448333,0.07419060620678043
CXCL13,,,,,,,-0.03280382165561087,-0.03024271243681999,,0.05118714996260369
MICA,0.061698218566735095,0.013336476483043655,0.036297400147206484,0.029748744375093932,0.05594354075568301,0.0894049807744771,-0.0190644905777773,0.02076240295639088,0.010443567203004671,-0.07133447687213619
TG,0.09887421783111336,-0.007698373282867907,-0.012663838746380876,,-0.03185150783390988,-0.05534698471290555,-0.01940520878432631,-0.005931748841988064,,0.03476877716288969
ADA,0.011316867359110774,0.09451770089755444,0.007672357349963201,0.03988261554222658,0.03980926948938887,-0.0007619960112654453,-0.07613431381754493,-0.03604089959889417,0.072433663345842,0.02825418818324939
LAMC3,0.012026280051083136,0.07506425624800755,0.051064374456297114,0.04667844787217796,0.023197374383622613,0.07958368624418527,0.014507509656064625,-0.010909068969338217,0.0034004076946559493,-0.04120110581474199
CCL7,,-0.012544740843847954,,,,,-0.021888192187126267,,,-0.006557742731266123
NGF,,0.05904864943007219,,-0.01839003655931679,,,-0.025279109693857247,-0.015452027334388111,,0.04150212887732607
TNFSF15,,,,,0.09866952956940953,,0.020125981448981395,,,0.029098437043127947
HMGB1,-0.030321437434454007,0.008562271136532431,0.06473975590562653,0.08816373531818394,-0.014116542980163935,0.10420708028300331,0.042104781484204865,0.041471278579442154,0.06596406734039116,0.0031347808707490508
ITGB3BP,0.031872327147552865,0.048628086735818164,-0.01441359338747923,-0.05063053412264031,0.07018190475473703,0.009282615085754247,0.030620237138877404,-0.08120040351901768,-0.0700306629480409,-0.03270666202312569
AANAT,,-0.018200510415354733,-0.014597809773137415,-0.017289338918488894,,0.05354981796765951,0.026001025068088816,-0.0016516380381973532,0.045183399492775514,-0.04071781399805791
RELN,0.08713515236210781,-0.0033039352432521264,0.0045744951625177705,-0.0607509061573331,,,,,-0.034833155941184475,-0.05182594735248252
IL15,-0.05933740075030063,0.05530032439502007,-0.021755909649615296,-0.03542971728979288,0.007833852380737737,0.08498146666813082,0.003469190876012189,-0.015575253886873369,-0.004747537113802511,0.04667693698519252
UTS2,,,,,0.04052891180881812,-0.02082404711379742,-0.016352011071867102,,,
BSG,-0.022387008223110648,0.09072688088398499,0.02621519696781873,-0.048632706579352106,0.05554907970102128,-0.1767929811568732,-0.0022155128187512406,-0.08830949836659968,0.062222602919425614,-0.05252221918931274
ADAMTS3,-0.024358711205062725,-0.00402989372145436,-0.010637366247756333,0.051825921232337806,0.05210721591338677,0.036876189798561734,0.031243088358522606,-0.00747360718805754,-0.04315795407632079,-0.010891381941689702
CD34,0.012033564576290325,0.06064528369682491,-0.02731210572445883,0.016259607865309784,0.039998554835217186,0.08753302413446662,-0.028464707847277938,-0.003277643794957203,0.008871247854540042,-0.11553460260163134
CCL23,,,,,0.01460336508966515,,,,,
PLAT,-0.06629146836352551,0.09977570239626886,-0.009968564723363538,0.006302772713458758,0.012066153202691103,0.0050097863354618,-0.0208725469990499,-0.01186547786029461,0.030404070034568374,-0.08433419103995794
NTF3,,,0.0002309980528518647,,,,-0.023691879291569157,-0.015251310789544142,,
CKLF,0.03858238682846976,0.02902734004495071,-0.06861127838468133,0.007526830513897164,0.03306824081198792,-0.03647889970201024,-0.051272870691022036,0.009823340415049226,-0.014278419046956814,-0.03353732658068794
CD24,0.061076507259951174,-0.001913788742795201,0.009723206569123241,0.05191791783322045,0.1091540857875013,-0.04512752848234193,-0.09039855785695468,0.04547190190331605,-0.02486258976840605,0.025835756986135872
HSP90AA1,0.06314953052956249,-0.03999918018452869,-0.030835251354410138,-0.03991635473605987,-0.053587398886924056,-0.06679242645135434,0.04161672373694577,-0.05229974708038468,0.001080293752746869,-0.049397593155348446
BMP4,-0.026427892605723362,0.05398217673177416,-0.013559004984875956,0.012873572887733725,0.0404537088194498,0.1824006755314918,-0.05774429285892058,-0.05187390237644229,-0.027026032106677172,-0.011163475782933925
SCGB3A1,,-0.01254473958939063,-0.012313395320285686,-0.03043407488345172,0.16099460912287336,-0.02021491499696327,-0.019175668844034204,0.05272058766157976,,0.045953759713662654
IGFBP4,0.03356863956899475,0.07717246519324183,-0.015333001992369227,0.013854129550351691,-0.01594504060617531,0.07943191012067168,-0.03169186086733742,-0.00844471882343685,-0.0029006575288136284,-0.021263056690709884
RSPO4,,,-0.012313393519173073,,,,,,,0.05521778247952251
LEFTY2,0.03162932991731853,0.04098822089557745,0.136705362423777,-0.01839003655931679,0.08889060612976196,0.043413200343508596,-0.018580596524842938,0.028823659541521756,0.04360948378810664,0.020255202423575598
PF4,,0.08923595072299598,,,,,,-0.014355819207830986,,-0.026803290587180797
ANGPTL2,0.03072164027073406,0.03096787354166654,-0.026602793590849928,0.040979796022505066,0.07302352576761986,-0.011545948037330146,-0.025958407600578187,-0.06060032495767281,0.014810513730853946,-0.021877209064662045
LRIG2,-0.049863058669518706,-0.04229572632708479,-0.009107280047685443,-0.008628656871216136,0.00226776230708836,0.0015143669785694007,-0.0022272441376084947,-0.004484380186339087,0.03067597197122119,-0.04092054386193602
ICOSLG,0.01154362110131553,0.024404427912655367,0.06479441809257203,-0.030350335391186343,0.03208368983584998,-0.01223981285278001,-0.0026370333978957355,0.009041056695293283,0.03016299398117162,0.04655867860928146
WIF1,,-0.008290251361044013,-0.010242652890354495,0.012370688950101719,,,,,,-0.03433284354899451
NPPC,-0.0020384797691233463,-0.038917142335313494,-0.01711260364273879,0.003968245049733427,-0.03642107106760316,0.010008105312859932,0.02096071999209783,-0.0271621723554159,0.033004287211468475,-0.021723347559126183
LYZ,0.10543961634110367,0.02140345444286106,0.010229400230870468,0.07012915032319962,0.08164102272389522,-0.08669965092695374,0.07061869777370677,-0.055587731563950346,-0.015193580421217184,0.10653666603190207
EREG,,,,0.00892622966006686,,,-0.004785548196767512,-0.045616231467381946,,-0.04630548957694769
SPTAN1,-0.07582668057225533,-0.0031842439810766195,-0.002460368941122941,-0.052305196483767497,0.08596799356246389,-0.05228025431685335,0.026049841555332857,-0.025252850765831884,-0.0029957518913580525,-0.027495104812962256
LIPC,0.05929910770117079,-0.015931520444501877,,-0.03388174545945913,-0.017814600272926997,-0.05227254086437221,,,0.08295970156126685,0.03477680611573748
COL8A1,-0.04380595773770617,0.033241924508303204,-0.010811896357825118,0.0425201215631404,0.0814869653489654,0.0025267334481137186,-0.055934796228576805,-0.018284592409982613,-0.013265064523572782,-0.012354332976520868
GSTM2,-0.003967930560710075,-0.03325407801277694,-0.0363943973382664,0.045014118362199325,0.14084281361144474,-0.045112763038406015,-0.017967048377660985,-0.026199947793975303,0.0028402313144283288,-0.0017726499454178018
IL4,,,,,,-0.04996756027417281,,,,
SPX,-0.013077473694904394,-0.025766717317294328,-0.008202311741099167,-0.08709684421400325,0.0200259806898809,,-0.022068683629595798,0.07584844762645597,-0.017583267660467097,0.07467232361557057
MFGE8,-0.06450292094197804,0.07806455052598765,0.014163855087000363,-0.04521362100031577,-0.021301525070395427,0.0318504472246624,-0.1096248619729498,-0.008246954717266301,0.04348962220395449,-0.15705558520040233
TGFA,-0.009380488587885562,-0.023964460799143283,-0.009202560902940863,-0.04647265566304343,0.02293760111640353,-0.09182182227114644,0.05662821090015084,-0.004553222405518866,-0.009791506645046836,-0.07543595321031922
SLIT2,0.06529142085550822,-0.017991168291179027,0.04129034705714159,-0.06566107320196475,0.06993575440565139,-0.03419546401382197,-0.08315206127577332,-0.036279170338807114,0.0852838908524585,-0.034452954887806954
PLTP,-0.026509165977324275,-0.034845143724065636,-0.025754869308214533,0.08959879602523255,0.050114622643077616,-0.05953956776045571,-0.007977158487484051,-0.031168076130336342,0.038053916163545594,0.0030532156612707306
APOD,0.11359231860835156,0.01506645982094012,-0.012888912200495217,-0.0350094680023741,0.02151810990471713,-0.04830189188057557,-0.055127281144139284,0.03143876263186047,0.020115330909281692,0.047917434118727446
B2M,0.010350947408997589,0.07568751568876507,-0.04544944849337245,0.05054485328777082,0.11080655293639062,-0.016312351110610836,0.010410389476245908,0.01605922864985571,0.028732757862785212,0.07565694882921675
OMG,0.008260403220018673,-0.0011404334976607689,-0.03970166981177577,-0.028382405542412722,0.04146259585909352,0.09188170080013279,-0.008488203898548359,0.006717414129688928,0.013751174785240754,0.016583383639482602
CXCL3,-0.020679750771973662,-0.032135591028463036,-0.013172728301176558,-0.02663167855426985,-0.01735009925973584,-0.002426400146185678,-0.015359474747275476,-0.0322092257447611,-0.019614806658201516,-0.05337494074002459
CXCL10,-0.05950268269631921,0.03281573763248434,-0.020010338423874917,-0.002259866905289773,-0.00485141487655617,-0.061315825193944046,-0.022602366416698157,-0.019255315259279714,0.04815248157159992,0.07087191911197468
RSPO3,,-0.017040434796894727,0.03426460168504042,0.028543879699391185,,,-0.049716342346597,-0.04743790158348713,,-0.04032907906331906
CORT,-0.025679465607034456,0.00016843658371826036,-0.04327914346027955,0.0017160761486414138,,,-0.02495833152442869,-0.015022635150635814,,
NCAN,0.12910001914678687,0.0639663205707365,-0.036559330857351816,-0.0651223817009072,-0.06831275591435547,0.0030207307182287964,-0.03628315332013401,0.057320316852437596,0.03331559159321212,0.00034959507144266685
PRG4,,0.016607873235342904,,,,,-0.023973627523365192,-0.004292365697510195,,-0.04611313530689138
ZG16B,,-0.01739576756637318,,,,,,,,0.039059464319441295
TGM2,-0.02280824572443011,0.015382164502389772,-0.0018425758688335875,0.028840158895290572,0.14298000045303885,-0.07093980648336289,-0.03461497677460743,-0.030191799527698755,-0.011475482304422009,0.02210698780913901
VEGFC,0.045493356019711835,-0.023953876235558152,0.038698083354473896,-0.021377227508925685,0.005400176364389546,-0.05664172992418182,-0.028168845921943284,0.0277615176034388,0.01374482765736,-0.028604000477438427
WNT6,,-0.003350081695743944,,,,-0.04558479426532441,0.007683507981513017,-0.02792023888267577,,-0.035454640021750264
NRG4,,-0.011554146732116778,0.015034887500518561,-0.02381549638572475,,,,,-0.020775045619262793,0.017353753490010348
PMCH,,-0.013316775905880943,,,,,-0.022247840673568338,0.11582217698384908,,0.10550779972833732
COL9A1,-0.05715042466178164,0.055644782052277034,0.02912843561118099,0.0945844846121617,0.01721274789587647,-0.02167310392760479,-0.048299025973411694,-0.06960876692999486,0.04235783258857805,0.04408610245407217
GDF11,-0.01682374684350436,0.03341140503159017,-0.025130148460842817,-0.042758260815951736,0.024329038671512836,-0.04684676159774751,-0.018127139898552778,-0.010667670704444404,-0.037625961162131356,-0.019814852477636393
IL24,,,,,,,-0.016587453901546388,-0.014126922969328966,,-0.01417811199642395
SORBS1,-0.05187243425687647,0.053214715265660774,0.05921315916418917,0.011241953897507857,-0.00450519637046334,0.011230804882157082,-0.03243235598910693,0.013935952435146927,-0.030755430267886887,-0.03300359024410144
DLL1,0.0824505950963815,0.028009808503073965,0.030590943862617136,-0.08120794414456241,0.046365738109085376,0.12981349837237427,0.0030645881090475076,-0.01149491573274378,-0.036514747992900234,-0.039808472528791314
TLN1,0.02498521353599603,0.023312504189529314,-0.027273083200392546,0.05491499368086125,-0.05087418070899306,-0.04580837955031985,-0.004837192709728436,-0.04951476131155535,0.018666670573491508,-0.03585844864018546
COL2A1,0.05127683109865278,-0.010425542758902775,,,,,-0.03626234871861176,-0.00239839414799478,,-0.04803696304437004
SHH,,,-0.014137973828358226,,0.10246196477185658,-0.03745492198884213,-0.010502744065389856,-0.02905924116378924,-0.040686319209049256,-0.005527366808753708
PON2,-0.03813490271082587,0.06206319300313998,-0.03738836243188402,-0.05328852041663225,-0.01611241301025753,0.05773547288843907,-0.08996503413845763,-0.0017983986907370022,-0.01884532331192337,-0.0053357762694607935
ICAM5,,0.009867098176354061,-0.013640340946439235,-0.017481770916063816,,,-0.04636649632519693,0.042724427854580874,,-0.09712505973657887
HPX,-0.027397005652948,-0.020035668145980793,-0.01231339406496469,,0.02143566179961002,-0.0658817284062258,0.00504002448911122,-0.012674306346730863,-0.027853997744676732,-0.024277507311287343
SFRP2,,-0.016678264715073568,0.01265417996235448,-0.017690672884487755,0.06606650609659113,-0.049967589684293295,-0.04965577871902554,0.035222634608081886,-0.05495484498666901,0.002925653864764493
CFC1,,,,-0.019432623575963218,,,,,,0.04583455213457231
CD70,,0.028853576815371547,,,,,0.028165308043346025,-0.06811545291013178,,0.0218338464928017
HP,0.08040098968323703,0.0840634504293408,0.052427425700132466,0.026955103820519036,0.07295748808826898,0.046020264168137426,-0.025389193133022788,-0.016041767406724087,0.013600822321352447,-0.01671918172446237
CXCL2,0.01970285992299073,0.007775937179536607,-0.017112602303453593,-0.05035573839009013,0.12766239960812564,0.08707020578719324,-0.003873836544027692,-0.006416750313799884,-0.026881592321449835,0.04063308955931318
NPPB,,0.004465763854321289,,,,,0.025315829974497054,-0.04118361628722246,,
CCK,-0.05518143701247659,0.02396369383932931,0.05134686294057404,-0.031921175864776316,-0.03862084882855872,,-0.04198484612660975,0.04388047940692183,0.05473224207925329,0.06867197123348523
SEMA6A,0.0954489858645897,0.04911601925416477,-0.03998938049579008,0.050414732637160134,-0.02132995861626261,-0.011346384852947774,-0.009246754308787866,0.02487632918662885,0.008932364002176653,-0.025714148365806173
IRAK4,-0.015570591601600063,-0.026318530731034608,-0.018279127195718586,-0.010578596990724972,0.02675797829472481,0.06039869030944298,-0.01706625698942902,0.0023927299705290644,0.003940530927607988,0.03797402950050195
GSTP1,-0.04636766075612396,0.02512154241348032,-0.04881758932557805,0.014793320688482228,0.007019499695758613,-0.004087046641383438,-0.012795146837500552,0.016982083499170332,-0.05955655643853004,0.01699508258162165
VCAM1,0.07013497634591116,0.03646113726930696,-0.04204520317270135,-0.005456661660769649,0.09745663022260198,-0.04941092045141465,0.007406636462666954,-0.02538279748563496,-0.026404307662104772,-0.05567527024144547
NXPH3,-0.022715067374601557,-0.00842594258466208,0.01781356533874311,-0.0010323125759209044,0.0267045486304441,0.08592181992629386,0.001496908744542258,-0.03628107198898967,-0.019042334999515267,-0.017019315112945778
MTMR4,-0.041651242975018016,-0.00820077066644462,0.013948519531320407,-0.010825002932970835,0.029184660811653072,-0.10905642407977643,0.01388458646509354,0.03258766200648197,0.019864886047558827,-0.046893054336409945
LAMC2,,-0.012702691400581225,,,,,-0.0203927614225416,-0.018552613797249432,-0.020086257727117786,0.03529653195815746
IL10,-0.026673147294813834,0.040331388058797185,,-0.008840413667773746,0.018569232811611505,0.022366791443463915,-0.03881517813319805,-0.012772224642583846,0.03296448308096324,0.09069674293771876
SEMA4D,0.05324910184391659,0.04004442068800869,-0.04766545315558283,0.025071476373181575,0.027953161776667592,0.1433944150453286,-0.020996191569512532,0.02113403658888837,0.010771576589178492,0.05359257543137166
TRH,0.057475595631999686,0.02298972245665263,,-0.030262066328895432,0.044506708507302026,-0.019546348474005968,0.00333607930287543,-0.03829139138188643,-0.031903684890314976,-0.07648840527685918
SEMA6D,0.02253656317578122,0.033563890446527016,-0.023837373860903337,-0.03421720633670154,0.09226770959418355,-0.12365881914177398,0.03782504509538162,-0.0029052768238823187,0.03153024293734175,-0.030464105066351388
CEL,,,,,,-0.06400294315658346,-0.007942510160113827,0.06692398398952402,0.018716072850249836,-0.05485360922163817
PDCD1LG2,0.011993042801182543,0.03398046935578263,-0.048324507329530995,-0.029064327647156777,0.005310179595759038,0.04264200673019315,-0.05294233693050119,0.03174090065246948,-0.05040743437024005,-0.023759694148569536
SPINT1,-0.03023257978526204,0.04243893550715171,0.051345153352342396,0.045026449863134935,-0.03300254153120623,0.1031530231936376,-0.03832921780536825,-0.0558591232143118,0.09358492400336406,0.06577198685797098
CTHRC1,-0.005532502790187631,0.056249373495822874,0.02551304582716397,-0.037667360880026896,0.0497270639729776,0.03781347303676962,-0.037845015536797776,-0.06464806586392106,0.00595591054623838,0.01292178731619829
PODXL,0.0439520710068461,0.07348055994170373,0.02673337184879269,-0.04855108294314135,0.058176970412823256,-0.012325929314357283,0.02088767822524843,0.027587240723883535,-0.04598832710874296,-0.04532992421051248
JAM3,0.011882165591652984,0.014785815920846046,-0.006004222930612497,0.03954997754776707,0.039196211705569,-0.053508579715226816,0.05117213914596877,0.05530094874677337,0.009663669408178224,-0.016701660247221625
TGFB2,0.06997301645992496,-0.01760538157013849,0.0016202567578152086,-0.046565899711027876,0.020781977659182556,-0.012949133118668094,-0.03369229497622674,-0.02209436683757425,0.013084015396228995,-0.045265077858831985
COL18A1,0.01984201611017925,0.08069228923466773,-0.04567094259078866,0.08056644804703145,0.019604543275203012,0.12663522791298237,-0.040351467890120826,-0.02553504403256133,0.019498632556421033,-0.01227339721711515
NODAL,0.029307304683388193,-0.026100473609465727,,,0.00037385166215489794,0.06733776690458573,-0.024796588730167143,-0.017450077642224032,0.039976855433419445,-0.049070670733092896
INHBB,0.07319329545113079,-0.007679621450090526,-0.005184615061371348,-0.022190443276161466,0.060390869032158345,-0.007263657333906751,0.05660446188823923,0.0004892457212045667,0.014437803608142166,0.033162527009586
LCN1,,-0.012702694258738512,,,0.05527813578903235,,-0.02637518017208022,0.0837326315696226,,-0.021750643990285173
ARF4,0.012344318062878569,-0.0018659338839363503,0.04150388738430476,0.038406971388367295,0.0975767507971615,0.05850822572575983,-0.040232264137145375,-0.026329352041259482,-0.013074134956640468,-0.030021206758283528
CXCL14,0.08451977069533621,-0.035140629271903395,0.031022268166445814,0.07244885268955621,0.10915203212984817,-0.026290193196793786,0.02639600988256808,-0.025934277680811923,0.05676865651985232,-0.019731588839821724
LIF,-0.01677474109243399,-0.01292742496605541,0.005118712517853379,0.09688480012559401,0.052825038352269045,0.036095852111739525,0.05051693783854262,-0.017789592036381783,0.018814465464054707,0.004192919963704533
IL17B,,,,,0.05005075604857466,-0.0469455905136872,-0.022951986722138808,-0.02638608354646506,,-0.027173341291534207
MMP1,,-0.0175127616536675,,,0.021980846312047147,0.15640686500950912,0.013022811211481347,-0.027162170594456084,,0.0186029030148833
MATN1,,-0.01667826698788748,,,,,0.06074006942440761,-0.029147471940796036,-0.02031822038877727,0.01982331715295723
ADAM28,0.08498031150948378,0.04174773066547934,0.05410990652895878,0.0009548443973681267,0.05877948228863575,-0.01884948339135698,0.04170157780591197,0.03791077693723044,-0.03999128606124772,0.0758305070212352
TCN2,0.00206717186893861,0.07043536506088134,0.02593191189068344,0.027316707961113004,0.03673639871881394,-0.04937950718567272,-0.040755753886137766,-0.04770699125731658,0.09078546812742377,-0.02474758048847367
THPO,,-0.02173247245431107,-0.015190407316152042,-0.02624546081966751,,0.0781598759076473,,,,0.06401539764764896
CUBN,0.09854001821666379,0.010275455395440383,-0.030214396552782418,-0.020181919728827245,0.03239605065770767,-0.04741492031132979,-0.01497196040126516,-0.05659151063143316,-0.025041700070076413,0.03915330292760109
TIMP3,0.010632492974582707,0.0053330458978668675,-0.014978688354209242,0.10050938033866838,0.01782474171609138,0.1114096779965814,-0.047995619155031255,0.001791031142989769,0.00893807518234642,-0.020003130198761657
PIGF,-0.04008965351224548,-0.02134277939578399,0.03223390546766112,-0.04021514517896643,0.03044046078186689,-0.10465818011739308,0.02138597847275108,-0.003149974647013029,0.04266220603685314,0.04173901798564102
CRH,,-0.014882718687931581,-0.016537495902198822,-0.022514850836172433,,,-0.010255031093367097,-0.0060110632140575266,-0.03424610571819281,-0.01746501713299341
BDNF,,0.038320559553910345,-0.013089031575877893,-0.02605050171762946,-0.04557224025168604,0.025223104060318247,-0.005704616727829357,-0.0466883540688514,-0.04353196368898,-0.002614163778121597
CCL5,0.06855869074550372,0.0821489674058622,-0.006377388636089042,0.027596023304972586,0.1245156824014363,0.05853325687968342,-0.0428607095288826,0.00014762070203495347,0.045645578594988065,0.060267802063105426
GAD1,0.004599980431623309,0.002905348192081176,0.004877683356353699,-0.011744049483875758,-0.021430807328515593,0.07527167981843015,0.0040716795471988565,0.03915025042931927,0.02229374118614734,-0.06480577272846003
COL14A1,-0.025855735450409353,0.019199824301839762,-0.005140137842379683,0.004764229418233587,0.040131812547765655,-0.02481149717887043,-0.049320970246160334,-0.05163713333880438,0.029065853956083545,-0.044905729513501795
HLA-A,-0.089296207046338,0.04587788761821968,-0.031713655864867185,0.05926924439399668,-0.11078593870019493,-0.10140531353100359,0.044588678776816874,-0.07866877176069835,0.061216732781061545,0.0029362281402706856
CD5L,-0.03458494165475117,0.030904417373513043,,-0.02739006004566346,,,,,,
FGF18,,-0.013466168892187267,,,,,-0.027134746050185888,-0.025724389507965725,,-0.009174829592593138
ADM,0.015519988685146544,-0.03538135055185017,-0.0356994143018432,0.016822431880065093,0.0034285521413633144,-0.1268447362677361,0.057539088674694656,-0.0616475429509495,0.009951331715297588,-0.049837218889913194
CCL15,,-0.024830494963738462,-0.023678323362543763,,-0.03753556613770117,,,,,
GNAI2,0.020061148264371415,0.06296779144580299,-0.06789367332548876,0.10514091860770201,0.06038149009591265,-0.05714307984212598,0.049895674608620245,0.04025698955840259,-0.06385074308370951,0.020403054876688902
HDC,,,-0.01849236708302114,,,,,,,0.01616175761579074
COL11A1,0.05242013472195866,0.00816766792916033,0.009762501507969826,0.10782971470025401,0.15435942072502054,-0.008589068465871963,0.09636945969479435,-0.02822532712340237,0.036618524142040434,-0.05859164874741221
NUCB2,-0.005662475239873645,-0.03316642514937016,-0.050340615226914916,0.03585358279924343,-0.053398580834097285,-0.06668979352453794,0.02529144411043035,-0.03982382532689269,0.022351754241555336,-0.028908810610135956
FGF16,,,,,,,,,,-0.008061972297672375
CXCL1,,0.028608303184261042,-0.013823361345406201,-0.03736854797018921,-0.04019953070515896,0.025868415886222237,-0.0014267115511608088,-0.07118909419649072,-0.014118078943258608,-0.00865868767282422
VCAN,-0.03757277631580882,0.004768997469527372,-0.026154779710014262,0.05232267461711068,-0.11814140724367451,0.05360569601069966,0.0410757142783139,0.03304930564841648,-0.011951365477583787,-0.0497079324438229
MMP7,,0.02254115176226131,-0.02670373947517118,0.017537046026547366,0.09803660273640691,-0.09067037254999614,-0.03322596193928228,-0.029489995636670135,,-0.05183396785111545
PTPN6,-0.011088711074559533,-0.018377226734326176,-0.023448505071685007,0.010197864051714715,0.04047152718420761,0.008706965889358063,0.006032612101827363,0.016542776133212825,0.004770234339517773,0.03829038785590873
PTGS2,-0.051104577368101374,-0.011742305596139245,-0.029481014814694995,0.046208763608003904,-0.021977537408807098,0.04774515270389996,0.01598280937492144,-0.06250520545217761,0.03473074310895266,-0.024793786729210843
XCL1,0.05996370808829169,-0.01630879587002752,,-0.021143092588991712,,,,,,0.0776308046006301
CD58,-0.012431731677556263,0.07938237211108132,0.009844212775143423,-0.016329990094003002,0.045065312128270085,0.09536103586358825,-0.02372962739097047,-0.03273583234950741,0.010717771866650657,-0.11793230785762072
