,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.019489965910670762,,,,,,,,,,-0.021684179811476568,,-0.02858424652877192,
BMP1,0.05285757361645198,-0.026630863444516803,0.038380014515699876,0.12281790461423624,0.022887280343454136,0.05315948097138891,0.12998946543224427,-0.045741579923803066,0.0682255425649328,-0.016750385313678753,0.10373932049243652,0.025060335898849085,0.021594053096509563,0.017362950515793292,-0.027257306643931865,-0.03212158613483965,0.040382545200780474,0.04761251291432383,0.006695838922200197,0.08683252457092129
NDP,0.03355795584182026,0.03631106498493185,0.040838254609550734,0.11099594556315621,0.0248881761681456,0.008388402783060692,0.10447705654281152,-0.008499981334686076,0.018526404684415104,0.027751937841311827,-0.017170817784880228,-0.004612079343976282,0.06538925784860751,0.07504697206368902,-0.015870405174154934,-0.007735144752517369,0.007514313561348708,0.004161196944685563,0.05534292375397246,0.04292891584857301
TNFSF18,0.05910498846627379,-0.004548483234338546,-0.01738670783005677,,,,0.009169742724816184,0.02143098681710306,,,,,0.04568164543013263,,,,-0.022362511891325206,,0.05983193868502677,0.014507630886329517
IL36G,,,,,,,,,,,0.056229058059484575,,,,,,,,,
RTN4,-0.041409413636697784,0.011592522044124101,-0.016550876154237355,0.028193640460385003,-0.04326303081384045,0.01008661932282317,-0.16489829197443365,-0.007981881307186167,-0.03321059419713055,0.03618432660177116,-0.085839779267223,-0.06559625792195872,0.013774544990257747,-0.07620200444116278,-0.00034462215780974584,-0.02171584144636929,-0.0882132771940367,0.018930206196804047,0.0008913905414487727,-0.07199488397840892
HEBP1,-0.020547315264868964,0.0179242734430693,0.002334970981419355,-0.0062680660936128745,-0.017198655283574935,-0.030013191697204563,0.07442236910619922,0.007828303984719023,-0.039474601558925855,-0.012320691865099362,0.05678700361481001,0.08355747863804563,-0.14012349265015644,0.04186932006593693,-0.01101340940542533,-0.07868389847474828,0.0050384039813863015,-0.009014046758507482,0.024270848256209548,0.00761131317873007
WNT7B,0.01057789416912394,-0.004240314002808753,0.02692472397615491,0.0806820935423793,0.028901897703250214,0.018252936141687257,-0.12129793991667988,0.0028473165930124156,-0.014267907588083337,,-0.03299396244406182,-0.009320686487940193,,0.026781896279258074,0.12043518793744154,0.009465354646590724,-0.03542392468315059,-0.026327706954150428,-0.026187416471511668,0.0888296565808478
PTMA,-0.011192686559937553,0.026246292108428545,0.02610229812612695,0.09629785870575945,0.01797122282302721,-0.054124958915870734,-0.05052758256826965,-0.019066239456025785,-0.05613034294767457,-0.09189065913224978,0.014111198148616656,-0.044548889343446564,0.029156708973383547,-0.19710225018769767,-0.10246684191967177,0.03221985941462364,-0.10502610067539281,0.037561164740589424,-0.07036341375547207,0.05050734882188379
FASLG,,,,,,,,,,,,,,,,,,,-0.007256950855368134,
