,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.026481283186019472,,,,,,,,,,,-0.02111009575135767,,,-0.02750884869945833,,
BMP1,-0.05213622859851256,-0.0028234436986013176,0.03243033844061283,-0.04127397131408526,-0.08663339405075143,0.04289297643755247,-0.03698966615546181,0.010677840791139759,-0.13563923535427028,-0.07464250401835765,0.024642634262916647,-0.0384813539250623,0.006009423040469127,-0.18896595631154006,0.06685605417051341,0.027612472144109494,0.19130095541039016,0.0031475012138127223,0.061311142352385335,0.05925026672911704,-0.010742404164723817,0.01595960066653243,0.11371360640820015,-0.08182919234092961,-0.05232398812662444
NDP,-0.0418658356795459,-0.06847090511832248,0.03679012857348062,-0.05646402037302189,-0.021109987298162426,-0.013589790664716982,0.062400153657294136,0.026246639568914164,0.02492112362693828,-0.017344339517073856,0.0636845701225949,-0.11019353355147066,-0.0015235674225600217,-0.016414642217303856,-0.03723184886050759,-0.13219378853513672,-0.026385706533701835,0.062108456313713443,0.01996877887494711,0.01820114152212713,0.015659631007650367,-0.07980707251964847,0.06355358877801558,0.06228203595462017,-0.002955720429642343
TNFSF18,-0.01927998321590006,0.16580033294542326,-0.009215312502313732,-0.022369262884842155,,,,0.03183753373810915,-0.019676308023211762,0.022650519569696752,,,,,,0.006767427606332294,,,,0.11703469779886774,,0.13529277299839182,0.012441536703552468,-0.05626909328387512,
IL36G,,,,,,,,,,,,,,-0.03051052128640086,,,,,,,,,,,
RTN4,-0.06722747447331841,0.07484265234054162,0.04054710131108182,-0.06157055421855133,-0.1086366469501522,0.03253336624465206,0.05458521841981527,0.08241227468142368,0.17442179981663156,0.03540187216255615,0.058756986653201025,0.20466708514573514,0.07898319653489791,0.22999984354354117,-0.02220641656358823,0.005229030749619559,-0.07691656499019482,-0.02302130705606336,0.03399889678870715,-0.037377496516892886,0.09683880480925879,-0.018784673219111567,-0.07091111676338029,0.07541172740395052,0.016474991599759244
HEBP1,-0.044969685188713374,-0.12432504812328385,0.004860917057992361,-0.017540989518235947,0.05636918180492625,-0.015728253341697186,0.05205161092451889,-0.05001116399937036,-0.03640822872371532,0.008284956993261287,-0.03479569072730697,-0.0889525333283857,0.0560317699831097,0.002806166247218237,0.11087832473376784,-0.027901987094609663,0.03307708905411207,0.01901393832789222,0.02616177838228218,-0.01451675189861399,-0.019892986305062667,0.015956744963866655,0.03960735601069171,-0.03517466368234092,0.050225729891972534
WNT7B,-0.01698506134734137,0.15313387058395198,0.019458663785396322,-0.00915225275809658,-0.030606258911530463,-0.03960806230781903,-0.023727539624975723,0.0900921102493126,0.08382103818707783,-0.014974334047801414,0.05024216418138469,,-0.033367300434426775,-0.002701741856330692,-0.03463770332563565,,-0.010521723467858492,0.07596131734322967,-0.047060707083802306,-0.04552381214286348,0.009449996684741148,0.0010364880413838706,-0.033117116300636074,0.016310300636586318,0.1303313706619771
PTMA,-0.09488678193023106,0.004624598765755365,0.1192720353950898,0.019145220195192124,-0.05315563734044821,-0.020094855220618463,-0.054284795656440656,-0.034173319828231366,-0.010629776748965673,0.047885941793019825,-0.02449470471965012,-0.2521246275391062,0.007612858043568506,-0.25440680381723535,-0.06488405161966626,0.0016482535197759665,-0.009459545726507696,-0.10523571539916875,0.004641375948119681,0.013324049571007737,0.007677112560123237,0.09219214891826848,0.033302635161243946,-0.10450656659954284,-0.18165689826053802
FASLG,0.0388631733321025,,,,,,,,,,,,,,,,,,,,,,0.04575575458129227,,
CEACAM1,-0.023583912995837508,,-0.029835093036726476,-0.010194599051672325,,0.020168396278053616,-0.01992527061789634,,-0.021339973333521334,0.031603814571037156,,,,,-0.018113291100859658,0.006971976484734483,0.003614051105406542,0.07815518916344091,0.06382930259807387,-0.031281891276816194,-0.016107250693741016,,-0.010466046639857044,,
PDAP1,-0.02050249215353355,-0.0008066816365855842,0.009038366472565378,-0.028009951911040044,0.06002165737213386,0.06523173115967752,-0.016709313752537612,-0.04053136034464923,-0.12682085960681022,0.014563773103215077,0.04451701645308233,0.023559382516203445,-0.018574468095994025,-0.08635428491213233,-0.0162298270878993,-0.029421058035523886,-0.02945863161611011,-0.01394218731791673,0.005420765174860698,-0.02471544229410869,0.0536534594765777,-0.02084304443329048,0.015587915133551256,-0.03700782199015916,-0.048050814135067677
