,UKF259,ZH1007nec,ZH8811Abulk,ZH916T1
IGFL3,,,,0.06388151599341259
BMP1,-0.012752357983572599,-0.06685381578641268,-0.07178723895160712,0.04239485780158886
NDP,0.008937483877655228,-0.03243252050769108,0.02886174348582166,0.0258705718621854
TNFSF18,,,,0.04517099443051531
RTN4,-0.002350354636082385,0.08917404455808098,0.0009262842882791239,0.020407087279472748
HEBP1,-0.0007388516179125043,0.04494179917067071,0.01889804280373053,0.025215129808601595
WNT7B,0.06361782755098384,0.014583365088631187,-0.03932236251862159,-0.03116525947751703
PTMA,0.02885858231330494,0.02595172121841539,0.07031003860819998,0.051757732742417864
FASLG,,,,0.08012257183409918
CEACAM1,-0.028461488139919187,-0.04706688626885966,0.01716201735550993,-0.0236603220581445
PDAP1,-0.03413299739893594,-0.02755511932110408,0.06915873608716358,-0.041775183026429956
QDPR,0.002132711186243904,0.01949590761153584,0.03216775270775786,0.035438004571009735
POMC,-0.003953298946042995,0.008932242972156378,-0.03282194954952779,-0.0065956540884775155
CCL18,,-0.04035739432479074,-0.029727071150381368,
CCL17,-0.016496630549577174,,-0.01563224039406613,-0.015413358417275506
VEGFD,0.061102085776613996,0.143363558305623,,
TNFSF13,-0.01137900654760458,,0.04769917925289722,0.007760178017516546
WNT5A,0.0008446442421304634,0.002396404668780389,-0.014579857973851737,0.01175752967502276
CXCL8,0.013467734960060453,-0.0011789103283492313,-0.09211200137605365,-0.006960873675220466
GRN,-0.05183468840381945,-0.0020150003991682365,-0.009184408566128571,0.0035760289167815714
MIA,-0.01829141889018366,0.012382613256570862,0.01816962532182048,0.07198708841514628
COL4A4,-0.015706677522782025,,0.006282960245009136,-0.003294740147163502
TAC1,0.019797565620395398,,,-0.020262426935760157
RARRES2,0.04688827642499006,-0.05305876958285909,0.018612033420034285,-0.01711495857024099
FGF7,0.009874270617761171,0.046580773548621966,0.00650754024103807,-0.02200335804883014
HBEGF,0.0309367134228359,0.05293318937732409,0.018223042162340233,-0.013277114001567778
CSF3,0.0703410070206312,,-0.04444064830763062,-0.01622788862220742
PI3,0.056361491487070925,-0.008597339291736126,0.004170336657967672,0.02697578736314727
PCSK1N,-0.04014088589011541,0.06892305402366918,0.028600137198939887,-0.00020930479427330566
NTS,,,0.08751326419293694,0.04625019400956154
SFRP1,-0.014393947808507794,0.09612255735442099,-0.05331977855341696,-0.023472863892588333
CXCL13,,,-0.03511321698342324,
MICA,-0.020325355682952306,0.06506655724821091,0.024051438677293955,0.029025714231487393
TG,-0.015533350179612713,-0.06376811349918919,0.0009951891985946302,-0.031647478159394477
ADA,-0.03554857885741769,-0.014861854413644104,-0.003037465207540308,-0.01713455337240626
LAMC3,0.03153305292198674,0.0012042206977590964,-0.042982290209728206,0.03958323216276157
CCL7,-0.011230587361771193,,-0.00392934112469263,0.03339406812351963
NGF,0.021319019085741932,,-0.027058763858275776,-0.016894788683297798
TNFSF15,-0.012505808308323887,,-0.02284076611798868,-0.024540125963491057
HMGB1,0.01849524867788974,0.005195127302938636,0.0441994833308692,-0.028087178116695293
ITGB3BP,0.005090897593607485,-0.08285228194349804,0.06293523832905716,-0.00772774952532358
AANAT,-0.01137900776206429,-0.054961224108947,-0.02055395359847739,-0.01799226813223978
RELN,-0.019751409202576498,,,
IL15,-0.024982906641954492,-0.06334852301526098,-0.02531292448669901,0.05618980570767727
UTS2,,-0.021561366226259805,-0.017503195783397412,
BSG,-0.03113935284816434,0.019316006127837532,-0.05230669370635531,0.06753027171801021
ADAMTS3,0.007120193258292354,0.015013365316840109,0.0010641251132489959,-0.022705829324483832
CD34,0.045785224613809086,0.08379905812955177,-0.011509735594141347,0.05803010490006816
PLAT,-0.006384676801703359,0.0780350935183339,-0.03782203604683044,0.06659048656248558
NTF3,,,0.01406961858328807,
LTA,-0.01439394713513629,,,-0.007058375279285285
CKLF,0.04839144171418346,0.06343037224225492,0.043998622033213856,0.040621257015178346
CD24,-0.04150862413117011,0.05629041404640148,0.005282523864683458,-0.03308186115857551
HSP90AA1,0.05541973387807448,0.0349411388635741,-0.07167361446627492,0.03243746095674751
BMP4,0.012544892694024565,-0.01589023522395735,0.009907022295442445,0.04046199137108567
SCGB3A1,,-0.02219114791771072,0.0022125751749611255,2.8234903020627933e-05
IGFBP4,-0.030298591943079406,-0.025338496974293988,-0.07498183025449305,0.05168261447424137
RSPO4,-0.022032457915653787,,,0.11406400319637851
LEFTY2,0.020974979597110893,0.025931338080018605,-0.019888674079126915,-0.047227848996206384
PF4,-0.00979846621738136,,,0.011732929217188175
ANGPTL2,-0.0037588198907037448,-0.08116745790706495,-0.06826041958341254,0.008705640838013399
LRIG2,0.012829043513076658,-0.011872858076203637,-0.04947761959953432,0.01989738002973868
ICOSLG,0.05303382775396498,0.02211234984192814,-0.08329807994751165,0.005374467326088587
NPPC,0.061039496112138776,-0.05680115530347351,-0.03497545872906374,
LYZ,0.0007938373221181246,0.06938736539117955,-0.004377843371366168,0.002283182128100372
EREG,,,0.015893094750513082,-0.0015848710173008535
SPTAN1,0.02507360440507094,0.13453559080366612,0.05216307180236896,-0.030225118791169226
LIPC,-0.01760857355645872,-0.04095161789778187,,-0.016697589745768484
COL8A1,-0.027218660991803534,0.006337953278418425,0.033449756529847344,0.0004843899156148438
GSTM2,-0.04319408398213065,0.03454995203638433,-0.04713946139183457,0.022882482713298267
IL4,,-0.03914583836553064,,
SPX,0.013729225206231986,,-0.023622323184164004,-0.009494969339010855
MFGE8,-0.0227671952792632,0.05781899962752407,0.019974323660571676,0.050765284771406696
TGFA,-0.0008003140499550474,0.005213138602346743,-0.0537205340324481,-0.011828429826649898
SLIT2,-0.007099983423998043,0.1452463916634618,0.05829183966809334,-0.03213249505378429
PLTP,0.006514838942328022,0.020084535614996422,-0.02662653774359362,-0.0029353661211175704
APOD,0.03645581804607945,-0.07062744481386365,-0.039835237437853506,-0.01881724606644015
B2M,0.01193745988460353,0.01578585729674996,-0.04789454115383396,0.011878033473173663
OMG,0.010929719347058898,-0.01729211213591681,0.04269513002241699,0.04772855644119438
CXCL3,0.05596577286421062,-0.00482107950729171,-0.04945087769306736,-0.031176375936724357
CXCL10,-0.03856371965657138,-0.08437484258446137,-0.024193577341700186,0.06885934474908566
RSPO3,-0.011379006921284449,,-0.03709595449251594,-0.01725700782896495
CORT,0.043027612470630056,,-0.010247747699826377,
NCAN,0.016769249828544573,-0.004871174274495344,0.0427478857325614,0.04631634033580876
PRG4,-0.011230589111891523,,-0.025661375492928493,-0.01749260196010752
ZG16B,-0.0130344721624906,,,-0.02151763156558701
TGM2,-0.02850692987171373,0.04586609253463507,-0.0016739087124994923,0.06098062148999016
VEGFC,0.06748458972637955,0.14908644078512542,-0.030151938070320322,0.002560341650711264
WNT6,0.059510438946181854,-0.04963958471322882,-0.008097764341764362,0.039601928576825304
NRG4,-0.013668140702276428,,,-0.017257009763063807
PMCH,-0.018938540541443373,,-0.023814092918348025,-0.0015344605748206753
COL9A1,0.025297456087490292,-0.032622921635516694,0.024169410674263914,-0.024906610915733277
GDF11,-0.051111263594276805,0.040799580190234316,0.08008118473044645,0.06558419796879895
RAET1E,,,,-0.018930817095719164
IL24,,,-0.017755213833382938,
SORBS1,0.001505778686398539,0.09281008979029345,-0.0346796145564119,-0.012089234622918294
DLL1,-0.00791618235357126,0.05065709857020898,0.016080139934038774,-0.020462270846533702
TLN1,-0.03401855855626204,0.12801822226093443,-0.0522321462002388,0.04211310529269975
COL2A1,,,-0.026704093500107332,0.025471073969962954
SHH,-0.011670425993499808,0.13283423323927282,0.04395673664184154,0.013520277319867848
PON2,0.048246962654238786,-0.03272953219958273,-0.022512172733693016,0.019063219784084727
ICAM5,-0.0023395798790038116,,-0.049630706547548406,0.01029920001020644
HPX,-0.028395734116244315,0.029544604122805625,-0.04496606235845987,-0.01573852204663721
SFRP2,0.00812942337142954,-0.03914586140615573,0.00740728186195493,0.03449120658698702
CD70,0.12176900109934506,,-0.028677232749829928,0.0399847224903225
HP,-0.04092070892349689,0.08996226110847906,-0.038820490324279075,-0.025814599132385402
CXCL2,0.0021233051452517666,-0.05542545547626781,-0.05680487174070529,-0.05628361387252765
NPPB,0.01882896546592939,,-0.0057259374160215665,-0.017505314487647264
CCK,0.01100168799002368,,0.020176227294450705,-0.02270911854477879
SEMA6A,0.016422063375022503,0.12608559542656678,0.01524966263573539,-0.008084659220177084
IRAK4,-0.028498010148438526,0.08337643098101086,-0.027411530233072183,0.039599325955766665
GSTP1,-0.028556332695892302,-0.05780865761383966,0.04199392624472566,-0.00768289993582315
VCAM1,0.03218689732530939,0.12316905234989757,-0.11435361730013177,0.05734631158424357
NXPH3,0.0020874758136676,-0.018218316449897496,-0.03451597739416292,0.04091939074785489
MTMR4,0.016537557841613256,-0.02722908583320694,0.05246328635949375,0.005455256856169286
LAMC2,-0.026085451027207045,,-0.021828415732726366,-0.03335299231925599
IL10,-0.009889852652783405,0.07267171826931765,0.0039353330891680575,0.02996733455478798
SEMA4D,0.01141915721046353,0.013475403768516228,0.0032970325748111064,0.016767708962404707
TRH,-0.00695063230386899,-0.03219370707205417,0.03034279855725745,0.043640946002015894
SEMA6D,0.027982864947702427,0.08539456055755892,0.04576861321323826,0.02319813275992328
CEL,,0.016593361156263833,-0.026887557388341025,0.05407288875293377
PDCD1LG2,0.005271147118913016,0.0228437639897898,-0.016759017687773065,0.08177183498548318
SPINT1,0.04929817971277939,-0.0809052060094984,-0.03694118130913684,0.007174967956725523
CTHRC1,-0.014463786636821475,0.0607814378960686,0.009085012733566277,0.045082325107465834
PODXL,-0.01716164217718462,0.009401347211160888,-0.006481611737878625,0.0715961744715833
JAM3,0.006197668988630506,0.09580898295280268,-0.009507129531373363,0.03391127515391364
TGFB2,-0.051571301099582564,0.01760728756181203,0.07158334479931469,0.013965898710390638
COL18A1,-0.0011872727330822321,0.05415999798511081,-0.023225559260199383,0.040833882324622754
NODAL,0.09462680901981936,-0.015820711811098093,0.057073123941225705,-0.02683413520971613
INHBB,-0.03029637530865231,0.047020708290036364,0.03740404759866977,0.005158234084244239
LCN1,,,0.003142483191408097,0.12688095783795592
ARF4,-0.013530358137340106,0.014102755137900049,-0.018787499336890473,-0.021669962333742986
CXCL14,0.006231160592374179,0.029698222707304617,0.003378582503173644,0.03579731565061586
LIF,0.023741747635182952,-0.01258295060397798,0.006610585862053635,-0.04322579558387283
IL17B,,-0.05162396925188371,-0.02456781098361028,-0.033491917007010354
MMP1,,-0.04642106266393025,-0.014809948266705302,0.06563558453900385
MATN1,,,0.055052334116439075,-0.023846455202774005
ADAM28,0.02480290377128921,-0.059401015856885606,0.042254380837362576,0.009685831307357208
TCN2,0.004608536975350724,-0.08702606837711263,0.02211730223111282,0.03530477383194366
THPO,0.1668179426610419,0.04327582840913421,,0.007260741770841201
CUBN,0.014237730635044627,0.04931815346548192,0.041444324549990356,0.03009175394730636
TIMP3,-0.015904405340428186,0.08217491431763536,-0.05785148938797658,0.01922804716032566
PIGF,-0.08580626567620186,-0.05525236740338544,-0.021041591242677862,0.04759049089255826
CRH,-0.013163501894758652,,-0.006393223836666414,-0.0003913611867960931
