,UKF251,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.024570081875457048,0.008221063635002381,-0.03876308872303731,-0.000405109236355347,-0.10453312666840565
NDP,-0.018233623338647625,-0.046626919583435705,0.06412469660184918,0.0908597968604159,0.07140381216455585
TNFSF18,-0.021167241518814033,,,,
RTN4,-0.008661477842697942,0.09988346711507867,0.022358327992342872,-0.03166141513111435,0.1937901509757126
HEBP1,0.018432442126159125,0.058965198945539504,0.050492277685992154,-0.024672939149817625,0.035047183688923456
WNT7B,0.0003629328790805419,0.039077581466719184,0.01816035391448722,0.04635171887214686,0.03860931165926164
PTMA,0.040973916852874714,-0.10294715168891068,-0.11982512682337372,-0.0018571686006343682,0.05761316363708314
CEACAM1,0.016353231523756683,,0.08158347652334277,0.04108628304588957,-0.0004935173229442785
PDAP1,0.0009008537713579455,0.05914013772116902,-0.07570075490651125,-0.03714491333359215,0.04254272069633619
QDPR,-0.03303569681858806,0.04133045401051428,0.03434491889556674,0.10469433920190815,-0.004879094383310206
POMC,0.03379239665461404,-0.03024957708286967,0.07179706620709835,0.03331921621589724,0.04876074452301367
CCL18,,,0.07535983053452504,-0.0014955965799520684,-0.050569732362449764
CCL17,,-0.01392045352532407,-0.030097957198360427,-0.0238862305533414,
VEGFD,0.03720257403461308,-0.01021082100679344,,-0.0061270986425708135,
TNFSF13,,,0.06569940216612333,-0.0085578221700075,0.05283949669412591
WNT5A,-0.003123350749704616,-0.02674374629179552,-0.005220477827340636,0.03851509124785327,-0.015830746589885772
CXCL8,0.04657935642649603,-0.009508760502783705,-0.1029034766579404,-0.15005008095899003,-0.14503571083276748
GRN,-0.02309275574192805,-0.024187501771057992,-0.035518071284576264,0.005294529093604284,-0.12103137904344148
MIA,0.02906074961309238,-0.011612658516346267,0.15106449043374906,0.13860420880772703,-0.1604677050676303
COL4A4,0.07087356343602531,-0.019508342783365905,0.07417808143068684,0.051117999371606326,0.037324578081475504
TAC1,-0.008094835385536844,-0.017878432395639396,,,0.04136889437945154
RARRES2,0.0117872770333995,-0.017483092284322464,0.005156174332095634,-0.06474927904873308,-0.03490329604028326
FGF7,0.00918278977446136,-0.024550696192263986,0.07444594637691038,0.05631185018000744,0.04147389600814503
EFNA2,,,,-0.03684647440267165,
HBEGF,-0.007529715145411029,0.05767139743993839,0.026260319115175065,0.03345779701023201,-0.011659596004115098
CSF3,,,-0.05668799784348577,-0.08687121035902302,-0.04696055860627202
PI3,,,-0.13161198292376858,-0.18158929088614903,-0.17219037657272915
PCSK1N,-0.048024497915809546,0.0299537618350187,0.046251603050087735,0.04968958174000365,0.13799943389573183
NTS,,-0.020393092341553506,0.04340063958630305,-0.025216192590463843,0.13584808270893306
SFRP1,-0.009997825033502826,-0.013920453665514471,0.1155346619471127,0.01009653786451513,0.08113698276806168
CXCL13,0.0015805535308633628,,0.018154954809692196,-0.08978156131453702,-0.05335149502904924
