,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.0053109699979100485,-0.005831234684942098,0.04223759666978663,-0.06952409886441374,-0.010439596610731088,0.015425454975342291,-0.0007625999772102902,0.02319181686706591,0.024492437358135798,-0.10170129825383063,0.005525800638509843,0.05439050224132136,-0.009473035078766689,0.002110452307619915,0.04950430104061822,0.03279838946333935,0.01895092137693065
FGF7,0.022370713177986824,,0.017601930095370075,0.004551355464936915,0.056860924898294196,-0.04453859593684726,2.5535579766008356e-05,-0.029060212363280477,0.02092524070873796,0.053218099929884514,0.11557590463044454,-0.02534727093396558,-0.029918155609457535,-0.008758824960860475,-0.039835812834399624,0.09855282231239187,-0.048683386623855976
EFNA2,,,,,,,,,,,,,-0.015662560711695517,,,,
HBEGF,-0.022147389437503984,0.028948170709511466,0.04666703010889249,0.04796386233753585,0.024280144038502535,-0.02338020149430374,0.09934259341078192,-0.032775833037994466,0.0672437400870963,-0.004623458721063038,-0.016429264486265076,-0.0025196308535249796,0.05755904102054974,0.029094012994639314,0.06016499456506805,-0.0053041548966049614,0.04367121354004224
CSF3,-0.04019871485128373,,,-0.018921501221112254,0.0005127563720514671,-0.016534559566241523,,,,,,0.0028992869206540053,-0.016403116655236732,,0.035571756887288905,-0.0023758471624443786,0.12595185337762252
PI3,0.025120345185186573,-0.022754965802329552,,0.0021640772060429266,-0.012883543361717379,-0.018618132304152612,,,,,,0.021332154123169512,-0.06047520262056443,-0.019652630888319263,0.05400228819986188,-0.04666237927346486,0.091312930392229
PCSK1N,0.0793296845124317,0.03405035997781047,-0.011450936648018727,-0.010989093865412435,0.01645066720139108,-0.044182642508819134,0.0857469573976496,0.10249427252306856,-0.03242093811245473,0.029216073861954735,0.017151439224146095,0.02356993913533294,-0.0368887551995509,0.07840016389505154,-0.008462078326293662,0.03179388893477726,-0.06264132925238507
NTS,,,,,0.02742508153164447,-0.020322962671647356,0.024470834305906627,-0.016713659403536075,,,,-0.031055499887549014,-0.019081858046054424,,-0.02022302187529022,0.06239821806855207,
SFRP1,-0.05144781253269218,0.05413216715787201,0.018101049765920144,-0.013851467240671636,-0.01747565979340708,0.055521817230205106,0.028215540979093238,-0.03538207798047111,0.07169569496049946,0.09138860798051847,0.02877837189959421,0.022304021770222553,-0.04632832356749655,-0.05490060841224116,-0.000713333330675959,-0.01708167033900463,-0.015969192057628357
CXCL13,,,-0.016756235674622245,,0.003907095524820638,,,,,,,-0.029901471343978584,0.036875650455252346,,-0.041930560187573206,,0.0663281043513168
MICA,-0.003572386195902744,-0.011592809864662717,-0.020591273080713242,-0.01683617587653264,-0.02176635582379177,-0.05565022873364022,0.024950722415171173,0.03468836606111873,0.008922679273942356,-0.004556910947577233,0.014523145404440763,0.061813051369185294,0.02329685897476847,0.034092200703257684,-0.013934565210018103,0.03992265457343117,0.07153353201856424
TG,0.04160909690317737,-0.03406094554449231,0.10733750620112235,-0.014947927699419092,0.024504343398524846,-0.019955734082885493,0.023166926960127714,,0.07147069648205102,0.04941859018157205,-0.035695168122354244,-0.01768831389464672,-0.023501394144240736,,-0.02115578965743305,0.017728718950526152,0.042735927426239904
ADA,-0.04738901222423498,-0.012759637397362519,-0.009047854541583345,0.051443351627259756,-0.010762270132101506,0.016854393169754088,0.0022179638892891834,-0.021061309469379064,-0.022110488619064547,0.038451051375805054,0.05868051859960283,0.019320926152919273,0.003365723156991983,0.04951811800757797,-0.006654453441808819,0.07445754945629578,0.045197509366931676
LAMC3,-0.0657661598229133,0.020235374823586748,-0.02788905837296823,0.08537897495593205,0.026894100407068598,-0.021476886684896473,0.014747951615195189,0.07624533782933579,-0.02257629771958435,0.011900328129851654,0.028432981964112678,0.004236338884565111,0.03487954016839508,0.06731682580742603,0.05218702493238632,0.048876222387113824,0.05729881134198896
CCL7,,-0.013758080298612627,,-0.010807327843937854,-0.022961268807905985,,,,,,,0.024403548344135228,,,,-0.004157625303208618,0.0650377319003854
NGF,-0.023159622334530824,-0.023621940659021918,,-0.024762348411594044,0.08344651682068198,,,0.10916231594153883,,0.052885577470030004,-0.03257841319826118,0.05383999627412355,-0.015452029545265575,,0.04681050121503949,-0.00834019708795108,0.016708079737573885
TNFSF15,-0.02865134322757102,,,-0.012034488133858632,0.0676744031421545,,,,,0.017111586961899353,0.20161538753823985,0.0672681058947805,,,0.00758781493447934,0.09369467765796284,0.10232206908696309
HMGB1,0.026121237613772347,-0.02760260371268253,0.01162962447442909,-0.08200300526705728,0.030757983238766974,0.037747156166706125,-0.030229180922196015,-0.0411586205371371,-0.041553409579804454,-0.037226941031001166,-0.08650940481582547,-0.00418462165395904,-0.03364949151758979,-0.04438943366928108,-0.010907538785813275,-0.037068679528532926,0.004991594951982132
ITGB3BP,-0.0425185592430818,0.0019113072756879567,0.018136420375079558,-0.014124634089882524,-0.021432644886971348,0.04096762185572551,-0.018339544618840565,-0.06267885222395225,0.05544429134856458,0.03439564284809209,0.041881545429598696,-0.011079890802554504,-0.033309222609997025,-0.03998058795426725,0.01705484004421694,0.025275498249485905,0.01775803575839963
AANAT,0.02047384218986318,0.014282375301016201,,-0.010950154561101027,-0.015318418127270913,0.010902091877262385,-0.0250337110666158,-0.015713308199806823,-0.024833335138899428,,-0.022833338752363198,0.00725137576034986,-0.021077564581752046,0.023132037678782892,,0.011067733790741165,-0.02031850491995195
RELN,-0.02460887079798637,0.03540680654979903,0.03403546123490729,-0.019007016085252224,0.007281454342357891,0.026064119396455625,-0.05511615085995759,0.1087584049328704,0.0573793724232154,-0.01871818840889924,,,,0.06760758708596729,-0.019280969208701357,,3.1133441962775324e-08
IL15,-0.02600368579605279,0.04286591711726627,-0.026263807170392093,-0.019166852406992188,-0.028874237733140604,-0.018877592365077554,0.011839546271863488,-0.0322000783159613,0.04861461336157026,-0.056591792832473065,-0.019904811256443326,-0.03206656884101286,-0.038213428542225064,-0.03562975202452372,-0.019295131805088763,0.030363028617726426,0.01915841711473855
UTS2,,,,,,-0.03228684507713487,,,,,,-0.014905250845924633,,,,,
BSG,0.005952413958374048,0.037605683713546105,0.05577346306182591,0.009579530205425669,-0.043137826998501196,-0.015595028496504985,0.004274934556282995,0.015723775711560785,0.017261628923742816,-0.08031275796346343,0.009237955875079253,0.08225377058145068,0.038114363797205224,0.022717364199627683,0.0007789572166268401,0.031202479844014194,0.06045863076203543
ADAMTS3,0.08032718576895607,-0.004275148048792441,0.1002356066318312,-0.03895416880963697,-0.04137762517993461,0.04484767303389136,0.02854656649020353,-0.02523188074698933,0.07075013765303277,,-0.027340598625713825,0.02511336090899503,0.04547797213174216,-0.00011806239838048703,0.03479374591073596,-0.03436388676432611,-0.031988648005036154
CD34,0.04836351855316746,0.005505279013298109,0.029112525866403758,0.00022440623585804134,0.06507446423843065,-0.08589661929257218,0.029320885589334437,0.0702145388192827,-0.05333789047868924,-0.061243246371846236,0.0009042555151590777,0.048641719369088336,0.04871451336020318,0.011731312516257503,0.003048097224618925,0.03245428136654873,0.050821145751068685
CCL23,,,,,,-0.01697047023118727,,,,,,,,,,,
PLAT,0.053953082387411776,-0.022844714608327075,-0.01009365252476758,0.01643345891101035,0.007845114493488287,0.0480883409865664,0.02588977957933904,0.02473948456638079,-0.001795012202678967,0.035777906295573196,0.0698093723864319,-0.02842101771720436,0.02784577152647578,0.06748676034635344,-0.04891335218027,0.0376493126202821,0.057415585057461214
NTF3,,,,,,,,,,,,0.000692322312643354,0.04815314428708909,,-0.039977380483775575,,
LTA,,,-0.015160689396889807,-0.013851466592678227,,,0.03599286034223003,,0.07923806271168604,,,,,,,-0.01812229852981447,
CKLF,0.07083670480943824,0.04805500947689596,0.004070861129522888,-0.035552459147787124,-0.010868926356219387,0.03658438354069527,0.0037098400115872653,-0.02975142425445494,-0.0018806333300163955,-0.030511879129290372,0.13811216352083788,-0.01476163078673785,0.0061292673330978955,0.03216227452364525,-0.04024268912691997,0.036219173966816585,0.04629145307336443
CD24,-0.0007687993161594258,0.09970967380678623,0.05827843034519714,0.0006571997296014039,0.029052056297750272,-0.03846184409743008,0.01588329285223514,-0.026796178783184004,0.05461140872657832,-0.03375957227431776,0.04201373897766895,-0.03372406461202762,-0.007795573127147222,0.028816275298330304,-0.02150583135726054,0.016862830622595443,0.05207993401683848
HSP90AA1,-0.054194629372241454,-0.013559610692373604,0.07236891809319065,-0.024645650452869327,0.01117046056823763,-0.04049980362015081,0.06459010844384962,0.0735871170535819,-0.04658014546749492,0.016685077019336414,-0.09907173164080262,0.0014876310804459822,-0.03420362860387932,-0.03887973368131232,0.031461690354870904,-0.10857703942529259,0.02633795824442867
BMP4,-0.05012308787426362,0.01440576218162988,0.004083688600045876,-0.011510053975334332,0.05887631538272462,-0.009761997407032198,-0.009948346160964024,0.01680355344308076,0.032620428979218276,-0.03446761251795316,0.12247930282814608,-0.023126342199914413,-0.02827720064546951,0.01837103287794111,-0.03187502012272372,0.043442980310121435,-0.03433802775056479
SCGB3A1,,-0.013758078922822981,,,-0.01824234493695306,,,0.009935536748550779,-0.016071266900453147,0.09534649897591457,,-0.030367198292498475,-0.02998216614287667,,0.04393417971341666,0.05630063875667342,0.03617692580205826
IGFBP4,-0.029844692120268038,0.005175850464157349,0.035989016315654765,0.05001559671920939,-0.02239275997133683,-0.045682669409774335,0.03123753527063805,-0.01617771589678943,0.04060747969188808,-0.06887715019086156,-0.0348195605772459,0.0977139596802803,-0.020807242170473937,0.05171280839945536,0.07251960416084666,0.07292269519243849,0.00783028876572145
RSPO4,0.05329939690558058,,-0.024508985919494315,-0.021202096402612478,-0.0210546314445981,,0.010375814833595039,,0.009932317188004873,-0.048606312609087904,,,,,-0.022324490648906247,0.030928609224195255,0.013628669484249237
LEFTY2,-0.022046482482759464,-0.00166125265612803,0.006051684563474544,0.011952690846575527,-0.032680042631356924,-0.08517664598834765,-0.02427520979535652,-0.01671367040837186,0.021323699694620807,,-0.0045820526108903215,-0.016936660014019736,-0.01800913077073316,0.05936721643281459,-0.03035983239609231,0.008018654935813406,0.028325297680936373
PF4,,-0.014271798387719678,-0.013790707559674934,-0.009429180626781492,,,,,,,,,-0.01435582126186289,,,-0.004795849531950963,-0.020070245783652258
ANGPTL2,0.08134263358940691,0.04510266604503708,0.015870087939266073,0.013649587643961672,0.03919461510314214,0.0028499083583259062,-0.02420279071699898,-0.07912838566205592,0.031647466131218854,-0.06034024974056594,-0.06881743730297818,0.05847304535073142,0.02189240959294635,-0.05224311798604409,-0.035478450663887655,0.039304672083465636,0.004109407423352283
LRIG2,-0.0023125544349683657,-0.013028890083847259,0.0837118895414051,0.0018779150248517818,0.03740465067326389,0.014791975867922875,-0.03521629772468433,-0.0101715913925052,0.02886627690154496,0.02946560293092411,0.10893735931306975,0.05131513984656958,0.08583411649883571,0.03455763940623229,0.03967698320925675,-0.015395021229432959,0.12147344509167537
ICOSLG,0.017432505057329874,-0.03420905028559785,-0.05171650552985865,0.056601429440463716,0.035610480982262466,0.04455531075123502,0.035128660320544146,-0.04032784386814436,0.020290355616186185,-0.07222850872974995,0.022184252915543667,0.02057350545270505,-0.008096846255936973,0.05427304049156204,0.01814480832377027,0.12209837789476212,0.027109027326955474
WIF1,0.013400881978041724,-0.011348691002720887,,,0.00865624004205275,-0.024235263900304727,-0.021638947715599887,0.059219994702035705,-0.013008983323102989,,,,,,0.10633517979795225,,-0.036828472198655725
NPPC,0.06190106403311221,-0.042681245942546284,,0.005444603973341398,0.022655197685557925,-0.04015702465531406,-0.042210711504122846,0.00023765839406714395,0.07573327752019371,-0.020173564949268388,-0.027340546116456966,0.030876073923389407,-0.02716217624178197,0.10141579072987467,-0.04887015639187337,,0.045136312224269406
LYZ,-0.039721047190715474,-0.027763523511070972,-0.04925970844652501,0.04097008139903478,-0.025194261357378973,-0.013823666044476544,-0.009442788381621227,-0.02598728128812028,0.030132948775142655,-0.07325218090016224,0.03812325713003897,0.01662410778659591,-0.022706929189764687,0.028104707343152555,0.015231419699725548,0.012039254178096665,0.030602419892178392
EREG,,,,,0.022217214949903016,,,-0.017193482474540764,,,,0.051745011488547106,0.012769567762497578,,0.0424297976901468,0.014362187484264939,-0.023106798361888264
SPTAN1,0.08955704367058102,0.04832492988564363,0.005728605317344804,0.009832107533071868,-0.031067495373006935,0.00633460085687003,-0.029128276473572096,0.04438462545805643,-0.018796985610150325,-0.0811125138258533,0.032666619585695146,-0.026857697696344947,0.0200443446722302,0.052523322454394575,-0.06690731434685164,0.03806493364786746,-0.08123477798987462
PTH2,,,,,,,,,,,,,,,0.0498404835391361,,
LIPC,0.08087423348639315,0.002431587506872259,-0.020755751915793586,-0.01694493984673758,-0.020384348632455775,-0.0390089801743149,0.010214226734676818,0.006941808749020135,0.0014957202426788391,-0.07710447487387907,-0.04325869233537543,,,0.028247790693718904,,0.001019099209850465,-0.031298346915452566
COL8A1,0.019992508506677636,0.016328630530980943,-0.0055636280414303714,0.05307202176237428,-0.018581107231446944,-0.017270505788982475,0.004580745551640972,-0.06320248527542024,-0.01998744044273183,-0.013896692940409787,-0.026255256386255994,-0.0805164740242605,0.01575798962871591,0.0462022476977118,-0.02683007957835825,0.007346139290927447,0.01634943673830529
GSTM2,0.057464571375831,0.008484820381083544,0.015465557337002474,-0.04156618095528078,-0.03110777559026164,-0.02129382178825413,-0.020425591874731225,-0.02734644570096277,0.03952253451383424,-0.034170585051673315,0.007124835452449525,0.017033156215671204,0.05326330911383598,0.01621578627916588,0.05309780955034657,0.003929320139511956,0.0368131808657667
SPX,0.11194292343339277,-0.028258899111242936,0.04093499270083474,-0.0070819330565024255,0.05483162326807916,-0.020662753624603725,-0.058549481518802536,0.020321157463088692,-0.01419710815237764,,0.07431529220462722,-0.020116135189291857,-0.017824587037392994,-0.0167819238355191,-0.015237904794188076,0.0403247920672352,-0.06762713139111916
MFGE8,0.05276936196886424,-0.001999543946940837,-0.052585427085983724,-0.00948099576786807,-0.013088349642263608,0.016747443012916294,-0.024987185290665098,0.03956732863809944,0.006243256565183703,-0.026308973680622582,-0.018488624818107296,0.017202117115173086,0.02812057043175934,0.1187349885824252,-0.0034123411419797935,0.05984776374450365,0.11052141316885498
TGFA,-0.05229469904459752,0.0017615293030799383,-0.0032257357839660158,-0.04394593346262444,-0.03306272000820459,0.0543550662968143,0.0439951397410427,0.003586615707516738,0.05752193590336894,-0.014284142187169314,0.004467776432930785,0.04529069576848488,0.0031535917458145593,-0.028395255558244004,-0.02077708959512569,0.049592381884728365,-0.0205619847866653
SLIT2,0.009733854533692264,-0.021168793131036843,0.06618919168387465,-0.03209204268924482,-0.06904260620853353,0.02804660687155644,0.017420112050134755,0.06312524397746495,-0.016840213269948317,-0.040477210807491885,0.013339142595562287,0.07699826284196443,0.024224681935310705,0.014546688784484473,-0.04589566587310749,0.0199584481730557,0.035575053574573454
PLTP,-0.02980906966093263,-0.021975870410799916,0.012351630174636365,-0.028770550799329983,-0.004625613290810809,-0.007246240096067363,0.04287325076999659,-0.07275156150317576,-0.002847207654780326,-0.07174535355720062,0.06547989499069522,0.07304525501626077,-0.07293864334610654,0.0220152032651459,0.05299627311739167,0.028538000658238985,0.01027993880059616
APOD,-0.027230544108354994,0.062056246849998754,0.007599337179083997,-0.049293543248552396,-0.01372285103004927,0.03413540452990719,0.03730436108117595,0.0016505630177673315,0.010256716387311515,-0.004746703436346299,-0.11168886027279615,-0.003428097656769507,0.04751412590817552,-0.03624402730818771,0.1120212716800195,-0.017370278339919262,-0.11480285030943178
B2M,0.08363859186360828,0.00058003173048687,-0.0373290459703278,-0.020367674312734615,-0.019370049488019712,-0.023604452095545698,0.01983965863930569,-0.08872764008425424,-0.008752986942164174,-0.13923324192382858,-0.015344712261015235,0.1015724513296872,-0.027032980201217655,0.022452104647805938,0.05421690815226403,0.014075201304524883,-0.020314457892205064
OMG,0.11336341669166017,0.012430071110094313,-0.0008609494790315775,-0.0024323220941860776,0.00971709868096939,0.04985391336344189,0.010251438144094613,-0.009654127553148536,-0.012991561920556092,-0.02902474181736768,-0.02045843737180144,-0.01777187115580793,0.05118188643419297,-0.019567398207569805,-0.08398175668269521,0.12310277695802274,-0.0793676029073427
CXCL3,-0.0009457629360062039,-0.0159632448193702,0.0296688156356415,0.03399105277368975,-0.03887115824526342,-0.019582183346445944,0.05250560314004052,-0.02420403550270636,-0.01658704759322206,,,0.012209286687355145,0.01088524176540001,0.028623884968412134,0.11405712574113767,-0.025781216279444,0.09968517930409923
CXCL10,0.13106850594746602,0.03642432129320427,-0.015087120858139512,-0.03595635962649031,0.15112153739998097,-0.007649938907271888,0.09304410388923579,-0.03509863093362706,-0.02635882595299404,-0.07961523219120958,-0.03687911023743651,9.222033791846985e-05,-0.019255318014331956,-0.027143450734307524,0.01895138086549922,0.011812254758318057,-0.04648779607614077
RSPO3,,-0.018688602114401074,,-0.010950153752008585,0.06936058350412387,-0.02449059718332689,-0.01487098440137149,0.11521632072077782,-0.0173331450508899,,,0.029408281766793037,-0.013164245715178772,,0.02216273208721075,-0.022838997272657615,-0.06121005045034553
CORT,0.045911720695009865,0.0037312876546306043,-0.024629330410639964,0.035329880882791605,0.03615269741812271,-0.033205652162222946,-0.01812494524856508,0.02579994657705232,-0.04598429555595929,,,0.057547830558856886,0.012049172130906583,,0.0030184543004751255,,
NCAN,0.06501603227595477,-0.00534902819778047,-0.022611014077435522,-0.03819130122221889,0.03089259985542401,0.08812747122198189,0.02818027451509655,0.08600907565239926,-0.016403249847695197,-0.09559954633524691,0.0987315219458097,-0.014092031934362656,0.04541854400875352,-0.019242539045564437,-0.056288989866700175,-0.008565959341811369,-0.057411428941332915
PRG4,-0.043290559919452666,0.012999737444691102,,-0.01080732952809947,-0.014595111438660033,-0.02121551093475465,-0.011553064610799848,,0.013958085684392123,,,0.09780597432784353,-0.022166820632215655,,0.0037139392483602515,0.012262787430732412,0.18811000626704935
ZG16B,,-0.01907830301265522,-0.016594875163269063,-0.01254322765096242,,-0.02290555337066665,-0.01915764141836026,,,,-0.025383028288583017,,,,,0.0006433343434939384,-0.017121978054083477
TGM2,0.10748750521541026,0.023065974672085512,0.02068026398955943,-0.04873186946661987,-0.025477554456671377,0.005347060792493352,0.001630661943122664,0.04594083448634591,-0.02744579553771327,-0.05932901199976079,0.009310729883908051,0.024826690666524806,-0.018715001199007805,0.047065926970612106,0.013947532812176063,0.03137715499530642,0.05385487843850541
VEGFC,-0.031061841067062418,-0.02627071828856923,0.008520636191145495,-0.004532613982664418,-0.022466712856524792,-0.027971319134995593,0.028357052512923392,0.08840657135095045,-0.020681558504325574,-0.06264030700402147,0.07972694337270501,-0.025676579636685935,0.05200473043748769,-0.02657534531164101,0.047000196987751465,0.003922803441112164,0.020796532255507594
WNT6,0.06348049441142,-0.0067258932036624395,-0.015346886132039921,-0.014947928320064977,-0.02011065842472881,-0.020862676953384608,0.025716575436628572,,-0.018049819907437783,,0.0333791191039782,-0.015562398783498525,0.0017827643722286182,,-0.0041709104625931226,-0.03439276213505613,-0.017692140293961208
NRG4,0.010522411902899712,-0.01267167496731286,,-0.013153014426422291,0.014829189572969217,-0.026425264744368956,0.03440579512972822,0.0024900988969135925,-0.024127450275841397,-0.014255929657926015,,,,-0.02133961843115517,-0.029480069126165853,-0.022838999832364308,0.030542660891697288
PMCH,,-0.014604787337762284,,-0.01822478290083016,,,0.024893658329963923,,,,,0.000727343048578532,-0.02107756383429913,,-0.016973406640425938,0.014260408892190553,0.09106650101861348
COL9A1,0.0469001156843397,-0.002482349275873199,0.050690861951883326,-0.013737363586083823,-0.010633960207287475,-0.036910449789543616,-0.0405605050014637,0.044411381798394226,0.0608063401012664,-0.05214868001045023,0.04562192633807274,0.001313930347407185,0.042605936813971006,0.04304461954531945,-0.0343952756437553,-0.015009677324168262,0.007295717362827216
GDF11,0.00736188665790168,0.009052500218527432,0.02592757526123478,0.02735817600595001,0.04360933334429623,0.0012271660352230621,0.025338250594103114,-0.013269074523723624,0.04400402257175586,-0.05841285162276017,0.07086565596256915,-0.00953701115787209,0.0075953437175553945,0.0022555005254900028,0.009482991859368822,0.044221830755676324,0.01414065488836191
RAET1E,,,,,,,,,,,,,,,,-0.02505422054063253,
IL24,,,,,,,,,,,,-0.015119862640206115,-0.014126924990610377,,,,0.1268045834269076
SORBS1,0.021503721981132894,0.027877919454267208,0.03456251860644934,-0.020958831557881197,-0.0034662674056845574,-0.013161478837221798,-0.031200446098072317,0.018873233667932136,0.03356621149316564,-0.020757387808137323,0.08666301265539406,0.009277333587646543,-0.048847761644248644,0.007613658734587231,-0.024951170109919533,0.026714217883486154,-0.015349392909609464
DLL1,0.04566799417986366,0.020641462744185206,-0.015443442347362276,-0.025425039399745535,0.04319693411599263,-0.003309486156984756,-0.0019051301001070207,-0.04872195258693221,0.038759869294921874,-0.102350311636632,-0.04542240355067607,-0.033428412930156505,0.06869682370312451,0.07242641339835793,-0.05539176672961878,0.08964913075040054,0.03172991378716777
