,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,-0.01056179290363436,,,,,,,,-0.008369320506384639,,,0.05910701144507491,
BMP1,0.01357644952864746,0.002879891354766296,0.01751392191208638,0.1382766343240853,0.044046167392931795,-0.03754538745956889,0.09717489097527633,-0.007321346401846649,0.11012095348260315,0.0007191818028075668,-0.033849880399552106,0.046975283525018376,-0.03847162929318246,0.026223935326401337,0.07092357978995392,0.10490877543488505
NDP,0.02559637994912681,0.03485590511780516,-0.021941494143978005,0.0703595424695905,0.05131646433798442,-0.015378812158969676,0.06651464842327265,0.04607343344341324,-0.06745880972109383,0.07999696782596942,0.030999955087370808,-0.020767460243875813,-0.008601828739804137,-0.03984177759551181,0.07233455623773605,0.027383531472235736
TNFSF18,-0.021785516425660716,-0.047098169250613955,,0.0429846914175662,,,,0.07202440230886306,,,,-0.027992904802185407,,-0.0390555648588361,0.002522040598064678,0.009293260557591675
IL36G,,,,,,,0.0024004438682497884,,,,,,,,,
RTN4,0.03658399866440777,-0.029245488823736447,-0.014646984271536427,-0.17785156641122518,-0.03271386822362772,0.0608813805966301,-0.017508511897205467,0.0008921496429570884,-0.0022256468432870313,0.012314533364045904,-0.04828132657883285,-0.04285155400980906,0.09931736704204211,0.00536344623104062,0.03544004129429533,-0.18922049463323246
HEBP1,0.05402549415954634,-0.036443383085148676,0.02249211620408203,0.0622207003944924,0.06840813634168016,-0.002871402920528104,0.02789689537501221,0.026583983853045678,0.07187810105735687,0.0945469229876142,0.037358216648060015,0.08068324461676543,0.016186263866282427,0.06305567522024226,0.061488023917476084,0.0036078427628125653
WNT7B,0.04460862199546278,-0.036563081049821075,0.03670375878680355,-0.007830179308312195,-0.023079077880478464,,0.010187344201315809,,0.020364264306938957,-0.05339844136513248,0.04527368926294649,-0.05853542850844339,0.015727792482500377,-0.039055524361149195,0.03850772882193135,0.05483672095127285
PTMA,-0.01563275978367771,-0.01473529610436754,-0.0028802465478234935,-0.08413168142726636,0.04334205017430403,-0.05071370709008878,0.034740426423129626,0.005304045461132146,-0.09737280543731576,-0.04351329163750836,-0.0293377683346519,-0.042166614150906515,0.03841012670040631,0.04691159407825243,-0.017589061069101124,0.0464144365917562
FASLG,,,,,,,,,,,,,,,0.03397062441117994,
CEACAM1,0.0387796887081497,-0.016553481744319108,0.06923316483980156,0.08675112894385494,,,,-0.018556787194684125,0.21639505777610196,0.06704869800622629,0.016218620658827832,-0.027206448096226455,-0.012463838217772683,,0.03125428577731769,
PDAP1,-0.02724207042354547,0.041789979899838244,0.03702559424122077,0.17688492387595955,-0.009509506620812404,-0.006126650248665068,0.07950665346717742,0.05147403896039046,-0.02254313813889455,-0.037035402920585526,0.02021705661588309,0.054403723977849934,0.03647296778876892,-0.06644485807115125,0.059498588593628554,0.012035501737168542
QDPR,0.0035106585253400803,-0.06422276674245285,-0.034607025945917344,-0.1607013474131919,0.020890714793737934,-0.006303326058072121,-0.049311959259014757,0.0694330692187789,-0.0653201484653687,-0.026405897123168754,0.13472733590141497,-0.03321358113067647,-0.05267682883280092,0.022744566338014298,0.0506705670218932,-0.09876720391782819
POMC,0.043259970007281066,-0.024168785704544334,0.02116745043923478,0.06092265414165285,0.024668396883512224,-0.005632825453948736,-0.03888553103986203,0.07128860147036174,0.11943470200793076,0.07536714260525028,0.005203941734310437,0.08645373453159642,-0.04270456458071546,,0.024931376981424017,0.020323811994655088
CCL18,0.009505885638392017,,,,,-0.06128907261000999,,,0.02498667566578729,0.006022838179820703,0.010970009568521694,,0.021280374999825612,,,
CCL17,,,,,-0.007646890429404173,,0.010953941088706657,,,-0.03104227929523972,-0.04143050712531321,0.04028769909495309,,,0.03999717244492442,
VEGFD,0.013087769401343333,-0.04019027104667941,-0.02037303570507186,0.08092779305245279,-0.020953087409191454,-0.029580190783168488,0.0053423563486511725,0.05170547316732499,,,0.04674598273062905,-0.037744777867562945,,,,
TNFSF13,-0.012281245532410992,,,,,,,,,0.051883356673744385,-0.022749378593086615,0.015309313986078026,-0.038785579115439534,,0.01466847381397301,-0.008569335014332248
WNT5A,0.04763999355590096,0.0017442530384916659,0.03642047526004012,0.1119454843011647,-0.02584833258332411,0.011134471463169916,0.02872888103144241,-0.036591677124917905,0.1419426085586858,0.03074465886026388,0.09720845230726625,0.049179285782902794,-0.024680246965807617,-0.07349328088763588,0.08855705086674422,0.024452820889293278
CXCL8,0.024822614299660678,0.007466304071458697,-0.013752677831845157,0.06238702779715037,0.009909565167790676,-0.03170494118469651,-0.028126665888965223,0.024313950920228342,-0.04916888069053535,-0.1192156955131638,-0.1553253209624347,-0.041082891816081234,0.04921506237970676,-0.0681045118939887,0.05598095262377818,0.03172969450074422
GRN,0.009629715730592646,0.04675754381794935,0.05704169772260437,0.10665210367816892,0.007101616275092831,-0.053127503446898774,0.04864138768851727,-0.02857127632243357,-0.016623271046842594,0.050469570238006405,-0.05564137878554009,0.020016849169571613,-0.13194842696014727,0.1203679179955131,0.020791673925463237,-0.08849335664984177
MIA,-0.011395693169634444,-0.03574241644978604,0.002451041494293251,0.12277945913021127,0.02440786797971823,,0.04887052906677179,-0.03517305258738082,0.10778566945329575,0.07814810385883698,0.12979081683866703,0.00325598349066595,-0.08898411836017794,,0.09921843202054223,0.0713109205819108
COL4A4,-0.021693548839537568,-0.04895946213155921,0.007447589283722922,0.012442477787959837,0.057818349505631625,,0.004811979449917909,-0.06468065399728573,-0.03530773598770336,0.07612964157992232,0.09479531598444124,-0.015200977945388262,0.025054529208986227,,0.017678896972980595,0.0627545589775362
TAC1,-0.0033898339186001335,-0.008521348975346458,-0.018372906259695284,-0.09463471239195133,-0.0484365682114189,0.024220379238276996,-0.0012093914312380585,,,,,,0.01791380483024659,0.09673091947063522,0.0032812398359589106,-0.14606109648923832
RARRES2,0.00270759567892267,0.051927038732516854,0.012987604306193095,0.1677728226702367,-0.0032419782890691,-0.09216529503537615,-0.0037462740852630596,-0.026506221354598195,-0.03670534443670543,-0.06347315439514957,-0.043795896772426395,0.02170994139378027,-0.02520099870777625,0.02007212940311757,-0.038806873191189174,0.07301008634388526
FGF7,,0.028220934835844782,0.018759222825915724,0.09740391586258886,-0.014383604478070444,-0.0013921549392786174,0.06621556992614186,0.06250660218173695,0.06959211743534761,0.02964280047753227,0.12760554377055827,-0.015873101292568925,0.04471523450823487,0.08445855456365407,0.056865985038111445,0.07727911458679818
EFNA2,,,,,,,,,,,0.0190451100951639,,,,,
HBEGF,0.07008320884689359,-0.020211701200433745,0.03284771168531702,0.06199626217098514,-0.04301294018030165,-0.08191200293590734,0.028651640578732172,-0.0472456156157571,0.0650068405658458,0.024130436631807053,-0.005739807280798758,0.01495912357101127,-0.018031878516352857,-0.01012633783129799,-0.028795234539241356,0.13861479546268624
CSF3,,,0.015638435948409406,-0.025178716342238977,,,,,,-0.08406150454179337,-0.04054149176537244,,0.0024273533314842517,-0.004944678343361256,0.0979794375986792,0.059927529114811875
