,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CXCL8,,-0.013278435920484844,-0.1927456343591314,-0.05359955545973039,-0.15793153217732456,0.0031024489270573795,-0.04065094180012488,-0.06637236158272997,-0.006654776396502686,-0.018642225732952933,-0.04493162438123319,0.05565132288460001,-0.04480811082522829,-0.31795355308747947,-0.4325970634314235,0.007821260739061838,-0.06475340221660884,-0.07408224854215383,-0.011438031483294833,-0.0025802435083278836
GRN,-0.00760542405234214,0.03929808580806161,0.15359444626512334,0.024424847541371007,0.050842032640218957,0.2773662355669384,0.01449907257347198,0.010833984128261824,0.06466736415783352,-0.009432023055345668,0.013154980904189198,0.0343924150252284,0.06543809637189296,-0.09135194359240473,-0.11350336907556309,0.026582977030491797,-0.14062380641693775,0.10383163244060313,0.05406724738146881,0.05557626340088281
MIA,0.017285666170676253,0.06318402639329986,0.00032915621113782884,-0.007536101799513051,-0.05692888990514389,0.12081726620702972,-0.05253051036816379,-0.047029120079762336,,-0.04644736406572517,-0.020466827416871523,0.08811219758263798,0.02028260005405999,0.44865530905445394,0.4648419935529682,-0.04494850622481135,-0.18361018081214397,,-0.02887748621412615,0.16041351218153882
COL4A4,0.01807746565211275,0.05432600447384974,-0.02792128954165797,-0.0163717431601976,0.1133987216808636,0.0502747859901322,-0.022194963212110376,0.007882424452623367,,,-0.019853581895209808,-0.05614919989077208,-0.044507013971815536,0.12457229254078497,0.08304709467303875,-0.018658623524637034,0.02119699338479457,,0.057882636308668745,-0.04369134168922789
TAC1,0.02962350551980067,0.011171435001035113,0.19788167302793058,-0.029940474463831312,0.045456185956555886,-0.2655427966269911,0.028444672762822813,0.11617062214263238,-0.037600776420855735,,0.09447820765879432,,,,,,0.009318369103882673,-0.06096847324065622,0.03039217709779528,0.03444578531361166
RARRES2,0.035926561996461305,0.007742206955443421,-0.12338366209380655,0.0069728322830553595,-0.0668527349162283,0.20469800790067932,0.020749154357092594,0.15888565452543607,0.022282691102494888,-0.14474639126802508,-0.03099275257684907,-0.10510255511680415,0.0394969730324597,-0.21900207929478005,-0.17620318722593778,-0.0023414834163606765,-0.051295421289275535,0.09770145172610482,0.011773880514510556,-0.1179805433204259
FGF7,-0.0812185639512573,,-0.09005618064761507,0.009836764617327045,-0.018457929134274024,0.05504691153074924,-0.037471796453146015,0.00852427528314169,0.00886058425513214,0.05073487076583689,-0.022381985350775613,0.046484058383753746,0.09083722002176806,0.0740246064229782,0.07329482253006055,-0.021494339650207778,0.02754313085527054,-0.047477081439799146,-0.00697057819410108,0.03357470085040015
EFNA2,,,,,,,,,,,,,,,-0.02679768286712484,,,,,
HBEGF,-0.06284162697622582,-0.009102551259517843,-0.015112376919164018,-0.019701744295602622,-0.040820164845576865,0.25379639543356963,-0.02869545468540118,-0.09435215344757522,0.016483757814651855,0.14764721971977543,-0.008892260660321257,0.06866017874640498,0.0058986404357153,-0.0015735058762947677,0.01309019775379038,-0.012448928487024863,-0.042792139496896156,-0.0539382904722682,0.06824276726069206,0.058323293433735705
CSF3,,,-0.06686927048263051,-0.04376089413211904,-0.08859466215922679,,-0.02348184387841944,,,0.01324941682069722,,,,-0.21432730808604578,-0.23221708455487053,,-0.04959557020569797,0.10465908964107093,-0.01397103739028758,-0.045958292473516585
PI3,,-0.04285900441629676,-0.10978333333141346,-0.07171335836774705,-0.08235725225635375,,-0.011086185023729905,,,,,,,-0.41491767685596814,-0.4520726328713929,0.0072977664901643135,-0.1499322735587133,,-0.030354422826939915,0.011531994206721139
PCSK1N,0.05072335252567719,0.060632116288072975,0.19915055370535936,0.006150574792750624,-0.011859234511333094,-0.13817902358933884,0.00010111788218654712,-0.04254463667439931,-0.06619611216665423,0.061602886178271206,0.14272021509260543,-0.03246302085281354,0.03219803240763478,0.01180733289605795,0.012619547256144947,0.0647979023661057,0.05202076468567401,-0.053830724248130526,-0.045468372993101074,0.042064761005647294
NTS,,,,,-0.03138343031506944,-0.011529034623507973,-0.014842200935234853,-0.004155927674849956,-0.017570559258882745,,,,,-0.06355064587737586,0.06033758478290138,,0.08292953835381489,,-0.020689201267347825,
SFRP1,0.05631849410524591,0.025432855833482208,,0.013035373158631309,0.03663498036077047,0.16322414064216678,0.03312023100765193,0.01518051422699445,0.03421590967603122,0.05580551627434306,-0.03981636915879075,0.09252204162685504,-0.0587858200635226,0.10474356599216064,0.10788678669359417,0.048023524213950855,0.10694679742295223,0.03532331096193144,0.2107186700124888,-0.012275962834833417
CXCL13,,,-0.023190319731551647,,0.004631704758831261,,,,,0.13441686351402732,,,,-0.04011253539757418,-0.13678141508511088,,0.0004635464626771638,,,-0.0372784181209595
MICA,-0.010454096293230701,0.0644214539984615,0.02209828290139006,0.020445038675000887,-0.04506833136634924,0.07286821694128419,0.045097595913038094,0.017124515119150283,-0.012427732623892624,-0.015403783463988347,-0.032862442948512295,0.05565528144115374,-0.0034857442866398306,0.10801935034654699,0.11071243052245174,0.09103090699033771,-0.0005577047910962368,-0.048811930575519476,0.07016675508590609,0.045443905748466636
TG,-0.036147810884039865,0.04590481514001587,,0.034082001184502574,0.03373978545916284,-0.03389565549952886,0.025856389525660977,-0.03613567534529984,,0.02470249177693349,-0.005166482164641715,0.0706481353069482,0.002906032053949474,0.004611140230885713,0.12974923737821373,,0.009668400486266071,,0.021073184619695935,-0.041081009682838274
ADA,0.013842962610222186,0.0062159590039652084,0.1082056257055684,0.04279792382748545,0.0065098518933506605,0.11421411414131542,-0.06355759736914561,-0.0286508741020564,-0.003670617879327053,0.1743774242423133,-0.06382829150720253,0.04147538878606438,0.13997969708105365,0.07204151824676477,0.12313370979650212,0.038190374623757746,0.010937504482762768,-0.03793626931161898,0.1103999434560774,-0.003903496905812018
LAMC3,-0.016241645412261942,0.05180827358067331,0.20210255692355317,0.07450454458137103,0.06076632205639596,0.18155572096907877,0.02695488588785929,-0.03494593254167797,-0.04190852740380795,0.12386142047052016,0.03799312287089903,0.006034618894666616,0.10176624720812853,0.17463586573578985,0.09128720790012072,0.003900855869523709,0.02083735770555212,0.09459876039613957,0.10452614511501655,0.07987676838247304
CCL7,,0.0254004379454498,,-0.01941722410374292,-0.06452549163532381,,,,,,,,,-0.04169597320490664,,,,,-0.014640292906839204,-0.04552993537139133
NGF,,0.06588581941444474,,-0.04360317934170758,-0.03926171252610637,-0.0224938833704264,,,-0.01757057082793023,0.17910790418654812,,0.13473719620750868,0.011108538174474276,0.1308581026357665,0.08901908656023201,,-0.08000752538341332,,0.09149507621963242,0.017643477686564955
TNFSF15,,,,-0.004507140418389864,-0.0037412903597315995,0.09160653497840344,,,,-0.02045916283159051,,0.09746016893095417,-0.013869701216754297,0.03000205540135285,,,0.029864446183531054,,0.05317563642697437,0.0007741290986201786
HMGB1,0.09384253216801887,0.021909336086678072,0.22425779832028334,0.04476870555638841,0.05489540521086971,0.2630234565847192,-0.006376594915372082,0.10199177394427636,-0.0201215469660879,0.21061576347310287,-0.008612624218320576,0.02081204253173672,-0.053282049496662376,-0.10983249340112522,-0.049833291561726153,-0.009819466450707788,0.06101837960583985,0.05989094228531228,-0.10405319956271024,0.08644869083997096
ITGB3BP,-0.03183127799324809,-0.014350294402831164,0.023750408101493703,0.03554115537793313,0.0366778740685601,0.3727587178678517,0.03930252394557037,-0.04354660838921242,-0.036042470010029706,0.06671687405183113,-0.07495890327376961,0.023781393113419542,0.08285208994034511,0.08812841463431054,0.0002290312243060362,0.04808521715766145,0.014682052356958597,-0.025648313894516415,-0.00874393479637537,0.02339307863622499
AANAT,,0.011664175718797461,,0.017267173282871646,-0.015412826039245686,,-0.021181258642128095,-0.044758690088341685,-0.016518920615277214,,-0.018704576787219387,,0.011430701916116715,0.07708665540036003,0.026678966261836475,-0.04057987191745156,,,0.037567229370648235,0.15015329141329256
RELN,-0.029967493579137198,0.003816257722717437,0.038576020202345865,0.01814866503077917,0.046266729518112046,-0.11119072085471006,-0.05558171701911533,0.05639591264943408,0.03600905491036491,,-0.02070758096168796,0.026757115135180875,,,,0.053833283066289525,-0.004940664096929042,-0.053198775274149485,,0.005868934779250865
IL15,-0.021028594201740154,0.003005500676447654,,0.00473015827101367,0.008289484762739848,0.0014110325278012467,0.00800882867960561,0.004150090784842463,0.02883450859408054,0.057357328249601935,-0.017347630458669983,0.03576436976182,0.10793508615322964,0.03663054905051731,-0.026080821771196198,-0.006484864078837467,-0.014118970271543014,-0.031034271808004527,0.01193020136869736,-0.0335768632905938
UTS2,,,,,,,-0.0243516022499264,,,,,,,0.07880132726952138,,,,,,
BSG,0.035657296240651365,0.07510877281959151,0.05429147407950892,0.005403241173310648,0.04095106815279005,0.1643145459899223,0.05855674968732019,-0.18536977841924412,-0.026891677597948686,-0.04364309528479866,-0.08530489604026456,0.040820290239166515,0.09417857588114968,0.009305591000235463,-0.05031328404436849,0.016571253579231317,-0.09961763396454901,0.004460514172196347,-0.036840939784199646,0.126825296873311
ADAMTS3,0.027669665880482128,0.006445797369687905,,-0.024884856254397285,0.10571819402220296,0.025424063361921788,0.024691072466960062,0.0114060139147084,-0.026525504988108253,0.07223595363396933,0.05753991312928966,,-0.017547923547363127,0.09774683388857126,0.17028377828012617,0.036380468623129464,0.07945400038893702,-0.03568033457552834,0.013440760820325094,0.0019229713104275922
CD34,-0.08324769016529439,0.005463567304953548,0.1551318558775303,0.06758143175543577,0.03146015319708195,0.11986620575504935,0.06906443260080897,0.07119069212818237,-0.025703883157126992,0.1511342942570444,-0.0023380446588011196,-0.03542424465209836,0.07663838449478558,0.13125726888631442,0.1551275313285036,0.016750703453230476,-0.0741862051149297,0.007475520017237668,0.10653785052027186,-0.025713617363563913
CCL23,,,,,,,0.008011327075451774,,,,,,,,,,,,,
PLAT,0.023170985303174456,-0.002088870785598746,0.13317177880128475,0.039741745030104934,-0.009215883376046742,0.3874243319592934,0.02338747630852477,-0.19752297133069496,-0.0183044764108138,0.041067250258861585,-0.028041494204262867,0.08926982820117853,0.07474143310982695,0.21440343521477553,0.3075815786288488,0.022028004350248032,0.09475614576545327,-0.10833407328652278,0.026128974799566395,0.11991861145537727
NTF3,,,,,,,,,,0.02306340057969505,,,,0.09521386708199313,0.2526632167422552,,0.07407998336553936,,,
LTA,,,,-0.03252228433315137,,,,0.011822940591309665,,,-0.017347632600069583,,,,,,,,-0.020847260010349856,
CKLF,-0.016994075450974477,0.08404501338484317,0.07547459751184521,0.06647640775570192,0.09837388182814355,0.35049123614027294,0.010442734969662927,0.08592340518926084,0.0450324910975026,0.10342746857743436,-0.01688084385789798,0.14733916926755428,0.10790487677178555,0.19032551150968186,0.24116256589287094,0.023489288274365538,0.04932276306315038,0.09140103038631463,-0.030107798815650764,-0.04713777056599491
APELA,,,,,,,,,,-0.032243459251058114,,,,,,,,,,
CD24,0.065582598399132,0.03277175037192171,0.12075537577892761,-0.014618080155891893,0.08253855872403427,0.22703585769516652,-0.017618664151026774,0.14215778889844613,0.020409365066516402,0.17447817210987757,-0.028469952734492023,-0.1945085939014294,0.0008775902559071806,0.1265539464598269,0.1121473682571481,0.03839335134546861,0.177646504080286,0.1174031047804499,-0.06733439976031487,0.06284512952613762
HSP90AA1,0.06822883508706763,-0.04595416026883109,-0.13665806749118062,0.04356666916423793,-0.08495694291023662,-0.38203580613231597,0.0026244208178808457,-0.039051831619379626,-0.07436896207531389,-0.020068655538386503,0.10183754790390473,-0.059986784321549746,-0.048111602348209534,-0.4801647774493745,-0.5451918466153866,0.0929405422068917,-0.10990153419678352,-0.041967010596383726,-0.02456293885561501,-0.014266848416745963
BMP4,0.012309958603157827,0.01681661032470978,0.039556823097625086,-0.013856017338224386,0.01971913430202722,0.32546138897897137,-0.012143713190761513,0.07537759797267668,0.05942067085798722,0.006666640775411587,-0.014781974715525654,-0.06667932151907283,0.12291606025767805,0.0950023651922576,0.11762220398913116,0.044927210249080474,0.0959984418271396,,0.08000746238985672,-0.058824359134117446
SCGB3A1,,-0.025913357569303085,0.0015534811195863135,,0.017666346057159808,0.015817434717457415,,,-0.029077923069778126,0.0868618589864322,-0.012104948615482083,0.009144658537459435,,0.11176025923103297,0.12288462558821403,,0.008262799662289771,,0.010722311258512095,0.02009319227388419
IGFBP4,0.004593955009074425,0.062191935782481805,0.14144396249095484,0.07772375869585758,-0.0637438147443048,0.3463851740618895,-0.002632170282456418,-0.086390980529601,-0.005269407661418101,0.13715136004359335,-0.04645647616178299,0.056382772108854076,0.05811626944068058,-0.08515521513655193,-0.2688698317314932,0.017303402254021938,-0.1965486971702294,-0.05774690104279218,0.13934910090915734,0.07942984104440137
RSPO4,,,,-0.029421747996007254,0.023850962961369897,,,-0.007352946564557636,,,-0.024063897485825762,0.14430385711194252,,,,,0.01654801286841276,,-0.027495353726271564,0.022684191338131557
LEFTY2,-0.03579040741579026,0.01986596120289027,0.12672490373593331,0.03126332472014715,-0.010709674659311772,0.2125979805228768,0.0687277772443819,0.04389811617673854,0.04339099481416684,-0.037048280650953086,-0.0053955206177958934,,0.11786114456628499,0.09628331224147142,0.04476827373720042,0.02515975071888053,0.0028782199319926697,-0.0480520860994713,-0.04796964332245464,0.08994672862884054
PF4,,0.024597566575897678,,0.03829552493288047,,,,,,,,,,,0.018269414826158844,,,,0.0582330880538739,-0.027719203769685667
ANGPTL2,0.0010755519733901212,-0.02565128848537407,0.1426144606744223,0.012201508631404697,0.037357824934820115,0.49632812049768354,0.027318372018364175,0.08555668839194805,0.10901188289615435,-0.07549288768226081,-0.10284152341044522,0.12187132622711973,0.08874397642460204,0.2785701987252488,0.3223814925643559,0.03508919053628886,0.07157256827178922,-0.0006792530633410142,0.07319447464282802,0.14840244059351895
LRIG2,0.04362086279040626,0.006589207206855269,0.035236543540840125,0.02571955972752175,0.027208466369253857,0.2060239599711139,0.050251146430276096,0.018536603855913134,0.03409476669749036,0.05619528312093111,0.04008308294675044,0.028025568409606936,0.13220061015541268,0.12183782585873085,0.15024477073252884,0.04036643708158159,-0.042894684854750974,0.10629247913028259,-0.03567996547287051,0.10144823673328239
ICOSLG,-0.08714466002527782,0.07997737142105378,0.09514950157971405,-0.007144502623871293,-0.033679947152942945,0.19408378428746995,-0.07163573914094837,-0.03517456692160716,0.010299235488399127,0.08093429467747505,-0.054141491294790844,0.08643406464946375,-0.009407211019320245,0.11955024837422112,0.25553597212419155,-0.025062922214010786,0.05319083923128765,0.03258899434429136,0.0193749107132274,0.01035696559039414
WIF1,,-0.019260507950326414,-0.058275389891936306,,0.03902772342511747,-0.3916875470704452,0.025225424165722005,0.012201813985859178,-0.040249194059032996,,0.0677004195957891,,,,,,0.06701485147290184,-0.03158006063472585,,-0.0057155820582010545
NPPC,-0.02314503455351724,0.06727206630852385,-0.03672675489640232,0.06088807033378276,-0.019661813538142666,-0.044810894739635385,-0.03443637635066596,0.0057169480549948545,-0.043622743975433004,,-0.057207230918225827,-0.07396474867021419,-0.05692437881228303,0.025359524886793685,0.08085416254250895,-0.03849846379335918,-0.08905655006978823,0.04288403726822698,,0.04098814482432697
LYZ,-0.06051661846118691,-0.014765799245427633,0.04395897172058989,0.0023900495150001593,-0.10493662809045201,0.071310385303268,-0.01134334891969001,0.0018625290111272269,0.05079204953935501,0.09432188793534935,-0.03111549052665933,-0.006107537993357548,0.041343544272450364,0.06119731050875462,0.10593636309530158,-0.03355825155094978,-0.07284458619509515,0.005859524318020172,0.07233488792794827,0.030171878827434315
EREG,,,-0.0077203158671465795,,-0.07548006715494127,,,,-0.01807498258709076,-0.043322181738141,,,,-0.07555907909069928,-0.03989759561270217,,-0.05647265403216122,,-0.018589033010056155,-0.03191301487597753
SPTAN1,0.021704960146534256,-0.007787596854458851,0.1419641458071513,0.03377554031114629,0.14331459221794662,-0.18078161729257466,0.034821771726647306,0.13418395130141722,-0.08878185803027933,0.14270519318553035,0.05978497218006051,-0.13802979717105118,0.14619251918420348,0.10000337790904572,0.232979884263614,0.013027963525076864,0.09953041778315426,-0.06417271676329485,-0.06413587454201333,-0.028266750228107568
PTH2,,,,,,,,,,,,,,,,,0.07125622059807563,,,
LIPC,0.03760587117903567,-0.03290934681897957,,0.02076548426137776,0.07950984708763308,-0.08592455698538938,0.00271018610110976,0.04176799113158637,-0.03237196437587979,-0.05416882312279487,-0.027251508557290922,0.09947082514418407,0.009654404799337922,,,-0.025008847373721717,,,-0.02635882119390147,-0.043226439035958256
COL8A1,0.05650890837097589,0.009700933433955795,0.08655819159331529,0.03162171143213352,0.0842389419090983,0.22838205920564333,-0.021266868374874705,-0.09655753930548626,0.03498478255482375,-0.14091555030496855,-0.07534343996419844,0.005212405619392068,0.10332936629566068,0.2290228292542627,0.14874943468855245,0.06728802569907671,-0.055966465234571834,0.0019625556999237613,0.02574202580726641,0.03196096698360991
GSTM2,-0.04484654710920255,-0.026040317797149954,-0.07189290258088826,0.007178835939078566,-0.0039091190803262075,-0.03889246700279537,-0.02062014407405688,-0.039452055097968265,-0.02874848249013192,0.007407120007998608,-0.04820667472692299,-0.11134114057630128,0.05093871325984315,0.134933335415151,0.09528009198522458,-0.029519452718644652,0.023796009285162838,0.07056469325006098,0.010994830315944878,0.031137719405052906
SPX,0.014399575552219825,0.054630685721815925,,0.03378001925231682,-0.05568360650385546,-0.15641066756346433,0.12499948798718005,0.041556515589779505,0.03253038993542795,,0.0935067479745903,,0.0583385465542305,0.07043084251933926,0.07480185587396988,0.08555467296073858,-0.04062112565557135,0.058188799267198804,-0.053920914941691024,-0.08411657005966285
MFGE8,0.002255683065442036,0.007109419070852003,0.006811516493530507,0.007301788178024671,-0.02001543655317284,0.14075000348383887,0.027228954205312374,0.001603441807511879,6.634226385220329e-05,-0.06343414406730023,-0.06175191368635544,0.006312806436946555,0.04009957106128333,0.0033445113162409437,0.10830302587464351,0.06275150714432885,-0.06831986793756721,-0.006030904901428451,0.06205100100553869,0.03354992382913319
TGFA,-0.06533490090475304,-0.014138682810969477,0.0957757276423285,-0.05828365516544271,0.16687221757928955,0.29602169098738795,0.0074383332158671125,-0.14688486839045015,0.07247148041260497,0.05867141059388271,-0.0002979425804124063,-0.0005898115517409806,0.026541060189825025,0.13277824276863145,0.15542220123094025,-0.013591348484993979,0.009553497939285218,0.05064567840727439,-0.0014614023554060194,0.07281302585303924
SLIT2,0.10823898152740005,0.06805069755733308,0.1331981653755445,0.04360621471187924,-0.008070109951759108,-0.027622025103181253,0.05242818478456805,0.047355594824740325,0.002924821327162068,-0.043167122066901126,-0.0016474462797705972,-0.08180270103098024,-0.03978822169696388,0.05896626622190111,0.12055848869554979,-0.009752580980166186,0.07317838576231314,7.697809685278069e-05,-0.02097885110628956,0.01928976823234749
PLTP,0.00042779843938201917,-0.028399864400598548,0.173169033793357,-0.004560557195735088,-0.03661112251853906,0.15787452258791054,0.0043708022531324265,0.0503041837375645,0.09046274413122699,0.12026393685538474,-0.08199137872074344,-0.05569292005257272,0.061799888269274704,-0.09695164300765294,-0.1666439301284336,0.01657646876464057,-0.25767416009704375,0.04342903074121086,0.08159394914727598,-0.0013879160877029106
APOD,-0.03341649343652094,0.03158942222766281,0.2604938429715912,-0.006540343545218517,0.26055232436904535,-0.031991944971062745,-0.019939254359315428,0.06674919905870504,0.09907442958051871,0.045779264274606386,0.11330758390341783,0.10362097124447814,-0.04237082084391293,0.4468015175164207,0.49179767831218996,-0.022790571279544314,0.011313684185692488,0.012533852706758273,0.022951748872972234,-0.05285086391038807
B2M,-0.03569872278831882,0.11735226391651134,0.16666843071675513,0.10753895491109726,-0.08088728847514101,0.3894318787701664,0.005331175477964035,0.047031330013965235,0.11290481385558462,0.13861228265024625,-0.0927059965531461,0.12488334832267893,-0.018206594640614176,0.09923392799273062,0.14416478914515898,0.006559808338828808,-0.1760176200990964,0.09243111685431582,0.1021748265367316,0.13716457769286697
OMG,-0.07882752853972627,0.06658262349908778,0.10728003451533356,-0.015286315365363273,0.21498284168876486,-0.06107563204755765,0.003915633935172944,0.20341285474336612,0.022734935942986534,0.10401131185981459,0.07362197255533501,-0.03903748322126721,0.023229697667894386,0.36059622568425553,0.45159588332309736,0.06465624280145442,0.030680365292978507,0.0133753158329131,-0.03104443236559373,0.00044278644566202245
CXCL3,0.04141287401403671,-0.022837749668556288,-0.013933517265435099,-0.03098474299643751,-0.04313361647442113,,-0.027809980078250855,-0.13497658354483547,-0.003998529795320719,0.15326515606788393,-0.01249343689219967,,,-0.20602891271254695,-0.16946846208270178,-0.028576365346571986,-0.03897145572847444,-0.04328227904216715,0.045610455661142114,-0.00262109117946249
CXCL10,0.0064927397262161506,0.03138079989096972,,0.04442933267352071,0.028253886411187548,0.050220213048351336,0.015926568713752115,0.012186681677671094,0.05274032670883512,0.06711466538840326,-0.019853583149467318,-0.04863575827920928,-0.018584656567656652,-0.04779767995750477,-0.0039953492903458485,0.029512520143263103,-0.005026909980174139,,0.038768715007786315,-0.05659112954740567
RSPO3,,-0.035200003705280376,0.12433663243936188,0.10087295874476263,-0.06460375328600965,-0.08805843901409155,0.011395552921143479,-0.007532518164492998,-0.038819664811047365,,0.0904097588633389,,,0.04977547683998741,0.12476448246608872,,-0.027194116670318482,0.047514631332731025,0.04165822740137944,-0.0490652246013691
CORT,0.0037778607747326813,0.0016355464268613487,0.1126201864024488,-0.00034568775299655905,-0.0044357190615656045,0.0014049829708395014,0.0031982728482711728,-0.005450519711083694,-0.044229077740933806,,-0.03463557280654292,,,0.10582395052378736,0.08255672410907154,,0.001334892083998285,-0.025474418471213726,,
NCAN,-0.021753370973104844,0.05740733839092077,0.16731280722807831,0.003605127939597896,0.11387577996028335,0.22738966024933105,0.019202741201707306,-0.01257505052895031,-0.09396817460508682,,-0.12651135475087638,0.2485914741541744,0.17256676740835478,0.36367142502675354,0.4581969873530941,0.041349181468917494,0.18359413873469455,0.00166507139470008,-0.08795398692218445,0.04941393243408765
PRG4,,0.006240621020444373,0.07720491135429697,-0.026356481023236837,0.025852373509046612,,0.01133910711620167,0.002448223572831881,,,-0.0152639216315722,,,0.10116200271258102,0.03994055305273121,,-0.04306516267003347,,0.020311939693885686,0.05452015006642314
