,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.07531228119953157,,,,,,,,,-0.0018485951209328238,,,-0.030366691735055015,,
BMP1,-0.11215159361825558,-0.016991796461222133,0.051670649645651295,0.043617507714793335,0.002106514181170606,-0.004714612051466843,0.10084404297754349,-0.04080348238438745,-0.04469660848342619,0.006050274917046876,0.10347002781748213,0.07601067796040963,-0.07348989958081605,-0.018007496476258985,-0.06383368546357117,-0.023045951953126444,-0.0994653586732351,-0.04399691735874637,0.06426695582050478,0.09924130294760643,0.028741162091463535,0.12694139626422002
NDP,-0.005285154857536442,-0.02590922232205549,0.06192699633402954,0.005505181633798335,-0.029310525448977262,0.11720690248098463,0.03283374417326837,0.06840802838686053,0.01796132808666822,-0.03408337143022627,0.154059235256617,0.06563437784166501,-0.06572594593269888,0.07452392643498183,-0.04452174062932117,-0.006388697788218911,-0.056529386190334464,0.05943685944202521,0.0794644300202936,-0.009622086241996725,0.08765847163393561,0.18858821549096258
TNFSF18,0.03659434331073995,-0.011680781312017621,0.021644398559842216,,,,0.11799647791289423,-0.0497503620871621,-0.024775109407203576,,,,-0.07238405008107336,,,,-0.01471075423909021,,0.055061754106622736,0.08264479261677757,-0.028861145402811084,
IL36G,,,,,,,,,,,,0.012911206331591995,,,,,,,,,,
RTN4,0.14154770034539904,-0.023146796316781793,-0.023976547959189715,0.017656443757095384,-0.01639944855587217,0.17628601171493208,-0.0751501495760371,0.02536910295637023,0.015603141109003115,0.0007950079200704219,-0.22670537684888242,-0.030499652333372932,0.13924244912344316,0.06323997220539058,0.0746239708233551,0.0131800733961951,0.20231942760809546,-0.04116681582693393,0.06488513441110666,-0.07096995220576842,0.06002799298612912,-0.04721113489478898
HEBP1,0.0724912260638996,0.02189857193579617,-0.0007857692902612324,-0.0595093593811275,-0.00913187951067245,-0.08135499705626363,0.044132445409075016,0.012119292468054498,0.003107924247354055,0.030187342305805838,0.1826231799526376,0.05236725453458414,-0.0027100045871136886,0.03506533480684415,-0.02804457382136769,-0.04347162332401643,0.0003526480580574666,0.03391223530273248,-0.009032634767856342,0.008862780714053227,0.059710954561109676,0.14818870650729848
WNT7B,-0.007361942079943008,0.10075350501229316,-0.04269419263138166,-0.030100992861275253,-0.026412441888517643,0.07115195769654704,0.020075371689097007,-0.048295063533449444,-0.016013039498851248,0.03324327556044043,,-0.00013384047636024008,-0.009962156882588178,-0.006654909926181163,0.06350699037663622,0.01729559710495348,-0.02060742842145368,0.006783922941336328,-0.031216077602514377,0.069392111113074,-0.004172469066497118,-0.10109585073347571
PTMA,0.061865802074567135,-0.08727906597634008,0.002176191393034229,-0.0010106549614663535,0.03284580664337788,-0.15283504497469957,0.14079171124125395,0.24923792848798693,0.018538556360795166,0.08845594212950303,0.3675720548098421,0.10226975733795127,0.03360328570139958,0.04053216647970929,0.03305187663555684,0.04476589683766911,0.20012835567232598,-0.050878551468710606,0.062180902550884584,0.05853095299052647,-0.10003084660645892,0.19115614129707914
FASLG,-0.05277580871393916,,,,,,,,,,,,,,,,,,,0.07287137241249479,,
