,MGH258,UKF248,UKF255,UKF259,UKF269,UKF275,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,0.0962653627858639,-0.006384672240954274,-0.04078773371743383,-0.01344921175632361,-0.0414597879835203,-0.02572202756570642,0.044179029599422895,0.06514512869672658,0.043040813366276305
COL4A4,-0.02051045594553639,-0.009119725489504817,0.005188672719231023,0.03885660625560513,-0.014302196289340164,-0.013662890792412036,-0.025362191179135546,0.033231567479811625,-0.029360712803513257
TAC1,-0.017710092248182596,0.0444302409860493,-0.016182938855854468,0.007298892285066805,-0.07807226146270356,0.02030333238163547,,-0.02982907430848607,0.05106721398656781
RARRES2,0.010439807056894752,-0.0021598186258560445,0.05220257808127668,0.006159070758337182,0.08073403118726873,0.003592992309944314,-0.06025219655345987,-0.012369570132913003,0.0391254138021888
FGF7,0.026049226654343255,,-0.021861094739127663,-0.026994694677178792,0.037627122646590475,0.01069535621519274,0.008733369223085046,0.009456629980073065,0.008645622339318842
EFNA2,,,,,,,-0.015054785415373254,,
HBEGF,0.08980280521494485,0.0016710322819249914,0.09571377882426386,0.01193274113822229,0.014529727880174129,-0.08445954891602056,-0.01050860860330778,-0.017831813549646795,0.12925694309933403
CSF3,,,0.001994968990174469,0.04579460054926736,-0.015131448391027208,,-0.027117903539812704,0.08145101049970176,-0.020668707090427438
PI3,,-0.014983604520795665,0.024463894778889106,0.039360155721549404,-0.01703821060179829,,-0.11540517655278816,-0.05190433807862686,0.04590721192967331
PCSK1N,0.017674877885078898,0.02619640182888957,-0.020837902106055708,-0.03710906092735783,-0.02168700858013601,0.07239026887056511,0.0216362989014365,-0.00017204558485728577,-0.023329771316338243
NTS,,,,,-0.018598370255150737,-0.015608264521022734,0.09189745804292265,0.10037717880573149,
SFRP1,0.0842930041574561,0.03537943801869586,,-0.013287831686745421,0.04140350631533216,-0.007649510515607844,0.018255406232630104,-0.034555278274652025,-0.03433943730163706
CXCL13,,,-0.015774824876066226,,,,-0.03868003540056345,,-0.021162859869638825
MICA,-0.0023492735579804767,0.0404000466197207,-0.00024159729872171313,-0.0177617085526505,0.08787363574527038,0.021109150117289897,0.023630058275015242,0.034715442520456226,-0.04684351136270182
TG,0.06856931613266527,-0.004142363290229662,,-0.014339675637560076,-0.018262304427917878,-0.013184327122866532,-0.022589438107617908,0.02136730316012634,0.06901033346150882
ADA,0.017624680734896418,0.0024329418720239636,-0.042865636962539595,-0.010357300844244592,0.06977010538438645,-0.02631393751542922,0.04470323230975864,0.10092404699208736,-0.01879376357777795
LAMC3,-0.021086766493355717,0.004330345474631759,-0.012428793554198193,0.0068798755631507905,0.043499632033191155,-0.03897920068461813,0.0046759614006779155,0.08021614030413293,-0.050491188522723884
CCL7,,-0.016633052642468855,,-0.01036756257503593,,,,-0.025034068904525145,0.04192071342766749
NGF,,0.008004891632266127,,0.0003451914177188461,,,-0.014852423771438215,0.06974505136873842,0.16044187278710476
TNFSF15,,,,-0.011544787998292559,,,,0.030463233734642492,0.09191096135092928
HMGB1,0.03372991224503077,-0.06872065663177905,-0.04272551902944379,-0.02977271893509996,0.09032546731804159,0.06326269339785007,-0.08340434824400307,-0.04337511974360564,-0.0674571593071815
ITGB3BP,0.04102521728729853,-0.0066091786811275375,0.04214323217402786,0.028940956229389768,0.05625656786630055,0.0029127728506952778,-0.013332452940065615,0.026016574043012275,0.06728739732251926
AANAT,,0.017866393776130047,,-0.01050457747353434,0.07112948028971636,-0.011856742431041406,0.10306538433115975,0.05603236415862882,0.013436700448172259
RELN,0.14345663133152645,0.027913340032772047,0.0188644608710914,0.046270293064846264,-0.030419642279399382,-0.00493498260519063,,,-0.020647485775812
IL15,0.007019536091529702,0.0424467453571954,,0.0808341124236933,0.032297105999367255,-0.0163729715086198,-0.036730581753423926,0.04433504664141186,0.10216218219683507
UTS2,,,,,-0.035913992589297526,,,,
BSG,-0.032286186709650985,0.06543203468822241,0.06800820809574094,0.009116673251098339,-0.004828734681131759,-0.02721887400004814,-0.0545216983849673,0.01563105243981294,-0.018784321017452782
ADAMTS3,-0.016116544510607816,-0.017231140553934255,,-0.017193044474902566,0.09429319001068338,0.10478445543028346,0.006622132998093201,0.06537585710266383,-0.014554514854773153
CD34,0.020410989118413478,-0.014946079067002752,0.03753932875902184,-0.004375516242760664,0.038963366600105104,0.033818298583349095,0.04682864022585025,0.02388036465920209,-0.030158935663614984
CCL23,,,,,-0.015530367981434187,,,,
PLAT,0.034524195750360365,-0.02436293540055068,-0.06167833457807297,-0.03800653319944173,0.09365936167454707,-0.02817335580581768,0.044471725501560276,0.02494411971339125,-0.05270532822290942
NTF3,,,,,,,0.07741158182126176,,
LTA,,,,-0.013287831065119765,,-0.011419278626902495,,-0.010840272381267793,
CKLF,0.01136579257114033,0.018887313203137076,0.015540843088307296,-0.01661605727088101,0.10935481987339386,-0.014922086453850214,0.021230669367903854,0.03970364437186737,0.016763904695261383
CD24,0.11129757913270273,0.019023746697557364,0.0006471911443291217,0.053655541148166425,-0.023442116909252207,-0.014711967170036082,0.019856393424087876,-0.06176328689033922,0.002661972079954202
HSP90AA1,0.009296027857494444,-0.02980291825024725,0.05243746249782673,-0.06106052508206079,-0.0824846305185247,0.02620188778848332,-0.1313995003386547,-0.07762965385382091,0.0037270236601904348
BMP4,0.022248668651605814,0.03821218706253333,0.025762684020846607,0.03854472403258151,-0.03228599316553972,-0.03275380723413219,0.010177976895160758,0.10986097013958919,0.03363676247633575
SCGB3A1,,-0.016633050979185816,0.04277554566405946,,,,0.2088867715129162,0.09005724768224568,0.08812686312404075
IGFBP4,0.021730229112123318,0.025258560565928203,0.04185629490427584,0.05470345212652633,0.07125446812490258,-0.024165258127142347,-0.027835460128742072,0.08709450203910515,-0.02936856810271794
RSPO4,,,,-0.006360142402404703,,-0.013281316231075447,,0.044607833799894726,0.028904329893898587
LEFTY2,0.0021423854845636367,-0.01671162063281322,-0.007234938641135661,0.032727299638641474,0.0364551729142212,-0.024111102030938514,-0.017310298377220677,0.07630774878041188,-0.023499811317302756
PF4,,-0.017254120395676236,,-0.009045494093556969,,,-0.013798753124539534,0.00010829186198530694,0.05474057758328953
ANGPTL2,0.10062683708534131,-0.04325220326796956,-0.04446574748038068,-0.03601843654433828,0.08433287659215997,0.0133255993059563,0.06882255155642336,0.07668949279644355,-0.0380270824448812
LRIG2,0.03885543831103388,-0.0027535052706793633,-0.037804286332841754,0.0012593062869440314,0.018300232220747885,0.014999462283186915,0.034449587226641425,0.05138369245299323,0.006148299153639044
ICOSLG,0.02698435372901443,-0.011892469319967099,0.03923186301345673,0.03314994811083275,0.009786281214432075,-0.051002951229659366,0.05004087511241653,0.07202384242968271,0.016404615561984043
WIF1,,-0.019323096905399663,-0.03765669550553045,,-0.060946683188723434,-0.010248877158480522,,,0.027277914746410708
NPPC,0.03197573370892562,0.03533651634859238,0.06402663949046698,-0.014031792016072058,0.03796478265486999,0.04826196657893869,0.05285762872906554,,0.014515541062730612
LYZ,-0.032487421867732555,-0.002381886730081511,-0.02188405544848921,0.0061225082972194865,0.08932633811537367,-0.035946009954989866,-0.029762007855064956,0.05073736760352346,0.018824030277281724
EREG,,,0.041309140696305674,,,,-0.04384613008687772,0.038538904848846374,0.023504949048101933
SPTAN1,0.06242439384449276,-0.06049214537721546,0.03434430980370747,-0.06770423323326058,-0.025134326261227448,0.022761734093489097,0.05990294540280439,0.06335718566679228,-0.03884094957500249
LIPC,0.08250696145965,0.059053818480091495,,-0.01625542657057585,-0.0013525446077461711,-0.001174479210586945,,0.02203088375136481,-0.040775784917124774
COL8A1,0.019047396106066625,0.045366693058885216,-0.027123894462764267,0.037160139393377874,-0.03205719389874355,-0.0600428719493161,-0.010865344980261735,-0.042487594878022145,-0.03726203506977867
GSTM2,0.03215386481402968,0.054920312438363074,0.043431271585659514,-0.008396822117815053,-0.013186657659531174,-0.0019416802113535925,0.06773714593899788,0.03606574372377823,0.022569638718495214
SPX,-0.013035022042254837,0.01699616099777558,,-0.026636343906204726,-0.02376403677107538,-0.01700263648068157,0.030118730917620358,-0.0029965675467446815,0.03883428685593568
MFGE8,0.008720597107991316,-0.034541706540874996,-0.04962431289652304,0.047177200037037216,0.009896060182269182,0.011497687371040892,0.04599462456227955,0.08159721310732043,0.025761833114587594
TGFA,0.03478969645469482,0.024892946315615963,-0.06482750759984277,-0.027242244750255298,-0.0001092675357676913,-0.020373211689958773,0.00933848426930243,0.06205199444608986,0.025038532716899972
SLIT2,0.02220896057494795,0.08879759892501084,-0.017260023800847013,-0.020367110339535865,-0.036936585868245664,-0.018267111464127562,0.06327597446544603,0.04331032328556222,0.04059820581995333
PLTP,-0.033824908813884745,-0.016827588747347917,-0.06234020613666706,0.015519631017067836,0.08047805206988594,0.014150930594112836,-0.05311256097038486,0.01841089908805922,-0.0022620008740712886
APOD,0.047669485188598974,-0.021128748888554896,-0.06663168911257335,-0.04758474647224092,0.06897826876833198,0.003505755462132887,0.12024282976184512,-0.039226094223926894,-0.08643837594238696
B2M,0.06210558586200831,0.08802380462945505,-0.06356886015239878,0.005429629955125907,0.07159968238910809,-0.03384362449522212,-0.0006591308745669856,0.06945646854927165,-0.06480674205530129
OMG,0.0709390767562479,-0.07179099368237854,-0.038811852773666576,-0.03345975415600188,0.0070451316654356316,-0.010421643937000584,0.09957377577593407,0.0692335154285807,-0.023560646760613438
CXCL3,-0.016517131502518958,0.05408834559806685,-0.0409049358930268,0.011453241183285955,-0.017920452946043174,-0.015293256472843565,-0.0029997242707131906,0.0742436228102761,-0.014234243887067613
CXCL10,-0.0027663118996162396,0.028819272453143332,,0.007221750652069579,0.0650826105614988,-0.01781978861243969,-0.01850812815008445,0.08998449690849591,-0.04247806077640763
RSPO3,,0.05469116112005841,-0.021724868899382004,0.04428852666178429,-0.02241234221330901,-0.00620895382741317,0.024471578306264233,0.0399316194410258,-0.0036434267894426774
CORT,-0.020510455615385555,-0.0008665702060916615,-0.02883186086404754,0.0411872558748413,-0.03878957955370335,0.05329425366252318,-0.014439693807969967,,
NCAN,0.04720365109760625,0.000963816392535422,-0.04374920470120514,-0.06384671194490836,0.05116719599963602,0.0461953347174463,0.12188057663075784,0.02992068510306008,-0.05667653809067094
PRG4,,0.03045686540009003,0.06568623048281702,-0.010367564190666659,-0.019415177496105804,0.04869201181438369,-0.02130665183694278,-0.0010322663268286676,-0.02252723190490474
ZG16B,,-0.023065021532870846,,-0.01203282619368474,-0.0027856656589833268,-0.009073653493854734,,0.021728472168230716,-0.022306676335814502
TGM2,-0.02630400314378909,0.041969562120960695,-0.03125530304555374,0.07136582586849495,0.011570887110382141,-0.017707381957490494,-0.051685228874631,0.0422949285475009,-0.030350697748033194
VEGFC,0.13627002905693025,-0.010508450117729204,-0.03230303653423707,-0.01847777540401691,0.03325943365087586,0.05552127666764551,0.014722763149411702,0.0376408706251594,0.016709215152967777
WNT6,,-0.026837062731785703,0.07728334378182983,-0.014339676232951015,-0.019092284759936302,-0.020193092214855206,0.09626686055426104,0.06152876755866653,0.06844040515602358
NRG4,,-0.015319625429197677,-0.016283957069847425,-0.012617799893317235,-0.02418283523650822,-0.017431957517007633,,-0.02540468761203646,-0.019857569070002447
PMCH,,-0.01765669274699313,,-0.01748319102272697,,-0.013281315590108488,-0.0202596629277394,0.07532178477744883,0.05334641401305904
COL9A1,0.030680808530443242,-0.016388761822209753,-0.04663125151149755,-0.013178371069277151,-0.0016611228440162088,-0.024318576440214547,0.09599136790187904,0.04830670045706925,-0.08785521371992559
GDF11,0.014596003086130403,-0.025519899186557456,-0.06382107749642528,0.013489900085337982,0.06634891215298742,-0.02774985022143746,-0.0018106195532659453,0.026882101182015897,0.005299490404868104
RAET1E,,,,,,,,0.017291691833449967,
IL24,,,,,,,-0.01357873902151279,,-0.011909681693928137
SORBS1,0.016941691707614448,-0.013433212212418348,-0.04130864381033289,0.02409112371006224,0.019636843611121703,-0.012149269937704156,0.04072021604598361,0.03137183703562306,0.002603539024126008
DLL1,0.061573491360519206,-0.006629169613146623,-0.03220140246659254,-0.016619812487779023,0.07338167393320688,0.013845224032130926,0.15632064477301905,0.08933282555029554,0.06668640431168757
TLN1,0.04024533024767309,0.01613963034098119,0.03578195613565569,0.005060666372565554,0.09311446212371595,-0.004824033963862078,-0.023999444245450786,0.0544083027565409,0.04954669646385583
COL2A1,0.09858289613726574,-0.005967636343373048,,,-0.017920459044571922,,0.05692636299055373,-0.0369724028791095,-0.03122940910879499
SHH,,,,-0.01077360140368055,-0.014087658258677313,0.0014557252392775302,0.037693382175458194,0.02461312597005493,0.0060427331968405445
PON2,0.036352364296114555,-0.0038015215671088356,-0.11434441662847979,-0.07891509528492777,0.053598389331523444,0.019379374124406924,0.07683420867269478,-0.02037178360357341,-0.03614490099997599
ICAM5,,0.06486672334206195,-0.023221737391597098,0.00022833167507342597,-0.03501832821182096,0.02031033524304659,-0.003923664163602293,0.034799297666518327,-0.04042306375055818
HPX,-0.0007877311766476013,0.1121284159185979,-0.021724874610777253,0.01737493321597102,-0.026095921892295853,-0.01780648261597112,-0.00804113168422,-0.000317880455093955,-0.007019742283120707
SFRP2,,-0.022113685602910955,,-0.012269964465112988,-0.014302192077862999,-0.014840538846040063,-0.07590590201555124,0.07234654739191593,-0.0499919357772547
CFC1,,,,,,-0.011419279317028491,,,-0.030671209332193455
CD70,,0.0709423251076263,,0.007029774748157038,,-0.021300954184105877,-0.046264458776912425,-0.00639459896796613,0.0675256255612937
HP,0.02504159892270734,0.010109559554513335,-0.09913162807020628,-0.005622018896635845,-0.03455282774231717,8.056831076121913e-05,-0.03158836584636587,0.049274447797696984,0.014460846051766554
CXCL2,-0.015263953733909888,0.01133216740301547,0.030322382952189683,0.0014110151474803793,0.0409762790578969,-0.015296130361473596,-0.030355043203145443,0.06600092923215009,0.06341340827018392
NPPB,,-0.021458245586525336,0.058892122350941184,0.06778472532710528,,-0.009999185377097182,0.05083643814161324,-0.02577022625675213,
CCK,0.09159181190027739,-0.021799581857763598,-0.027005080049822477,0.01393830159472639,-0.057350119944307644,0.017389694823894592,0.133789006072109,-0.03343094026692972,-0.014692725747004467
SEMA6A,0.043144311678424176,-0.009659905775778955,-0.038272128980818255,-0.09230406375590851,0.07931188021111896,0.0349740202759611,0.010338933392820203,0.02255032378757295,0.05109520931371246
IRAK4,0.05300408548507878,0.009158341849073734,-0.052466080226662944,0.0154548243630821,-0.0008241693807788044,-0.042959206283472336,0.021429862520471347,0.05823617951908183,0.07807987237232208
GSTP1,0.011070151591666683,0.012347374013639164,-0.06745071706735396,-0.02668140483152503,0.09648435070253228,-0.010971001788273803,0.04660586810452917,0.0423511064377657,-0.005845253186420723
VCAM1,-0.007685767759480422,0.005961004592666306,-0.03537935000814056,-0.014038697529015558,0.040434472060941376,0.002211209766848838,0.032307577958803714,0.05121679522494975,-0.03357369621833282
NXPH3,0.006458767489583409,-0.03723999569644989,0.022006661020161373,-0.0006009046164696426,0.040605326069334965,-0.01811649621847995,0.04614348640389893,0.04774049527059692,-0.04070769914667645
MTMR4,-0.013788138478416312,0.014603379344794807,-0.07486230985611585,0.037853926628974674,-0.0032488698863849725,-0.032067463456358754,0.0859246595837372,0.03878900689124154,0.05437575726651803
LAMC2,,-0.016842479043361,,0.02398006481910362,,0.031346192542478786,-0.017832694456302662,0.012751862327164118,-0.002447079417945658
IL10,-0.0213041194892723,0.014806557330251888,0.1372464044512442,-0.02705407283523305,-0.023515643471551117,-0.00474584517857401,-0.04161912905031197,-0.008045865893997318,0.02859536395075816
SEMA4D,0.023843295664063898,-0.05666983995271353,-0.07970065047363864,-0.0036430904333022325,-0.004164809494705695,0.011257763584921187,0.0540361827297051,0.022835032177443322,0.003866394862161055
TRH,-0.018832535312101294,0.026653844046727226,-0.016778608755097086,0.02084062946560948,0.006723240757380628,-0.0065528392569065294,0.03338803424133977,0.12075841129852233,-0.025020578590277037
SEMA6D,0.0261633059522984,-0.03514632067359199,-0.04041542953337137,-0.02436202771074138,0.07635531768810506,0.06778881350951485,0.029846422496783757,-0.011418994875311589,0.038133114766283976
CEL,,,-0.018412506570457888,,,,-0.0034992353194873197,0.03202737970037854,-0.035660993012697914
PDCD1LG2,0.037141865382810155,-0.03905678364073925,0.023900401971067055,0.019271600083559846,0.06672994206107687,-0.03906352171548139,0.005645951253922527,0.02503985421147583,-0.022707660442715157
SPINT1,0.011222951958750026,-0.03462656826174903,-0.022107451449667234,-0.030022099780973272,0.04977011996022165,-0.021868653995176988,0.10183041342663009,0.06549809205631063,0.03655513803586369
CTHRC1,-0.004750941998573793,-0.003480379473740295,-0.01971362322300968,-0.00871096994414749,0.047514679660410813,-0.011663010646993897,-0.0011148886322991317,0.1254421527598116,-0.003538295444619962
PODXL,-0.007321592913068483,0.032952641378911476,-0.09399846180782744,0.010457624243002938,0.06023270603731252,0.012971937308614803,0.03691318183368597,0.09638198369431203,0.01595359401118897
JAM3,0.019435926003143977,0.05725026886339661,-0.03274805150298208,-0.05051410941304762,0.10618933165251128,0.02447133303396915,-0.009569531151429432,0.07279920288234193,0.0009990615436885426
TGFB2,0.02163927738437422,0.04817273279908403,-0.011778029293919051,0.013372486295298698,0.047506012714783226,0.0428352745393199,0.057631016775746884,-0.04419017341325613,0.007649907910776972
COL18A1,0.02521097293384478,0.0110292629199898,-0.1046699824966203,-0.007083880103296613,0.06481767605448455,-0.04074938997775003,-0.013270219813491685,0.06858970323731312,0.005296674717338894
NODAL,0.0007794689195521826,-0.03460657792325091,,-0.021217619125480487,0.05158105877132936,,0.00755894758891865,-0.03950353112745505,-0.06953401691939759
INHBB,0.07563992536242778,0.019259809013251784,-0.059688838243253745,0.006862448831095023,0.0510960759475149,0.020111215221224308,-0.023984731701257797,0.05180825058275839,0.059970288555035736
LCN1,,-0.016842482832987362,,,-0.015726242289732274,,-0.015839921590392773,0.0289534232280691,-0.023412576733824533
ARF4,0.03164732933774348,0.02454764543729439,0.08331900798747478,-0.010126976015693945,0.034081874831896446,-0.016224081473331566,0.10906852234627058,0.03459086688304145,0.07901028779921514
CXCL14,0.018990986248302054,0.03316623426279925,0.028032902338565893,0.039101975063723496,-0.03875931835128905,0.024667953985857017,-0.08103765528539132,-0.019027399187018235,-0.058749398388486376
LIF,0.01152538754370163,0.0021371605725169383,0.09486194362812905,0.04051630563544116,0.001946721450115732,-0.05397764177872738,-0.07111056883069145,-0.08418654125064613,0.022725993653727693
IL17B,,,-0.016778608755097086,,-0.011461096943055334,,-0.02536219267671851,-0.032178105243358665,0.013977820928860867
MMP1,,0.006382202610934714,0.0950429368172114,,,,-0.02610816428748797,0.10283066624596507,0.08468169789207922
MATN1,,0.04113042505660385,0.013855256478753061,,-0.01648789589250976,-0.010124767304552886,-0.02801642760282823,0.0637700579419297,-0.02412341269710526
ADAM28,-0.0010068969894766727,0.0273565186285441,0.09659174092674346,0.0021366010789926368,0.05149129146418964,-0.029131095077174225,-0.01155151950647939,0.013711445813518191,-0.005364837735562917
TCN2,0.04042357936250752,-0.01232079769134799,0.00026612147854469933,-0.01639241655588384,0.0733995543394693,0.0029588161376447727,-0.013686009363621375,0.02525052323358687,0.0063762330983789545
THPO,,-0.01688765296773234,,-0.02185687846039548,-0.03208760486603911,-0.02078570825984008,,0.07365771221997328,0.08868890761020758
CUBN,0.002309786311862078,-0.028029645173887636,-0.02631751560553681,0.018349357981179714,0.000288045670715061,-0.028252518308144722,-0.0012958403922357956,0.07113501426918632,0.04726409982294227
TIMP3,0.04217286390383212,0.04613017675286305,-0.014273871706618296,0.08776884335778935,0.08510713431165579,-0.0406638844005326,-0.06420370328712999,0.04312447263185712,0.006994476707493467
PIGF,-0.0613775914379242,0.03661569151855888,0.0011125577092446545,-0.005244152226329908,0.03604225256016949,0.02462611680521281,0.07510679912498458,0.0023887187760876704,-0.042825880532409835
CRH,,-0.01973297387971304,,0.011463405452552236,-0.02418282520969923,0.0017492979476219285,-0.004831909328526752,0.025294153684924797,0.028624292004962817
BDNF,,-0.03043624832793542,0.046167261672716696,0.002224684025547256,-0.060881122357890144,0.06142329996821017,0.012688232001659985,-0.006111992089908828,0.09467996175676674
CCL5,0.004775752492372651,0.034803864314355275,,0.00857586512604563,0.04287204154261238,-0.005974947503503422,0.0685650971321144,0.1186173225625743,-0.04311347010494466
GAD1,0.026694994272702395,0.010196282814687993,-0.012761203061667743,0.03381236973953249,-0.061588580412361774,-0.004397919178875906,0.03300803474799386,-0.022275511400114842,0.0382829323575084
COL14A1,-0.024095571252821652,-0.013016324343358355,-0.014604552614128316,0.01594020802845912,0.1648858061755271,-0.021993185631063433,-0.05761716728287631,0.06354263761388503,0.005379233432042601
HLA-A,0.058807774395102805,0.09047116419075454,0.037581412621436126,0.05725890216067369,0.06216107679802715,0.0034140380692575596,-0.10820401919114409,0.08157136228363118,0.03085640818726146
CD5L,0.08285565910262964,-0.002547111725661403,,,,,,,
FGF18,,-0.01785477267838265,-0.01677859001822968,-0.009654625866408145,,-0.010849087051489185,-0.00798654188345452,0.0007949170255423437,0.15298504974278304
ADM,0.05694201073565285,0.0011800010088176198,0.06286676721084697,0.019435739096250987,0.010050184277173529,-0.05614285090642249,-0.1266872077958611,0.01977550165933158,0.09901240759909134
CCL15,,-0.011463814877594063,,,,,,-0.02503407792663932,
GNAI2,0.112981024915868,0.018026727865048386,0.05792101599635614,-0.04349245837028179,0.07794749841933864,0.03573619227832835,-0.0291451923959316,0.10399886963277295,0.026753566874605037
HDC,,,,,-0.0044865534427541605,,,0.07071271845797139,-0.02412340177183996
COL11A1,-0.004507670704934748,0.05145398641828701,0.013714387525201412,0.007463361000390214,-0.028591632233832025,-0.02072055841571087,-0.06764943647508227,0.03858521006040252,0.02343853190204337
NUCB2,-0.014274425385750909,0.016020943166630962,0.026908987987928734,0.03906595366216517,0.015989579155678814,0.015750576533329307,-0.0502390588094653,-0.000744553936545767,0.1002259757757759
FGF16,,,,,,,,,-0.02377047642351876
CXCL1,,-0.04986261074023995,-0.016533003329644486,0.004522975812595979,-0.020764155332695503,-0.009791805842516862,0.024195666749022647,-0.022278722019482604,-0.03481437593879991
VCAN,0.036894911248093694,-0.030996922044836287,-0.10296880127439875,-0.05506724227819772,0.09197258296254301,0.053135609042436034,0.10188901504803868,-0.014833418174417426,-0.010537501284316027
MMP7,,0.011175853179904726,,0.02768755379626495,-0.011478859937298221,-0.00999918532246536,-0.03857076514756838,0.02274053959138861,0.04125112799844519
PTPN6,0.054052721154033055,0.005199253931352294,-0.031022047954793474,0.01864062973497659,0.0786616244521304,0.03300619447809944,0.013790406210732752,0.08797309265194177,0.05937275528824503
PTGS2,0.04001448502947017,0.022483247012458227,0.059620639955957996,0.029231665810006836,-0.0148782091600889,0.05444813011287566,-0.07690671563434504,-0.026113658824803064,0.006936932291099488
XCL1,-0.01839118771263623,-0.021623807427992987,,-0.010504578465306526,,-0.016423287757902992,,,-0.01663061831209881
CD58,0.08783773124600536,0.04077385781076397,0.025823657201869143,0.003499210422186757,0.017866159872849487,0.004692900478450818,0.04667913932016405,0.04243537901382757,-0.07950462184522172
TNFSF14,-0.014974020667579394,-0.021788215193858085,0.006129524192354216,-0.030036606751154236,-0.02391789162855496,0.06087333563713849,0.0498571213031294,-0.029936957719492736,-0.00497170196251505
CNTN4,,-0.029020614229925083,0.0070499562335830926,-0.01887861738285201,-0.04075906081274202,0.04509557930995274,0.10987859932041773,0.13726415969110642,-0.04278134776728996
NTF4,,,,-0.01328783173854756,,,,,
INSL3,,-0.019370940586654024,,-0.009654623972709631,,-0.011530112347915325,0.010427700531974555,0.05263491657821237,
BTLA,,,,-0.015324822327957567,,,,-0.0331444652400752,
MFNG,-0.021342579720037072,0.028589941012909622,-0.04137159276351304,0.014777880662503575,0.10534663907512745,-0.01342143047647301,0.04820408031801684,0.06255329367941644,-0.02297596955380613
ICAM1,0.04126829024701708,0.012695719461093585,-0.007499393531052719,-0.0052401407840866054,0.05216468233006335,-0.00451201949733098,-0.022984666400970088,0.08654236567797562,0.08630000876614426
PROS1,-0.005374550735581513,0.02707334541427786,0.005498012023021323,0.044356754921897286,0.06316936157260689,-0.003926761137426891,-0.0379541824224711,-0.004663519361389869,0.01845267840937629
CLCF1,0.06164117129026186,0.07671964549032216,0.04565218907880166,0.040349158533763044,-0.02854009114494332,-0.03475987346851471,0.08614141139004647,-0.051307525952185615,0.013193072292083642
PSAP,0.033017622559441066,-0.01311829654402354,-0.0033521564034132197,0.05868358023581873,-0.03933802875155339,0.028403506240636173,-0.09630573209706463,0.060578089665611366,0.06705033141903764
EFEMP1,0.028544753456437387,0.039989945153050335,-0.050443229659359635,-0.0333485678730584,0.11182480233290189,0.022089010292394184,-0.01152905724388674,-0.05943785289198012,0.05203772046437384
