,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,-0.0413513788543888,0.02944394522191233,,0.02365262590163018,-0.025270601783437107,,-0.008626072384768669,0.04614944059712739,,,,,,0.053224118811891645,-0.03479624805823766,-0.007496051516422305,-0.02117093926957108,0.049621413645676585,-0.044535644913642744,,0.03625721116193283,
PDAP1,-0.05309686407645036,0.011994140285107034,-0.014766348277846708,0.04661690252296037,0.07431430523655833,-0.05357400811548661,0.045265313681886216,0.08708053687219715,-0.0030819145260033115,0.05132540137498295,0.023690179698316462,0.06654729268880366,-0.04375773570266268,-0.07081617425402015,0.007991366395513783,0.0013363074631211212,-0.06511021874869061,-0.010494846860405282,0.02522239631776904,0.036382937973490743,-0.014995728195953914,0.055598873189868024,0.019515187257651112
QDPR,0.03656398392501558,0.015449264211395851,0.07475922138359634,0.035975464857995416,-0.009548524949540149,0.13199975287544954,-0.09667561775586177,-0.1287266271754104,0.0472190329471639,0.03466931620088154,-0.01017558136283895,0.12189702678440562,0.019511885739021396,0.0969777100294785,0.06983979178403135,0.03282491355599967,-0.03050522757145229,0.11601385873997397,-0.044197932354246856,-0.02997601048775888,0.08389601757160517,0.08955400164571697,0.05345954996127878
POMC,0.030923797859962385,-0.025768799097729656,0.002677450848501312,,0.04076774836919048,0.0874798721519513,-0.013771660532569995,-0.056887113259434983,0.008637522618391109,-0.03886601977048061,-0.005092495206273927,-0.012749175025392448,0.07653474858746807,0.010840204924822239,0.07646786540330042,0.07096607373498874,0.021082789388357923,0.10523702827258784,0.09321944669696904,-0.007476638195269563,,0.03331217841974504,0.025556269506392393
CCL18,-0.032329304877552645,-0.023726705924134877,,,,,,,,,0.016469972551981724,0.1395184158274623,,,,-0.035239046533718725,0.09992782060743324,0.07415816918689824,,-0.07196031854597791,,,
CCL17,,,,,0.0020494303722588007,,,,0.0012283610059422231,-0.02961558125994438,,,-0.019978610882447605,,,,0.08586314908562377,-0.016118005603460068,-0.0012769844547788783,,,-0.031123524265388475,
VEGFD,0.020523664294392667,0.02620912624607056,0.03997070859198718,,-0.02263157168636156,-0.00818099120922707,,0.020656182496118454,0.04140828332962701,0.016091561472797083,-0.03421179812320185,-0.031244251611867502,0.026977705532069213,,0.060025995480961054,,,0.02683913220227489,-0.00011556068117430252,,,,
TNFSF13,,0.03318864627909055,,,-0.023306550190604056,,0.02409989109659669,,,,,,,,,,0.08595605878077707,0.09473742428024767,-0.03785015407805231,0.02192580199194411,,0.06431987621982797,0.02597936815951849
WNT5A,-0.0910186457839272,0.03775205715637366,-0.030062605605422673,0.08935090811466997,0.001453474251566474,-0.03824345671787039,0.0063723329816942655,0.07479277592920348,0.020662527248061783,0.019688454475922768,-0.04218339932057918,-0.017104377605776818,0.0002290888987649548,0.07853811076967186,-0.02895797315044871,0.03808325289973393,0.08763188588679931,0.089722396891002,-0.0695048080446393,0.11351540801859776,0.04565301428439464,-0.02313003765405748,-0.020608747812587667
CXCL8,-0.12569309193305597,-0.0012601995723691849,-0.001996420936805161,-0.08380264383620058,-0.03911555845295099,-0.05297942456910926,0.027976615329393495,0.018839866883559823,-0.0074238885441701786,-0.03679268570268287,-0.021065130850084286,0.0004155427545809462,-0.0472029120891523,,-0.06538730412484514,-0.050271620370830335,-0.019221054942464545,-0.12812202224762168,0.022240757194120817,-0.00919449169625307,-0.13003905874632113,-0.017200915072409683,-0.1194894086858319
GRN,-0.021160690185048195,0.08049106119140066,0.013863282378114617,0.08898189923905635,-0.019431612795682028,-0.016008391907174572,0.04505455045278058,0.08180439568031919,0.01930751395991253,0.004377770112192783,-0.013827471285743848,0.06173210634043216,0.00709437304984017,-0.052264520510354,0.041225243150080394,0.02295997617586376,0.11772484440433714,0.08861769762320487,0.09893029010490306,0.03586383423634049,0.03431320185323609,-0.18150938533081568,-0.02227188413979185
MIA,0.043347381534708546,-0.0008740121788269548,-0.025679811709222313,0.01217410740231592,-0.04266210135280014,-0.03861231685719506,-0.040792740447104195,0.03671273768396841,-0.03088008678560731,0.05641085687692566,,-0.042372818306705126,0.007335961368937784,-0.04097169572545889,0.005705808916081956,0.05354968842039041,0.20884851392233586,0.18379215466405208,0.03981194171918331,0.16190478139936765,,0.2430484187902912,0.01323741487884351
COL4A4,0.03920373905454757,0.05947493982603971,0.004938795265423807,0.03992437932752823,0.028943661983985364,-0.06145808998444724,0.008249812651796444,0.05577363548861334,0.012699451846978443,0.008636157849784632,,,-0.028445657970836015,,-0.05918316779580456,0.14983358117753887,0.07954310640568624,-0.014504300649045529,0.15167852463080167,-0.03339986622695638,,-0.022817056184244382,0.005499420260906183
TAC1,0.16111471236868333,0.026148980704653137,0.0021486681438741876,-0.01986137155496622,0.010634786609741634,0.15024067966324167,-0.010723662498241651,-0.06560026576083589,-0.037379052266375515,-0.03317735233308659,0.05313044270771476,,0.1686675046040827,,,,,,,-0.056599225180690806,0.016723810073485362,0.031239275421928097,0.04693471769916651
RARRES2,-0.0014173723059543587,0.007320222015708529,-0.02828088084736021,-0.1062276485949132,0.044408703153859995,-0.12562909706901493,0.04531541058483472,0.1365356148547959,0.04273179732058021,0.007138333769694018,-0.010671510252948274,-0.10492419583445944,-0.03532142566210871,-0.037054468489187184,-0.013027990184479902,-0.04679049071144991,0.07871367292152344,-0.01896594230279969,-0.0001257558722705409,0.02165560133385598,0.10195485547281777,0.07627889811749479,0.00745423499556227
FGF7,0.0105208994967347,,0.017388554004756404,-0.0005582998701787132,0.0024093444895424932,0.08330711999224948,0.06274622563306122,0.03547313121116032,-0.014794443936952367,0.0006347952384529041,0.016805002761278456,-0.021275365114732287,0.013094061751856555,-0.01036629579128243,0.09778028622104612,-0.08526484754424367,0.026347541302338393,0.058033704260235644,0.004404126745437687,-0.003240278732132951,-0.016068964903111188,0.14007557632181547,0.06706427483738266
EFNA2,,,,,,,,,,,,,,,,,,-0.015630568267826613,,,,,
HBEGF,-0.024156509217774624,0.06575393849296017,-0.04274376305924738,0.02814104510806785,-0.001458577417158498,-0.03844781896419625,-0.041395705501941514,0.03293144928580189,-0.022469560773971234,0.045032105220954556,0.015913496568228356,0.05940235017372344,-0.010900121750080326,0.005037257801998965,0.13815971948463823,0.02903972170972947,0.017298592330482716,0.12264125012535317,0.018472610094623747,0.084536522447957,0.016291636344137345,-0.1875760005481214,-0.051924328396202195
CSF3,-0.05270916262342188,,,-0.04599393689210762,0.024428906042391903,-0.05114282306955396,,-0.052514957071931566,,,,-0.02976431073824639,,,,,0.06918135069006263,-0.03700577076592768,,-0.02156047126684346,0.036729315208608414,-0.03276826968113619,-0.07106599382906044
PI3,-0.04047854928407831,-0.007769365012258062,,-0.09270991646974075,-0.01222565497620537,-0.009976399204609646,,-0.027060650079119782,,,,,,,,,-0.08903349136361073,-0.10193152311342447,0.07130724889999868,0.08554727934321955,,-0.07119456382672591,-0.12528306977353706
PCSK1N,0.13524980536561426,0.05127428461875723,0.032633998756242594,0.028686238521014318,0.0018626603048215425,0.06468384873676938,0.013402415850428288,0.03091961629238188,-5.433405366854397e-05,-0.04799489706565106,0.03733793361003288,0.033575997613538515,0.11699939346424754,-0.064737419231545,0.0016763172788534012,-0.015243958975833855,0.02166307957802699,-0.013727822002071696,0.05689455534779242,0.03066048007505659,-0.005019221252547328,0.18733551676139357,0.0065863410517393315
NTS,,,,,,-0.024369955616226492,0.05774476155990142,-0.017219813379732475,-0.03232926118114268,0.03042343378630379,-0.01693087184361994,,,,,,-0.09374246627187943,-0.04672160114227453,,0.02882466672766109,,0.2216859553711379,
SFRP1,0.01025044667725759,-0.005556439476819498,-0.0019055332924375324,,-0.029481771157829535,0.12089933295502665,0.04833825503808332,0.0634619040297418,-0.011275476190261573,0.015676391847316055,0.032205993278189196,-0.047972579414837443,0.023461190885677937,-0.08809613955883125,-0.06639436972781582,-0.06077480619161892,0.08405388404795729,0.13380285875529838,-0.03429775448111565,-0.011895981989402882,0.1493486776364224,-0.047397733132599706,-0.04379165079270985
CXCL13,,,0.030382719890922633,0.026885010973906144,,-0.0012240081806437376,,,,,,0.0753336021745706,,,,,0.06501779475116325,0.042373503692291044,,0.021112271733713772,,,0.00046978742524690696
MICA,-0.06368698949752354,0.055000254523569256,-0.0023959389259924357,-0.0490226265375858,-0.04770309822858425,0.052354500874092116,-0.010708346516542601,0.09663107930334622,0.020946502989152772,0.02978945899705413,0.0020024067892177575,-0.0007706704829306969,-0.01548138305396584,-0.01356969060621206,0.06776708027590245,-0.0015877922067042377,0.11074949638497508,0.0876638883959349,0.05394423285447159,0.028325573607761223,0.00608891706058303,0.0033526847382499246,0.038475742502900166
TG,-0.050597212446210446,0.0862919691551457,0.04301940681921989,,-0.031815502001410104,-0.026627096368832547,-0.00540442908057553,-0.02482138948230148,0.06469907294521154,0.052200450621678565,,0.0591982385849123,0.04706758995806289,-0.03430759944094415,-0.007208319391904671,0.03265571949266739,-0.016812742914250636,0.060444538659560496,,-0.0023685330264572374,,-0.018434800759146656,0.022893070406252176
ADA,0.05773542097289387,-0.012620892101406225,-0.0034303964931883574,0.03782869925867599,-0.03793901798502329,0.07026265038275964,-0.021332136365043386,0.11386105671367669,0.04151411955165797,0.02779129295924139,0.017507192376323054,0.06763329133845007,-0.03909254726425579,0.0030688265159914073,-0.03963452726130838,0.0003050892367407034,0.0821865904499404,0.05721933038251075,0.044665435135906775,0.026543480308561105,0.09801443372810048,-0.021124287069197407,0.039554546773349665
LAMC3,0.017623191270014618,0.08051535560588241,0.015320310446701554,0.014674030999023875,0.01656731399691895,0.017072493750730045,0.023731327817857258,0.07943931118809194,-0.027076479465803716,-0.006258608524648268,-0.007908070898725937,0.058797246633645196,-0.01478979158633441,-0.10971954053751229,0.00909017279705562,0.047078977847680885,0.1426204977496124,0.1136790074304649,0.016831387667164945,0.04891098994216821,0.026122544119075587,-0.10113425300754225,0.0043741877890542315
CCL7,,-0.007017296453025825,,,-0.023002557114459577,-0.03624040780450481,,,,,,,,,,,-0.011348733086045837,,,,,-0.03433797024375849,-0.08947558613850398
NGF,-0.018796504547091187,-0.014751093595329069,,,0.011524226707843381,0.020945670561136463,0.0009347137406808344,,,,-0.032561463935239295,0.07220962768633445,,,0.005912126843670227,-0.05236744797191332,0.0014762414746969739,0.009008341231296318,,0.09804656579769629,,-0.06658019817656682,0.018982146470258608
TNFSF15,-0.031056028932771592,,,,0.04258757060958764,0.027764130337565692,-0.008489372475579229,,,,,0.035609208391892216,,0.09574904149414358,0.08039390973355787,0.07068930640909207,0.028759885339511994,,,0.027589344732563005,,-0.04699409008071379,-0.03676308327459279
HMGB1,0.07311332356125042,0.03449686433096786,-0.036591656654835596,0.08884097746981551,0.046179871850838286,0.00668828937576333,-0.03812607481751854,0.16093670013374492,0.04152462091673919,0.07839275476628887,0.0007934650670127969,0.1070230149046308,-0.003077301795356795,-0.08089122537199439,-0.09461525460122108,0.037245314270314606,-0.06804754037766117,0.014183008799234544,0.003964045542124733,0.05195989721510285,-0.06323957947705751,0.1380832752324727,0.03472391055433827
ITGB3BP,-0.07911481338981328,0.009224141561965408,-0.006576510071343052,0.019061521016100872,-0.014002272812129554,-0.04688839582401889,0.05927028676724866,0.11284827471336162,-0.031822707682181046,-0.017123511586616274,0.014645056437590932,0.026025884591783614,-0.025940457854941232,0.012740140292245105,0.00557818354483485,-0.002995150848702144,0.03418661490099655,0.033491128063255556,0.04395721408125637,-0.026878978639247868,0.0028776520416383122,0.05060994766997661,0.0010322151953848248
AANAT,-0.046039655000081565,-0.015083297002073481,,,-0.010857109952943709,-0.009031889135726988,,-0.030712571968079454,-0.033950295974495656,-0.04493339784977994,-0.005280001997829135,,0.026681777078707936,,,-0.036702944120165795,-0.002861015277643614,0.07246215734441876,0.013081012466401197,,,0.09748480475850879,0.00903512321825593
RELN,0.054140554984121896,0.015447255830768064,0.009753167061504548,-0.03069387356779433,0.01417843773689532,0.03125320682169488,0.029957035810790872,-0.040516973139441,-0.018542057272354678,0.04406131542493005,-0.02254112969727338,,0.05334231557628407,,-0.012673196537649492,,,,-0.04555739136312008,0.04309751707706196,-0.06642653676214065,,-0.005171091287876741
IL15,-0.006776047271194113,0.002912914041170546,0.012801130603401953,,-0.02637943670874656,-0.020302750249174693,-0.030518059676784805,0.0410245358011937,-0.04147612653186627,-0.02494061103906042,-0.019457350799158276,0.03725895885549846,-0.024855200700627467,0.0312604587359959,0.11135292778147199,-0.06204405172924582,0.0692858888741021,0.1298030792506033,0.028487395181396646,-0.01419077434118165,-0.052829374764874905,-0.015518586758879495,-0.012622926177406617
UTS2,,,,,,,,0.01354567529105085,,,,,,0.08063205452626779,,,0.08788694694975538,,,,,,
BSG,-0.03499687372802286,0.015958016497507888,0.03937770957544978,0.011593073012169492,-0.007276940341424686,-0.04827954384405567,-0.034134561564487714,-6.944779077732283e-05,0.01311329063610964,0.009488361075230973,0.012696837246835738,0.0068691964202457255,-0.12328300403591819,-0.006872803346187481,0.07461566513771063,0.021157078371974704,0.13041365567593313,0.01495760333787274,0.1214005504464375,0.06278764364886744,0.06547735828448932,0.01967502352778682,-0.025580416897300916
ADAMTS3,0.08107921046117245,0.008621148059063414,-0.0018577573464511955,,0.0027640325726318777,-0.011816746942724944,0.018648865306458907,0.10885910269262225,-0.02676622115257819,0.026867954393948804,-0.0184428359523944,0.05747577061930504,-0.005693197435317749,0.09451949996702527,,-0.008763776747928416,0.05216164990600756,0.09410707494278596,0.06305962319293337,0.016483462580634614,-0.0070856949508777125,0.12746485208708275,0.02614768953447842
CD34,0.022221530463653796,0.0905912767570955,-0.02386013588981538,-0.016908834695785774,-0.024127291579023033,0.04238296054157527,-0.06195298679532763,0.07059313631680887,-0.047189661465601454,-0.035849080093439324,0.04077417322062923,0.08395839747595649,-0.031038039234965398,-0.06092709684892737,0.000917914673578089,0.06122489582558756,0.15784363437086082,0.030742785716194133,-0.00906591084725275,0.02475752384032924,-0.021459198865038616,-0.07985586322614156,0.024027415589380607
CCL23,,,,,,,,0.037327143963380424,,,,,,0.026096962270886103,,,,,,,,,
PLAT,0.1646891750767846,0.12422223336303864,-0.019915767892064964,0.05743010174710306,-0.016159199398193647,-0.04212724862074871,0.01806785465945662,0.05334909373087377,-0.033613459600001803,-0.03860046905530238,0.017525918446827358,0.05002087838351052,-0.07195921015754062,-0.01414738005164346,-0.0011346237334241209,0.017434226427515694,0.10742262644609231,0.0973227552620429,0.05853218553218613,0.025825309010467083,-0.01636501891367318,-0.04506475610635001,0.009160082909578877
NTF3,,,,,,,,,,-0.02938391913031287,,0.034962901926116806,,,,,0.0031612616497432226,0.04898842911192265,,0.046953519934656664,,,
LTA,,,-0.020160212383324893,,-0.009645690575507106,,,,0.01082359512923115,,,,-0.02485520376876504,,,,,,,,,0.022400676888822673,
CKLF,0.012816308125280366,0.0644918599099478,-0.038733261238091655,0.01598549119403778,0.06885917708037105,0.00165766513483692,0.019746032665058103,0.16666620270375324,0.0013004427268533665,-0.009341385340634747,0.043746215626231426,0.044853109615700534,-0.07991902404161898,0.02065745801110819,0.12223275842534224,0.10318668319216845,0.09727595480585513,0.10665460572777472,-0.026871066950661823,0.005886527587915549,0.04130173282454089,0.13865723798829993,0.006546340023603368
APELA,,,,,,,,,,,,-0.048003492925343956,,,,,,,,,,,
CD24,-0.02292955364281865,0.01992612975560483,-0.05507036930629407,0.02838122667230729,-0.051635286112676135,0.050732935100953475,0.021019502251705586,-0.029247698521432112,0.024531717548872917,0.01968305451231258,0.020101624367953572,0.1537053603029322,0.012525736891780015,0.1326202788456809,-0.03820192855405884,0.010802190223150078,0.005880196360457262,-0.00816919696107448,0.017292607196255073,-0.008617469687462407,0.021189309834418014,0.016300169289584176,-0.0002614126255922418
HSP90AA1,0.07370713946469742,0.014720385039200298,-0.04536400409552398,-0.026178135232994844,0.002474659918785496,0.0751335756146104,-0.02999414664195725,-0.13205226863000197,0.07024151820976078,0.026968998397282805,0.03189377955557172,0.008860268174598432,0.11112281627498148,0.003343543919795398,-0.11995951561309749,-0.06665859277696501,-0.17836842150769394,-0.18448411732430295,-0.0032219611339295365,0.013855142148468187,0.003573513369300532,-0.03182059476414466,-0.004567263100732076
BMP4,0.08973410675826565,-0.00837840640496046,-0.021371006918089075,0.008485916414536327,0.03488694825475503,-0.00750312311574046,-0.03466183267441707,0.004949675394019815,0.005849708360585107,0.009947346570282187,0.06016489076579558,-0.01965072006648625,-0.021179200766429016,-0.09568774145287808,0.0326925600842738,-0.011665423889925598,0.046323901771564376,0.0069291447408157255,0.025504206859110888,0.05460609731206139,,-0.025685318669471713,0.022239546153408944
SCGB3A1,,0.015481120770604994,,0.06956989147079969,,-0.003263226571276147,0.08696578259658477,,,-0.021028769488157836,-0.009114171348062973,-0.023238125010315337,0.06025090717841381,0.10185944392084183,0.025357692441322847,,0.012509129290940517,0.06730249622402393,,0.024943595403315814,,-0.035069051367385105,0.06632441109520568
IGFBP4,0.09459341998548794,0.08220319742130668,-0.02970022011446545,-0.006978813919354069,-0.01712182032355798,-0.05705922342639782,0.02721698690686819,0.06908912407237758,-0.011214760775059295,-0.01443241993877072,0.04787270926695865,0.07240511086606005,-0.05426109000285836,0.052731519284114896,0.006331569086919655,-0.05470292049005298,0.05406706852439314,0.03584588857864863,0.002190545505435515,0.08112488235093782,0.015822633435711445,-0.16331251717361348,-0.0373991440627607
RSPO4,0.10799693477524841,,0.019740269254028456,,0.008414513031148206,-0.033231109139015044,,,0.004861654605756576,0.10376398610533014,,,-0.03447808062746688,,-0.01587007263445854,,,,,0.01196284470354952,,0.14292258028985522,0.06653741018736878
LEFTY2,0.04036326814709039,0.11907988739483853,-0.02040781046461803,0.024747927365926493,-0.008712035731851578,-0.03637312538344402,-0.04795588388785107,0.11320144155436115,-0.019749795199978163,0.01759895894970931,-0.04535139543589592,-0.03379825951753167,0.003485114721463529,0.13322390127754283,,-0.03143397104338427,0.03479283501692044,0.07859867778885289,0.038941917735442824,-0.03607642653215626,0.000988755672649292,-0.004734682386692203,-0.03692886268077114
PF4,,0.03467211746538873,-0.018338453222081504,,-0.020069277904968885,,,,,,,,,,,,,-0.030295654991412218,,,,-0.004302807491828498,-0.019978580932112206
ANGPTL2,0.051496613556865814,0.005044626505920806,0.05818448911939874,0.12293461526004817,-0.012002762544184399,0.0054304762760005575,-0.013551138365311374,0.12179492214554022,-0.028512120942527874,0.021500830065202623,0.12290703933835022,-0.01956747649610047,-0.10841361356141739,-0.003351038524607108,-0.03987725146872697,-0.010472814932717182,0.17433095827110662,0.15296481565419537,0.06459540687407275,-0.05946873977602348,-0.06685202291073201,-0.053034581368080265,-0.044673931600719426
LRIG2,-0.026056427622991932,-0.00866014390683275,0.022070131010249537,0.011457058804423444,0.008907439610524764,0.010699464142306702,0.016103760673402905,0.12230231541753224,-0.09406378885487891,-0.02701582253648174,-0.022634008900561196,0.07373639237965929,-0.06514874485200728,0.0826002926530329,-0.03696757791907945,0.05367518928037906,0.06271151730210228,0.10168536868619689,0.0027098636903679836,0.04934399458220178,-0.020215139909918696,0.0903046736406996,-0.006505467247758901
ICOSLG,-0.05332205109087116,0.09691879848404476,-0.009938269616617071,0.017720011443283296,-0.00948905741977765,0.03459689940925821,-0.07667249771563865,0.07925893319809474,0.0166624310371543,0.05888532754024218,-0.05893827995788651,-0.001075385147577415,-0.028806353421192775,0.07944685321703912,0.00415743369682711,0.06292825763434003,0.12514485132838093,0.1322915726240716,0.001956945351359901,0.03221190709711814,-0.011602409601832994,0.0404300617694978,-0.0007998100413177913
WIF1,0.0564081806240978,-0.03379126827765646,,-0.029758961788030502,,0.03260261130944476,0.020990173495609568,-0.09469925850793018,0.012527549273638472,0.033342977094874465,0.04110061918463882,,0.14381792770720392,,,,,,,-0.017220304950000553,0.012189054311564855,,-0.05116410963586371
NPPC,0.06238457375911939,0.03760834652901237,,-0.02674037462021854,-0.011443616163349636,0.07352737826675267,-0.008480699975278654,-0.0120385670446169,-0.05724545374217861,0.014630553515187241,0.01195644180702059,,-0.07817487091279698,-0.03822449562912413,0.004038694432878894,-0.027622923548203844,0.00043563748674251067,-0.0015689191629624513,-0.016692548270768864,0.09281693638485747,-0.03802386528911714,,0.07716297521095081
LYZ,0.006615242329526106,0.03202063228286464,0.025900471702815748,-0.011913438422826956,0.004570668954092212,-0.08148007835564933,-0.007971421144249292,0.01717867714246085,0.0013767882876188856,0.036272301302756375,-0.019761271317897153,0.014029918949564173,-0.03836939468976968,0.047241148721984726,-0.059910066146021033,0.006365986235313206,0.12522036383303323,0.07246773213741561,0.014500002749660935,0.0451770888590168,0.03915200015957922,-0.06889762079144486,-0.06007066750194475
EREG,,,,0.0033478459876118086,,0.0073621933815525495,,,,,0.04671837162931144,0.0037192548742756943,,,,,0.061910116970508806,0.02946470034209916,,-0.041678736882219534,,-0.01891158369704494,-0.006462542914737532
SPTAN1,0.14827595178306546,0.06945643206687888,0.03957275292578476,0.024051703422245076,0.010156693464576663,0.026430413622732404,0.02426501578816837,-0.001376770439690194,0.016994479115393167,0.02743553955262088,0.016695477797559193,0.014577711672005427,0.11588856253547697,-0.014405474758835527,0.002503867376679729,-0.08007766808689958,0.0004566733805626485,0.0539284790779735,0.025409079631658844,-0.016704348808283167,0.1151331955791149,0.1870148163708283,0.14704839965923266
PTH2,,,,,,,,,,,,,,,,,,,,-0.024653561798037096,,,
LIPC,0.0009286185019861745,-0.02722421154686173,-0.015495083263420814,,0.06088575175553157,0.01586256452723029,0.048352982705782345,-0.00815526500589339,0.08384723753073715,,-0.014956888354758894,-0.02459400431254282,-0.039045200795582505,-0.040533164797794986,-0.004245122916980381,0.06430690632914025,,,0.06398545918252904,,,0.01314121874224583,0.04553823534705813
COL8A1,-0.025497654086885882,0.050935574404655896,0.03020986400621484,-0.03933123998253454,-0.04163705335272017,-0.06256244217312219,0.01794774203123198,0.07407912668148287,-0.0034675497405338537,-0.001590973268443803,-0.0193499437825905,-0.09081496974913938,-0.021901524989265703,0.0027913124933383027,-0.05565008158484552,0.06396853677963618,0.1005006345875336,0.10494027086552742,0.0633900643915576,0.10494941962583029,0.00866027913172235,-0.1638305752180342,0.02478444233939534
GSTM2,-0.024321365509918542,0.09112751079083414,-0.004259382082083392,0.03678780810409034,-0.01326970150269027,-0.005990742844348436,0.014126298170025996,0.01993481354229566,-0.01622345980416519,0.0043399922801616204,-0.04472693538543659,-0.028049410634013817,-0.020695738862442824,0.013719670833637069,-0.026662738553430283,0.0014462509339209615,0.0871599562832387,0.06936412267664843,-0.05386628108752132,-0.004912497810745484,0.04517162860192495,0.06975032638569849,0.01912110831666654
SPX,0.1627429550614251,-0.0014738783197492996,-0.01519961665796322,,0.013197831277544083,0.14106423071669502,-0.03196848485270799,0.026639195156565123,0.013516704198453232,0.04300237654110613,0.03683469126291986,,0.09119184830078535,0.015600941656768272,,-0.031186398881864776,-0.033951529617628776,0.025212073677960373,-0.04080577728317839,-0.07644610286977242,0.030307093653388132,0.3706883113331421,0.21919531107029122
MFGE8,-0.018246621430741714,0.06807013442888671,-0.0008772720314840768,-0.007041192740552274,-0.0297721217133628,-0.011955544940330883,0.03555032192016973,0.06858413669554958,-0.04204081165878195,-0.024552401096254062,0.11617767923199886,-0.05796769821486005,-0.10638841332963941,-0.07993864024228002,-0.01822113469260554,-0.02027190110937066,0.06481772541690205,0.07054026461915247,0.04574752707317977,-0.016750117047507184,0.06924880930547046,-0.09898257143060088,-0.06167494497017458
TGFA,-0.10198300745524831,0.031065171690151525,-0.047951453216829754,-0.01623237590284637,0.030743930684744715,-0.05390388088044023,0.04249458564633857,0.05416808931864485,0.01384657913603648,-0.010935809758863631,0.03386337368974463,0.05441171857121788,-0.05726716893281482,0.05792197523129064,0.050772111962054445,0.051216193637596545,0.08403690522237467,0.07843927559513604,0.005133860824809954,0.07087716780232242,0.07913228480509851,0.13375491092725167,-0.03429510821597085
