,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
MICA,0.027935264819785564,0.07923579788418159,0.09336001286354899,-0.0046946208970851605,0.0024167564669641426,0.0481789251737698,0.04899560263723181,0.01866518783766995,-0.029716685027020774,0.015948956286409993,0.08477623172212664,0.05685429734675989,0.0513718602550575,0.09478927069241418,0.04930016837683592
TG,-0.004376348102007904,0.08718053363033501,-0.01592662136460803,-0.019624719862642675,0.08089359341792247,0.08526245647489979,-0.024293679443541133,0.019818151433750462,,-0.043125920901474615,-0.0061353499243022025,-0.04292686424858397,-0.02054948603488381,-0.0014924057623398584,-0.03510662569688017
ADA,-0.030643674329509325,0.09924092774965972,0.03982179301555674,-0.03082937582063732,0.05627820937240189,0.08433983659675803,-0.05966537980312535,-0.004453344556379979,-0.06706994959136052,0.06332697942476259,0.13741777790466855,0.04678493949257071,0.08777510374719835,0.1821485639493552,0.0013970876533777286
LAMC3,-0.06208729905236336,0.14567231104024433,0.013392396459662366,0.0760113073890432,0.15013854735269255,0.09218412687385351,0.020928034395733694,0.06879736208474095,0.006937768532742944,0.03323961640551175,0.08277368290339776,0.17899260045581156,0.09602622893839285,0.20851175184977233,0.07339532395764937
CCL7,,-0.026934709762556033,,-0.014188641105700605,0.029433081650213022,,,,,,,,0.1307922623818925,-0.032314750908528526,-0.017705223908977837
NGF,,-0.03853963311206852,,-0.03250980072224815,-0.005640006888180107,,,,0.11996120871612252,0.04037050590877706,,0.10832136068991795,-0.009734782792434534,0.239325015875728,-0.04103486548593686
TNFSF15,,,,-0.015799745828744625,0.06427542237772539,,,,,-0.019330204919218413,0.08576371971033671,-0.004990441210441318,-0.022596809953213854,0.07408723984579858,0.016768205279420766
HMGB1,0.061878580993588055,0.1098916413611388,-0.04716989624768191,-0.024668390758288295,0.003262504081931934,0.0950379299677966,0.015512294046742795,0.06941466074919755,-0.002389351083795791,0.08344230998840843,-0.05311438533440051,-0.03932460234742456,-0.10050361861653351,-0.1637092262372513,-0.014395427183948093
ITGB3BP,-0.03302934753095526,-0.07353378943358728,0.02733946806067362,0.03718206834639406,-0.008239651195211287,0.06259292094515854,-0.031365434240437126,0.0035431564540586435,0.00897695364717928,-0.00428511229523704,0.07657651722983862,0.04285907071580908,0.0017155623987559919,-0.03541643561815846,-0.06711382753573535
AANAT,,-0.03907816603548001,,-0.014376154342959383,-0.025879580674218403,-0.013648974463953278,0.016760908835005254,0.08293368612747386,-0.02393426937782112,,,-0.027459280471935795,-0.020334422271684673,0.046600960821356244,0.029323126147106703
RELN,-0.025318967940093837,0.04700884804142222,-0.004688781281846931,-0.0007372014174133059,-0.009455795350212192,-0.04005037358009727,0.0833234096858923,-0.04776379735243014,0.023164180815861683,,,,,,-0.054964262627523186
IL15,-0.058775738041406504,-0.016495597051488047,0.0015751894457933112,-0.010289306007217915,0.005514716071443567,0.08240883656469336,-0.010772627624982913,-0.013129595576302224,0.10436492225342364,-0.019002090840107292,0.09091496165999857,0.07818590331422037,-0.002890757258447097,0.1048110703391217,0.06161317430654841
UTS2,,,,,,-0.027489891784287825,,,,,0.08467876106356668,,-0.01731624879166505,,
BSG,-0.165400034877669,0.07000172810357315,-0.01980453225918127,-0.003146429193197396,-0.06714158878063596,-0.0016903750644416226,-0.06342324478546033,-0.005722217507149526,-0.0874879678669537,-0.012173230591932451,0.026341426141050586,0.03242693451904432,0.11173979863925747,-0.06566474446153883,-0.05845979821300155
ADAMTS3,-0.058878898186351204,0.04601767913902077,0.08247777725836186,-0.055580688240298895,0.04607822229629517,0.080664987233026,-0.04760340554262704,-0.01135955416310544,0.0985639561363331,0.0022579976577966217,0.05821102063324939,-0.03287969289451359,0.004876703570549889,0.05019572855621413,0.025365576818092254
CD34,-0.07056262900750669,0.07081713280702535,-0.05390495266145815,0.019150923756016108,0.07713877083446746,0.12295578069508002,0.011685431935301653,-0.03826620855169231,0.024202040884856516,-0.026262411997728528,0.06988153509026226,0.10861931000118123,-0.03437934236806815,0.16903969541428818,0.016008356500409975
CCL23,,,,,,-0.015530366307888548,,,,,-0.03920322233776205,,,,
PLAT,-0.09683831491986289,0.1402303287586595,-0.02797372559453468,-0.03231074225930055,0.08370129857640012,0.06024864574118606,-0.021078988147038936,0.005429395303274406,-0.008926734826763191,0.03307074739104447,0.024818415491311936,0.06411013197919009,-0.033629360008661964,0.09275788813046683,0.025014883506600884
NTF3,,,,,,,,-0.01196250629505498,,0.008779829567457258,,,-0.02377059363157399,,
LTA,,,-0.020268161665235505,0.04475887717648971,,,0.005521376938039204,,,,,,,0.007950792189114552,
CKLF,0.04659266983754703,0.10597394801763498,-0.008012908204182066,-0.056718411735003325,0.06669777126250358,0.10533428353299983,0.06850236884022133,-0.013355838628712827,0.0012784617107881157,0.08041411785718446,0.09913989938832632,0.06985722281677657,-0.056090066251803725,0.012905492986118506,0.04917987318005629
APELA,,,,,,,,,,0.046906691416927604,,,,,
CD24,0.045190345582520317,0.025863808905466943,0.05096224838388392,0.07130061471066551,-0.036448523854377635,-0.008996550857585243,0.03787237462804184,0.015077540518213313,-0.018777802793309952,0.0036624626575055084,0.017422082328341745,0.04349924720029673,-0.06379113359371438,-0.0637007782074041,0.01979118823327571
HSP90AA1,0.08819685360304,-0.035858284046698385,-0.01405103102789234,-0.05017146412348798,0.024386729289081876,-0.08968474157842458,0.05880434621196418,-0.04356496697406022,-0.0413941804745356,0.016709190233503292,-0.08554525566165587,0.011300279816637166,-0.015489349041977107,-0.12459365918905736,-0.05258984703615427
BMP4,0.052286836994165684,0.09798059395506233,-0.021485439484901843,0.0619926706618701,0.06501626946132504,-0.005852277802768075,-0.02203536670841101,0.042622142506140354,0.017174992592470337,-0.0042938109480629635,0.0804118914053814,0.09647936144215585,0.013047745588310712,0.15763588660647979,0.012741378230922522
SCGB3A1,,0.1551547360857931,,,-0.017953803013521164,,,0.04788668294415621,-0.042131012062373165,-0.0007060985864990342,0.07401809720130874,,-0.03527924260882234,0.16284122117676067,0.01336356464199761
IGFBP4,-0.055542333742886835,0.07933455684723187,0.006143133944675281,0.03972869654750793,0.02417638654108431,0.13474980624987884,0.03286811918862236,0.07279654362915858,-0.017476504690315166,0.01387007793565161,0.07808652443576146,0.13154032981436986,0.12189193427056665,0.2850830727415662,0.10309110576324891
RSPO4,,,-0.0028778924987555065,-0.02783564456350588,-0.03557058101621929,,-0.024472393327259603,-0.025142797832214264,,,,,,-0.003058444120141192,0.023464901778206374
LEFTY2,-0.0017714454382648348,0.10221410954480023,-0.02051708552795246,0.06009109365452723,0.07081842002862516,0.15332853144795316,0.00496791862255286,0.09224654118727132,-0.025458005708244653,0.031601702847930076,0.02847274567934024,0.005016332450238815,-0.01967624842642611,0.1726974801846591,0.06620585220390698
PF4,,0.12545937821269512,-0.018436647765821157,-0.012379309831826087,,,,,,,,,,-0.0028033243591379566,-0.04487098140245841
ANGPTL2,0.016673038913771206,0.04850781041628199,0.05804672168427422,-0.0404196393142983,-0.011117244626563038,0.04154952345688199,0.03270743823227223,0.028135987246731956,-0.04658899838400474,-0.08521858103314547,0.01711166749212099,0.01551521309956022,0.02109934604985469,0.12887949047598382,0.055443332541511015
LRIG2,-0.02262123369874379,0.004869261832886372,-0.029778982498545978,-0.008646884343915383,-0.053656277102865683,0.009280799625132109,-0.004512119408035422,0.04562580818884395,-0.0038360133878081425,-0.0024881347434386734,0.06044836063049151,0.03778903021396991,-0.00013575153481129262,0.03710451173887786,0.06159962167125716
ICOSLG,0.11225897786189849,0.08340215907703724,0.00470875108324357,0.015091245140785694,-0.01222178743640541,0.07305265023733648,-0.02376614713107794,-0.001313007766563564,0.01234339253413022,0.04278980135056606,-0.04843497743635696,0.05753374652531139,0.09204725326693344,0.11093903001128635,0.004900862340952468
WIF1,,-0.0002970688034848435,,,-0.011203923206020643,-0.07185540425837611,0.010322691617010216,0.002173585242547056,0.010009280420879818,,,,,,-0.01961374286191829
NPPC,-0.05556053430946174,0.016830520388509736,,-0.019203362366509914,0.03252706308538701,-0.015884144843275123,-0.02144587319363314,-0.03494233601015373,0.032829281954341843,,-0.04750497173304093,-0.03287962974709449,0.05398935661571644,,0.035524627805213566
LYZ,0.06278696158628237,0.015118639085379434,0.011487312685695602,0.009287589022182683,0.08868054614491021,0.0617305038939761,0.01563405592593826,0.07595869127775186,0.0210858760817077,0.03220061892718467,0.08047165292394336,0.09568155880702768,0.06446842500087259,0.2016969160416242,0.05905055221931694
EREG,,,,,0.040970142083047764,,,,0.2048760086025266,0.035678719418003095,,,0.13751169431091928,0.02267939655462698,0.028944088446412056
SPTAN1,-0.05513617021081294,0.12506553107833962,-0.00899501109417344,-0.05234514422870862,-0.01745926633645883,-0.02731279250142395,0.013798939209415908,0.024723860450309228,-0.08315167560346885,0.09583930650041882,0.04996189984601857,0.05303915373818768,-0.05078673914488463,-0.014355937232482963,-0.02107995769882261
LIPC,0.016657500220956366,-0.02417899646961373,0.021433271544476558,-0.02224654174601604,-0.034438177006402004,0.007770717877846754,0.03424701507190358,,0.21842026775869325,-0.007240363659312317,-0.03570787222896026,-0.03523472344321779,,0.09166541092678003,-0.02228876588391372
COL8A1,0.050406731853308545,0.045374248793630986,0.027734833981812795,0.04852619104053807,0.022657642460404397,-0.03194766185452158,0.020049390632443143,0.002182129725745926,0.02324523335301885,-0.03219052412805801,0.03598608859161517,0.2032574373579253,0.008926507824198515,0.03637072940117608,-0.027756368090227777
GSTM2,-0.05752672914818604,-0.0011097608248539998,-0.015955046908275664,-0.0041985626810641,-0.03665846924488509,-0.026335213711511655,-0.027446703343080633,-0.012303920666572541,0.02703005845908113,-0.02907339485069602,-0.014927687802621959,0.11644240292585248,-0.037409211033619334,-0.044835753058621995,-0.012270104451632504
SPX,0.08928091848397163,0.02196415844932895,0.04802661112017195,0.005528251076889261,-0.0016758500643193268,-0.008344897354046782,0.024454145416317352,-0.05030601601892981,-0.009430566082207244,,0.0351978294335908,-0.056744511640839664,-0.023370019415660314,-0.06918699681400951,0.029250997492757107
MFGE8,-0.009456161367774937,0.0551437147972688,0.043056696565288065,0.08069533941338754,0.058461613897535125,0.022523109274769845,0.012432395413318016,0.03212587912886084,-0.0508589098437826,-0.06953070201775345,0.042892018141589806,0.070676545303195,0.1176780016816581,0.15385267472233036,-0.009448177327593598
TGFA,0.11356838296165907,0.05668380076626961,0.0018874711862561426,-0.01139868718024642,-0.029695356155145,0.053655459205463975,-0.02934283238756344,0.0016358295548938244,0.01563198659692623,0.05818977496205941,0.002088202140310553,0.010668949491158515,-0.022091959449902353,0.07888553674803735,-0.018233578110592327
SLIT2,-0.0060456682985894706,0.005929407140840938,-0.018368276154255538,-0.010966945056244999,0.02283382401823602,-0.04535345131181697,-0.026483876979935407,0.03106961155234707,0.03814631330730309,0.003301260318262776,0.13866642398120754,0.19255734363529858,-0.016197429083683205,0.05562390539678116,0.007023199114088011
PLTP,-0.01896666530768701,0.004439723995572214,0.06378588620120297,0.031702328022319634,0.10732117422744691,0.04739692055378127,0.04743663993705289,0.07970254655464983,0.028048700575513254,0.04399306141160936,-0.024124627293025135,0.0958912144775319,0.05783660042028662,0.14077679097653353,-0.01538879349573072
APOD,0.16391622361695235,0.09045268129565577,-0.016288984203004148,-0.005543658726914842,-0.10762952131153236,0.07348464780284793,0.05744315503610815,0.0923419254405666,-0.017617341411621062,0.013451250028401472,-0.09027163572227333,-0.06573049946581239,0.096857753895456,0.0041673502137130145,0.06444032092761601
B2M,0.04928302217489668,0.07489316009328877,-0.008158950036372193,0.042518029823900544,0.16050401648742335,0.11677277507021808,0.07951546338899185,0.1539751731972919,0.0366177755615463,0.06349064650974814,0.13875725638064737,0.1784031129528336,0.05865825034071185,0.26492307201458104,0.13073678577457756
OMG,-0.01733261446677924,0.06517931894155421,0.001019495574366909,-0.009525178501705086,0.03219344128687762,-0.025083052386331104,0.03414681911825473,-0.03847213719429769,-0.030776457963340897,0.03070134320861093,0.012575475292408662,-0.08996720244088587,0.005448130304841926,0.030600177172015776,0.01705864790112513
CXCL3,-0.010328107843421922,-0.02190370908639675,-0.0043837891292314605,-0.05676700784357234,-0.049235114180707557,-0.01792045101494303,-0.027867672491947642,0.03729553342841155,-0.036867214617431227,0.06023881264649317,-0.018503100988989787,,0.1325216024115049,0.07339101758944025,0.03645656299710015
CXCL10,-0.1318755250616318,0.07230726418805382,0.02495105987282967,-0.060031066452828095,0.0765478048027327,0.12931202098378483,0.11409865493158594,0.0410834815875184,0.08295007914429736,0.01287422581216232,-0.010512513956628193,0.024875995759836837,-0.023935172159055464,0.07535486124194661,-0.0004381406366899716
RSPO3,,-0.016302573721865717,,-0.014376153280724342,-0.024040482328094633,-0.022412339798164847,0.016471718215508833,-0.048136208797701883,0.018398377328259892,,,,-0.05264799230514263,0.018280012847708308,0.030087723465350102
CORT,-0.02337391106134996,0.058395454459035906,-0.03292668541654578,-0.03223962760694506,-0.014922692313794464,-0.038789575373755276,0.011074897681486109,0.027865356101466888,0.0651285064885764,,,,-0.026430062712311776,,
NCAN,-0.022116419105389046,0.13521665917798878,0.02673209726340903,0.01999593723422805,0.021217232946990464,0.04293223651903369,-0.0330505941989461,-0.043552716491862285,-0.04413094782324196,,-0.09690175211116124,-0.04511246874583333,-0.02887608683964994,-0.08975002616124446,-0.01992331371022216
PRG4,,0.03584432881218121,,0.0462599493265608,-0.024657595894550955,-0.0194151754039348,-0.03127474715518222,,,,,,-0.025387293147539427,0.11831026813929808,0.06276945878753826
ZG16B,,0.04741841169620423,0.008346250249578639,-0.016467655836538277,,0.05059804318252203,0.0658584562560538,,,0.04146853407100861,,0.01718877262203226,,0.10726426658453522,0.0038076745127012075
TGM2,-0.0029083210303786308,0.061275239824256554,-0.04076786411492689,0.02022455831815078,0.051056712517647755,0.03482373111200564,0.019445964541106423,0.083602485744741,0.011418166219975413,0.04809837544264955,0.04424542822213855,0.17587112855198947,0.11283701450206261,0.17963619473546552,0.10926048755050108
VEGFC,0.12280246450016463,0.05149219544858306,0.052586300147791705,0.05920416236455939,0.09199227211691396,0.004137299424877904,0.018068180994066606,-0.02900507379681488,-0.029593284287026615,-0.012093456562168195,0.04651970725041568,-0.0036883900599080344,0.08833950915113462,0.20872952247009918,0.025993711423861365
WNT6,,-0.0434585587563477,-0.020517086066413177,-0.019624720677471452,0.03428734582950051,0.020193758376185766,-0.0372081566749612,,,-0.03224079533386974,,0.07211255253285939,0.06930032807744524,0.03014866957810094,0.061401835988789705
NRG4,,-0.010671624405713393,,-0.017268227988409816,0.01827403257296721,-0.024182832630576506,-0.023629187699840817,-0.013275355397596444,-0.032968669799913926,,,,,-0.04388555488739985,-0.0006147577915661246
PMCH,,0.030360103768940976,,0.06115165031874156,,,0.02015794880037528,,,,,,-0.023559740908177227,0.1480346607327625,-0.018865375107514164
COL9A1,-0.03717349531426733,0.08813637004906691,-0.017203639613943736,-0.01803540379972806,0.017986348205527723,0.04717668243541096,0.009885094504304963,0.021193611789743296,-0.025825798032610862,,0.014718781680114345,-0.05570003594081929,-0.031429950637492446,-0.032601876240193194,0.05404608723962698
GDF11,-0.003942162767900307,0.07915622616488345,-0.00835888079482128,-0.027078540608298205,-0.03980865281319599,0.07025524310684644,-0.050376274854938084,-0.024339052725261316,0.008586974576985918,-0.021975560479504313,0.09790128179656196,-0.04167140708593026,-0.04861534435279936,0.07417998258490734,0.08978468004403321
RAET1E,,,,,,,,,,,,,,0.1228223160234758,
IL24,,,,,,,,,,-0.01818176979571058,,,0.18027170509323712,,-0.035725148736315375
SORBS1,0.11198096743825807,0.03924366110310587,-0.04405219960074423,-0.040494431049735845,0.023010750180553957,-0.04169802428062347,-0.008713127699866183,-0.013172180565471226,0.06431347022870752,0.05190946118994794,0.007322991804107771,0.02199059148496834,0.033775146727443986,-0.11020431878752188,0.03247068053696106
DLL1,0.07182906341149269,0.08963886924195603,0.018453970705660183,0.011861769964823701,0.0004556883418602999,0.029574558067642743,-0.03439826429355942,0.05380511319713664,-0.018794638733917967,-0.03501107278672461,0.0446126020346571,0.010800168734078068,-0.025671987897490044,0.13160451349618377,0.022697022289138925
TLN1,0.0593233521724087,0.03564279298614486,0.03247051718505255,0.01714486213388633,-0.032297313283789715,0.020338799967354743,0.04901963737351019,0.05407976193822015,0.03300734310214367,0.014687000782220998,0.043505859669565654,0.12676747600698116,0.03221653861839726,0.14806305903424943,0.05074585200818824
COL2A1,-0.030277063588753355,0.051514065130835084,,,0.011370275498643547,0.025666078512387135,,,,,,,0.06977249546691451,0.052052609339199224,0.037305148856184744
SHH,,,,-0.014744329983671773,0.05818292176813244,-0.014087656740597441,0.027233251426523608,0.10437165041298281,,,0.12438482215154595,,0.04448331443730159,0.010868972617793932,0.13134684283364292
PON2,-0.09034108162126787,0.12797936668812146,8.499631915245808e-05,-0.041593709654817755,-0.029229419403888686,0.07113026968948703,-0.0009031065297909032,-0.012717922665313262,0.00045699439678322553,0.07527220043278031,0.11568639954268527,-0.08596202726734889,0.06565726316652896,-0.06971734525081168,0.015698205105327885
ICAM5,,0.03831834318565689,-0.026410097571820203,-0.022980084775769145,0.06754195455467946,-0.03501832443826128,0.01820404599031832,-0.011780506329761587,-0.08951859811019654,-0.01721127908250845,,,0.12450601723008477,0.036462161062702676,0.02992295354121052
HPX,0.014103084525291411,0.022943715608713597,,-0.01831732525230225,-0.050667298729686436,-0.02609591908021076,-0.015012618403377902,-0.025142798946669695,,-0.023147121718026385,0.03379339861987909,-0.006764673791782509,0.03593028971222296,0.0858052104735043,-0.029612434150231792
SFRP2,,0.011994545590342836,,-0.016792194010421445,,-0.014302190536665057,0.024592392621748525,-0.02502502794100074,0.008467428251531406,0.06984734455615693,-0.0395937632063391,0.0058925191366718905,0.07324173788193113,0.17700674502651761,0.06493299288913808
CFC1,,,,,,,-0.021041370455910962,,-0.0070317893685951155,,,,,,0.022574690691496452
CD70,,0.046732381237021975,,0.013400129644427763,,,-0.02428798098024599,,,-0.003748983327425707,,,0.09231707976352671,0.035467846945801344,0.018674216907714074
HP,0.08368760227630977,0.02437953769666407,,-0.05583998039776761,0.025405527651304216,0.02144883872974893,0.004917056188620415,-0.017686366676789706,-0.029940152637221086,,0.012681029255823999,0.13988848582929467,0.0005611807380587384,0.016896535839702857,0.0900477404138336
CXCL2,-0.038075579165673265,0.007730866395906461,0.05895233561265794,-0.0438292212809371,0.00987538831638014,0.0008520789087401027,0.0003876078904819798,0.05354524475660273,0.013347627372681293,0.05475715606624928,-0.03175955643495213,,0.1310702105077111,0.14787519916266753,0.026842508184005968
NPPB,,-0.03474837898432336,,-0.02306285331973808,,,-0.002670196458744007,,,,,,0.0035554648997704816,-0.044517007889346434,
CCK,-0.08666720233582983,0.09921499746677015,-0.08343306844927956,-0.06774275901919426,0.04161134973019117,-0.07009177322928395,-0.012534196563766517,-0.10255980165956481,-0.05636661771842554,,-0.018343081093287285,0.06291560960509358,-0.028826060260506946,0.05028418583801756,0.001408684629466863
SEMA6A,0.052889985013500784,-0.0034554536731601173,0.0015097800776554906,-0.011136243369503656,-0.039726755377043205,0.08780534984211394,-0.038807915574248696,0.00028500041952033643,-0.03385666185012148,0.01033626679049465,-0.04694685333492256,-0.042348392940248586,-0.03841513053606979,-0.07605340782117906,0.029036501230312345
IRAK4,0.025072663661060673,-0.025708283542103735,0.041580914290684494,0.008041533175333123,0.0054775478592544264,0.07381450321755775,0.018609686277515657,-0.005167928427881941,0.11886641418791136,0.003835521750670995,-0.05100400586721487,0.06737640474327768,-0.002373824385879361,0.06455496773515523,0.048373470746697116
GSTP1,-0.006492754810752534,0.11598948704159315,-0.05545666956155611,-0.06426228282308406,-0.0567085806440621,0.08096601273927728,0.07337686230248679,0.047477445239389196,0.029433187581676127,-0.0037914978985763817,0.009149108076831197,0.013172376452427852,0.02390776281333317,0.029296948641566293,-0.0032220551642254025
VCAM1,-0.07121692707847191,0.0687743099332971,0.0020448332659128198,-0.04692707993718396,0.0907508562825147,0.071982299427495,-0.006746431331371742,0.07794085198408988,0.10626143659937569,0.007864139748629166,0.013903242471864568,0.08357181598751827,0.16745997666419443,0.1590750614338664,0.06218701295202051
