,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
IGFL3,,,,-0.03074915722687088,,,,,
BMP1,0.06695096120098763,-0.06431281491372748,-0.036541445716604705,-0.22801703558433908,0.006980179976951921,-0.031419034540884364,-0.11094222519704744,-0.21250644493675577,0.02814512827651023
NDP,0.04026292183193325,0.1650988351235814,0.0027036769689729157,-0.04449249649898141,0.0011738640926233287,0.017754867836016434,-0.039263690520983136,-0.05796729236313277,0.0015145775507000327
TNFSF18,-0.013550771899002726,,-0.01867946668684153,-0.04566157536690715,-0.010950445576376972,,,,-0.025347683667358203
IL36G,,,,,,,,-0.030705110691183864,
RTN4,0.10843289960095255,0.2247941978075506,0.10735173183301501,0.29434268907917915,0.0992997833501712,0.15971524074278565,0.2413262553966412,0.27922643960927257,0.012401279135090204
HEBP1,0.028999432745613615,-0.07116965272133138,-0.01774007896901457,-0.11988167632425502,-0.05072401266304333,-0.05922391809927171,-0.15292319515740035,0.01204187388476673,0.019606063215518214
WNT7B,0.061962667155884166,0.030556242368322373,0.08482170356892624,0.27011266542986545,-0.011112391184822672,0.06072765957083491,,0.018238538746402,0.005170702994066359
PTMA,0.1453156908005226,-0.14071154477700634,-0.09780837779523642,0.0844867188241043,0.020333463459849998,-0.11584187743437567,-0.36565151170619103,-0.3095030930675632,-0.0554855188515852
CEACAM1,-0.0431500266917457,-0.028023010666704155,,-0.047546787935195865,-0.017222442122779773,,,,
PDAP1,0.01988629917938279,-0.05758353603735787,-0.028251453584867924,-0.15703067598387888,0.028090858931803464,-0.007707411111944317,-0.028552682460673,-0.12657054345640004,-0.060226428759794295
QDPR,-0.04643781717069772,0.2053603700429406,0.018353100112440957,0.054118043962877754,0.02779200577549257,-0.019185605285704958,-0.3112497290431017,0.03663376755962759,0.04064176406587183
POMC,0.030730357407027134,0.07698377304642538,0.017303229807929574,0.0059576351366613595,-0.012706031105989488,-0.023227759366282113,-0.008617079945740016,0.10740389755351286,0.010254263305633156
CCL18,-0.07163218186055566,,,,,,-0.13343878422114955,,
CCL17,,,,,-0.013657337620009634,-0.017204583706329313,,-0.01532894744479557,
VEGFD,0.041253731981615804,0.029497714852237917,,-0.05151308662470329,-0.01455073808061138,-0.013474227761818355,-0.05071217609614045,0.017065211676567524,
TNFSF13,0.05711339374662607,,0.0024130364045207887,,,,,,-0.027574664244441688
WNT5A,0.01932628703023397,-0.1458241083437167,-0.06012091030448406,-0.15924938470187391,-0.04629094927896638,-0.04017037325769563,0.04060535197086275,-0.024372409562109846,0.004323662901478604
CXCL8,-0.04039425671868824,-0.049960371280136355,-0.0257676770492918,-0.06962742973697465,-0.03927233245630418,-0.02307689401084506,-0.10430035503417627,-0.09038506181182204,-0.005385279108195203
GRN,0.0323790978638845,-0.08991340195355965,-0.05065386820966007,-0.2194974253908564,-0.033208666451831736,-0.07384583961325074,-0.2466456485180011,-0.005235066510623296,-0.025208798026114133
MIA,-0.0135447952716873,-0.061817035060968036,0.033677811467700956,-0.06566241163811917,-0.003885117373774881,-0.007614934931573534,,-0.04117134616522971,-0.03845159933428047
COL4A4,-0.051612288440228894,-0.15061097142890578,-0.017235799075632684,-0.0041148566640190455,-0.014258683015172214,0.07169162522678367,,-0.03993773320009577,-0.030818862589463234
TAC1,0.15827599383681265,0.22248840170607112,0.07162349096571667,0.29645939924122605,0.07431280584968575,0.06893775003017588,0.23819504031361197,0.2968330270516058,0.034281920918478655
RARRES2,0.005904255471829465,-0.19137092591635646,-0.02835380286040755,-0.2616295980867669,0.040215497942652605,0.04197589596189295,-0.05213934213723347,-0.15378421154105568,-0.12082864421421277
FGF7,,0.1043675744552258,-0.03395458248333296,-0.0020405965092037738,-0.03250449096895255,0.008113250606673394,0.0002476913335837971,-0.015933686484558524,-0.0007171592761272411
HBEGF,0.022262750568020774,-0.11447782125950398,-0.01797132331640767,-0.09905535052515028,-0.06741141374313495,-0.010116794125391399,-0.145731315683988,-0.030728821457459705,-0.027924541729769773
