,UKF243,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,,,-0.01964879476026078,,,,,,,0.02097354315918732,
BMP1,0.059862378348921025,-0.03523673263350986,-0.016178393651110286,0.13196336009560536,-0.00915208067173664,-0.016172098690240406,-0.020533363799329966,0.053426338577906234,-0.06148062760284893,-0.10782374683564348,0.1147394157378015,-0.15560299907769004
NDP,0.05386844484498074,-0.024208968510191466,0.02133964578644728,0.002459418467172477,0.011221854524270353,0.036703495232934404,-0.04317088826218645,-0.06870619366679089,-0.029424376959239454,0.15136392960742281,0.019367526050922877,0.09693815265183736
TNFSF18,-0.02962344441446601,-0.025317097393494078,,0.06188575543414961,-0.026593290451532917,,-0.06895825126150532,,,,-0.026819643752606696,
RTN4,-0.0508838983844103,-0.035892746207275304,0.00962162097507318,-0.15883422607642056,0.05850223984168432,-0.04555910213486904,0.07619380302004737,-0.12118822863760556,-0.05723918047216457,0.027994543474923934,-0.1328655397084207,0.08921014195573573
HEBP1,0.023967324229875218,0.03445971233192007,-0.014517556351848381,0.07225748558466948,0.01199083242226408,0.036057993335082,-0.11667014781063585,0.030267931650379012,0.0333799074771594,0.032632414340033375,0.019796041769312843,0.009620957863120276
WNT7B,-0.06914144856254426,-0.0028137020916667002,0.013340788478760123,-0.06233316826608613,-0.010086457788880612,-0.05967458976363026,,0.07702041688716159,-0.009826116511592358,0.0752009868798592,0.005833117993717118,0.05236376629913227
PTMA,-0.08231013309996368,-0.0918100411206351,0.02661017950538897,-0.0878396236111688,0.04412861379381678,0.03694878315991391,0.00786224424344445,-0.0881849025770817,-0.01305756948210706,-0.03940485509048803,-0.0873980293874996,-0.05630770837211721
CEACAM1,,-0.022644562826468127,0.042387137170286276,0.05510039478624238,0.00935946431559866,,0.03003092041687233,0.06972312430607065,0.09083022630348825,0.00903616990768798,0.0067948327824553165,-0.036587309641038485
PDAP1,-0.015366189945894731,-0.0016155406756625638,0.015513006313576199,0.10382838934351794,-7.212373388199309e-05,0.026215412769269905,0.0122022950255477,-0.02842644407902612,-0.08833745575495291,-0.08373207445329788,-0.014124473763342024,0.005767007506378598
QDPR,0.006977037707177149,0.008229575272978318,0.014406098592279513,-0.12590767881149267,0.05822794773925011,-0.012726357430173797,-0.0263580921219317,-0.0933791301450566,0.09298847477511042,0.06032590712509628,-0.08726908637723843,0.06182282997690952
POMC,-0.0017031557935047912,-0.030635241307825092,-0.03939511662235026,0.05830652933574667,-0.03445767983041884,-0.010114220867553455,-0.04615899647848283,0.051564487992236015,0.10442072995915361,0.06867716211892504,-0.022600500654319646,0.020343255971535492
CCL18,0.01672221741961344,-0.028258274857942915,,,,,,-0.03085371307454183,0.015302665307886203,-0.04939666817874013,,-0.005104669686658165
CCL17,,,0.0636142064565433,,-0.021147955010875432,-0.03822432263980264,,,-0.028539643640187122,-0.06135768995785614,-0.03997540919068508,
VEGFD,0.009967736328829122,-0.028258283831268716,0.034672035674052325,0.03771707814327178,0.04501782505138223,0.0630408922432835,0.022641409742170472,,,0.08868909800321732,0.13331160000258369,
TNFSF13,,-0.021324607782084375,-0.026864000136500046,,,,,,-0.02241176493558925,0.09715622410092543,0.05824670794420559,-0.030797424618127348
WNT5A,0.05405446607542701,-0.00878196634797215,0.031198463285991802,0.11223863489373018,0.052992345297589616,0.034383618266868136,0.04492158128745466,0.0846483792170665,-0.04251692504735868,0.039269214253111806,0.000496170474783153,0.007303667785429287
CXCL8,-0.025233412454988557,0.07607844061459178,-0.01949799307381358,0.020334797380525377,-0.049808141449225234,0.07663682702416541,-0.01991811937413959,-0.0543228195760743,-0.1138128978642582,-0.2309813249783052,-0.023747027891733566,-0.04889683636718091
GRN,-0.02896497172951588,-0.038093496041510445,0.02838341606878575,0.08599292171727128,0.013416648632334669,0.055899912264221925,-0.002151725540222998,0.08195011845722432,-0.07663765907048503,-0.017571445737093242,0.07741571420063655,-0.05619965475384485
MIA,0.030871205042904006,0.00789956825537289,-0.002707859603399581,0.06012351262978305,-0.05839953225095793,-0.002953063306794599,0.12148082283305967,0.04109674754254364,0.25031468023482345,0.12555240585032829,0.12959517157568046,-0.11029608720780103
COL4A4,0.15337950382352694,-0.023729523780002242,0.009473047632301898,-0.019362428801161992,-0.01914732102746646,0.05650062695634854,-0.05161682578052521,-0.02058015132304263,0.12653239173812725,0.03502276158990681,0.006841444043443766,0.009537033731084122
TAC1,-0.05643415235364965,0.021477126187185114,0.04893278084675156,-0.0948819569411187,0.07097034850313447,-0.05302337485769991,,,,,,0.14398438146192602
RARRES2,-0.005023943761079631,0.02890641453033292,0.08335785935290563,0.1428848243566398,0.14862167230278842,-0.03447879869792195,-0.009125044538466041,0.031381231273177664,-0.06817095474020925,-0.13328794915833925,-0.004340064137256383,-0.016979496952933926
FGF7,0.0258987550126763,,-0.0012256258376821102,0.03145827823121898,-0.016611945231976684,0.023257356072017493,0.026032746735956028,0.013406324539587693,0.10229627159847646,0.04335105012935372,0.04820928913825481,-0.008406693266062746
EFNA2,,,,,,,,,,0.002856228326842383,,
HBEGF,0.06315700349290725,-0.05483806419066745,0.02190645848034621,0.09132973984797177,-0.05653573895547634,0.00594348968677565,-0.038789147675468295,-0.040977548545815354,0.02320259115808295,0.016408346933624585,0.013759791622824504,0.009769188681253725
CSF3,0.07518037488949958,,-0.05318762709585645,0.05290735682712318,,,,,-0.09002577906707092,-0.16571792008729644,,-0.021034117379650576
PI3,0.08388578737775641,-0.029728896568994682,0.01481819817290641,0.010069963022050897,,,,,-0.1893274593277739,-0.25660151096859424,0.015511212750477036,-0.06362423402628604
PCSK1N,-0.0412270107975945,-0.06457646846985551,-0.01796520292105761,-0.0600866849840564,-0.025020931668988812,-0.03672853945437776,0.04064704569427356,0.0336471954117416,-0.03147049413510697,0.04118169393667139,0.02204466983007726,0.002469179361041896
NTS,,,,0.03911602838701687,0.03900588490203731,-0.017533064422750638,,,0.007993686836736163,0.027600166482682823,,0.12698541086124304
SFRP1,-0.024314865992473268,0.019256356350012313,-0.017852660934842075,-0.06282879878046073,-0.002253385276547198,0.0005728669495711508,0.052543027924658,-0.03369777803825928,-0.040570146354679495,0.08771103401896033,-0.0019680550402888875,0.02897247952367348
CXCL13,,,,,,,,,-0.015335530658326555,-0.09107724985913283,,-0.018038071879952662
MICA,0.06430559077601507,-0.025707718570978033,-0.008671262973338409,0.022231523016411923,0.036953621304573005,0.03962177793086515,-0.0806072029411796,0.051154303684478444,-0.00428738942459262,0.07562019034423076,0.059896505523293724,0.05758571224804833
TG,0.015317773239520018,-0.04449992744136346,-0.025045018017289308,0.006979334424097615,0.04248981138705795,-0.008352805098742335,0.09002166130325624,0.007699697549301922,0.05945548162467223,0.009196450644138805,,0.02041590755500948
ADA,-0.0188993449303993,-0.065706862728492,0.03661880301982226,0.08014809940816778,-0.03242104586750675,0.0022938987011183135,-0.0031038670457539546,0.021284795948027138,0.07101366897773555,0.08052508758960088,0.08900302152548263,-0.027024679585033823
LAMC3,0.0322359295584444,-0.03504897430051977,-0.058406576689585765,0.06523866049595442,0.0006217639678635712,-0.02970651698126705,-0.03808340029609116,-0.002410988287555511,0.06758713530170048,0.07486714796660124,0.0890994343302996,0.06239693994189511
CCL7,,-0.01797465000556078,-0.03578909157100837,,,,,,-0.042774347411033725,,,
NGF,-0.025960333371685806,-0.030861581454853206,-0.012186332970891068,,,,-0.08711943524900825,-0.04585056558285106,0.06782211833791156,0.06788906014131124,,0.008227365809113183
TNFSF15,0.09069091224055886,,-0.0013163122404066955,,,,-0.04615689419756566,-0.0463051946426322,-0.04170018558080136,,,-0.019852883250630678
HMGB1,4.0182296430095066e-05,-0.07962016825963754,0.044297137513579214,0.04245076238555794,0.06461160858806535,0.03881409595832534,-0.05204558837998326,-0.10117549803790891,-0.08798422153210976,-0.04096930490814112,-0.05248110597156328,-0.09088993155244891
ITGB3BP,0.047896107931676826,0.04591378990276958,0.03401687201015424,0.08392028673080208,0.014831784469400507,0.053753907189093564,0.059004679554114946,-0.002401928950863197,-0.03262977473190159,-0.04832605964541074,0.011800676510436075,-0.02760561319396147
AANAT,-0.046529792730305546,0.03899523583962911,-0.010116562614853898,-0.018478093811546657,0.028455155791895656,-0.042382605131452575,,-0.032135435497409715,0.00993102389504873,0.10326780167839922,0.12631904180679035,
RELN,-0.005519103137719857,-0.05630023588062421,0.009770201263815378,-0.025555139280428397,0.10451024905279847,0.014057234394926744,-0.03205087379735533,,,,0.012063438509500457,0.10512492623792194
IL15,-0.018045878806391982,-0.018957745490430274,-0.021215384663175522,0.010126449725700901,-0.010927119117104558,-0.008179193779582879,-0.04864471055524174,0.09887331566376115,0.04452074103406189,0.018609322264270967,0.022697873526185106,0.10572310489954025
UTS2,,,,0.1684201383213547,,,,,-0.005381265669938021,,,
BSG,0.02803758458682983,-0.018265337878220333,-0.032665069560561685,0.03767138059181312,-0.17444210304855587,0.03629618761983124,0.012597635617757702,-0.03374283141956429,0.017114360947416463,-0.05307647166089535,0.16214508229515529,-0.13028332612499188
ADAMTS3,-0.04762662929650474,0.0004713555035266468,0.05605186499768691,0.1256176708277601,0.03383273590015731,0.06687083496333329,,-0.03847891248520376,0.01688808653067286,0.011896714350189517,0.11482166007844266,0.02049473659185112
CD34,0.03975382239365539,-0.04818744056654606,0.024549632191573377,0.04056002860265955,0.031031752743480894,-0.004850723251208965,0.019207031622528313,0.00557530789199234,0.06326629194228466,0.05748782156805131,0.07020530013190038,-0.03658520379977064
CCL23,,,,-0.0032233451749631237,,,,,,,,
PLAT,0.046635670581778796,-0.05480443304278321,0.0666775491472653,0.10357937799438531,-0.11071555556705491,0.037018456332864914,0.0718338019126425,-0.024819760997504776,0.12559298848793954,0.2276600696989998,0.11323338025295436,-0.19266774097777814
NTF3,,,,,,-0.04217095425857569,,,0.06415694580925485,0.16200171874933525,,0.1236901587964401
LTA,,,-0.012885708091910609,,0.025333509560672228,,,,,,,
CKLF,-0.021395780205012357,-0.06881537514503498,0.02194333004706987,0.14423306015618828,0.03626662292372956,0.004753068253342594,-0.05934110549068818,0.042537446060053094,0.1039222324597572,0.14437956883627293,0.0038956685424260144,-0.010753630185801437
CD24,-3.9912321542330664e-05,-0.028699948855973205,-0.002434983815242529,0.011209208915095196,0.13754569220113985,0.12948608196727518,0.0719541710145434,-0.004771663867228678,0.09175617147590553,0.10448190654173181,0.06657257890103013,0.15299871082575153
HSP90AA1,-0.04566214090579769,-0.06096425504076255,0.030442308872746585,-0.13788129468057722,0.12280517338280025,-0.03437223888868673,0.043805858259094756,-0.01260671944527104,-0.20512544716322534,-0.2506291061986771,-0.018920319508756712,0.031186867255537466
BMP4,0.019333976018032682,-0.038465052823652014,-0.0134797553827898,0.048745214635263774,-0.005484164563373371,0.07507725835581235,-0.02559491691971817,0.006742421523202017,0.12554795914794284,0.052844105836364924,0.10402501546827012,-0.006235721094393952
SCGB3A1,,-0.017974648208119795,,,,-0.023299917754387847,0.021232496145126806,,0.11279277329320983,-0.015139193292194904,,0.016130532828946477
IGFBP4,0.014425723119012523,-0.06223840994634196,-0.0336587330763719,0.1261580724505463,0.009138784489644568,-0.0654755876172377,-0.02509508057182185,-0.002881527522539148,-0.0643099906927537,-0.0536526282017481,0.09347020810600998,-0.09940387849713803
RSPO4,0.0240161990608144,,-0.022359372480103654,,-0.028021612806725646,0.03781829689077736,0.13878821512766204,,,,,0.004234980114721739
LEFTY2,-0.042070873308515194,-0.006649342620110012,0.02674840923925235,0.1060602270806042,-0.05920145870193737,0.027134740210692624,,-0.021925384464940044,0.013613872372877747,0.033651028897801395,0.17550174966248872,-0.054725478660190674
PF4,,-0.018645812162839063,-0.031225277308558105,,,,,,,-0.014319783413063706,,
