,UKF255,UKF259,UKF260,UKF313
BMP1,-0.02416794276447636,-0.0014825032571609976,0.06771031108300209,-0.013637657262884208
NDP,-0.04506173149921491,0.01879942450585696,-0.02946229191979807,-0.06548157131485868
RTN4,0.017345574261798998,-0.028597654315142943,-0.026241334045455207,0.10500989282263594
HEBP1,0.005832406721347511,-0.023041822132600302,0.01936240540115147,0.04390686209365009
WNT7B,-0.04505469748550741,0.034471044870545156,-0.03290069729473339,0.016962108917183027
PTMA,0.03183271048743595,-0.056794492582309286,0.041117184309389335,0.03338469710668964
CEACAM1,,-0.02471345128508052,0.013269391190171068,
PDAP1,0.06811035009257542,0.03591503006222366,-0.04030049325922626,-0.04933892771026326
QDPR,0.08050374540554803,-0.03632720949838262,-0.008880345969503335,0.045059445751669855
POMC,,0.015305265480404907,0.0027794041804610164,-0.03882482322590626
CCL18,,,,0.022443233186981378
CCL17,,-0.014324222031213304,,
VEGFD,,0.057903720081159106,-0.020701450371261514,-0.02623162000483927
TNFSF13,,-0.009880527771575493,,
WNT5A,0.045679874935925235,-0.0031582108083841004,0.03437060847490385,0.007185698772672218
CXCL8,-0.02277940789240849,0.017110021937733932,-0.03664403613966839,-0.01697096188746798
GRN,-0.010403941949281117,0.02135997560936154,-0.000361309436953933,-0.09502488473863432
MIA,-0.025897767053496647,-0.030162006030222267,0.000979721881478761,0.03339345981753861
COL4A4,-0.033961444887818854,0.064378706897585,0.05790158616961313,
TAC1,-0.021140315072872014,0.02671622197224601,-0.04076662189035048,
RARRES2,-0.034178002622701806,0.015482586522049138,-0.03615196903588026,-0.06049009238426901
FGF7,0.03116787898094228,-0.012695275833431054,0.012422334886293015,-0.022748011732625806
HBEGF,0.0650757935629724,-0.021334013210339658,-0.038109469089192854,0.03747983928664211
CSF3,0.048990301583410174,-0.017073223688779633,-0.06897177753577506,-0.0394084510312102
PI3,0.04888265962506441,-0.02946322952019698,-0.024622913829318388,
PCSK1N,-0.008562886712376061,0.05850091273498563,0.07211164196768023,0.009787798875639525
NTS,,,-0.019675639440935526,
SFRP1,,-0.012498437404846074,-0.023616769862100647,0.04537609055029933
CXCL13,-0.0008052793124824887,,-0.02340452053327017,0.03567045321463388
MICA,-0.060352689852103875,-0.010495805592773024,-0.03376234874259435,-0.02952432425816386
TG,,-0.013487794140304762,0.04851575729786687,0.08383744517235191
ADA,0.06879299206976143,-0.011332324621618567,0.035141868913169234,-0.032519105069967365
LAMC3,0.06058825130999315,0.012196263256502683,0.07190038432622792,-0.02931485833528814
CCL7,,-0.009751653613596372,-0.031030073118196343,
NGF,,0.018578012620246918,-0.03312137340250044,0.0187512884676949
TNFSF15,,-0.010858943246008189,0.009313422936130671,-0.02509607621521608
HMGB1,0.034218172815141286,-0.02719114049495611,-0.010969305989550125,-0.04361763928482695
ITGB3BP,0.062866315596532,0.0174334181757517,0.036466752856789394,0.012291158329462098
AANAT,,-0.009880528826105416,-0.0024464179462801087,
RELN,0.009396800454883086,-0.017150385346679602,0.07616472069827696,
IL15,,0.01847213959137153,-0.014864563387513323,-0.018332726178892304
BSG,-0.067896206720535,0.07833739769032254,0.026893661639311162,-0.1059946852714585
ADAMTS3,,0.0051467765836259,-0.049630504699426245,-0.04043930349705473
CD34,0.01214064216731893,-0.052564598072444124,-0.03248353700531584,-0.0067402926388429605
PLAT,0.017056206891514457,-0.03053133467394374,-0.008376658662859306,-0.0396194348209794
NTF3,,,,0.10798398315347137
LTA,,0.033295478468771775,,
CKLF,0.04852318155468682,0.03857300148525266,0.05850727391282544,0.08099739895086763
APELA,,,,-0.046263271496203254
CD24,0.019060865078774965,-0.022564505091606134,0.07134798281764225,0.13156839943748194
HSP90AA1,0.02013354082066851,0.02422732104586825,-0.09336391147958358,0.11649535980822393
BMP4,-0.07578261168898891,-0.008397241808959687,0.02969321220536201,0.029982246313195064
SCGB3A1,-0.01873947592856778,,-0.024652875325692245,-0.036938956477553755
IGFBP4,-0.007541498258302618,-0.03047399386384561,0.006857729714185952,-0.0394534335539946
RSPO4,,-0.019131047284396935,-0.02845342557801521,
LEFTY2,-0.040696141531127425,-0.017260879262255294,0.030699014741172585,-0.02837587891374175
PF4,,0.025430322932116278,,
ANGPTL2,0.037279343295200745,-0.05197691003161127,0.051023674669097616,0.0924250766434327
LRIG2,-0.0743711538904841,0.01697750525506712,0.03691396725905155,0.03164031064414681
ICOSLG,0.008155904439859998,0.054142321679326616,0.019269959468009905,0.043910209036538146
WIF1,-0.03307247354364858,,-0.041067310955224576,
NPPC,0.06676024110083668,-0.013198201055303263,-0.014311110194712953,
LYZ,0.021305080575384525,0.01832345313523205,-0.019740489634337704,0.07611837298449049
EREG,0.01667554820497148,,-0.04004072091814552,0.004044380038217694
SPTAN1,0.012220797428587,0.005259606413194896,0.02450213523331299,-0.0077554125177796
LIPC,,0.0037901921011232937,-0.02754759912545066,-0.013296499513380959
COL8A1,0.014548748357463689,-0.03765112450984487,0.00737184787104882,-0.055269053230990524
GSTM2,0.04363672804651861,-0.01796539152619235,-0.05577971953153589,0.017410917457390887
SPX,,0.010975946327239652,-0.02779202128345842,
MFGE8,0.013331767881572799,0.017429838946695617,0.029350034111910523,-0.09219199822369725
TGFA,0.07696317415529065,-0.015708452744236597,0.041386961651550744,-0.008920730829500758
SLIT2,-0.025408035962560825,-0.01760464789244696,-0.0058180475104094576,-0.03337371730238797
PLTP,0.04157787311890574,0.03440463920518916,-0.05449254774534213,-0.04037292357166206
APOD,-0.03262353279441411,0.05724205686089723,0.0465096173487739,-0.034579230785051866
B2M,0.011369275097220305,0.004499309284891969,-0.037135904983537374,-0.05425719561369587
OMG,-0.029656131838394672,-0.0589922571032681,0.06832899737937818,-0.003101156103581173
CXCL3,0.023453408147292583,-0.039015166642591005,-0.032700378065631926,-0.05802350817865101
CXCL10,,0.04689888933728689,-0.01979553226217438,-0.01528925160218787
RSPO3,-0.03198061929962861,-0.009880528096046202,-0.027547582141004452,
CORT,-0.028918107216951996,0.03199713603838272,-0.010372124871693783,
NCAN,-0.0182455956747101,0.024386982310500408,-0.010279399022095117,
PRG4,-0.02117271923373036,-0.009751655133246832,-0.01972396991205936,
ZG16B,,-0.011317988407030783,,0.018668687267578803
TGM2,0.024806168665690468,-0.009266055578719295,-0.07591232585799793,0.04131667289717064
VEGFC,0.020516443076920885,-0.01738006054804827,-0.030361725586499244,-0.007485402870253269
WNT6,0.053876820001441256,-0.013487794700325129,-4.815476720754768e-05,-0.023694525787800652
NRG4,0.06372737245193268,-0.011868210395139718,-0.028094215786143396,
PMCH,,-0.016444561745351246,,
COL9A1,-0.04999134356019167,-0.012395479547764876,0.07416360670123563,
GDF11,0.09586494020654183,-0.005010162580706143,0.022043317899583883,0.0355122714759825
IL24,,,,0.14596124222405837
SORBS1,0.0346023293120978,0.06058415792482788,-0.02073669713421402,0.07315192266959902
DLL1,-0.012472256649554795,0.03474532166824418,0.06943975411078006,0.06682883627828679
TLN1,0.05329005515786646,-0.009877760954470871,0.00951621563195389,-0.06482012055134766
COL2A1,,,-0.017616497293095185,
SHH,,-0.010133570769336232,-0.0095352164798031,
PON2,0.05235299757123087,-0.0313097266938185,0.05799951077104007,0.06192680765311934
ICAM5,0.05911906539146426,-0.01579388928615197,0.005819619179285812,0.08399694168825858
HPX,-0.031980627707226275,-0.02465635627821024,0.05195872707906238,-0.026370733693178217
SFRP2,,-0.011541038932625248,,-0.02329613130934441
CD70,,-0.019616482437681472,,-0.04724832097868206
HP,0.03468526887188271,-0.010582994696795533,-0.03000587525952447,
CXCL2,0.16258165562066035,-0.022801528645109887,0.01880213482737753,0.04448990291698216
NPPB,0.029699952434227645,-0.036098143310664445,,
CCK,-0.025624220439203965,0.02305999208997982,0.005383684740729241,
