,UKF260,UKF266,UKF296,UKF304,ZH916T1
IGFL3,,,,,0.03166451773759081
BMP1,0.06159569949217717,0.007481519649831348,-0.010095224653019638,-0.04921385898546752,0.034567403220612636
NDP,0.018264904926521598,0.04021174019013525,-0.027196773605467534,-0.03849031475470555,0.008172342775881053
TNFSF18,,0.1259771056574744,,,0.059887828659103824
RTN4,0.02183062731610478,0.033042831088504636,0.025150123857071098,0.1344622771463918,-0.0008122011634188487
HEBP1,0.060154799874363715,0.02856003818824825,-0.04023213467774004,-0.05150371860441093,0.029969324332778203
WNT7B,0.041171752186953216,0.014371728224855024,-0.014524501181690515,,0.021000509091286774
PTMA,-0.049494118998137285,-0.07197955867495535,0.01575640280502194,-0.1641579466309524,-0.060174133776308654
FASLG,,,,,-0.01483467543288034
CEACAM1,0.10088348499756832,,,,0.03997719053154108
PDAP1,-0.03504713105993143,0.014723167087317994,0.03297834853519569,0.04456026091418176,0.03260989484899791
QDPR,0.00026569308224629295,0.019529471888311264,-0.0302936726139812,-0.12447684577801033,0.04993699656273145
POMC,-0.03141107595868112,0.02041944761493118,0.05214758335617539,0.02655400925795447,-0.044303422189951744
CCL18,,,,-0.04963075519010852,
CCL17,,,-0.01797726083917551,,-0.013445967054814574
VEGFD,-0.01493479491906153,,-0.013186538232200663,0.019665574122376992,
TNFSF13,,-0.017110365677252867,,,-0.021909081026551175
WNT5A,0.013022909084710299,-0.02855560999189257,0.05868897167668089,-0.015258222281420021,-0.017630693825872942
CXCL8,-0.038625324449891356,0.0058044193507481336,-0.012279877771569426,-0.05527256082619532,0.0383252325103396
GRN,0.08252512544000189,0.01690326278460792,0.07720900944742312,-0.10246689975587185,0.007039302291308721
MIA,-0.013632686772163284,-0.030938841070345984,-0.014996910180034502,,0.0809821915938827
COL4A4,0.04487432335104691,-0.016279756998835035,-0.013722665365624628,,-0.03948657832201696
TAC1,-0.04762214758307062,0.057652223915123015,-0.019813549789224755,0.04541749129844563,-0.017676090937031284
RARRES2,-0.0572191014071084,-0.008800490140922183,0.014926953168098065,-0.057485006733352245,0.02270564199451082
FGF7,-0.028595788813867682,-0.020974020188689903,0.042875559046036495,0.08415460852052507,0.025676905856185057
HBEGF,-0.037628966683461745,-0.0518703345726381,-0.0062553514982758044,-0.06999611489652188,0.0006859970450805792
CSF3,-0.049758801157716366,,,,-0.01415652902347616
PI3,-0.03774277338717742,,,,-0.03075743452230478
PCSK1N,-0.03871583639339782,0.05624863816760352,-0.020515185260535067,0.16329130006077752,0.02587186346538906
NTS,0.058106400899943615,-0.019873884401655516,0.04214131420621798,-0.021838684508405096,0.07834835179500083
SFRP1,-0.017038014642239415,-0.046171705712484364,0.04638415805724904,-0.00961801721236875,-0.020476741410758552
CXCL13,0.20147131409415545,,,,
MICA,-0.029885170480162718,-0.02271340662630697,0.0057239526274833925,0.014582867746027992,0.06567647282986296
TG,0.052908314883094186,-0.022939701619262086,-0.01301006560087856,,0.03679369941203251
ADA,-0.04315352116138198,-0.02714283323282851,-0.021129392805998782,-0.08173981439864172,-0.000984773650098361
LAMC3,0.04579607678442125,0.015951644245087222,-0.0035860219631945263,-0.03445512852125328,-0.0046039547280288876
CCL7,0.043806307713696896,,,,-0.014834670157846824
NGF,-0.008155406569033772,-0.02189062816327009,,0.0021304307272274944,-0.03486784213901238
TNFSF15,-0.01657470120816994,0.0014935714074260152,,,0.004020779213348764
HMGB1,0.025217318131552216,-0.012339010412218498,-0.039711465373315984,-0.057627984953322026,-0.02987336225076709
ITGB3BP,-0.004869585545789967,-0.05003056907853469,-0.017544040484563407,-0.04167575417604975,-0.008728609450296874
AANAT,0.0097130008109488,,-0.014996911014200937,-0.020531588688849002,0.011143402464402005
RELN,-0.018119640526200152,-0.032176621152754555,0.03974637037278478,-0.03776096564814547,
IL15,-0.021666580241254594,-0.018913265631726642,-0.03223327655111418,0.06059357470844072,-0.032223473365959515
BSG,-0.024528416614584738,0.027343434273263578,-0.0334919080203193,0.06674229017861784,-0.006311451179216127
ADAMTS3,-0.041164611169258306,-0.030463799563110662,0.01748934150868617,0.050146625606424654,-0.0036695491564977
CD34,0.04915442977822918,0.01068280320812353,-0.01693157806942961,-0.021667691187569824,-0.005895454851781087
PLAT,-0.01889200183008699,-0.01208141860142559,0.03769807441067996,0.052486238280327266,0.0066147141305909415
NTF3,,,0.048429444617101386,,
LTA,,,,,0.059182914422564056
CKLF,0.02806594347220943,0.013494945603784479,0.050075016529033956,-0.0802673879710937,0.05054372232259971
CD24,0.06790369510447025,0.012072409236450995,0.05338638370324901,-0.008340294530519266,-0.0038065726780257664
HSP90AA1,-0.006911573093857117,0.0854504380708937,-0.0042629026728113325,0.17975127935798538,-0.08952645824390806
BMP4,-0.02898338622150278,-0.03694846351401674,0.027465176704183438,-0.03274832947110188,0.006306392757750323
SCGB3A1,-0.017785499593088134,0.006971646351587803,-0.012650041120608073,-0.020948586978495037,0.026490764936741355
IGFBP4,0.02260979309813438,-0.06987923739144974,-0.015317688848292661,-0.0698991277776028,0.0045804929672608255
RSPO4,-0.020527357655208644,,-0.012650039270253394,,-0.012080619259020185
LEFTY2,-0.031861632204131636,-0.040696352674933954,-0.013870922773212432,0.07334017338788046,-0.022681013891196068
PF4,,,,,-0.021124041462200926
ANGPTL2,0.004789674266261096,-0.07426999518933211,-0.0060510632076244235,-0.08397139140736047,0.010859718680005737
LRIG2,0.05014354325007792,-0.03376518921832116,0.05121251040707336,0.04958511873556242,0.024129601806729874
ICOSLG,0.03412348221033456,-0.05095579850360393,0.022861352845968987,-0.0480899798091421,0.05289068458684186
