,MGH258,UKF243,UKF259,UKF304,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.015224977867422874,
BMP1,-0.027227945276227624,-0.03186250472297639,-0.023904661605862937,0.008786318394011545,-0.0003066418308620016,-0.0203791320599891,0.04251477707472653
NDP,0.08994251596961583,0.020412722175828697,-0.01439309210724139,0.005909530495686005,-0.0898510324840091,-0.014806165888712761,0.08331768274316749
TNFSF18,0.05271027654118391,-0.021544822158258346,,,,-0.025681815715701238,-0.06050552980467349
RTN4,0.06363845784444831,0.03257685005282623,-0.012425542628703778,-0.12202003111307111,0.026603613460702974,0.03590400502786378,0.030435550623962415
HEBP1,-0.024253588940512945,-0.03676702342579758,-0.00027383554317396793,0.026722862963790693,0.06844020343978728,0.007414776414440945,0.077118323142298
WNT7B,-0.021587520186341375,0.1666069688525405,0.05242237331116146,,0.06616807407212277,0.07751427644089226,0.0023507293685696156
PTMA,0.04461448527512285,-0.008769020943836326,0.06982318426757061,0.1158365086470233,0.062182572522701214,0.013541177485450126,0.006311304169198131
FASLG,0.06378615043977569,,,,,-0.013204618110339607,
CEACAM1,0.07982388819131633,,-0.014197921887040263,,0.13959702025805865,-0.018372286695151775,
PDAP1,-0.002459750171311533,0.043492528233681535,0.002007117877314784,-0.030916155555556945,0.03598363395611997,-0.031961226284485264,-0.009064471305705339
QDPR,0.02919107026238902,0.0084433124969416,-0.01611915560965663,-0.0013086089353270616,-0.07433366800884508,-0.005861686641383161,0.05918799947382986
POMC,-0.02684907118805003,0.04603887488551331,0.04684900702746849,0.05881671688154613,-0.011300140465353454,-0.047771427914910555,0.04646903891928394
CCL18,,-0.028893378020562938,,0.03322874898960448,-0.040147983464581365,,
CCL17,,,-0.015228928817249153,,,-0.011968503179348689,
VEGFD,,0.0039449501845644185,0.1012750341714367,-0.02012694109342942,,,
TNFSF13,,,0.01673753820988714,,0.17236810229759605,-0.019501676960378505,0.04314007554233283
WNT5A,-0.023741705673732013,-0.020060097588672433,-0.03623773692568417,0.0053651361019441774,0.09313269120055663,0.0008023372996044396,-0.010040593408643148
CXCL8,,-0.03927978284183129,0.12452382412576443,0.09918678483772835,-0.08027128203668106,-0.00722835636787303,-0.08013400573486949
GRN,0.04121007028850817,-0.037506413334361194,-0.05419681854040407,0.1043110380677562,0.02645838965197986,-0.046205881334318175,0.03370575602549315
MIA,0.02120470340333113,0.001870508160115857,0.032038458514170726,,-0.005531930839276526,0.00859204435660407,0.02576208717668814
COL4A4,-0.006262907367772197,-0.03277167690672537,-0.0053091035739951204,,0.0760696515151028,0.06604704952916321,-0.041510604816665665
TAC1,-0.021587514544193217,0.09045491758795961,-0.04875047737810325,-0.07454838236047347,-0.0266161377880486,-0.015733814437881126,-0.007417348941701333
RARRES2,-0.0483842165355302,0.056505642798231746,0.014996895660465404,0.06816799956820443,0.037049683019293046,0.04805000323207132,-0.09839947764983971
FGF7,-0.039744462842211635,0.045276758668080376,0.03850854998560615,-0.046726351659594954,-0.001843663603326451,-0.008788260726834895,0.059421625403700544
HBEGF,0.04345691379858793,-0.02438650048333559,0.0015413775504457767,0.11255173515821972,-0.030338295388823593,-0.012796660036906044,0.046972653152142364
CSF3,,-0.03277165096129087,0.19697520469774824,,0.029694387100555837,0.02003570123012027,0.05094755152009169
PI3,,-0.022924054673346513,0.11643788219933339,,-0.09713208031175083,0.004347478633099296,-0.0802286718452207
PCSK1N,-0.033474198300370975,0.09086684973057131,-0.07103888260034545,-0.09537670060326378,0.02099381614412112,-0.04389959262916892,0.02421507987510986
NTS,,,,0.012171871233898722,0.026204228621714582,-0.018660344184199335,
SFRP1,0.04393244772963247,0.03205713440452509,-0.013287829045827974,0.14370439392213008,0.015270083298917558,-0.018226725060255952,0.08842172066326026
CXCL13,,,,,0.012242948045661875,,-0.029975725166571925
MICA,0.03247510315742095,-0.025826976620159668,0.059994616244772654,0.04946602466898712,0.03657088599653692,-0.0030264730597060197,-0.03000629825277695
TG,0.031438584844161656,0.1287400387485112,-0.014339672787591741,,-0.033600297021826736,-0.02457432914455211,0.06444026849673812
ADA,0.0314491684190325,-0.00773131257273988,-0.017503043851839623,0.06419803369597395,0.05864399265518753,-0.02945075462402676,-0.01233280618161887
LAMC3,0.00723572856688848,0.013708540523050445,-0.029887187738965548,0.0409224825896678,0.14311987108331095,-0.013280669650087933,0.08342025179533998
CCL7,,,-0.010367560514513378,,,-0.01320461341493502,-0.03757115139105319
NGF,,-0.018880679702085623,0.001119686730572277,-0.018120724234233165,-0.0180861374724121,-0.015998069304642863,0.001343187493130262
TNFSF15,,-0.023357757164620335,-0.011544785703799916,,-0.02535214827313925,-0.034888874798632334,-0.0131020728020523
HMGB1,0.012405285338817773,0.08978233958041854,-0.05442378039130502,0.013496197033968073,0.04578728105328862,0.05282462835822875,0.021153110296551314
ITGB3BP,-0.0734351123348614,-0.07160482419228067,0.03914968735642319,0.039312527568958096,-0.024242266193525677,-0.012426953659316455,-0.03425444095444043
AANAT,,0.07105228409446993,-0.010504575385780479,0.04531596147813749,,-0.013971031654142893,0.011726671576166138
RELN,-0.02072647544440466,-0.015249874987388964,0.04798565125210954,-0.059861241379593456,-0.030622647642624942,,0.03793238979495404
IL15,-0.00232296892896484,0.04180702415559097,-0.028535426887438268,-0.004319353645734342,0.03261656597877893,0.03705188737221974,0.018736036960962262
BSG,0.03858898903255573,-0.009671655753574065,-0.0278240103229682,-0.06840431545591047,-0.024876105924327596,0.03308695383072642,0.02862887467594277
ADAMTS3,0.11192245594190264,-0.06192859738615366,0.011821577239559296,-0.027356046981651012,0.02489793241508112,0.044553667785416994,0.11261526462152796
CD34,0.03763272033714616,0.15111128403123011,0.003000133587361723,-0.05474698525983863,0.09820507156992737,-0.012963135642251988,0.03606837808148483
PLAT,-0.021660400645917417,0.014502947333363828,-0.07228336638075913,0.08353660094467377,0.11890247353255842,0.010660033367598926,0.062339552214129186
NTF3,,,,,0.04892179679806317,,
LTA,,,-0.013287828424202444,,,-0.018802903121474243,
CKLF,0.014701069799311446,0.08181049397643375,-0.03711433039338458,0.08403578163445734,0.051264295820228935,-0.037290479450711275,0.09366693664454434
CD24,-0.007902078902845276,-0.05400486721839026,0.045729328833267344,0.07352814356910112,0.030322063454236776,0.06389744967897132,0.0015247947876379998
HSP90AA1,0.0464646331627056,-0.015681743160690882,0.04893543984164942,-0.11923189902604087,0.0034820987433338405,0.1124740650229405,-0.010564611014313094
BMP4,-0.025729638188494892,-0.04086240933309393,-0.021904370296780783,-0.027173022098448574,0.056160989841321354,-0.001512389528541419,0.027515240548506067
SCGB3A1,,,,0.1298397759860716,0.021615172614841416,-0.02768654397800843,0.011292476704838773
IGFBP4,0.012556592328186482,0.09505568225748265,-0.021105302488988936,0.09850564118890733,0.010329792690673377,-0.028346649293221827,0.06527618834883428
RSPO4,,0.0019834389564521177,-0.005774403967142764,,0.018377321308682578,0.04206881225283809,-0.015225336504446614
LEFTY2,0.03310916867288382,0.05207749201908173,-0.00954827208665188,0.040017868308877956,-0.040548980785314236,0.07696912556754357,0.019014750364027083
PF4,,,-0.009045492295791636,,,0.11744467861828158,-0.03098339193771956
ANGPTL2,0.05072658151779455,0.013156017011334216,0.012336574119256049,0.03864232005208512,0.02320898917509067,-0.0014633737553300958,0.08960940263909478
LRIG2,0.07050008642166615,-0.05062955484129506,-0.017153917469398153,-0.02195261722640618,-0.013197273260393156,-0.042284771650549176,0.03822616761089446
ICOSLG,0.02436339488164214,-0.009341058332151757,-0.012811517337956145,-0.003710672043306726,0.05855915450987632,-0.04241230438889936,0.09461679045473352
WIF1,,0.09026595161401868,,-0.04150943946764123,-0.03296021864785225,,-0.06576379072337869
NPPC,0.002990968197501288,0.03166852964748174,0.06690111077937437,-0.04498861884799071,0.057121895250613654,,-0.004414947908474733
LYZ,-0.007471095751109533,-0.07576945303848127,-0.0028143265704642915,0.08476268165854527,0.011736126020272467,0.030986182028084966,0.03732991949325553
EREG,,,,0.18362989120420786,-0.04416162502241453,0.03209587208881574,0.0436475116992121
SPTAN1,-0.03698330099291563,0.10316404191251648,-0.09922614793000466,-0.07850829997728892,-0.02140259287191678,0.01334460286105525,0.04056133533859427
PTH2,,,,,-0.027591283118667504,,
LIPC,-0.032008738719477764,0.17502585205011648,-0.016255423339857654,-0.03338556527960213,,-0.023773980900086346,-0.011412528253740508
COL8A1,-0.03167840995033644,-0.026720457985201146,-0.03545314818407323,0.0994468290424096,0.005744220647411567,-0.01898763291110934,-0.12173264233886683
GSTM2,-0.057681313697634136,-0.02365304962365076,0.07360073527676515,0.0428931747383527,0.02006410767631761,-0.01878342328350704,0.05506263546928779
SPX,-0.026395372718392852,0.02940179023860889,0.08512520225081889,-0.0625917698572426,0.0013185492353244563,-0.04028215956009539,0.006311120513928031
MFGE8,-0.029556234870420334,-0.0007484516051975224,0.01688792605156085,-0.01735492480346821,-0.01213795997458875,-0.07516619306191742,0.09114925714815289
TGFA,-0.02599105470800882,-0.015306402396449405,-0.02105742212912853,-0.001873519210634441,0.033050120718808834,0.0515161578199723,-0.013858213350653676
SLIT2,0.01086995616622622,0.005152979992979868,-0.00145056943176597,-0.056788624239120095,0.03328435404759249,0.004000791039572779,0.10623297831403894
PLTP,0.08546079118281502,-0.06959217301844621,-0.020315735924169815,0.17081940187309363,0.09208298491160849,0.003849470139494576,0.05937254401731472
APOD,0.01393245707523337,-0.001752613129352258,-0.03322643126680777,0.014091890063338419,0.06449766530359226,0.022089547102210217,0.03158256019545321
B2M,0.003267878761940134,-0.0039793362176273476,-0.009939109062100049,0.18752466023444778,0.09311781068632038,-0.04583804081378255,0.10413654334688112
OMG,0.04771952348148907,0.03205981215240963,-0.004273907484579827,-0.0823637012898986,0.04567890769243727,-0.010672293290389039,0.10278517711644788
CXCL3,0.002751479628959988,0.023663752335197644,0.1251514147567455,-0.02624167175633902,-0.020733556826846185,-0.004576645110623279,-0.03184152434078432
CXCL10,0.04010535480919869,0.035258036298608075,0.026679184740706515,-0.03040521059583115,0.02272235727937438,0.05023957012918369,0.037930395508276225
RSPO3,,,-0.010504574609611291,-0.04003515012660623,0.04737894190856609,0.016994322253285798,0.02572889360783232
CORT,0.049862972721913416,-0.02585957670863954,0.0007517727952761718,-0.033861752022515325,0.04148037157849503,,
NCAN,0.06738429230554847,-0.007732535565509703,-0.06552519552908077,-0.028259640724826642,0.012469843876715486,0.03819304878960615,0.11144769840507691
PRG4,,-0.03529225063158568,-0.010367562130143783,,0.010839924953304195,0.05616919209812731,-0.03095924401302694
ZG16B,,,-0.012032823802195943,,,-0.016708483306022027,0.02191569759919221
TGM2,-0.011867554734928856,0.0368228460790364,0.03620789900133432,0.02865531409037408,0.07430383778413643,0.0068080790664436265,0.048106926640561515
VEGFC,0.031412592411889755,-0.0027033417535096277,0.01259288766518271,0.004148117605160981,0.040896565363643014,-0.04446985739512618,-0.0755410251389027
WNT6,,0.0605490850014944,-0.014339673382982561,,0.0016668675838085738,-0.020178927574257103,-0.023441718352155128
NRG4,,0.14105796864838188,-0.012617797385566638,-0.0234667310809918,-0.04682118204531934,-0.013400102081827086,-0.008288590764532497
PMCH,,,-0.017483187547994203,,0.1012624505347594,-0.02889571065533623,0.07361121062605354
COL9A1,-0.03254549990475759,-0.037286363109971056,-0.013178368450114681,-0.018382514704456423,0.042295292298570555,-0.040623329967615085,0.051634248794025554
GDF11,0.022203146420683415,-0.04134092870278023,-0.007739363395613381,0.08474548602471588,0.0744040938998052,-0.05784804688365927,0.03925351217471101
RAET1E,,,,,,-0.014699816773470768,
IL24,,,,,,,-0.016188058981629515
SORBS1,0.028258014284181673,0.043249079046851144,-0.018783369680863683,-0.00029446625405767904,-0.0019341017834867515,0.0032371831034498,-0.012929563215136244
DLL1,-0.02247782378882446,0.047082388478048375,-0.03734090329650462,-0.0406460187852093,0.07829452462058696,-0.0379072565936254,0.04658830713393747
TLN1,-0.013375897290732325,-0.057338108929222184,-0.014659487702656222,0.10054322254349568,0.03361460674688192,-0.052427262421878264,-0.006165878912310684
COL2A1,0.10012764621330926,0.022684036297216013,,,-0.04976230818163033,-0.019501675452831543,-0.005472460818823608
SHH,,,0.016074144443878665,,0.0487862581531979,0.03513850780025339,-0.010703351917613829
PON2,0.02516342943790299,0.04225857737287671,-0.08555554128072804,-0.017245689775950503,-0.022007514291160674,-0.04100886988581312,0.03419208216200429
ICAM5,,0.146099634078851,0.00030824026185553247,-0.032060455587042826,-0.01957590433538857,0.03277098838321047,0.0269705059651052
HPX,-0.02667314618744293,-0.00826835514486445,-0.015304130021442736,,0.005766067898526108,0.027023230936722573,0.08836987476445857
SFRP2,,0.14964283888913904,0.08023180183332312,0.14839021658127446,0.04791453531542441,-0.022468739677412117,0.0380208179528136
CFC1,,,,-0.01914804311736342,,,-0.05056066632188624
CD70,,,0.15222633884407547,,-0.027555932511967543,-0.02044427693999002,-0.03841181301135182
HP,0.004526044712145082,0.07956801796670912,0.005221905168490883,0.14605752285114335,0.018659816315791056,-0.020045087087787274,-0.031204482916868878
CXCL2,-0.011560882563755167,-0.011305391468918725,0.03218423186795089,0.18986159223859528,-0.041005508969443855,0.03135878001423554,-0.07399269100152209
NPPB,,,0.07199703948443535,,0.0400810243140012,0.047170881668569566,
CCK,-0.02456484174533061,0.0763505194893641,-0.04320218083966421,-0.11226376122675606,0.021101573301753697,-0.017633675292904404,0.04988540171275731
SEMA6A,0.0649458861067344,-0.06368913629569335,-0.056009726150021595,0.036492765958531126,0.0161375005639821,0.017646831048795,0.08123643136551537
IRAK4,-0.042767621626106665,-0.06696873813742231,-0.008126707830416743,0.08780550523844326,0.021705702488109824,-0.06592958559581327,0.058984147382735004
GSTP1,0.0047663418138534,0.04967432955488456,0.007567454375762191,0.1151088058650603,0.061313518829229925,-0.03033325097029823,-0.004434478473281437
VCAM1,0.05434395784833787,-0.023229998256982264,0.020751691827109217,0.06589095180718602,0.015144954221310899,-0.07525159209205276,0.030449654561914875
NXPH3,0.03941137524418709,-0.023540142639347186,-0.027488825455529702,-0.024147325775981943,0.006540281459382736,-0.014251761443960153,0.07461714531228579
MTMR4,-0.005426088760253168,0.024512887217556366,0.025014118989674917,0.01816801887872982,0.029752047338734832,-0.0015449555181294957,0.016867310523332405
LAMC2,,-0.02185655454291851,0.023227357298730596,,-0.026166656036529658,-0.009305028947816218,-0.004454044327603533
IL10,-0.025968412974985547,0.07041229117132661,0.005258054326453758,0.14420448361613147,-0.027318560940220095,-0.03287509975798954,-0.05856600213067227
SEMA4D,-0.031254598263637905,0.05373738226395949,-0.047224392154372866,0.015829187476587608,-0.01198957028447742,-0.055758712555159164,0.10272471335496018
TRH,-0.022955703688993422,0.012664528326489814,0.09363509548943748,-0.01174243564739248,0.0566194247897045,0.09484116888547303,0.04495554635616682
SEMA6D,0.07574632169709682,0.0070970554379918595,-0.04647471117330613,0.02605769919087862,0.027316277771520688,-0.026907002317998047,0.07061586289177538
CEL,,,,,0.0674016408688349,0.04901438760886141,0.008636811561663068
PDCD1LG2,0.012971031861689644,-0.003771133668694941,-0.012662987064314908,0.012069825937773173,-0.07607662853255509,-0.08764235268921676,0.01711646103964632
SPINT1,-0.018252754908621858,-0.033840612666603584,-0.0013455141684888938,0.0662801888886255,0.07009977070318553,0.11316446183794965,0.04336459073312106
CTHRC1,-0.04610298330583899,0.03279072222302632,0.04123528767500517,0.16098348826483386,0.08598417755519494,-0.045763745083125425,0.12047298399870152
PODXL,0.02786368264818075,0.07082699484069467,-0.06242136328778419,-0.004115097073227613,0.09299142521344408,-0.06762096334951957,0.07314660515936734
JAM3,0.007274352376731184,-0.026444536096454294,-0.03028856948495243,0.1002157066991247,0.05217598097163612,0.007985892032580951,0.012489199096555628
TGFB2,0.07483062425329676,-0.010285156257100228,-0.027128953129997104,0.017675142045059943,-0.02906582196234345,-0.011206174612384203,-0.0693990647556827
COL18A1,0.04919181329097989,0.039829032858567516,-0.03214667167129698,0.16301505631787241,0.044112022044082336,-0.05747034689289946,0.11417656853484447
NODAL,0.03042319175290453,,-0.02121761490854112,,0.03335572486908826,-0.02083675886058645,-0.004398052053479064
INHBB,0.04086420218881842,-0.007871200094126007,0.0720566848990472,0.008674585648511372,-0.03382307047289654,-0.013426490265703339,-0.029607164368639857
LCN1,,,,,,-0.01539632045857493,0.04309559883581765
ARF4,0.007837442693427678,0.0014716587624550765,0.05737225788874147,0.014211194690977093,0.03751106434591337,0.0406619441383824,0.03513905333892397
CXCL14,0.03886288576888802,0.05967917254138018,0.013225321669159197,0.04512741067583531,0.011731124850250865,0.019377223457753716,-0.043094548180701145
LIF,-0.03100599132612737,-0.05270297933824812,0.0705394212155584,0.05547129488154393,0.07544537369852156,0.04195332729799331,-0.05924053864625208
IL17B,,-0.02612424864938224,,,0.028127137202654817,-0.026006539543751202,0.07360733697688686
MMP1,,,,,0.015286448290215101,-0.017505072545239676,0.0012743009423654996
MATN1,,-0.020583473172836854,,,0.11219132337182643,0.07245918465031098,0.05043855439459422
ADAM28,-0.02115528210742078,0.007543744696568669,-0.03407904104174336,0.11319270576130054,0.050559462564597306,-0.012345879240937578,0.0460363433653373
TCN2,0.13021885366991884,0.0890779712529745,-0.04987797127177121,0.13617092161149827,0.018959184642434696,-0.03868986985558645,-0.06264988351981013
THPO,,,-0.007794546948115713,-0.025861109975478733,0.09358582062407741,-0.020045093189946454,-0.024379755266010817
CUBN,0.016177537442484062,0.05013154745142242,0.0516267240130873,0.03411436789073109,0.03507557758028649,-0.035243085448041674,0.03665151282012158
TIMP3,0.060497139399497114,-0.027492689797569737,-0.026859960948844352,0.003655534919956647,0.04109819858239597,-0.017045023383095635,0.06783415360910187
