,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
NTS,,,,,,,0.019469547884372187,-0.015165401314150702,-0.0042903412328346635,-0.009811763241804765,-0.022291523372828217,,,,-0.0162812977463039,-0.0457081340190796,,0.0273069848935089,0.04830134179893815,
SFRP1,-0.02933490023272834,0.008906795071774692,-0.010482081986773454,-0.022591244203375268,,-0.0028965523976559877,-0.004193563598381937,0.045870669245366216,-0.007433859576356144,-0.026812949385171,-0.010054302944696024,0.06576083387905655,0.03734584072268204,0.0023666610396906843,0.05414339221103339,-0.004843898231194876,-0.0198860613013079,0.025806829440817802,0.000663950231055545,-0.007006124884199476
CXCL13,,,,0.05608466955166902,-0.022296544701016056,,-0.021552555512681235,,,,,-0.0031254801801514284,,,-0.0038734204234812807,-0.05560992140128723,,-0.037024849722415064,,-0.037019936312850145
MICA,-0.007270411479492682,0.03639299730448196,0.06764086035285258,-0.01602048504568864,0.007733701301600299,0.025656448925242444,-0.019101627880092443,-0.03218906172320485,0.13699925225137527,-0.012448030072352376,-0.005118920037371595,-0.01642179465727558,0.049521059832185424,0.0609986335541996,0.07337318291923783,0.03143095985442637,0.02572140479001726,0.020711916890614423,0.046438306636992936,0.017313174176145037
TG,-0.023349010271149957,0.03293205920028896,0.05144447835901618,-0.01731595331083862,,-0.005713350295201025,0.010613474629702255,-0.017504870917635137,-0.016458662331103206,-0.024182669110237705,,-0.008035198364300269,0.030839047044440057,0.01571330818308263,0.0642520955339825,0.1225049103160606,,8.53522189830041e-05,-0.0023300653172444183,-0.040796161392674175
ADA,0.07743282649652097,-0.015512431916768496,-0.019733733349864172,-0.008602166558959587,0.14954907414614027,0.03069625859926406,-0.022719516158234362,0.042833346013558544,0.07318939233715292,-0.05906504971479296,0.07814540542524917,0.0615926180921754,0.00639072776866463,0.1017084486822635,0.04713645044338208,0.03512539083098503,0.01907578609241351,0.009147521415619949,0.021602067988764035,-0.019168772665662557
LAMC3,0.03507690781065208,-0.060796211116313614,0.02298270456676734,-0.020552010326796814,0.03078527737566844,0.020619436956657026,0.015751236493741445,0.05821556071302927,0.06595417945096364,0.00897066187137623,-0.003965662787318955,-0.024050792086216962,-0.0015757928278320613,-0.0502946622026287,0.018535938028484914,0.09485370099009105,0.02143802921363107,-0.0414578782792117,0.039962602250138056,0.010672339965262389
CCL7,,,-0.007293944790225985,,,0.083150132989794,0.024247716381203863,,,,,,,,-0.01964154764606814,,,,-0.009338946916474463,0.00419769167155746
NGF,,-0.02090296243231272,-0.0002138463969817263,,,-0.03351415104487543,0.0652980677904529,0.004943606677620974,,,0.04984135384934309,-0.012291251638806821,,0.07065164452881235,0.03527042901373073,0.0635592123833054,,-0.04263257915805672,0.02174797941665681,-0.003564529130998409
TNFSF15,,-0.025859573289684527,,,,-0.01628785955039131,-0.02115661789134645,-0.02028273328316321,,,,-0.011491175327067261,,0.03705236233048023,-0.040377241100652744,,,0.04578800542399838,0.08881490857834765,-0.04032971260280456
HMGB1,-0.008219385491349925,-0.042230743326796695,-0.07101025767929847,0.04055240742152094,0.08842317747985651,0.013161334200805074,-0.07808833537646026,0.05756100277335045,0.19091141027991404,-0.010027162582439181,0.011902147199512906,0.09310290915426414,0.0031334352473185805,-0.04913934726756617,-0.031421995271663915,-0.07383198095974333,-0.022331465784137527,0.02455452316641828,-0.009875148574733456,0.06382563169597388
ITGB3BP,0.019946478018558204,-0.059398819349644236,-0.022471473586241835,-0.01072930704854098,0.08020812327480713,0.05455880280107071,0.03974755658624922,0.08561143478161032,0.16029678862889746,0.06414341373280479,0.06649027863426511,-0.013594040063860724,0.06380150242456571,0.014681357245571274,0.03021691841770296,-0.018406932524649054,-0.04051724716891988,-0.008130390171286151,0.0692688178634129,-0.019363358130541172
AANAT,,-0.022046076460983464,0.019226040768990593,,,-0.0148202879559535,-0.0190633780076182,,0.0328744427510723,-0.021747615654794942,-0.02095732409901451,,0.02757733092810775,,0.0023604169059286864,0.03777659311722707,0.03188868737134946,,0.005670077175826414,0.008823219851668264
RELN,-0.019356948547300117,-0.0360412278142741,0.01099547328418773,0.00851943632956853,-0.034580198972719176,-0.014092406852286575,-0.057389741362879054,0.015634669898914346,-0.06439737771892158,-0.023243843204523346,0.07718702296969047,,0.014075357995251545,-0.06029462373014165,,,0.001909142307786456,-0.031267590275489164,,0.06325869431305187
IL15,-0.017270336531718417,-0.0036296531886373137,-0.044481482862362316,-0.022060259599365934,,0.029357470888487447,-0.013029280957769071,-0.014432370525531263,0.054262019156518855,-0.030872508233487108,0.05110161782466947,0.06103314307713731,-0.010340049033602099,0.0855872457091599,-0.007528601160794783,0.09554500672186787,-0.046293070590796556,-0.0189836401110032,0.03565126319116734,-0.07215611373596761
UTS2,,,,,,,,,0.07778593341449223,,,,,,0.025065108117955353,,,,,
BSG,0.06898054672092475,0.05978683936687722,0.04373536518702286,-0.05553662351585332,0.005742138008648803,-0.029700778144282756,0.0598520401217121,0.053287298029257385,0.022427526057010923,0.01551648647105429,-0.011226665779506581,-0.010266088345863837,0.10821568076769483,0.04609353727165104,0.06348728146156474,0.009277500886957491,-0.007222563716011148,-0.06378893775120599,0.02317466851416982,0.011389411416980315
ADAMTS3,0.032602774838822034,-0.06856168130989458,0.018407329831963623,-0.007409546810288408,,0.06812950380729106,0.013803357343894375,0.1693902558053437,0.12315424971175508,-0.0034491279217415353,-0.0022199935808865654,0.08600677201486584,-0.047426721874688244,,0.08299928124173798,0.09533275464999097,-0.03919212564979346,-0.014555318218216555,0.0992874049737373,-0.03640304590219212
CD34,0.050859262349035914,-0.08245535482842316,-0.032478694017514825,-0.043380611468986155,-0.018035881571731284,0.07360140855514685,0.00863597445359296,0.054383606210577334,0.06122821131336663,0.01494026507458127,0.08028752758973264,0.021860842576703867,-0.007412957978555803,-0.06281553637984673,0.05250512415792895,0.12780950845166195,0.002647081771729859,-0.04554899538849156,0.03905523457686957,0.008283663088989486
CCL23,,,,,,,,,0.03653626658399255,,,,,,,,,,,
PLAT,0.019733803713297075,-0.008989606281160684,-0.0035092972355600955,-0.01732986602490727,0.0999865627990945,0.029990989431524118,0.008471590197511661,0.06545301060024124,0.1767811916659539,0.04795338950148857,-0.030277005181968863,-0.012237596504956755,0.014391768349660017,0.020816533048999216,0.014113230363569524,0.054786566993586604,-0.022502374403860714,0.06664461297237247,0.04658668187606519,0.007492718732067423
NTF3,,,,,,,,,,,,0.035998517901602425,,,0.07921170454599526,0.08018355615250908,,0.02666162594226435,,
LTA,,,,-0.012734206493024246,,-0.01874701606907002,,,,0.006265067757893266,,,0.13319875147503027,,,,,,-0.036500635644173746,
CKLF,-0.03688832021608857,-0.010891019007463625,-0.02197283754525101,0.00847681775439659,0.0032009823671196014,0.019960935293318438,0.04780212221602478,0.05770914645508381,0.14354017229596794,-0.0326419517183297,-0.02080409206409534,0.03327904778703757,0.05974811004803856,-0.009233198327911389,0.02032555939526756,0.08696117868794533,-0.006827962484871942,0.05279409174946994,0.03465169736958324,0.09222718208466535
APELA,,,,,,,,,,,,-0.024697982175525362,,,,,,,,
CD24,-0.053952443990283296,0.01588774534361079,0.001032802656234469,0.014176869481526114,-0.030668449772516218,0.004949715383975178,0.005796344965327082,0.12217696340711134,0.05555619018280843,-0.04377864042755263,0.0804221771164167,0.03732155484709196,0.028380501279484285,0.061675868289258765,0.05879259972863643,0.05091894961105702,-0.014095112886499716,0.09562388575922653,0.03832776522976093,0.016838268558427526
HSP90AA1,-0.05919832779409395,-0.003671206355104486,-0.05072861705281309,0.017555812832047435,-0.07445175343037394,-0.06322723112861149,-0.06422033028046709,-0.07431025403626963,-0.13509544753351418,0.053244712565357684,-0.01940463154530572,-0.017729918877997065,-0.08429800374549805,-0.011555512688544451,-0.10167566095762681,-0.24192263754558166,0.013785245571789574,-0.003156217602114867,-0.003538489411008366,-0.029686717313765508
BMP4,0.15532751171214357,0.013723671925897681,0.01932492673581603,-0.01349900536186282,-0.012050635366680202,-0.015294891469724224,0.006705277841306357,0.048620914125119784,-0.0014476127171684308,-0.01307244360021821,0.11383080613563626,0.06573769798803869,-0.0030611616181962387,0.004613633362858785,0.03078860289373526,0.052746338463969825,-0.016417336678346238,-0.018006578829802465,0.06569315175628192,0.031553345777909234
SCGB3A1,,,-0.0224132079593534,,-0.03282220076689546,,0.010171147314266283,-0.018423176231271786,,,0.055475915049487505,0.010574099286826052,-0.022525119922306363,-0.043307718400092225,0.07554582321768591,0.05027366316554805,,0.009119059168706178,-0.003904257708346718,0.016682228465888786
IGFBP4,-0.054422177393620534,-0.010968793722809338,0.019983683687805773,0.007844207620118062,0.01575539196824133,-0.026190024222413,0.012891249036286037,0.1038852390957174,0.064147419797649,-0.0010231169973497468,0.03026500271127223,0.022724559218288715,0.016670893809955116,0.02581301850746119,-0.008541179853686938,-0.05606684978012598,-0.017688514175586846,-0.042354702185360096,0.06949849596859192,0.011635201567472454
RSPO4,,0.06720099221856732,,0.0415530704560433,,-0.028695592578467505,-0.02620194818451306,,,-0.02436056635817881,,,0.024828168408866914,0.06047325041280068,,,,-0.03620321256485242,-0.0033769500325352628,0.022994880368687003
LEFTY2,-0.023118152107210927,-0.012659985037293563,0.025474704282331555,-0.01289060192351442,0.036437105818538616,0.028055075342911788,0.06383883835435046,0.02536823349367823,0.1274524779908983,-0.021231289884494017,-0.02229153805031734,-0.029988171106006517,-0.005880430448640031,,0.01732164381321884,-0.00198296113178982,0.002952126615970565,-0.041417499587767796,0.028747053944861614,-0.04628078862192858
PF4,,,-0.023250105411685717,0.10020086112781887,,0.16554777361742148,,,,,,,,,,-0.0343875214147115,,,0.1631666448026699,-0.027527003824760657
ANGPTL2,0.022810540706493333,-0.004384296417883141,0.008470386807876968,-0.03008863489698007,0.12494272235867213,0.01777257129853133,0.03951208942975523,0.08879484626288661,0.14452072780755293,-0.049543850797858294,0.054781842728014694,0.027248069883709744,0.1029223900240622,0.0047701169308152075,0.08651682653471691,0.08982811034659129,0.03798656883401597,0.020716255930597338,0.05426307079591119,0.025790555443432343
LRIG2,0.11819756459502469,0.05414036750940843,-0.005951095699187009,0.04467791574178998,0.08934955761886193,-0.0028916479844899603,-0.06206192206473739,0.11408325466093151,0.03242004698595522,0.03327511525501587,-0.010954497498022922,-0.008207424516885402,0.046336645313920156,0.06448756275525275,0.06409144776409727,0.08295512209364439,-0.04275677420472787,0.01780552431225631,0.016452881822682546,0.028370774907331947
ICOSLG,-0.021096895755970402,-0.031141429299633466,0.03290648694752307,0.02503238570078133,0.006765079388639094,0.006274756637501873,0.007812520477920215,0.02674376251133846,0.0531361374208524,0.05163365703169382,0.015404005555238843,-0.024696767547567486,0.0921347444460927,0.03969933078658078,0.05110635034225941,0.08624196154490182,-0.02640197743109398,-0.006525313004634648,0.10852007636502047,0.03942493792837336
WIF1,,0.005322448045432394,-0.007930434817749389,,-0.022759482601303047,,0.0018164032552114647,-0.05099315256583287,-0.11553698993389551,-0.01879847206196453,-0.03964127702011751,,-0.006520560308923307,,,,,0.07236746611523488,,-0.02906401033131155
NPPC,0.05341849745910752,-0.04030117625777932,0.024668431400459597,,0.12563592703400353,-0.019796626636356198,-0.045707279737943605,0.03132152131189778,-0.012252086931728898,-0.004430753541863269,0.07144300197385532,,0.09784870406527839,0.18630204574840936,0.015478265157440019,0.01957238057112108,-0.007416196434700546,0.001804039211642648,,0.018327116955450466
LYZ,-0.0003039589120375345,-0.06598209383953133,0.008382688473074242,-0.036527381204152054,0.08272082692734212,0.003184652014656024,0.0455832418692473,-0.01393627815073558,0.034681217361580814,-0.030511202088421334,0.023301974830824693,-0.030304703802197085,0.0552471139537193,0.04311924800719078,0.014931757400169988,0.04803671424097534,0.02770981494261301,-0.008226300985798018,-0.008902011835219142,-0.015641398022187822
EREG,,,,,0.10394328833917711,,0.07845968892192137,,,,6.377160261915424e-05,-0.03506648556484258,,,0.0019243961373493585,-0.008699562809026217,,0.05282641130811016,-0.010111367209411424,-0.0007866123062079046
SPTAN1,0.049247029880469716,-0.04935055631577558,0.039593156976019,-0.01734101527499107,0.07846104123807555,-0.038419080806092125,-0.004224690153768631,-0.06784271478781216,-0.02483282924957613,-0.057491776878286015,-0.040333320872371035,0.02280735839530473,-0.009076423456118315,-0.09684905468354099,0.013267727590839988,0.04892964172657789,-0.06339669386351225,0.08163633570081699,-0.012141922944031682,-0.0015884043832773403
PTH2,,,,,,,,,,,,,,,,,,-0.002127808497085701,,
LIPC,-0.02989372265047455,0.019074772490275806,0.01946076400531862,-0.01743377388022483,,-0.02293382130121373,-0.010876362781797164,-0.005389329305928665,0.15589117517875198,-0.02137408113022613,0.1190307181073558,-0.043846135579724554,-0.023128645541799428,0.08084359416841844,,,-0.04328844120602749,,0.026111528817613625,0.003543892789332349
COL8A1,0.03238245709191246,0.02026961697986945,0.008751093551426906,0.00975359557016852,-0.038337612626827264,0.035075206725326456,0.03531537461028157,0.06260190290798663,0.0007695608501419768,0.09085361379558968,0.013785931071118715,0.028205456208541892,0.10426527393360874,-0.019012778615199136,0.03229756280682456,0.04942692562213075,0.08073155904855192,-0.03900018718753398,0.03741249195469616,-0.043274743973122164
GSTM2,0.02689980849741624,0.016848436524137596,-0.032480992417461066,0.06372548351639483,0.0013595172018929377,0.01000190841732069,0.0772136862361703,0.04890449551033256,0.023127879381076116,0.030133522205406296,-0.006980524714759663,-0.020191942208336745,0.05063309655991702,0.08726286018718162,0.04702774364350323,0.07123458231105018,-0.009659083970417209,0.010934668578763913,-0.045239277363542954,0.030775989703678393
SPX,-0.0429339358977044,-0.07602011362502477,0.008890756263076964,0.03622993265586576,,-0.028959007309754613,-0.019194162904990295,-0.01721339933745907,0.006597788595368297,-0.05231173124952503,-0.001007333311798538,,-0.06397095482573792,,0.02747742889719618,0.028305663429324553,-0.03965754538035003,-0.06344236503390639,0.05679128561537962,-0.0032028601954265093
MFGE8,0.05950059567812877,0.11300277349418415,0.018275362370092144,0.004841718731089937,0.021217047479765574,-0.05399779433355386,0.008973607075157593,0.0677658022803136,0.04806585116529977,0.07768825037354647,-0.02125676398424942,-0.012412093255265726,0.036714426119705795,0.03601839587661106,0.03203267923888529,0.06549446247525946,0.07139320034939756,-0.0019957345513861927,0.02344198781112646,0.014745479078659562
TGFA,0.04308969799848919,0.08650933069085964,0.016643777263469255,-0.026812141536983747,-0.003571341765967653,0.037243957406308266,0.025050917686430325,0.005363722671503341,0.06962410785087943,0.044581587914985676,0.06764641684060124,0.03692875858572888,0.06651398785154092,0.042739993664565615,0.0989650831414381,0.08320332485013589,-0.04725845670123018,0.007519872638495743,0.0854316771361128,0.06872978847596423
SLIT2,-0.024029517425489873,0.00022564530550324497,-0.026260822938520084,-0.030203593475297497,-0.024395763201154084,-0.004682875185613801,0.02896062591452961,0.0342313044254183,-0.07292424698967574,-0.042455893583600246,0.04117583931219203,-0.031226560892116357,-0.05395244580768848,-0.032975962782986756,0.03169008889352853,0.06376214545273175,0.05041967710600037,0.039232893878808135,-0.01389599872173231,-0.055689540017187414
PLTP,0.019672431781875905,0.029835237566046103,-0.028374062482124852,-0.014218384960391194,0.038950778940915545,-0.029213897870305802,0.02308238140840658,0.03556813374326823,0.12490237438316594,0.0014939172047915234,0.03396418557147633,0.02282148446052769,0.050844468646218895,-0.023572876412658164,-0.020704405547420427,-0.06103311836235177,0.022757652118065904,-0.05080333204594639,0.02212389312100811,-0.025432082268729325
APOD,-0.10278911055044326,-0.037932365015323426,0.017666643878573512,-0.01490132500003218,0.11172127756741167,-0.0011558867706434434,0.03668724212352391,-0.08119103479784741,0.06275905412323302,0.05562567322757245,0.02546882611557136,0.1042354841871275,-0.018886580374315665,-0.08681531827742073,0.04992862450656464,0.191400782483487,-0.0016344590431624755,0.03578339885918434,0.015269705464311173,-0.027310000774387767
B2M,0.07800334518601819,-0.08424862745749472,-0.005264143577123427,0.027480884973836734,0.07210853228838125,0.06735180409970956,-0.0013472645138013512,0.025082114606987903,0.1583300896719702,-0.0010913000990822326,0.03295152185353188,0.01557631093170054,0.058963500276332556,0.010681100915585325,0.045378662078967694,0.04785457057995519,0.046615905942871565,-0.0796624715932853,0.002356890717386483,0.04374116386979455
OMG,-0.05384925102500367,-0.032840339325704244,0.014764582963185915,0.0014535269860092477,0.10378979004057864,0.03892329784020073,-0.021876254393003718,0.009560389954445829,0.003175522711787871,0.019114892611274432,0.015143505450819801,-0.0222077979771846,-0.03437834771771959,-0.11549845249488655,0.06557789642838692,0.18339322269148042,-0.010306462412396052,-0.002872400826502161,0.07008473358880465,-0.015838830321346475
CXCL3,-0.018803032026007475,-0.02118349844408927,0.0017816539440873196,-0.02381455627763082,-0.05781609233677297,-0.058520754756061395,0.039030868782250455,,0.023227992014422296,0.06860046227871537,0.0372937468331383,0.01179665380997655,-0.02324802633847088,,-0.03324987166698389,-0.025299840086065086,-0.026177723949985954,-0.03201102749716742,0.047989759410221995,0.059868023978553384
CXCL10,0.0411398477108145,-0.053642162104776944,-0.017898340883375198,0.016547897093490554,,-0.013691404243965671,0.04524723182474508,-0.019727415494274137,0.16198190908257726,0.0294712179271406,0.021962302891511118,-0.017134380508746536,-0.03694392727592939,0.07067568793284287,0.0006051966642654527,0.0026020729032305077,-0.03526697800355807,0.03833211902684916,0.07103955750302943,-0.040219727055084815
RSPO3,,,-0.018828915037007322,,-0.03070649052172405,-0.014820286860902015,-0.02536778279606942,-0.0029478925322902537,-0.03603701495220199,0.019000100025499587,-0.025752544850022926,,-0.024293739461885084,,0.005930422241830261,0.09687783439338686,,-0.047154664266374505,0.023099372632562506,-0.04333325123589749
CORT,0.059393039443221246,-0.028629359164251453,0.032053905907501214,-0.020687382415363817,0.028462219693958353,-0.015752830393024206,-0.03078763458285344,0.07108308400853929,-0.049937531553398445,0.010310547359612655,0.19518805773281184,,0.017915819007636207,,-0.017119214828549185,-0.013112683924424672,,0.04856344435798784,,
