,UKF248,UKF269,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
IL10,-0.020577274387598942,-0.02891446384268472,0.017316919789627315,-0.003893488354593698,0.00841774691234643,0.024580445700324312,0.01232373214151049,-0.020668154504090177,0.04634730331128302,-0.0010492630521998481,
SEMA4D,0.03527369732949689,0.0419449958233981,0.060610478185267096,0.08393819219778147,-0.024592050749444965,-0.01334120228387882,0.007105424892365179,-0.04392581047266322,0.005133730209803282,-0.02847026344465942,0.01144986327638843
TRH,0.029677280622807882,0.0006264855379372262,-0.03906870485384061,-0.023978987209233305,-0.027187068713149007,-0.007111583908677379,0.03823918076608318,0.017090377794025138,-0.005680863590934865,0.062244212024720545,
SEMA6D,0.06500582138213394,0.06754832646611816,-0.022263297678197222,-0.057078047877337675,0.0603026727165065,-0.025018131422385074,0.05506089055215413,-0.04785075387161236,9.785762470663004e-05,0.12223124185975823,0.14607828350347063
CEL,,,,,,0.005893473208150037,-0.026872801802885565,0.0063811522629809575,0.014971642741425695,0.015563620676907058,
PDCD1LG2,-0.006600083354652341,0.004678820733169451,0.0014122185773154318,0.03344380608408689,0.053386688271470244,0.05485217129187693,0.08503316520715909,-0.022445074403220903,0.04030378792668134,0.08846836712361399,
SPINT1,0.030249480665558208,0.08704208992353664,0.05121089014535189,-0.009758968139056436,0.0011050210395839573,-0.006117428196859893,0.004235594332578772,0.058967616239185804,0.04479252204690098,0.025484853295775232,
CTHRC1,0.043633760603733175,0.007659380597201281,0.028704112657808364,0.046553077618368154,0.08796437870159371,0.06670871142617334,-0.05041736169751182,0.0646671525027282,-0.0039809446402819595,-0.028788346456432003,-0.030495314821845886
PODXL,0.02669776242823244,0.0021745594608314116,-0.06758256761466723,-0.10514509782498514,0.009130687896020628,0.05551316014748677,0.029079784491593905,0.05342744894087502,0.032307716295187465,0.05004733349014801,0.05857758061265328
JAM3,-0.007396655176884594,-0.003155426615812173,-0.03460801566128133,0.13120481062216416,-0.04719596776975324,0.02956202912973502,0.07460089686387943,0.008000472742208803,-0.018165443539541748,-0.008055971350188295,0.037775173488799704
TGFB2,-0.031652308538801986,0.02341835621307249,-0.01380140036061906,0.041383827000803584,0.01126000560378738,-0.029723910896297626,0.04474467329304567,0.07481474346926477,-0.030841758508394344,0.14426838208090834,0.038818450666048256
COL18A1,0.018878689017009745,-0.0028621245574975986,-0.009253672645876366,0.001209158100216558,0.002759533678694549,-0.03791820050860556,-0.01951132088633665,0.08792246823478245,-0.023292954923225417,-0.07113169068107693,-0.041790432638588254
NODAL,-0.009064220382065322,-0.007208310096679977,,,0.06190344360946584,-0.026258793985576474,0.061219689836932545,0.0003145841303721889,-0.018246272315320555,-0.06070940085777734,
INHBB,0.029967829731546058,0.035600874688349674,-0.010382327399571739,0.01704827763749697,-0.028415346872678493,0.016510121721946533,0.07220205223043105,0.00030556737836383454,0.030028751567039942,0.045292984904443605,-0.035503094357183726
LCN1,-0.015065072841143631,-0.019336739163351914,,,0.015606359944316361,-0.027930471808347294,-0.019200744565873666,,0.011880633611484365,-0.005171528875576629,
ARF4,-0.0036260117444582153,0.020397060588124665,-0.064371109310341,-0.01781372567219575,0.0309093460086882,0.034589509259349775,0.007784448307608871,-0.042437689644155396,0.0236539395459973,0.05623433492446138,-0.014190259722270455
CXCL14,0.013867076034751336,-0.06703879579108177,0.02361041189144899,-0.021553390578488114,-0.021075892671607564,-0.02056081092670599,0.02339719348493518,0.03668074908339513,0.04463035122735102,0.08390412699720964,0.017764261486348545
LIF,-0.012448674907164088,0.004702328572475065,0.03919011832683995,0.0123485203294951,-0.014245056020473507,0.08215815467800512,0.0266537724097786,0.1026039604010194,-0.009696241696426341,0.13497956791017174,
IL17B,,0.11806039659863753,,,-0.04341665709038357,-0.024305419485507875,0.023025889448666455,,0.025058822203300635,0.07871979029955137,
MMP1,-0.020769690633197103,,,,0.031215194206593296,0.06993111947564813,-0.03164764362671894,,0.049944608662924724,-0.03878211296312467,
MATN1,-0.019780001149261567,-0.020273256404940602,-0.011924909437753178,,,0.002544581941674425,0.05026197194376867,-0.02167418934590355,0.10610182245164816,0.09228580437712514,
ADAM28,0.038881889578490106,0.12118415891975115,-0.04671985853112699,0.03919572542285624,-0.01159746239288854,0.03695915906173875,-0.03040884364374697,0.04494294150645969,-0.011703239887466195,-0.021287882461704113,0.03160103878704681
TCN2,0.01834030720379638,0.033651548943851896,-0.0017322317149002715,0.10321246578063202,0.07264531630218662,-0.020043014534644413,-0.01325189673028993,0.0281120115384872,0.036048148473945135,0.08359861323040964,-0.04692777031994597
THPO,-0.025774160494897842,-0.01889195314976123,-0.01262339113356601,0.009638476357875177,,,,,0.09642745992840702,0.05707500585911423,
CUBN,0.014379204340035898,0.01763481447260327,0.0014278051910658627,-0.0142039691842079,0.06760705454495285,0.024789117671808046,0.04133633370858332,-0.05068993880382919,0.04054395960274171,0.019543443856045613,
TIMP3,-0.006819559213896776,0.01435626611883187,0.05765724928501779,0.016508383890026505,0.027749905160742012,-0.022049742556030996,0.031929085991492086,0.07597126697524927,-0.007898648936388959,-0.009313920593857591,0.0004910391128647542
PIGF,0.0014911988320137127,0.014871021339952663,-0.020478280691493284,-0.030143357940037037,-0.032259653296589086,0.018260186646373237,-0.006710571357775324,-0.020702936601462732,0.08518498776180475,0.029450494418721173,0.04377237677141493
CRH,-0.0176505264584873,-0.02973481997146857,-0.018772591045734643,-0.03532820491265315,,0.05229077294822538,-0.053862018381281525,-0.007057161996754169,0.06162783538797245,-0.002893215802435013,0.14830890711460096
BDNF,0.06776050969230807,-0.06084126846878924,-0.03687891847565616,0.010843790879618277,0.09991942439779215,0.014417497119764108,0.02649330726995565,0.07958026325949777,0.05557530765439817,0.039198130593059544,0.08864140450278056
CCL5,0.005900484588458152,-0.04389456192933693,-0.023920671628571893,0.07451472219270594,-0.010742578837751472,0.005810481776829362,-0.020741477116503867,0.010881901722980352,0.0385235309352667,-0.06302616437035505,
GAD1,0.0050908674034492694,-0.07916680836882695,-0.012529557974770603,-0.07918439363810895,0.016014375255182685,0.07456886865446477,0.034046396231286156,0.010207939606307784,-0.06991456108852692,-0.05579069681570048,0.010330042019994297
COL14A1,-0.035698008015743916,-0.03430225733744196,-0.004786480214401667,-0.04898270966294413,0.012641052889766316,0.044115220075773086,0.04358211621843774,-0.017764736630465974,0.06353080029469353,0.06663830886760187,
