,UKF248,UKF269,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,-0.017845844039797366,,,,,,-0.0182190348928333,-0.023228216418400494,,
BMP1,0.01606172082472882,0.06223947658453467,-0.031070737315445778,-0.017698792146502374,0.06489246058273859,0.0013492669465865292,-0.04334997935071605,0.02815507960870411,0.03779247505682625,0.07476654731147987,0.07257078105972543
NDP,0.0037411541812370492,0.028097542830376757,0.04517670409351461,0.06489713058283088,0.014119239332040928,0.024751331995710772,0.01963542716305377,-0.027116401966744835,0.006761369790234058,0.043139462594576454,-0.04489573863320186
TNFSF18,0.042911413745370275,0.003754838325079894,-0.012358478677917858,,0.05000814822004888,,,-0.018788969100128037,-0.03918184831901918,0.023563920910072218,
RTN4,0.035895003466571686,-0.0713571929591826,0.025439166992111222,-0.09839959768637842,-0.021291666410518505,-0.015053523997320675,-0.06153129699567165,-0.08736651452376776,0.029728263558047068,-0.1375719018102145,-0.033031104041829136
HEBP1,0.012818115862213162,-0.03648404739391378,0.04401435721562786,0.05071212235003763,0.04583846656553485,0.0790416684527028,0.08553221917630636,0.03120716077524528,0.06312379592441028,0.05187153041230173,-0.07661346910060834
WNT7B,0.019791778115619954,-0.04002817786416764,0.00027907095723120123,,0.0014312176150633991,0.042116090946679195,0.1497461461656964,-0.014130732886472546,-0.03990107126256684,0.02141022160864269,-0.0386096772975378
PTMA,0.026828436212739906,0.04057032111457458,0.05610571155465226,0.11431146064517368,0.0449066078846909,-0.019585354897612168,-0.04532651735223393,-0.009648971171395269,0.0016313794635194772,0.0048752597323370875,-0.04308091379095239
FASLG,,,,,,,,,-0.0001110465759772644,,
CEACAM1,-0.01874306375516329,0.08646799175633602,-0.019436942750092986,,,-0.021798926757182136,0.10683162915119483,-0.026997787001959844,-0.012604635838906541,,
PDAP1,0.00843347119595644,0.023472431343170997,-0.03208189784977556,-0.016298463168058684,-0.011902383790587223,-0.03966348619497437,0.005652273033134996,-0.04063966537905554,0.04975365555273107,0.0012723954750112495,-0.018253165539653726
QDPR,-0.008030616515436382,-0.004827823552387324,-0.03145711472407601,0.14993539236726372,-0.07901739416567764,0.025032899918467934,0.017714053899523553,-0.0034290126151842455,0.03786270897668109,-0.08384613618866758,0.05138526280790336
POMC,0.030844872992442124,-0.04495349431294836,-0.014339801372382666,0.04852900744833651,0.06888270106249726,-0.0017990445962722213,-0.04498048921440003,-0.0583907000483793,0.00872152012047629,-0.034079014326102,-0.03380502507214366
CCL18,0.03509755445276708,,,-0.002883874399497519,,-0.039891768567055834,0.051442160701216474,,,,
CCL17,,,0.02101601388797477,,,-0.015465283436507627,0.03308110963481051,-0.02402074508330214,0.09305775912522954,,
VEGFD,0.03456593964421792,-0.02989657580304931,0.049835490220211325,-0.03205068483372602,,,-0.019200744565873666,0.12191796932757391,,,
TNFSF13,0.02074969596849286,,,,,0.030349619631000916,-0.030127953338979992,0.1327668464222705,0.05527062460422762,0.12093248991874338,
WNT5A,-0.010059116386322215,0.017169146589091897,0.011877931666672876,0.008106549350590653,0.06582128840443645,0.03385199075875599,0.051352189389510326,0.04197594361983628,-0.010055899237281172,0.01980925404334234,0.06417577222041858
CXCL8,-0.0548543423106166,-0.011640962299631172,0.020488204476913692,-0.004713978331694661,,0.07092654515988564,0.016446928205762143,-0.01786529041800914,0.003998550107839224,0.011182086404029887,-0.07740318602160064
GRN,0.04752389462286944,0.029930553841092975,-0.0021490213363778024,0.02971148434739619,0.02022514489165364,0.02288927598259037,0.031333412241540355,0.016515826563227465,0.00911899183094495,-0.06665211160630809,-0.05160130271791161
MIA,-0.017059320398860368,-0.02368432164110498,-0.030295298652296812,,0.03192920223233201,0.017825007482661765,0.05941187817761534,-0.0009570664246707155,0.041466625120206345,0.019184166233444606,
COL4A4,-0.02809068671340005,-0.01758575469046385,-0.016092096781736388,,,0.05679794098974418,-0.0031883325383741403,-0.0370020160832759,0.06813518604144235,-0.02019502430677684,
TAC1,0.03332108660919992,-0.03833654214239929,0.005900930761641225,-0.08788821136097272,,,,,-0.02400453058339452,-0.06778353121861358,0.08602686705622549
RARRES2,0.003065046521549737,0.011657300321698453,0.014476130298927135,0.07228511763760267,-0.04472095547960346,0.04586438333402686,0.06580932244343059,-0.0029428622942635923,0.01717837820689777,0.06083436443437341,0.06353706556587388
FGF7,,0.047868303901915446,-0.021695048053028,-0.05929703832943276,0.022463523144736333,-0.053444798380006237,0.041922191714266435,-0.033679000625574676,0.020452813942630644,0.019558984125059815,-0.021821779389089153
EFNA2,,,,,,,-0.01824902273695247,,,,
HBEGF,0.0030495271874437326,0.01041021856885181,-0.016653951280329107,0.004746006967906598,-0.02052984370652407,0.07159392026828536,0.009507307801531627,-0.012830072477218117,0.05235690981255257,0.09095857584857799,0.09169397568240373
CSF3,,-0.018605389978764927,,,,0.07314162751313598,-0.014786397228387293,,0.002479115662177236,0.11940645549749371,
PI3,0.030218065763108457,-0.02094991468065698,,,,0.0002310879863123546,0.01573786404652156,0.08229414794832345,-0.000501703016866467,-0.01971362174403992,
PCSK1N,0.020834214792251306,-0.023023205017327252,-0.02473889458404378,-0.07000933435726057,0.04993848683681598,-0.030104499104620878,-0.053090902970900786,0.07622403468090817,0.003396028308593866,-0.11132307469000997,-0.03392169486373661
NTS,,-0.022868262351655205,-0.0031627276556653763,0.01007512804939329,,0.03722103429506831,-0.02223297120794051,,0.07075639519667479,,
SFRP1,0.025797559568109092,-0.02588473204004771,0.04660873485428297,0.06917700820208161,0.03686867132947621,0.04349297613698624,-0.010729519669249222,0.0741649280378845,0.0016586058496247448,0.03214447859918976,0.130023461857625
CXCL13,,,,,,-0.009164509442393588,-0.03843486250024987,,,0.08412880942559896,
MICA,-0.02164545645436184,-0.002892067582438241,0.012413682754873591,-0.017823173165607484,-0.03629380227887929,0.017989515601383038,0.10030828063199314,0.06321975343555443,0.06532821919930941,0.11511365188887672,0.024386214070528284
TG,0.030370213725894775,-0.022455041117796896,0.057744834568079995,,-0.045305911221298026,-0.020549495144660916,0.033370431582701233,,-0.014212166801415016,-0.04136412989024639,
ADA,0.10480329869704967,0.024320596788107836,-0.03870678749366456,0.05160693127039784,-0.026356466822953104,0.01937769261315655,0.044523882699953825,0.03719449007236073,-0.0011684574016753127,0.00568852931648657,0.14431427465785965
LAMC3,0.0009134201935458122,0.02554864550482468,0.016207227541936542,0.10113466189225932,0.029650444385677786,-0.010725363669728922,0.022690016980060956,0.07768309505939877,-0.011135213302877443,-0.015729815071918066,-0.0017795942586691918
CCL7,-0.014877744101872696,,,,,-0.0046616133797585824,,,-0.020145817011643596,0.01704329900344259,
NGF,-0.025544347807738094,,,-0.028855930898504425,,-0.026769768245670785,0.027861834598411576,,0.04969582848590891,-0.02263837079275998,
TNFSF15,,,,,-0.006256035544919482,0.017621665636281134,,,-0.036272013469344784,0.028601797756802,
HMGB1,0.09920237521356856,0.0876147204335495,-0.02896183442806519,0.13858709419529647,-0.07936758384306232,-0.026626627755721447,-0.02519373265277472,0.004573924510704351,-0.022295232454073652,-0.013854000195172734,0.010111307112298032
ITGB3BP,0.025322717287303106,0.031044733996354903,0.026590236189171442,-0.022768797049852293,0.01829613891109842,0.010012713115962855,0.07122729706205169,0.03448089475940101,0.001500963584202472,0.010056547661713348,0.15409870637118336
AANAT,-0.02158534320108418,-0.016782565258431654,-0.013964822643711917,0.14842579935506264,,-0.020334431286122025,-0.02455824193580018,0.08762531035187589,-0.02131511452276985,-0.028255473706068724,
RELN,-0.03105138753115563,-0.04924531216668925,-0.020891987333909838,-0.03876931819409184,,,,-0.03715780235367609,,0.004227976292740747,0.06965601942601544
IL15,0.002884408160994661,0.08900893899310826,-0.032540731962912246,0.060502138725422976,-0.015683059924912496,0.008950391505741508,0.04509433602125889,0.07654349052666827,0.031214761376560166,0.11655974180417239,
UTS2,,0.004004146523590932,,,0.15086555550180386,-0.0173162564681182,,,,,
BSG,0.007406855801602162,-0.006561623138472777,-0.03914628630984307,-0.0473351226135745,-0.06601127282529133,0.01683448140671657,0.08430308683893531,0.04867900418074212,0.021778372998665214,0.11979998169065931,-0.13877886865138647
ADAMTS3,0.057994921410444635,0.06535111614204105,-0.015932154402860922,-0.018297066875826887,0.016722540965551334,0.027946246217637475,0.02225679923350704,5.868217363137405e-05,0.037324614726663055,0.06972464659485231,
CD34,0.05111633877196263,-0.0029203431671817556,-0.006014162297866094,0.022509301248408883,0.07494053626986708,0.07212365564226636,0.018279192087184665,0.05649048120517956,0.013828781316399887,0.03320479092710165,0.015671833318001663
CCL23,,0.10072734110126755,,,0.07684948157979767,,,,,,
PLAT,0.013555312059517547,0.058914899769789926,-0.0542467331870784,0.006582718450626949,0.007475865425735861,0.03732276508883804,0.017248621320657888,0.06296470628670894,0.02545696986359624,-0.021969165834555212,0.07237903189868136
NTF3,,,,,,0.03647474427436205,-0.03806325880893826,,,,
LTA,,,-0.013449579568021114,,,,,,-0.028686931882795023,,
CKLF,0.018629362087739264,0.06098668710694619,0.0058649955032221545,0.055619501568218314,0.013877327651733546,0.0017813883810286525,0.030732400555318923,0.009320386600598904,0.00997157108033144,0.07017414366691054,0.018261878750761937
CD24,0.028778860530295068,0.06792104675128355,-0.003188453717346352,0.030589383389567563,-0.01920513563107461,0.024056193763999645,-0.04166019628724544,0.044497222563189644,0.07953487248170435,-0.036477083633446414,-0.0318821423140748
HSP90AA1,0.0676839217700129,-0.034947187205134816,0.019767055044653453,-0.10108159237200247,-0.0031494766614058377,0.0005232633903792319,-0.019015165147801955,0.05413570311992092,-0.06711521849175503,-0.16283466808789313,-0.0549344616024435
BMP4,0.08396023080592192,-0.04392403411358188,0.0007863708505138576,-0.003908867315039914,0.056646184323577535,0.004848815528967664,-0.012404763155485667,-0.03341821438368116,0.08470729733075431,-0.01855240693723891,
SCGB3A1,-0.014877742614118164,,,0.02566497476548589,-0.04862977704787836,-0.00921241800893721,0.09973143530335042,,0.09096663625666958,0.01855525018581577,
IGFBP4,-0.0041570432259520305,0.011335294469369095,-0.015191181186238804,0.022465569473267746,0.021249238538381753,-0.02359041172965733,-0.06495985765153581,0.10361893245785372,0.012866465389132496,-0.024009616676942368,0.0045832377394761144
RSPO4,,,-0.015642679827171605,,,,,,0.050177220723974875,0.05224241180144859,
LEFTY2,0.037818972075479164,0.008676932824697298,-0.007905755584733866,-0.028855930898504425,0.023667746932510933,-0.019676257149088914,-0.0019075847711561033,0.05685788754489433,0.026434100526725735,-0.028497461911212656,
PF4,-0.015433269735126083,,,,,,-0.016726492777118917,,-0.0286869252444262,0.0075904094585060745,
ANGPTL2,0.005789256791394938,0.030409040480416084,0.055633174344986394,0.15003905267207635,-0.0026544330359735894,-0.0013245676474798664,-0.001718502840951856,-0.032584968563833715,0.014911611086503422,0.037242513921374835,-0.024647286770854596
LRIG2,0.06397545054369855,-0.001752127553600933,0.011290801217596402,0.12152557436027563,-0.003996364659941586,-0.03382883796758738,0.07723628445784014,0.05302745274662091,0.1069366691569981,-0.00289721674596287,0.04913676533249204
ICOSLG,0.031363391324321914,0.04083457450108683,-0.00499764117252258,0.0635009802269452,0.01099055423979912,0.05905270408530351,0.04311016700870682,0.06275410243402163,-0.011864618971280261,0.03154558897436339,0.047748611215962466
WIF1,-0.027769663863248174,-0.08835227982307352,-0.012071085515079351,-0.06610075300693942,,,,,,0.11060919123036499,-0.0691105414160366
NPPC,-0.004827682103144661,0.01671179290978312,-0.023546852412387985,0.051400615634904945,0.01079225706966694,0.0684565895802565,-0.03164764567847796,0.06260375362160348,,-0.021216427519180025,-0.08242109674726167
LYZ,-0.013011214309102247,-0.0019714501817261294,0.025906773402981385,0.04338505708994108,0.06440441605037507,-0.014487042618676864,0.031161446044974714,-0.010700947839931566,0.011782150341938101,-0.09107087292847384,-0.013212439306698253
EREG,,,,0.04367911761694265,,-0.028808446527459192,-0.0531491484472261,,0.00551339874846562,-0.0011313525758981998,
SPTAN1,0.033035959895578344,0.0011232683629839582,-0.05993706323547304,-0.07735704669015979,0.07556870683569729,0.004808448438246144,0.02569316338629204,-0.05197290260668895,-0.05246850521681636,-0.1260688148432435,0.03562788444511956
LIPC,-0.018894378710365402,0.03007326275103686,0.008403821420945591,0.033158178745697715,-0.03691909283318433,,,-0.019512843876604145,0.07144743943615904,0.1787407157494767,
COL8A1,0.014055102873908466,0.010557261800507861,0.03443880235447384,-0.009519005693239472,-0.02807389567662595,0.007698340565205401,0.06262567903270494,0.06676398265503804,0.011911715702643452,0.13447763350753938,
GSTM2,-0.021948620717473607,0.027466132294246028,-0.007109969256498131,0.047095754118520676,0.005638725481087117,0.03191287922872996,0.029437882785312373,-0.006746131281843448,0.04874209477256739,0.025129949978099947,
SPX,0.014095366709088984,-0.02020403028552246,0.04386594680978574,-0.0690305947703219,-0.02865324235180382,-0.023370029775805937,-0.02076807873946689,-0.016738197848813717,-0.04785157144037034,-0.02461398806740297,0.07131677307594154
MFGE8,-0.0019496879370623674,0.0396317679525317,0.02952683944000667,-0.02785050880116416,0.04019198413073517,0.009432904133617505,-0.004020278273723901,0.03828299790842226,-0.0023983919550252778,0.017747220170731624,-0.0036700227625487687
TGFA,-0.020595177029730787,-0.016867048686331675,-0.01897475454210291,0.06147072993888128,0.013719471761796517,0.038179254579016136,0.02232505743060891,-0.003499580367119114,0.12660273287846793,0.04184374891652044,0.033708619677392755
SLIT2,0.02093464645055599,-0.03864767840953268,-0.007018134819999092,0.00013182096831393036,0.04178908765303452,0.03592351990267016,-0.012670383348107083,0.006067697861518564,0.05609898194777332,0.05757758017661397,0.13636093408448763
PLTP,-0.0405619442124326,0.011139850853566136,0.003940272063411259,0.1205221062094321,0.05127194748856517,0.03458437880158274,0.014808858431070868,0.058513350170416145,-0.06566934830131582,0.020786306373107077,-0.02700469391495072
APOD,-0.010281260460677103,0.1003475213311649,0.04606299088856327,0.07400364949387087,-0.011988779574663594,-0.04374631814984942,-0.03510560688063292,-0.07531228126717529,-0.0671828846269902,-0.05512736648601507,-0.05472282658110038
B2M,-0.018969120059608942,0.04098427892009999,0.055478624416433864,0.12755366524976064,0.022644141098373465,0.0292153809791941,0.060772565738261605,0.082937110289563,-0.04031477880562667,-0.030642985133958467,-0.009403493312515224
OMG,-0.005290321191899005,-0.004446793530789169,-0.007532390648339609,0.02069186888584822,0.10586329004924162,-0.021488403234496523,-0.023085766325641525,-0.07669288523374403,-0.014700510933660729,-0.10855555451995526,-0.10906062077082361
CXCL3,-0.002331713908632926,-0.022034705934360715,-0.0014356198819319027,0.05281484793593143,-0.01578793043098366,0.01861945547437567,0.0433360553737456,-0.020923832174198277,0.09584918570093516,-0.03221767885936428,
CXCL10,-0.04369736362413269,0.04969022539924018,0.04894537118023759,0.04795721636750663,0.009587353462447963,0.03097196653607471,-0.02243507576563802,-0.028188865099480404,0.03794001552792183,-0.016248049361967748,
RSPO3,0.012860329329323497,-0.02755786203939476,-0.0236259032693726,-0.06375305482449377,,0.05515949970007089,-0.024524522791451443,,-0.020444064944519797,-0.027224771403276143,-0.029516684157944395
CORT,0.02100228450539757,-0.039806545150920095,0.011380247813997215,0.05089627016629374,,-0.02643007442900288,0.12258446187616767,,,,0.07899668442165238
NCAN,0.020818856493674685,0.08608102210799112,-0.033567498433882716,-0.09874898604465429,0.017755391018453016,-0.027881947278733124,-0.004693672230841418,0.037516096046994886,-0.017415579086804522,-0.09849496690043498,0.07836581320414247
PRG4,-0.02237435034695424,-0.02387259563573525,-0.019990723828360604,,,-0.025387304401961144,0.03680764053068648,,-0.008839054366096147,0.06696103201638154,
ZG16B,0.160301649002569,-0.025774303296881743,0.040577474614319195,,,,,,0.04092053693626186,-0.023810295226396286,
TGM2,-0.00906704034605407,0.029735212917370777,0.03612131188996169,0.07712624982972395,0.09593764814027121,-0.00046888372420391924,0.04367884714542788,0.08855726427025801,-0.0102830014280123,0.009430146570742289,0.07866424871342888
VEGFC,-0.028408688973063596,-0.031474518486093485,-0.02877721709771879,0.028397465222820953,-0.007074135525065152,-0.029829906440956188,-0.03507048352729938,0.010617445223961559,-0.011285566537987658,0.04510717513820371,
WNT6,-0.02400491120613369,-0.023475571826612886,-0.02378334125487153,,,-0.0219634940322176,-0.02026302108699793,,0.010389808953462507,-0.024603178572908602,
NRG4,-0.01370292463875195,-0.01664769464317256,-0.02053128812349101,-0.03736905665214111,,,,0.06872927435869862,-0.020444067235811714,-0.03699940696447705,
PMCH,-0.01579335808175281,,-0.01564267907224335,,,-0.023559751352428146,-0.024558241064915436,,0.006100128819155751,-0.02618919965112657,
COL9A1,-0.015135860249237881,0.0318508684492259,-0.019245631986982814,-0.029272813116952304,0.017432022914342156,0.003034508423927681,0.026400842546617585,-0.01842987485301132,0.06627983184472529,0.017513116217325923,0.03244476403786704
GDF11,0.09563338048062803,0.09177882737564785,-0.015243239726980086,-0.09439040240158429,0.06818586960608822,-0.02758699934494019,-0.0012745482237149748,0.031140630348802153,0.042398522235509314,-0.03279021887025135,-0.043983923297745385
RAET1E,,,,,,,,,0.0524945060067945,,
IL24,,,,,,-0.01756558289068406,-0.01645979735384936,,,0.04466694065331806,
SORBS1,0.043764507453542406,0.007623028347832127,0.027629853370884753,0.03296615500163592,-0.022106536220525205,-0.016115917645200848,0.014118664495803087,0.02862030022056966,-0.02712788753892421,0.01477960903096797,-0.0280768151660635
DLL1,-0.00494420358167184,-0.0227707717449887,-0.0530601702339936,-0.04372433398201212,-0.02056593708561608,-0.030320574997426682,0.002308779273130353,0.0036972547657001735,0.06884029357568454,-0.00549684951342992,-0.05045504161282766
TLN1,-0.004901169565995004,0.0628904375645377,0.01456637791442434,0.1188813167351351,-0.007019285039547795,0.004895255699161531,0.07510362269764335,0.07764940984966165,-0.0007252730701254018,0.03335281886617881,-0.007936891995310197
COL2A1,0.009695651268509601,-0.004468344752438055,,,,-0.038400666914184076,0.01695556284232366,,0.06604972386025777,-0.03333447975091028,
SHH,,0.07199326951634537,-0.03585040453468182,,0.0210584794024743,0.0017027781941375511,0.08437556020631802,0.06206171160495736,0.09734373107161619,0.04628369170055862,
PON2,0.03128757989356342,0.06270250679010715,0.00830670308529778,-0.02008955685026299,0.08855537788046998,0.04511977656601144,0.012909538671126415,-0.0030617457380446673,-0.012064854740160186,0.1402717507868681,0.05994653429751645
ICAM5,-0.003400792159979203,-0.043057983343594876,-0.026816437699228413,-0.0660967562253418,,0.02512510124770586,-0.01990339946712564,,0.012036837692589229,-0.02685952675537696,0.0006477978504695151
HPX,-0.02817293934054577,0.02815759122281615,0.004715957546697996,,0.04569286023189807,-0.03340187555639948,0.03753963713965034,-0.02971287886472349,0.02593778869890748,0.045205006095348214,
SFRP2,-0.01977999845376198,-0.01758574951209804,-0.017479125833035722,0.03880077989454746,-0.040970109781325405,-0.009312527485519006,-0.04083680443943791,0.014876460928995257,-0.03470086159756342,0.023418427965548987,0.08372509673168566
CFC1,,,-0.013449580380848685,-0.030491861246494174,,,,,,-0.032738653583170005,
CD70,-0.015422649426308875,,0.146495841390128,,,0.054301393818196424,-0.00658421773345586,,0.06260293334543046,0.1803246382932493,
HP,-0.015290438226900786,0.014948821313035852,-0.045896178636485686,0.06367184892048633,-0.031943792536389466,0.013610283228582652,0.01899511189611951,0.04272615104293096,-0.016715915515592133,0.018984146543991675,
CXCL2,-0.059038120967727634,0.027532262282299793,0.020082090789746612,-0.02281608880102906,0.09130095127876368,0.04743622831246045,0.0188163455759845,0.033311947287335573,0.03314230359818148,0.03588657433363417,0.07758191138151893
NPPB,-0.019193727908750045,,-0.011776999558258533,,,0.034440750844732373,0.03263061124050177,,0.06293437378768306,,
CCK,-0.000987087000650407,-0.03998194003610719,0.014709599396613773,-0.12408682311110648,-0.036919122631946355,0.059809661493346225,-0.006923140215029601,-0.06204482045933293,-0.02690308186469093,-0.18851671952388277,0.013805889079610695
SEMA6A,0.030442431518594618,0.08144890745274797,-0.030725740949673758,0.10929050958329034,-0.03819667652350766,-0.017140869611595617,0.014777657850024505,-0.01833186110055393,-0.03519222591121836,0.05238587980006096,0.07268373565670597
IRAK4,0.032535977479980514,0.07978691216812295,-0.01471207836486067,0.137503401708739,-0.054022750134380425,-0.017187291395302628,-0.002285790669574155,-0.005928222941965208,0.015567852917742863,0.04150074037161498,-0.002844712220708527
GSTP1,-0.03578106516224416,0.06911613758667293,0.015203967465056983,0.11322577595209142,-0.03799525419495253,-0.009565948393244796,0.05869860099171181,0.0711916531562234,0.003991628839729398,0.13147187995266332,0.09408238115937372
VCAM1,0.00873978118844873,0.06522951870630797,0.011081930329449456,0.06711946933132103,0.018237826058634228,0.06228462422400584,-0.03369381966400754,0.05184510054494887,0.06632491354240062,0.02736016817096504,0.042582998149597796
NXPH3,0.03372226251108382,-0.055865794283172746,-0.0005579180570109459,-0.04608795456840931,-0.04508497970573524,0.05837741207095475,0.055525384477510285,-0.023697912020503826,0.027512031529812284,-0.01754768072210912,0.09085940281000582
MTMR4,0.04841091618793158,-0.002620081882876052,-0.02941811379217045,-0.010563134306387285,0.0007933507134263582,0.07113866434693934,-6.509248480386954e-05,0.06673213370226282,0.0484624267213099,0.002800312032572021,-0.03899233670852464
LAMC2,0.030180067933591105,,0.022836807325592436,,,-0.021595281787291302,-0.0027720072457668964,0.07202461250908597,0.02629865852979119,-0.03562905273221573,
