,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.11950524994053019,,,,,,,,,0.010233524615270561,,0.031233795342915968,
BMP1,-0.04436991167527687,0.02906204441629552,0.054981301589392705,-0.027359307203188195,-0.01643308899365377,-0.025768577394919782,0.11650994894337248,0.07638927054054322,0.04072014658456868,-0.034884213160326694,0.08443751282073052,0.16300694439536098,-0.06454133576814045,0.04515901803361053,0.15153227571316322,0.04586305342034644,0.0120095170919007,-0.04367046404079492,-0.013668395253666399,0.024312341765766913
NDP,-0.026994039935411378,0.012427760500645603,-0.010224870775069951,0.1681779839774843,-0.05256937610518621,3.6274674329636684e-05,-0.05840466719017848,0.01647616419315296,0.054163950809573334,0.01796327848869978,0.03488073512614884,0.11378086300464565,-0.16437153884780872,0.10870110300446192,0.05857071118675067,0.13419067440554533,0.04237995205727951,-0.005177706088453471,0.07915675413362183,0.04721145801845525
TNFSF18,-0.022054579320959007,0.006278724693296827,-0.030516105463211807,,,,0.03930875197883085,-0.005081631830835706,0.057618895407722345,,,,-0.11649072932311519,,,,-0.018327151902102923,,-0.04645740882575238,-0.03551752065780666
IL36G,,,,,,,,,,,,0.09018175908862658,,,,,,,,
RTN4,-0.01773709732357529,-0.025326192594330606,0.01695912504492242,0.11783870464728237,0.00024157705905280026,0.024808993940339363,-0.14161297393755937,-0.07356565099846146,-0.03465023597946358,-0.02424320025822596,0.026647974269877726,-0.06369735324464557,-0.0279953875543357,-0.0772521730969451,-0.03775525524498701,-0.10301934674845752,0.007951271184937837,0.044859766832379196,-0.04117267354560107,-0.009230645681987053
HEBP1,0.08135401178356037,0.0109022469545388,-0.01109251064572306,-0.006053186345047822,0.05056634907966174,0.05113463504474814,0.0678166001488473,0.015822524141759275,-0.020271338242710674,-0.008580664733409023,-0.035467264782009934,0.018133928064991985,0.03490696900558158,-0.051369777905445266,0.0243927313457053,0.036739764894838996,0.01083315617050686,-0.0549593322694335,0.008693726487515584,0.022692266494674
WNT7B,-0.025218876616787442,-0.04001909903959865,-0.02422462752463276,-0.028254376020423945,0.07802344043922166,0.019123034502318934,-0.01593847496941671,-0.004161608173101161,0.018283421367822093,-0.014524501474936474,-0.001065479736989482,-0.025527679829350617,,0.007474305801073375,0.0273380094912323,0.024971633850464258,0.05789316926603489,-0.02021327230345986,0.07342490216196058,0.09645932379029984
PTMA,0.039158437372305885,0.019655849065989776,0.05843573792958494,-0.04027175286256164,0.07139511759145131,-0.007592315321140383,0.1808858856320933,-0.020978010945470988,-0.059398829572261176,-0.03041217507677504,0.11771709846567753,0.1213897030107769,0.10513902182259906,-0.11283634468341769,-0.05107063335379345,-0.050586907937032355,0.012398288235032917,0.01572763307172222,-0.06361097416375208,0.01704222784511174
FASLG,,,,,,,,,,,,,,,,,,,0.12378341069539547,
