,UKF243,UKF275,ZH8811Abulk,ZH881T1
BMP1,0.015147807209609667,0.015589002020338876,-0.01554284505490501,-0.02819690117519571
NDP,0.05243195651368339,-0.0297269784364922,0.0898690888235925,-0.022730039462375413
TNFSF18,0.09395883628673016,0.13036695543955198,,
RTN4,-0.08972420202237615,-0.023788542109747974,-0.03139861779717409,0.02787764417259749
HEBP1,0.05178684195014531,0.030665691522640516,0.004519270919088563,0.02705968513543029
WNT7B,-0.04638286852274462,0.0652904327327678,0.010068917920622948,0.007177978339164386
PTMA,-0.08290651456361142,0.014490778465368498,-0.024894582288461756,-0.03116640656631276
CEACAM1,,0.00564547569207279,-0.017644161911210536,0.03185072324168141
PDAP1,0.0647627026594664,-0.045702407486760535,-0.04663547984096866,0.0236605356526471
QDPR,0.06070739963598902,-0.016882914485604673,0.043671816370381915,-0.030825354527918986
POMC,0.009328924092904523,-0.0156716706860399,0.011059561666228894,0.01920075792183055
CCL18,-0.02665079015845497,,-0.03228859986374197,0.014799726993958045
CCL17,,0.015950161958735946,-0.012517678874561998,
VEGFD,0.009855743446071766,-0.017946939806456858,,
TNFSF13,,,0.06755862901768411,-0.0176285053525759
WNT5A,-0.023098379329963937,-0.015410939792218843,0.01273540014051185,0.015246265500561225
CXCL8,-0.09104147414685237,0.0377403369332658,-0.04524783105985966,0.006326041366393593
GRN,0.045986584141040066,-0.013270446755100947,-0.008719833677499006,-0.04940493445642612
MIA,-0.009463538894963618,0.053521873200421254,0.12743053225810866,-0.04633134874283963
COL4A4,0.12548808797182998,-0.017586717895336643,0.023431944666586362,0.014714766574813585
TAC1,-0.03785830241094893,-0.054803800565049375,,0.028282650042650313
RARRES2,-0.02622442202367355,-0.012528260658432202,-0.028986007078990617,0.008418824673121834
FGF7,0.016422120012864423,-0.019072718487862513,0.06370301632956406,0.001792288976188132
HBEGF,0.04853716379709202,0.07318988877817455,0.05541715525248072,0.0012101603029004363
CSF3,-0.030228047142632976,,-0.025357603487065346,0.011098285937980666
PI3,-0.035809629476562535,,-0.06843340579867434,-0.007609634275968617
PCSK1N,0.007019152422619251,-0.032278903323557824,0.004434778869548295,-0.0027032351005460906
NTS,,0.008291203295314494,-0.029202441772004848,0.004905613544039211
SFRP1,0.05734745912074303,0.06376522619725405,-0.02863301791491025,0.03527652485702461
CXCL13,,,0.002717846180956576,0.04262437924777957
MICA,0.015461009419784302,0.0445568670538852,-0.02785019559264627,-0.04440091480009894
TG,0.07483437261167077,-0.01697071617365648,-0.016632865625211227,-0.018522887080558503
ADA,-0.03563490277876981,-0.0032631135992045855,0.0014295749269140337,-0.002564274235133569
LAMC3,-0.012030278619372172,0.046275580254683125,0.019023593976064856,-0.008143613018076925
CCL7,,,-0.01876111530020359,
NGF,-0.017415237236406752,,0.05942659019958896,-0.03863809914497273
TNFSF15,0.005359931312490579,,-0.018289980726146505,0.01321186139996532
HMGB1,0.07778027847994781,-0.040518769602268336,-0.041116050975068666,0.024768004874251553
ITGB3BP,-0.012568653917853874,-0.008365199645768966,0.014722090199059408,-0.0035971593529733883
AANAT,-0.031214059055301117,0.021126582043825996,-0.016458791847012048,
RELN,0.0470787424057291,-0.03360169849306787,,-0.01688139375743039
IL15,0.026484654098546872,-0.03687639338888522,-0.015704982660364467,-0.011492278899847115
UTS2,,,-0.014015865837012382,
BSG,0.041565417759012194,0.06638465654320022,0.00016729598469930875,-0.05939561748443697
ADAMTS3,0.019574233877437744,-0.01699153819141185,-0.04952384858160744,-0.021844527657023962
CD34,0.023928857402645297,-0.014571979706011954,0.04153230882698155,0.029481386488284522
PLAT,0.04122372090697627,0.1078287188627552,0.08658256526406223,-0.0019945863429902157
