,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916bulk,ZH916inf
IL10,-0.004230911887742666,-0.013566959525518651,0.028076509282369023,0.002241741204291933,,-0.04519577198426143,0.012256848061058378,,0.021819971573993364,-0.027513965288964996,0.001911194929613671,-0.032357900185824004,0.026695464069598628,-0.05096644658574921,
SEMA4D,0.12633172852461583,-0.041017048017484105,0.03857298477388601,0.026854755095113352,-0.05986817047568178,0.0893321609000321,0.01829541506426095,0.013424706747341402,0.01482926008917657,0.04982286215792131,-0.06953832373635578,0.0842478134224291,-0.04397368687780602,0.04191391739374804,0.019319640032550826
TRH,0.05047179402075692,0.015475051991855249,,-0.012343220659904003,-0.013634447675734782,0.07409614792449368,-0.022310672077274312,,-0.007960096897719808,-0.015073239878610863,-0.0015935037997960536,,-0.02041559025348012,-0.024091763765574842,
SEMA6D,-0.03302945682307721,-0.030132420088922054,0.040391052673647544,0.04531530243984073,-0.016817095953217946,0.02056050740528415,-0.035199940140641935,0.03624866138100105,0.029183722333142727,0.05618187486568932,-0.038544264958112556,0.05794296223353526,0.02903141996325195,0.007363613457575775,0.021100531413508764
CEL,,,,0.005603431348360862,,,,,,,,0.021260008752733463,-0.012064997062375103,0.015684157209798478,
PDCD1LG2,0.035364204349654295,0.017589588612395724,0.03816189984656896,-0.027444081281071973,-0.018239514133411905,-0.05980458045733387,0.012044423453784125,0.02195924728599435,-0.011601754632181238,0.05683197689358741,-0.04192764966238273,0.0027676356465306867,0.03368430620981819,0.024826163691840982,
SPINT1,-0.05412765956636732,-0.020974787747538776,0.008878667926144309,-0.01054023876214437,-0.023591703788160216,-0.01587867506513428,-0.03060048557014656,-0.017552772225745736,-0.009512227507205902,0.05257254953476095,-0.020388834100035967,-0.004678073202407043,-0.0001336105365689895,0.015855687207436117,
CTHRC1,0.005511697169997469,0.005613395825376067,-0.025843398586761192,-0.04423291318443191,0.03027585022591255,-0.06975288413909242,-0.011654822991432843,-0.005695941169704774,0.03747510552548274,0.0238044777151492,-0.06706230672519378,0.02850528062012651,0.013334576280111797,0.05224523795556827,0.1170561716418882
PODXL,0.03879601352949178,-0.05210151832279606,0.008404774921323773,-0.05396831811536449,0.07814598142662126,-0.07319694421534709,0.00851768344257692,-0.0016831092344009304,-0.015048143455263558,-0.014529038648129235,-0.05866374151520832,-0.005937268716836681,-0.003912351082240278,-0.03777335243019531,0.07750939971565066
JAM3,0.06853364112716406,0.02148450946094889,-0.05718789227711273,-0.06277317163683822,-0.005374320302890117,0.008076045681823893,-0.012889753580711885,-0.020023445906639136,-0.007749842439345628,0.05357308579003209,-0.04827594278304347,0.03163103425211689,-0.03668584314346214,0.028916174970888994,-0.00531736866987407
TGFB2,0.04027134742197529,0.012313427323799244,0.03591305319260101,0.014067514268624536,0.014484105161130707,-0.11023944967401117,-0.03619638491777091,-0.0051594378549785595,0.005517314634089714,0.10192829237895551,0.0004576994099305577,-0.020317075342679673,0.07731807495378425,-0.076727639192596,-0.04715640684062338
COL18A1,0.12899015116441234,0.026558645349208154,0.021674230342581896,-0.017720008047792245,0.0828153684297864,-0.10762845295801537,-0.0018689531540055748,0.005847620720577183,-0.06636973880541877,-0.04346712059846214,-0.007647923726520723,-0.05793728209219894,0.05832655553799467,0.006433579322097998,0.009138790832029666
NODAL,0.034306763181715896,-0.026100477331862503,0.022143503366111785,-0.029728583125532254,0.04065038153399421,-0.08640608839244684,,,,0.000303776719382773,-0.010647518726175299,0.005240567573711753,-0.03457341179316162,0.00311196572965837,
INHBB,0.04794650779590116,0.05646359828362552,0.04865276121250055,0.024868344218782465,0.02366653578289424,-0.07418022507465268,0.018348332841305503,-0.027489405032340174,0.01991619395089841,0.059400737158345915,-0.06282462584643173,0.0037297064381657434,0.019266315364925134,-0.052154270655987864,-0.10020803445417456
LCN1,,0.014225577476272148,,,,-0.030224971796151617,,,,,0.0003082808355730988,,,0.003962325513660574,
ARF4,0.04093035068869058,0.008991623942549504,-0.011503662430200876,-0.024837630474085944,0.00886157658901326,0.020189327470919095,-0.031196241562667662,0.04074809976676099,0.05197826457071382,0.008804900491845707,-0.006263532976177292,0.058454948097133336,0.034451015498168105,-0.012963515943072424,-0.0440347142077646
CXCL14,0.11226499850524031,-0.020582359513921587,-0.016847043905418274,0.08864508796750716,-0.003074298746979689,-0.08790430828522611,-0.0032726799662713556,0.007135807655143816,-0.00979690583765598,-0.027496384955230067,-0.04205873193918997,0.10738128614689675,-0.009395021976856386,0.004682183096993494,0.02316849424914048
LIF,-0.027972745787939787,0.03685948608939313,-0.005374593640547897,-0.06498070931351711,-0.02301061484042114,-0.07168465665611261,-0.01266176677359471,-0.012733421527452136,0.01726506655374156,-0.0021936769010470186,-0.07095809865071372,-0.026280568708017853,0.020653251667639046,-0.06600331669067695,
IL17B,,,,,,-0.04991698994548944,,,,,-0.014796449337920183,,,-0.02323479344415182,
MMP1,,-0.01751276415130216,,-0.012343217967266019,,,,,,,0.0008765942670103103,,,-0.05199768637369031,
MATN1,,-0.016678269366508198,,,-0.022214235333969858,-0.03168882808414848,-0.014167437825500919,,,0.13070522645439123,,,0.08384671043751997,-0.02117410057895894,
ADAM28,0.02708257671305229,0.013355733458999944,-0.01266136914768738,-0.012389870493015041,0.04171318962602107,0.0010556068194335362,-0.0027885996812907292,-0.005835468667953649,-0.044530604320485105,0.029388102679327198,-0.013737225116161725,0.027667860022028617,0.016398581036621368,0.0275150224614525,0.026599622710603062
TCN2,0.03601179518077189,-0.01702977403033968,0.05995246447271208,0.027676712434845773,0.04868792975169357,-0.11696134942043464,-0.030141613079021894,-0.01445640878012706,0.015711617174916086,-0.024878906102383726,-0.03977079071358615,0.02459605428477434,0.018232108903094825,-0.01166742914555361,-0.05861283454734832
THPO,,-0.021732475553752354,,,0.06381983319257373,0.03415394093230417,0.00014015174572225042,-0.013250334299203914,-0.007243897338609243,-0.010705549112194773,,0.014486152791828709,,0.031648064877427794,
CUBN,-0.0038032732194645813,-0.0008968954784338768,0.029191201195359062,0.021503798801306994,0.027363858113991373,-0.0715885698316506,0.024940366057861627,-0.01281393117770846,-0.03032169521743794,-0.03699383408400004,-0.08963974870049914,0.030018580910538665,-0.04698895968834017,0.06976781697009943,
TIMP3,-0.07115924642823081,0.018773917153084584,0.02624977645617122,0.0768294452204806,0.011138648867350035,-0.0008549443996801783,0.02215570957497285,-0.015742789702843363,-0.017175112259742012,-0.027063718579415412,-0.02616677592891251,-0.07246577280347663,0.016721783988964154,0.012627384057639244,0.050828005974173245
PIGF,-0.03773137529769227,-0.004309738462750342,0.05390680719435127,0.03372492677306157,0.010275386520731167,-0.07403483842743593,0.053240631521719685,-0.006035978838461838,0.04775128059817957,-0.007401577270234779,-0.007540067729165588,0.05260867139627822,0.008617037375827264,-0.023668564189183543,0.006570827392622682
CRH,,0.008208276120471066,-0.020824299477465127,-0.01254295931134879,-0.01872012025315838,-0.012656312980935391,0.0026436606799774714,0.023555641331527,0.018362315428561104,-0.034229862820096255,,,-0.0798897721502276,0.009411639760718314,0.04690312443913035
BDNF,,0.04860797002319637,-0.01862856199466255,0.027604081130445025,-0.011288388504118807,-0.0080354863252707,-0.060643491896208504,-0.02155505267497013,-0.03242495092772934,-0.02818631348657785,0.04659351424727513,,-0.044842165685773025,0.0023795752679180147,0.014639431492738138
CCL5,0.06725638409811459,0.009660082420284948,0.0019965051008620474,-0.02191919692670436,0.013531172210579171,-0.06861094236783724,-0.017265830420919438,-0.023917885609957314,-0.019885076222919407,-0.03395151314488927,-0.027979955592587348,0.08733786311466336,0.022447761470488,0.01908421946391666,
GAD1,0.07175753317010629,0.03714074798861311,0.04652640292387581,0.1531973850781134,0.033066386768684716,-0.03735432861360393,0.027135506666663565,-0.05518426299972399,0.10040898185232941,-0.02726858992361162,-0.03236202896977173,0.004456760651484757,0.0070856864739410035,0.04865098955668241,0.08432908812227213
COL14A1,0.19616372241489052,-0.03010014959258851,0.0782671940741396,-0.048166530952145944,0.061828047483018976,-0.016659417904776125,-0.03077474085480241,-0.017356083626437657,0.009923711286879617,0.030288294908216534,-0.08071466251189502,-0.015960653143654833,-0.04702897036711722,-0.05794548007032556,
HLA-A,-0.0916430705460238,0.0591332703633134,0.02470898955224405,-0.10802464105424538,-0.017874496816579145,-0.057960294165474845,-0.006579947540777429,-0.03414491469258012,-0.008019860802313789,0.01477018470851864,-0.012888075417120634,-0.02087734481368272,-0.030491061469162303,-0.015809091450595822,-0.019581775685970765
CD5L,0.1468780169123082,-0.014882719088657393,-0.02858470967797254,,,,,,0.007011705455062212,,,0.0018304349356627284,,,
FGF18,,0.03613701858030191,,-0.017113741124514317,0.030218928468830245,,0.002750543131772732,,,,,,,0.04267578459256195,
ADM,0.014473939624651606,0.029165494534686146,0.020424744016677918,-0.09165513936663255,0.027632174238696898,-0.033511858661951666,-0.04036728752688364,-0.012227013644266984,-0.0553448379361906,0.04111454887818703,0.044654814138477966,-0.12343680080620689,0.028807568656981218,-0.03744822972357035,-0.02894502125233187
CCL15,,-0.02483049850501345,,,,,,-0.014655723996560455,,,0.09621217767654375,,,,
GNAI2,0.03053878443697292,-0.00632009951915935,-0.014958570219276308,-0.057024847868086766,-0.01748063006496779,0.009093615840153396,0.002686060699406133,0.02974753911864196,-0.03801503976376509,0.04221104003219451,-0.04081263617548116,-0.04269997261945429,-0.0065124341032905,-0.0002722065291451493,-0.034900350546571354
HDC,,,,,,-0.0361574075070148,,-0.016130577721446795,,,,,,0.025380971480334077,
COL11A1,0.016165844546421764,0.0921337072774209,-0.0037528971771134084,-0.024991091592499303,0.04054018140205151,0.07578963557680764,-0.01929626790562085,0.0017318818399279677,0.06953600469876398,0.02707484566536826,-0.07271139458049893,0.09321034370610326,0.009014756222817102,-0.004306858467374836,0.023734273534487055
NUCB2,-0.020048814277943472,-0.020005461710805108,0.0009177288716023724,-0.034679744992195664,0.007246851270147225,0.01290914803476768,0.01828802641706589,-0.033624309806820525,-0.004195801461406948,0.03133413780262809,-0.00833690383869704,-0.029316916910807764,0.03530027914354118,0.003483902422685581,0.015634074510256297
FGF16,,,,,,,,,,,,,,-0.020864314055438576,
CXCL1,,0.000865273526001681,0.08194812738584482,-0.0006112156317439884,,-0.037735040324285374,0.005243339849636304,-0.012057883317622824,-0.029495469028474695,0.08342306415693991,-0.031953471191515995,,0.058761264089904536,-0.024615259303688724,-0.015846226220088064
VCAN,-0.03586436624232633,0.04496087167680439,0.02722460210240958,-0.0289770199864394,0.04782793529491732,0.007737581874265726,-0.02669421170354839,0.0007192558028652292,-0.004724383334309229,0.020484585971249122,0.0822552632513168,0.016669340645722428,-0.03832207241457742,0.009496406659485175,-0.02804663391104345
MMP7,,0.06847143977855856,,,0.09300463504632651,-0.02206173677505511,-0.01399171280686981,0.051221939435404325,0.05943770037380206,0.016714852769573182,-0.0532235835326767,,,-0.002093571135886426,
PTPN6,-0.009679862555624998,-0.04772065952430254,-0.04677745191570517,-0.00037534630003082953,-0.03698301200915348,0.0015680366615147985,-0.01090962621382618,-0.02887231616723206,0.0067167766552160115,0.0263412344012228,-0.02588118637245446,-0.018688519228871922,-0.033168046007235615,0.028634785720913058,0.06860885582914354
PTGS2,-0.02178135885295245,0.05176112658345227,0.04766900855799088,-0.04548826595839766,0.029147528462032075,-0.006452591892583789,0.03416486818188515,0.009481795650448073,-0.026219753161662283,-0.0018483085625665026,-0.04143272196505205,-0.03221352453757306,-0.0035751401596190954,-0.012285992432993777,0.03500137683457025
XCL1,-0.02880659848471572,-0.016308798195955012,,-0.013124763093978658,,,-0.02298086476474099,,0.0873351819730711,,,,,-0.03768313161362336,
CD58,0.026496599980719713,0.04699988936593131,0.002253549481052675,-0.0029595274397358853,-0.022300263927241597,-0.009933031561868807,-0.01748598496376674,0.017467025393211735,-0.001701768574662733,0.07037694646321763,-0.0510026452465267,0.019091768753392413,-0.004376280824861266,0.03295451205972856,-0.08965632823443556
TNFSF14,0.10645051684228322,-0.016432795465366076,-0.023299354967431643,-0.0369418254559036,,-0.028893280076766927,-0.029334027085323424,0.03621289379890673,-0.007448712752209068,,0.11146639458851888,-0.06418591723915083,-0.0018006526986247332,0.0973094223378561,-0.027054447039167845
CNTN4,,-0.02889082951202257,-0.018238660743088504,0.03000248519423459,0.030362909590416244,0.02120558715704059,-0.031506632899051416,-0.01824641503052628,0.06607401226280353,-0.04300052577556918,0.04581576085652823,0.10995977014360213,-0.03366920672236853,0.033800056753993536,0.04410139332151667
INSL3,,-0.01460967324767268,,,,,0.06827411641249388,,,,,,,,
BTLA,,,,-0.01368300244752751,,,,0.05974370840718665,,,,0.019433369328815554,,,
MFNG,0.06806779008638388,-0.04324774595479667,0.010041945858166241,0.0810524832651781,0.03261777435409351,-0.05881221711712529,0.0011280878807169562,-0.03470850144861366,-0.009972384309448985,-0.03329672123314099,-0.02081856564787732,0.032568266652556854,-0.02483015744185563,0.06268979141614857,-0.002213633457714404
ICAM1,0.039897793913075526,0.014151526065931019,-0.012486606945071449,-0.06217957165993205,0.001446881297053098,-0.07440254056083588,-0.016741707625683083,-0.02517532844560987,-0.00729686514806882,0.052739535152359636,-0.07849125185763174,-0.017482817018369852,-0.013360767370331816,-0.013398442229838315,-0.05790510686259073
PROS1,0.021953175582280073,-0.009541703837265852,-0.006882764721228187,-0.07592494506899809,-0.060166291899828805,-0.06267910926069682,-0.02299667371973323,-0.023209556495871555,0.004071626493991845,0.038575964302293986,-0.028315087145180703,-0.054055228490539106,-0.0014073270426302926,-0.0070029462995621315,-0.028089963099556015
CLCF1,0.08754493334198175,0.033991589179086394,-0.015290393659160665,-0.07501721074586713,0.01339072793512571,0.006438901883622385,-0.0007516319906119861,0.005377316825872609,-0.02298271956657716,0.06290597559097351,0.04806709421689685,0.148424834790724,0.003946304297382023,-0.023160430574616538,
PSAP,0.06952837886781914,0.026588149099643014,0.005581398554664077,-0.06197285995706992,-0.09499954480545707,0.06478732275724178,0.04796224424508716,-0.0005442760225511164,0.024995657615846986,0.006948338465889016,-0.014231222777316815,-0.014735645054189533,-0.03917052108954984,0.040500429668153606,-0.06678988540669395
EFEMP1,0.0946351908106075,0.024863912999358622,0.0325794026883635,-0.08055457767467708,-0.0009148634521180077,0.007169839350767712,0.01749770259319447,0.0009740242703747249,-0.06343416082437663,0.0289115226171372,-0.021208462233331848,0.051852424245822905,0.017137404260248797,-0.0394364926696979,-0.07503955800587665
C1QTNF1,-0.09833880415681748,0.018386735708079527,-0.02188837728800759,-0.000999802745585113,-0.010890358482876353,-0.09139194421030578,-0.05061173155861527,-0.026136620319239825,0.028506595135096076,0.06315751317722741,0.09300395276979141,0.024725080748683157,0.002920268346587196,0.008579062752431674,0.062630089836192
ALB,-0.04336766010086164,-0.022586936079225302,-0.030735194016931026,-0.03232043803081202,-0.022011012577272202,0.007583681910793212,-0.01761400509517337,0.02913977189619953,0.02706543900740289,0.03011443344556341,-0.04043614500356477,0.009296403393689203,0.12818191939458365,0.07448629710627301,-0.06859346680410308
EFNA3,-0.005948216956770934,0.020205125330664007,0.05630791310332657,-0.04452892608547795,-0.012609619283646185,-0.03819598615682271,0.0020791266939876956,-0.010056475935057046,0.0006294766241821498,0.05463679059747457,-0.016827030216597462,-0.012065602638534187,0.02989604614431108,0.06225773003262617,0.10052972576368148
DRAXIN,0.057075667844831354,0.01056588030351275,-0.030157016345347048,0.0020206178985470225,0.0617164256485847,-0.03516319727661637,-0.045877267016519396,-0.010740765600047678,0.08497553410939906,0.010445763293795717,0.04212577685018977,-0.04330759631154696,0.028766046801647467,0.012742587345819767,0.013950286980236225
RAET1L,,0.1055332739269146,,,,,,-0.012864484029582481,,,,,,,
NPTX2,0.010701381163081254,0.03439809479238785,-0.018933531438673965,0.09230782087958585,0.02671658401495401,-0.008928932781941734,0.05107746897219484,-0.012546193551377007,0.05479159407408571,0.06610273508754476,0.004607112923410698,0.05677238571554783,-0.036167632648968405,0.04396618359336699,0.08852275074870679
FGF11,-0.05570037888095451,0.022531662883678846,-0.015514679417318374,-0.08904951073038092,-0.03902774775275168,-0.07539770556480622,-0.01289226489991852,0.024424877536429718,0.006942719770606638,0.022322407600801893,0.023297740911017155,-0.00984338851006556,-0.0455036870969711,0.047118698230062234,-0.039797839438617234
CD59,0.0553303610249292,-0.010235924273305275,-0.022457480184495542,0.049598340193921855,-0.04041593205628071,0.014117761687814524,0.015642485110202498,0.021353111818507495,-0.048281469109434746,-0.009582298877511134,-0.045050756550237714,0.06506927342995866,-0.05148822181668463,-0.012230842805960996,-0.057416304275793896
COL9A2,-0.03436038729237083,-0.003752581963220682,0.03777474485197485,0.027412260463780567,0.025328670972001595,0.054400401605716804,0.048151811347018396,-0.045698252596333325,-0.01617232541620551,0.08421243447171031,-0.0040277750747680875,0.029565240236713326,-0.06481114852666653,0.028942311671151185,-0.04943455538553933
DLL3,0.10519066838246299,0.0028978202530499666,-0.01458589090962038,-0.014604292606373815,-0.009602122842203131,0.030763679416300677,0.024568591352918584,-0.04377494361813833,-0.03323340286076137,-0.009839487609972867,-0.09784589280029324,0.06468629749916287,-0.021504738273834083,0.0321714764667584,0.0881861032751808
FGF5,,,,,,-0.029467500451691147,,,-0.03944717565873015,,,,,-0.035790554255775604,
LIN7C,-0.09307228224715856,0.02971000971156003,-0.011358684542677395,-0.04072341684961551,0.06502583569559961,-0.009284138624562751,0.007400319608095692,-0.0015885996441238148,0.012645663192338778,3.0048875972962072e-05,-0.005714275958915603,-0.008517040503264298,0.025973864064610594,0.07857468107309301,-0.037070820692838784
GDF7,0.12727318811349259,-0.026839399914508653,0.09781216405485392,,-0.03144125626082842,0.0023147483963839987,-0.03295349083912231,-0.011777378662524476,0.04455029914215012,,,0.00480372463732027,-0.0009051180783185513,0.045377250337259686,
PSPN,-0.03308431647381742,-0.03308276334229504,0.023715697793452027,0.10752102270243953,0.009325362556816104,0.015088578629835394,-0.0418271720756542,0.02193103650216102,-0.0327432302007176,-0.04420463156748198,-0.027551382961193242,-0.05450175806281596,0.010063480882569661,0.029012325295650402,0.05281494618425606
ANGPT1,-0.03757330122813027,0.004239858014533912,0.06418291721772788,0.0371465711371075,0.0030112872932330564,-0.00821105153455721,0.010469545632620536,0.07613695114744831,0.03121134796758085,-0.022285510165757534,-0.0689157473049767,0.011243497480386421,-0.03439955454636381,-0.008647043960599819,0.057950684873939
PNOC,-0.03069743120852184,0.05235841288171581,0.004122100684032089,0.12732882821003677,0.028251740539162573,-0.04321787927839186,0.08641824608969763,0.02174001736072933,0.0670884677230969,0.02574891622210392,,,,0.01709107954597153,0.06593013419884346
L1CAM,0.07225700114889735,0.039838699307198765,-0.025404163704930895,-0.006203333123304429,0.04003271592965489,-0.05951328010849527,0.039487884065571646,0.0016772528971439435,0.011875414446261855,-0.03859856682421911,0.02323114040207754,-0.04051048396299494,0.011429279395964774,0.018145532684516054,0.07345316367815036
APOA1,-0.04122133720667713,-0.04182566296270614,-0.003488969915576723,-0.019649816899941455,-0.0432663205274923,-0.05043137299363919,-0.021009165844969774,-0.0038073052722071266,-0.045174411491276545,-0.048132982674609866,-0.004677492268768698,0.012619676031024417,0.017478640298400454,0.03439865725457372,-0.031119961986617387
PSEN1,0.04465165923989858,-0.004522079576409594,0.03303067042467969,0.030915743531529045,-0.0019527565502348186,0.07298837202692729,-0.014168491208324469,0.053833080061522105,0.08507499417992584,0.03462473881189008,0.003884004853991551,0.06901708473818358,0.012970864837060846,0.013885666471027916,0.020588753500355886
CALM2,0.10567324285420168,-0.0032654270513418206,-0.030766030662215678,0.09678865404646353,-0.00819349138178602,0.0407016758044682,0.005170152038987379,-0.03141324408248377,0.08131467264923496,-0.03291798525614484,0.02008066290478671,0.057022663758649235,0.06160735782122149,0.040921917929750404,0.02649437873982943
CLEC2B,0.12243841659704821,0.021704330463064685,0.017295565693932886,-0.03134200871974206,0.04475972434953704,-0.014344378312446636,0.022179427717458667,0.036045088964795406,-0.03787750728177105,-0.010264946659544926,-0.047665475403344815,-0.05849062571103065,0.005346038539286287,0.021367429362187197,-0.07155267379775783
NTNG1,-0.06370293942999135,-0.011665572425925936,-0.03827812010409002,0.011651368399924615,0.05085358626438152,-0.022042696659743982,0.039236545568947165,0.012438799455860503,-0.007096720876248857,-0.02236649039294059,0.009842456635648448,-0.03890873495013662,-0.030861098478054096,-0.0030869456255484275,0.09158868537468585
LRIG1,-0.04960614861080733,-0.06452563517815063,-0.042679758991774695,-0.046420081683670476,-0.08537152902868562,-0.04556201280298457,-0.01330896327269602,-0.02520053549887645,-0.05183143693791965,0.02250285842962153,0.01834538266155028,-0.03795876179063302,0.05091316215248452,0.020492040170095673,0.045153357542698225
CPAMD8,0.043544722239127,-0.007572591142067255,,0.02622516180143087,-0.008119579533137751,-0.026657319793943503,-0.0023417242418117615,0.03030100073795997,-0.02904609297271465,-0.03874401033203007,-0.031953466997092464,0.01206704595156022,-0.05237891117023,0.06550142731356243,7.37875899245928e-05
GHRL,-0.02972581491641716,-0.030322928629426465,-0.01168453835813371,0.08924853815071315,0.10639332586217352,-0.04903417991266723,-0.02180772600804356,-0.010740765600047678,-0.030479794560604852,-0.020693082999635272,-0.04305153686419964,-0.030868984116109454,0.009743066462203812,-0.02023148116467783,
NPY,-0.03851694259949758,-0.005761340598121863,0.05004661438746005,0.06403235088659204,0.02068914743098463,0.01854099438440019,-0.01834720907998649,0.012030217496188728,0.037509396208508315,0.01836803612413731,-0.037314729889790926,0.02729100121370088,0.0011408078237817388,0.12117995757567109,0.005668708210992983
MMP2,-0.04763917296435902,-0.003471139936746475,-0.010365939749526869,0.0654429210572787,0.03335582585401125,-0.0007709210930380518,-0.002397808483970405,-0.023139574365301677,-0.07690771025703613,-0.014355669929968186,0.01773008321302324,0.028314051194717124,-0.041029988814660676,0.053846152231929845,0.02569853447237952
PPY,,0.06854810988728163,,,,,-0.013079238784231586,,,,,,,0.008223550962932355,
ALKAL2,0.12211948992237562,0.04131794027541647,-0.015709239687223875,,0.008784638814538311,-0.030224966897553707,-0.031549232440257494,-0.02855844606402781,0.026539651641017,0.027220917642452776,-0.05107922529418378,-0.022173731939597895,-0.00688285540472333,-0.04078640315568219,0.001688355174610956
CSF1,-0.006797054170891332,0.035040713176603774,-0.0005422012943198761,-0.0682152215392517,-0.020027904234050577,-0.045011613172103865,0.014578788468766467,-0.015870831307266096,-0.011238199852687113,0.004129628140976201,-0.10180781497586176,-0.012869824398855069,-0.02742209559359335,0.0023056114216154808,0.0016919958496537163
SEMA4C,0.024694530158270934,-0.013218330480798693,0.0076543461968707205,0.01808422908457145,0.03096762131008847,0.0009949301855531668,-0.05358871083945056,0.00981225615799962,0.03798869957334531,0.016538833023246772,0.010105581612370055,-0.03025495746372408,-0.020927844444182934,0.09996294517125784,-0.04329952060305579
ICAM2,0.047792760889493635,0.020898706817143307,0.00544273473401908,0.034444273264676965,0.09465798725696445,-0.07010739616850523,-0.04692695170352823,-0.005418047079285532,-0.0019325369256588804,0.00823439823923342,-0.03300405412485622,0.030408475213363775,0.06182124668264921,0.01931047028628584,-0.05608235462735266
SYTL3,0.08283359413347052,0.05753685529796559,0.015454862811986863,0.00984046482159713,0.059942091752481386,0.006175622496675809,0.01107591721795586,-0.024197038443985904,0.12368968292236185,0.02023321502926468,0.085361043780878,0.023780794379147763,0.05270242928499252,-0.07269963908735118,
IL1A,-0.030507755695879303,-0.017305267934811654,0.02260040248775929,-0.012304935864680282,-0.018799390972023256,-0.0623700527413005,-0.06774762784772863,-0.030276733374911973,-0.08426003310736525,0.017456889949739773,0.013210955755855089,-0.03994454272654514,0.045980746522846484,0.020948450470856982,0.0039222225564548505
HLA-G,,-0.017512760441602555,,,-0.016981875116166494,,,,,,,,,,
PGF,-0.06285109756267616,-0.004360052505108482,-0.01936005276546003,-0.029179597123980196,0.023503242169508505,-0.08642101728662126,-0.021965300721549952,-0.019421190714068455,-0.005967335687626723,-0.018896185316318963,-0.030836903731781412,-0.030414464943735287,0.004892444980771715,0.05169040476226184,0.03096936442920146
LGALS8,-0.006093806053069957,-0.0046132543082683265,0.02260382991012546,0.01920360792326093,0.0362904309823572,-0.008957241634121775,-0.01946932619824771,0.039175420427589154,0.08806774530567464,0.0023016904746404614,0.011822541571353696,-0.010815724048766769,-0.007567865561674231,0.02254455321271917,0.15917294460798365
DKK3,-0.0583975417616379,-0.003951180981899023,0.008870756986587236,0.10417189867261559,-0.04862523910375455,-0.0753531918451275,0.03670473050861163,-0.0580786355309615,0.05563900432950305,-0.042883122792482596,0.03284362846688777,0.0558895682049442,0.03924769953605356,0.02330144601257956,0.030315676408151658
COL16A1,-0.0658339380360152,-0.001209866421958253,-0.03173472380459264,-0.032068452060442884,-0.019563899135118443,0.03360810485028087,0.005657247048282893,-0.03204024887688744,0.07272927084658735,0.027423377422348107,0.03726893502853404,-0.0463162213029255,-0.03815454214302279,0.016423765067192456,0.0008539421586271757
TPH1,0.10021058480547702,-0.012858813819245671,,-0.016357902321291855,0.04357460908423982,-0.03168882778501928,-0.03024953477335589,,,0.04915830834961473,,,-0.060289807520313245,-0.023442845004283112,-0.05152312989314842
TNC,-0.06047385346758201,0.03938390063430092,-0.009575953249269879,-0.07546733014019734,-0.011060514209404567,-0.05275006934186308,-0.06290052676280951,0.025110002514377356,0.0037674443312582136,0.07015556326113466,0.0602135125808173,-0.08003644216800689,-0.05453891711825168,-0.035186694457603876,-0.007344201096946636
TNFSF9,0.07785790393191744,-0.022865758826329425,-0.000931823537846,-0.019556363407841292,0.018976114081753127,0.04587442857846657,0.0018460688782669411,0.04741871570711415,0.01474043920189633,-0.0011987353321414199,,0.16281014811686811,0.05025288756775165,-0.02046470672541681,0.03400117630666632
C4A,,,-0.0154807515689879,,,,-0.015504781541016038,,0.03168463179530415,-0.0264751712407084,,,0.040527121411637605,,
CNTN2,0.1806148829255252,-0.014532920533379392,0.08189493163742928,0.01876631707852212,-0.0069116374880599995,0.11480807598047989,0.003475525622125332,0.015149929519744216,-0.015933474083928357,0.09672863464053792,0.030345243867402564,0.11667984796831359,0.06466571158739615,0.08191441776207418,-0.06904154071614042
F7,,-0.012544742005724733,,,-0.015628417743469264,-0.011895910496483633,,,,,,,,0.02445627536295863,
LUM,0.004589261293948973,0.022409583728779214,0.005894893821945243,0.03724714805337253,0.03625651458171233,-0.09079974043696282,-0.0025744980661846282,-0.036826249161015956,-0.049005331576142064,0.02250805055024071,-0.01478113531141925,-0.011924466236792226,-0.005526899456638913,-0.026335044237420512,
IZUMO1,-0.025087363489586373,,,,,,,,,,,,,,
BTC,,-0.011381072606847946,-0.024224626679454672,0.023715126894980818,,,,0.01017748941917501,0.014468264684041719,,,,-0.02997605398912469,-0.018188577548876334,
APOC1,0.15265652867108218,0.032508416997736926,0.0019823056660153945,0.12065779424556247,-0.013825771781540094,-0.041723219217025084,0.005314628698099428,-0.009263099226894047,-0.020032953291556105,0.01716355434989746,0.005350593601286633,0.03915062872805905,-0.04808303702595022,0.037020017857506124,-0.0077099833779435325
PKM,0.06307400854214197,-0.009424004763297696,-0.004360921586837693,-0.039030251394812684,0.0031546931893868934,-0.125483470251229,0.03533394568761227,0.025765112517033853,0.014499789711608656,0.0681052495317808,0.030748158406980947,-0.0621590166250573,-0.08532228469788401,-0.047283659703262385,0.10559193330149332
TNF,,-0.0292727238166611,0.014434299913390245,-0.02518272514045324,0.03298632369082218,-0.028519196346129587,-0.019068546284995422,-0.015702761930624004,-0.0677250625112909,0.0001669824013942309,-0.07269367673029611,0.08869509238288764,,0.022250218506881792,-0.015783425167540627
