,UKF243,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ANGPTL2,0.005817958033031173,-0.022080933499864897,-0.0293267620415805,-0.033128505503054705,-0.019894776839356927,-0.07121677096021015,-0.00668714741807061,0.07510982267865449,0.049397224878551596,-0.04917188558766763
LRIG2,-0.03583453100869066,-0.050121459499925185,0.01189396685199971,0.027355690984188358,-0.036105698041377365,0.04411544558536902,-0.015429183984625172,0.07143484078239513,0.06234663457556407,-0.0930157539881034
ICOSLG,0.014121222250840506,0.03541234416621181,0.08308810971825888,-0.09182729123576548,-0.026978950377413307,0.02036042237604472,-0.05135985414180021,0.0029952285537311104,-0.03678741762289445,0.047519495216884894
WIF1,0.0684900992536474,,,,,,-0.017570999733186245,,-0.040412357225963084,-0.06887891075929696
NPPC,0.033174867071655775,-0.0131982018033607,0.07704486367413725,-0.035711759258360704,-0.03507157795879221,0.002682210207452737,0.03312591336759967,,-0.056640598419878015,-0.05390610136196511
LYZ,0.03332711609063154,0.014643489190955105,-0.03304035954207946,0.0009161062465005255,0.01284020991714349,-0.05626945537061826,-0.028188518705038603,0.07433685392242886,-0.024290468078271517,-0.0668572340638176
EREG,,,,-0.03797187045575169,0.04969284301574764,,-0.023542437924224145,0.043270607710758455,0.01812820950428849,
SPTAN1,0.037536234976861566,-0.06240181689242509,-0.030362217741878802,-0.0319880908753269,-0.01344414908905948,-0.03887629314652929,-0.05170889032172223,0.04398078411092366,-0.009415156529198297,-0.08161532437004992
PTH2,,,,,,,-0.017117021496904812,,,
LIPC,0.0508427016768037,-0.015289736338197862,-0.035450472799144386,,,-0.037054390674751386,,-0.010874348647851593,-0.01872584408262726,
COL8A1,0.006288748956390487,-0.0295767818918734,0.024745567109822713,0.006691938955885895,0.029247692511584173,-0.009709748998424703,0.03213337236400895,0.06431913280334442,0.07609632322427178,
GSTM2,-0.007368639468198791,-0.028431760851303896,0.028140167021358003,-0.04910025627228586,-0.057300238556817255,0.00657641612619775,0.0135442433187221,-0.05254425002245569,-0.027972472927286576,
SPX,0.0273103309768156,0.0845793911798005,0.21111147800562916,-0.02411961842190368,-0.023014959784540212,0.10262895367053453,-0.04651615692112745,-0.005352927648651184,0.05193517298712811,0.03895794133135751
MFGE8,0.0011886910460322205,-0.011520164243457184,-0.07807494477991277,0.021852048017111974,0.04933826951696799,-0.005192356593893452,-0.05501376663411464,0.09419767023153809,0.0587300823238017,-0.0918894260293413
TGFA,-0.11333107158688271,0.003531727928338634,-0.026452193353797407,0.06614490961073338,0.030109146072973193,0.021267567242471072,-0.008425777127896708,0.0023294935243508732,0.041301636516634585,0.06808658959480256
SLIT2,0.12834796140720678,0.017668271186620312,-0.014323849676683958,-0.00038093007864152724,-0.021901072948071847,-0.04164686236049517,0.0008103034397066549,0.11468326588587137,-0.002285437188747231,0.09372412835621256
PLTP,0.010565329132145891,-0.06133517145535277,0.012004902982761717,0.05156316147745777,0.05870327528682245,-0.013877616903884477,0.04855826418923935,0.03720066673114809,0.037426739842296296,0.0975603136543569
APOD,0.05153437331300525,-0.03114119058264573,0.1063016276141475,-0.06712532884903225,-0.06319085486821985,0.0243560521535298,0.020824086430519882,0.011801818775570887,0.05357125598767286,0.10983008128464118
B2M,0.02543416024049072,-0.05494972929279466,-0.01500788796619709,0.02180687170019231,-0.04729329219694679,-0.05365991829708727,0.0837023573055406,0.07061792812337335,-0.05928186472958496,-0.042380171837351856
OMG,0.10452074351973155,-0.028389766474108437,-0.00451319871328858,-0.02705843345776844,-0.1025776993237328,0.07211622203899626,-0.05285977663929989,-0.013809044578924684,-0.0373508521627588,0.01875522024036576
CXCL3,-0.007343534307280786,0.08287535333742935,0.008256331992729363,0.04585529796009656,0.08373312951029575,-0.03427026717449193,-0.04609631252689615,0.014230291247269404,0.051657055114868074,
CXCL10,-0.04208056566529548,-0.03161475076854199,-0.017496230336874443,-0.024702898575776757,-0.02486230782282397,0.0130736582352957,0.08027488956004505,-0.02022316571896413,-0.03823529254037937,
RSPO3,,-0.009880528656062109,,-0.034868820744995976,-0.061251436071351265,,-0.029251369185211835,-0.04238018847921394,0.06238540428766876,0.013371001750105157
CORT,0.1371404442477055,-0.02215784418898056,,0.02113067855213634,-0.019397105391202752,,-0.03143613142363645,,,0.00563517537048321
NCAN,0.08954115169556646,-0.005063304992804252,0.11110628662607583,-0.062095030269339054,-0.16495478720045767,0.050862886460001824,0.011975178513264408,-0.031414833240013935,-0.02198246432177483,-0.013719842897424315
PRG4,-0.030096033608324402,-0.00975165568595838,,0.11037003675233029,-0.028621615992073843,,-0.018158769289125378,0.04060629700621909,0.0015710171266715676,
ZG16B,,-0.011317989048520131,,,,,,0.018574126386941118,0.0640122307789514,
TGM2,0.008286860905310152,-0.003756397998312756,0.02811612251160964,0.025445135299092255,0.061623949307402365,-0.03169591088268056,-0.03154897237550842,0.08555917849182373,0.05860107106801311,0.10453518608195457
VEGFC,-0.02159450500132411,-0.01738006153312824,-0.029375950835624436,-0.0013533952712199056,0.04992902234341373,0.02765209915470491,0.004627684914459896,0.040743566046641894,0.08512731019810388,
WNT6,-0.02738758530442682,-0.01348779546479637,,-0.03571176407651754,0.06066993850083668,,-0.025085695930531865,0.03575995939516687,0.00678787535005559,
NRG4,-0.02041020010489992,0.012026393762676942,,,,-0.036297393919847806,-0.02496024028285319,0.06364698869150227,-0.030372541798561394,
PMCH,,-0.016444562677408323,,-0.024315425277026598,-0.02721517659762982,,-0.014371075805503317,0.013359625073428466,0.010702193555026924,
COL9A1,-0.01277336631240058,-0.012395480250325067,-0.07565536814612417,-0.09562885671679708,-0.07689823948348493,-0.015211010931002869,0.06262809308390334,-0.0312273939506462,0.05576179870925831,-0.005027804055572328
GDF11,0.008505261082502073,-0.057985973052051124,-0.025222563519149793,-0.00807421293200459,0.009425035781297926,0.02856711948253575,0.05649588263065533,0.03246403890621246,-0.004555619266063642,0.0013774377256299125
RAET1E,,,,,,,,0.0523650462043679,,
IL24,,,,0.12904415200543268,0.004189267815610456,,,,0.01557241528928532,
SORBS1,-0.027785790599214773,-0.01287967561489676,0.09300969705145849,0.002672075435106385,-0.002181868309063058,0.04468186047956547,0.09435943115648451,-0.0013563972080100364,-0.04764003408415367,-0.06487423806594066
DLL1,-0.006698796332169375,-0.06372446257809962,-0.054255381623395264,-0.009755798839243388,-0.05564777115064453,0.021400768580552638,-0.013253292421319052,0.04364898923597705,0.10481633893436233,0.17128867367921088
TLN1,-0.05540980437790859,0.01037445459819748,0.0771428218147033,0.042324075619596106,0.11179526932950228,-0.024535321142927464,0.012592547650294631,0.061549176911466316,0.09200848658779866,-0.09639947368073737
COL2A1,0.14221273181335087,,,-0.039632359992780544,-0.001467548191282529,,-0.03027498641243872,0.0544283192947254,-0.024616492717332922,
SHH,,-0.010133571343694279,-0.007421047392194181,0.12417464936211796,0.01910794631246138,-0.024932951320856954,-0.058525030963431986,-0.03805448687789533,-0.04296959967592037,
PON2,0.04690110681142015,-0.03670339800353461,-0.01452572755226235,0.0023299743972936137,-0.10024079244297474,-0.011079888887663057,0.030534279252065505,-0.0602741478032849,0.04877067485200847,-0.0632151514573417
ICAM5,0.0048990779860135,-0.015793890181329748,,-0.04099435315084269,-0.023159312838782267,,-0.00426787200302227,0.029766301128344212,0.02316706513135663,0.019743829162266233
HPX,0.0013864975686640152,-0.024656357675701505,0.05090593065996104,-0.035505393821253,0.018411008720992106,-0.027726590726179428,-0.019002039894974922,0.037756154195090486,-0.0299731403435249,
SFRP2,0.08008102584898508,-0.01154103958675682,0.005134203464348705,0.044837096323652084,-0.06384322497630605,-0.021665284251302666,0.03825774916180787,0.1254121497840767,0.07012505574477254,0.10726738572973964
CFC1,,,,,,,,,0.030548242082002523,
CD70,,0.05397479465052455,,0.022767628870872875,0.01715892013073176,,0.018338563772650328,-0.013984782580419661,0.11023161360703794,
HP,0.07874166337223158,-0.03420124939208285,-0.0697037412299986,0.03263263076678339,-0.03117435775321921,0.020324905859390355,0.016286376710243952,0.027030990804044672,0.0203382059793597,
CXCL2,-0.025533621121529137,0.025591328017152897,0.0139033398972329,0.0811922366453429,0.04901635633412321,0.05433678985199745,0.025499075564812842,0.04508265387957886,0.08085738761613293,-0.049006435793835665
NPPB,,0.06745812881433703,,-0.03840735046290845,-0.053175953320033754,,-0.02147905810893071,-0.04298998613938174,,
CCK,0.0950608158378787,-0.003851720123182704,-0.035450501412529,-0.05449414384407755,-0.0953824263851198,0.03280383798307012,-0.0764302165150944,0.055174823040944475,-0.09502490108032426,-0.0816314558575369
SEMA6A,0.020598845305185833,-0.11410332797040754,0.1031186708581293,-0.013311997122004206,-0.08405047921476198,-0.02362468877346445,0.004058903142646652,0.009874945271920637,-0.012754867921964893,-0.03093585360057559
IRAK4,-0.04002171377082628,-0.06045675944050328,-0.047274917820936964,-0.03531459788196478,0.011397731278569285,-0.03012449172160714,0.014041142688151296,0.05836322849066302,-0.008730658465002109,0.10063565440810614
GSTP1,-0.030681383487108353,-0.06572666838611796,-0.07079420759289189,-0.06603286868970515,-0.046289029013326585,-0.020938318290442123,0.010164708037097923,-0.12816925941499852,-0.0016707978745334532,-0.0008928514031729777
VCAM1,-0.022764325546360153,-0.02576257829562634,-0.04228652197920513,0.05653984112050531,0.04687696685791383,0.059394001647240575,-0.03703910729799459,0.034787308957079474,0.057058042932673816,0.042396317814909636
NXPH3,0.017458322890212066,-0.028547238642175884,-0.00558239603048308,-0.0768218157006413,-0.02495769834852759,0.06912416990784793,-0.050176195167898265,-0.02201693514917115,-0.04996005888918744,0.023635244921055218
MTMR4,0.01826659761636157,0.005793111466613455,-0.08386246085300567,-0.0045692276958618945,0.017161955455587772,-0.03578770460117402,0.019590115786778828,0.018322470405669252,-0.03531446355455472,0.07925749845890744
LAMC2,-0.018638527957668426,0.041031643301438936,,-0.022287945775841,-0.023954985360361267,-0.020840152418548447,0.09224711339429702,0.046909056376155146,-0.04111174864728897,
IL10,-0.029570674566056613,0.021932845005516344,0.03619127218895459,-0.04242243448972329,-0.001491258447040829,-0.033851503441720214,-0.012083551716974257,0.020772365097448023,0.013951581168224139,
SEMA4D,0.08692916706626189,-0.023351989520791403,-0.0391089286235575,-0.05679263194051549,-0.07278777502535916,-0.04552523064373263,0.017182850839527128,0.10374486287347422,-0.045372143690007104,0.04396722393035525
TRH,0.015650425714232433,0.027604359948491863,0.00469030535881869,0.026876498866259913,-0.08741594366680507,-0.050118765121356476,-0.043643550995649295,0.04041907416064605,0.026268605163705664,
SEMA6D,0.01575675282815858,-0.029495679359949775,0.0078835487036415,-0.05559794151226771,0.01195686837799075,0.05983382543628694,0.021778805680986103,-0.05272179845616516,0.04380177027665685,0.09183422472832693
CEL,,,,0.040335842721127814,0.07206615728692613,-0.012296935644344016,0.022538006318530788,0.04438643626001995,-0.010167207304074326,
PDCD1LG2,0.012093090541530096,-0.012364590349895949,-0.005192820053932179,-0.010594387536992322,-0.01178285844238859,-0.028663200464429106,0.013894477505243476,0.05706246679895421,0.05244736068186322,
SPINT1,-0.028858126016732027,0.06861998778171217,-0.02742186779798207,-0.019907777290258912,-0.018276260201133418,0.035633447192434935,-0.05724733497491938,0.02777243108938828,0.0347611998244712,
CTHRC1,-0.03271709370474425,0.01701309495966116,-0.08372782953551637,-0.028148342377108834,0.0005466746874364505,0.015462400420630481,0.020066269354342532,0.11796240139820505,0.07660560509760148,0.02276465829763624
PODXL,0.06583177049792348,-0.07037854922496077,-0.04090519657513741,-0.021069003345230448,-0.07138059335849443,0.05071139115838215,0.06767870354422005,0.056656552024173044,0.03924164880676948,0.02024911387865244
JAM3,-0.05545068614261603,-0.05777418117818092,0.09111698757688448,-0.03741558519187064,-0.016010676545644836,0.05120321932070621,0.029388214502396363,0.0668448951099842,0.06447030035400443,0.16727594031511295
TGFB2,-0.04010852956481161,-0.0915300771648008,-0.020378082425428472,-0.03677244587811174,-0.08088384529491041,0.010464796232892738,-0.05932945319381679,0.032127435180513045,0.02756641421765727,0.011576199400674836
COL18A1,0.001250840714953772,-0.0003986868958393508,0.07332250942066197,0.05996470550300746,0.09960969474252006,-0.031106876510522713,0.0690089991226812,0.09607149239658708,0.10137634393767461,0.12306217020041293
NODAL,,0.04072660745416575,-0.09083341048886452,-0.027101039118365526,-0.022531399565845454,-0.05279259481484391,-0.01595215154695872,0.04227833557180282,0.07584991385091039,
INHBB,-0.027148332265331247,-0.0023775935591847305,-0.05576874491196869,0.06231332314260888,0.09771284310929826,8.803678161407852e-05,0.058133380833236686,-0.04084945855394034,-0.006030545845215168,0.09461540509435842
LCN1,,,-0.045520408020224785,-0.028826335645429992,-0.021278057039384804,,,0.05025244260860558,0.07709310523938499,
ARF4,-0.054131509209466265,0.009241734715615423,-0.03623775397536689,-0.08102105315847392,-0.07522689932664402,-0.0960316892484131,0.03479660151614334,0.051151105024405986,0.009955631638652975,0.07144735808630183
CXCL14,0.018654258501039207,-0.02378079747179623,-0.04809169861660546,0.07210988679268347,0.023803191224896575,-0.0737433763548969,-0.008233328677946966,-0.02180595475568434,0.0011627149156848925,-0.012800715679380768
LIF,-0.09434474824517708,0.02294470848536169,-0.015902637421944553,0.03940060245539689,0.10657680663900464,-0.048242906017819324,0.046762482118366956,-0.0295322617163409,0.1413813948803957,
IL17B,-0.022277872656848063,,-0.0543320958983092,-0.02508501055405846,-0.010158050843460933,,-0.019845958830625832,-0.0011853433481108604,-0.03260349660029426,
MMP1,,,-0.07295201398559314,0.06618479961437232,0.1269834127315075,,-0.014371074667402046,0.09259070341553036,0.07418475625956933,
MATN1,-0.017552887370445053,,,-0.036271856859688124,-0.03763498077757795,0.07306411633254667,-0.020453391138925765,0.012017762692200663,-0.02971189384143792,
ADAM28,0.0465484175347659,-0.054259719460516484,0.07308174809526183,-0.013631590184847062,0.018624130644043776,0.049116009427536876,-0.0276448026725059,0.11886382341956836,-0.05407742487531716,0.04378835401921232
TCN2,0.02280554964236698,0.01085291107499228,0.004821376428743831,-0.019104709749047447,-0.045735734301971316,-0.039134460696268435,-0.01775195225473063,0.06773162624379954,0.13570362223734136,0.024101362931857682
THPO,,-0.02055842136067946,,,,,-0.017742369456479057,0.03836874121186919,-0.02064551299948935,
CUBN,-0.017523923499121748,-0.017761360531638674,-0.005498642425407315,-0.00036278600963464164,-0.08489405823409406,0.0522403019972628,-0.03568935778995658,0.0559642370984587,-0.03751395758295814,
TIMP3,-0.04352675698697356,-0.054180462375658586,-0.04781645027733764,0.09567140779054997,0.11564746864880017,0.009767344142071492,0.02122912617954814,0.09862244781085597,0.09914560000557233,0.047985358043301604
PIGF,-0.03522274135790024,-0.05814506837505765,-0.05685802409552161,-0.10165712208397051,-0.09531475756098598,0.05427358128797384,0.019413574354814434,-0.04875994778438917,-0.0008398241104557719,0.049215248417016376
CRH,,-0.011430027117920885,,-0.01090856937858748,-0.026847320635014275,-0.050663702625942914,-0.0011065681845992606,0.01322616003239915,0.033995574242177445,0.08102350865113957
BDNF,0.08087644216207085,-0.009122750035510656,0.07729195581913743,0.07833449341120684,0.06635615627781292,-0.03418237221965994,-0.028972116015237602,0.10262092829313153,-0.006129500411990004,0.05754117616946427
CCL5,-0.047077924455009953,0.004604339606497101,0.062289262708618745,-0.0034985155844717624,0.007180484620090273,0.047174695683863725,0.029292332700646687,0.06663022396274439,0.07535414046173348,
GAD1,0.030365171199544665,-0.0678792545930724,0.0701975835594427,-0.027271415705903315,0.03790658426441254,-0.0329059888864947,-0.047396901898946076,-0.036004346535785464,-0.005374035485343279,0.041625381355488864
COL14A1,-0.02085324513843986,-0.017425085519854888,-0.02604415832588361,0.04756921170658824,-0.012697758539457024,-0.0048254592259438615,0.07359229278521255,0.1564231398878309,0.05955805217336295,
HLA-A,0.018720903492204313,0.06680174964559484,-0.0601635985654508,0.11947448540787144,0.1413621697049896,-0.04666725561928854,0.07949306200962096,0.08119864568159621,0.059584692946834834,-0.06916903155339578
FGF18,,0.24189094733236874,,0.062100241265290373,-0.033215124337839144,,-0.024834239639324206,0.0020472890447280657,0.009150752827879104,
ADM,-0.07299267309811841,0.06913535062456522,-0.08215177871848353,0.07167566543411759,0.14016122371465262,-0.05051920557557816,-0.020053765206536654,0.004289704666121871,0.08864981072719423,0.0037543315247188327
CCL15,,,-0.01287670239635291,,,,,0.026255709309265345,,
GNAI2,0.06462606489540294,-0.007924572666308314,0.04083782782992792,0.0881819951567174,0.1468079045034371,-0.035814979617656444,0.09184205343856876,0.11499977800420645,-6.629292397335645e-05,-0.009197337967182091
HDC,,,,,,,,-0.013060427134928203,-0.029711880385202404,
COL11A1,,0.06537077266995552,-0.051096113771168225,0.07530363549239678,-0.023417407259230867,0.007960747820567812,-0.014139721091492493,0.11339015011599923,0.08987242702684693,-0.08500211073943166
NUCB2,-0.025675242567201183,0.04064875929713147,-0.0023837901562184013,-0.03533398515930779,-0.023715094721585065,0.035252192727817405,0.03444086475926238,0.05204991414974746,0.03255033622696391,0.04026933133081758
FGF16,,,,,,,,,-0.029277195599308484,
CXCL1,-0.06283671999366126,0.02142012131817214,-0.03689959084981155,0.10006557309731483,0.09142018476063744,-0.053360550176775164,0.05092288444763264,-0.01994162448288743,0.12463153653032799,-0.07437102559157423
VCAN,-0.08435793176585159,-0.05157870919482843,0.010559957460072544,-0.07495665350679748,-0.0889996462931398,0.027419368177440433,0.07937393470991524,0.09831055616457574,0.062249481067336215,0.01709845450307171
MMP7,0.005026957141490451,0.04628506193131984,0.0984056262601549,0.0997576566692866,0.05956427949299726,,-0.025225569654939252,0.10568685127665355,0.10563855317951432,
