,UKF243,UKF255,UKF259,UKF260,UKF296,UKF313,ZH1019inf,ZH916T1
MMP2,0.002945906448113109,-0.06022136205321202,-0.038635079808474936,-0.03893847204615705,-0.0325563305317604,0.15108182397705383,-0.021797926217103303,-0.04822377496205875
LHB,,,-0.01090573526517747,,,,,
PPY,,,-0.004046999870948196,,,0.042919534553584236,,0.08039824869744573
ALKAL2,-0.028217837298046625,,0.09438548435985478,,-0.033928431718563995,0.17875708067725135,-0.046325695791216065,-0.007461735528164593
CSF1,0.1000161093427369,-0.04852092622151655,0.00019663150222026292,0.056048269795048816,-0.02412011109609996,-0.1171640913580518,-0.08236003307279102,0.027914121634370227
SEMA4C,0.08368671165214545,0.005969662962585602,0.004826353989728595,-0.007862506431998028,-0.04534963154463193,0.01431810509474754,0.028170325018892325,-0.014016096988836789
BMP8A,,,,,,,,0.004416591989005357
ICAM2,0.06573739031025798,0.0011183158470505872,0.060299944065479234,0.02946611784141977,-0.022393872741202376,0.005061487325415746,-0.028535043189695096,0.011046847680288609
SYTL3,-0.041633467717806905,0.05790154067892557,0.05763219866100927,0.02985272027270162,0.08367382542188678,-0.011712059053214511,0.004975730833440324,-0.07077457663358966
IL1A,-0.02636702546444669,0.003850198992625791,0.049284711847380015,-0.05880030730156265,-0.019935193912872014,,0.06559596572212827,-0.011533159662918525
HLA-G,-0.01710934627250076,,-0.011518566828658091,,,,,
PGF,0.017981619026185194,0.00374843772850113,0.03623518346822718,0.03992585078791098,0.0012573704043209672,-0.12106929243101958,-0.011069790660280248,-0.009904983209206556
LGALS8,-0.010014321171837062,0.044518932004610726,0.0438142973013898,0.030029570464128543,-0.027952138129512766,-0.0010618293670748868,0.037815087428258766,0.0017705319690137758
DKK3,-0.04354823597553667,-0.07682452694467884,-0.03761374962087062,-0.041191510681719404,-0.024013221905636897,-0.05581616254519917,-0.08550442976775724,-0.05317275854149985
COL16A1,0.03082351454345261,0.02237277051801429,0.007370914212696812,0.0658136206027743,0.00400366864887502,-0.09100897714894696,0.07201912244018824,0.030804519298170307
TPH1,-0.028751819384840227,-0.032838497482640124,0.06119131074819087,-0.015461995714978987,,,,-0.00884316322579979
TNC,0.04685691129567282,0.05660100826026823,0.005354890095665361,-0.03458352142296288,-0.0025994362771745764,0.14893109725784592,0.23681271632282042,-0.02414800737714434
TNFSF9,-0.010508764465568208,-0.03656984352143818,-0.018889530569881526,-0.029386785195416595,-0.02131372964425517,-0.03993593757691202,-0.02115143970032403,0.06174046339997089
C4A,,,0.032167431938900024,,,-0.03231231031187867,,-0.024551022932027208
CNTN2,0.035489806499603226,0.016268577159478687,-0.018270574005666795,0.03265906643237423,-0.031632171839244605,-0.03421358159385233,-0.16788736446936947,-0.0050763734429567055
F7,,,,,,-0.002060070508970839,,
LUM,0.049539368310235504,-0.034922340587794636,0.05039386462682886,-0.0027241584219174888,0.01842269110215422,0.09054963202988911,-0.02077885747258252,-0.058792808185724126
BTC,,,-0.007696337971388403,0.05068764921825907,-0.01062404546781876,,,-0.005584449729214243
APOC1,-0.03668682049570758,0.011414335592214732,0.038875626759161605,-0.0019749745555028416,-0.027377932123262973,-0.1424833440550916,-0.11967403878330786,-0.06694916467257339
PKM,0.005428889384948667,0.03369639849204876,-0.011865909244136682,-0.013268061344231369,-0.0693067981419628,0.045618371108621505,0.1511725226373045,0.03655709200773974
TNF,-0.005080878160622472,,-0.028543611889818504,-0.033404482133410976,-0.018655429807405356,-0.041934437787874694,-0.04134765338913397,0.009519736215394876
GNAS,-0.055212557396989166,0.051235141586560604,-0.03826974972698002,-0.006043273532584392,-0.03691084431315127,0.15740424523422808,-0.03982673680758139,0.06543533845690208
BMP8B,0.03955644097316063,-0.026101424763199887,0.01740041906423718,0.09825100517302918,0.07993871805090438,0.01157957376762198,0.013444797524967928,-0.030731710588768023
LIPH,-0.029536817458863097,-0.0017432030172957504,-0.01637983021831384,,,,,-0.01365898585105348
CCL28,0.030506933089247686,,,,-0.014651221523438855,,,-0.014156523510060222
PTPN11,0.09628069642474625,-0.02014680051697348,0.013648798812705618,0.008891240202967195,0.013342291750574576,-0.07410200290813712,-0.10817320400710047,0.031280490965458
ADAM12,-0.04207547643551991,0.011230067876012328,-0.014020666969783914,-0.02393534650924137,0.06474337351246524,0.021385762616869024,0.025695029703879182,-0.012951036485228034
EPO,0.0018217311553708614,,-0.016698955333934135,-0.016591506172832803,,0.06250367354897939,-0.03374634235974229,-0.0150542862337007
EDN3,0.10508396362296045,-0.02779706111425938,0.006911895815551633,-0.016997291096963605,-0.06314807945382332,,-0.025859568828713275,0.03636571492805386
CCL22,,,,,,,,-0.023262817219517756
CCL2,0.10482113159797792,-0.1044288079751607,-0.012522303112742814,-0.03292039558454191,-0.03367331527224754,-0.08622601656382382,-0.026444842987052453,-0.07527750528830576
DSCAM,0.040599420999637245,-0.023408039184814117,0.03941895097921264,0.02443807092490386,0.030468252698694465,-0.03940632418524828,0.008312620246310971,0.03992667366841503
ANG,-0.012473178942592417,0.000320650750511191,0.029535763163659235,-0.00515851966254113,-0.05256623857615728,0.01477482240536405,0.21512426036193125,0.024729009886101536
FBLN2,0.0059167042408137804,-0.032312951745151544,-0.025320425587000282,-0.021466406820407208,0.031497961359028485,-0.08046523154489106,-0.04656392537663466,0.010945042573214147
VTN,-0.02794747723334823,-0.02749282145361173,0.07317744578330031,-0.016727768270234863,-0.01953692638342539,,,-0.024551028029113787
VEGFA,0.011128923126506181,0.10383153314637464,0.007325532028726058,0.007067187847590975,0.004600061902152601,0.1456675949296841,0.2434082237384701,0.032494664697401705
F10,,,,-0.015607290869348358,-0.004099201100224856,-0.05868262689127245,,-0.010479576390068112
SERPINA1,-0.058701324547025306,-0.04672012716019233,0.005006831614320431,0.002568464508613762,0.011778912903083917,-0.020830229039115408,0.0019215319966282075,-0.047553840304106906
VWF,-0.013949303164504046,-0.06042858519147258,-0.032747175389808064,0.03429030751079009,-0.032442849892501686,-0.03585970193244436,-0.10603522674677437,-0.03341587177380011
GDNF,,0.010874978860626092,0.07031329751895474,,,0.08806562975619237,0.07424599850297237,
VASP,-0.020065007996030792,-0.023183720817766342,0.062240847838789144,0.026396567863407876,0.01135130878226781,-0.06534522717367663,0.005547547342494913,-0.027925649210559615
ADAM15,0.06869430905970784,0.029644619007799643,-0.007166606033528342,-0.024185465211625738,0.008200000920917857,-0.08449091568806524,-0.017557704093862037,-0.029193926131274393
WNT2,-0.025102594372102376,-0.051161055189413135,,-0.013441635551055337,-0.016622909632333996,,,-0.036609978133424766
CALCB,-0.004138371293897197,-0.029316680131452246,,-0.02020541891009145,,,,
OLFM2,-0.011388599074771648,-0.03632840205329017,0.0007630940621340366,0.0067175419354568965,-0.004654854646782986,-0.07102414473261111,0.008934562281712514,0.07558248166314054
MFAP2,-0.03368416300489563,,0.01732602154836402,-0.012459778472850146,0.04151962521396907,-0.11028133894278236,-0.06016865717192569,-0.022121975150606415
HLA-C,-0.04422368853793299,-0.030155314236943235,0.08232230193767669,-0.05040446529069446,0.01696748846970147,-0.08629703309315609,-0.041482741203741465,-0.04019687650799923
THBS1,0.008098908097898799,0.04245263096519089,-0.009408728087845758,-0.03869381642311507,-0.007062731859778869,-0.05977969006178553,0.02138655877398174,-0.06989401537236636
HSPA4,-0.037709154661510515,0.004994602418501596,0.030269691652779342,0.033458665860519446,0.005250094159625076,-0.05793699260765955,-0.06677841594015396,-0.025872092678443065
LMAN1,0.010949355776497196,0.0518098521930389,0.015391211502150488,-0.013986714607862836,0.0071742620634623775,0.06858314720721108,0.16544797289994564,0.024612852453603267
LYPD3,,-0.03231298124699647,-0.012243318364664236,-0.01672776970951897,-0.019413241450576733,-0.07601456279435818,-0.036712455230867906,0.050386483251093954
APOE,-0.047473962078761194,-0.035238351096342636,-0.007006715103755341,0.040033761458912236,-0.011372790006811774,-0.06297272907811519,-0.07770102852891747,-0.08970163280891721
SOSTDC1,0.04255242569107757,,,-0.0208833926294963,-0.0008180683318232206,,,0.041814892436270075
ANXA1,0.006481620140370036,0.013776902305833519,0.018375463859056994,-0.007923899869921563,-0.04462236342351653,-0.06051900050702653,0.11197190543549218,-0.03871916571423448
WNT2B,-0.022488882579320458,0.03238543512042993,-0.03993689987960519,-0.008270305124717199,-0.027582121218053375,0.008714620750957598,0.019299096380355502,0.05711365015636422
AMH,-0.01834509563699751,-0.03115050295739175,-0.01701261555599031,-0.020771733947941184,-0.0164791412190621,-0.052896218029309855,-0.028266643091918668,0.024414117730257368
GDF10,-0.024498133178244563,,,0.009796771945706152,0.011277961945615839,,,0.05337284992601774
EFNB3,-0.02376976897755587,-0.061770424450873974,-0.01723103996728275,-0.004970263825892139,-0.018832602072177157,0.009700084685549231,0.03478147538099896,0.07912852984717267
LTB,-0.029794460250357414,,-0.029009542655341936,-0.02382640325808765,-0.03306985578770795,0.0028856527793880635,0.012080632241553287,0.022040203786327223
ANGPT2,0.003037599869795056,-0.04924521163151775,0.004688261429803841,0.019542595947702388,-0.0270800738331634,-0.08402724565152583,0.0033678736060302602,-0.02625678492990732
NRTN,,,,,,,-0.006496768494257406,
ADAM17,0.013737673883637521,0.02245864239974963,-0.016227032954265343,0.02341645466194931,0.06076555591118518,0.017420702646510848,0.07107658770621114,-0.05851716511446019
LRPAP1,0.004916725283083207,0.0017070625748340457,-0.008538183286384275,0.035846240248046425,0.009689328944565838,-0.0029827214485252645,0.09391497558085986,-0.017721345292837927
NID1,-0.0007913930436990994,0.027130917481051568,0.006517094142635227,0.09020940526431599,-0.022540564948748638,-0.04392104351947839,-0.03823419432476405,-0.04551836384756221
MST1,0.01996277741187245,-0.004731036732847958,0.03404343787617374,-0.06192941809915727,-0.014074138294479675,-0.0312926703859796,0.012034549413401293,0.01567989405718889
CCL14,,,,,,-0.04131553215381302,,
DCN,0.026218077469169654,-0.024119966174468762,0.0344169782100814,-0.05444849758841399,0.0027738865196102218,0.04933290934880157,-0.04818119995958143,-0.08158686218434222
IGFL2,,,,,,,,-0.03977594277940049
COL7A1,0.003775611241582231,0.0593246524601794,-0.02204586736255036,0.008290523189045435,-0.009172960618015799,0.006006623049109997,0.1584656855728753,0.03309794114250687
CALR,0.05505283709370649,0.11590378464789407,0.005210234957772456,0.07763021030711241,-0.015041042061605666,0.025299512728544468,0.061154307967625575,-0.0413250788510402
PIGA,0.0233805953416066,0.04911135135020787,0.02581802070434841,0.0023828572821107665,-0.021105134497547227,0.01637344183194476,0.04413008513060413,0.03511579983464056
CD200,-0.00446967991825289,0.008692261865708062,0.01284504120716873,0.05303551852972162,0.01180890318595927,-0.0834200110119886,-0.002239227985450531,-0.009768919877350927
GRP,,,,,0.007367507531411641,,,-0.017862881805316647
CDH1,,,0.006867808573194642,,,,0.06232400424592915,0.040712306661389475
LPL,0.041431688552913445,0.002699156178180044,-0.01603944909073832,0.0662682108271225,0.012744739988813036,-0.016289990348557555,-0.1259890247562422,0.06087653204109293
SEMA5A,0.08468356637046827,-0.008686140623601537,0.041267844825070316,0.032731039722465126,-0.03657047835744476,-0.021226140356680318,0.05150293757853828,0.06722780533675655
SEMA7A,-0.0221509606217676,-0.04673334992045174,-0.020946503682718203,-0.047214737959628064,-0.024817524818259162,-0.08872180716793264,-0.026351312374819663,-0.01348234317506157
SEMA4G,-0.016075965021908164,0.006908047028863745,-0.004153718081378922,0.028177494973599802,-0.0020349950984692626,0.04113581914193634,0.0489456391078102,0.005968506069853463
SEMA3B,0.03351673169431666,-0.0011036100761246093,-0.022319290856041684,0.021089724072469784,0.016839923858166257,0.0720963014031041,-0.005205691867566474,0.008988239394262292
RPH3A,-0.000837889503933872,0.023418381892795312,0.02785124675341255,-0.03527479885945922,-0.014146804827157496,,-0.05673909497636525,-0.013920194257635202
JAG2,-0.018775961211787345,-0.03803224583885896,0.02782402977263914,-0.008850458666824311,0.009397766460338134,-0.03732207063684823,0.08631366681467595,0.011439088163227648
CGN,-0.022196999135657654,-0.01340100335380158,-0.014823293405357244,0.039680524422338194,-0.01543768644036644,,0.09934251281355486,0.017063294440606332
GDF15,-0.00021961034173270674,0.0726724886068616,0.04417018154036988,-0.013110110121068972,,-0.04546376592501292,0.11909323459851613,0.004811689754577096
SEMA4F,-0.02698039848422391,0.0010447228680709572,-0.03775734256365932,-0.017043943715942318,0.035034212249980816,-0.02877610761987453,0.07332368438708183,0.006364534749208112
NXPH1,-0.037671834730155215,0.017799989838067493,-0.027311478677170244,-0.044085860095774206,-0.03255279622329202,,-0.08905632619325701,0.06052172677933166
ARF1,-0.07721358984737081,0.08323919804562827,0.0130047239103538,-0.004375067623566013,0.013232812989323838,-0.04927277938782015,0.09842215246788734,0.03595093651693793
DSC3,,,,,,0.03727938262208655,,-0.015054290803271541
EBI3,0.062428210614840024,-0.018167353719741992,-0.0265043006498912,0.00669558021477015,0.08665462480066646,-0.02971100540831585,-0.07035267589880023,-0.025471718904260136
TIMP1,0.03557646317736171,-0.0061547172729878264,0.02861695497720431,-0.06482275372899687,-0.002399533185688454,-0.02632949808015719,-0.00779921933353188,-0.039058112419030205
SEMA3C,0.021576150423062074,-0.021434328671120394,-0.013569052652272746,-0.015165075309207967,-0.01809778072396126,-0.030648787310220887,-0.013482459917978229,-0.012593875124456736
GNRH2,,,,,,,,0.08501523490441082
GAS6,0.03744541355824001,-0.04010478171286666,-0.014673570002959511,0.08237813884554775,-0.04469620794581447,0.015228974459885492,0.0466466469668536,-0.024324467457809845
MEPE,-0.025399954486346705,-0.04341761359701859,0.043042897853807396,0.01921572177868534,-0.023254622992322598,,,-0.020802649224344823
SERPINE1,0.07168075606273928,0.029979411650375026,0.026766149313706557,-0.03022189036204018,-0.03159097279342016,0.07886063145841458,0.12853599201508853,0.01980986096659883
RSPO2,-0.014485523037285768,0.043019207513633397,-0.013835772684737334,-0.027484332419895955,-0.039804390316679636,,,-0.04006393589965174
SHBG,-0.03504789472455951,,-0.022138747283981894,-0.009495806885298917,-0.0009450007658938174,,-0.03922146651167823,-0.003892283197290257
LGALS3BP,0.07852935774460502,-0.06069970297074912,0.03213429911317826,-0.015574284318313217,0.026517949379905797,0.014731700632723978,-0.035497107639104186,-0.04771681990255702
LAMB1,-0.034326318396368564,-0.0067310667500333704,0.01887823486405601,-0.024983497336899585,-0.026217337027455836,0.02297551252352566,0.008489714544481343,-0.04068022445511078
SPTBN2,-0.018870937568078245,0.011812240084123678,0.017436375778354097,-0.03068739470069176,0.042045018369605835,-0.014839068826366575,-0.055430485718220845,-0.023370143773423495
COL1A2,0.030109391073610384,-0.0441174781546885,0.000846530374993297,0.05924613751726606,0.051258449353322036,0.14235902391248023,-0.058633069551057224,-0.08490971139662026
DEFB1,,,,-0.013607001864554718,,,,-0.03223943154531394
WNT11,,,0.012167836098250959,,-0.009949241554180364,-0.026542014018539065,,-0.019978928513507695
LGALS1,0.028882828896988108,0.004634216293004213,-0.011099758042346987,-0.09757230649211869,0.02861868335844439,0.0749195446278485,0.03725877099304257,0.034573872817260036
BCAN,0.01686217350337078,-0.018961559255336373,-0.03157445320136562,0.06836146401765272,0.06512207501756985,-0.0073115373443446855,-0.16888417654153315,0.020924322408408306
ANOS1,-0.01248229937703122,-0.03278935967980871,0.007812997719402451,-0.01296326133931452,0.02101371458109097,-0.029563595216441908,-0.09848541040414233,-0.016075245107080017
EDA,-0.03786294020076149,-0.03843280000624879,-0.025686148014437218,-0.00301708773581642,-0.025141267416403545,0.029971400543003002,-0.04866982164607448,0.12888195637659153
FGF22,-0.007322275032348387,,,-0.01974217825759732,-0.01800159678224304,,-0.035550984065829294,0.014118363441731877
SHANK1,,,-0.022546678555329668,,-0.02253637071373858,,-0.03728195500072416,0.08363856400259849
RAET1G,,,,,,,,-0.01877107512348668
TGFB1,0.07541105661888822,-0.01708670282744244,-0.009145803786059595,0.004006539670835087,-0.026459871311174447,-0.04270561463132045,0.030859973466865816,-0.04598823825551409
MSTN,-0.03636913457328045,,-0.010140133189795845,0.0768018170717128,-0.010819316878134927,,-0.05492918099343935,0.05267624734426463
WNT4,0.05759964503042722,0.0029003959639312274,,-0.004401808729279511,0.05591715345017055,,-0.029518068068376088,-0.0467004056535696
TNFSF4,-0.02456290546061816,-0.029391221968035633,0.03197815328597108,-0.028100378468569106,-0.016765526027161543,-0.029004847813104247,0.07006703663374225,0.03563686711592014
NTN1,0.013928068259922755,-0.06023254688649341,-0.018984341893185014,0.08343653014221461,-0.003816234086424929,0.03519035005520549,0.08166375846903286,-0.005416978723185365
CXCL12,0.06643758815512664,0.01151460870355092,0.0032286898983115587,-0.047537525359941026,-0.017061348097765848,-0.007507889260398924,0.02350610581860653,-0.019402771186229226
GNRH1,-0.03251137161749056,-0.041243785097376785,-0.030693398383887713,-0.024902028850235736,-0.00131599178208651,0.0019625503968356186,0.1900238127766365,-0.027104587577356877
RIMS1,-0.04380342794261755,-0.032047373459982216,-0.03113523827377627,-0.02703796353547302,-0.02395836896151787,,-0.060004173048850015,-0.03246276854702225
FGF14,0.0010794262544218725,0.07053525002549685,0.037878659543206024,-0.0958661621720966,0.0005877268034134987,,-0.0065033120840869724,0.0740061382883286
IGF1,-0.04691414824111079,0.014633676057749371,0.00983430793743927,-0.028338845981669324,0.04776699581505937,-0.0662305186632287,-0.009828014088957478,0.03308618344320933
TNFSF10,-0.06390457324193413,-0.03888684557968534,0.02305248590871062,-0.0376302759008999,0.013895868006903754,-0.017812146949186515,-0.010723140548662868,-0.06435684900712706
GDF5,-0.004387904724015689,,,0.0027764362185741234,-0.0016833359707490111,-0.0037644492685607114,-0.028819751079490148,-0.0015443647800339833
CHAD,,0.005417052289838664,,-0.019269167060879628,-0.015127748341324495,,,
RGMA,0.0405143656570592,-0.028658241102498858,-0.013547980783146564,0.019346362364967538,0.03203478814423766,-0.043325436910254235,0.019390064120192608,0.02314006950714567
CLEC3A,,,,,-0.01033661675132524,,,
WNT16,0.005101965325439624,0.06347604951533135,-0.021387879529670077,-0.011855988316577928,0.01044512641468082,0.0013464859884722562,,0.052219277714146924
CX3CL1,0.031022033241621876,-0.045736472002788436,-0.00719126585107213,0.049843222676049966,-0.02264127602188283,-0.02383903621332905,-0.048006457698521195,0.038493671173689105
FGF1,-0.0048239116045178795,0.0068237874381779145,-0.01592094750721216,-0.060314516658696124,-0.01701694359419427,-0.0136238818930371,-0.13203540216169526,-0.05366052006044249
ALOX5AP,-0.03275543047688285,-0.06457807136261043,-0.037794327343251236,-0.0366827476442872,0.022437297716168696,-0.051329645588683186,-0.031351809695179415,-0.02569642553944292
IL1RN,0.013498911808114512,-1.4402791575363422e-05,-0.02752507761872206,0.03462105877935352,,0.012812469010968146,0.07101043889239181,0.057721768988340715
PCSK9,,,,,,0.03821886745986844,,
NPW,0.004735202220532544,-0.02602291330321046,0.022502507215512536,-0.02154280014901456,,0.002158413720577822,0.023299732518939385,0.10080051178318013
CXCL9,0.026637000323972822,,-0.012677812084718422,-0.018907542441409592,-0.0180015941059572,-0.010628715785760657,-0.03756397977983388,-0.006555798660901128
ANGPTL4,0.028798789916158994,0.09065107191198263,0.02925260902781026,-0.043431393446419934,-0.03548827821833745,0.09065803278352014,0.22986397207459863,0.027311176174136396
CCL11,,,,,,-0.03940631769843107,,
UCN2,,-0.0004889090863758996,-0.010747292750333134,,,-0.01614814045214971,,
OBP2A,,,,,,-0.005811886803952441,,-0.01690990364390876
COL4A3,-0.038695663788345956,0.006518235884308089,0.027058398352390142,0.06840275463836701,-0.02589791822327207,,,-0.02735353016879749
NRG3,-0.039310996536552165,-0.025270024353317468,0.01865054676043644,-0.04443622413001839,-0.0064118021703959745,,-0.04512041535019481,0.010947069845159006
IL23A,-0.0005317769567236589,0.044483894346274276,0.05198669063802301,-0.03278551842631073,,,,-0.02441079532317713
COLQ,0.0004308204989423941,-0.06921836817087103,0.002600888114322709,0.03332441233203982,-0.011898773213596059,0.03644520712424438,0.10570443635302122,0.008875840262756524
TNFSF12,0.07392160126692941,-0.023203031190756847,-0.01091551129275476,0.021768600086665948,0.006917141857398178,0.010244697541828385,-0.03060817261070343,0.02679510035727561
DKK2,-0.022775565985223116,,-0.010905736162067275,-0.013105011775420025,-0.012387012241603988,-0.05636719243705038,-0.025070410124679608,-0.016171887997708266
FYN,-0.003021669535411226,-0.029608958538427477,-0.020635869044899162,0.015032347511115063,0.042617673247639216,0.004212227540011319,0.06088775530161231,-0.038274636282751955
ACE,0.051004887386862686,-0.010809709090963012,0.016195964800413444,-0.03845874026709594,-0.0032647080070607047,-0.05354138904699436,-0.028268973619191926,-0.025252125494261098
IL18,0.015703816058528875,-0.033711139073739696,-0.012812590574826708,0.0076969838327781,-0.009184817799078157,-0.03039718783757139,-0.02221278697428588,-0.0005821803453605141
PPBP,,,,-0.012405932419285021,,0.026602905579337536,,
CCL27,-0.0069982354949072985,-0.036807037381204825,-0.014127161880167938,-0.010285046684498785,-0.012760404801062983,,0.06983105431393566,0.06973973986862915
SERPING1,0.031152066188255376,-0.05191018982163602,0.007202348430483554,-0.04943647471347516,0.025006262908629943,-0.08502488318720043,0.05148607735806102,-0.05223973957306103
AZGP1,0.05006284105238001,0.024905526126336768,0.025383643190260836,0.04505156853071453,-0.02462128323611417,,-0.04365936491669087,0.03775941017023092
INHA,0.028244887760986343,0.10639872526316883,-0.010472376134069927,-0.012958866752218644,-0.019659899326590305,-0.0053541457722354555,0.16086545365252475,-0.007041796409197028
SEMA3G,0.05295418656919929,,-0.020261404998183324,-0.021434121478938403,-0.011800221091332623,-0.043447029975043634,-0.012505293331873047,0.02081173178875318
COL6A1,0.030871549934248455,0.013359163142186863,0.051990519011577085,0.0009021288365582677,-0.013384090556391904,0.13968165768965263,0.16886959697405907,-0.027853726030940534
FGF17,0.0675958651923173,-0.0024455179745990845,-0.020172500446336013,0.01169983961516889,-0.024920866320334172,-0.008679833904956719,,-0.01610995179369627
TNFSF8,-0.019426846245070777,,-0.013709745669882199,-0.012405929203591895,,,,-0.03751906835281254
FGF20,,,0.05702689120056404,-0.02537854751508565,-0.02560815529514418,,-0.024667244268090614,-0.012125516759559729
ICAM3,0.045288980559983066,-0.015938925001846852,0.025093918632340013,0.08800606623226163,0.032273190763740155,0.058390924963475005,0.0456552284416298,0.00010474634076746344
LAMA4,0.016453385781030307,-0.004182225404989668,-0.005343469081700523,0.025796487707690628,0.05720642544070305,-0.06685971602126417,-0.02188643636058897,-0.01744629155774092
INHBE,-0.030556040535881773,,,,,0.011088445793971325,,
DLL4,0.0731031626950371,-0.008234878970127837,-0.014838041599045105,0.042709794132906424,-0.017868181793788393,-0.05944060747489881,-0.03985379951702002,-0.021921521242253057
SEMA3A,-0.04954197887544576,-0.0029915198894138045,-0.03612751550479413,-0.036098858974355684,0.020303715674783788,-0.010745233134827064,,-0.012639837715216574
RLN2,,0.05557733539415126,0.07111322423089299,-0.01902876290706436,-0.004256444095835394,,,-0.0185926917786503
C5,-0.051397510676198986,0.09338986828963909,-0.039745053054854505,0.01390082577556964,0.014557123100787215,-0.06423387921311005,0.07894557391196244,-0.027675237756887593
COMP,,,,,,-0.02911438701960373,,-0.02296804727052145
EDN2,0.06180186573995829,,,0.0736101314186921,,0.009952839218259917,,
C1QA,-0.036530401715359324,-0.06523801265000183,0.013618856582526212,-0.05493609903094163,0.0002817465257142867,-0.14611917248673845,-0.15398383623516318,-0.09807877879180732
UTS2B,-0.020891178515889355,,-0.013835775725157068,-0.013607000868543521,-0.011260615000846786,,,-0.01981047637120904
COL9A3,0.03251335960781754,-0.026356935123811542,-0.00851589544519298,0.023556552065652353,0.0488413622995311,-0.06915997038989023,-0.14239644528720874,0.06605698883517624
DLK1,,,-0.010194294013232255,-0.011082358541138693,,-0.04881406242345343,,
HGF,-0.04152006451835176,-0.029401089205020357,0.03848032203485708,0.02421853618503263,-0.022371717620905642,-0.017484606572983,-0.04237892552359631,-0.009322647151500224
GIP,,,,,,0.00010205907139107181,,
P4HB,0.02338846757014616,0.12515657865163363,-0.009239052880252088,-0.02274031994090493,-0.059769509848167,0.06548018967575585,0.09317953242218285,-0.020527975234661405
ADCYAP1,,0.024690511981497788,-0.027935914060150197,-0.02239597393139283,0.11611150995288178,,-0.02774304939006552,-0.014131952152433855
GREM1,-0.020891165563299355,,-0.011958447828395452,-0.027127441524307457,0.06562692479951436,0.1284329798998967,-0.11406074614482468,-0.0063719862105204575
EGF,0.044945248226394244,,0.023219576795598683,-0.025283828412475125,-0.022208869950850304,-0.021125819538294247,0.024821787293400514,0.036491102593087424
VEGFB,-0.02553268090510057,0.07480211194360029,-0.008386067300935218,0.013214746952323867,-0.025342015223950243,0.15976412915125188,0.10862265501980305,0.03130252248295291
FARP2,0.07337970657359158,0.0004884406947156762,0.025514540956351844,0.0018143684914115857,-0.019325475442184593,-0.07093536157670398,0.040267981373831495,0.05957899505231559
BMP3,,,,,-0.0352991124999565,,,
IHH,,,,,0.02793018127660775,,,
LAMA2,-0.006702395510112674,0.0430985706491515,-0.033123332637015265,0.034584794883058614,-0.018961253279387497,-0.013363867452702767,-0.02910781452870585,-0.028001257444753413
NRG1,0.032185114251697865,-0.02320991584509095,0.07509744865353293,-0.025093516767089367,-0.038072085536397335,0.06771869276347277,-0.04212299554269582,-0.03433116910632362
SPINK1,-0.024227298229270538,0.10944266938686906,0.004454605528810264,0.01105057819549836,,0.027536013483856838,0.31984089523101467,0.1378779461308425
EFEMP2,0.033641342430922955,0.03720481309233418,-0.03399369957861653,0.029651401454030148,-0.03020469484734958,0.0664105663363672,-0.04045404357915072,-0.04479457570966784
SELPLG,0.0035929450339453684,0.08365143800099464,0.026960546640606348,-0.01687088652189882,-0.015824583941578426,-0.054608900601359894,-0.04718776432469701,-0.051533533961651
GDF6,0.07057202455663363,-0.026884869121074732,-0.01549954663778658,,,,,
HLA-E,-0.05642711834286615,-0.004274942999886887,-0.011554418960074274,-0.04601973604485446,-0.05828961663683124,-4.520220668366039e-05,0.020767249578426357,-0.08473187555467662
PTN,0.0545142403827579,-0.020720729437834717,-0.02089035358767022,0.02821375855792233,0.0438107822179404,-0.034002387099920685,0.01563045301178238,0.042199488578733714
CD274,0.005081450407119552,0.005835100565913831,-0.0070827872806901145,-0.04113807334898476,-0.01718673873986207,-0.016450308487625083,0.01788569114816471,-0.0019719472432367185
FGF10,,,,,-0.016188016595936248,,,
CD14,0.022585229460124697,-0.031078640847968433,-0.041835964134915506,0.04815607426635322,-0.04418075215030561,-0.06885672249251486,0.021192371147044205,-0.11938458211391983
SFTPD,-0.026559211565986368,,,-0.013932177435303554,-0.007460965865797968,,0.13646110038483764,0.0595077478519828
SLIT1,-0.04617796514092149,0.02571758134038868,0.007938332563153478,-0.00526297758146248,-0.044224081021531074,0.007899675996113915,0.07014112172695733,0.006248269222673719
CNTF,,,-0.010905735040955053,0.25488499299738265,-0.01448907421043746,,,
BST1,-0.011831827064739082,-0.04708968976633543,0.02713614832348641,0.03800608616724351,-0.02721543341231305,-0.07961879205477924,-0.04852825449467537,-0.010313556762843047
AGTRAP,-0.031824747762417796,0.05313380671139959,-0.031131535657768692,0.02027020631575877,-0.06167705617396078,-0.031946917796393415,0.09063081322993488,0.023368820325791087
LAMC1,0.05844811926789531,0.01723676954522456,0.004657268467301441,-0.01765672344048771,-0.00904050959617429,0.0035968808583122687,0.004636889700582537,0.021036259428334637
COL6A3,-0.00549729418688453,0.11960726803617136,-0.030511105942920582,-0.04792528868718584,0.015584007379252383,0.13740961360113965,-0.002176919650723976,-0.0565723078356792
FN1,0.03615668523649776,0.03759769594322989,0.007518012201765666,-0.03356863968536415,0.0112665266234615,0.14981346830642173,0.015127522308870165,-0.03269561737942688
MIF,0.026348603562194393,0.021611525632175967,-0.0021580799400819388,-0.046802583602111474,-0.028851758016064783,0.13258076062565652,0.22963169442224257,0.07971247993626326
