,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.06832071143057906,0.07471047921464266,-0.03857863632838619,-0.027917230367632034,-0.020331220083666,-0.0362864729138918,0.10134902794840696,0.4686524307848827,0.01607705259566819,0.024456552975495018,-0.10587249365863384,0.07624856576005608,-0.036755418324395245,0.04813691904383616,-0.07895818358771069,0.03149187573905978,0.026529764705291708,0.023252725600579328,-0.01646537492558935,-0.007102510634595621,0.03184982059848976
CXCL8,,-0.11408320218548657,-0.05337396767479137,-0.019137408785500576,-0.055407367711510384,-0.05269054498506213,-0.04206774486051485,0.2214827995580181,0.032042790418825004,-0.01042646730666087,0.001015702524255695,-0.05012936200356909,,-0.09777101047209734,0.01179395652126572,-0.045851985687569444,-0.016434290475855907,-0.05359806752260286,-0.002284785801144062,-0.01611587479464228,-0.037669454555637014
GRN,0.05343425086119412,0.04012297747841909,-0.07688644413626501,-0.003643520931273146,0.023552904122363105,0.012384368087822482,0.05964693924749951,0.5541464095846618,-0.030313337226587776,0.02204703525885824,0.06610679359315196,0.01241505932204326,-0.03348560246199074,-0.014839441314626854,0.012726608296427702,0.07933626606886904,0.0006296695121822483,0.009502942223048639,-0.08762750131223646,-0.059681765359386275,-0.12881695202912383
MIA,0.04037751358454177,0.015018548509586574,-0.027502024923510178,-0.016732683582781672,-0.01471640695270623,-0.0408761863126571,-0.046517258604690616,0.264375907950681,0.02558267499636577,-0.012733416130173354,,-0.01740697053510314,-0.019691579273842356,0.0008458050954134036,-0.019831007525995696,-0.03634069401546419,0.05558858304620015,,0.09772705818424002,0.0521626298601941,
COL4A4,0.015356839267671576,0.09694625951770637,-0.019875985879018544,0.03654029228011728,-0.0041580532585791755,0.005315291389020263,-0.01390757826165677,0.011108756140367382,-0.024595530375318968,-0.007799452042310798,,-0.030852236370760296,,,-0.0038248414459361745,0.010563465395146701,-0.0370568678267435,,0.019027349290056204,0.06559347218329008,
TAC1,-0.030777773603630366,-0.05787931246043699,0.037002697463633924,-0.03088170303449032,0.0030587120466938154,0.10843217551429385,0.014553548451662051,-0.5145587405784082,-0.07069988722773934,-0.03576813912893738,-0.050381931480916624,-0.0809551903711512,,,,,,-0.06458029496521014,-0.023299660520800024,-0.08853751295675073,-0.01364011027491873
RARRES2,-0.10253264858447093,-0.06583327374346166,0.05676705767078216,-0.0047243645083141945,0.05925772005338764,-0.08340737314639923,0.07643395107979198,0.7097053423261317,-0.04538674401250625,0.07466832124354812,0.021434973757685032,0.04597475837964058,-0.06991939190977066,0.022570515182602238,-0.10141759814618091,-0.03639858942760466,0.10346371700096556,0.1106122731784372,0.0276843573164685,-0.0035753683014772453,0.005312497479865604
FGF7,0.03954192325121565,0.011090076505476793,,0.05612117153084401,0.04582375532315147,0.1187203442317919,0.04889074090077873,0.23058811682575078,-0.0188804039593926,-0.00715036137805869,-0.017270082719284336,0.06101104588822104,0.06216827596122821,-0.023202876505659154,-0.026733352560296977,0.06847604256879615,-0.04279058868461735,-0.06820457986328973,0.02944208109450063,0.040882191321126644,0.1344523622149899
HBEGF,-0.035546355368061736,0.09698914070739523,-0.027722251385171794,0.003941866919742361,0.010807117146901957,-0.0677879600851046,0.05205570989676002,0.27330537398200516,0.051501079574137756,0.013530010339340518,0.06501153341567775,-0.0002064730003037089,0.0748598926594023,-0.038565548962880766,0.06979595037893915,0.09458310094150939,-0.05907553261717917,-0.01710831187567295,-0.04363502215241105,0.0001475648286823287,-0.01293213371392268
CSF3,,-0.03807983338711025,,,-0.02633706998975083,-0.03927125269580569,,0.002818498339601316,,,,,,,,,,0.09542491867734862,-0.018660365664267424,0.006522678967603487,
PI3,,-0.07118467890058386,-0.038628274050340854,,0.007097715231980233,-0.04281298847246517,,0.036926790269046224,,,,,,-0.01657601440867627,,,-0.013107947090962848,,-0.020387352893775385,-0.12159103039341942,
PCSK1N,-0.06151435166505899,0.11761433340766703,0.011943685997613343,-0.010193262108425886,-0.02592162059938659,0.018656667259909762,-0.007085584849626003,-0.22559805308994554,0.009254208654643208,-0.026118590042276933,-0.1582826750768226,-0.052603112377338376,-0.019912892328046335,0.13491033694881396,-0.009698300595951559,-0.06306981234367458,0.005839792536819185,0.09337574450830055,0.06766868331041076,-0.031228260098660417,-0.043983184688829245
NTS,,,,,,-0.05452241428337462,-0.023839742506870605,0.07670193707389693,0.0426052117086192,0.033091983710113945,0.026753880097955884,,,,,,,,0.0030665427325423365,,
SFRP1,0.07976298514612563,0.021858399977577603,0.005475835683261686,-0.006386690112156701,0.10016539759352071,0.1561699624441092,0.05763769793808627,0.10999169916459797,-0.035281677821696396,-0.015263940551966138,0.09946858113377637,-0.0452202642876728,0.02676333787510767,0.008280850596560196,0.03290255824832957,0.053062397046821405,0.019367781399223658,0.018359733829026198,-0.026991325465709082,0.06574497341262797,-0.044683750171598265
CXCL13,,,,-0.04582646523395,,0.014331666474686755,,,,,,,,,,,,,,0.07098621300900668,
MICA,0.07802612377153202,-0.024171826883883297,-0.08243932127075418,0.001904596967838304,-0.00798728231724882,-0.015742047929320536,0.003139547579165586,0.3346814685594034,-0.027988914732354653,0.01684577078772217,0.12723865918967486,0.02847916831054398,0.0031033484492374503,-0.05511945803332059,0.04019900797628445,0.057814484620029576,-0.0014720147590228452,-0.05170358886871936,0.036570848052930746,0.06761583247319827,-0.05622063125341127
TG,0.12002210859813132,-0.0007328896143504889,0.005488642989808722,-0.03748211738057776,-0.013319875164245504,0.09080265997574134,-0.00062450996873124,0.08330831224962676,-0.02373403426518629,0.014734794682159588,,0.02404356608334978,-0.001660522252985024,0.048204877732070196,0.10512663954020511,0.006793420623611585,,,-0.02495251021740807,-0.03723224981085917,
ADA,0.02281260582155958,0.025571845077771903,-0.05012789364836987,-0.020051897461442758,0.00996582886679101,0.006859403647504729,0.03746684742488958,0.4957853365824005,0.026801465645082186,0.013053611597362026,0.06708356064576758,-0.003996935948402245,0.028319702093724388,0.09007956726612774,0.016454436535744417,0.10775514084240641,0.09970129484143145,-0.06290118507277367,-0.0022078823982899457,-0.025312883609678278,0.004429346573723844
LAMC3,-0.01519356947155054,-0.0321773252277428,-0.05772327754538303,-0.0015700558480508783,-0.012950345723186464,0.029085205488114187,0.05299958040539366,0.4184016679215246,0.04353705960826273,0.04859054070623966,0.09962408545256043,-0.09310231746323078,0.004112369413351728,0.034695957901578846,-0.04895348187974647,0.10402127113881764,0.07053855412341951,-0.01066578192128067,-0.02748501524055832,0.07578331036244432,-0.04921894446021932
CCL7,,,0.005118518926933197,,0.015997526814526566,-0.0271508105714545,,,,,,,,,,,,,-0.01955425437938627,-0.020051657043879755,
NGF,,-0.0011329545375460116,-0.04010002938717546,,0.006881382053154716,-0.02898066439264555,-0.02813948887744314,,,,-0.034677664390760976,,,,0.12361540761408991,-0.057830643768691264,,,-0.029976547364090566,-0.02458791381032787,
TNFSF15,,-0.04282817930135873,,,0.010884072542239323,-0.020102368012930995,-0.0036835152051426113,,,,,,-0.043999614029258484,,-0.04681617096418363,-0.04569085246034463,,,-0.017288857442103924,-0.002271195412095033,
HMGB1,0.09029720021335172,0.09051347887933939,0.03883296811246814,0.007818062177281072,-0.006475749877051856,0.02677976611214739,0.05233403871117268,0.5918016339224691,-0.04997564012126425,0.059587279309770425,0.14981977730777982,0.02010171515380802,0.024106259118791436,-0.06115024584230001,-0.030546929863087238,0.01873350174159974,-0.025272613009340875,-0.006269473094053317,0.04199813974381769,0.05069425436587626,0.08615135324429779
ITGB3BP,-0.018272668143173187,0.008686091579258292,0.026741947532614937,-0.02620270407118934,-0.01301113616296303,0.0012787613401242404,0.065224354599608,0.5044926381539936,0.013087803595043676,-0.013298119051068596,0.07363140088109334,0.07262857256072247,0.013652758035701646,0.059809455364478244,0.04762376378578998,0.009879827817730231,0.0672657066887769,0.047470919954663536,0.028449005673100703,-0.0061676001956012284,-0.04605755544800502
AANAT,,0.07760372022811009,0.026915465452181934,,-0.023453233513173712,-0.018113435816955497,,0.004656091097381758,-0.008029127033068462,-0.01273341683843847,-0.010122558475012004,0.01911628628564885,,-0.0919490459592855,,-0.001283212168699716,0.061008768319566475,,-0.020689216588391294,0.1372308070277902,
RELN,0.11758874703987124,0.08620912842232444,-0.039314842545713664,-0.0009864783996290224,0.004420257819512364,-0.0032039856687974145,-0.007751937130224925,-0.2589273584482093,-0.040847409619503096,0.002787259967005625,0.06350142411447268,-0.005124913158139167,,,-0.06215149374523629,,-0.047565021318176866,-0.019766423072342564,,-0.06990959282469554,0.17046744298681912
IL15,0.009197345867253494,-0.022421120622106928,-0.02748058531786058,-0.01288081936552997,-0.011137229202551783,-0.029209470280191514,0.024342424510590613,0.16915319755270336,-0.032706065742916686,-0.02736828577600719,0.031091846305895492,-0.022053688074887844,-0.028998832994256183,0.1351484910708318,-0.007027169886409066,0.0295739768711058,0.0035287669394009186,-0.032872767200195455,-0.0401927306293986,0.023874031670060403,
UTS2,,,,,,,,0.2969393865112162,,,,,-0.04569205753613055,-0.07258252619483244,,,,,,,
BSG,-0.09376476352195026,0.030452772785614667,0.02089626326470951,0.005917745398959877,0.016945841559590134,0.007132797110249661,0.08030535524701941,-0.013717529742566688,0.012694116501181003,0.020777960235574846,-0.015541920541193495,0.015470592372035456,-0.02564274318904954,-0.03098260849858134,-0.05020933290858112,0.010483922280422059,5.908212971204199e-05,0.06888714123455597,0.045441241430354815,0.023783227372300694,-0.089583792194988
ADAMTS3,-0.05722225839238202,0.011595892873497814,-0.037532815772762976,-0.0401408752457776,0.03998875491935891,0.012926420139528575,0.029676732655172275,0.6616987572767252,0.0025224978381481774,0.017276674035447446,-0.06438286782727923,-0.030261073264033635,0.05563515754848797,0.008535183745973098,,-0.04853288617601596,0.007605904947851357,-0.03779406648825909,0.021300570505133627,0.03446918230837426,
CD34,-0.011392338624913553,0.0011812622262046494,0.0012244042626370563,0.061834835779948055,-0.0025661395430865504,0.03907008220178258,0.020390603031062382,0.3639600291568391,0.04798011473965646,-0.023823877165806518,-0.07732402737763597,0.011180609089767956,-0.03649211566845576,0.07076940720063132,-0.1247846733231007,0.021754106062811803,0.04701817581138574,-0.013400390312474503,-0.023315526736742587,-0.0197766690254462,-0.016510366978778463
CCL23,,,,,,,,0.10573164413288441,,,,,-0.023846995265414683,,,,,,,,
PLAT,-0.11146385830450035,0.03719011271893489,-0.05539262716684619,0.017501088247082717,0.07462064545946974,-0.05722567369541909,0.10230240286591234,0.61257596282965,0.04843247160099174,-0.004472697983333083,-0.03143691403515854,0.0789988409441895,-0.0363679067611612,0.04555079659112778,-0.02627454393982259,0.037665884956336125,0.014832086670876906,-0.035423613145454155,-0.021898772183273123,0.03265325719681545,0.05391297881170815
NTF3,,,,,,,,,,0.020638260012758737,,,,,,,,,,,
LTA,,,,-0.01550187493106424,-0.009973295582357237,,,,0.020903254557407096,,,0.03096919706808153,,,,,,,-0.027844567588204,,
CKLF,-0.011006260243235283,0.007981592493536712,0.01311145850568896,-0.027479671337129925,0.03496983686243941,0.006612032757504146,0.06749120919573486,0.674078919078744,0.051044429157497066,0.021028382487994768,0.093612112898946,0.02823809428948488,0.005111334748658544,0.06723879901938276,-0.08143269773238572,0.049696546210924085,0.06131952723740143,-0.04028496189436768,0.08117785489255613,0.0690772025778529,0.06712738052815968
CD24,0.06205045171009507,-0.11755501520875321,-0.006459475982026643,-0.0039344943946712585,0.046367026960436965,0.045051022375018554,0.06156412817084029,0.12572303953814964,-0.017985060940450253,-0.027073444122800962,0.005986691908760217,0.008460028930442077,-0.020903784398940053,0.05068212154591627,-0.07448260945749631,0.03266331675746941,-0.02653087628630889,0.06267905567949111,0.04345555174469121,-0.04704303249181391,0.02312448035271181
HSP90AA1,0.06424769017016559,-0.09771654430783905,0.03344464422951959,0.037117714372740224,0.006047048531143543,0.08596079830291832,-0.040943363253546784,-0.674302401544544,0.04466953833675637,-0.021671201024530108,-0.13672246548616404,-0.10781620922962327,0.052923353607472245,-0.14492148525350065,0.02055048325309372,-0.025635666758660962,0.016409202560753487,0.01078608090772912,-0.049487188090584666,-0.12004257851358703,-0.04396384002376449
BMP4,-0.009597503793135731,0.03567366663397117,0.0044121334631953115,-0.029219950782477962,-0.0015477257980435312,-0.01395144184528763,0.05474699057065797,-0.06469352602284367,0.022151142650713617,-0.006556162457273678,-0.017700125872577237,-0.03401130335144125,0.1706651573470107,-0.053351198272387844,-0.014484364434297795,0.12372576291289356,0.03046459243183606,,-0.001064707057451355,0.012030115800712525,
SCGB3A1,,,-0.023355378674426164,,,-0.021570865961545026,-0.006502632266739015,,,-0.010740761644818788,0.003968600743137571,-0.027851832203606194,-0.03613633883695103,0.048045739312696414,0.025438272605773884,,,,0.04200501241079119,0.06466364603336408,
IGFBP4,-0.08056104911281815,-0.03842930420906466,-0.10179550057154371,-0.00858141326688143,0.015029433955553471,-0.05197353695103001,0.07700130857275227,0.48197376476064874,0.08326291892656178,0.042816209262891584,0.07776387114427756,-0.03069950969888547,0.0456928224073341,-0.03783157934380011,-0.06630533192805325,0.010792983236574825,0.01284007220977639,-0.06655304723904275,-0.049320164935385234,0.010230375608803001,0.06001177849264238
RSPO4,,0.0316085107210193,,0.0014410642819984866,-0.03870075042126071,-0.01025752760866744,,,-0.023908631178333854,0.04211541543397907,,0.042219699748322334,,,-0.040818079105254076,,,,-0.036724069964717505,0.07868385611960556,
LEFTY2,-0.021558194411683943,0.009594788324812822,-0.058075809118853516,-0.015850917070220263,0.05324897715257318,-0.019399782488593982,0.033929800649642204,0.5410736161699335,0.025905819418826925,0.08527075656153586,0.02243464210500153,-0.01181388126150788,0.07021055939837353,-0.030081129589554865,,-0.051796399558253034,-0.04131672322051721,-0.0508987305906191,0.004312422684159781,0.034994283021690296,
PF4,,,-0.024227456288051605,-0.025073629082139188,-0.005368053634837377,,,,,,,,,,,,,,-0.027844561144764527,0.05324688415061214,
ANGPTL2,0.10542427029530158,0.056024692758217955,-0.05582289992827675,-0.006113735404969545,0.008989986441445198,-0.03514648935106695,0.10580687830131753,0.5377264308138554,-0.0029015266521013844,0.011753203862379671,0.23938805700742946,0.10056937898920407,0.10521527337721943,0.05095855638669759,-0.09092141735560555,0.018216089205324235,0.05859795567873747,0.07404518065516608,-0.014744667785841806,-0.0019449959065333388,-0.016284110562125902
LRIG2,-0.08385009197807132,0.10790657331490631,0.014285568038102662,0.013030088322055216,0.016638152435167516,-0.038075141264722445,0.057752579019236125,0.3108037704504321,-0.022495705304079096,-0.02320361606131021,-0.0043998741608267415,0.058042117528461196,-0.051378480475139314,-0.01224741791388222,0.05551364498448702,0.0742484130067835,0.010471747468973521,0.11689734115789552,0.03359321381685569,0.02111164611676281,0.06098036597349166
ICOSLG,0.00415254022980214,-0.02108858419873855,-0.03643633107753615,0.005287103877279217,0.008760065463835108,0.038948547249120634,0.05974208414445862,0.3140563889071421,0.04693202414281621,-0.02038395686999211,0.10055855192221594,0.12499998574562696,0.04933637753283001,-0.006589799747794666,0.004270752742411014,0.08313365656645794,-0.012986677135552308,-0.0035814813859451635,0.018035448947155506,0.026837163548675744,-0.09775725098891988
WIF1,,0.01172983789567468,-0.001272992594289068,,,0.06033095705996813,-0.0733687693222983,-0.5035215482559129,-0.01844972438807139,-0.020211886635286985,-0.028148576685429808,-0.0761007593987819,,,,,,-0.03345088899896922,,-0.0021823404096233366,-0.020717441762597162
NPPC,-0.03995841212578425,0.01009005716326414,0.049229066203569184,,-0.03132833239512485,0.04728913070539514,-0.014867851751951391,-0.029020188389372037,-0.03598955012558342,-0.014927028010390447,-0.004205424339105158,0.0468613769070516,-0.036682979399937025,-0.03172078360869504,-0.07113320032103923,0.014205192544904698,-0.04305966790322473,0.014135140385980337,,-0.04102614074496565,-0.05367970980836583
LYZ,0.06224029948736574,-0.08383215742253507,-0.08112708457334608,-0.013645525072580003,-0.04975001912125918,-0.04556975284440133,0.05694687255536476,0.4055213570969083,-0.02962439434653418,0.0005070887674455154,0.08778217146585215,-0.03298254758328792,0.0021639274715935185,0.020863383659305245,0.08416868453641949,0.05821845382098257,0.03896419612025544,0.06298350960159649,-0.021033929012543133,-0.05023133660932156,-0.0110938650901809
EREG,,,,,,-0.035034981214902006,,,,,0.048850399711237946,,,,,,,,-0.02171484579994817,-0.02892317767390299,
SPTAN1,-0.09270562093397498,0.1449533048840736,0.07997569078258919,-0.03540397453071946,0.0338563122981652,0.06075436924577144,-0.032133126711349706,-0.23453541378114634,-0.05170193122031576,-0.016479350358522857,-0.09650289647687868,-0.009864079894407598,0.15062517401219283,0.1068868818273505,-0.003945007082900065,-0.025522361162440842,-0.03488266312207156,-0.042050645070607955,-0.02127900384159463,-0.04935761342314236,-0.05837132010254927
LIPC,-0.045635532132662276,0.035009419943361424,-0.006860445661647262,0.027360746687052573,-0.02760699942495366,-0.024103702324661205,-0.04251051220973443,0.18896212973669124,-0.00505471495276411,,0.009073578299418449,-0.015314130530652694,-0.03889854463269567,0.0015388134429962879,0.018810686787900543,0.009916336637034088,-0.0048617051586255155,,-0.03520606438997719,0.038620063402487866,
COL8A1,-0.01397392922139236,-0.0023920328105758895,-0.1107729825191197,0.009311658138881476,0.005671166869849298,-0.06977583515331466,-0.02303422135385913,0.2233252613127693,0.047419399336665884,0.027641462188304385,0.07883322144664441,0.06806024904404626,0.10132051641750939,0.12481515407312166,-0.05301213165475192,0.01783695474042307,-0.02708382872757187,-0.0390194281198783,-0.017122833591145952,0.022442906758231487,
GSTM2,-0.016657511040260174,-0.005149950621188228,0.026620330996790006,-0.017478317507985636,-0.014158622087029105,-0.011813585516788468,-0.027644374044011627,0.1817176406807855,0.03689280855762252,0.008168343856047087,0.05553232102734671,0.027637400504760493,-0.04554532709095557,-0.09607592037234274,0.12319592575237243,0.05894098241950926,0.006698144716503699,0.18400708224201054,0.03153526721095284,0.020463284965118265,
IL4,,,,,,,,,,,,,,0.02463073008551284,,,,,,,
SPX,0.05956180829488474,0.08552080303950335,0.10534599391734242,0.014077389129733036,-0.007965268624796193,0.029679927613097033,-0.00645761780360936,-0.20337043220829135,-0.023905112232226085,-0.005602750637009869,0.029039988136120062,-0.023332715643905044,0.1476990919076119,,,-0.007992471212215727,-0.05463142356935331,0.059228783648929466,0.026529213738226056,0.04373335555316248,0.09917907185249929
MFGE8,-0.060820588447152144,-0.0668200905299165,-0.06331453725118895,0.0012209767634194255,0.003695272666008869,-0.018761974367939305,0.08351483987636622,0.20533981562686746,0.024596002949129583,-0.019714153597874397,-0.06211359758300925,0.009892872321487865,0.042145327105575295,0.10719367656223427,0.04626385842304249,0.025142800219710708,0.022261283874255803,-0.005208940664784159,-0.024055773854808022,-0.0015809632004645119,0.011810142336290977
TGFA,0.12924720506528545,-0.06796621614871351,0.12087265823336717,-0.01889364753969005,0.0026653956952637043,0.015842724287367067,0.023522643148227745,0.3082164143821464,0.026496872809575096,0.021379214755385713,0.06396067068642698,0.051700813949547876,-0.0934066828116299,-0.05404279589089666,0.023167181001075576,-0.05202935657763053,0.04055844605021667,0.04691455037262834,0.07993671707646705,0.037446616267170454,-0.07154536438371648
SLIT2,0.05709811647838905,-0.020952419642346263,-0.035065777988860014,-0.0002443446784287402,0.043769845283478194,-0.009448602652230128,0.07142098711811995,-0.20522960603124552,-0.022438219167189917,-0.03540987849344742,-0.0951008558122785,-0.05806547964220375,-0.10097205582552353,-0.06010591139802109,-0.033991510649819125,-0.05488629673365794,0.10672491484558662,-0.03760568123508456,-0.0301459382293417,-0.0007465446315092841,-0.020908569028995454
PLTP,-0.031793780747973434,0.04661550641902543,-0.020413483019126023,0.03382381067640533,0.048055275798387545,-0.06674785924033437,0.03307411225582556,0.6514849042119586,-0.022875204573231396,-0.017412178208501657,0.10538899450969774,-0.022811431140642484,0.04692988261770494,0.011564310636156651,-0.01608223829204631,0.004605398392048847,0.009352726259849196,0.018759631617596032,-0.045983460407288644,-0.016190444166010853,-0.06541366997459078
APOD,0.18768690538322624,-0.05327531155738472,0.05957356526287404,0.028526124155643234,0.044632275209770686,0.037741624621616454,-0.0017632268582635122,0.36406403161571477,0.014449257227787289,0.0646339749062691,0.1556093022030935,0.03252397584688583,0.07522817883054408,0.05332684031454537,0.13441863559911932,-0.03170343844125908,0.06664077553979739,-0.0951017781889527,-0.08490219338083516,0.06729677341630225,0.10147293784041146
B2M,0.13324281291276843,0.03695677956137139,-0.059345115909375024,0.10233331595586412,0.047080211642932475,-0.06793447885627851,0.07936225160640611,0.7636500088456482,0.004099303153947129,0.07139844428707662,0.12419834621132163,0.03288983632463423,0.04384805062496952,0.06147229131328031,-0.04665341011807406,0.09258936177922679,-0.0001972866755552315,0.026108241266965516,-0.07412661668549723,0.0050447902176846094,0.0281933867623377
OMG,0.0681133188217879,0.1849992350972697,0.09582492443224862,0.05814444732996282,0.04583415687744793,0.033661957581933646,-0.03938796818577522,-0.10486259981579993,-0.0343878413335005,-0.0008938260983522637,0.0173777967934073,-0.022266829799468923,-0.025512013055850356,0.03500078293504503,0.001782168197555302,-0.019376010792069874,0.06670896870027428,-0.020718152574100344,0.050468400266396596,0.014221551264561635,0.08234679895495654
CXCL3,-0.02870456725136976,-0.1174293387731759,-0.005530118881131292,0.016028907599316893,0.036836085876907544,-0.05953678892475156,,0.053349303708105644,0.06470617559991643,-0.011490342932611499,-0.021204979749961078,-0.016441093815583504,-0.03780548893904012,0.007119388457000079,,,-0.027126815647356493,-0.045846356300845464,-0.04896020033382121,-0.009103509355406299,
CXCL10,-0.0647336456325387,0.06122957241237962,-0.03594359453388293,0.01825459642848057,-0.006800086309029182,-0.009656500012097129,0.10724530743489133,0.6387956216354467,0.05913650677330645,-0.017454671912378168,-0.02536273737688572,0.046643410028361275,-0.019399397188525982,0.08489940854166761,0.019384827664087684,0.004211753631311113,0.030932796914784025,,-0.015658110354382793,0.0854483465814555,
RSPO3,,,0.011029217203384673,,-0.023453231780245293,0.06739318077704619,-0.014574023236116115,-0.17530232778884908,-0.03611037327128852,-0.027902040992330023,-0.03929646055159852,-0.030038692687291556,,,,,,-0.022316425933929386,-0.019843744547207044,-0.04273973164877458,-0.03839225285853662
