,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.025004181437949545,,,,,,-0.020322162699549045,,0.026699089375550253,
BMP1,-0.01116191389172778,-0.047298723774277254,0.03702109811149545,-0.043052794689648836,0.12111945231935951,0.044421186215024895,0.05747993461935456,0.005955902715702081,0.004542780406714843,-0.02678115063014712,0.059707342264574643,-0.06102098178216656,0.02021062470227064,0.014621837182934017
NDP,0.11606873934594453,0.04052300244916103,0.0023942028790412268,0.022429410042156935,0.01638811477784159,-0.08423637958295835,0.00551787297744304,-0.02433366498909647,0.017065846702159715,0.03200297570010839,-0.006327144179710997,-0.01583900794333868,0.028876064487505,0.025631400083872
TNFSF18,-0.023357429984788947,-0.03208689720061072,-0.02454884926051257,,0.08873800862485524,0.0008772238128261883,,-0.04352269688758497,,,-0.020957887684808187,,-0.04273237454444856,0.04268693128841736
IL36G,,,,,,,0.03612508790344766,,,,,,,
RTN4,-0.01388133542139658,0.04649841095010155,-0.014373253654080305,-0.012346567052738008,-0.18541324364593736,-0.009189236718342854,-0.015099865882737713,0.04131447219925452,0.010279133471694693,-0.13472648060346326,-0.06795809754949236,0.1060682275007041,-0.04150251660153184,-0.1394284976992558
HEBP1,-0.019682022673783686,0.006585277037448883,0.01764075481166326,0.04275041743423223,0.05401058836267042,-0.01638157515401743,-0.0006469032461031937,-0.014868259315528645,0.048423500953602025,0.041757742008709915,0.04398154695812874,0.028973072823315526,0.0604165020671294,0.003128914447313018
WNT7B,0.06586261855316528,-0.04748508826234749,0.026849538863309732,-0.041224953931531486,-0.049869041203386345,0.035564154620578506,-0.020374000392479934,,-0.025710868253237647,0.027360221335082917,-0.02129365117674848,0.03537009302738884,-0.006025652517406781,-0.011923227095867664
PTMA,-0.10757724517159307,-0.0110155597263469,0.016052890342423607,0.03329374517615753,-0.04382825803829889,-0.030701352895947623,0.04310096254174806,0.08902526059887302,-0.09789488199501074,-0.024609110605682657,-0.07587676004676,-0.013374848931102688,-0.07485394287071905,-0.059280781216107394
FASLG,,,,,,,,,,,,,-0.026104121305222442,
CEACAM1,,0.04850913033343578,-0.011702678191077629,0.040323211244696365,0.06450132133930242,0.03501091738898618,,-0.030603842339149787,0.032491244048005886,-0.030975783896020105,0.0036982792854013975,-0.02201969353028508,0.010864619691400988,
PDAP1,0.010571029267703052,-0.009106966246437543,0.06310978689460223,0.005257007304487616,0.16699395414806847,-0.019220696067015288,0.03862494089142736,-0.005626266386540889,-0.0396949318846447,-0.018271495209076095,-0.03758037198348544,0.023047994841398755,-0.005169783185855649,0.04977291405125017
QDPR,0.07972196893900775,-0.04998769906819855,-0.00730238913781977,-0.040268247013297,-0.15918863258347377,-0.03968860663367785,0.012817449521459063,-0.045418370870612665,0.06162625217277278,0.007023171613583777,-0.058732807823992685,-0.0037789574316765702,0.007933289715272027,-0.037555436120936175
POMC,0.0470354926048526,0.0062989275953634575,-0.020793792069867763,-0.016674291216972982,0.018408678488449362,-0.007238299528842399,0.012780013639916678,-0.06750536778546391,0.01765719059659051,0.06491727082883238,-0.009181682558745552,-0.015544019071872146,-0.02660637327401373,0.02191995870254932
CCL18,-0.03132423415621708,-0.02548526392559959,,,,,,,0.01258906870419004,0.11614762286196177,,-0.04031357229418467,,
CCL17,,,,-0.013774115765572822,,-0.02925210327764874,-0.016933827386932426,,-0.023863453493894515,-0.034746720143208516,0.010870561253051221,,0.06760545183804424,
VEGFD,0.03315152458010937,-0.025485272018364546,0.022819767275445147,-0.015451683391094791,0.058035253463388996,-0.003673047458703856,-0.01814850730771378,0.09536274497225121,,0.21471913501985085,-0.009756478662690441,,,
TNFSF13,,0.01568437206995248,,-0.026313009774961395,,,,,0.08752057601893581,-0.004436278215614861,-0.0287326684045284,0.03800216731307531,0.06542347860598563,0.0661831536090295
WNT5A,-0.09077465688609604,0.024023262335750833,0.015338097426143282,-0.01994841427802183,0.11292570614796699,-0.01418524663298793,0.042968257453645575,0.09514598403791805,0.011743452423376622,-0.04745665767379471,-0.005627857879854582,-0.024212872214476773,0.07446435845093814,0.04143771455435672
