,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.011818908177685045,,,,,,,,-0.008230439129389476,
BMP1,0.1300877501761318,0.018354781109273192,0.005509341143424285,0.022818656629619866,0.06399211731495356,0.105490195178572,-0.04065359499834376,0.024235856310952923,0.05482561358744545,0.008693707970134695,0.06465663189882091,0.008522254751616368,0.05618828812840173,-0.010371565910557795,-0.018234328391715744
NDP,0.0642711009654428,0.040628598762784504,-0.011104190158640793,-0.05499563102378679,-0.0009037495816623,0.056525968762822815,0.04841617159768022,-0.01811676261799549,0.09001259846808193,0.039851193389521325,-0.0028073012086562207,0.01693178438520695,0.023046445037250233,0.11180996772227696,-0.0008059008006098554
TNFSF18,0.04681303841037466,-0.030647137089964718,0.02339932806886585,,,-0.021811593199774017,-0.012622087734785944,,,,-0.047829179071119034,,,-0.04246700016882375,-0.011186815021678906
IL36G,,,,,,,,,,-0.019986682015030698,,,,,
RTN4,-0.06613949827100196,0.06607183376001884,-0.030159379009964977,0.0589534714136125,-0.023039767684659464,-0.10938782141542767,0.03569823775914432,-0.041115930798113536,0.024142061682849353,-0.03993434619197504,0.01792232977546832,-0.02047882812261769,-0.001314535025774034,0.02544528057485072,0.02101782250950768
HEBP1,0.009058266122432074,0.0002412279303373176,0.07999219292332548,0.018937399125482385,-0.0022895151743622688,0.03797656311245704,-0.01929308592359088,0.045832280795885444,0.034909836544673445,-0.0327721646088888,-0.0007556218837546479,-0.016230005929271325,-0.014235815888858151,0.017843265931371158,-0.007855629856720227
WNT7B,-0.0191949614025303,-0.014834560135824217,-0.018628562479423887,-0.012625671410263727,0.04974038558774441,-0.05438653443538352,0.0440511900436076,-0.01291339626739235,0.0834664903799933,0.040666047858224336,,-0.022711782122956072,-0.011395235852680784,0.01574437239021197,0.13133227512986928
PTMA,-0.09114138315335202,0.001518053003895925,0.033602900994714455,0.005455759790155778,0.026101083209652303,-0.015670504858409363,-0.003820356094077482,0.05938948390532924,0.035901695705411726,0.05122612566552999,0.03236244318059495,-0.039038687888079376,-0.011983073880847092,-0.03896313152458234,0.02126987333272134
FASLG,,,,,,,,,,,,,,0.05362659901142462,
CEACAM1,,-0.019506062851607973,-0.014296301270370957,-0.008158600455305904,0.022996494702002337,0.026219830809654694,0.008926664230569979,,,,-0.033632030186094286,-0.016893067219228657,-0.017163928396483053,-0.016907068030030666,
PDAP1,0.024741471478298267,0.04746873993577014,-0.03369008342517444,0.07028678632636422,-0.022881428509396076,0.09310595955304525,0.007294465706361747,-0.023956165837826865,0.09929552994913562,0.05952068210365384,-0.01535401213655835,-0.03407410599546673,-0.023912605629998328,0.08108213103331355,0.025775178143822203
QDPR,0.06802722844907566,0.028034264860537634,-0.0071841061260616975,0.020677234390058325,0.008592288343630544,-0.06689500314223286,-0.008506024781906164,-0.002785864549310093,-0.004458857430654328,0.020493717473078744,-0.0341257411471705,0.02132594643871106,0.008849330876250994,0.022340219511747843,-0.01495872600071483
POMC,0.07018427437400869,0.035905158326311234,-0.012763312643639233,-0.02812986427007456,-0.019584160617548148,-0.02634016432826832,-0.014645672476259213,-0.034731912182699644,0.0675242573096552,-0.025120697415580352,-0.07759731700403263,0.04892863796847364,-0.014414104747673748,0.06024507783110013,-0.02470679531622223
CCL18,0.0005974971674418943,0.06483186691774273,,,,,,,0.0025758257042901678,,,-0.021637122451198157,-0.05261317602393005,,
CCL17,,,,-0.014134324257406074,,,-0.015742200850277065,0.11071089409096573,,-0.01825840144244056,,-0.0243862030681533,,-0.01979090700457082,
VEGFD,0.0764057593140013,-0.024341731157071615,-0.020476583311944716,0.038439381049499656,-0.02760408915975965,0.0074687512274560375,-0.016771983512303166,-0.011723844520194891,-0.016993074134085157,-0.019568094349480133,0.1017350648149636,0.0788748474260022,,,
TNFSF13,,-0.01836905145269715,,0.044269090506822456,,,,,,,,-0.0265069689973252,-0.01927394121925446,0.04701287803784359,-0.03139681270741147
WNT5A,0.05469747082056498,-0.03170835172905309,0.027879261704995755,-0.0006011995436292845,0.04905677308355547,0.0421087119181657,-0.034596198199364214,-0.031156196515350076,0.00016424714050681366,-0.010247652669721961,0.020630841203944112,0.02051883950894205,0.03057372691177291,0.03962453482478068,-0.006435394730324052
CXCL8,-0.15473788029081534,0.03882938226339486,-0.019173058927505492,0.04994189065696134,-0.031550727875392225,0.028757661565089424,-0.03545417684184577,0.014966457893512343,0.004420561865385805,-0.0007836090687775228,0.06907838335865886,-0.042126972948071315,0.0022610821069319327,0.007877488398544137,0.03247281629729442
GRN,0.03663501204853499,-0.015879000284695556,-0.02951032215462154,-0.007343376308914623,0.008648391430875505,0.10502505435507473,-0.0418928128322143,0.04804655445448604,0.024922906994832572,-0.06910947252355693,0.05866012175941317,0.011143765907096322,-0.005007954584025522,-0.03762933460413793,-0.10885092789764736
MIA,0.02789234803240892,0.09284343070556694,-0.018210441212357455,0.0006965610417423372,-0.06256749051676892,0.07149685335596166,0.01649331052377171,0.029103969958044706,-0.023045661381195192,-0.02679940196963585,0.08216189674441579,0.06713828463763273,0.08443964726145108,0.04487966190314758,-0.020661481204640373
COL4A4,0.11868428379430897,0.045184179036453574,0.0020453165985900774,-0.02504490511693347,0.0374903338992194,-0.014474168791704453,-0.01643534473047001,0.0033734227737555085,,0.013021951313898064,0.06885186932229141,0.034184374114471186,0.11829873712268596,-0.02113657339696416,0.08568753993730269
TAC1,0.006159027938409731,0.03300470614198157,-0.051251236621182736,0.026718860050442512,-0.02604603668781977,-0.0790110181331729,-0.003412483834995136,0.018158302990904967,,-0.04607108645167986,,,-0.029612666186633788,-0.026017159681635666,-0.024759290162352652
RARRES2,-0.016920550288653313,-0.06062704519717169,0.08132582149000916,0.010871073501296053,-0.004084762620884919,0.06278126752091638,0.03850350694182362,0.02234010129202085,0.030329990549648796,0.0214687404579279,-0.01320006142020591,-0.047972923445548286,-0.015257003376379752,-0.029528480718231224,0.12186470142058274
FGF7,0.03629665118344268,,-0.008893094489660695,-0.0047796966733550895,0.0762075540683155,0.0071490216284387665,-0.029830014246290906,0.029321153620208828,0.005318207628261544,-0.019692882206016935,-0.0325150632894981,0.06487066064292209,0.0530583160369951,-0.026289881816873074,-0.02153998845413978
EFNA2,,,,,,,,,,,,-0.016055729855835563,,,
HBEGF,0.0008221483933076319,-0.02242385413506637,0.08070401767215615,0.011282791823219089,-0.015303174404802238,0.03477333024551422,0.036228564085980214,-0.011346536654042633,0.006371415267783048,-0.004968115263694262,0.08178817476153766,0.024988401284098218,-0.02957274876240671,-0.010980258878730576,-0.004480424120864097
CSF3,-0.0462828111510663,,,0.03608857049689623,-0.005957383333270321,-0.015313391988468988,,,0.03637300651216319,,,-0.07078706494072735,0.005178847335914053,0.1409137321185297,0.1115269177867127
PI3,-0.05482889154674774,-0.011944007371724746,,-0.009039131595427786,0.01292574654924417,-0.017243081493913296,,,,,,-0.1203112278349077,0.017049584151676702,-0.04527138314771846,0.0786865996124499
PCSK1N,-0.031224846566810713,-0.011530501679451768,-0.01148184251134411,-0.05551829779592718,0.01666479692831421,-0.027582950486892428,0.03403844737039604,-0.020954918837746066,-0.0421138194484765,0.003558870122836594,-0.009891859214350488,0.016574331605463354,0.02484848159261366,0.04880266010426156,-0.051638159269555006
NTS,,,,,0.015861717864771363,0.022331699889071844,0.010761015873832333,0.01252717239854,,,,0.002117233100579925,-0.013136797868739385,-0.030856417957092448,
SFRP1,0.09513253808546195,0.05186511384854785,-0.019862472070691646,-0.028443507664843694,-0.03149148534268731,0.04557799604754572,0.03758911965739823,0.0195969231736445,-0.03331789689895111,0.043250530252380105,-0.008405074376863718,-0.012498701149097092,-0.012895872537266716,0.027371656511807528,-0.046049935090824265
CXCL13,,,-0.016154645484195332,,-0.00708781409447069,,,,0.08443561507820102,,,-0.04125174700739537,0.03827517917021502,,-0.02994015397189503
MICA,0.06351430747815938,0.030184528685903912,0.003283991952843597,0.02895032416979681,-0.05202685945259613,0.05021289434578682,0.06024372151948091,0.03745805442239724,0.028719622770573952,0.033260190149381086,0.09575250857351275,0.03776462883869765,0.048139632333173796,0.005815686048743181,0.06925773407557591
TG,-0.036894787769356265,0.02098153567058329,-0.019440089247376263,-0.030695051195987262,0.039127901148531055,-0.018481894071904814,-0.01585967161678112,0.0373348643814164,0.005601483815992896,0.07321418044316283,0.036661102718008196,-0.007210086065035374,0.016870918524613754,0.0020410730200710538,0.0836944828581483
ADA,-0.044256917669110336,-0.00931260326562016,0.07112721128194427,0.06170543006596577,-0.0517379340569181,0.10105478640159249,0.0063172544806134705,-0.018785651829283278,0.061509881424101694,0.04574796404712105,0.0028947715205355257,0.04140894031437269,-0.025148764319096826,0.047143512843095925,0.051058742435850964
LAMC3,-0.013412447771742534,-0.05341280490145781,0.005021563326602994,-0.01289065555159735,-0.027885446884218453,0.045778085537281334,0.0033177264111408445,0.03566229888408585,0.06939289505304554,0.0006401544560199181,-0.059204375010804416,0.08218366175333,0.0332258882746735,0.00803909476870924,-0.011075430638614308
CCL7,,-0.01548339243424509,,0.029421327237220025,0.012202251631899273,,,,,,,,,-0.021834917216482584,0.07027808049435934
NGF,-0.026664843162389727,-0.02658421591847873,,0.08914423909511363,-0.00933984017859102,,,,0.15320226016124253,,0.029270133229670568,-0.015839913834646318,0.021832132114923932,-0.000590130648142492,-0.01626389360259901
TNFSF15,0.0018422215914364625,,,-0.024712404074622836,0.04216484290813798,,,,0.03080580713939351,,-0.05144859121604784,,-0.015280422662845954,0.0028252216416219853,0.036485925480868195
