,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,-0.022286143518273842,,,,,,,,,,,,0.1288313061079629
BMP1,-0.013642620734059826,0.07673934743087932,-0.011997465541727276,0.059071391376638346,-0.04306224044883716,0.04062905379941503,0.044642280574049086,0.07996300286650711,-0.04353671457030461,-0.03078312498852243,-0.011784635606438196,0.10385163942497243,0.014769649173410383,0.1397114236119027,0.005700057086962522,0.06090331891214678,0.011148336426431064,0.008433687917516567,-0.009993608208950892,0.0040873951822921785
NDP,-0.024563895118161306,0.07310561457279371,0.03847732020993995,0.0030785581369285942,0.006628769282807182,0.017454042384979464,0.004689612631946212,0.022132802119961378,-0.020495791589920227,-0.0006508670641281728,0.02314579775095448,0.08128306477010609,0.0937274099883218,-0.15761704726667308,0.05337426460349581,0.05209509855425261,0.08515298015776722,0.017722690272919103,0.04714690123899529,0.05850003365250408
TNFSF18,-0.022645263655405784,0.18067377791855782,-0.03972185389310248,-0.020845907655554892,,,,0.013118664588794977,-0.015882542521870806,,,,0.12453178135497196,,0.01074851447004558,,,,,-0.01958068694242158
IL36G,,,,,,,,,,,,0.07065953356829253,,,,,,,,
RTN4,-0.09539529299971372,-0.07370733176001831,-0.005830987112774291,0.05149629892490652,-0.01718965071978415,0.01064734474457054,0.00018830722938709946,-0.1309715077073806,0.020334544902324097,0.003609319284942945,-0.025530488787530052,-0.0505104804403931,-0.06442696467212523,0.07264140617966747,-0.02801088707245007,-0.04418011512711333,0.013182414917744642,-0.0035592359866853194,0.021506695961382636,0.029550876664426594
HEBP1,0.0006753029944607925,0.024579072795019804,-0.014680628481658662,-0.050908666112846654,-0.008604437408979176,0.026692147925550216,-0.023409287239242925,0.06603974512465581,0.02188539499999859,0.007868809708090743,0.03919589588139752,-0.0008149700732410902,0.10523401091208767,0.04159976435666122,-0.09212334784015512,0.037594938816075056,-0.005138604728782977,0.013568381932014885,-0.04683841323272399,0.0572864079610103
WNT7B,-0.019949768011031495,0.006836952145710739,-0.04037142941126273,0.014325553881493642,-0.022599305719530238,-0.006845275601519036,-0.0039375864463502335,0.000982410806412888,-0.005133400713606316,-0.014776919083385024,0.10751288839344988,0.0006656338733309847,-0.018111624642400837,0.09757273534536923,,0.024721593845486663,-0.017284550511100213,-0.003958457697581615,-0.024159455749945154,0.013237937387941297
PTMA,0.05267622458316217,-0.07539635471309238,-0.01410382214936373,0.060066545080802766,0.004637429537554592,0.020956939489339445,-0.007111364045818014,-0.01336883920380916,-0.06572558867599207,0.007676113595616672,0.048014423323508956,0.05768126674412427,-0.0670732891585991,-0.09534853829664656,0.004183453963736001,0.017374539638956445,-0.039442814162226336,-0.031901678210178815,0.017392272188224176,-0.0017193741925773745
FASLG,-0.019949773650779806,,,,,,,,,,,,,,,,,,,-0.02954589637483394
CEACAM1,-0.010922526445889806,,-0.011759988367007649,0.00716123087098728,,-0.045509073141991714,-0.022083524180458412,-0.006635654325710341,-0.024979455624673307,,,,,0.016134598317050376,-0.07664572772803127,-0.03876866531962179,-0.029007551218387474,-0.03121528748921864,0.07726555750184508,0.11558576136224173
PDAP1,0.026283016358733948,0.04099275710551653,0.008759179312378384,0.005884978753847015,0.04214030260231458,0.001965675659993433,-0.011427896883591146,0.10744766773825505,-0.007115442987823199,-0.014550131217126552,0.005478307210964253,-0.00011123926937591236,0.09324723024194528,-0.0485199567512522,-0.009867707981019016,0.012292336309192544,0.02413831438785925,-0.016202173111097826,0.07165270760452482,-0.013913234800756995
QDPR,-0.14234291228636045,0.04888046523703582,-0.056829609300184346,-0.02617631951933617,-0.059494780857230485,-0.003077083106506618,0.0031939640487762375,-0.11090497297988326,-0.052955934632347115,-0.017276976140495174,0.07284478911713757,-0.003234668512659777,-0.06738347789319915,0.1104678205657075,0.011867434069096235,-0.03948594137315512,0.08164437104973801,0.024938621463775637,0.0017381517563390785,0.007725770299613242
POMC,-0.042836645558923,-0.03752276735247313,0.019642934158349157,0.047437948903332285,,-0.0355126781431047,-0.04443727278918687,0.021972540275815012,0.04240066107705744,0.017661680894452934,-0.03715042524057834,-0.002975880736091679,0.03398208650101854,0.1382216547609775,0.013330115085536666,0.017226740951111992,-0.05688866892491329,0.028962960052150204,-0.026231124350413554,0.08656419675099744
CCL18,,-0.026650777881450646,-0.02023394578003653,,,,,,,,0.025888092077498204,,,-0.04739551462013561,,0.026966603667181177,0.02979034273483047,0.003843868090239542,-0.02903430584495705,
CCL17,,,,,,-0.02637762166849418,,,-0.01980862276082066,-0.01828968344167836,,-0.03487564518971184,,,,,-0.020579453584501358,-0.016030864019514018,,-0.010978277479704293
VEGFD,,0.02859972158264239,-0.03154939678992027,0.0415904812646268,,0.010118547446260959,-0.021128265607389434,0.06032501734131305,0.02995787760767792,-0.013415703989395988,-0.025100329041003462,0.017041312282685316,,0.06526897729102328,0.032470820059545345,,,0.04936883600101455,,
TNFSF13,,,-0.02380818723187818,,,-0.01819469307832228,,,,,,,,,,,0.08355243328386669,-0.013322074584926895,-0.018006210248312143,0.032817681076052166
WNT5A,0.03630941635456027,0.005743537790178359,-0.007369313897931378,0.0628076386553736,-0.03426257613796065,0.023904827450418418,0.012370068361306922,0.0808303473713997,0.012788346396235219,0.02429317812874331,0.018796602493603386,0.07782825392642749,0.05985628726687342,-0.03122621927006168,-0.07454930733440783,0.005774495983435207,-0.007876574487394924,0.09838842078309894,0.04041841719749277,0.024697951289614706
CXCL8,,-0.08822020297937147,-0.03578202864284427,-0.003984526434489388,0.015660396593722994,-0.006583519832221189,0.03913828802699507,0.008027333163513412,0.06743146464467449,-0.012493286889128109,-0.024858544253025135,0.028797560053132658,,0.15789018770024724,0.013333855986532356,0.012325862872000978,-0.06967515243142283,-0.058253824924050165,-0.06327736061726884,0.045573579830027404
GRN,-0.061273172594127095,0.003273515556826037,-0.03947533476862471,-0.04107460764241229,-0.023528707797471883,0.023113446712777787,-0.009574405460430062,0.045944893471473194,-0.003484870039380203,-0.028231311446187013,-0.005310566986342915,0.01130968200783088,-0.05387738620380107,0.019661161899619306,-0.07842232616471502,0.0834952182791772,-0.0692097553448236,0.026910255565535397,-0.04994668346354859,-0.01545991081055626
MIA,0.11923010269718168,0.027284773885564054,0.06309908821546584,0.03238954647097342,-0.013474152166356149,0.03334205036972062,-4.840039810462824e-05,0.042600269036592676,-0.038934110063047485,-0.0152575379669851,-0.0340405555269878,-0.02351283053512911,-0.012540621680542183,0.07646992512336892,0.056741398507777596,0.024474464606357636,0.15356631999238776,-0.013597487244897894,-0.005469274758109605,0.05437812550060993
COL4A4,-0.023104268754574046,0.05064844604968727,-0.008400884202645433,0.009790163962387818,0.011252112373596638,-0.012448767716929082,0.07970194498022401,-0.021961340244531512,0.08814084134177662,0.0321903023426803,,0.056528065955064884,,,0.026797236915088084,-0.03475294170498026,0.1038811468321044,0.0102310411323588,0.013064279456605564,-0.018885410900131905
TAC1,-0.019949762796928814,-0.037858284971070424,-0.01259738914565513,-0.0021636177652186593,0.026753214139251004,0.047801605084458174,-0.014086812719470024,-0.0832678563868798,-0.012306727435228192,-0.027453512800842243,,-0.07975896190350136,,,,,,,0.09267628464927621,0.048990647430179744
RARRES2,0.07429749312236635,0.013978087841811577,0.03304293489023551,0.029852316158666698,-0.014887181853363681,0.03986023278560499,0.06792001973181681,0.13265844702883248,-0.029199518777102768,0.020215568067000502,-0.01132728771438256,0.054806209529023917,0.11903679781233695,0.004373735830544004,0.011170103964512939,0.02279948009683223,-0.032337760987370304,0.04301331938706684,-0.0022856573866893654,0.048389890884779865
FGF7,0.03610204669001402,-0.07524729094933866,,0.16716587114571946,-0.054756259609612994,0.009785480243848793,0.018983778361308885,0.009338949458794458,-0.04129011264816916,-6.218372798650778e-05,0.04045682643282014,0.011100323001771401,0.031219466418231447,-0.020827788345640044,0.027347096868572205,0.05744173193951895,0.017839194656401037,0.020170910239636106,0.07224532175277938,0.05931168676933623
EFNA2,,,,,,,,,,,,,,,,,,-0.029668041735408556,,
HBEGF,-0.03685600788653066,-0.04233994539052691,-0.011628088242127198,0.029214798375381067,0.050933495929297135,-0.035078741269178086,0.020493392277373724,0.029333508483439345,0.01744483407265027,0.00014904507821952989,0.08830339537389868,0.09215912553884155,0.06440709863858288,0.04592444658093633,0.08968987486172508,0.09231273963065036,-0.015061126225044349,0.021151770301425357,0.047349125893539686,0.02119948680096878
CSF3,,-0.03022803321772256,,,0.04914066980351168,-0.022289826280371034,0.09184853442700194,-0.023234675275404747,,,0.0036776560451284588,,,,,,-0.07365988033341762,0.008756240957350891,-0.022988337267941205,-0.02819524710516325
PI3,,-0.03580961298042965,-0.03319128506112121,,0.04678408579736987,0.009746056828471308,0.04909769221730648,-0.026162551024625835,,,,,,0.08191017955859191,,,-0.10511705157525775,0.01138827556325249,-0.04529246394627551,0.005086508990503008
PCSK1N,0.10223804332753406,0.023515661804110414,-0.03580664649025096,0.012218333539288142,0.0403408225087043,-0.040744150388943176,0.01849648954693416,-0.013248215578849743,0.02040414092520282,0.012953295797199723,0.012690092453716348,-0.09948865119934354,-0.010293555365371179,0.08735503253738554,-0.004950992495541458,-0.0039625400615683455,0.019847947908869866,-0.021145426414604707,0.009388335251664472,0.03930288247088115
NTS,,,,,,,0.010163167860373721,0.08356027509078189,-0.023625427163636924,0.03870622935012228,,,,,,,-0.0036192014610429276,0.02487000012435445,0.01728924719963459,0.020961791701628027
SFRP1,-0.029027408796289282,-0.046672493273902736,0.015653320962831684,0.017319157748014923,,0.06900559764397056,-0.024103692132013896,-0.01563559466606685,-0.04386746179392166,-0.018289683625870495,0.07221394444551445,-0.008036056751507334,0.07305041504897769,0.029121857748888768,0.04551754710240506,-0.07038869477082088,-0.015077928878609726,0.060996847024749674,-0.012731742233868934,-0.04078307493506612
CXCL13,,,,0.030009006440420514,-0.023402899424769835,,-0.023887066721035643,,,,-0.04115022815467712,,,,,,-0.04622567212996423,0.024327637413564647,0.06161183420615445,
MICA,0.006177373636338003,-0.01615493729228774,0.0535346147809341,-0.020187222831904886,0.10938266595468205,0.00581657406747868,0.05784536989700904,0.0777199856595632,0.006707703008829829,-0.021034331678676466,0.014191091361020642,0.07257235821014661,-0.062209399430475903,0.03722479547183316,-0.05975813770688926,0.027118159867854038,-0.001215262346702581,0.03440534168402474,-0.031411218825414006,0.04328285984936744
TG,-0.023104263547938125,-0.024096567224768304,-0.0216998865764853,0.0744491516286001,,-0.01315117208907735,0.02768947214752891,0.02967027495407576,-0.01995643780404331,-0.013236164481576882,0.010935198837519172,-0.0054428548754071856,-0.015682012649886484,0.12276494434473234,-0.020405375882419356,0.026300095239822196,-0.027344948655527782,-0.035226064605228966,0.05856793998033286,-0.05498610988359168
ADA,0.023849886427583875,-0.01938745300947752,-0.007951320259876132,0.015909852904110625,-0.00037492567376394017,0.10409064691018828,0.01123276364395118,0.047041898134855625,0.03573387792302743,0.005883318965438653,0.022651942005033465,0.05550274779591845,0.11180377483251976,-0.028978879341364606,0.07972815802409323,0.04855523895682965,0.027058832229063752,0.08742822218772145,-0.026956616225920736,-0.025774118077322185
LAMC3,0.11516867673246232,-0.022934791243086557,-0.020289569492758185,-0.02693394719069316,-0.03027296726348227,-0.004535791128893622,0.0049272497426761114,0.06719115260815237,0.0344324246990204,-0.01341950355244292,-0.02795201119485476,0.05120885342021458,-0.05369117760878207,0.019883438107714695,-0.0108360575926035,0.061346184960471686,0.012860220232180345,0.035174235061235695,0.040443653512086196,-0.0017310985136221309
CCL7,,,-0.02006807520837046,,,0.030366557923163468,0.01544559482716707,,,,,,,,,,-0.030843857346318747,,,0.027372088413299953
NGF,,-0.017415229213870023,-0.03445588857049475,,,0.03342088928263494,-0.03380425825144291,,,,0.012638187944623517,,,,-0.009889085901952258,0.06647968707583028,-0.03562218599752002,0.0142362436626589,0.0006935094999129109,-0.05110985550664537
TNFSF15,,-0.021544812017484916,,,,-0.019996415584643962,0.05705346504198962,,,,-0.024013757843542087,,0.0052952565438159314,,-0.09911636552789305,-0.02291488876135092,-0.03006929744619502,,-0.014275362782336055,0.02834196565887978
HMGB1,0.0158651650516127,0.020481844129157236,-0.019050103391625068,0.0384177199110721,-0.008975550351655086,0.03150951933287044,-0.03710767192763856,0.10542508820083023,-0.020570719423189072,0.029291427479645835,0.00788880863625846,0.01802797015551034,-0.013919238992201348,-0.11804343148313066,0.011877195549326886,-0.028801147393275658,-0.051018153523401645,0.011848151721507263,0.014748905912122502,-0.02496267364750615
ITGB3BP,0.049706852827313956,0.05368176331250572,0.0037253340829358373,0.004640421376158231,0.0181028005323252,0.04014921969135049,-0.012393826177040237,0.1209119055356869,0.04469513067359105,-0.0348960947034113,0.06221150545006182,0.12233949186894737,0.11005033964303688,-0.01629763676812327,-0.014802460176065924,0.02056425193007011,0.04147218740648157,-0.028313008069563893,0.01085348269148036,0.07010348826792484
AANAT,,-0.031214044676172552,0.04199583047375508,,,-0.018194695020207242,-0.021128268623568418,0.056536171534536904,-0.017946941142961692,-0.015257538815648317,,-0.03168909775468351,,0.10440911803600654,,-0.028629509636453675,-0.027058765947485262,-0.01924020485894707,,0.0367163978842552
RELN,0.07838945039629372,-0.03002762147075464,0.025937760287454138,0.08742431385517173,0.06737300924173482,0.016350226310196173,0.035797045565341044,0.023826035836113566,-0.03227920346067258,-0.03631878071722234,,-0.018608725462995822,,,0.04967192910081486,,,,-0.017243091186764693,
IL15,-0.026290797699112977,0.010032531577048677,0.022006431898370257,0.03693372188252184,,-0.026136378855971008,0.016752849408911998,0.04757556648570082,-0.018710687475938844,-0.03279345110926201,0.03060910903915868,-0.016323086600491005,-0.007910804147298969,-0.030966502810568234,0.14771871084392657,0.015413384300210492,0.05800031452915337,0.03134748427306374,0.03253993820353638,0.009877560353111978
UTS2,,,,,,,,0.10555995920694163,,,,,0.06205417004589093,-0.06313194030602796,,,0.015046003406935578,,,
BSG,0.12574702563999834,0.05233990400956966,0.021815352677596683,0.0021243746078080943,0.08281086917184718,-0.030588863317139805,0.024317217318623213,0.062374611694223224,0.04549292508709797,0.0497352766663366,-0.018263625358337962,0.028117327080045187,0.11209182865518823,0.14840498704534896,0.003643250953558706,0.06647745695245671,0.05349136667319236,0.04144734538093684,-0.06293791839934476,0.14302899361571025
ADAMTS3,0.07029066553148525,-0.014498540467260687,0.0458391825404941,-0.016867352510588667,,0.028745024981697925,0.04393245386219951,0.14269613582525031,-0.0060262516090487115,0.018521435968785756,0.0125683856396779,0.022265033678983817,0.13045655342005083,-0.04626711965152786,,0.006862960350366844,0.034789297282899735,-0.025321510622272385,0.05046949379440044,0.022017579745440056
CD34,0.040585237080533854,-0.0020295191759728006,-0.012899673264977972,-0.015155175621100771,-0.004352255014514817,-0.009813854656413224,-0.08008683601570965,-0.014297683791879028,-0.0005930857002135581,-0.028546440849972737,-0.01763906259412701,-0.023272453757428497,-0.07395412432164555,-0.006736342334653882,-0.020376870921897643,0.06556552408113349,0.02301568048426059,-0.010024080258797158,0.016210292483918125,0.010436944398003183
CCL23,,,,,,,,0.03951845542941811,,,,,-0.049244705602881196,,,,,,,
PLAT,0.05349086819765081,0.0272280396029353,-0.03658910202518901,-0.0024842838756162764,-0.08289243288301057,-0.00636357283901914,0.012404768220019948,0.12955775147865403,0.04129500777506106,0.009131142260158685,-0.011655959470685817,0.12715730216674043,-0.015111519458405994,-0.017829289547327414,-0.03077885975323399,0.05896498232373176,0.044251835236480186,-0.019719085302282197,-0.03406680706942935,0.016937591750669043
NTF3,,,,,,,,,,-0.024629307403345953,0.0037167848181246525,,,,,,0.06219475170622762,0.00039179309483474914,0.08159102684893048,
LTA,,,,-0.014877782973043116,,-0.01074554085519388,,,0.015143603794467504,,,-0.027990751853785398,,,,,,,,0.04946488266825804
CKLF,-0.0046519839098330676,-0.03957081863550217,-0.006552098304904789,0.0031118465255624166,-0.016328364499152027,0.015869011061045338,-0.018055209208026887,0.10931657930800905,0.020849834414539976,0.046805899440200735,0.1032453766604511,0.031828228693880384,0.04439028087749592,-0.013528067166451652,0.004566516043438888,-0.03705027032809447,0.025390921967476623,0.05099162680724345,-0.046889262824718475,-0.018297720374482684
APELA,,,,,,,,,,,0.030648475757376944,,,,,,,,,
CD24,-0.05338690893237091,-0.0060570270933503895,0.03443102793504949,0.09253277629618885,-0.0414261284643822,-0.043203054923844235,0.01618266844028548,0.012305574658149748,-0.03734848260074377,0.03462212917605048,0.06695491557310845,0.06494750079566608,0.016324843102877903,-0.051623500977893026,-0.056488226997633985,0.058612896956942724,0.0337427751865758,-0.05478357690592021,0.07657079971440256,0.05424866996056845
