,ZH916T1,ZH916bulk
IGFL3,0.007095240312472418,
BMP1,-0.027867721703172903,0.03396615021865722
NDP,0.019328994499146376,0.013078304001358468
TNFSF18,-0.0141156704876776,0.013446198985154142
RTN4,-0.01817070162592416,-0.11830272734738118
HEBP1,0.005311582662636961,0.05281134095343167
WNT7B,-0.012277627756065796,-0.05584783360853976
PTMA,-0.045545655611760695,-0.002103842064034971
FASLG,-0.01483468041454125,
CEACAM1,-0.02064027897887425,
PDAP1,-0.018546359843983746,-0.011032046191782894
QDPR,0.052913877946549094,-0.02387534167430532
POMC,0.024444168625816956,-0.017420110435398112
CCL17,-0.013445971570130652,
TNFSF13,0.05372584411368743,-0.01031745458387505
WNT5A,-0.011386191102527999,0.04651947202579055
CXCL8,-0.0319224177174473,0.035636271011886655
GRN,0.03918554838988307,-0.08234189635933856
MIA,-0.026742391493721658,-0.011191921012209415
COL4A4,0.02820133842884457,0.08365512336512314
TAC1,0.14809803656051107,-0.03570313937488064
RARRES2,0.04285311531568013,0.018980574786005802
FGF7,0.0492900532617565,0.002826274509491899
HBEGF,-0.009627397434769275,0.06238034865742378
CSF3,0.10185461669147876,-0.0013882061965509735
PI3,0.02242485723116065,-0.0009373363840180062
PCSK1N,0.03793995862298898,-0.059125584733421895
NTS,-0.020963896122159115,
SFRP1,-0.0204767482870925,-0.04098266435739305
CXCL13,,0.18246664361042253
MICA,0.06005900359748442,0.004866600809512045
TG,-0.027607941116882587,-0.029363568283630532
ADA,-0.038076584363546405,0.03273058066450061
LAMC3,-0.002153710361997059,-0.006935559118799344
CCL7,-0.014834675139505963,0.057337152712761456
NGF,0.062294389212107025,-0.037228809443507135
TNFSF15,0.07572860562218027,0.022694457789043145
HMGB1,-0.03332032401601769,-0.09981303049710186
ITGB3BP,0.021850953775415023,0.04477535673546984
AANAT,-0.01569570493586346,-0.02005799550857019
RELN,,-0.013846813617322172
IL15,0.005881969252394736,0.009633422104669508
BSG,0.022076154652848498,0.01749353843518162
ADAMTS3,0.015397236425336856,0.041253299366823926
CD34,-0.039191415637923444,0.044330785645761074
PLAT,0.007732337406344669,-0.02670614011568738
LTA,-0.0211240534441686,
CKLF,-0.05703690508160831,0.026549426529181325
CD24,0.08040328601977755,-0.02502222681268193
HSP90AA1,-0.007334739596638557,-0.12229771798744582
BMP4,-0.010314265766902819,-0.027636489752924456
SCGB3A1,0.037924971462121385,0.08316563024598622
IGFBP4,0.013220215231825889,-0.039153869032689304
RSPO4,0.017026356534777586,0.07504714393027721
LEFTY2,0.005524838515889004,-0.04334733949598707
PF4,-0.02112404855590595,-0.01981291937425428
