,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
VCAM1,0.024532148524179592,-0.03015841612589028,-0.023748488418648073,-0.031364454576168876,0.019103061196298645,0.07086587725469534,0.14449135848051284,-0.052452771856207614,0.07311157147987546,-0.03077527714685658,0.027638173816949402,0.005928915517784497,-0.01098679047366241,0.008545352493668109,0.0007738155116294364
NXPH3,0.06384074828379924,0.0038857088323039704,-0.06409571592150842,-0.023877242839243574,-0.022574577079922255,0.06335053315246815,0.06617928739675293,-0.017916960887977874,-0.0019811921978403683,0.0014979419722453047,0.11847186439694955,0.005135219879373091,0.056194796199056575,0.018687172920450423,0.018788720289949122
MTMR4,0.03817892995925188,0.029940641834887784,0.04648953229384766,0.042205891082519105,0.005906601764403889,0.04886052613120928,0.0023710103428265885,-0.01965109791255735,-0.004558628276042968,0.05518415687166564,0.07737554997355998,-0.05248142766090924,0.030883574729741056,-0.010149935842236535,0.027552314548703476
LAMC2,,-0.02258728217284864,,-0.0005736607222602348,,-0.018955607832354653,,-0.01277335357465853,,-0.047058436183967926,,-0.02361728754308179,-0.031199218485068323,0.019500661870574452,-0.01647533484078074
IL10,0.010465200606976833,0.07258212417895255,-0.00782262937234691,-0.043970470048843684,-0.008930108985370408,,-0.039450607918419756,0.03013638734954942,0.005460724172725724,-0.008337588757774215,0.11497855698357264,-0.004824914406395628,0.015789185836450573,-0.02934979889635214,-0.0410269542864308
SEMA4D,0.01273021165698678,-0.039831605230387056,0.029344871869563336,-0.03285281790992599,0.02787996102335338,0.01931383027717218,-0.005413782682017228,0.007283597449161378,0.0649560284034403,0.03395666552715514,-0.03259672659269922,0.07681371352404204,0.1486300150609341,0.04292619647798123,0.0014781925917023964
TRH,0.02266737180179908,-0.019724683751569248,,0.03686321564093731,-0.014043904124754515,0.10901241068320736,0.1133306032903698,-0.02534700624571159,0.009325961543661703,,,0.005843660507690063,0.11974497285277662,0.06622609808738646,0.048824940059512656
SEMA6D,-0.020020632579562526,0.04636364182656047,-0.0018590176314783444,-0.020875881815673437,0.06779598021849982,0.10945278990506123,0.11488746322651479,0.06210700454614798,0.03391659036672137,-0.02398926525076361,0.1511909511025851,0.002020952823258459,0.027642590680138794,-0.03553533167181477,0.09710250824465042
CEL,,,,,-0.027707159931701142,,,,,-0.04306131210336213,0.07277298571750225,-0.013846567398344448,0.06945944564622503,0.0386571416921076,0.014980212989166528
PDCD1LG2,-0.03309840798372567,-0.021291102943841973,0.03550499615879987,-0.035081765274397395,-0.031225403557384217,0.09608980986620304,0.14471755926229346,-0.014922550144750782,-0.026778769596185574,-0.11265427124432466,0.08798279009318596,0.039244997842823565,0.06071880314013474,-0.019558847435991258,-0.04535525667626063
SPINT1,-0.018847056877737193,0.04692634332977584,-0.04304001087903935,0.04476363034072895,-0.037459307962358045,0.0694253269467969,0.09644490555226376,-0.022190910563864238,-0.0229773396975081,-0.05966834016902893,0.06010623822195765,0.08126307964577663,0.05743384819492193,0.011427363081019873,0.04328342396646624
CTHRC1,-0.010129374239692878,0.04718351969804447,-0.023234087991820095,0.005140920134890893,0.017223116437856286,0.11699602485823198,0.03026904303447753,0.0006126212379926077,0.043360374385828564,-0.033915330443224076,0.05579314302878361,0.04215198516425777,-0.004594064233000998,0.024962059569203672,-0.0322705341430111
PODXL,-0.07228473475511621,0.021507620914140768,-0.0061246567302975915,0.010228909011204794,0.020036826912645793,0.1254250440172679,0.10340990506689722,0.0169146677571955,0.04059296948169096,-0.09073556715046091,0.07560217660991622,0.02577634271839507,-0.006360397115781588,0.001005264923349244,-0.06571792354128357
JAM3,0.06228397996454011,-0.06088794306996938,-0.02032756995278819,0.04655826837715045,0.02741504255807392,0.09538041240569782,0.1092461774469485,0.07317998990890912,0.032941629179346794,-0.002719153798814751,-0.10043486480916754,-0.07357302738243256,-0.07381871296088946,0.036693001809823204,-0.06215641287535415
TGFB2,0.0063800394317965695,-0.004943583338251242,-0.056473285118297654,0.0025166930500447396,-0.0006582392187132651,-0.002258439353266595,0.11925419901268265,0.026894903424790652,0.012373152949658838,-0.05869680997093105,0.13407517471184785,0.016125826546394006,0.07294602905263621,0.013233897795581737,0.048662758633244256
COL18A1,-0.03033833436571193,0.0006727712577753425,0.028938938921984306,-0.0257724760904413,0.01214608285166263,0.10127677518245058,0.11045169830918773,0.0382612727157965,0.06626614036192624,-0.049339177009565985,0.049294506731432645,0.01938799652012062,-0.07207202436654912,0.002251324289653437,-0.04423501294329733
NODAL,-0.0062721561698657205,0.03963088468697421,0.006578289484351741,0.008831276354327743,0.13870584528483426,0.08526979776198507,0.14698693112295574,,0.030943636455073,-0.01497782437940566,0.0846806880091401,0.06171529797158808,0.0008333360454788806,0.05700613507439345,-0.01884078106338352
INHBB,0.056211188601508165,0.00019177991196102123,-0.02524814476803129,0.07078272198031219,-0.005344058116813228,-0.0055639075834361,0.06576267937475694,-0.08436280445093439,-0.00019602204514797123,0.006847500248942866,0.07530704899128568,0.00948917794343988,-0.012326505644086619,0.024042204105312125,-0.031935629749873934
LCN1,,0.08442394024576771,,,,,-0.026382855283244223,,,,,0.07273202309868322,0.03270126323578513,,
ARF4,0.0067146255894891095,-0.025108989183683997,-0.011435397225997157,-0.008975268625409677,-0.01828040839798085,0.008234970871622359,0.0921794961988462,-0.05596208487373977,-0.005882039175289415,-0.006088291044075993,0.05931389281977869,0.06493891762733282,0.10133263417116335,-0.027060859532234405,-0.009462585423034365
CXCL14,-0.0006558493494159367,-0.03989647665151604,0.0015344009323427542,0.020139485071941594,-0.07887761946289096,-0.08825229535489724,-0.06909238513761075,-0.002902183791998188,0.0038201124254159564,-0.03222167783554043,0.08014831700439211,-0.07756494942562765,-0.07376020307458274,-0.005845987670545421,-0.07186575952679328
LIF,0.08803665092661875,-0.032033053997968144,-0.01887756846081212,-0.021359966242276946,-0.03124942688804742,-0.016793639788831465,0.0326093234243918,0.000756160770306665,0.007898584714490271,-0.03388288952110775,0.025405101611056774,-0.0525240204871882,-0.07810555630700206,-0.04100145127861245,0.005964061192942458
IL17B,,,,,,,0.049660257047679464,,,0.0046210837245453835,,-0.0265811803938708,0.08743001753962053,,-0.02343968236635959
MMP1,,0.011771197907787929,,,-0.014043901061117338,,,,,,,-0.02135667912844509,-0.008371322483498967,,0.07316017457706761
MATN1,,-0.029656449230301203,,,,0.028397100921385986,0.028235693609757785,-0.01027396591417201,0.07901798127751528,-0.07227017365953621,,-0.025768404776824624,-0.013607617359601053,0.001748792258935937,-0.024157109046880725
ADAM28,-0.0048929320394061485,-0.03774753373077488,-0.020909850397327436,0.02271703204231157,0.02159351790646183,-0.009062363339517385,0.06302806112565545,-0.058097986817661686,0.026921772461332562,0.03609543790327578,-0.00142808065821484,0.011578497723253114,-0.013134955521666387,-0.014100706516488374,0.01983427473900017
TCN2,-0.002152666123369818,0.058725128715846356,0.001730508122072635,-0.0016340901141615105,0.000979150097065173,0.04453278696960803,0.10453246314653869,-0.06672260482560792,0.04432136540184086,-0.026758857542486865,0.08806517480689184,0.032808195907912056,0.01630514404529016,-0.032840733577825236,-0.06602734253463098
THPO,,0.06731461507119496,,-0.02739134977980594,,-0.02305477519897041,0.011578925187455767,-0.021092006536040694,-0.014239181816330729,0.05260642722252334,0.16808484570554502,,,,-0.020955173193481558
CUBN,0.003311590798346135,-0.01064812246930539,0.03980634597615573,0.0370622511476843,0.047058994895365136,0.061474945862900615,0.06105564955140366,-0.029588357040019473,0.11544462470117553,0.07224979280288532,0.19190838402745417,0.04878742346973614,0.07068337248506895,0.0731095582763181,0.013185199936853555
TIMP3,0.009893967805236116,-0.0961390545373418,0.028868489715641613,0.01856377843340542,-0.010826343532223346,-0.02994201265642486,0.09973207416311558,-0.01765038547688164,0.05396794277286145,-0.04741729037207922,0.02184041511102557,0.05316351503042509,-0.025412269274449274,0.011836876655142468,-0.08042304842279337
PIGF,0.015558586243927669,0.05927561843214376,0.016088721763958785,0.0004172850510651413,0.08304689719436048,0.08644628928942656,0.09657255944559325,-0.012651268881367316,0.08619383428978794,0.11229907219896042,0.11408895357464215,0.06418319026840427,0.06382705466936335,0.0038280730894749305,-0.02763038353739338
CRH,,0.0500145481143013,0.033567357535495015,-0.0197503178108777,-0.014271163326237521,0.013888667915857087,-0.04056989369062724,-0.016173620565533422,0.1014676962680917,,,0.01611515842857689,-0.022182034402397518,0.018411068964342168,0.015218568003365586
BDNF,,0.005526421128864977,-0.01674770626982416,0.03065774188766869,-0.007146140958215621,0.02272529687195089,-0.09579151897680814,0.03379130685626589,-0.01603697587407126,,,-0.021067658466791872,-0.003095920229894637,-0.04826256684840707,0.03690966797992287
CCL5,-0.047221767042540906,-0.03855195221758441,-0.06702127836630738,-0.026904440878076637,-0.024841717215380584,0.01644972615602809,0.07918871540946101,-0.05298201363314368,0.015222941020304376,0.017790739318235424,-0.026163990432202314,0.059025407093688774,-0.0013944445940067935,0.07202877809641389,-0.014970296268478761
GAD1,-0.015472980544099228,0.053315858713219214,0.0006354706643614769,0.004886674415630548,-0.03219826435116776,-0.04152782649340411,-0.04936009692738403,-0.038458806279249594,-0.033789679476551406,0.039499080548156235,-0.02088631729925305,0.04842002184583183,0.14452448428118647,-0.034408468446451235,0.07688968563888206
COL14A1,0.06427128278279556,-0.02688921031641824,0.031677498101153764,-0.017834087526979212,-0.01895618516224926,-0.021150332284934025,0.014368382949024473,-0.02231727729841211,0.004080596630857856,-0.012252981749236806,0.1210422537575045,-0.044416287120957874,0.000803155968855638,-0.0014155627130756714,-0.01680105766904136
HLA-A,-0.005305440017619318,-0.041490401231978634,-0.08351419167786593,-0.015552289316377617,0.046229770512495404,0.040428154483394506,0.17230553005946042,-0.009430690576444604,0.07342631904515269,0.005471217061600528,-0.06914383921116544,-0.09075989380184704,-0.1313183073897334,0.019602585773874706,-0.0902650153962766
CD5L,-0.004185830179987515,0.023796998993424513,-0.01589317202779822,,,,,,,,0.0311994758438414,,,,
FGF18,,0.08181570536382778,,-0.015691479803323072,3.4166936287035405e-06,-0.018955605071090228,,-0.01100895923966196,,,,-0.003839186121130098,-0.04325971841083712,,0.02060500019214896
ADM,0.06075974451700403,-0.06917110646129983,-0.009336767497311185,-0.003935174811536765,-0.05665046368341056,0.006286319933675703,0.098780760665301,0.06012097391933614,-0.04035759915594316,-0.06943377642518037,0.061760948382082216,-0.09871497162563832,-0.09069167695044761,-0.00646716978530887,-0.03610077027778505
CCL15,,-0.02071896615307521,,,,,,,,,,,,,
GNAI2,-0.008355356723906799,0.013018049562545646,-0.00938451559963813,-0.07443483081567306,0.0720987033523996,0.09162332775794375,0.08671335879939636,0.08380940207961395,0.011937323761626328,-0.02150586643101494,0.1543003948318528,-0.061988601855222064,-0.06125303549301873,0.010791791673407665,-0.08762504698151337
HDC,,,,,,,0.0794276514744417,,,0.030961897632532674,,,,,
COL11A1,-0.0054654607520879615,0.028569941770784948,0.06610224243042273,0.007273098328444255,0.10633357021032601,0.12135243181063823,0.019562216625330434,0.01981067564476277,0.07590505643950889,,0.06493043359412017,-0.04418284563748712,-0.004560700514794402,0.04601516772699215,0.01696055889811703
NUCB2,0.0012292962356205558,0.03316455872557777,-0.0029523017547277187,0.05208687666001057,-0.04049905729153781,-0.009123734373026238,0.07218958412774684,0.01150486979642682,-0.026275180166885344,0.0073768733547513255,0.004947664683353987,0.001615081251949747,-0.052473734784052976,-0.010206672207080547,-0.009255359741631233
CXCL1,,0.10499651820283447,0.04566121280498952,-0.04008423566129178,0.020674405544951494,,0.03852791116037443,0.039618041087882486,0.11996116555401805,0.034060530664731914,,-0.010772455078755155,-0.029892085033399837,0.09044843215453233,-0.009940176301947273
VCAN,0.006549382689992171,0.0006189065156685757,0.04720914421074977,-0.03544635531161635,0.07241533303150023,0.13403832180141367,0.11466872020807381,-0.027127179748115585,0.05387298121320847,0.005709079180658311,0.05089880126707609,0.07055210393399497,0.10666133365192594,-0.00836244017556818,-0.007811812242848602
MMP7,,0.0181390394007787,,-0.031195729228125583,,-0.01679363507494001,-0.019257308577783867,0.043369727351326035,-0.022008106161654932,,,-0.056920490180340094,-0.06181783291471336,,-0.02507732474205002
PTPN6,0.0076311851086296074,-0.011045949001524334,-0.044344807165347035,0.01608322504028141,0.06686922954978042,0.04163129446595597,0.0696450336738443,-0.01396081136838846,-0.009810965828863169,0.02835103209080799,0.1053216773061342,0.02152735292538293,0.04802504155527555,0.025104534787812757,-0.04266127594775627
PTGS2,0.03667544535597696,0.060912524544120675,-0.017923879674483504,0.002502643052771434,-0.04503847210685746,0.011445647972919297,-0.05402693533697528,-0.005891283055143421,-0.012865855061629534,0.025949626246499605,-0.012544247927504953,-0.06732083709752507,-0.09616038099143495,0.02939535871256596,-0.03812743360855406
XCL1,0.06719689660895539,-0.028999474410505228,,0.016088487615795937,0.08556440402201006,,,-0.016665301388947333,,,,,,,
CD58,0.07688972385456129,-0.04238758021817521,-0.01042023865371073,0.014255909356256676,-0.019919084394623827,0.05093995924436901,0.10059863055691486,0.026660031691350717,0.01001715506538584,-0.04996089758963154,0.0561726045776859,0.019804472664630833,0.04347050373025857,-0.024352989004656166,-0.08190291867578123
TNFSF14,-0.007721418693567324,0.06542707362100983,0.039894716164650894,0.01677005561540559,-0.042031773488537864,,0.018230793834371123,-0.016252100585609948,,,0.09741003064227305,-0.025138604941447713,-0.010736618547132839,0.06234398375583507,-0.024508700842977453
CNTN4,,0.042783033182453356,0.003065796804753499,-0.030683057787706417,-0.014376622595818922,-0.008608516903736443,-0.06837872538728573,0.0631613243165685,-0.044780898079549214,,0.034164150208824476,-0.05133449809485212,0.11459378976816027,0.016025773714597694,-0.036692795366297166
NTF4,,,,-0.021596460208866256,,,,,,,,,,,
INSL3,,0.0008552928733056733,,-0.015691476725530895,,,,0.03453543869070148,,,,-0.012603562299691836,0.03484152418806411,,0.03884554492255544
BTLA,,,,-0.012846909405606744,-0.015568284794266345,,,,,,0.08884190267522489,,,,
MFNG,-0.050218897261294866,-0.00018293731647275115,0.00746097358218309,0.03987374135501116,0.008007973830430035,0.1566371082491162,0.14637664352032811,-0.04571661936317786,0.05830654371540273,0.05653921834287366,0.00846506211168874,0.10591128102343518,0.06290505077834316,-0.008742075279576848,0.0017652494602357755
ICAM1,-0.0006356167399559488,-0.04175000149075399,-0.0006402233010070901,-0.003021422967886733,-0.028230618650250647,0.14673946969568472,0.03994403182620836,-0.0378291655063501,-0.034813234383431806,0.06415901713796353,0.033521796149074516,0.0016838050481558003,0.018973902808952767,-0.009242110451345957,-0.01671310507710427
PROS1,0.06083693536166825,-0.01352002438726138,0.0397932511177702,0.025659331182658857,0.024251684896887962,0.06230633799549926,0.12076924792052035,-0.025020422361404338,0.08543694271552571,-0.0351736171673961,0.03180093238014673,-0.01277862658941441,0.0035014586702504322,0.02011069197247406,-0.06252088402170725
CLCF1,0.036162713593317214,0.022904991002099015,-0.04509830498009665,0.04883382423462196,-0.03337634801339036,0.07712044133998845,-0.02179949119925324,0.02104578639586566,-0.04240506817929137,0.018068369829127604,0.024026964670312043,-0.008063677741606629,0.044209650730185526,0.03315496823737797,-0.0160596534093538
PSAP,-0.05039662609485408,-0.036740509176204,-0.03489283374535757,0.0008143827509635223,0.021673771319533595,-0.12068504935919212,-0.1140878945368983,-0.040700317035557945,-0.04123095204055529,-0.12433915760830927,-0.05595737450863678,-0.05997861987538043,-0.0965721113597709,0.05282936253896274,-0.07630087717349658
EFEMP1,-0.03477935633910499,-0.096853685552432,-0.04355111545702604,0.056990425531938706,0.03156235037905726,0.04900698663324935,0.11598886785102987,-0.04287230509189999,0.0388691834785923,-0.07786936619555006,-0.004696828080581293,-0.04634004278326299,0.022288158732847573,0.050695793273947166,-0.04609606264790023
C1QTNF1,0.06088276995411203,-0.07604707522270257,-0.0027135853321231616,-0.01153071522208578,0.00575904098920694,0.03339787626770791,0.0638707668538498,-0.009740081831437762,0.021635301770035108,-0.0807355242723481,-0.011550762518562017,-0.06136907618116156,-0.1251171384563309,-0.038047120355902714,-0.024925369126088063
ALB,0.07593944173026615,-0.004213794843814577,0.008191885093181393,0.0801181950828693,0.007970123256753486,-0.016064108637411055,-0.03230171227494907,-0.012773353247693884,-0.008562188404200673,0.02521061927104618,0.031207130845608288,0.06004878963505026,-0.020626296064732156,-0.03327723916025498,0.06439850591244994
CCL13,,,,,,,,,,,,-0.01866116557848551,,,-0.027491598151626682
EFNA3,0.036719363106729144,0.016973143608043653,0.03431839298332358,0.018040639015211267,0.01646258147074047,-0.04444419598900086,-0.09957297073861893,0.0037903152555379556,-0.014498166040712296,0.0898762105403972,0.09112980761224554,0.00423382126574975,0.07357463161605425,-0.018720219239881295,0.14405269531376286
DRAXIN,0.010130356129624023,-0.023066908218626773,0.023717557008461697,0.017707747908784537,0.012246812036127295,0.09192954467988432,0.16186816257627687,0.0240430959600302,0.05448198051383978,-0.036986997452519224,0.11624622363446362,-0.0674411195018116,-0.06777890221600744,-0.028708475074400393,0.07665590487553103
RAET1L,,-0.02023725214667916,,,,,,,,,,,0.07463518087419539,,0.020307120063220226
NPTX2,0.014870738378323513,0.0552836973006224,-0.037835901165329394,0.040575937527589416,-0.06833091167770108,-0.05575397236010819,-0.16133527447304435,-0.031110245801423554,0.013913670705059266,,0.06528668939216421,0.049570205660386134,0.018705021180104652,-0.00812734246964751,-0.085412582434817
FGF11,0.023670563808539317,-0.04747253130833786,0.009925723947572374,-0.004174302242860764,0.01446785622685417,0.03553207801280953,0.10220096310203067,-0.03717369809115949,0.0057464596171946086,0.03780578913423392,0.07102358020873015,0.007805764475134813,0.017356414681706765,-0.030545715436620522,0.06299535129829885
CD59,-0.034668625405219165,0.022673245427318325,-0.002742487894667887,-0.03910952665505117,0.001630083590944575,-0.03382180975115403,-0.08224625946333829,-0.014534068037834063,0.02948410692790322,0.018877718006260334,0.04982980685462367,-0.01844009780248941,-0.07567079017023438,-0.040538729268046726,-0.11995595128372992
COL9A2,0.027298995134862225,0.001477426547875909,-0.0006238863045628336,0.01842991776810396,0.046711226614728006,0.047871206147454395,0.03303110712091976,0.03247152054828647,0.03596341542326161,0.013602149225270633,-0.03175079542249772,0.10691659450372087,0.11835863841703717,0.024488773670554163,0.01603694999602327
DLL3,-0.06683890798743725,0.08998121573664532,0.089279995567144,-0.009317187505853489,0.06141161676399108,0.10943299574434762,0.05491675879309511,-0.02295724225754618,0.03878233698567724,0.07210162325029718,0.11052795806781932,0.09144783104241436,0.15225165529573348,0.04138902787654644,0.08173302034430724
FGF5,,,,,,,-0.025721671643541055,,,,,,,,
LIN7C,0.0270730142951599,-0.05191285683624964,-0.06803193711223583,-0.030441133046895597,-0.02357264626383119,-0.0035528743952280674,0.01865147257467249,-0.05284952469304853,0.012737824940989802,0.01797116334631971,0.06047574679784161,0.027094193366937542,-0.010526559012629354,0.010213466537816825,0.10528181732428837
GDF7,-0.03434115922557674,0.004911424760051541,-0.017595332229399047,-0.027998175617277604,,-0.0069825999433285844,0.007217003855085712,-0.015169478201559087,,,0.0038210051331353766,,-0.006415410067752966,0.06488514351477945,-0.019924141300171616
PSPN,-0.0258565146517899,-0.016583122339746584,-0.010857858632319209,-0.03081136690198048,0.009035720228017788,0.028294790968054404,0.034516473210453195,-0.03527658128668429,0.013785230579573853,0.007449777569114141,0.09589551418567764,0.042799505710924036,0.017458945827820784,-0.018683183432718128,0.06920844339417474
ANGPT1,0.03971404324024502,0.04407396820271723,0.004445003622848339,-0.022331077500897373,-0.000628519845561245,-0.027650653744171055,0.16436779442521032,-0.04310558594024562,-0.007268776627740871,0.020604241845977898,0.08538452173357551,-0.056020086982332414,-0.04500712577769518,0.03999747941798576,-0.027462566749982795
PNOC,0.055235409233140194,0.03789865461689287,0.02765793853729341,-0.0029450191895555224,-0.04673812639254932,-0.02976544235059864,-0.1435755410965555,-0.04720074408829765,-0.028174571678787,,,,-0.008583984451885018,,-0.02362088327725826
L1CAM,-0.05156854420248038,-0.02904155989824191,0.07831090269517033,0.01100129121612195,-0.031532517453745856,-0.018889328056393057,-0.04859154479652936,-0.027089796085860516,-0.05818835984666949,-0.016042480868596075,-0.004265193880298453,-0.0681740694216238,-0.08562942638099977,-0.018073687262074725,0.10117760070102137
APOA1,0.04228778728182979,0.007982349750203533,-0.024367173010612097,-0.02443688241404101,-0.034526996891794955,0.043800849660563405,-0.019189817281361158,-0.015235461516399809,0.051860178981692796,0.07074475964483382,0.0376416345226713,-0.008485659793092536,0.04601526472800674,-0.030593800288783685,-0.00281843047042814
PSEN1,-0.09191432754724345,0.027346279262846534,-0.020708052797968016,0.04559306754564045,0.03626733841513201,-0.0017081958749975109,0.04051293788613946,-0.006899457500410388,-0.024294141548240503,-0.03981095295419257,0.022319241495956623,0.001532637297491153,0.06956284309046909,0.01781404881981493,-0.021847399495038212
CALM2,0.07707211884027741,0.04670753833846484,-0.01504992703875751,-0.020217778125491134,0.03757823290871041,-0.09503415224530526,-0.14347379655295253,0.010014269562781572,-0.03582772080711396,-0.020772644698076426,-0.08750315981071076,0.024472551641750138,0.06190231739366932,-0.037563790802238775,0.10380058760038169
CLEC2B,-0.00436272757469174,-0.00710008093782466,-0.00462402859308416,-0.026032072045650768,-0.02654428915917216,0.07918083301601085,0.09907396665960962,-0.022909657101377795,-0.004578038759854901,0.050511318695209736,-0.09197236981155338,-0.008198521285891136,-0.01749906430892971,-0.0034045012545061456,-0.06486865584148149
NTNG1,0.016356738906434777,0.05739047191288436,0.0038539481982491687,0.02262930398718238,-0.03794352729061914,0.010197288247150077,0.005369577467705334,-0.035775683799150235,-0.043069002377768936,0.0803360437212018,-0.0061419281980538195,-0.004469559185447053,0.03375342873856639,0.05421588322756266,-0.05094113974076132
LRIG1,0.050335690677357,0.015310421610997034,-0.01518041378233258,-0.021959507774409474,0.11914742751401576,0.02458537588606799,0.06904638376736294,0.01671399471355503,0.03871475068769723,0.043336646892476675,0.1354883377682721,0.06484027158966242,0.15997364737819786,0.020847706479702736,0.024107055401137816
CPAMD8,-0.030217272940614024,0.019424715776265852,,0.013208613797701366,0.09883853449149428,-0.02063857323878847,0.026508789410091493,-0.012978023690282304,0.02725170596726817,0.010066017449315403,0.07020751471768572,,-0.026688746906873933,0.004742559519438915,
GHRL,-0.029070701243802392,-0.01991300434081642,-0.007447990015773249,-0.01844152627090169,-0.03211022744146724,-0.017077427584545495,0.05231008090552113,0.027788416934024465,-0.018173050865259652,0.03682789485818262,0.1171563453700142,,,-0.061904982085943736,-0.021551827113865326
NPY,0.0567352247130939,0.032526456934994966,0.0383486599844191,0.01552154557458041,0.009306360330961045,-0.054292731281399956,-0.04281045406704671,0.006519322476812628,-0.010293786533870693,,0.020620898611798975,-0.07539375147637144,-0.026246003049498794,0.003615460078803472,-0.03315183500792247
MMP2,-0.02766402314564659,0.04341563253650971,0.018520361544842375,0.00477949192992656,0.00737462733056271,0.059340880832638325,0.11837472238550441,-0.011583567142958629,0.11938198397704015,0.0015703120213502284,0.038637837043531374,0.025240904736857785,0.04422766717134993,-0.025185965923813447,-0.08388825421999647
LHB,,,,0.057033100357129815,,,,,,,,,,,
PPY,,-0.03412400633114982,,-0.017457098919476034,,,,0.019465181538433775,,,,-0.02670427866640244,-0.020570631720035374,,0.001667331805150572
ALKAL2,-0.04525061487912577,0.037110309163728414,0.03160367761545673,0.002206712013118962,,0.05137088162568248,-0.026382851007342806,0.03988505582678218,0.04321646521724841,,-0.02119703579219658,-0.027119808109166536,-0.03998829412410019,-0.024807020167934252,0.06792402512311874
CSF1,0.043372098693109644,-0.06158170585484962,-0.029399661025020934,-0.023559577722677687,0.06671615040667765,0.05681776474329454,0.03196612361186867,-0.014134587410604365,0.0374072693404571,0.03704016224379859,0.0685104496292574,-0.027427908375392097,-0.03803246817700744,-0.008793891744542235,-0.007868211800839237
SEMA4C,0.031784988660454275,-0.013665356256584568,-0.028566312973643607,0.011106690931959028,-0.011832258405992526,0.05369353180851653,0.04375929023973112,-0.004375279858447521,0.037809722670543215,-0.08057161569354392,0.04015802996855821,0.019359940383253522,0.04200765603014925,0.036274749834069885,0.026070900786626244
ICAM2,-0.05920444876583623,-0.024904279500717136,-0.0006660324061496887,0.013465732061092967,-0.02316638121391502,0.057980015290773915,0.0868766420685158,-0.011187910097370636,0.06990513667871222,0.020651440100728988,0.014553475207811617,0.0729279430634651,0.04005159458629814,-0.029402506102544742,-0.05683516696956105
SYTL3,-0.043126467274796416,-0.00593040845267871,-0.040942786913790316,0.009811986739641647,-0.051523901092294516,-0.00558393019965713,0.06947076270703895,0.031642895174790055,0.015584621938487291,0.009941183482795494,0.16532822760825597,-0.010856997989093493,0.014472268654925676,-0.05218840518543268,0.06123927719929659
IL1A,0.11072804050871571,-0.02257986405558038,0.020027725822225447,-0.04931085596360574,0.005589499322584203,0.04043486855288245,0.006703348645555622,0.03955600764086569,-0.027367673282011406,0.06846659944443924,0.010969030117760134,0.14622523597983522,-0.00019117895487587332,-0.01697063485548177,-0.007221322676797407
HLA-G,,-0.031140298762757618,,-0.017072890055588947,,-0.012393736352444246,,,,-0.02251321116784795,,-0.030132267919179046,0.016115924748564943,,0.03693208453052906
PGF,0.03857435867718746,0.016068409391502603,0.08856639371430518,-0.025420392766892203,-0.01007418433890116,0.08392987649664035,0.17825592596888468,-0.013215617473469948,0.0091359287373302,-0.11070988608466625,0.16627880497926753,0.05008260785284504,0.05767414820946631,-0.016512758830439705,-0.0102119009127765
LGALS8,0.010643810771517671,0.010243389831991577,0.02744144786476261,-0.03187372401101786,0.043172990121616656,-0.03135969918193219,0.07011371047182181,-0.009627383062138402,-0.020284845623962638,0.0060275148389799735,-0.02151317219000475,0.018361461762630434,-0.012690630152653011,0.059960583313826636,0.002681017853336255
DKK3,0.0006505608585519093,0.045649815766101956,-0.07907965424435678,-0.025801791542616637,-0.01990037240788684,-0.10680965920673997,-0.1381951539424621,0.02154750311259329,-0.014396414065203457,-0.0397255568843827,0.045530167681719504,0.014333650445248907,0.06272000208885754,-0.02029078467360482,-0.02734347714071447
COL16A1,0.02412016656158623,0.08228815040892193,0.03333215756571715,0.037225046268345385,0.07219091315004852,0.04321374317454958,0.010653210196998275,0.026953318891151146,0.018196076920209546,0.042385151205346215,0.03701831548368674,0.039865640877407876,0.04087029696816465,0.012256518052813841,-0.01258072449030283
TPH1,0.03144063971697182,-0.007594013607770045,,-0.021409418325607193,0.07787043969935074,-0.01313289197919955,-0.02766062986547636,0.08354367802525227,-0.017136231957526945,-0.027286170748213465,,-0.015695365285621047,0.001133239497049267,0.025539745826258797,0.025500878716385685
TNC,0.006330171974849373,-0.053432469852107846,-0.024985263475253403,0.029642308948747986,-0.01268896131552169,0.10775672264630866,0.17042853007384534,0.07671904803065868,0.06440803796146262,-0.055303506924970804,0.15617226212094917,-0.10230785228269038,-0.09826105204614816,0.036795924301822346,-0.05082476091676099
TNFSF9,-0.03021725859900465,0.02859062908906793,-0.023617104681370307,0.0265673259868097,-0.012360073847812495,0.03696685574129316,-0.06244123761547501,-0.029815886441630548,-0.017508772103735033,-0.056811317855761316,0.0010171803344005581,0.04529175613211057,0.029118879343176918,-0.022982971057292457,-0.03079168918191708
C4A,,,-0.01391771840401927,0.0911467276324644,,,,-0.011243783034103408,-0.015063398860277674,,,-0.020775771265416753,,0.046581572693924315,-0.02013427416907527
CNTN2,-0.040377431478609,0.05611207960316752,-0.019920178108184427,-0.014194583105183447,-0.005483377337366729,0.031414462084465564,-0.02994162937353048,-0.05327936224798894,0.07092813826031569,0.024757007312271304,-0.08035968573065497,0.056057594442179406,0.11175598859293392,0.02072992399107089,0.016051506338420573
F7,,0.0889538567905456,,,,0.0520306139742827,-0.023268700011592272,,,,,-0.02617627227906678,,,-0.0007334329814204747
