,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.017290360241957705,,,,,,,,,,,-0.030554855057075486,,-0.02830176642277191,,
BMP1,-0.02114768925884067,-0.008022304368030182,0.036781244724291846,-0.009040438067467212,-0.0720344132914437,0.005231622352966834,0.05573483087453168,-0.057091596287394436,0.022629752632519123,0.044850884615543936,0.07282253739607608,-0.008668664821370435,0.07228708343510731,-0.06485476187637361,-0.0074049079997276016,-0.08528309981599473,-0.024312575483321806,-0.02972793070094479,0.037927393115206834,0.0039017736244391673,-0.041732316409156145,0.0010864475562488594
NDP,-0.0696667854758431,0.011784681187669522,-0.009005980162174037,-0.0035574850239179457,0.013655020103059263,0.03467870235022513,-0.03692474818536989,-0.0211423015726905,0.0562303067522129,0.007872378635245777,0.033394528131006816,0.027377628719023533,0.003186065403115212,0.024648887750341273,0.049043042562614124,0.05463871073669871,-0.01079450134132857,0.0557637601459648,-0.009723343666179957,0.0598289805876821,0.006431721945786558,-0.030248996706220912
TNFSF18,0.08931684927515131,-0.0420627896727236,-0.03596363035639094,,,-0.018168049083293676,0.10397841503402906,0.0758357730749824,,,,0.09634687168549777,,-0.02615015899586303,,,,0.03407799867430646,,0.034358828730146215,-0.04473182843530457,
IL36G,,,,,,,,,,,-0.026269787643005308,,,,,,,,,,,
RTN4,-0.009349538089195105,-0.006447224081730681,-0.008063381231111454,-0.04134098774317497,-0.04872109663811222,-0.008780643599733197,0.010358835422354662,0.021047740201584567,-0.06086395968306922,0.025140634023216542,-0.06660515996927542,0.02248120167255776,0.07438433806966432,0.03918991880096945,-0.06368943351106895,-0.016464144529255268,-0.0532133809023311,-0.004037641470560498,0.008894347241375718,-0.010836681233275964,-0.0333741460236419,-0.04229492989472282
HEBP1,-0.022819828970228512,0.0018391767699106251,0.009604186528412603,0.04115329907626419,0.005901963702054148,-0.034210306394852015,0.06636161269630964,-0.0008555165125178619,-0.007821462618618805,-0.029187373115692646,0.07516636375060594,-0.027034191835159243,0.05649831452256506,0.011760389659567012,-0.0276151844388742,0.014262456163806517,0.02793150335796852,-0.04509476166347594,0.04402134592732447,0.05796297150879667,-0.036193068760796074,-0.020046839378688855
WNT7B,-0.03594816444817578,-0.014367607303427853,-0.022339492349569983,-0.0009400897093604842,-0.05600355091291434,0.035655604642538974,0.05214424776691403,0.012099319719624845,-0.023987328768434058,,-0.028873523986754992,-0.02698067325997131,0.03970044137306213,,-0.036534029801147755,-0.01515665390338725,-0.012987923520514933,-0.0030197167455315527,-0.027014743277121025,-0.0011165161336754844,0.04412894557725312,-0.03502349128888453
PTMA,0.1341113975492822,-0.05487375010924952,-0.040913653224349235,0.026449017034683595,-0.009522102900787,-0.07659169838460816,0.0002324743649121647,0.004551323227078304,-0.013122051971774013,0.021428440782862733,0.058990251923178035,0.12678433684843893,-0.134904863276712,0.056997894476099466,-0.07563123875056241,-0.010627646284073285,0.03962696245142314,0.03754482106078922,-0.006947623457870968,-0.004980142135000521,-0.048486211435425204,0.003347942329320929
FASLG,,,,,,,,,,,,,,,,,,,,-0.024546112363182944,,
CEACAM1,,-0.031438973412788014,0.06054450859022313,-0.004946970279459049,-0.0028568948992926026,,0.02149323941503574,-0.014132184893896917,,,,,-0.021967890628935654,-0.054456585943681815,0.030676960585653213,0.02604057583038024,-0.030125618173510914,0.04308000264288638,-0.0179300780073591,-0.021335842075210443,,
PDAP1,-0.04504187470264059,0.01715828849678768,-0.0024304442091225716,0.014031965221107752,-0.00500952426326786,-0.0035159809539251244,0.05800010668017775,0.017991567743909,0.05140499128667558,0.0011205045900865534,0.06654011124418656,-0.018725186977371217,-0.034615604606129356,-0.03783702772070651,0.05681291346644767,0.008104114621579749,-0.04089039007731291,-0.029869837885283666,0.01225195427146405,0.06430160234089856,0.023768549857672332,0.0004660437174803926
QDPR,-0.016795181330811777,0.006534748791191469,0.0727429201775433,0.0069373825348411815,-0.008541259500913228,0.04483927018990738,-0.08474445648572919,0.052728015314028084,-0.03411533046909999,-0.00617948589526814,0.0008599294086932565,-0.06866525067071187,-0.006997975474094729,-0.051045328323316645,-0.11680850604247527,0.10888200527789899,0.03969788925822262,0.07345627354461665,0.03743116897901319,0.059884645964995084,0.0034064210480437736,0.04391765222894161
POMC,0.04707069496658288,0.0004967899939037932,-0.007927147916652288,-0.006382880110524324,-0.000981238860963276,0.07175333908853138,-0.0019328484975878412,-0.02343747462006698,0.021806692638620197,0.027584872231322465,-0.032026014778845854,0.1358795888100684,0.11881375980163884,-0.012096139227361266,-0.0780262534850516,0.013568521690158764,-0.03334068921335111,0.015230042749742757,-0.02933125222401869,-0.011296065257355024,0.09306872609845163,0.09592711423746104
CCL18,0.006625562223600326,0.03298257850556862,,,,,,,,-0.04199250057684019,,,-0.05326408861794857,,-0.023230429597516505,-0.03281081104171781,0.03139695484026193,,0.09426606007469199,,,
CCL17,,,,-0.034423216023853564,,,,0.019265631570340513,-0.029689588696429643,,0.07603262364039227,,,,,-0.02221202153781153,0.004926700480130249,-0.002808096153408449,,-0.02224829384723869,,
VEGFD,0.06910953924506812,0.005418228871730634,0.07223095776260267,-0.015441815026622764,0.0016473695006761393,,-0.018589000557792414,0.01543001639006365,0.004690160726896937,0.05402479746151106,0.030317432117475833,,0.00042545482877124333,-0.0598612108225885,,,0.010695843931848848,-0.029706460614523946,,,,
TNFSF13,,-0.029606390824885236,,0.026031971769893397,,0.0038468541221728836,,,,,,,,,,-0.04262153303424019,0.05436517730913912,-0.04320025045970422,0.053635673286778825,-0.02449252019339562,0.0025028172997307854,
WNT5A,0.051293715559993076,-0.06649391178898091,-0.015548106785782221,-0.039014279565204,-0.05416064767808673,-0.051173083205135146,0.022202494008649543,0.008810815789981132,0.019866606663331364,-0.012472346883682107,-0.03694300597278524,0.011585387170581626,0.03920933336032642,-0.018478318816505922,-0.005608267578216058,-0.030697814422946182,0.014226613790570641,-0.0018033952642960017,-0.03242231972946561,0.0016315984748427519,0.03379488909658272,0.051099600756592256
CXCL8,0.01581934373818405,0.023545314831709546,-0.022992456004158064,0.1344370142448053,-0.04153590483978226,-0.010646807944011072,-0.01250289944169563,0.046354624449450016,-0.020280315424129218,0.07106507639129303,-0.005066907448349861,,-0.12283021014891547,0.07307822601519884,0.12331347243436568,-0.09130090386797811,-0.03304561756584768,-0.011322147360213277,-0.013331063170896362,-0.01672918617861442,0.009746097794475606,0.0940070735983236
GRN,-0.023558386844864315,-0.03264236025960414,-0.0457004334614959,-0.02818365481258381,-0.04927446695892968,-0.027529336718025706,0.007467222171108891,0.021500965586943577,-0.019482540067678418,1.3771174888934691e-05,0.02191999478214177,-0.02259012183019119,0.08012622086536565,-0.09565122575912488,-0.03949515744947512,-0.03304671858767281,-0.09253439169982874,-0.00026186902298720055,0.05032723392043082,-0.018268003031404727,-0.08572991461659596,-0.015020541953773838
MIA,0.1015560374242302,-0.012063615493043332,-0.0218380786276502,0.027253119593340553,0.011226521231825574,-0.031858943379521006,0.034803662164550386,0.011806466395578663,0.06928183739691161,,-0.024793482649206677,0.03678871986804286,0.07641846405090552,-0.015242502632894186,-0.007952790319260272,0.15667522729637118,0.16455832779609222,-0.013259748341718697,-0.030706716544429136,0.07797614460290886,0.0516335084237514,
COL4A4,0.03478403032086242,-0.01863808255034613,-0.017872864847133834,-0.008933635542174538,-0.02973676217623988,-0.016763907066815232,0.023753052853696655,0.016967870719247765,0.0020165935177492984,,0.08764319447858458,,,0.0911426615857344,-0.029370521434986512,0.10433430227880794,-0.011167146504792183,0.06947421737629426,0.027049575926068554,0.015648601073380983,-0.011152538487940704,
TAC1,-0.04120971074667088,0.02093040372460142,-0.012183576025377472,0.04569249486540995,0.048446396873918135,0.03287151286921952,0.00023554586250975365,0.014193939416941987,0.002435772731229383,0.0017178440894759276,-0.060554205878594405,,,,,,,,-0.007330944016940044,0.02916847998646059,-0.02407277838703107,-0.054584935302291276
RARRES2,-0.028994269991282767,0.047454122331772944,-0.08976501234412892,0.013201924732510294,0.03495659768610262,-0.04251055390218405,0.0006923171629839301,0.06412263016024791,0.05831185739681244,0.03030601534600311,0.040804713997272084,-0.06012271713340355,0.04875762418169192,0.019136845487998346,0.08941815418502098,-0.047185356473704886,0.06998648047692116,-0.007829737130532075,0.013153190595157944,0.08119649563678656,0.02547763940367119,0.012479200092953367
FGF7,0.007105333423572079,,-0.003315319897235835,0.09797096275893238,0.07842273639187727,0.03452606818685484,0.00763452419328191,0.0017351377425427392,0.012258180038404842,-0.03234802462655358,0.04787286911326314,-0.0011150612014125118,0.046030324687913474,0.07319201017335329,0.04830387197470096,-0.0239243566947459,0.03809593045476253,-0.025076261234452377,0.004497952506770533,0.0265185516289644,-0.0029059887667570988,0.03226799248541521
EFNA2,,,,,,,,,,,,,,,,,0.06386940067392821,,,,,
HBEGF,-0.03693531057014605,-0.025827967304959384,-0.02630453354897344,0.0543442982505259,-0.046445440669310105,-0.0012983176463847346,-0.015604878594994372,-0.00872070885126397,0.017171488388593024,0.03502680194438284,0.04287866485433562,0.00599440705131283,-0.02308627656795811,0.039012958900053865,0.05995813576700178,0.03894808864473871,0.0069287293477305525,0.07063680967293957,0.033300186647430265,-0.029516433781665664,0.030883280271311438,0.129126033534819
CSF3,-0.05198737656756559,,,0.117819978272751,-0.007127044183386774,,0.03172674470332857,,,,,,,,,-0.049647726524594094,-0.037552423674460045,,-0.02570521604828433,-0.023424021216717463,0.07146113121566679,
PI3,0.0432637083435905,-0.023656314337509525,,0.11561272471214955,-0.04525361052088506,,-0.013476438545229162,,,,,,-0.02971467691989203,,,-0.09347457137618521,-0.05460246130496944,0.06759409072154905,-0.015831918009643543,-0.05089261623576671,-0.007720745310217554,
PCSK1N,-0.04286554446286656,-0.021875093953183697,0.003227603738603818,-0.09067445597188063,-0.053196456077219324,0.02232936968949264,-0.033182143298715716,-0.0024651534856376116,0.0007594126828731894,-0.021579824192855483,-0.05219748450059839,0.1058103793735455,0.05719373177159488,-0.026792248503570898,0.029013851582047483,0.007586044812984472,-0.030880834102331816,0.024385576000394635,-0.02889529071151792,0.03880713613404946,0.018841873651885586,0.008400707547020096
NTS,,,,,0.05131720733757636,0.050266521337477964,-0.028218365798149698,0.026483169830062263,-0.007302911334580735,0.2507664165379966,,,,,,-0.04237531343578113,-0.03488312649414183,,-0.008499699629157363,0.12674444577992855,,
SFRP1,-0.04977500293360853,-0.036919161440882156,0.003363956481990694,0.021206830888483137,0.016246800831977864,-0.0027417105961039484,0.05379159408255117,0.010067496558489403,0.008437153719649416,0.05466947400326082,0.008346972986553984,-0.09402849811134231,-0.0008873970675919367,0.09302716690972551,-0.026570388979604568,0.015325305119496464,0.009582744667932356,0.037139264479189735,-0.0321954810287739,0.04501301307458181,-0.03333105420878871,-0.06932401771224049
CXCL13,,,-0.025435324034794694,,0.032086771347194565,,,,,,,,,,,-0.049892754476428346,-0.008421549429814369,,-0.0419305565240331,,-0.0353811785337515,
MICA,0.03166952783220141,0.02359207653010158,-0.02525347038410382,0.07918040669354422,0.00837458986296723,0.07156339284485211,0.035164031825614256,-0.0003478752779090009,0.010191094983803405,-0.0031942464734468217,0.06860448019057222,-0.024945119015523105,0.026961876711992423,-0.021213739618129456,0.02961012766374769,-0.05439568403665284,0.005454620247010111,-0.06390704832817275,0.0374975915397402,-0.006529089820733175,-0.025860454675461695,0.01693387972920483
TG,0.002555594651570426,0.013686841566801309,-0.02331268048709631,-0.013767193954208678,-0.043706382578195216,0.008725535299249163,0.08186077079656348,0.008598366491453768,0.06026381173819319,,0.03796071773998478,0.015927334463536433,0.030012126217873837,-0.04299304984946881,-0.0012994490468122002,0.015348990377099818,0.03740442030134669,,-0.021155787809017876,-0.025807425891674333,0.0034082711353786367,
ADA,0.02094180655707474,-0.018626029010795762,0.025623850925852953,0.019024600315001753,0.01402409137199376,-0.028046048891616965,-0.02411603953331309,-0.016617214021384472,-0.03489535961164672,0.0015607089208372706,0.060900549451109516,0.0032098496274542603,0.12210787478057329,-0.05197652428778376,0.02390652167353752,0.06297834639391418,0.013329805396964992,-0.015116871328949052,0.08368845243800326,0.09644032407669373,0.017963130567086857,0.0812199017968811
LAMC3,0.09231253119374946,-0.07889372019848362,-0.024694376655644053,0.04002744629323132,-0.0082138106347943,-0.029914834974312205,-0.043626899893591586,0.009543578563790437,0.031255904371996546,0.024355211277117775,0.02303071726564277,0.06686273906382342,0.05940103662400692,-0.04222876266606993,0.05945650362840103,-0.03388735713177177,-0.004913556536407014,-0.03852037555721466,0.040350681523100076,0.0324457125300667,-0.06790504154944725,0.0536538118614518
CCL7,,0.07483578447753451,,0.040105861161144986,0.015671008886383942,,,,,,,,,,,-0.03329070040040223,,,,-0.024546103634878375,0.06014410030499815,
NGF,0.036633673015894715,-0.01108109753487738,,0.03866387692809727,-0.026964364313622192,-0.022541642125833216,,,,-0.0011729420833741105,,,,0.03496080242997948,0.11299649156553306,-0.016392096125897086,-0.013007018473153354,,0.007975454134792198,-0.025219938745038927,-0.02524019233156988,
TNFSF15,-0.04438882563558133,,,-0.003414579472412681,-0.01830402255369269,0.0003398024899174585,,,,,,-0.0023310470035428064,,0.13779252763897756,0.06602159741360829,0.06694682565052971,,,-0.015962497861875553,-0.02174031401823253,0.01188913900741703,
HMGB1,-0.07257682084418847,-0.063623797963955,-0.0354765071401456,-0.02590838416434003,0.03181237569041116,-0.044167928059202215,0.017956820014007925,0.01087261527859849,0.044023102635101424,0.061853238921445376,-0.03581992271973181,0.05975202681100975,-0.06797342675765339,0.03857392125899769,-0.08211554016900997,-0.03385295077400032,0.024168776269854923,0.03037786237170193,-0.05697804879922403,0.008148547829669278,0.04568801937226335,-0.018511713081557114
ITGB3BP,0.07179106701091834,0.0504982958943636,0.0009954124735423147,0.027620601284095277,0.007325294969161751,-0.03818921376230236,0.007523583672734746,0.011311234468924252,-0.038231340646695595,-0.02596987316343057,0.06132585290231736,0.021160626028740293,-0.04141195655106254,0.12172649078669992,0.09708736964550262,0.010855465896915745,0.004849672427740078,-0.04262459821279698,0.035261002340591104,0.00102795051759472,0.016742133372408315,0.06250116610012162
AANAT,0.07690954517892779,0.02213362577876864,,-0.023744366533121227,0.026021772486538232,,-0.028483200843926564,-0.022824596226004166,-8.841211729005902e-05,0.10085504330397463,-0.010434648770473856,,0.14308483384139853,,-0.024195466202221266,-0.02920533771920878,0.016608294704970605,0.0031952745803405748,,0.021949405503879683,-0.0053102065267141615,
RELN,0.024542033425987153,-0.057265845409498285,0.04830406459118348,-0.041214902868346455,0.05262785351376133,-0.027585506880351135,0.12313582929849737,-0.043939879716564684,0.005999828762845026,0.08470766563274294,0.0012677252560721187,,,0.05578833791741941,,,,-0.026625018257761292,-0.01928096752409224,,-0.0853085916504147,0.034468934463109537
IL15,-0.04402380883221138,0.0070898687566726855,-0.0296999982773406,0.10391394900455175,-0.005143417900342971,-0.01947573464413163,-0.021523416864142206,-0.003046024393463089,0.0027111424012544725,0.0972775196248898,0.01657905149591902,0.009916927713042017,0.0002800876313659728,0.12184551192088647,-0.040900935678318935,-0.036793015261871016,-0.03243575217862352,0.03593875292198008,-0.03893744507752608,-0.02128792727150367,0.05790507856172232,
UTS2,,,,,,,0.006373252223039187,,,,,0.12719687232205126,-0.002233506064465837,,,-0.024870482536139448,,,,,,
BSG,0.07008823178668488,0.0019159548059701163,-0.007212522762830623,0.028972450057156506,0.014191397432423024,-0.0019465520505062887,0.07577682110976082,-0.057774882250272094,-0.001067160571590888,0.03722668857621453,0.025033904025597676,-0.01494666682073429,0.00770517503264263,0.04221209001832433,0.010176242919452506,0.060931655591509475,0.04634820281657706,0.00027205566871543345,-0.04693563329926693,0.039462087017954714,-0.07400205205935272,-0.034602835651041136
ADAMTS3,0.0006704623659598481,-0.023464888512702335,0.01223036848807765,-0.01166349284564537,0.003587294898993483,0.018529630095964936,0.004659875599847371,-0.008211480979103456,0.04279977041161575,-0.03530953679675743,-0.0007023585061684622,0.0702828942206842,-0.06723980905418073,,-0.02897160757659632,-0.014888764232973325,0.09704437242785306,0.04112246779004861,0.051683451747459266,0.017041614141064847,-0.06823346682782465,
CD34,-0.07347287421924467,-0.0665431767075565,0.05599393759141006,-0.010974558042628408,0.006343510162771361,-0.03580435552197364,0.06689923880481749,-0.03403090964618445,-0.021272160963789585,0.0470390790495754,0.008681423140038223,0.06449021164663374,0.08497945103167061,-0.04618500901447104,-0.04533612362349506,-0.029781359650397948,0.039954075544757515,-0.0075828497348868875,0.026937028194700202,0.006045807789541831,-0.09068903069690347,-0.03394984765056462
CCL23,,,,,,,-0.02080980253939057,,,,,0.15751073865240642,,,,,,,,,,
PLAT,-0.043223472692207277,-0.08321342317797512,-0.03460274718924808,-0.09543578780689477,-0.007567501741918144,-0.051906515741212564,-0.020068221942199416,-0.009952189476818037,-0.0009648019601824744,0.025499756651024094,0.02929277842194957,0.04111794539936732,0.012812206605274632,-0.0016375078172713331,-0.009353075244445532,0.07277023900295693,0.01694670123942551,0.0010799266572885222,0.08837412733327672,-0.035484629411490214,0.01371947373429264,-0.055464357782879406
NTF3,,,,,,,,,-0.01735333862815972,,,,,,,0.06944608643065894,0.04576227246815925,,-0.06353979148315786,,,
LTA,,,-0.0171442185076095,0.00802041930530066,,,,0.07956802878806765,,,0.03800439996963706,,,,,,,,,0.15349141001488517,,
CKLF,-0.002194527205834255,-0.04775268720249449,-0.003329089632093851,-0.041384098482908915,0.001862591553729788,0.01585472686998658,0.02407984523479894,0.010754202260346124,-0.029297539886143052,-0.034412720997662016,0.049144042300836056,-0.012101064263551582,0.06738742075887653,0.06522189233703328,0.0012411393550782234,0.08373942580838968,0.0793514500681358,-0.028822277310039796,0.07534510047503512,0.022647762156396287,-0.0351941382005941,-0.11094188899971794
