,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,-0.017990298192603026,,,,,,,,,-0.021305656478785514
BMP1,0.10208362807263992,0.006060650090149837,0.06633741301847174,0.09604846607142059,-0.03032170613396119,-0.0036258129932795562,0.022488128553868322,0.0441192805802956,0.02089786435073488,0.005124958756667312,-0.04848102618810414,0.038468933592882504,0.00967504883242991
NDP,0.044663436523459416,-0.01725478944942085,-0.0173797457442721,0.009603743204777701,0.011261785419913108,-0.018297172862976132,0.060667583758420185,0.02361330537009394,0.05922562744493088,-0.006441515106937204,0.03765309336786971,-0.0533477042869261,-0.015675672424916465
TNFSF18,0.010855477766413976,,,-0.026715052732463825,-0.0208683189296356,,,,0.0447989403733529,,,,-0.03593883341932401
IL36G,,,,,,,0.0092576477093175,,,,,,
RTN4,0.023121352795711075,0.06460853648338401,-0.0075103935640929795,-0.06334177829949905,-0.031291434655154673,-0.03186745577386833,-0.05265495903892529,0.002933944389431885,-0.024137123661075805,-0.04569603394015063,0.06643436564835786,0.02618055381074803,0.011195951914166176
HEBP1,0.0537751662399035,0.015137215218682613,0.05886240664981854,0.019045305051190276,-0.008798361883460238,-0.006566300021374853,-0.0032319476400816654,0.037757778735629736,0.021024865956174723,0.048365943728909365,-0.0003057318169504416,-0.014217145513200663,0.06017848409284031
WNT7B,0.0044113778719061395,0.041819466159754674,0.01675284744019493,-0.04144571470747099,-0.003550166664349033,-0.01786092405498483,-0.024460408570167666,-0.007259619041871851,,0.0036846120791550405,0.041426474190512014,-0.0016720247864375616,0.034292004536279404
PTMA,0.01164734814354656,-0.013043602165232584,0.0425370415152915,0.001398766599839655,-0.09944134537663742,0.057494006906955684,0.018019517585182963,0.056754381658002645,0.03924757495862205,-0.04163381451133008,-0.05175867743736621,-0.0424949270753627,0.023923919916767556
FASLG,,,,,,,,,,,,,-0.01847838859552094
CEACAM1,0.012145797744002748,-0.02506102528664655,-0.016010999497961694,0.008481838514608256,0.0656439719945436,,,-0.06361799606243451,-0.030603842339149787,-0.019211051014632982,0.048320887642041684,0.042044181184951464,0.04231673352808337
PDAP1,0.021474563349837505,0.02471055107183399,-0.021324515126009393,0.042623555614663404,0.05469856179904023,0.003187299061232781,0.036295332534764926,-0.08373783016551237,0.0437929685884405,-0.06902680626038232,0.039371816387401545,-0.004494601766042888,-0.02588535369196558
QDPR,-0.025931060579337334,-0.039982334699798804,0.056936415787324675,-0.0457852294632854,-0.04014736687273976,0.031219151582831572,0.02355745043264993,0.06211836394359532,0.021453351535573723,0.054038041159869446,0.09398683401026386,0.00048105128815277565,-0.023859411668635234
POMC,0.04319038799804858,-0.012924808667584838,-0.019834854646055895,-0.0013800828529017812,-0.02421394705816045,-0.006256097772412832,0.014362703125423761,-0.0061853288038614266,-0.05475913308161803,0.013952959842082772,0.005121734753828082,0.0039030250793957266,0.018805908678461485
CCL18,-0.02614912691980319,,,,,,,-0.054549105682891376,,0.033302693595287536,0.03652158200399007,0.03947105765533806,
CCL17,,-0.023318671038536434,,,0.09427526679485984,-0.02210681706370275,-0.020330240922835488,,,-0.023050109397654107,0.06620506831590493,,-0.016748583776274393
VEGFD,0.02748377082206755,-0.02597957461125414,0.0321676397277147,0.1667760428893681,0.011964623594944048,-0.01621561766337212,-0.006016506956075865,-0.025108804357470788,0.008667537734749205,,-0.027048452705694018,,
TNFSF13,-0.019732976560386514,-0.01608469739511408,,,,,,,,0.027023139622677255,0.13875213755776553,-0.025692859086066,-0.02729041931595276
WNT5A,0.02021522828839721,0.015053350168558964,0.09629643407388518,0.056371551862755415,0.091549127580224,0.02386237726359741,0.011460583005607929,-0.07137856905511118,-0.024987461676213695,-0.03404014039146728,-0.04282827304542398,0.020624029478263552,-0.049348896311428865
CXCL8,-0.039667184296536956,-0.035828764110625945,-0.054101231200910364,0.06699840153725127,0.05890478367684449,-0.015100688246628653,0.05433051316538658,-0.11646354598236736,-0.038663147168038106,-0.09217665299003813,-0.13005037446991816,0.029238729279846734,-0.007977965413411522
GRN,0.06823506252837971,0.020428175332789067,0.030076575713528144,0.05815913465841494,-0.021616795784756903,0.00193667623807419,0.030958969504651056,-0.07912712511704456,-0.054472714846267076,-0.03035492437168355,-0.020787466071597895,-0.010847918454444189,-0.04707428238253249
MIA,-0.019232363427522298,0.0356775818352334,0.06829023381023148,-0.04285135275224898,0.029443537347737327,-0.018441850114803662,-0.029840416224180762,0.012526976367944292,0.009134798555857544,0.14078660082017033,0.07666390830144724,0.007350171500732478,0.037502639552131886
COL4A4,0.004033419211533648,-0.011890873435602155,0.06591913482329231,-0.017728103535920196,-0.006686660452670289,-0.012553885167517199,0.07591272442195159,,0.0868828180023371,0.1044048319408442,0.052849881307758424,0.02346834401083728,-0.0229266566754163
TAC1,0.06254793612662689,-0.006082010495638089,-0.03743580684823917,-0.0544660962302212,-0.049262153481584005,-0.042177388560928994,-0.04379560836989452,,,,,-0.018982193826707898,-0.02201771644159332
RARRES2,0.014728586067619126,0.03264654735785249,-0.03412258299052132,0.03503339208726834,-0.026861230144576777,-0.001322867500012827,0.06040443224205251,-0.04953028367463067,0.015778990777576444,-0.05936150093934325,-0.039123518203723305,0.008527892662482233,-0.060121400890685114
FGF7,,-0.03424452250995257,-0.02933031507474264,0.022404222326399142,-0.014895079812534523,0.04303487169373135,0.005472663441348398,0.10311317290870788,0.07352511131934124,-0.02395742670190781,0.004465535700810619,-0.036212461130545034,0.025777260879860427
EFNA2,,,,,,,,,,,0.007156131574813279,,
HBEGF,0.07477956856839116,-0.010957573995461512,-0.03660817332810621,-0.0008358485317175626,0.10034235078379077,-0.02663919667832186,0.0306809116721472,0.048850475874488763,0.05952240972337477,-0.00037311039929765664,-0.019298536515998083,-0.04607433377000278,0.04703287568139469
CSF3,,-0.02779382265218053,-0.05103693152851674,-0.018755992317382696,,,,,,-0.009389711428161147,-0.029285164727974763,0.012691337614481425,-0.017633674942409718
PI3,0.021532619447183855,-0.00924803864788248,-0.0469907334396685,0.05028458936069746,,,,-0.07258224056383476,,-0.11193237944018902,-0.11001593024245261,-0.012994861247494448,0.038604791955534346
PCSK1N,-0.05661937285629125,0.009062434740346712,0.039015862296097194,-0.04684590506413689,0.04896705637636287,-0.0068893624718009945,-0.016991860481832603,-0.03490488563457377,0.08310305085760722,-0.013445381747139103,-0.004179505156399729,0.058948187765089644,-0.0259332647313372
NTS,,,0.053408359084481584,0.04739707509726145,0.004171020267953005,0.0975933481216174,,,,-0.04575156650106376,-0.03132000783416872,-0.07064494140446101,-0.026113068040324896
SFRP1,0.06949969261024495,-0.020346441831484104,-0.01747566192203145,0.07785744103510191,-0.03492427140314782,-0.022106817286336553,-0.01389443420844149,0.08040308885570194,0.01887694907714181,0.02929461399517838,0.017801482855440497,0.020761414646995,-0.025506266495007875
CXCL13,,,-0.017318604139130667,,,,,,,0.03460678493972795,-0.05245547219374435,-0.04635689309235229,
MICA,0.05605403340129217,0.005607102645863109,0.009865160764709455,0.06396015850619662,0.003964112627913101,-0.017947822163041034,-0.0031667799430062427,0.11393814503280754,0.12376957754019115,0.04198746572703953,0.08021505275934737,-0.021209077211052786,0.05747412590778533
TG,-0.03300649181397371,-0.021957034309291946,0.04310536694061187,-0.022636804666422226,-0.003949790420509421,-0.015998607507470813,-0.03053889052283944,0.04027155236936702,0.03260692147692302,-0.030627832531853024,0.00561865759237665,0.1044869445549331,-0.021693867490634625
ADA,0.021680212099998843,-0.009003470705714603,-0.019029568156064505,0.07607252148594978,0.013368805066854962,-0.014404738713624698,0.024283757155303308,0.0026108179701915617,0.02108127631421056,0.10441555886555631,0.08027712809009123,-0.04983595447709156,-0.0002477319985950488
LAMC3,0.04792210956492643,-0.0439827417887523,0.06829492940353385,0.010514538381137388,-0.006692798595479665,-0.00315454625661104,0.024295832104249286,-0.005262936393109916,0.00378988082836033,0.07660027022775893,-0.003098230392302552,-0.005631147850358418,-0.04892733500952185
CCL7,-0.016633053740799573,-0.01587490072422089,-0.02296127160470547,,,,,,,-0.021539934130164026,,,-0.018478382024826517
NGF,-0.003864438879406721,-0.03637345219920624,-0.0245087675984144,,,,,,0.033717871025510895,0.04716023096059221,0.02414846409320658,-0.05631352271962032,-0.02521428240690599
TNFSF15,,-0.017677478387868425,0.0043158438163116335,,,,,,-0.027128320803684068,0.12111757128915207,,0.01606691838588258,0.04884054319431881
HMGB1,-0.0212598507889817,0.03655618505052004,0.040558089894874166,0.08238066801624969,-0.05225497329426492,0.023696396083414933,-0.015118988402910679,-0.001347098597445683,0.0075562642123349075,-0.0007208787043271744,-0.04379156764797227,-0.012419238438562023,0.02715886699385638
ITGB3BP,0.05102811818359596,-0.03745798592885459,0.020204043206458962,0.024848392676243607,0.05464619299290274,-0.009914435051206294,0.0068018824781851455,-0.04613865554910011,0.0003200852984167211,-0.04338423294914584,-0.0074432361128610545,-0.08136104555609533,0.030033056258827757
AANAT,0.034402182796709736,-0.016084699111803217,-0.01531841999313226,0.14431114015990845,-0.023580764293059067,-0.01844185114058645,-0.01436561976081599,-0.008804003542918451,,-0.0020379029195139115,0.013527810480628838,,-0.019550898771046432
RELN,-0.04558446228309536,0.014532214680952019,0.0038732097657233036,-0.04964393101782488,0.006173329922875008,0.023895625369351567,-0.030191432326405154,,0.004122110332804147,,,0.005042528459475465,
IL15,0.050516365764015726,0.0025855175309762823,-0.0009650012988527796,0.04778685369144474,-0.028817528744563607,-0.018630368561504324,-0.025292660305683844,0.010789183169093908,0.04108524128622933,0.028326088873582064,0.08237033750599343,0.04927237687875009,-0.04529119838536139
UTS2,,,,0.05920140175156411,,,,0.061926836038699216,,0.008891903706438524,,,
BSG,0.057250670325395436,-0.05099295918804086,-0.016203048651496327,-0.020767879701733855,0.04358999166867827,0.00021756432474569936,0.03855432224494229,-0.059613494971742946,-0.09598788264765218,0.0040809092000776565,-0.0004470122900719975,0.04199007051831857,0.013242194854403751
