,ZH1019inf,ZH881T1,ZH916T1
NPPC,-0.024532325985665855,0.018465739118307734,
LYZ,0.04095439772086312,-0.05462381555328303,0.005027983745016652
EREG,,-0.022430556590957478,0.04075566890373753
SPTAN1,0.14003024314464718,0.04260941362786876,0.012370015467373924
PTH2,,-0.0029901992851864923,
LIPC,-0.021103693218314047,,0.04130569431772991
COL8A1,0.0516702165868316,-0.03208663233975672,0.03971061214653157
GSTM2,0.053288081289443116,0.06068913191041785,0.14314782071722887
SPX,-0.03166868787216856,-0.03613830248443439,0.03356282717193541
MFGE8,-0.001040896731066374,0.015009617715387868,-0.0205180304113166
TGFA,-0.018603512738555462,0.043814618621775346,0.0028093163568444672
SLIT2,-0.02774389111641788,0.021405870347923243,-0.010929469938009384
PLTP,0.11037779536208435,-0.11956421483679404,0.008506916730160421
APOD,-0.09307875391229103,-0.0777261819765512,-0.030535728693561043
B2M,-0.028310220261289293,-0.07628946928334608,-0.06186810592421448
OMG,-0.012590794618694728,-0.019474496087490925,0.05841445614401941
CXCL3,,-0.04288967216032043,-0.05828675817526694
CXCL10,-0.033091158843440924,-0.009608008346477227,-0.007324141464500395
RSPO3,,0.034223672749618586,-0.002164732527205997
CORT,,0.04349328598580323,
NCAN,0.05215534076810409,0.0507951092993881,-0.02842473255116336
PRG4,,-0.016492257305414246,-0.029680549695212364
ZG16B,0.09807026200061084,,-0.026579117940331336
TGM2,0.055316311811719476,-0.027420363996752694,-0.033302109931964544
VEGFC,0.01884024379810938,0.01951786099391717,0.022079615397188054
WNT6,-0.021659855057935693,-0.02390092835773679,-0.03209974754035742
NRG4,,0.054691280289410865,-0.021316291079334193
PMCH,,-0.013692346993367095,-0.04596602141626234
COL9A1,-0.023222666292176015,-0.03562966894203212,0.022067605738408692
GDF11,0.04941991924780167,-0.01014442282303686,-0.012443366074746104
RAET1E,,,-0.023383819857696022
SORBS1,0.08287989183376017,0.012090389994311817,0.058090436785860636
DLL1,0.035230803368807975,0.007297211136481227,0.06274291213186503
TLN1,0.017936444961898262,-0.06473426737343417,-0.013460968051760743
COL2A1,,-0.002316605452793205,-0.031022404751007912
SHH,,0.02902161976193446,0.002100853290521
PON2,-0.03185711456580519,-0.045784205079878806,0.08483465340425918
ICAM5,,0.02544172016339331,-0.037077371676073584
HPX,-0.037326198890143415,0.051021795650436214,0.04248540383007279
SFRP2,-0.05631779674958586,-0.04383143793594833,0.019761402776319784
CD70,,0.00804443703325635,0.03302609349137098
HP,0.04961968786607781,-0.09637576103067534,0.07547808041544435
CXCL2,,0.018736003860811246,0.016812446445460413
NPPB,,-0.020464627749409776,-0.02162300329994866
CCK,-0.0033738423744738865,0.020036279588950982,0.03063561198373528
SEMA6A,0.0414385932032641,-0.03928787251402627,0.01372525795954465
IRAK4,0.05451249012531456,0.052890983068232235,0.02184871070025602
GSTP1,0.015435633507560826,0.06318234921473195,0.04429424037804941
VCAM1,0.005685861760138807,0.020054510250505413,0.07057408476568706
NXPH3,0.0938071110078861,0.02136815982306052,0.0005069423854615342
MTMR4,0.03060888939220201,0.010771023306519847,0.04713204432098722
LAMC2,,-0.01329055845942254,0.019563047890972463
IL10,-0.019627555535009805,-0.033096209553579246,0.0847616666950958
SEMA4D,-0.06421093422563819,-0.026851062728770234,-0.007909440172608393
TRH,,0.004286942018268653,-0.024219213766417648
SEMA6D,-0.015787909791236072,0.07719855374939193,0.008030347102691316
CEL,-0.0072352237593596765,0.046190847697786856,0.02410298112806322
PDCD1LG2,-0.009502691360669113,-0.015558819873466505,0.02901982453841215
SPINT1,-0.029928972613890905,0.012333893598312405,-0.023683003565476354
CTHRC1,0.01220574096339271,-0.030999892189947146,-0.028415074216525966
PODXL,0.018372162959231997,0.022994659965386608,-0.07863018072359117
JAM3,-0.04495422453393514,0.013689899820970882,0.008051243191783434
TGFB2,0.08232130544140302,-0.07369485965339133,0.0600257348472521
COL18A1,0.08894582556049886,-0.017440227369330766,-0.08421571213473719
NODAL,0.09232844579725215,-0.015198750408657159,0.017630118612827716
INHBB,0.03952969970903844,0.007302875904520117,0.05312811669705619
LCN1,,,-0.024491787185022894
ARF4,-0.016374461507056973,0.040978672125899236,-0.03781522955025445
CXCL14,-0.019927815657442886,-0.09672475884557255,0.028509319199984628
LIF,0.007548694208152709,-0.03753643914345282,0.017531069667857585
IL17B,,0.0010888276824968153,-0.020279257286143278
MMP1,,-0.013692345909016997,-0.029867504449763743
MATN1,,0.055743325943816466,0.02620042508248342
ADAM28,0.009301467643659888,-0.009467206262296236,0.05062246955672999
TCN2,0.02477564204888564,-0.024397060206668066,0.035101890629843015
THPO,0.06635263980573823,-0.016904418456243814,-0.018812166114480115
CUBN,0.09851409460738829,0.03177280769680662,0.032507565989782876
TIMP3,0.04235863466663763,-0.0719754333149691,-0.07718006267485628
PIGF,-0.031954242959474216,0.023449909763907345,0.015184630957234165
CRH,,0.03255985259939997,0.07141425165221887
BDNF,,0.02340459187031296,0.0006685707591371139
CCL5,0.006986306692625997,0.031246524414560276,-0.036364295586900026
GAD1,0.0716109066701519,0.04986984017033851,0.030955691959776516
COL14A1,0.07054049598038901,-0.02303634949607296,0.04047355176126151
HLA-A,0.06356462532950304,0.030245130488009205,-0.06449923608891699
CD5L,0.07680690910887011,,
FGF18,,-0.007782210589628584,-0.007295018358835046
ADM,0.041947959223858376,0.054503492613779785,0.08424016337456605
CCL15,,,-0.021005323904638332
GNAI2,0.11020960350789308,-0.0545559525099956,-0.0026831541470992253
HDC,,,0.005430348547029714
COL11A1,0.02885379161599275,0.015726638075851687,-0.029653204354626195
NUCB2,0.013550638509478375,-0.0391362167228067,0.0050138512797059005
CXCL1,,-0.008324988602668176,-0.020858765238844692
VCAN,0.038454196904897923,-0.022528628699382176,-0.025473097229517013
MMP7,,0.02936479978931686,0.020270358488605457
PTPN6,0.041185854572082445,-0.04251707202756957,0.09698494672740207
PTGS2,-0.007539154996281441,-0.04588129828094804,0.04399697958545798
CD58,0.06001471247857563,9.512922068876089e-05,0.048702057382872
TNFSF14,0.10340157784353475,-0.019771028902660786,0.07082352880247181
CNTN4,0.030265436669623523,-0.021555626985511177,-0.024454064644226378
INSL3,,-0.01977102699246105,-0.028761052972902573
BTLA,-0.030094489859455942,,-0.012204732322983846
MFNG,-0.03774567017257353,-0.031439627640522355,-0.0076368742048375515
ICAM1,0.014213560086300233,-0.030251270488655807,0.05580104016693408
PROS1,0.04967814322567564,-0.0536046587294776,0.03941683553430647
CLCF1,-0.017898764529915935,-0.028474627667280736,0.04338582946390186
PSAP,-0.0032036572189108542,-0.0025958045169080894,0.044408397846419013
EFEMP1,0.029465154191036607,-0.041802279006901116,0.07032638473455279
C1QTNF1,0.051990009959039886,0.0259246215792235,-0.01588574556881438
ALB,-0.009899952082839789,0.026107158096714458,-0.03252186375184706
CCL13,,-0.0221773151142725,
EFNA3,0.047483309690877794,0.002376793316366508,0.023791968256446628
DRAXIN,0.047630633317108255,0.05725067015758696,0.01746968852920377
RAET1L,,-0.024019954343846767,
NPTX2,0.009495742424242913,0.05357285634988334,-0.044828123853943316
FGF11,0.09019173278842987,0.04615219108369756,0.05807157998625866
CD59,0.014768173518734783,-0.02948781370413189,-0.06670289183642267
COL9A2,-0.017449084286509608,-0.02472945245425174,0.0277548588586232
DLL3,0.016735623676115186,-0.06068817149708676,0.03791040285916421
FGF5,,,0.09626017587717892
LIN7C,0.0869097510844964,0.029472682707794483,-0.008899715563157256
GDF7,-0.01347196193738779,-0.016072690920264008,0.0661214880707801
PSPN,0.016048003767557252,0.07636675131315102,0.06045980866531144
ANGPT1,0.04638379920001305,0.03490530207398527,-0.04844566739527162
PNOC,,0.0009464786066563987,0.08315944462351797
L1CAM,0.042777681597759076,0.13023038401905446,-0.03612693861588716
APOA1,-0.0279877114544539,-0.011755325934869823,0.03607408424220235
PSEN1,-0.11028810838827474,-0.021426691377781543,0.017165839153712083
CALM2,-0.023327931385443156,0.06904996113614614,0.005991424572134886
CLEC2B,-0.00656686977695107,-0.023845919303937722,0.027552364570687306
NTNG1,-0.02618203842615185,0.022208981103745598,0.06665470597574424
LRIG1,0.08788897854072855,-0.02130361410693001,0.0776734926296501
CPAMD8,0.014008868035592596,,-0.03013605797233197
GHRL,-0.0456632274550439,-0.017385735763936747,0.03854471720070302
NPY,-0.030377167880128498,0.09579022448435194,0.01337261542627357
MMP2,0.04206437244731036,-0.044820851460280524,-0.04426848635160435
PPY,,0.006729876350754595,0.0346833801817777
ALKAL2,0.02445272187369208,0.021602165474526744,0.015756013270570725
CSF1,-0.0016727355261155791,0.03478015763268698,0.023782280097138054
SEMA4C,0.05703555178965753,-0.03597057069964808,0.01692115078695196
BMP8A,,,-0.025814593227826536
ICAM2,0.009341764498660454,-0.00940590065741612,-0.0642841243127893
SYTL3,0.02308350642196005,0.009447820947808933,0.049779434871497066
IL1A,0.043336685287409804,-0.02563676545669223,0.1025495350820969
HLA-G,,0.07236705776197316,
PGF,0.12171987949762446,-0.024602747174915895,-0.08413872412386118
LGALS8,0.09377545370233041,-0.006945779191719213,0.003598589367304946
DKK3,0.027726940836600805,-0.021007796190902074,0.008477108527998491
COL16A1,0.05812961142685572,0.018215552727944707,-0.022625878388225197
TPH1,,0.09096602910079578,0.0100260228810348
TNC,0.06731038618371149,0.05886727797564441,0.06607853508989596
TNFSF9,-0.04442421620818155,-0.010164668737209568,0.03276544869215292
C4A,,0.007220600805119662,-0.022828205782465097
CNTN2,-0.10876483092071726,-0.012862203123329625,0.006533026974048705
F7,,0.12366252345181124,
LUM,0.08007774825355536,-0.033136872639326534,-0.058959230748949897
BTC,,-0.01555385472508887,-0.00016161297978842996
APOC1,0.00041407470511445923,-0.10321892452243644,0.08854582179684457
PKM,0.06674287501598228,0.0738382971366915,0.01522818446804471
TNF,0.19701377525144498,,0.07525349714005362
GNAS,0.10339986066117697,0.07709034164388241,-0.09332936182878734
BMP8B,-0.025768299197862575,0.006533805295772675,-0.049182846435365926
LIPH,,-0.010066500140904235,0.10269558617474764
CCL28,,,-0.020045087460799093
PTPN11,0.021783644849295992,-0.04005136832025192,0.07456266599369406
ADAM12,0.07082709012050703,0.013107786216187646,-0.05630177081362014
EPO,0.014647554407130689,-0.015377260373993406,0.055902820017574614
EDN3,-0.02349276562910679,0.00029709580865946213,0.004242370349060068
CCL22,,-0.013492876564712875,-0.01956058123325409
CCL2,0.09993925005983753,0.00026525301614659515,0.06517833856768442
DSCAM,0.04690370883551099,-0.0163987424472338,0.011144989798412412
ANG,0.07411016496883084,0.015983362274216022,0.04698612440031104
FBLN2,-0.009814567567373639,-0.027267388553578686,0.007336392751151542
VTN,,-0.019911476715720543,0.05378721920301909
VEGFA,0.04664848651970864,0.06232191608302138,-0.007675302011667147
F10,,-0.026632423558876506,0.00865850215235942
SERPINA1,0.06000978147310009,-0.04893836994234683,0.03918966221208899
VWF,0.09000629847701151,-0.03457045760388695,-0.06414877536701975
GDNF,9.730667094453256e-05,-0.02153283147017842,
VASP,0.04262242504022301,0.03965538310123931,-0.011336037599022639
ADAM15,0.09942880385483203,0.00148165937429253,-0.01636599867863891
WNT2,,-0.018463838839659758,0.06663506879826063
CALCB,,0.06706559875997223,
OLFM2,0.02031192120664901,-0.023357523871267032,0.07781807912125113
MFAP2,0.08568411758757159,-0.03998205975039935,-0.04805323580660521
HLA-C,0.08520042077741778,0.028473733119927416,-0.0056764742796446225
THBS1,-0.0009978822909258184,-0.10512880508848536,-0.04247498011919483
HSPA4,0.07574740404789215,0.01508045968705925,-0.06383026531433979
LMAN1,0.04518720276565637,0.017220976042379817,-0.01756735130870404
LYPD3,-0.012064235008771457,0.021177405023333488,-0.014335376033470588
APOE,0.09303729905816022,-0.1212839019659478,0.047490035281723866
SOSTDC1,,0.030191208117923474,0.013354606398592534
ANXA1,0.09012104147182948,-0.06754777030598712,0.01804909906486863
WNT2B,0.10997847988646112,-0.00898567305754028,0.018728831814381283
AMH,-0.02043370340455129,0.09182747539434091,0.02513632944945556
GDF10,,0.15761741075858754,-0.006471691135290453
EFNB3,0.09378730147469391,0.019663468721598354,-0.0549543688019964
LTB,0.06559314344804497,-0.03281978956375694,-0.026151634648358648
ANGPT2,0.07607093074366755,0.023797153572853554,-0.03523076995962472
NRTN,-0.02681642557981858,-0.013692346993367095,
ADAM17,0.006596864434832006,-0.01612567303313222,0.01102173567931032
LRPAP1,0.09269281684511393,0.02977021428975095,0.01565653854593687
NID1,0.12805964872623515,-0.04031447472560015,-0.08314096316725189
MST1,0.026067432399256425,-0.02303223406661828,0.09514571235961364
DCN,-0.006842573217396762,-0.06917826253416891,-0.03505950825274388
IGFL2,,,0.010338381320103682
COL7A1,0.008322479373226428,-0.03566731149492344,-0.0481388548981388
CALR,-0.0400420234708134,0.0032016287193067064,-0.03729900008187022
PIGA,-0.02167564150803825,-0.007337704962096516,0.04969474564450304
CD200,0.057250800169717106,0.023570222426058808,-0.004365316509882961
GRP,,-0.015018266632610477,0.05626517865838341
CDH1,0.03546259814192704,-0.02920877637453744,-0.0428895955469116
LPL,0.040254788344924575,0.03575565304705258,-0.054049851174607554
SEMA5A,0.05886241187690602,0.00850381056643743,0.014431360152138296
SEMA7A,0.014560271085522677,0.01109252877904531,-0.021170613851092986
SEMA4G,-0.044005725493638514,0.06297560118214669,0.020793182721181948
SEMA3B,-0.004502705079076684,-0.0036068739651929768,0.027129988940947352
RPH3A,0.033693502152677975,0.08648946445487099,-0.018704925715488596
JAG2,-0.0032552133546730065,0.052457030249459954,0.008919563474842632
CGN,0.02891338902101836,0.0030692360879904378,0.03073808160723569
GDF15,0.1153122205410814,0.013859124695828933,-0.008691769981243365
SEMA4F,0.07103762204663222,0.0739509629114364,0.01835312786691125
NXPH1,0.14669615698336252,0.056746813222311676,-0.06613643922349305
ARF1,0.0442135752045558,0.06547729701141504,-0.06776696235589309
DSC3,,,-0.021316291079334193
EBI3,-0.037399261170064174,-0.033099335193026325,-0.0051415788385897835
TIMP1,0.11825222695538966,-0.055962232587651005,-0.05570671504907496
SEMA3C,0.0681403044771755,0.11564313477414181,0.021339840242107836
GNRH2,,,0.10458570512585078
GAS6,0.003233330664566788,-0.019917826206973445,0.020725631836071432
MEPE,,0.00923808324856857,-0.029455743341363794
SERPINE1,-0.0013706008057686634,-0.025204757261509142,0.0007580368682478567
RSPO2,,0.03976483783467569,0.023878213634431475
SHBG,0.08437614951035226,-0.021792636592010098,0.01278566179697447
LGALS3BP,0.024742755683036025,-0.019852994749335842,0.055001037410947085
LAMB1,0.07795797252877819,0.03501453120257514,-0.023429164778037373
SPTBN2,0.13456881392901537,-0.008340188157295361,-0.027539577452161176
COL1A2,0.09272745122562402,-0.02573164030176146,-0.07836528707001615
DEFB1,,,0.05648389416994262
WNT11,,-0.02093871079964402,0.03209794691142605
LGALS1,0.003275453520819004,0.07722756277909487,-0.08439593492642758
BCAN,0.0919785314393725,-0.03179370931866479,0.022694403787900424
ANOS1,0.11538445768945071,-0.04194788700580327,0.0893897876412325
EDA,0.021536016228033323,-0.03083333911942898,0.06112480924232331
FGF22,0.056135876080376804,-0.023053062758052585,0.020382912473734447
SHANK1,0.050362068610454384,0.05653263911015775,0.0055586587296791385
RAET1G,,,0.021698909226727302
TGFB1,0.06088962296283949,-0.01013808863017022,-0.006698589928905393
MSTN,0.07872603010178723,0.055230386630320004,-0.006555212829278023
WNT4,0.02449775964167785,-0.020292513440201863,-0.017605988088917644
TNFSF4,0.032420689590017884,-0.01349441335825454,-0.015580816164163808
NTN1,-0.05946150918652365,-0.0014106210232291841,0.017913001887871278
CXCL12,-0.006729309429795547,0.04800045548355411,-0.050600275413190544
GNRH1,-0.034633769307810584,-0.021663077634176884,-0.03794511424519929
FGF8,,0.07038482739325681,
RIMS1,0.08317481740891902,0.05338701449105735,0.05709104605655262
FGF14,0.02423022307849009,0.03546374255702307,-0.05391658128921668
IGF1,-0.055779735813066555,-0.04683753719496077,0.05987648875761933
TNFSF10,-0.06244225710626386,-0.013814463182016613,0.015465769428744542
GDF5,-0.026182016493944322,-0.04685150657419347,0.024975022850661853
CHAD,,0.06634733625925852,
RGMA,0.06593109848491402,-0.04457528010347523,0.023504574158023855
WNT16,,-0.01369234518611707,-0.02398894491433261
CX3CL1,0.14693884534671842,0.015872088781607736,-0.0026758430308956656
FGF1,-0.0730978967101426,-0.06222343684400537,0.04571546274247698
ALOX5AP,-0.008514183759191893,0.0032250315112366257,0.044566638201636574
IL1RN,0.00320575150300384,0.0007163636085967446,0.062223581027244367
PCSK9,,-0.013290559946770544,
NPW,-0.03941975128048942,0.035576523531120875,0.03550484694996127
CXCL9,-0.034125927578663916,,0.0424780002657907
ANGPTL4,0.08241007974193121,-0.03301471236963702,0.021847021576809705
UCN2,,-0.015018266632610477,
OBP2A,,,-0.02394376679097497
COL4A3,,0.08451966827435498,-0.027277580644141767
NRG3,-0.04099075858268372,0.009997535108534388,0.11213133313990302
IL23A,,,0.024940766069881035
COLQ,-0.008315658297153054,0.02939643414824066,0.05630801712803914
SCGB1A1,,-0.015377260281435351,
TNFSF12,0.03804496606387372,-0.06302264836644027,0.019094712571939315
DKK2,-0.022775834863523137,-0.01769990234497885,-0.027711136196410455
FYN,0.013810159949196309,-0.024788321915164394,0.10023913710476248
ACE,0.13793078518706087,-0.007201040468688077,-0.03673131103737856
IL18,0.03825712016546474,0.004211184332081723,0.07661672673780669
CCL27,-0.04099077090315584,0.05500993855845654,-0.0033596212919527134
SERPING1,0.04398758205034708,-0.11416273930206963,0.02351798792853573
AZGP1,0.009708246208444009,-0.020906741431947214,0.06400884717755466
INHA,-0.03335236063324689,0.0387367226428468,0.04620210829604487
SEMA3G,-0.040990743030628225,-0.022049739293574424,0.038674396525584714
OXT,,-0.012876853916418594,
COL6A1,0.017111474886696704,0.03874859673622223,-0.08929535035833067
FGF17,,0.03957167816315549,0.013452353075406528
TNFSF8,,-0.013692346993367095,-0.04516808318258198
FGF20,-0.02240956885803636,-0.0012404054716316489,-0.016804404238283922
ICAM3,0.05927241324019789,-0.010570019532216484,-0.0067775228243955165
LAMA4,0.057970336147975664,-0.056424445287467165,-0.08782395694976891
DLL4,0.07430100468689373,-0.04960772901648107,-0.005578980487514041
SEMA3A,,0.013653255967530723,0.011982776613182908
RLN2,,-0.015018264976529744,-0.02632652943145785
C5,0.009619269207511888,0.03853219490852101,-0.011697254455695093
COMP,,,-0.03252186287220822
C1QA,0.04543096736508041,-0.09628326777134595,-0.021639248421901607
UTS2B,,,0.031403918003366144
COL9A3,0.06077606743831845,0.030756662893586147,0.01006817982341093
HGF,-0.03850018426578535,0.013151990986875577,0.09341774138310716
P4HB,0.06236654368770425,0.010410969110644364,-0.0295527079853904
ADCYAP1,0.002616865761506257,0.04785359738214053,0.03664651375862455
GREM1,-0.08735599833318534,-0.009372720160814217,-0.018164414043891852
EGF,0.014523497649885773,-0.018908657539322134,0.00453349385194479
VEGFB,-0.022781528450535275,-0.031537716077109625,0.06434251341305695
FARP2,0.07807723321786943,0.012426760388127662,-0.005617247013079326
IHH,,-0.014835705525460477,
LAMA2,0.12029067482232877,-0.08903378939733678,-0.02125046215946931
SERPINC1,,-0.014651005931390106,
NRG1,0.01815980716059111,-0.03369298432184447,7.111439655316406e-06
SPINK1,-0.024190334890398832,-0.018009034571673025,-0.0025686545475592194
EFEMP2,0.09052758484770515,0.024298258432671065,-0.025701483517154233
SELPLG,0.05806712279829186,-0.012218134562025843,0.028744183248736278
GDF6,,0.027081568037579603,
HLA-E,0.07284647332166999,-0.09856070698845228,-0.013650418254191244
PTN,0.1382559119813314,0.08936756928346953,0.002256557498323838
CD274,0.1392053312485384,0.005472485211808725,0.011853614224630469
CD14,0.04049840694205867,-0.04303716322832576,0.0706715941991774
SFTPD,-0.017986733332149278,0.011882935025057946,-0.04111680784719097
SLIT1,0.0811449189177394,0.05389849114677627,-0.07192429035636129
CNTF,,-0.015018266632610477,
BST1,0.006605394645604372,0.005418430467157163,0.07212421884750009
AGTRAP,0.09485995065326114,-0.04798385245790595,0.05816510531131788
LAMC1,0.07404938783810336,-0.0187001843025484,-0.04626057752011783
COL6A3,-0.05285629808845553,-0.011147518302822219,-0.08772278329091344
FN1,0.12031687647559379,-0.0703506101242427,-0.08070432388123193
MIF,-0.019844361662140916,0.12491235042572199,0.08070550597872543
JAG1,0.10578635375709189,-0.02535281226862113,-0.08581901311565106
NID2,0.09276808234139018,-0.08403055806379633,-0.028511249060771477
EFNB1,0.10541298096198203,0.009518879672794696,0.002347109994871609
COL4A2,0.11911578670161296,-0.02399977503499934,-0.10782961359425144
SPP1,-0.11317485881566439,0.028334655829424103,0.001763333205637079
PODXL2,0.0868549526954393,0.0037231131873363284,0.040951272481554855
FGF9,,0.031914543318644156,-0.0039772966970943605
ITIH2,-0.0403231153868005,-0.03873298488903073,0.01946177893124512
ADAM10,0.017511984494413317,-0.005430896199721977,0.0044540989324702435
CFH,0.06571669091904424,-0.025008185812931433,-0.028167669508533336
COL4A5,-0.014929302045129246,-0.06220912279682092,0.04325044662698368
LTBP3,-0.007469284926595547,0.021626352116410136,0.07388909926281215
GNB3,0.04701274664713139,0.07248183537424563,0.14850337153129373
COL6A2,0.0786666586948375,-0.012132370200405954,-0.08521925058809889
GDF9,-0.03175862124566847,0.013583108628871498,0.04214282954629922
NCAM1,-0.04502612143541083,0.04042177266104519,0.04165602507707498
APOC2,0.020898807348087328,-0.034189251439684765,0.0065545665130781585
BST2,0.010603469233864906,-0.02735353147048721,0.0371569372545114
COL5A1,0.13988295810295165,0.016266268532704128,-0.06148376176531461
CALM3,0.08860419745593963,0.015921233288470737,-0.04719933065146399
THBS2,-0.021678246179175305,-0.0673921759979421,-0.027222357534244245
SERPINE2,0.05136222703107664,0.007471053553187628,0.010130040094840637
EFNB2,0.09548107039536113,0.0007279562968658447,0.03825320799731367
PROK1,,-0.014083222064359555,
MMP9,0.07706454827438824,0.008618185823926554,-0.06532498681426045
NPPA,0.03280445013439995,0.04752391814869317,-0.02852607978103379
APOB,-0.02585963536162866,,-0.02162301449595124
C4B,,-0.01738573865431046,0.04526371248467236
NTNG2,0.1160254919054476,0.040388013856528245,-0.007224569439041778
LAMA1,0.11498680691681253,-0.03267956172101359,0.013294552058338592
UCN,-0.05171347023138449,-0.05150249636312278,0.029960917449893237
ARTN,-0.005500118669117127,0.028436043223349302,0.03963837897631056
PDGFD,0.10954510228864751,-0.03398008552303442,0.00046313590769789134
EDN1,0.10430452062516554,-0.04913036952869152,0.0285889770976078
ARPC5,0.014341609618211376,-0.03130276476734201,-0.031274703536049615
GSTO1,-0.04550841481621478,-0.025274944661562708,-0.0015557007401466266
PROK2,,,0.022786896555554794
SYK,0.0285922767842854,-0.048646922239669835,0.015732520202196308
CD40LG,,,-0.02338382770573621
ST6GAL1,0.07006599023334066,-0.019679106221151547,0.05190907728096869
WNT3,0.00927121645100797,0.015391965949486447,0.05157047033187866
HSP90B1,-0.006173758759930302,0.02339806164217013,-0.08848578652768367
ZP3,0.04046326182550762,-0.024607692370355358,0.02874634165082055
NRG2,0.1252356730526714,-0.0259810862600527,0.01694824678179783
MELTF,0.110846462461921,0.006311938691939593,0.10717213092429649
NLGN1,0.04302012339722833,0.05531079831691698,0.04129260195663662
SLIT3,0.035171111536696685,-0.03223470492676219,-0.05147678300559906
CCL8,-0.024190361574349367,-0.03034585147594805,0.01247653272104647
S100A4,0.030193190500314222,0.06068764780965181,0.019268150385818934
TNFSF13B,0.08493118600222391,-0.04777574324783448,0.061010327401655205
HSPG2,0.05057662120190139,-0.014214625724179343,-0.09540653264935477
FAM3C,0.018210444462179756,0.06510472148213156,0.08862988002700543
FLT3LG,0.05708062760163217,0.001402021078669284,0.030400379274798967
A2M,0.06206662981222268,-0.03487711238050174,-0.010591278376792327
VCL,0.01741569869052273,0.0456641728738564,-0.06634441068095943
FGF2,0.043439580581339975,0.02089236558159191,0.029378194681715514
AGRP,-0.04076912537248205,-0.014464089404441046,
CNTN3,,0.05019891872187008,
RNASE2,0.0184548352061291,0.01840491402532819,0.04987251824875973
