,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
ADA,0.025653226608452224,-0.024352884817801134,0.009653809418292589,-0.017325774165531646,0.005171696911017431,0.10254569396985623,0.05097068618478263,0.015413322474220068,0.03485941877612983,0.15451151567821733,0.015048321721640938,0.01615051955607961,0.05842437063796748,0.03045774858094283,0.04704496450441662,0.01329993469951276,-0.01998661462998085,0.007518838082032618,-0.036481186272769785
LAMC3,-0.025178640337257,-0.01994169985572237,0.02041048789116707,0.027484575165131166,0.055495727111173586,0.051193330206225,-0.0009416307255753851,-0.011667058751586211,0.03376408424424552,-0.014569276853328381,0.05804277323223019,-0.005916885800035501,0.197979368145156,0.04946819656589097,0.008400759158181103,-0.037553448914686816,-0.050955617593044795,0.03568845589692888,0.01128588216281328
CCL7,,0.08565340879583182,,0.04980942254116552,-0.041071470441608235,,,,,,,,,-0.029250994248229637,,,,-0.022505821240735073,0.016073280860085463
NGF,,0.12287132004357186,,0.06553433720643873,-0.057864109994035635,0.054136066687535594,,,,-0.04216682859014706,-0.021402549249738792,,,-0.033782556637559684,0.007407414493399193,,-0.0232014072996851,-0.0398243317505263,-0.008593142597772977
TNFSF15,,,,0.058814132577985984,-0.00829513204349066,-0.02384832906428634,,,,,0.06157631242734561,,-0.06052320369422689,0.07619851314666175,,,-0.012546252110903247,0.04289342128570652,-0.010187728837514882
HMGB1,0.07874808780984352,-0.08098664477971781,0.0014768519660114158,-0.03329788842914376,0.030178650929766355,0.07764646003959161,0.07490487896071889,0.025648805897912887,0.0589864676900471,0.14432829352969256,0.05554328300822657,0.01920249724184318,-0.01231927447358843,-0.02023573479293303,-0.10299150140224836,0.006844438604248497,0.06756574524007704,-0.06545574635548701,-0.02207567379670393
ITGB3BP,0.13277801047826074,-0.021580653629675338,-0.015484606523994372,0.035651128346738746,0.013567943842302595,0.016946812646396,-0.024814576019966703,0.02939238479082341,-0.005087234764670186,0.024239905170933235,-0.036706889250877194,0.07351503953994847,0.05529410092256138,-0.0455575099261878,-0.010600769391640747,0.017140487869308788,-0.012701209238401729,0.03867564272344987,0.0017993156145202581
AANAT,,-0.019960878408411986,,-0.017453988125871442,-0.014495840445995955,,0.0035063786070655086,0.016527521799145822,-0.0049763064012924366,0.06918782077346645,,0.0024596636443932414,,0.0918542721062401,0.0492481329463869,-0.04193085073255161,,-0.023812097414465546,-0.02844776047221324
RELN,0.13968304959468988,-0.009797805710477897,-0.027641845077659245,-0.030296214652415172,0.07061074925673644,-0.05277134441243046,-0.008947713187025082,-0.004212471377951955,0.03118473184440076,-0.06851808241487953,,-0.0314749089441646,,,,0.06498830694190692,-0.015154512883422632,,0.016367321395352546
IL15,-0.04131778792861802,-0.009885653075130911,0.01943940507468016,0.08880845867997611,-0.04694863669511681,-0.016969503896020203,-0.021898536306478415,-0.009350493770513543,-0.04213356457436201,0.08912681885709607,0.010786847274196078,0.04883623157595363,0.06691232990139973,-0.0008704093260573864,0.043242192575943576,0.0007095508403098229,-0.030604170269858445,-0.029700692838065108,-0.003408219235567995
UTS2,,,,,,,0.03435737010533376,,,,,,0.01682192762439176,-0.021852539383837084,,,,,
BSG,-0.07892161005348888,-0.07128888452189712,-0.004305775211134942,-0.011894566760910733,-0.07996766818439649,0.14039615844246206,0.006950357058868928,0.06247378931810376,-0.0019984448680650697,-0.18239495154528754,0.012787447142089728,0.02650142500028923,0.0011859248961137562,-0.015576349033869796,0.008226848936545397,0.06507220608973291,0.015764239619025327,0.05422118856829721,-0.09158110554516136
ADAMTS3,-0.03486109841142901,-0.011433477566825086,-0.011206799118984976,-0.0009352970170580088,0.03911150209825208,-0.02733296171268286,0.02880734727114966,-0.011732237995792776,-0.01582974468762611,-0.022205588084093886,0.01621632073819534,-0.03003978462181766,0.04992188429104063,0.12061182619769317,0.08682786283668656,0.027551864383524284,-0.029295684853724736,0.03626397235088957,-0.07658192692424512
CD34,0.08601901464257998,-0.0038461693815169716,-0.04836061518030276,0.011268478523612466,-0.0029390566280498727,0.048376861189233566,0.0933898902245228,-0.03697020146309167,0.010970344171038184,0.00981343278572318,-0.04219813801920747,-0.007356384781408573,0.08928078664762566,0.05447550708408145,-0.010649944698033991,0.010174198173723503,-0.0036700693904778924,0.02290717425530642,0.020554377140947707
CCL23,,,,,,,-0.004526812409802041,,,,,,0.11150014238154568,,,,,,
PLAT,-0.029095037872929875,-0.04536239345250109,-0.04467402562693834,-0.07998551290523194,-0.011928380077586877,0.07625972695384817,0.050844617445196645,-0.0013920295241727242,-0.021256452978873863,0.016094438476177152,0.014720848805735109,0.03006206508475864,0.02979104091501714,0.07906250944203509,0.05210939261283275,-0.011382807057563532,-0.06384929798588712,0.04765075276262385,-0.03218697463921103
NTF3,,,,,,,,,0.02251814891734186,,-0.04009147944106559,,,0.024562442050831225,0.09135044674166751,,-0.031197233175109508,,
LTA,,,0.021108198611046777,-0.02207853159382269,,,,0.00038419310872376807,,,,0.026029682797910434,,,,,,0.049283126786206055,
CKLF,0.012823881739649448,-0.0001350348646901615,-0.010552484754733625,-0.02035425155217392,0.05268734799419465,0.05364688839325853,0.08892989966933322,-0.0014565347879189469,-0.0071451375462498416,0.11731320982821598,0.08585801551152038,0.026949827972329074,0.01164488845538291,0.04770700908317666,0.03927007997415289,-0.007511909811931394,-0.004827162490963885,0.08557014563436716,-0.05269069641552973
APELA,,,,,,,,,,,0.0893502480949055,,,,,,,,
CD24,0.12824176805918874,0.019899028414270666,0.07002898044169956,0.06475384633864091,0.08379300262817488,0.08387338170359299,-0.012939185942586933,-0.025647334485867136,-0.10723160769157272,0.11879383218098269,-0.07924316211612922,-0.04387640141984847,-0.0036105860491887167,0.1071347393375163,0.02236233760428047,-0.01631233713128933,0.034975111333508675,0.07974318588784594,0.013141572566469662
HSP90AA1,0.074205296593645,0.035824716949602466,0.059991428801405115,-0.09464129722036642,-0.008144161261390238,-0.031858042466500626,-0.037354512810272994,-0.06447075288356709,-0.009492102866795726,-0.2696330636316013,-0.0797580040655916,-0.044751246492576176,0.017461736426749683,-0.09897440041721008,-0.17026042443317105,0.0070071176092961485,0.017023352048894196,-0.11020879085777747,0.05362078196499218
BMP4,-0.01840225638933195,-0.016745741877696542,0.06528661777156779,0.032465902436993405,0.007581244731903926,0.09331607819854795,-0.026412273594439338,0.020109814853572015,0.014715853907877533,0.022840854257107926,0.029185808730963932,-0.028686996157975327,0.12750731582903993,0.016741006377802705,0.07782086304698478,-0.013572027220438616,-0.012844036559789107,-0.014851127132059954,0.13484027579403485
SCGB3A1,,-0.01375807688325965,,,-0.034121153148301886,-0.02166187185123736,,,-0.016535437332232724,0.03693568763518169,-0.010036997162450281,-0.02349176081732154,-0.008654799755529767,-0.012191532738253673,0.0031495278138918992,,-0.026054606739443625,0.08507566619741841,0.00952762277917251
IGFBP4,0.033152691866931976,0.010833806504525065,0.0559875902396748,0.025782047082007518,0.02031893258415404,0.061228964245656915,0.050553394703356194,0.01629612477390008,0.07877430653983629,0.15847710330681195,0.006419240116775371,-0.029246603392750092,0.07224038772474796,0.005426660066513817,-0.07852793782514791,0.031769361547352236,0.021457221639406974,0.030573619624811862,0.03208042648920717
RSPO4,,,0.016494027982783464,0.0029053957337812175,-0.0029843182968815308,,,-0.0041107987545821005,-0.016535434913550955,,,-0.009420928837807268,,,,,-0.01754666881590257,0.06830832527885221,-0.035871499113984684
LEFTY2,-0.017704312854765182,0.05158133727226723,-0.027136908040821264,0.01950953314343073,-0.04651508632189241,0.0860925942067675,0.07352576512651558,-0.0021233674144743695,-0.00238160590782801,0.027507517187178084,0.07015693318128798,-0.008023424104179977,0.05113695309512817,0.044173244676266106,0.05758773266184972,0.0065830067962538924,-0.02386231035406136,0.05168424319264452,0.03413342700911673
PF4,,0.009504430385668868,0.03214443731708161,0.06170201939076329,,,,,,,,,,,-0.023679612528757343,,,-0.03204748713463636,0.06205167381082678
ANGPTL2,0.11414561307579889,0.0007041581246350565,-0.007690300050327475,-0.02083020179058354,0.0506312247995555,0.09769902255009807,0.021627213672611927,-0.028510165224414158,-0.03925529033903744,0.1941519865454058,-0.0884767751982138,0.08729851433319057,0.04701736886832025,0.05893283843395392,0.05486512771167251,-0.02895196582426485,0.0408474083233617,0.03299080110574966,0.014783724416453616
LRIG2,-0.006527270493599465,0.01429085617769639,0.04152725128530487,0.04614644634910387,-0.002878693065394821,0.03145083668012179,0.042627508709657876,0.04575065852117165,0.026028472292992495,-0.01674950314324712,0.01824670170151005,0.05055565274756631,0.024469998932761455,0.0757981105192936,0.05545846496589116,0.09125778828287286,-0.00017375724768447392,-0.001745815011974127,0.017005733575101933
ICOSLG,0.03816356706960355,0.04210758875524532,-0.033884384660890894,-0.023308457181077307,-0.03217106037435161,0.05441278866932121,0.003445170063224327,0.015823535026027912,-0.012694567256590628,0.0795868673258607,-0.020227280958953663,0.02582266691012942,0.08617807356201479,0.03817329369005637,0.05374377633953077,0.019810374972996696,-0.008238030707095258,0.0855408718900596,-0.007593231986719883
WIF1,,-0.025679780888956515,,,-0.06173987654607887,-0.03547172074498173,0.005590622838686325,-0.014560708244840256,-0.011990883296761304,-0.1406650673005952,,-0.09313274692008616,,,,,-0.01631132826816824,,-0.041244846334298646
NPPC,-0.057200304965767695,-0.024603885147690158,,-0.023314667519969984,-0.06301360565091611,0.007017817220383992,-0.02391516701579523,-0.02840331531350605,-0.02298020795772514,-0.08267174241755137,,0.06870772179879986,0.05915431254418705,0.020909877898073255,-0.008566879087535562,0.024129817648498145,0.016962517361883353,,-0.025578482327685798
LYZ,0.04409141084741226,0.00913597278616334,-0.011801548781530532,0.027508566660675412,0.01548242748601023,0.09062515103519629,-0.030888989410043782,-0.009053931907547576,0.07024914591375818,0.23663157379282598,0.06572026245555802,0.03146860873127202,0.07218268771322549,-0.014312881771902623,0.05710862274460494,-0.04289558245955076,0.07175200752127128,0.012289226649415133,0.07790371584358907
EREG,,,,,-0.00649907337172418,,,,,0.03701675607535824,0.15849839027377374,,,0.01778893294405785,-0.037419040197711174,,0.13379078667574384,-0.030518752760779713,0.032912991406613246
SPTAN1,-0.050748591243843295,-0.017480751639505913,0.007371051112138264,-0.012866080546069513,-0.012030026250794364,-0.016699350476755772,-0.0014366406229708703,-0.018959861827596142,-0.03258160400589514,-0.29469017551106524,0.0765771032446649,-0.0616990526301034,-0.026145276396714056,-0.009107720883168304,0.022693712134770238,0.02991148883649936,-0.015040608732807804,0.025426243565468857,0.13964363569903895
PTH2,,,,,,,,,,,,,,,,,-0.014321151548381136,,
LIPC,0.03727155600676919,-0.017472429904248573,-0.036701057204251174,-0.004926939114445783,-0.01410585465879083,-0.02631534933490853,-0.0059993875319811025,-0.011567480016336458,,0.017105470908311087,0.10675018362873603,-0.013342885854649144,-0.05350648163977297,,,0.061207088983082795,,0.0022407305381150896,-0.043820540917492566
COL8A1,0.0844813156991855,0.03595081974565808,-0.00018590024658622918,0.04954326583607022,0.03501428951071185,-0.012101512402609288,-0.003796419364467158,-0.011803293588051668,0.028206840974446885,0.12798497649278093,0.05958794102304344,0.04646076209849802,-0.024150440794209208,0.032316680792467314,0.08670028493754214,0.037532698640731485,0.04843664963091584,0.09550903194318364,-0.08121731708216422
GSTM2,-0.011362921646018835,0.020491692503918385,0.026933134655363834,-0.03054965745754744,0.043160583790149615,-0.014350000532097352,-0.03548669281951071,-0.031866647445317364,0.013015430085418144,-0.037566837016058875,0.05100471120511557,0.0324453719332055,-0.09054156808089782,-0.038063114097386316,0.02834931729217195,0.0034870456358205037,0.018781225851781613,0.017578347261345557,0.08533738823559649
SPX,0.028511500005635754,-0.016243121506096816,-0.008531757602885453,-0.02371731945486594,0.00794153430018786,-0.01157681115629045,0.022359321258577137,-0.023997187133447725,0.012157976537550024,-0.07086066896707735,,-0.024063127065674657,-0.06689293055664172,-0.02949219983069141,0.012281026338045333,-0.01676620983159172,-0.02312839207442022,0.04839598115126957,-0.011935649817308654
MFGE8,-0.01990605222166747,-0.017526596832642058,0.05255894341441772,-0.013067156137946621,-0.049323711239946146,0.041027503648240295,0.055232564803440534,0.02145420270864516,-0.012766509517702876,-0.11020006308567226,0.019362185312361585,0.0708285422736564,0.09462583163575157,-0.05530946477803288,0.030797047693703256,0.045905276668684616,-0.021713057358548945,0.025931569510738335,-0.039333052208981874
TGFA,0.02748188167425154,-0.0030104769571972687,0.012220911561013325,-0.02364265150218806,0.02563899316454726,0.09839403232817821,0.005618635228672686,-0.018147898029506344,0.0583731267133122,0.06305386343751243,0.10967251378658248,0.004362390954716069,-0.05714801321776669,-0.006913642640846046,0.04879156785878208,0.014765724373017838,0.06113952063179019,0.07015368897781334,-0.025681332898578206
SLIT2,0.08074690622042474,0.039135590183270605,-0.02923008838554912,-0.04521584528812269,-0.007834079842735422,0.052475878030482086,-0.020307159702375926,-0.04208554830582111,-0.04919140558918529,-0.15836604939900065,0.019952377949805214,-0.047010152455881214,0.1493717666284351,0.09835624347643353,0.0424193783649035,-0.004933052367015922,-0.057617153177413775,-0.005899448285836697,-0.054035548316543
PLTP,-0.06112345007505311,-0.05882638321431389,0.04683640113702508,0.02183832703747831,0.027337727211456855,0.02577818336582689,0.00879885227508036,0.035529746409321994,-0.012661107701314405,0.31464327802156755,0.01704727631818772,0.051197406642224316,-0.05339347293418449,0.04411036675056448,-0.05875034125748342,0.04964932685829547,0.04973358625449951,0.06654958091204223,0.022036583101565258
APOD,0.13905459457788535,-0.08634595249081463,-0.02574417300239894,-0.06967608792394211,0.10165923135158791,-0.0009974239122714035,0.025786066402559666,0.01868938993348938,0.07814446000416592,0.16495481968119466,0.06034596658333445,-0.014045750888521278,-0.025887368747987444,0.07478355446382047,0.09868268348473362,0.06588933152875304,-0.053982073629048895,0.000803149464353148,0.06285479198105409
B2M,0.0678825346103862,0.045947174576363464,0.02298370465338682,0.02134578832994377,0.027295811345926,0.020667940793803467,0.024628462753644227,-0.013554811410935152,0.05454537394903657,0.36424176882902637,0.0985364659044028,0.09127290183900895,0.1920434459718379,-0.034599124948798486,-0.03576299407298438,0.021202062661638862,0.07295711257577465,0.023650989779405506,0.0894285166975289
OMG,0.10310347636214963,-0.06156294331154594,-0.027442321687352958,-0.0705166893453287,0.032962252539870736,0.016524550001554204,-0.0002701871060015558,0.018530612706233032,-0.010962096974847332,0.09016765580239035,-0.015760115724976445,-0.007376912533720218,0.05582513568576122,0.0675603298459777,0.1306455017020196,0.04330046962246942,0.04087810947817124,0.0510307425142386,0.07477209976911892
CXCL3,-0.014399713266994652,0.027100849384354732,0.05718560366763996,0.029257062702762158,-0.019902845026383387,,0.008516927292217237,-0.036749551698744345,0.014513522761241265,-0.027650484742029403,0.10989591321900519,0.06203046063727159,0.061587780911960155,-0.05767997437323354,-0.02102370415271471,0.033852650659935236,0.007074194463787483,-0.013051717168325067,-0.047363970887554174
CXCL10,-0.08090487116173507,0.010448068568123999,0.008293154006909989,-0.057844835939321534,0.06744530185393724,-0.02319538938501383,0.032528010501414066,-0.028390897994479546,-0.026871523929686954,0.06252286211754919,-0.02147477216310455,-0.03852933552461158,0.22156892962932204,-0.03020540410094137,-0.018054806970899284,0.00730681269350965,-0.023975908247245274,0.02212902598471654,0.07675219249795255
RSPO3,,0.0924896063209104,,-0.01745398683621933,0.0031972066409958425,0.023873338755921403,-0.006723195555047031,0.010358437348803961,-0.0066541072299462845,-0.08131386728108873,,-0.02533627873083019,,0.11057909006654777,0.006191518292523152,,-0.01600536790017136,0.04889199439490407,0.05207129249105699
CORT,-0.01788111209212874,-0.040797617229301475,-0.004095224530826078,-0.0391419056870184,-0.02954717860763473,-0.03904166271539073,0.03626405037923337,-0.031526586767381175,0.010241549275231403,-0.007737792771520518,,-0.004915083167354666,,0.007106617338087497,0.009190534110461113,,0.050821432843546115,,
NCAN,0.055393272054755964,-0.042237915296245154,-0.04680317343114403,-0.053589945854360506,0.012104132842039938,0.02689991092557793,0.0015297157871519186,-0.0056636703026569195,0.013566785566767017,-0.15326669352672412,,0.03136400787920989,-0.050229236078226984,0.09653680446880888,0.11080090356298644,0.0073849432232274215,-0.03306755889273086,-0.006129005825283808,0.06875459901325792
PRG4,,-0.02069050663601827,,-0.017226332304560756,-0.040684144052855024,,-0.02764070895341501,-0.0016618298885987867,,,,0.10022026848939554,,0.06877492422528794,-0.013242690359637174,,-0.02182405429841325,0.05660022286220977,0.02967390337609738
ZG16B,,-0.01907830018439646,-0.005855483690079461,0.14150653155345566,,,-0.040996761431783636,-0.012891053253523617,,,0.11213588393044846,,,,,,,0.01774557762429414,-0.02397233125232377
TGM2,0.01739162759184134,0.019817392013637764,-0.017288681595247195,0.057165758599335134,-0.06024671985194517,0.008156516909801244,0.04282891540672969,0.011078194728630291,0.01929060168529232,0.007216036849126283,0.05750699466868128,-0.015579607207356017,0.10064352029908903,-0.07120968359867406,-0.02036072293357409,0.006836101037228623,-0.012453129392014674,0.05089358344524024,0.016451240585462913
