,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8811Bbulk,ZH8812bulk,ZH916T1
CD34,0.04127594420149773,0.0906338238465433,0.0490986337477557,0.008339011306170034,-0.00047493236700761566,-0.028188015025596983,0.06782768660033231,0.012699331340212826,-0.01856194317644684
CCL23,,,0.013540809095877782,,,,,,
PLAT,-0.014028694073833664,0.03472606513998431,0.057884880088211875,0.0002601416690541848,0.03199677672875465,0.029489752890525446,0.0954713926546839,0.08981872482493518,0.006797468011226875
NTF3,,,,,-0.021025492429296574,,0.12714956200253433,,
LTA,-0.014570484608103673,,,-0.013736463908757535,,0.004826548979461996,,,0.03959973138515896
CKLF,0.0037793253832145934,-0.008715713940127651,0.0008391281809137643,0.03445945298586759,-0.004747818877661191,0.038084513017533995,0.1014274019042227,-0.013393076711216199,0.0399650976065366
CD24,0.03359229917125468,-0.017164097559217047,0.004245659239358996,0.05910706233454867,0.002743172603461684,-0.034686195520673604,0.0005676823483968654,0.032053479397770285,-0.04090859506373205
HSP90AA1,-0.03391589128845489,-0.010083736475615645,-0.026970991927947784,0.09043709160683813,-0.03916059139907149,-0.057544607638786015,-0.11539256525253455,0.027252960430089162,0.008886251473723714
BMP4,-0.017113689433124905,-0.013171383655851104,0.018690910394142255,-0.001069487637541857,0.0014921195075958483,-0.013884582940923358,0.05405710064190587,0.00086993913286003,-0.03716623856774945
SCGB3A1,,-0.016836735990390976,,,-0.004405152965867507,-0.011370075127428578,-0.012254182952924296,,-0.028017944311908367
IGFBP4,0.06516284121635396,0.006576788820262791,0.03760925696759094,0.03668945693026503,-0.009426681217958224,0.06453908323195706,0.018953028031192042,0.056083627008519564,-0.0860853816258856
RSPO4,-0.00877256574606011,-0.019432330231274067,,-0.01597634378052218,-0.004895669710167762,-0.007557055054481264,,,0.05053456752799845
LEFTY2,-0.015146997597783636,-0.003955459805518951,0.07139633383206813,-0.00014262639993252324,-0.021226131509697863,-0.02011535795708328,0.1332727912549622,0.10015933641089932,-0.060545344348176315
PF4,-0.009918641486105962,,,,,,-0.013021194802955648,,-0.02631256262370971
ANGPTL2,-0.02500491336562615,0.010236940719108916,0.06886994983722527,0.032777968418032793,-0.02391272097831716,-0.01056838317767512,0.06380050714945307,-0.013387893573312536,-0.03899603449284121
LRIG2,0.017588086964024696,-0.031572709270052915,0.04947476290703333,0.02797115180947345,0.051324605294098546,-0.014496181410709878,-0.03031208981907657,0.04706387710749005,0.03930934209454692
ICOSLG,0.019106824164588188,0.054063259000674116,0.02652581617434258,0.0190180194920296,-0.012706093866178873,-0.025627285676322085,0.03180143470288133,-0.014967581450184918,-0.033051647113802554
WIF1,,0.05424886548244128,-0.0009515327110962584,-0.012328566084821505,-0.036427486742659464,-0.019909573399654934,,,
NPPC,-0.01538625894567295,0.033008069390497094,0.0760521232197171,-0.02404911519291441,0.048563200020259746,0.05150136273564872,0.007581579770986562,-0.030499894149906143,
LYZ,-0.0378993781819025,0.034560415218636904,0.056269501302304153,-0.04624151728710313,-0.02378033804168256,0.08189897948542309,0.058913082324531976,-0.00019370426793468166,-0.03579689157702385
EREG,,0.11930332388087375,,,,,0.09133583247735683,,-0.02878332289648052
SPTAN1,-0.013965490193447361,0.05769635135241389,0.009467268771649759,0.0006549822030474039,-0.004932133572084964,-0.0269020977119056,0.04753205870933492,-0.01572082896309748,0.00817760290082588
LIPC,0.04852672181022568,0.06209114337760264,-0.03207124306824358,0.09676603989582803,,0.04049044248122013,,-0.03743708153857007,-0.03326903840141184
COL8A1,0.023014085155279265,-0.03028846020304099,0.0126067215347934,-0.027709455408400377,0.022266628090817697,0.033991828796119956,0.08506471488329063,0.06326176182819292,-0.07894574813071716
GSTM2,-0.022871767805588326,-0.02704037306144908,-0.04491943624249277,-0.023045523745504684,0.02406239546114347,0.05372307599879763,0.07433820548148143,-0.03338893161518976,0.07855157016411271
SPX,0.010119332692422062,-0.027747550208749607,-0.043004162666723446,0.008612437933787579,0.06627189882166026,-0.014521702233105274,0.03358763971171455,-0.008672197809100866,0.13106355024075816
MFGE8,0.0327731157452487,0.02346998161023781,0.08103050882902149,0.03788448615102175,0.006073444134153435,0.02362346340654452,0.024234729893254498,0.07453821992300023,-0.00266156295009973
TGFA,0.01179245938213906,-0.004955397423697743,-0.006062808335295986,-0.0017720747002298056,0.006180882801422696,0.022530580438847814,0.05555797408677941,-0.028568922200976853,0.07565065724376058
SLIT2,0.021147311672553206,-0.02101229986773137,-0.008025731537382463,-0.019828995049996752,0.009539885759122162,-0.0366525553866253,0.00746464262974273,0.01093795189135483,-0.00453839243884726
PLTP,-0.018357432180428894,0.07453943813354565,0.030891424900486724,0.041672383142923125,0.06622495373731388,0.003989890527736818,0.018632170093441917,0.046520407089909524,-0.10911431748327284
APOD,-0.02857863691168975,-0.08261924279999787,-0.010390136178198483,0.047071714722931174,0.03171822565206532,0.022923817952720645,0.09901348996928175,-0.06686006560739262,-0.04886298154122016
B2M,-0.003916269733971276,0.049599572468693946,0.017164792796835745,0.03897262096265028,0.015206457666488293,0.00025530657178616595,0.10898784946429083,0.06916562381908992,-0.12131531316309299
OMG,-0.012510830857428643,-0.00015251988684285994,0.003583500577243033,0.005052633072835525,0.04946707747358142,-0.07298299992347422,0.05164280561651511,-0.049495240007977524,0.05603595557298207
CXCL3,-0.00590066065979892,0.0007188764781386232,-0.0160994970671983,-0.04639082893060619,0.035577702420489604,-0.011734978856698006,-0.0398442790297963,0.11468252068429834,0.020716452399346767
CXCL10,-0.009531743253687172,-0.016337245319768382,0.023645715411875323,0.02190446608517301,0.09223731709341064,0.07315037191520547,0.14412266508290483,-0.013590360814898525,-0.08418594922730549
RSPO3,0.16337601674810762,0.019545316624869167,-0.0009638951769144492,-0.02412985223294111,-0.043991564846345206,0.09605983120845639,0.0639496119922467,,-0.018751948302315354
CORT,0.0667591164095212,-0.022833244232099467,-0.03484804341402485,0.003383241548550001,0.002727706945699492,0.020538430294715564,-0.01362601854469251,,
NCAN,0.0105967292996441,-0.015550690278094933,-0.0008042656941342631,0.014288833854760713,0.029648656025196906,0.005073998079776369,0.06973951776717015,0.08201194359626739,0.11869346982338322
PRG4,-0.011368328941219408,-0.013470529084519015,0.00535700805729746,-0.0069691857661095475,,-0.01433727157405586,-0.02010602419389563,,-0.04247821662136156
ZG16B,-0.013194336079971074,,0.02157402997288367,-0.01091486755085125,,,,,0.04577941374311173
TGM2,0.04978388001024648,-0.02057865996922189,-0.012011747533550615,-0.007960192982184588,-0.03735329086381212,-0.014865431877948568,0.005524268615308414,-0.025307711085960992,-0.01435584117613703
VEGFC,-0.02026140615400715,-0.020735607962931696,-0.02299662721017575,-0.02939104542696541,-0.07308696566136458,0.031226687968148772,-0.012042748840177383,0.12450541551421598,-0.05357654014462799
WNT6,-0.01572386274430105,-0.018561092209379394,-0.017152255214987613,0.010316447219148175,,0.038763241039373064,0.07033045545997499,,-0.028238161677198517
NRG4,-0.013835776375597221,-0.0004688231505313752,-0.00394088473105821,-0.020969227839597978,0.06284816389636044,-0.017069651320511577,,-0.023978382076420893,0.04842622455104361
PMCH,-0.019170816098487448,,,-0.015976343009491033,,,-0.01911803300221133,,-0.029157530150775705
COL9A1,-0.014450458610120117,0.02798204163797375,0.009312777272427086,-0.0091714707565101,-0.02684338473380088,0.014535401110529233,0.039153327076365124,-0.031645475356681156,0.05616725673624044
GDF11,0.04989147502283152,-0.045202848420230105,0.02181518022205098,-0.020868175447909792,-0.004095083320300182,0.009126894723956332,-0.0063539208841524725,0.04694411929431777,-0.009749283154840813
RAET1E,,,,,,,,,-0.020570756356944015
IL24,,,,,,,-0.012813578472041372,,
SORBS1,0.026993599129041337,0.03850190433174102,0.03325643470200284,-0.05046708721873418,-0.008001439109724139,-0.016909908257002004,0.06655334571755422,0.01667218765503703,0.05556953537633037
DLL1,0.01167471906225701,0.031660830622691906,0.06500561497800683,0.021881814018770582,-0.0009306089959112447,-0.0034410847805721105,0.07104940918101008,-0.011477086102287353,-0.003600136591861437
TLN1,-0.009178366240058668,0.0072576051302691204,0.010612395199021123,-0.021565183193618793,0.0010875255974211278,0.04451173352143684,-0.054047177088973934,0.05811796485543707,-0.08508892341121913
COL2A1,,-0.012031225975907636,-0.01609950254603558,,,-0.011913412766104626,-0.03339610526778097,,-0.027290422763390325
SHH,0.08645256813218717,-0.01776126838749101,-0.012656165193042485,0.004851765583889018,-0.022226280186225144,-0.01137007413361323,0.05761432289538942,0.044183079739088874,0.15483415917528728
PON2,-0.06575468635223705,0.018793694718835744,0.045872658082687735,-0.04994100781416262,0.00549939477823604,0.051426637507725234,0.11571726715173083,0.047301722995067734,0.0792058806533725
ICAM5,-0.018412272195109405,0.040517176598576995,-0.03146000126458192,-0.035465312953777764,-0.036251413194822335,-0.022205140605955197,-0.020531473076107927,,0.043691145657757564
HPX,0.02632003143521137,-0.03413168096890558,-0.023444229854894246,0.03117779437540043,-0.01935786201431158,0.02029408094858616,0.06833325202088791,0.04935585375307035,0.04745691758965726
SFRP2,-0.01345436493772104,,-0.0128488995286753,-0.017851961836265313,-0.008000124645911941,0.008197813683767121,0.03455972220764739,-0.046905106444500515,0.056025245677969855
CFC1,,,,-0.013736464738923006,,,,,
CD70,-0.022868592251679233,,,0.04242843272441089,,,0.07769583369904207,,-0.013306206898641522
HP,-0.015080921988421729,0.0776116758223583,0.009274961569352936,0.022224468103632447,0.0044680039980006196,0.002115363026070101,-0.0001514092883545533,0.06751237520439794,-0.028050866823099763
CXCL2,-0.07196281907970266,-0.038404471272675815,-0.006541187335890927,0.016415690610520835,-0.005604295933661648,-0.007630523782235664,0.01809917849862532,0.006352242872223282,0.012399668404405133
NPPB,0.0060608990202995735,,,-0.012028207169398841,,-0.0146317581872191,0.06390340292414354,,0.07142159963267046
CCK,-0.05953124695031051,0.04825629575871907,-0.044829679413090594,-0.06484401941041816,-0.04021019900546048,-0.013914747418823472,0.07047697955303298,-0.026970814576519474,0.045165044775483526
SEMA6A,-0.04029311467143961,-0.015423295473252968,0.02692572151476312,0.015788404819029732,-0.01804942181343276,0.035089158366372546,0.03206398003765048,-0.006397903667909733,0.03057277462610433
IRAK4,-0.005726678915667915,0.00805248373973838,0.017774871255820897,0.002060604549201339,-0.01392731860547971,0.025141337004302388,0.06668173787316847,-0.0050586135757734645,0.0035118401908436304
GSTP1,-0.012079335336900428,-0.002711933898407467,0.0030024222771706716,0.026858585639605404,0.04967990505338841,-0.005357906156602994,0.040744850038938275,-0.029367842557592755,0.03144748277981827
VCAM1,-0.003336332157820204,0.00012241241899121585,0.02217753406230769,-0.015577203338508578,0.014668463697218033,-0.013600073378747742,0.019113897344785486,0.002616530342361798,0.060225556702934155
NXPH3,0.011500108827883923,-0.027417122331314308,0.01003471434988945,0.017629694214402723,-0.004204202349448468,0.06533658322090553,0.00826420544909857,0.013112219840643776,0.08889075305950073
MTMR4,-0.04968319301046292,-0.04530624857094018,-0.0015219714752565188,-0.015205335407644778,0.007866447407701557,0.034674871460328154,-0.018222786833452492,0.05685486103711362,0.020288197061675603
LAMC2,-0.026405381311952657,,,-0.015142170909140459,,,-0.016827823954916426,0.06318353080501765,-0.012968688114391355
IL10,0.039584205649318145,0.07323689365329258,0.05421357330841192,0.03567803187590673,,-0.013097503784204892,0.1256913932811825,-0.022362605017298375,-0.0709327569799605
SEMA4D,0.041395166114386574,-0.009670560309990823,-0.03469973669530147,-0.021061137065570005,0.005317867757307432,0.02708805932702348,0.0404787007102993,-0.008994928508689104,-0.006586764699113935
TRH,-0.028003937017620575,-0.011839638524820978,0.0972811538601028,0.07383505015491496,,0.04040562747515695,-0.036053773143207374,0.013905416047731321,-0.021305652736704313
SEMA6D,-0.0007186800633179693,0.025734962321956566,-0.0047531270303428075,0.01621419854888323,-0.025066174601397755,-0.014248853319315368,-0.03520706015912648,0.012325511127076529,0.10488238296522508
CEL,,-0.02335837351399458,,,,,-0.020919865977837265,0.049260570627516,0.01825872388896503
PDCD1LG2,0.0026178470659071512,0.03450617339678029,0.04706494613595744,-0.017039679552955104,-0.0016903637038247956,-0.02240483593993692,0.03560274931708659,-0.010676319834333694,-0.011105221920490953
SPINT1,-0.012990591404733689,-0.00663852890458335,0.019003718782015396,-0.026306213041352028,-0.03163500536249455,-0.019224315904797906,0.03980002842826074,0.032098970762731695,-0.004933837079617653
CTHRC1,-0.016997486277914895,0.04354665622005899,0.0331828151238891,0.024007398288904493,-0.014587059977257396,0.08003081360947786,0.07033888984947685,0.08776556720004784,-0.03574994789179137
PODXL,-0.024498688376176664,0.06735024033248105,0.09946950408055903,0.04652945167126626,0.026674231420651687,0.014280463882258827,0.059518799342904966,-0.006527630426290928,-0.011559704376926655
JAM3,0.015044580377926787,0.03309246692295321,0.06747228502781287,0.0012603564700772742,0.007171454442319558,0.011427782198453952,0.011652746471412626,0.001706163204038814,-0.04322091374826167
TGFB2,0.03165518147188486,0.11852633759166945,0.03692381052583159,0.009194385514861571,0.05092938120352938,0.04697238507015249,0.04176272010429382,0.004456311333968884,-0.0474369871812135
COL18A1,0.0182371654789121,0.033691582354517746,0.03382529303583193,-0.06835124621654928,0.030711776639228302,-0.003943065014695051,0.012660717599457076,0.010908256616062902,-0.11376091864445116
NODAL,-0.023265722703228322,0.09195690250697361,0.041992512766922965,,,-0.020115355706959662,-0.01582778781319237,-0.004335234974928576,0.05529933099289819
INHBB,-0.01856457536085658,0.000741673035061133,-0.011249865434983864,0.02510517429106867,-0.050868753637723564,0.023141182966687768,0.0016426337167955707,0.022540674052683746,0.08728532731061554
LCN1,,,-0.014128247337492529,,,,-0.014947343635364164,,-0.021545435689944197
ARF4,-0.050532991408878826,-0.005319981389725118,0.008101338101306475,-0.018265017642340255,0.006510573955010624,-0.007534206911182723,0.0696803804629281,-0.006886758973306408,0.01095075497472381
CXCL14,0.01007927663904265,0.047944356090693,0.01218186848628965,-0.018483145243624603,0.051308309989822866,-0.006792747645415944,0.006069847796545109,0.038615718647125506,0.030281116228080232
LIF,0.04134123694014275,0.040094695197916246,0.036232253413923915,-0.03813692873679497,0.014612781146409274,-0.009383785411416195,-0.027757815014122694,-0.03532765792959217,0.00702758493516183
IL17B,,,-0.02333301036802942,,,,0.06397730786351336,,0.023757062878561473
MMP1,,-0.011839635942037983,,,,,-0.008165710928767179,,-0.056479182872171976
MATN1,,,-0.014812506824741962,0.010028502930299074,,-0.011913411283537411,0.005507006749202816,-0.023451118256187724,-0.025912226475632162
ADAM28,-0.004368077925788986,-0.005797867155373891,0.01817469598973789,-0.016923496658068794,0.006057337036845484,-0.0070249972271308496,0.052031596052951455,-0.01708447746053502,-0.0966431072305907
TCN2,-0.02149908854378741,0.0019406227544537455,0.021910611337364435,0.004866353922801473,-0.027905758492753945,0.009645912538387964,0.042925565582762545,-0.03525625382622544,-0.04882197050967745
THPO,-0.023966688741577154,,-0.02882707831044405,-0.0030463774658350206,-0.023880808753122897,-0.011913412652060976,,,0.002015991683674591
CUBN,0.0074018105896796445,0.044421222176337996,0.07701097136771617,-0.03038190836852592,-0.01301028055447455,-0.023924914624322256,0.02636311834469703,-0.024008426458122695,0.022307584654615718
TIMP3,0.06726662066978774,0.024108822602016834,0.018664996298965633,-0.005917566212973711,0.08051251077265285,0.031569028599162635,0.03210440704447408,0.0847055478068753,-0.027004842935482384
PIGF,-0.02808905267254749,0.045455065919055355,0.03671998853954305,0.005218611782359015,0.0013052279709592973,0.011014199420359723,0.03878974842057126,-0.0496109272972197,0.0632000264212843
CRH,0.13624687799500296,-0.012031228183444148,-0.021725529187926352,-0.01917301712439625,-0.010087108848686953,-0.016294480025343155,0.07652722760152456,-0.026913206455322344,-0.004565798441910689
BDNF,-0.019448905033015777,0.002104558042121363,-0.03695090858250486,0.013837652496245741,-0.03154346450210279,-0.013417562451505367,0.0016772275337839882,-0.00932140353445899,0.031466661070189805
CCL5,-0.02067560124074931,-0.027155925287930475,0.05273013009479798,0.0003710931662721805,0.04257843322716916,0.1276694587575349,0.008583990462029085,-0.013141281665277593,-0.014501401464114048
GAD1,0.02216057019216751,0.04745014082997846,-0.007992216197647003,-0.03600992310278204,-0.02506439976709574,-0.03512931807431211,0.05603326805031086,-0.020751403756524074,-0.00574921799385781
COL14A1,-0.031814711405890775,0.022175086301675802,-0.025062693963219907,-0.02645601447607862,-0.03128051748936382,-0.005905752226436727,0.013675892839171094,-0.011550220100778021,-0.08346165329021847
HLA-A,-0.009536739197303785,-0.015583112408724927,0.006911943031831524,0.0428996954064929,0.002850752857721726,0.03218393447219218,-0.0676988233021523,0.06685694791371055,-0.07751742425482841
FGF18,-0.01058657179596161,-0.016415529974264324,,0.07038745314769215,,,-0.005777505776770084,,-0.021305654446040115
ADM,-0.015563386469386088,-0.03563978576190392,0.06387970353063274,-0.02149968022728624,-0.01244076186806723,0.018655802254379805,-0.08046347488510006,0.026902948254335108,0.05909397119159507
CCL15,,,,,-0.0011336516099654497,,,,0.06939457368778293
GNAI2,-0.03148284508523993,0.037141903142551246,0.058526672875024485,0.019003851574398607,-0.00595580260209975,-0.008970385289356448,-0.06805147173808061,0.0009143317826702239,-0.054098303840587524
HDC,,,0.018969385035848208,,0.010651797948614804,,,,0.10693117797580395
COL11A1,0.01550337560159163,-0.013783487061878577,-0.025686342899978284,-0.013625446703025455,-0.008956656005642652,0.033373115263122366,0.03851031679480331,-0.011079928797577226,-0.01674752055012516
NUCB2,-0.016266425163478808,-0.0650575872925769,-0.02894698229962616,-0.019485786081334545,0.012544037579023226,0.011065007315023863,-0.05183680613626457,0.000179460246421944,0.0012983237719130039
CXCL1,-0.03504679377085885,0.0009278209663431623,0.006631625159451272,0.08481775474104349,0.030637899089951733,-0.016161979657099815,0.001393438150165674,-0.03525045524679112,0.0004873497630916121
VCAN,0.004048864721880808,-0.060355313624205174,0.011204898315642881,0.045478682911513545,-0.002589845583046875,0.07068824124910682,-0.005610523395395014,0.012888145770166046,-0.10944668092793186
MMP7,-0.02104682485911809,,-0.010312455407892874,-0.0120282071036812,-0.041980895056165105,-0.01841339297272382,-0.02999463110897411,,-0.09929673175010292
PTPN6,0.014508670933748436,0.0552706036111174,0.006300144344591359,-0.0480621321443625,0.04316496616335141,0.043580397364422395,0.02738471165537844,-0.0048647358424839604,-0.005623847840473157
PTGS2,-0.00927406925381215,-0.015307534991483334,0.018425108473049373,-0.02751508337348848,0.023154471882299518,-0.0154345993759004,-0.07948028635077473,0.005235192830652008,0.04682731651519961
XCL1,0.13948733043968822,-0.012589295374212878,,-0.00580345909479485,,,,,
CD58,-0.004440332233403379,0.06355403126914724,-0.006389545711913088,0.017927502608780548,-0.03781856115858441,-0.031641147505627534,0.07349302887158313,0.00914941749385125,-0.002665163571622247
TNFSF14,0.06203828099599633,-0.014577832344005804,0.04895393666653235,0.1132871550679822,0.01969312202937024,,-0.025437657447960164,0.04649144149307943,-0.02399489226895175
CNTN4,-0.020700940781914163,0.0342582997714704,0.009497409310175547,0.0013955916399833754,-0.026173003042997283,-0.01970309629780756,0.010114739167438137,-0.029429339461091688,-0.017770217449849156
NTF4,0.06497129181949375,,,,,,,,
INSL3,-0.010586569719467342,,,0.0064213634177500145,,,-0.014765387275481438,,-0.025301110634412507
BTLA,0.051842045815628686,-0.013124759524004683,,,0.003931393032040044,,,,-0.024464908911268835
MFNG,0.042645794882376485,0.0008525421638221178,0.043776666210725325,-0.025593368872150954,-0.0007373283722568614,0.03387487895337478,0.026572990240863226,-0.03983584768824888,0.029090901724703397
ICAM1,-0.026434333031801555,0.021832905598643773,-0.04339946542594245,0.02819097667274612,-0.013340017151444526,0.10240955461680834,-0.01871639314337488,0.01672439885519722,0.01329911231394997
PROS1,0.03216550004564381,0.034348532672959134,0.04597712288283549,-0.003071147822926856,0.02827609568350356,0.05511615026775504,0.013414349418332703,0.05482822258559303,-0.017594375384790716
CLCF1,-0.018230955114809155,0.06534939077111267,-0.03674354351352674,0.010081431268151168,0.014673516407634275,0.0029982040026175277,0.07010202870523553,-0.012639405590727936,0.024933929120827526
PSAP,0.03955035733975237,0.05882604287960386,-0.054715690562098705,0.01344463977632348,-0.026116295214468795,-0.03014544401322218,-0.014510751019459757,0.009951894955275365,-0.08040195975209805
EFEMP1,-0.05718776838571885,0.0748197008224815,0.007617313012187564,0.060602296415998264,-0.006439467716733362,0.0582930075401892,0.05273162943564037,0.06559427434625505,-0.06645813440531478
