,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADA,0.03486152858210078,0.016023346562850684,-0.024322225995507533,0.05572773767451723,-0.05003308679249042,0.026993558565573308,9.056210538481865e-05,-0.006129271353222602,-0.07248516283387128,-0.01533265057454699,-0.011301087355657486,-0.1932614823119508,-0.02754107533849986,-0.016158147212170532,-0.0045863188715488815,-0.040199165173946,0.08717876585525226,0.012032386283926283,0.0011885615143577967,0.0643980398610367,0.04036300978506922,0.06697700204286666,-0.013185667611489071
LAMC3,0.024850651243630888,-0.0024425332497010877,0.01311647724617663,-0.032637803528540815,-0.0021371543978039027,-0.05675928681170423,-0.003471188425352686,0.04074674621351591,-0.024652071676757415,0.02510859563090996,0.011764048490217898,0.003253212042590664,0.08778617226365472,-0.07780198290079161,-0.04072646667952831,-0.01272745870361657,0.07241892945720346,0.05893154345282525,-0.02099904985205673,0.13067489081997677,0.04121904683563008,-0.008844474893329126,-0.08279781583209585
CCL7,,,-0.020875390677499803,,,-0.02017088811052576,-0.015820242174111526,,,,,,,,,-0.0392348580131701,,,,,-0.02668325063569275,-0.021313285356372197,
NGF,,-0.02769360905610504,0.0036834811121239054,,,-0.020428373026476012,-0.007016660126428346,-0.005884335390978542,,,,0.14206668919600632,,,0.0740481094431647,0.11109786213687509,0.01781487916788887,,0.10327792254526397,,0.060528808109844935,0.015296394085678747,
TNFSF15,,0.05112441303536606,,,,0.003038971177865145,0.06704641803320036,0.01628556568153506,,,,,,,-0.00642296543110748,-0.03824958086826473,,,-0.02553111015247405,,0.008841864019429888,-0.0005105624778069214,
HMGB1,0.050037425547906134,0.04611509177002194,0.013798780167936026,-0.023899978129626544,-0.08146632408251608,0.025202813674921512,0.00935825834358653,-0.013615525903206735,-0.167552954129379,-0.006891750919766961,-0.011887829021969902,-0.186728696398254,0.004286496900626018,-0.18573090118111255,-0.020007974933398807,-0.08588384103982685,-0.0729844422075969,-0.04156417958002292,0.008322235452123626,0.00948008619316851,-0.030389772271582797,-0.0005361148702164394,-0.054784598240869724
ITGB3BP,-0.013681122748939357,-0.07131894829169706,-0.024307571151882243,-0.016426150156992916,0.0399565470865146,0.02233148167954904,-0.005650574074476864,-0.026640382462503845,-0.08046406045901094,-0.01820581466641946,0.0006043106947060199,-0.055389541324008924,-0.06350769963942948,-0.051545188014421706,-0.06719194020631332,-0.006670596225552389,-0.025965660515118418,0.06038825515128254,-0.0003933860398668917,-0.03634737227467554,-0.044403614690229236,-0.04522815412252668,0.038541903038500365
AANAT,,-0.04963641532970817,-0.03028701590409988,,,0.007662128491467049,0.05763201076778539,,0.009760137828070406,-0.000839651942957126,-0.02551323690861654,0.031762294472484555,-0.021352044189653967,0.06319817351662396,,0.030544226471314002,0.025647962901176116,0.040570324098548764,,,-0.028231991922235796,0.021727403302530632,
RELN,-0.019356949372820644,-0.020803357028669926,-0.03268469465906819,0.02475680343357962,-0.028556336104444014,-0.001656421654584367,0.014803923861119818,-0.020048124729672347,0.0929725450029821,-0.03699871197834927,-0.001344826584735717,0.04006471610293298,0.023156026208797535,,-0.07711278162912527,,,0.05392368263185745,0.0189371453313123,0.010706804009270418,,-0.0033166091590033212,0.06156682763896194
IL15,0.0006920320665389627,0.005017869231045858,-0.037554489412690836,-0.023488504187904873,,0.0396461672341108,0.023587209868734815,-0.037741753612326116,-0.064888750892589,-0.030982126406747496,0.004674704952729761,-0.06264912366946575,-0.030105723973872515,0.09365245450172817,-0.05896416304278769,-0.0028364479128262505,0.04978416812137191,0.011887731013069993,-0.029617250152540332,0.017819652309514628,0.05187846354985238,-0.024029237012595912,
UTS2,,,,,,,,,-0.0027233946805838563,,,,,0.021559916064806575,,-0.02931118418321617,,,,,,,
BSG,0.0841449418971123,-0.03572626790317569,0.009713290458188714,-0.03632599290350538,-0.020276996117285586,-0.007733131212710341,-0.015892787557840737,0.013195763844893658,0.09138355114706283,-0.027409595248098117,-0.01071263843013003,0.28967146651502834,-0.09473692608649333,0.15806618333834177,0.0038307929716685624,0.0591805486624103,0.060171742653686536,0.011305069194524696,0.05547418423530157,0.0012601834593160845,0.026884671400068883,-0.05442815714314204,0.05494998182887982
ADAMTS3,0.05383707118503571,0.030841189064045517,0.008401843981361217,-0.01725734940137813,,0.08902845695677615,-0.029555180013223683,0.0705430204133101,-0.11699072446349543,0.07546222265283256,-0.04091454082747326,0.050115882589081284,0.02264009867821826,-0.0577213921614033,,0.0786956096577885,0.12757776538985532,0.06253731498149027,0.02023181812227883,-0.04496117162621994,0.054254210328667,0.0006615000383442109,
CD34,-0.005410058793679377,0.04892619503801803,-0.047128805887793265,0.008657778672290443,-0.029589550988219977,-0.019717041562833923,0.04359228117815013,0.03553170145681536,-0.026419061235289382,0.02106434696150663,-0.027697136752164012,0.0014018326954815161,-0.0071237792356060705,-0.01580254337639801,-0.022742766434731713,0.020055545246492404,0.11641244516848682,0.04041646594966966,-0.01312551246413175,0.06005960582790753,0.02182316245867786,-0.04975605744733999,0.006941823092883616
CCL23,,,,,,,,,-0.02090119267771853,,,,,,,,,,,,,,
PLAT,0.09190130311123282,0.002553647124981502,-0.008977253122180244,-0.003273799408102652,0.033661290659289356,-0.0036964660258880727,0.02054443437899863,-0.009700180189682583,-0.14285638054893554,-0.06272376271892255,-0.03662662890008754,-0.0681791693990491,-0.11633460740074009,-0.08223647841697276,0.00559881238481062,0.026921831338498257,0.0912549820793218,0.023412548055738426,0.03850303169097349,-0.04226832183088747,-0.02546891437160706,-0.06418411893094181,-0.06366649079194894
NTF3,,,,,,,,,,,-0.01899066320915605,,,,,0.050657385025622975,0.0632279762234404,,0.06112595365405063,,,,
LTA,,,,0.046721014764501356,,-0.02585249442250608,,,,-0.023506643583853515,,,0.014616713847038108,,,,,,,,0.040387415818879065,,
CKLF,-0.019085896129893594,0.020202713269665995,0.00829719648939797,-0.01063941839169611,-0.008988078410736617,0.03398226454880573,-0.0016421019447176914,-0.022220289348457083,-0.14646250809566305,-0.024192386422071603,-0.04054294382036455,-0.1873199691097024,-0.07953452208123317,0.005011270036077375,-0.07049824929268167,-0.021592315004433118,0.10598106744068382,-0.0714386446500627,0.10292705973186453,0.08196463309529857,0.02359773559265483,-0.04201124094874068,-0.015278026698779621
CD24,0.03858968631637712,-0.0633198661615212,-0.029994851916943347,-0.0613219910709642,-0.0027448335557494256,-0.017663152160040784,0.011789590484870938,0.12538936354924574,-0.0039470530904413045,0.030655280716630262,-0.05160567658245766,-0.0009460612585318026,0.0008208009572983602,0.005049418047977431,0.012132528631840112,0.028656094357803735,0.04614315099028206,0.06673032919680257,0.006519755139972954,0.039234401628894265,0.07720903508132587,0.11574451602431067,0.06319423602265276
HSP90AA1,-0.02441572714455696,-0.021635841469398016,0.0004145817382818394,0.010168923006944844,-0.02410298838669574,-0.006073261148026843,0.018126288855255086,0.08818473323892294,0.20007408284193864,0.030175078251784972,0.013320659943122733,0.4324039703018362,0.198199945544296,-0.050435280318727696,0.00153049156207337,-0.030495938297214087,-0.16259243738578283,-0.06699459355577103,-0.0477589298029705,0.09572782642269957,-0.04890429485304939,0.056918241433686366,0.05260768545856715
BMP4,-0.024029522295366514,0.0028015880781529848,0.058954126703088715,-0.020554252063134625,0.008309850387856768,0.027758192440598545,0.05052586504477574,-0.045534698252588414,0.04495182823347525,-0.018613650585427025,-0.05496881774928423,0.09384516782678805,0.0024432130896704833,-0.06524846348897738,-0.04057327042533178,0.04687928529543343,0.07124820678102556,0.03650740928407107,0.00941588569985246,,0.011195122604216403,0.13380325061839335,
SCGB3A1,,,-0.004257571520067784,,-0.027104580789903552,,-0.02270212277145527,-0.023095449055512834,,,-0.021520664869465533,-0.038073083375868184,0.109641971469052,0.0058375275739072025,-0.05538766850571598,-0.02577873797679998,0.01834050830365322,,0.008150791964402911,,0.043432709144722186,0.0819166766617015,
IGFBP4,0.058557305354192034,0.05567617077087868,0.03126971369225807,-0.056393001818668395,-0.027202096489534092,-0.0359403129232867,0.0032006143991476317,-0.07124104208469313,-0.07270547487135885,-0.043808954351845376,-0.01400045897961026,-0.1387151509804076,-0.050259428619319584,-0.1077712868312699,0.024915440037530386,-0.005959080723502596,-0.012035559147199336,0.07023396965925466,0.02593956639020755,0.029524705718070313,0.04596888719913502,0.007495147741535083,0.00323281987596104
RSPO4,,-0.03383058271537587,,-0.03134571555166788,,-0.02484581624785121,-0.026201940025526366,,,-0.016993324563675898,0.09910057165632924,,-0.009649751973536564,,0.061546905981017974,,,,0.04959345289195775,,0.09164858297816161,0.05938634786885796,
LEFTY2,-0.023118153093136425,0.00781616397702735,0.06938308769108727,-0.0024490993618323533,-0.058789537418765164,-0.003567217056598761,-0.00034396665840458185,0.0015303330046710392,-0.03459945460160211,-0.04327470818770643,0.02473764657738381,-0.001128873020745353,0.05302912190818607,0.018333108644560572,,-0.03330595145637411,0.046095694744923636,0.09284661992190295,-0.01579251138229185,0.06010624438785607,0.009331102319749391,0.043888042734780704,
PF4,,,-0.005677430281499398,-0.017637596179692346,,-0.001189123306022299,,,,,,,,,,,0.024938582920141887,,,,-0.026421794119115116,0.06395692890056791,
ANGPTL2,0.013828070943613945,0.006088804957471435,0.009621483614351434,-0.04448876382925727,-0.07890110475305766,0.035855549106334844,-0.0006371915220839186,-0.05157162999488293,-0.09927603243961163,0.009344242633607424,-0.0029083219999450714,-0.2400268378899788,-0.14292840109240737,0.12343906586738386,0.05597190635273459,-0.007602916664426059,0.08442465056044628,-0.03523444584930909,-0.03894294790077573,0.05426602806786455,0.0015939380185049988,-0.009677294456091674,-0.09218359590189157
LRIG2,0.027768372403483094,-0.0020495134774016167,0.04041460478131003,0.028277015323168984,-0.007006086225752826,0.020198226082097367,0.02943401631388212,0.03102801878544417,-0.059160664121175176,-0.04733536599457675,-0.030690976607501898,0.025990760454229506,-0.04340929859721826,0.03923503624071557,0.025872953851744488,0.03609432492448577,0.03353601489141089,-0.02087813328368468,-0.04999769826932583,0.05424777772005546,0.03496570978132106,0.024271178772720864,0.012901002341406974
ICOSLG,-0.011053850324527076,-0.04380879645348318,0.038796269124508384,0.010134884721649699,-0.037599391001639386,-0.021765049681725598,0.013948030577194435,-0.0005010885701792687,-0.0830588989298783,-0.016709733397811854,-0.02601130744958357,-0.1261171917892788,-0.0618627760208381,-0.013815141789220555,0.03180713464232397,0.03403376376748148,0.07246884367750621,0.03176163215684753,-0.005867095213452722,-0.10033338028203564,0.07360391453247347,0.0305136791816907,-0.043432775262613875
WIF1,,0.12073107685981295,-0.0389644141046347,,0.1060821951701647,,-0.009415488340378704,0.022590406337708098,0.12777863936794756,0.03179906607140927,-0.003988290266198844,0.20393829598698215,0.2627975774444334,,,,,,-0.033192886215466434,-0.012426775882354383,,0.06657955293484577,0.09837195409354302
NPPC,0.07946878998187272,0.011788445968211634,0.017026708684722718,,0.13617393682061968,-0.005926906745862646,0.018892704876475916,0.09488568971284343,0.03968595156959635,0.05499390148915021,-0.0011951246357815948,0.08709974246203997,-0.08020973241248115,-0.04584456207025178,0.09056875708319731,0.08901586641573324,-0.007719760913971148,0.029373404917672298,-0.006763039471645404,-0.06792569452984036,,0.06802980552847396,0.01931177581799705
LYZ,-0.011422203691479864,0.022689365539478062,-0.05182247869642743,-0.008637954689580226,-0.03497839161908697,0.007740871192429597,0.04288944044593672,-0.032886036966317415,-0.0788664173736093,0.0461738207307926,-0.010321464339939223,-0.3265214532476939,-0.025654237909636016,0.02696210929288435,0.06219895918012575,-0.021260887907702544,0.04086449354736244,0.04289998756151756,0.029688805715470844,-0.06754636952087115,0.04616773405854129,-0.056457733342793054,-0.06809146681168725
EREG,,,,,0.06938739441497396,,-0.015833110621898433,,,,,-0.05399246692213271,,,,0.08660276156586288,-0.04106533389172548,,-0.006913064752058302,,-0.02803814495522167,0.13909360602705553,
SPTAN1,0.06940276704603542,0.04351103170042671,0.05383226618663591,0.03135088619634801,0.04219683862477319,0.01988141828496288,-0.04259420990518563,0.11674589426118569,0.1591043278541869,0.06364412433731295,-0.023500116862465045,0.3982994398815359,0.13930701797218567,0.025389004460188,0.001614263306503308,0.04743130227097181,0.04230698401611346,0.03055940118844013,0.09908059086095022,-0.007762544484943532,-0.03285104145890989,0.13836180158656028,0.11282335054285235
PTH2,,,,,,,,,,,,,,,,,,,0.07957136896882411,,,,
LIPC,-0.029893723925359467,0.09613465849213222,-0.026511246227031503,0.012613166092866543,,0.02313255034480562,0.003098478207294725,-0.04436173165035653,-0.013886079322371328,-0.03440307089301452,,-0.038497164395103915,-0.014778342307191489,-0.0310088438708705,-0.08033675203135021,,,0.02106527862313871,,,0.08190056748979117,0.03367264706790414,
COL8A1,0.032393847841492907,-0.001898908294790015,-0.011090123549920877,0.009736426285326987,-0.03165920914675319,-0.01360415523869469,-0.06731785222110298,-0.04656098384444111,-0.020455041185126026,-0.060845709721321306,-0.013740835694149018,-0.14986585488147694,-0.12399541727811055,-0.016719267350914536,-0.041835595159000476,-0.022910720423712273,0.07818372949070301,0.03897848706815738,0.019504826637416404,0.0037162513885404523,0.018491379936373745,-0.0585799263825869,
GSTM2,-0.017068942347894175,-0.022133187316442295,-0.03997763310722961,-0.0037997836115467765,0.00749553552365044,-0.012793366864671722,0.004665962904619326,0.07828723712826866,0.01366898732130305,-0.016756587982209206,0.005017204543086952,0.02786524597722009,-0.01691294060118891,-0.04696265422317219,-0.036407834908403915,-0.018356655313851757,0.031584726493280715,-0.01594590621379869,0.1070614270403326,0.07245419335406139,0.06780016865895262,0.013401106869861248,
IL4,,,,,,,,,,,,,,0.009414393091977379,,,,,,,,,
SPX,0.026347042680659703,0.06664747551694006,-0.017809736396337643,-0.0723469285982968,,-0.03975597237051673,0.09966077826092332,0.08087053659354031,0.06401802857140587,-0.016284856617816573,-0.024487320422533362,0.09882145454759775,0.1896321265987259,,,0.10683132825933095,0.0463980959348547,-0.04190146898493455,-0.053536638614502446,-0.03863563305827245,0.022909690028471003,0.0950240170831353,-0.04490672045850569
MFGE8,0.039236239282670955,0.030647113658482775,0.015520248959468125,-0.03431391532935174,0.039374865175401855,0.02773045907927588,0.04377445645625744,-0.04088027564838378,-0.03916974210934188,-0.04040988372800694,-0.026698395226907434,0.09392486096469374,-0.06552486831901737,0.07139618395235571,-0.020378217410820694,0.0294355674695176,-0.006702026592074443,0.05718205822877851,-0.02470508297352512,0.10485839493648215,0.0025192986748150217,-0.013522786908350092,0.048263520124663464
TGFA,-0.05725485812976126,-0.06647622923408011,-0.021021091122235904,-0.01800719562854887,0.01791058259956261,0.01569440313361281,-0.09266566469742599,-0.06293448594002718,-0.09381745058470962,-0.08588309316044969,-0.04107323385149418,-0.14014593472965745,-0.069331000121396,0.03389960314309962,-0.06203734989455919,0.05059567755824739,0.022238939196017757,-0.007920405953461418,0.04951679381266123,0.05612617131734974,0.04240679731586756,0.01836365867665648,-0.04385069442573683
