,UKF243,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,,,-0.026228372950345774,0.0008908684686243207,,,,-0.045443336267835185,0.051257471781682204,0.039511496414986705,-0.007252463851805506,,-0.04830109490802504,
PDAP1,-0.003757428141805528,0.025847259172514375,-0.07653065879548228,0.0004991201235963945,0.028141734629262557,0.0799122732095616,-0.04137138765927554,-0.0018967453102948797,-0.018728059360952936,-0.0090264114007508,0.03717629032116582,0.03275343636627709,0.031157697355986908,-0.02656345201548948
QDPR,0.06762675313566288,0.01664408037480229,0.03629684222377094,0.020828591732927417,0.007841274020422794,-0.2218651410486731,0.022858371313980566,-0.0005763927969105416,0.03884149292827149,0.06314699095590347,0.00929534658724806,-0.01803193062630748,0.05636699668710444,0.0006301059229933132
POMC,0.03649145872320438,-0.01878122850065058,-0.008340149500052086,-0.01180841546754391,-0.024093122944640482,-0.046393276783743026,0.10022341987753203,-0.01084273448604396,0.023339752422664867,0.07187877370560203,-0.017367858094117193,,0.03604730314248315,0.04688865542369513
CCL18,-0.03483604267141824,,,,,-0.09447323382840168,,0.02787713020233564,0.09591059892460582,,-0.05176537052285607,,,
CCL17,,,,-0.01269251707730901,0.013559645512954256,,0.04848112084021178,-0.03223984756272677,0.06932432305658345,0.006987354909702847,,,0.009472956976515066,
VEGFD,-0.03925003804652991,,-0.02248541667513587,-0.013522803398008126,-0.029644143505047682,0.010911387660090288,0.01069210818054153,,0.025342152180301062,-0.012561965553942806,,,,
TNFSF13,,-0.014323534814578279,,,,,,-0.001640875643132138,-0.013274363750026844,0.08831262594840027,-0.026231125080825052,,-0.027251189228181465,0.034764654415452755
WNT5A,-0.02840621763061636,-0.0003449110605270247,-0.08062721200330476,-0.028421203044967654,0.03762539278949721,0.031763187565439506,-0.07981937267098217,-0.03131593511330903,0.028542486185650594,0.0041265940773170156,-0.022002528150790478,0.0025893800161836526,0.04087575241616838,-0.03102173608347524
CXCL8,-0.0859011417067865,-0.02037429926136441,0.019834492343339755,0.04127177144134332,-0.018789035672657085,-0.08537155789087747,-0.01942945634227414,-0.1311450436639459,-0.0859420078780244,-0.009360212649112127,-0.07826412516215377,0.16788187961678525,0.025688066599976297,-0.021461320090262786
GRN,-0.04911547610038871,-0.014177035711875254,-0.128528814327617,0.001663311088207049,0.03635353836305008,-0.1934896130702567,0.04284219205527951,-0.06982044812964561,0.0014801212866219708,-0.055683540431342965,-0.08496722484894713,-0.04499334817555011,-0.06373779840774899,-0.09515001226329346
MIA,-0.05489474554443727,-0.0258997133990508,-0.03834112431006921,-0.013901679325513656,-0.036308913368948724,,0.07820503458759495,0.07007681879755832,0.07804444122724635,-0.007362104045658855,-0.014931691971724304,,0.07390693535168832,0.02884591500152857
COL4A4,0.021931302783687583,0.013893608885618589,-0.013226364931112731,-0.013251380518326939,-0.025295727592506125,,-0.028107501991317594,0.1255311292266895,0.021955622651234193,0.16061782338525787,-0.03088282189386676,,-0.00477507955536574,0.11832149257673769
TAC1,0.119419318984089,0.025641824657175023,0.07917132880480435,0.008787218282967352,-0.007055377158816402,0.2515580458201898,0.12792689161270043,,,,0.04195108938203741,0.00925895587301694,-0.029930375411683505,-0.02962131811385153
RARRES2,0.00048296967328654346,-0.021270585124315577,-0.11383177490480721,0.025676887416588096,-0.020839484106474366,-0.0956819891224469,-0.07757524221042375,-0.13679367292804992,-0.02889870924568937,0.049143207804376546,-0.019427367966681826,-0.03139366971774932,0.11425253652365462,0.02619308921826017
FGF7,-0.020818989158665365,0.0002617689427449797,-0.03769312622967763,-0.030208216139301653,0.04204614106694148,0.08012362031062478,-0.04628294774319907,0.06229379487750292,-0.0022309778810213074,-0.028384832741171186,0.0803721725833171,-0.0612057357668858,0.09101843351359022,-0.01798883933586698
EFNA2,,,,,,,,,0.03427845920688242,,,,,
HBEGF,-0.05191821073325365,0.04187324084436916,-0.07183295819263032,-0.009737777730002752,0.03647170001103401,-0.15232565497495865,-0.052885008568557726,0.0033570032999328376,0.017712281315796385,0.005675409938568459,-0.03963600928338584,-0.04083977181404134,-0.006009149492406209,-0.03480756402754967
CSF3,-0.039511981966520865,,0.15029437869585335,,,,,-0.0666862702487791,-0.05880856094776962,,-0.033488998626575645,-0.028438954072326123,-0.033128238346539635,-0.0022388818317979125
PI3,-0.04680783470494776,,-0.015756572391647326,,,,,-0.11548447724159905,-0.10626628693709603,-0.04115673285205569,-0.05362284645428244,,-0.03710753886589909,-0.05518882309022733
PCSK1N,0.17288205979905366,0.04966227909135652,0.09420411784646594,-0.020077060860639196,-0.009197122843216925,0.27530896134152155,0.14811590935425772,0.0037082878406417556,-0.008304473797490896,-0.06838697892658821,0.08101529499004506,0.11696830221544932,0.0920092688381479,-0.05112169810080023
NTS,,-0.016636948648412572,-0.017199374637440708,-0.015138161867885384,0.033050216167335736,-0.04766945429088635,,0.06392654746004188,-0.04012274631489237,,0.08787921752961457,,0.033840613012093256,
SFRP1,-0.008130626455750335,0.005455114782468066,-0.030553307896905035,0.014364072101734264,-0.005580511127145067,-0.05751386760190296,-0.023088954144585616,0.028504533332004416,0.036799675575748765,-0.053118168803591055,-0.013846381671542727,-0.02211022145274694,0.044714852741220716,-0.016331891519556597
CXCL13,,,,,,,,-0.04185434071841404,-0.05677313182560698,,-0.03370856237111744,,,0.06299647909420056
MICA,-0.04200522901442593,-0.02400235129656537,-0.06599586694996107,0.003185406242367655,0.0011546948449875634,0.008513232528064673,-0.06635713950613213,0.016392239072845087,0.06211334105860121,0.06302634066331067,-0.008372068293389717,-0.04730867979283036,0.0603829319423467,-0.0016082710809884491
TG,-0.03149735620516286,0.058871466989551494,0.0065796556895571885,-0.012787230626203355,0.000790688999867181,,-0.029653931805364145,0.04303278061662831,0.023287850208766017,,-0.027561960481075697,,-0.014644468559174296,0.023842764047971775
ADA,0.046165878653045306,0.02895111130249366,-0.08680329112966807,-0.006906734915113757,-0.017809627449320964,-0.12697777476678784,-0.034820255865856346,-0.02072512887376823,0.03293856825595308,0.02752273146250788,0.021893894001163563,0.03156670280261982,0.009937671233108469,0.03673744812153223
LAMC3,-0.012903568390189754,-0.0006859715519604937,0.011916298770364122,-0.03780519279704477,-0.010438414788241186,-0.10206449159832325,0.050951423810365264,0.0008998879638985812,0.047548643753830784,-0.027320030463962013,0.024641894936177553,-0.05590106115526058,-0.05468007264712401,-0.03433200850158517
CCL7,,,,,,,,-0.04832010019161551,,,,,-0.009395987508615847,-0.042780921799664556
NGF,-0.022763975998207637,-0.018325217620943836,,,,0.021328062237092424,,-0.006763210896421907,0.10929533379673129,,-0.031160537344785202,,0.06096716514908898,-0.011702420715174239
TNFSF15,-0.02816187933152877,-0.022250831685315834,,,,,,0.01649759526397343,,,-0.020796093211935734,,-0.020167180203754315,-0.04429228042118488
HMGB1,0.10353233741585566,0.02388118952108867,-0.09804123822753709,-0.03753805738301614,-0.0021048168538061285,-0.04640802173975764,-0.04272485844881981,-0.022745243580332895,0.043119348929372296,0.023463399985625032,-0.04415090280594083,-0.025156116481455146,0.012813475733252692,0.04159968165749296
ITGB3BP,-0.031421212119282435,0.032734742335315474,-0.05988472640517297,0.02071349135990062,-0.020520306357332374,0.01696820063879884,-0.06170265452731241,0.0006654052842442304,0.014383629102939702,-0.03444934330154057,0.007063868773787627,0.00898805463694713,0.05443129717502884,0.05367905941709337
AANAT,-0.02602238967289003,,-0.012622280732063163,-0.011499631230953064,-0.022018315204482893,-0.044816327107325596,-0.026480809965096018,-0.020964607980604923,0.0507708063001395,-0.05991734649327863,,,0.059812982034279434,0.0025774709056626214
RELN,0.048978724183089586,-0.04296733297519107,0.08554115652298476,-0.025318475877287163,-0.015281979549185644,0.023582047023180536,-0.02931654228381059,,,-0.01353844401317103,-0.010183934826729605,-0.051560423755861534,,0.07186855680701935
IL15,-0.04003162535590027,-0.015832789540760894,-0.03292405167569803,0.0011871582864601226,-0.00820677906840082,-0.02346353728328754,-0.024559727319499666,0.029364668105797714,0.09862098258517271,-0.03639677912164727,0.07240928012455199,-0.03007851585171447,-0.000918845058978052,-0.04472891623167489
UTS2,,,-0.041636414199916094,,,,,-0.03609849578128919,,,,,,
BSG,-0.02369642339294221,0.036862824033646394,0.10422284295401518,-0.019037278750357715,0.01646542503247216,0.21703470958189172,-0.05546644826292308,-0.05349384297118737,0.004939150141614157,-0.07457115074680334,-0.04764729873982442,-0.04148030969789651,0.06235255674885206,0.028661263391892663
ADAMTS3,0.01172429470004799,-0.02550204372351015,-0.11069528387693786,-0.04101327777976183,-0.02691118318038182,0.010708788975189102,0.022035150338071345,0.08313853284924572,0.06444858615285033,-0.06010416003648332,0.05629346383760653,-0.03458149479916898,0.06384639904215146,0.08472693060613588
CD34,0.010853720188192112,-0.021800013935515727,-0.08969670117555754,0.019145169766360534,0.017110279299063166,-0.0706681202208069,0.049228826876899626,0.0625992221674933,0.03802264534473734,-0.05575770563489804,0.025941828432722577,0.0033228966636538074,-0.04361070647044086,-0.04163252604214441
CCL23,,,-0.014362151817900537,,,,,,,,,,,
PLAT,0.03679679972648613,0.007559727395510694,-0.06470675921706562,-0.02898198981488819,-0.04517671551059599,-0.08728957793640724,-0.0541845470068629,0.08550671140790955,0.10207831493870156,-0.05757006938649431,-0.019075435815445088,0.023781381596485653,-0.02573920203233867,0.021598177176302687
NTF3,,,,,-0.0284451348235844,,,0.06446033786144402,0.04963167796239965,,0.07663509508162594,,,
LTA,,,,0.13849651430045445,,,-0.02455973035116387,,,,,,-0.030382217322326082,
CKLF,0.013114055709832815,-0.04507858075900992,-0.1108326771425703,0.0142985435583202,0.011244953207501211,-0.10324334539097978,-0.10402087109713562,0.10890994663008681,0.09808254650689936,0.010059002344273139,-0.033168784029869655,-0.08905723296807258,0.04898313100853963,0.1618979707831263
CD24,-0.07343251791174504,0.007787389464149294,-0.04024461888541805,0.06787378611297484,0.009851081636720835,0.0771312568241821,-0.016868890475771826,0.09128707849994179,0.055740684703582274,-0.056660158254082355,0.11021431733236295,0.014094437480255254,0.0334638097744469,-0.02379798680741937
HSP90AA1,0.0888473488562466,-0.01665428525830008,0.10599993863113255,0.02123820395674167,-0.018120664313679678,0.29277855380115175,0.17525332542517819,-0.1370810017194301,-0.09487267870176974,0.020016608976998224,-0.040803327300511574,0.040577498045417014,-0.02448899160608041,-0.0914696600657787
BMP4,0.03763929637236788,0.08429735231237916,0.029036207265890065,-0.03176730090856499,0.01872883751734782,-0.002368654251832434,0.011196250439539727,0.011296979417119301,0.0746675201887896,0.04292370403693117,0.05518758725514421,,-0.042499758910080565,0.02048898372815153
SCGB3A1,,-0.02021083587246229,,,-0.027549716173604525,-0.05700279038289783,-0.017137455050191798,0.05407009735526671,0.04217127241202573,,-0.025880830028390683,,0.052306765203557655,0.12617314420691142
IGFBP4,-0.020037826548353982,-0.0331809854152468,-0.06852939804469683,-0.04712164898510303,0.04039711331350347,-0.0917931434569941,-0.012697456217644785,-0.06548322669225685,-0.029766339902344376,-0.06151522107632684,-0.07662967640856069,0.07780760510379674,-0.028455333177699257,-0.11983250565942666
RSPO4,-0.0071028352170769415,,,-0.012881298536028362,0.031701268921625864,,0.006257081636192613,,,,-0.016328476917370768,,-0.001047311212258388,0.07933659654826952
LEFTY2,0.03363095886128473,-0.029088284231377468,-0.07942494366908329,-0.022422255693856454,0.0037792354151985797,0.008387533560126751,-0.03031871284442382,-0.029945869060748448,0.015770146350698667,-0.06700443926302012,-0.0195410627406232,-0.04657223608765671,0.10143265862890122,-0.008944322082414026
PF4,,,,,,,,,-0.015349102635201462,,,,-0.03142702280527396,-0.017730569240460767
ANGPTL2,-0.03787988038304542,0.03188946789193626,-0.04932585800666231,-0.034597299936896295,-0.021769287065430028,-0.09452791694782058,-0.12977220906622544,0.06931290235128706,0.0627688370369698,0.00975979457951778,0.0026988541117549565,-0.01667772927432764,0.04481533528497844,-0.05735967291037053
LRIG2,0.0076367808025990785,-0.016414826419068967,-0.03347521445485302,-0.020921966324868528,0.01734686115548605,-0.007561713547055691,-0.03055428234048388,0.08305136580319082,0.03438861704112486,-0.04233464160430354,0.0030442244355130465,0.03350543494265207,0.03486733916865676,0.06230360213469666
ICOSLG,0.012185945437517338,0.015244188892770311,-0.055396335052640085,-0.01634399206017343,-0.02903536937013667,-0.07683546259017995,-0.06678006452256112,0.049296568298143655,0.08558576824682432,-3.745205350460034e-05,0.0002679872086751839,-0.03790960152871273,0.10221122565480144,-0.029875425027622998
WIF1,0.1742388929498759,0.02997339116840092,0.1223537474957675,0.017683822506579076,0.004565245781031673,0.11892830389575171,0.14841045215888113,,,,-0.02703691110913664,-0.030607496134473722,,-0.058123890873488425
NPPC,-0.05675316787762028,-0.038774417173176305,-0.03398499138785774,-0.01939015813523892,-0.0436926127389117,0.09370818425758005,-0.09763759486354451,0.07027926620926504,-0.02094533500517751,-0.030282868945605005,-7.253666439377331e-05,0.022938309914657187,,0.04027627841722151
LYZ,-0.0736941093324834,-0.02912481177385105,-0.06164580313934604,-0.05013711042370163,0.026304015628723185,-0.21531382193139376,-0.04885108941583779,-0.020911859077605257,0.05054727944554591,0.07429796849176885,-0.02073233568325614,-0.005444688743623683,0.004310285073488248,-0.07403028424605188
EREG,,,,,,-0.04903796991028036,,-0.05531756159773632,-0.022022402967529595,,-0.03622530368874991,,-0.03018756591649697,-0.05659395648336714
SPTAN1,0.10288095660715509,-0.03320198245209745,0.09975944320244402,-0.023028968956569078,0.01540334693058396,0.28657532034990385,0.11574317847232052,-0.00543734676238602,0.07273902599496823,0.006076452378653358,0.09493929349576567,-0.02654804087407798,0.07126288600585198,0.033081578605174036
PTH2,,,,,,,,,,,-0.004780316833545763,,,
LIPC,-0.028429773483978776,0.022231064793530316,-0.0330133984440446,0.04948488082990313,,-0.02983150089745519,-0.03858103968761796,,,-0.0041675048455008575,,,-0.06250225281427108,0.04699630562669363
COL8A1,-0.09313920021745063,-0.009595809160718066,-0.0010160947237910305,-0.03229268378553269,-0.03153389812963061,-0.14206669247560244,-0.10392425586836643,0.04433492505659423,0.04540509533967472,-0.03349508197982342,-0.006302068854406369,-0.04549161148771186,0.0005379448088794153,0.04189762036593965
GSTM2,-0.04266113554657257,-0.013388755483169352,-0.046239032375507055,-0.03062584018899789,0.0415124728829005,-0.0009390926945412549,-0.06264668035087208,0.017975933643541116,-0.027219042770097842,0.016938696398486386,0.011751380924114947,0.19204496960551698,-0.01557434599744355,-0.052678257959578256
SPX,0.10480800661512192,0.015279791272618155,0.05609714936954253,-0.02298845305006704,-0.017879173189917774,0.04771782779579735,0.09447292634840401,-0.020808317730498033,0.028157777106155038,0.05305638893743755,0.05016016513710545,-0.01587292915806457,0.07502939573259015,0.18386450940746132
MFGE8,-0.09531095687139635,-0.08413370094384917,-0.05248386148325042,-0.0496955577569654,0.034489825584066616,0.05772932279688505,-0.03284790943100497,0.0038615506402867937,-0.0007060502378556756,-0.07561047218463524,-0.04552260841971303,0.012118059288758592,-0.017540507170444825,-0.06451954222424527
TGFA,-0.09079672614802105,-0.043615279521821725,-0.08079606873037169,0.03364653516496949,-0.02017207462890124,-0.06850725734841767,-0.03531754931305239,-0.055552448947875095,0.06685470828746579,-7.756278141887462e-05,0.045853155680933684,0.018507085175193946,0.04860174762899771,0.00974326270680227
SLIT2,0.1338804652637592,-0.05027124739041631,-0.030527010499745787,-0.024342508276335675,-0.019542821436984163,0.1333109726498795,0.144857016139719,0.012575421236061514,0.06122000122854367,0.0214742443397949,0.0015389379003553849,-0.015222369029407266,-0.013815766044359091,-0.06526989064318507
PLTP,-0.032729397848502734,0.02257864018705097,-0.11671623765853537,0.027780995752285695,0.02493495461124276,-0.25458704589805475,-0.06524868635610326,-0.021001432304727587,0.031854149344319786,-0.046727569492999915,-0.08415704219906919,0.0028658935296167905,0.013350107136804023,0.10484031653846272
APOD,-0.009126853454320707,-0.012053644051997069,-0.1383585249780175,0.058411073144334955,-0.06710140745302477,-0.19061474566564077,0.09210225372022132,0.14376699727655468,0.03722074588389241,0.09221286690367873,-0.01648917714088421,0.12410825289008702,-0.06466920756062097,-0.07397135479215822
B2M,0.028938167939089005,-0.006541494680017237,-0.1312455168393476,0.011253972951454416,-0.024302708511936156,-0.30253096469305846,-0.12059271334745587,0.019448577533053207,0.05225814120823286,-0.06867448628103724,-0.10488089070481119,0.0013086723301100123,-0.10146115187253377,-0.13059073758162795
OMG,0.10541699794488144,-0.002844431474534525,-0.04075219134782852,-0.037083269306044005,0.048702956076091035,0.004418689314018726,0.06927872950172403,0.1040985818545166,0.09187613853332173,0.09150697853478987,0.044767483781470066,-0.019507096325247754,0.08420408825378647,0.046280780425163565
CXCL3,-0.021006171911953607,,0.007114754923884022,0.026714343150882176,0.004137376346890205,-0.03414884589843618,-0.01768745328572821,-0.09986948495588568,-0.04143906314916181,0.004639733512485093,-0.029983473471781277,0.007623127790759991,-0.037529040388956,-0.034042682678103384
CXCL10,0.014585949160439263,-0.02164162963744936,-0.10295659817557358,0.03487181067913432,-0.014856776425599169,-0.046508822450674975,-0.02810750376701961,-0.04989670231718897,-0.02929877120213912,-0.047818801281812505,-0.002840069144952763,,-0.014762424927663574,0.022884531452392668
RSPO3,,0.024078957467177288,-0.02072645425060684,-0.004664841654146727,0.0077840115251914385,0.15865633770226795,0.018379513458434193,0.09455584189220947,0.01404324138322937,,0.02990674351487096,0.07839839236596526,-0.035229122026614317,0.06265042652720733
CORT,0.02743842435246659,-0.014569856630141657,0.020947361630237724,-0.002823031821564959,-0.027777849241131275,0.00483720059703078,0.06515855620183487,0.09185825343829343,-0.01816285090016808,,0.024116426284330913,0.08546911363649613,,
NCAN,0.04997517059401916,0.03012490648454341,-0.09288744717671155,-0.07952753462039085,-0.06304635256700525,0.22326709377735973,-0.16793926368035328,0.1711531544809658,0.08068307211692567,-0.06409599536357403,0.052752904892674514,-0.009630922018677279,0.03250191674472959,0.12090145895265482
PRG4,-0.027789286250017413,,0.025574339310247544,-0.016461788160946404,,,-0.02160973822855845,0.005950036321222349,0.011543924157639818,,-0.0012562048021988084,,-0.011245470980547612,0.005189933997841753
ZG16B,,,-0.01938502766870724,-0.008800365674099704,,,,,,,,,0.0039118552905373395,0.01579060687644633
TGM2,-0.09895931231051813,0.0626388691203579,-0.03741845423197795,-0.03268728783319358,-0.05630067951203719,-0.00214377685265476,0.04221878772088488,-0.0838884772430312,0.016246870239827307,-0.01615839508169871,-0.0300559684909223,0.14362076231014315,-0.024966974825313477,2.885674113172835e-05
VEGFC,-0.03053119754273721,0.017611493943734298,-0.023672198029344046,0.040593719873726966,0.015315586112408415,0.024744799345826282,-0.02205359922345624,-0.002136271951291603,-0.06328997148180943,-0.01619113634792805,0.028672429396173427,,-0.03573038049621455,-0.031175687077757766
WNT6,0.02262188178050487,-0.01623956364019958,0.04901196456876724,-0.01958489991951931,,,0.03325808445733002,-0.025118946164995753,0.04923806268037707,,0.009140628574706936,,0.05300167438699675,0.009756565775236932
NRG4,0.03269104359319529,-0.019880227966721547,-0.022363768293784614,-0.016906927366020296,-0.06300964083427528,0.11639457055731015,0.0014705330380163813,,,-0.04468963875253287,-0.03840690956904473,,-0.022432918249546668,-0.022304473541214214
PMCH,,,,-0.012881297914366577,,,,-0.004088837708938045,0.013860457920301416,,0.045898645894302814,,-0.04086206909371339,-0.032101449498090115
COL9A1,0.008758089115423076,0.02006383987350253,-0.046022206890742275,0.04021207026592679,0.002328482003442307,0.141274541160093,0.007787856397413986,0.1288861696785808,0.09401270557197605,0.011490471372091242,0.006485642614518154,,0.10302658196439031,0.08818512683470836
GDF11,-0.038632740401748314,0.031665786071144474,-0.0629083846611795,0.0012683279023362574,0.016719457375120136,-0.0021471108796006356,-0.012272615500783044,0.05355542263756768,0.04811398848260451,0.04570663281237465,0.01431062455501825,-0.04920553369642027,0.08304782784739537,0.020743848207755072
RAET1E,,,,,,,,,,,,,0.018289628689809514,
IL24,,,,,,,,-0.03661825643681706,-0.029704184269674597,,,,,-0.028195877132167296
SORBS1,0.03416712469194867,0.06892414396228072,0.0427816184005279,0.029496996058545086,0.016005264679292624,-0.04725736921010342,0.059112429971961825,-0.033963035477251304,-0.026721088247486775,0.007380575397757379,-0.07068834060810007,0.07640099550678513,0.0767617146255738,0.058379888855861796
DLL1,0.04781567578345645,-0.03016661554763592,-0.013879668485147014,-0.015585173369763092,0.0009030384026720164,-0.06121847446152333,-0.03654641718971659,0.09951145300977486,0.0917388596880926,0.01755548353715529,0.0890178786373349,-0.027037296167464583,0.07236685226143307,0.017884499166369087
TLN1,-0.049408560861560306,-0.044905304373804085,-0.09268623352006426,0.03500413344265215,-0.03787988039562463,-0.18925155888077588,-0.09093540027229388,-0.09139729645805053,-0.01244353810854809,0.016697371156817464,-0.07348431648133327,-0.05650818141010013,-0.061986992188355905,-0.08376551938946786
COL2A1,0.03034946925216098,0.06546545651767535,-0.016572456863371936,,,,0.019610042176347552,-0.04547026210986693,-0.06641282006560513,,-0.020782011479424586,,0.018887205200619348,-0.01955597265373042
SHH,,0.13558701732596154,-0.013027964753423656,-0.014810498763369774,-0.006151954432345267,,0.061813769047007396,0.0015740735240799522,0.03123336965290495,0.024728409842979606,0.021079456353241245,,0.02167600268422412,0.0494248130369087
PON2,0.05630655790214086,-0.044369869618923245,-0.12916414379838845,-0.024414061454964466,-0.011131897097012818,-0.0651780093574185,-0.13830324441606143,0.09637727750359337,0.013381772532989427,-0.026952599264913422,-0.05330166270265366,-0.011934431663615819,0.08862191767477487,0.2414128742452655
ICAM5,0.12509154888573001,0.005500182416404293,0.17061794210283768,-0.02859473294435791,-0.016745941604080026,0.15851482322848143,-0.0019456698577912067,0.0039500336158349286,-0.011718818885834564,,0.032891699723033914,0.0734754489426272,0.07677280332176414,0.020554873228423542
HPX,-0.022463279389756088,0.0289654630159307,-0.02413294987557765,-0.017270172207498904,-0.028240048801965945,,-0.03531946703062721,0.0013473863096977177,0.005855458552015293,-0.021261072459813273,-0.02195265886200957,,0.01214242936429789,0.029755570515832986
SFRP2,0.06922959930004907,0.0017694280495932667,-0.013226361036428812,-0.014393559191376045,-0.05996524376259638,-0.08913508421376012,-0.013207604236509265,-0.004271139667014647,0.06317225204718395,-0.04143909429948829,-0.062335830001539444,0.11974320504423348,0.04998317663844744,-0.04723772849961482
CFC1,,0.02650185768191293,,-0.011075343993750167,,0.15235246452908807,,,,,,,,0.04911009178336763
CD70,,,,-0.02065939438334661,,,,-0.05606071906377546,0.039574258977977395,,-0.02158695366463758,,0.02716081575805602,-0.05666923583575425
HP,0.1252009478069301,,-0.05628946513277322,0.01844932766818351,-0.025432943945533897,-0.07211850749971283,-0.05347473468505788,-0.07273941467490704,0.02442152118809656,-0.00039345585760677256,-0.058151014853379396,,-0.026439942973846522,-0.12041332297070027
CXCL2,-0.042847111164834334,-0.025098950319435938,-0.04635797213395025,0.0010439551409376958,0.03433136365270739,-0.1215438880356735,0.008680910379630872,-0.08258929368273216,-0.021207687023245134,-0.00032501888935625384,-0.020446244857386903,-0.03702089123932238,0.02620555148625778,-0.007279960583459498
NPPB,,,,-0.009698021620636349,,,0.009046064620987011,-0.04744005652398476,-0.012120652996173065,,-0.021373152416681557,,-0.02432368967182651,
CCK,0.16737591786624786,-0.03603574179365712,0.1415908271707738,0.011081049757496063,-0.03055405223847844,0.329359107849381,0.19648801510122102,0.09643271724018317,0.012533652506737826,-0.08345901634532381,0.0995788920677569,0.04154657632567066,-0.04635927133254631,-0.01992409548499152
SEMA6A,-0.05165121459381066,0.00717601445014536,-0.12510768171315204,0.032318002529247304,0.03115290863121068,-0.0646131051582063,-0.12847993664954607,0.1005143328802851,0.07509749965879857,0.07179507447399629,0.046026180671582054,0.07103969500628993,0.08525439158722219,0.12603356503225818
IRAK4,0.006783968150989568,-0.0342864273615926,-0.07868828627873553,0.03166876173075503,0.016452524248280042,-0.005308529509411984,-0.017418984897761475,0.046660012229036804,0.01704211387234712,-0.0003598053853930409,-0.07957083809185495,-0.04430903351206892,0.1051454199717178,0.02713555810260214
GSTP1,-0.012065641735761962,0.01540317012284165,-0.12498526572548077,-0.024628794461060505,0.009406896302618267,-0.23082622422761842,-0.08410652437059074,0.02811881459817224,0.1067628461732509,0.030019040812681974,0.043827694989925954,-0.0185866247551825,0.06808526842163914,0.07106436762959413
VCAM1,-0.08650360656928993,-0.0492995711989028,-0.0816199142413436,0.03600342040118318,0.004894023087474783,-0.10812863595542538,-0.019931224574971627,-0.006482423818828426,-0.06004071401378762,0.028965408034551585,-0.028593528479966795,0.0676222337175205,0.07231823102920314,0.011700602564331163
NXPH3,-0.06276528541501308,0.023578586957990585,-0.04654230376102603,0.026748336040240378,-0.008125959485122684,0.06728902413450129,-0.010174207671459295,0.11914940775592953,0.08155117485955136,-0.01410854811257234,0.02383448775761416,-0.016434257678682573,0.09939894384849998,0.06255883557663462
MTMR4,-0.007322331035624064,-0.05666489837365403,0.022107733843953422,0.05673621548617153,0.031158027661793933,0.06502413404490073,0.043432226934025805,0.05234281759460605,-0.015574947857224007,-0.01440814716080655,0.019359005070981435,0.035473790066512405,0.04220125041018284,-0.038500806618012764
LAMC2,-0.026351915866861135,-0.005239941361760658,,-0.01220872726850067,,,,-0.014925027964739936,0.018329389990963812,-0.043207972592024524,-0.02146422512670757,,0.027728164051649462,0.029867122046234443
