,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
CXCL8,0.020600652432745118,0.0348341549897298,-0.04544607585705962,0.060835193496701266,0.004569634039341628,-0.0012483948623103213,-0.003601872640948678,0.005545216027759476,-0.0893492339909699,-0.06362749680857631,0.006333266844772809
GRN,-0.021704356228881026,0.0024642107344828934,0.007277333477382137,0.11482602604425625,0.045641569313369525,-0.022537340439280667,0.11161925837488072,0.006792505109849418,0.052138155532149164,-0.17660118007874737,-0.03993662627306712
MIA,0.005015967473233732,-0.005249304635692008,0.01721980140461708,0.0016066822519073167,-0.009091855208138369,-0.022944145547618186,-0.020839808962237895,0.04871167971087425,-0.01643742073849378,0.171478281241091,-0.018568217515199357
COL4A4,0.016015800855816536,-0.011664139511572594,0.018822174948998537,0.066291020746605,0.01499492076439793,-0.013941101521908686,-0.05453839374225322,-0.03215820539792504,-0.03197703885040192,-0.0008684799926026043,0.1132499616198033
TAC1,0.065934989860187,0.012987383090813188,-0.04622607628437629,-0.09021717248812038,0.030558766418120248,-0.016191270610566497,,,,0.01696000525849341,-0.09570907012324473
RARRES2,0.054638599830160506,-0.014909981633826945,0.05725811939633034,0.15078812970959996,0.08584518330934483,-0.024244080015961567,-0.031002244102043164,0.13443168337368017,-0.06556245301507431,0.07391682413846967,-0.008476145174330164
FGF7,,0.00784913073379032,-0.013502744037755952,0.025197496341462667,0.016620999390074033,0.047954986806392395,-0.06494157911012267,0.02930753564933254,-0.01603251451053318,0.13200828208322907,0.043320840957960904
HBEGF,-0.02229654912506103,0.012301381647653669,0.033780488961221836,0.07684864935527795,-0.03118567732814606,0.016327603534942083,0.02662638758391133,0.0540291963079814,-0.0432667290052814,-0.1811844100427616,0.10901701108073593
CSF3,,0.12174831281634209,-0.04710443648436542,-0.02323467413404186,,,,,-0.06470418252856787,-0.03471557579855204,-0.037136847904755556
PI3,-0.02609591903915668,0.010923451425126886,-0.009342429308516687,0.09405581805500247,,,,,-0.031943549569694654,-0.05620850157018997,-0.1385511912912018
PCSK1N,0.019144522836381947,-0.009685110183276767,-0.06191575489136149,-0.01813000965728114,-0.018181707112545863,0.00500551700382747,0.02050070664073924,0.04716165034918747,0.029606967603626872,0.16809153802148344,-0.05829121471865517
NTS,,,0.14735834452820187,-0.028558209441399623,0.027952020840399727,0.0187299451522259,,,-0.028232822695379675,0.0786048948912588,
SFRP1,0.022329147530122797,-0.0008003510192631433,0.11942151290249717,-3.7356550317609095e-05,0.024634817836312023,-0.014457595447706173,-0.0449313674217382,0.05766753968877525,0.013496515742091257,-0.05021441819344957,-0.07683239885964713
CXCL13,,,-0.015984171936624603,,,,,,-0.027183685396865477,,0.16793473512523402
MICA,0.030427488322844684,-0.011423415166878283,-0.0050669752232124846,0.11753147713336787,-0.01074960779049612,0.051219437558074773,0.07776694574908578,0.011907964793505896,0.022080727798988193,-0.028060495306290942,0.08572137832429573
TG,-0.021816696893954445,-0.005567974349089285,0.03993563698401785,0.04015133619375472,0.06571610714389207,0.015333430071287941,-0.03883467020749556,-0.04141466515798158,-0.016080598662911907,-0.028432117392457375,-0.0173122691500253
ADA,0.007188119656351737,-0.00942511313009556,0.041186666007153414,0.12057214243871915,-0.047654485520875464,0.04630087637028061,0.014726733641750644,0.010036546804258363,0.017221923660347426,-0.03815830228184483,0.024234263507403004
LAMC3,0.010490022573835734,0.0026295860404287968,0.009704831705078873,0.17066761411621914,-0.0016938390609379415,0.00016706052839548645,0.06285686725714487,-0.0019268827017503542,-0.007460660008513447,-0.05155941115198049,0.0999155614273283
CCL7,-0.01577808346211866,-0.030834072686007945,0.10004930948041939,,,,,,-0.018138183305822186,0.007975477222712983,-0.0390569478188761
NGF,0.011551272802237052,0.015102144885928896,-0.02262031928789698,,,,-0.03513327062966546,0.09477529564248241,-0.020948149646860748,-0.06020352781409672,0.014891921214553787
TNFSF15,,-0.025996020424204576,-0.015690529959371858,,,,-0.07837505331003577,-0.01856817118446435,-0.017682691980854676,-0.029163450689564687,0.07706840604320161
HMGB1,-0.06333961407778471,0.0008245747327335364,0.0322483368216503,0.08387448652767487,-0.024719242058184723,0.03813024336457221,-0.15681178294422304,-0.04072351361072916,0.022220323762382737,0.10317912338279583,-0.034143491795836686
ITGB3BP,0.003265262657892387,0.0023638529660415185,0.006901137563065113,0.0729776499086703,0.00581651248104078,0.03082757489650727,0.0961434362329464,0.039788695846276305,0.04015397656670514,0.11616913491678725,-0.026215550162224262
AANAT,0.007096726008601233,0.009897299082222873,-0.014138105877391146,-0.02095830484381153,0.026398509542210773,-0.0005901150132137849,,0.11238046416528609,-0.015912304718378692,0.12103904184636065,-0.03760379993355578
RELN,-0.01514675335927861,0.002651669054645677,0.019799580484034438,-0.06149824229043904,-0.012001502673849189,0.009646903419878524,-0.09472331226648156,,,,-0.015695176672832645
IL15,0.019459640382148893,-0.012859654200467948,-0.0024112189763023303,0.18380055623248248,0.03434673086787458,0.03145886921622272,0.050108886134690146,0.28310581040346317,-0.029151994197989826,0.05053448144399501,0.06078384503295031
UTS2,,,,0.018430574645026516,,,,,-0.013550492050906096,,
BSG,0.038805504774051744,-0.0051063645326331055,-0.0669218326002992,0.003767130674455583,-0.11328856942009581,0.04157581267037148,-0.043580307809744846,0.08292264119568662,-0.0694265026907419,0.008347174805233969,0.06654559483110735
ADAMTS3,-3.095988665922511e-05,0.0033291972243262914,-0.03532332434533166,0.10873376488808564,-0.013710704081595785,0.05332335120227559,,-0.008355407118654774,0.031209650464395198,0.07177873691920911,0.028941195502742663
CD34,0.006814810781500174,-0.013842800679351347,0.025947219917694046,0.11238117978212621,0.03903630744052799,0.031954562215012326,0.008216393801278414,0.08854532643556355,0.02504174662584254,-0.07504384458305678,0.06878073063713168
CCL23,,,,0.07164340523465158,,,,,,,
PLAT,0.0180499309399526,0.03211873268832331,-0.054366113692041466,0.12554510595912935,-0.06610791394447649,0.03455442376874521,-0.0040966504538990514,0.00013949890966654093,0.013948318019423383,-0.06929785801430624,0.06635344872580401
NTF3,,,,,,0.007370832835489242,,,0.0007857516510570529,,
LTA,,-0.03218476280600796,,,0.05362408205086717,,,,,-0.005694744732139694,
CKLF,-0.05447773344038361,0.017084630071088517,-0.0010002978849016852,0.14507053017367671,0.02785949055504595,0.03334389607889893,-0.09214009792681994,0.06222887858759232,0.05109898226249665,0.09773543446010491,0.12107739415427106
CD24,-0.01380048692745317,-0.06228862065874936,0.011554770501903766,0.012483166762052493,0.15203034006113195,0.09873026199363474,0.09454212948702508,0.1075321684027665,0.021586683584295104,-0.0029501171288756956,-0.067941121558434
HSP90AA1,-0.05536223339852705,-0.0016529737809068462,-0.06235523028173575,-0.1557392890462607,0.06893301402078379,-0.005145429757768847,0.03979271560215803,-0.10166660275704709,-0.0656074406197609,-0.0139862424848681,-0.15127091751095373
BMP4,0.02023570357765037,0.004848062879234908,-0.0007702819535117399,-0.010246583604078126,0.03484688508926928,0.018870428679147306,-0.027266218824999498,-0.017464753782771552,0.012079667723734316,0.021038631969032995,0.08276973479014789
SCGB3A1,-0.0157780818843314,,-0.016836738756424167,,,0.009427697208449824,0.07986524809516245,,0.0526606557960219,-0.05104462130954483,0.07014871477279484
IGFBP4,-0.0367464102738503,0.0077978450181597605,0.01232888830554831,0.15535516979155592,-0.005649834171698965,-0.031003675197913343,0.057401116831923574,-0.026158306997127498,-0.009821647509549116,-0.14573396891988735,0.07571030773947428
RSPO4,,0.03639161271380866,0.01778840042106925,,-0.01729918906861845,0.02016334791468636,0.04548696149147394,,,0.02753210726328175,0.07286075081220088
LEFTY2,0.03165118004815614,-0.02038043243204971,0.030902036922125915,0.132826151471059,0.0005893786172753707,-0.022402996116390492,,-0.03385448372832913,-0.015397263639586654,-0.0016913114584378084,-0.06768890341385445
PF4,0.004463459247972998,-0.026902120951088113,,,,,,,,0.019111736799965376,0.01650563729330843
ANGPTL2,-0.00538465908407637,-0.008270463685054978,0.02748300684862641,0.08571933920219721,-0.00673019554720112,0.025347279749257857,-0.026993857914379797,-0.008860885735990351,0.011744371235266473,-0.0822222466190535,0.04029479953031372
LRIG2,0.03166345469215887,-0.01446661073840881,-0.005041750686465189,0.0847477239199069,0.005871154970208255,-0.04114463190420934,0.01646464222270294,-0.014900283583598213,0.01823193353497783,0.07066418939863729,0.04678723689667665
ICOSLG,0.02638715565104287,0.006546155703412924,-0.0014040152316603014,0.06383648586927847,0.014333654336398653,-0.0140012527060701,0.05215897631183387,0.034998276875125356,-0.03665973209488052,0.009755388372199018,0.05517597328161246
WIF1,0.032624632541399974,,-0.030801372512142405,-0.08906673465662197,0.045918806677082605,-0.024409137474307462,,,,,0.049512515450607496
NPPC,0.0788774456429589,-0.012613646518816664,-0.03389820838910807,-0.029114413189702572,-0.012729939652009114,0.011913897907944757,0.0863204920633378,0.015979893721010018,-0.02707703675088416,,-0.006813364999740633
LYZ,-0.035996956175939974,-0.02833324193758004,-0.012272505111200665,0.07833601919122259,0.004411133670008035,-0.02054887842321739,0.08816985937936025,0.03475967757654454,0.05390676936217366,-0.04060622058841459,0.00476992417174689
EREG,,,-0.00034265843291849063,,,,,,-0.03681725974160379,-0.007949349859694425,-0.04276414165946987
SPTAN1,-0.02329738613155955,0.019604085784997293,0.008275768700756917,-0.040515559806112204,0.02133656310720908,-0.02501700436752987,0.02541123672036913,0.0423210789115005,0.03234584022468171,0.21025603985101748,-0.027391966481820015
LIPC,-0.020037788136139448,-0.01474068458728393,-0.01881369713327295,0.10205213130854503,-0.02444340530104889,,-0.04638031922177252,-0.017757533151581507,,-0.01832202463607425,0.06528040331689142
COL8A1,-0.006570749165948483,0.022887311954678826,0.019660108956583502,0.022908059918004032,-0.010092425605890422,-0.032754977853745045,0.09486035772781196,0.05184732047849122,-0.04553275214568788,-0.17385384394266865,0.06643102863570763
GSTM2,-0.01441842513846874,0.01271325686611415,0.039713738096307946,0.0001299821626466427,0.015905907498701202,0.02434529380001322,0.1457896115411106,0.07220876515685355,0.09635040655203134,0.03563391153910522,-0.010962701490819694
SPX,-0.0324079565642413,0.048870472157206565,-0.01658642414099711,-0.041522020227016024,0.07508486641839568,0.006194727579013893,,-0.013462616660838025,0.006125946460496042,0.35563629081453185,0.03414572748302173
MFGE8,-0.008048347201587302,-0.002775985140165009,0.04387898198704974,0.05000031727051434,-0.03281069319993185,0.030129802023524967,0.0824869177882668,-0.009326596826947975,0.008523460865151067,-0.08189846865859465,0.04642991268536967
TGFA,0.004236018023042161,0.007578441928450739,0.007118163869317899,0.07025264074767676,-0.0815791671556966,0.002887372693461364,-0.042401379726006126,-0.001609647477425558,-0.006160676774550598,0.09069486155275064,0.006065490797536625
SLIT2,0.03019825078418064,0.021296532100734074,0.016572885732737762,-0.013193732320746068,0.0015406019251140053,0.022170503676399517,-0.01860560505931238,-0.03587406181752255,0.014095520689376228,-0.11628315750723825,0.014378031218888945
PLTP,0.0025728844142639757,-0.004109205466651912,0.08250997583404952,0.17831526227025335,0.025128674286115243,0.0955877718648778,0.11917278353055125,0.026320710407813662,0.03797462371278115,0.08586752774072275,0.03708949572480276
APOD,-0.05298555032420221,-0.0053647107858903606,-0.025933580831503728,0.030702606657125313,0.05976878770250255,-0.003324731440530718,0.02893646145389521,-0.0824067187300571,0.0337047252303551,-0.02687140421255992,0.04059516655173078
B2M,0.05593000407478506,0.009564945898022056,0.06250672995181855,0.20403829672329893,0.09795567303417257,0.06932187291359937,0.050018735030235434,-0.032581713549582184,0.00783324846338301,-0.2316903430677709,-0.052834401629001
OMG,0.01302145206308103,0.054989569548737946,-0.06296374482504753,-0.06886610525879837,0.1140608483429143,-0.06507933945275882,0.042164147785988836,-0.047847146642169144,0.10174706933836682,0.2960434445967857,-0.014009845551451572
CXCL3,-0.031487237437454296,0.03789424200086776,-0.022888342166916494,-0.00026714615607534,-0.09003191168177078,-0.000723153260202493,,,-0.0729414373316741,-0.017292714948122827,0.020399403798566404
CXCL10,0.0400004355126654,0.004919865934949108,-0.019884766452726972,0.16541398828775522,0.050118205117273634,0.07022780346951184,-0.012960285369443568,0.042017747230324774,0.028789792807587238,0.022937928621864563,0.005663861965880654
RSPO3,-0.021432519475924443,-0.0029089442802050893,-0.018813685533705764,-0.034414647854574244,-0.017413664905564355,-0.010731021339702058,,,0.005050582739859761,0.022711530307098278,-0.09141288053437796
CORT,-0.0017964656483729778,0.006119734340515672,-0.022833247983272582,-0.006119361878001445,0.011916749944543321,0.03748633033724968,,,0.02082963452431177,,
NCAN,-0.023518263183793894,0.025866382551579463,-0.018887699921372923,0.03378349523191676,0.007211980322292371,0.007531745367349664,-0.04803309224501913,-0.00604186359147347,0.04278512817634028,0.24389362321815894,-0.038856660449719214
PRG4,0.0195807701748828,-0.010795449636955152,0.0402757401151433,0.049744970171807935,0.02907537398041921,,,,0.02382848722662291,-0.004494990310239481,0.06682767193492596
ZG16B,0.009532096978517514,0.005968104249567632,,-0.00876723377555254,-0.023559150615578322,,,-0.029450193753504227,,-0.0013787596958014774,0.04807123807258412
TGM2,0.026896357961466767,0.003221720666331033,0.050591096645916864,0.06527958978407827,0.004923603521058131,0.028576387669523775,0.050877108965290053,0.027966633956759898,-0.02338050473402785,-0.08624086054898066,0.060138481063169984
VEGFC,-0.030127864990630346,0.009177545490869353,-0.02073561136949339,0.01986338162207745,-0.010077397717429095,-0.009405766292715381,0.1413383133005246,-0.03817330000264546,0.01419504545930665,-0.019466311499340586,-0.01582487761060569
WNT6,0.0015161196107215066,0.04924522410130636,-0.01856109525869947,0.0357394362092477,-0.03179065646312052,,,0.07692430535300364,-0.02707704040406206,-0.01678405000236343,-0.016693251379427766
NRG4,0.009303161280294226,-0.03752648283839257,0.0006199288447486149,-0.02643059122540106,-0.00018439201304549862,-0.01997802750357661,-0.03589022556859421,,,0.023506696021021806,-0.004014012379620725
PMCH,-0.016749106602099453,0.004850984702123258,,,0.005858530917378491,,,,-0.018436214779457755,-0.031146002753534734,0.0567493973283347
COL9A1,0.006830720214211739,-0.031336676131673985,0.021328815794095155,-0.01335953759640281,0.021174082781645797,0.016683753892440922,0.059104578119286114,-0.009394719586179802,0.0021585619948708747,0.17855723165502552,0.11996816032829065
GDF11,0.034782396378302056,-0.00835961250702799,-0.007149166118904608,0.08297955311799118,-0.016891377794130257,0.00653318852964503,0.05822788522178326,0.07551636305701344,0.0017987063228404232,0.09650504903170168,0.053006869475632386
RAET1E,,,,,,,,,,-0.020627235780118124,
IL24,,,,,,,,,-0.013745597483381057,,0.03982300672936716
SORBS1,0.03761484137806739,-0.008109435760335588,0.05331509592879227,0.016372121207384203,0.053693099290519755,-0.02356582366561425,-0.0006577613992960668,-0.043807691859080296,-0.002856685365390724,0.145579824262798,0.018284291397371866
DLL1,0.03443793731998642,0.008517793227711234,-0.0063279690155471,0.030028804988375672,0.01635465619736525,-0.021747942903811275,0.006548376315725574,-0.04542661774322858,0.07656323861307775,0.10407230935662343,-0.0008990220672932472
TLN1,0.02479717199006819,0.025133718220442358,0.060075111503802264,0.15736113546644984,-0.013885778302566926,0.014376682914601185,0.06136462870327501,0.04307262651616891,0.014879248958428872,-0.11015047848920122,0.003610190951703282
COL2A1,0.07427749156414815,,-0.012031227952464753,0.029726554834787856,,,,,0.031003232454789302,-0.053726891881237464,-0.04436319562298361
SHH,,-0.023041539880642697,0.019511237567222218,-0.021631911268071975,0.012716055384045662,0.030775454748836542,,,-0.04234256893576613,0.07517503391613445,0.07582544570978864
PON2,-0.013464587758197425,0.07000028066314268,0.00782958243320589,0.09320444839972207,0.009100029318095441,0.09565201279007766,-0.026701261257658683,-0.009858191896852117,0.035319129143657695,0.204202258821043,0.16207292576057142
ICAM5,0.008685046293488697,-0.032041718809458976,-0.0072881348240167445,-0.03936423542352679,-0.024057165401837454,0.02836613681716758,,,-0.014898765450834149,0.02981449301953815,-0.023606110643867986
HPX,0.00396441313392243,0.0831271930007828,0.04009801608686508,0.05194870332131901,-0.016933089694781762,-0.009655926184242188,-0.01419548234889261,-0.01762583176346588,-0.03481148689011518,0.04883958652595831,0.05142900969842413
SFRP2,-0.004972272922666545,0.03278587366801887,,-0.0048219102185550035,0.011751216831596228,-0.008972380650119143,,-0.030212802484463452,-0.017291244788388036,0.07917190665188244,0.03640449440460783
CFC1,,,,,0.04866089672285075,,,,,,-0.04357024030961825
CD70,0.046825081177033614,0.07313024833924855,,,-0.01988871844745486,,0.004694344461470542,,-0.026904360337482336,-0.012800784199156007,-0.03860743228467197
HP,0.04238466457855075,0.0014972938402143254,0.1270207350468506,0.10052682933233573,0.060302709538416266,-0.010706547276420645,-0.04309808246557599,0.06306389925317128,0.016437252635949744,-0.04016728799255256,0.02371559863462525
CXCL2,-0.025781773569949273,0.07073230414719171,-0.015343955560586514,0.01198649319681275,-0.016371476796065775,-0.052806991894742604,0.021097813397426127,,-0.026066657371813715,-0.050370403073636966,0.03423767775229154
NPPB,-0.0037276668271808812,0.022871671326957825,,,-0.02077020268458803,,,,0.0007355521178163003,-0.037448314202858116,
CCK,0.05986302844124205,-0.022629167185772153,0.016045140928829794,-0.117206929032297,0.07410509836768252,-0.055013908737015046,,-0.036654406195785305,0.0026540369480288154,-0.04858057289601573,-0.15519417287075685
SEMA6A,0.007731298657955468,0.01934705846569507,0.09018730979234973,0.10152407129758698,0.018214842926816785,-0.02969473312761172,-0.02593192255549635,-0.01690019100961903,0.03445690094491147,0.14283491800372947,0.10501661856290838
IRAK4,0.07073883528784108,-0.034639659541097975,0.06362138396941357,0.12247105342154238,0.04657820466463642,0.002759382142449917,0.023406057384889923,0.09232111070738785,-0.017953091431517246,0.07978159851662808,0.01573901524213299
GSTP1,0.029856831724951485,-0.01816274042273385,0.01235049779470784,0.0863949833258584,0.046794330443619664,0.07877644162796503,-0.05679468351475833,-0.06258362392400432,-0.01932004588875705,0.1983733561255077,0.14490743420091498
VCAM1,0.010131379985660953,0.03765780493738662,-0.00905948459494102,0.14964279569047365,0.05469012423697574,0.0452093986993221,-0.0010821314655895893,0.001253940590810722,-0.013557947787157297,0.11442812203417245,0.021628519534972877
NXPH3,0.005707071777032527,-0.03176664288533057,-0.010281781266060322,0.009866003492140264,0.02316607159448059,-0.015215994420974587,0.22301582914253873,0.11178613496119205,0.028962815745647533,0.24090792265828692,0.015400920603463333
MTMR4,0.023857135249524312,-0.031105658950435187,-0.05205673414604706,0.0276303645812061,0.04947532833210286,-0.039466685596447074,-0.0576012098549494,0.006205358446723393,0.031771646829210645,0.03891819448627942,0.05147581755293856
LAMC2,-0.01597674496481904,-0.00017634498818417684,,,-0.012514864987999428,,-0.054538366277574205,,0.03442380373610099,0.03477863176562501,-0.03574974473043252
IL10,0.050547288358356916,-0.011310327940469595,0.14018027183050824,0.05402471168644062,0.01474027409558071,,-0.01567033682166563,0.050817418212348045,-0.0321651422835264,-0.04104014047911942,0.03683734249030969
SEMA4D,0.04833785631614332,-0.03559486321315505,0.01220680157564501,-0.055025629732605275,0.014731563919840854,0.040671284367579254,-0.01655246470708422,0.04170527650020111,0.023793210230902313,0.06600768567823298,-0.01797150155646773
TRH,-0.0017633014508176253,0.03537442329126531,-0.011839640469903039,-0.022428649179060643,0.029192823052424186,,,,0.04136370677771037,-0.04194462324635302,0.018883205874824466
SEMA6D,0.07162870152984611,-0.0700168505393253,-0.03780941783130544,0.022336644960059316,-0.004468236886651551,0.07290770038644616,-0.0006695309534532315,0.01819306111653157,-0.02187334750136678,0.16050192810516925,0.09888807900465164
CEL,,,-0.02335837735143887,,,,0.019826411079462467,-0.040713363937291566,-3.4404688527282645e-05,0.0009921881084847966,0.022281239992472546
PDCD1LG2,0.020698947301222546,-0.04769916492666246,0.0850607490165145,0.07489268621416524,0.05700621511767311,0.020464769883216417,-0.014047863877533264,-0.02925274028420837,-0.0012334803695801635,0.032366971398143124,0.046574215944484146
SPINT1,-0.005759601806975022,0.05119916177266581,0.017249407057781052,0.07529851368941078,0.01943305587627376,-0.043845050987967565,0.13461843670770687,0.12586155244312483,-0.022850005324574905,-0.004633303075483997,-0.014345411682129846
CTHRC1,-0.051866944262238715,0.03346949871644857,0.032951952151277906,0.17703322104859526,0.008810229859184157,0.016230728852053816,0.07245519147257987,0.05514494078633413,0.035276082621691886,-0.0538660651289632,0.04872020373932655
PODXL,-0.023734016098424533,-0.009724948798246766,0.08960968696116887,0.19702639550531992,-0.016546821881815738,0.024033574256963362,0.11086075076070516,0.018919722014444227,0.04626482520057988,-0.037175077320001165,0.09525588602563065
JAM3,-0.0012166265895383064,0.018729930496324338,0.022578670930182104,0.11310292641847224,-0.021198889057182205,0.033049944784504896,-0.010359368719893836,-0.012292030855100597,0.005248389162337733,-0.08035888160749405,0.012147003229358027
TGFB2,-0.012626524387870652,-0.06368539113742636,0.043605830200899115,0.18840133381561425,0.039261003026260455,0.016213650892287847,-0.0667157250731381,0.09992117817889187,0.030669165892729378,0.03749122930716724,0.08183887063585438
COL18A1,0.005174517552914955,0.04177838256068412,0.06809031819804703,0.12416130572298882,-0.02232100240033908,0.023793714604243284,0.13326129756071503,0.06889217867251822,-0.008645447125540195,-0.17960986785215866,0.02044352519298241
NODAL,-0.022265488761793937,-0.0032138900538840436,-0.028515712842215823,0.11381945732207055,,,-0.019984465936134822,-0.05787420847273361,-0.02054829690372463,0.004033349410437244,-0.03852390923266008
INHBB,-0.0063864419271847045,0.012487836163254521,0.05787165624784359,0.07969738666625542,0.05806334016344588,0.03770516331296738,-0.0034627766840244884,0.10255341400615119,0.03739761125887221,0.2194320511293616,0.017960293018406147
LCN1,-0.01597674855965171,,,-0.024147993338931965,,,,,0.037606761970963305,-0.03169018240759845,0.12018937680626081
ARF4,0.03302346844002797,-0.07103203452626533,-0.021343339113371905,0.07095546952963912,-0.05154291156599751,0.002101221541251269,-0.00417011081599434,0.060760744848411284,0.018548821777470872,-0.08952909451328585,-0.03511147061338777
CXCL14,-0.04175439373824569,-0.040944796283711955,0.04765704971786564,0.039576857471916076,-0.030649208004417706,0.013032795503495103,0.13295449116756602,0.0006551358554791911,-0.002605815862439482,-0.004652825168333546,0.029378329956203413
LIF,-0.05198826491177406,0.020150459658577556,-0.023956347720958827,-0.010000621529800408,-0.011712706900547388,0.05624397616147709,0.05137486383916283,-0.0005465091714794156,-0.04578268116974087,-0.1102413910718716,0.11175120334264743
IL17B,,,,-0.011432730157101764,,,0.018966330010776463,,-0.019019722544459633,0.004780672419735345,0.13322073845783267
MMP1,-0.022026586157757547,,-0.01183963788711962,,,,,,-0.03004968089535364,-0.1431390308030298,0.0021072853300832385
MATN1,-0.02097700477148068,,,-0.025317529315015245,0.05444117370778879,,0.01753635898792222,,-0.02750170872589122,-0.05101362490162741,-0.034268713597730364
ADAM28,0.02074385718182266,-0.03643458207140981,-0.049738502047281245,0.09510957419156191,0.06300826032359369,0.011685733549220825,0.07384645242747336,-0.01841103000403412,0.021077357269939395,-0.0053671787471549865,0.01598739237077459
TCN2,-0.032422205757381486,0.03944221085408523,0.0998221239232232,0.13096379821380874,0.007815406562754148,-0.03467845886805305,0.04400129909053316,0.06555699196787022,0.00010077376283421757,-0.009811168321181537,0.05321148875828866
THPO,-0.027333905776975406,0.05844568120429337,,0.05732105516380935,0.0893724699250839,0.003846009085967523,-0.05453839374225322,-0.03037723775902441,,0.09863266209721613,-0.011803994049548744
CUBN,0.0189678715803663,0.014653720703474643,0.019659574885023897,0.01647595124569174,0.04742684409217658,-0.01248445213917967,-0.05098890618265,0.0332584718745041,-0.045791188301372965,0.0757285546751158,0.08335914659784692
TIMP3,-0.030424145390925677,-0.0023149470255031,-0.018481348537644462,0.06360211879972096,-0.017002789752601565,-0.03275225371788903,0.03497936631046816,0.0543454804483349,9.541404770699549e-05,-0.07912573836667218,0.0839983488527092
PIGF,0.022590304195469806,0.027913479408454962,0.0461223331224126,0.09827031467006696,0.08453639019388912,-0.03962431993037885,-0.05153638130819075,0.022679827904618977,0.04735458321592553,0.1627641346775785,0.030223260007068542
CRH,-0.0005284878937795501,-0.03614097474607766,-0.012031230160001629,-0.03713326370798999,-0.02521316226085263,-0.026113252374263794,,,-0.03715887746075702,0.05073990841550541,-0.0255137199079635
BDNF,-0.01193973941285201,0.017272687594209458,-0.026229983809793554,-0.08671171930598849,-0.07802010024395235,-0.00630467591211072,,,0.06300235794489548,-0.05555888768925761,0.12032219601239587
CCL5,-0.0001226123524861205,0.013061709575305334,-0.03283306579751078,0.03187994263405659,0.019476112523390557,0.01617811747430715,-0.07072698636613647,0.013153309854666343,0.015458252896524624,0.015967430286227404,-0.06295513672518606
