,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.020525144216192736,,,,,,-0.0222450707116493,,,0.009270142724873693,
BMP1,-0.03092225701034133,0.09052512791458697,-0.0010111123295394235,-0.07836462053556084,0.04286780661579312,0.0624604198724364,-0.07348473598605361,0.035245264116572285,0.14573159564684512,0.11378042197039798,-0.021025955615691993,-0.027630990822048434,0.01816425593676522,0.06142902833215282,0.042016653187332484,0.3093766863536326,0.144494188896383
NDP,-0.04805992584327691,-0.02125076084901013,-0.04428879627114776,0.052427181670794035,0.00021879750663578634,-0.07932725691166205,-0.055653754118257195,-0.027794398204386894,0.0367324785864659,0.10012097404875074,0.08891845535916568,0.08960584474421461,0.005124323300640259,-0.06965955724144972,-0.034417212923177794,-0.05036532379492405,-0.11422902076640498
TNFSF18,-0.018985855463337253,-0.0024757116921568516,0.009642651214220066,,,,-0.03836220635396606,0.029581276350618513,,,,,-0.00023140164089132707,,-0.03862777450606529,0.032221657909350436,0.11331285505060207
RTN4,0.021213447934410684,-0.02195946727339638,-0.03464578986925522,0.00431780458741742,-0.05539431221780869,0.00820238991977848,0.1443967649247405,-0.0925186386362603,-0.10963838705386694,-0.05325152057434495,-0.17663861072115877,-0.24141429587497634,-0.06850992575237362,-0.09657236044698973,-0.09376935110389677,-0.010930710641723582,-0.09724376056729929
HEBP1,-0.0029974914546282865,0.05755233826107417,0.03618203230850794,0.11053412682855067,0.021188482400183166,-0.004365119220570921,-0.06604092927023766,0.05862166917156394,-0.02840117702478614,0.004355142127243884,0.03293890396778598,0.05728600912421853,-0.012683181914005087,0.05480614985300717,0.04831471397450701,-0.01357530659860219,0.052497880873070536
WNT7B,-0.03040818323942304,0.005606595069129425,-0.02835191856346489,0.02291288968253333,-0.005159080699753236,-0.04992188808225648,0.14623249003383923,-0.013914342214762556,,-0.0024025290480557356,0.1387992566294103,0.010085815316418839,-0.014279349755765534,-0.044403641775370546,-0.03862773445196484,0.00020275907712395615,-0.019085828741914838
PTMA,-0.04710423901137791,0.0027781233827244315,0.03226036304405778,-0.20040373809011974,-0.0252695395616206,0.08982442158987229,-0.04176034939761131,-0.0412344074233995,0.13502008636756316,0.18571423637173204,-0.09875200951241926,-0.06813868393602443,0.01257364382966159,-0.020368906428936198,0.0002265017918688605,0.19122927709836185,0.24532989014831708
FASLG,,,,,,,,,,,,,,,,0.029644028127390688,
CEACAM1,,-0.035928221771322565,-0.033704381455830844,,-0.017676949640584635,0.0069557007263506285,-0.0516102923889452,0.03817302181181465,,,-0.07223801304568216,-0.01189077419916964,-0.017314927243773766,-0.02947134283957818,,0.0303052255169699,
PDAP1,-0.0005507088951064625,-0.03466163843363733,0.022836793610661342,0.00886869503809457,0.010432786471298448,0.04245234564175572,-0.10265268590990215,-0.013536296528459934,0.01873434117737751,0.12957107675784083,-0.10699375937901644,-0.036751342418142784,-0.056312119325858036,-0.010602706397462469,0.0465633155844296,-0.11616771227979368,-0.009965083196618322
QDPR,0.015320916676750894,-0.14332655416504758,-0.02260909472495773,0.06867988864909336,-0.004927905108228361,-0.12792307995690216,-0.06878936694858524,-0.05313943674956406,-0.060846409273361116,0.03964941785426851,0.06248117325004221,0.13623952791843255,0.015250937686087143,-0.03361934859539373,-0.1490461878715242,-0.006772285470384344,-0.16445675331163995
POMC,0.07543256089854981,0.08286181176616846,-0.04176089390709376,,0.013696773652106222,0.0048898175119827594,0.12360340983836957,-0.03823933638398289,0.0791925967654493,0.0955000224891733,0.0001878671499216473,0.02963820171283268,0.041365552910207284,-0.03938713049605756,,0.04221913759875413,0.037024523717034775
CCL18,0.01852823555625674,-0.03232233008458379,,,,,,,0.012111622554901214,0.16296619579247965,0.09286138803083162,0.13801044721816363,,0.09842881196429587,,,
CCL17,,,,,-0.005543898071424131,,,0.009935777157098261,,,-0.05124937383779824,-0.06241190568307281,-0.02932884074637507,,,0.07068608224871391,
VEGFD,0.05153719523234545,-0.007054982807275666,-0.033382667993427415,,-0.013971244956004748,-0.0023752346623319093,-0.03350110239808574,0.034564487018254694,0.03170317787244902,0.06047258617718206,,0.10481068726969342,0.10169895889636758,,,,
TNFSF13,,0.012621907549276582,,,-0.0011621606149348025,,,,,,0.06476268471023393,0.01553197950015159,0.015994572264522403,0.012011592693259899,,0.050621238777167,-0.0017577009965588143
WNT5A,0.013672549831585857,0.06532051683200114,-0.01998061011921964,-0.08261935359157173,0.06493598834146637,-0.1919519570706716,-0.08139992948616233,0.01527239222932739,0.0848112830655979,0.12365499139405199,-0.02712375595618166,-0.03320646390305994,-0.019510277220961224,0.01740345235527569,0.013365434014050614,0.20273848587501037,0.20963491844485133
CXCL8,0.040268813774782586,0.0271838949262438,-0.02956732915967213,0.1463256411773239,0.008170583974497431,0.360993142984125,-0.03605140984881089,0.053327891607277064,0.09457850228327795,-0.018817258378401366,-0.20056185275670593,-0.14187499289344055,-0.015475815568309825,0.15688334455258968,0.08467701929070293,0.07780427687683007,0.24094104628349017
GRN,0.04073081247951012,0.15945844968070463,-0.00620177941752029,-0.10130596217252237,0.06544402187800027,0.04486026058439848,-0.0985122614828707,-0.024347735454830984,0.15558494116919463,0.0102644826454574,-0.0011349822625816952,-0.07289266373237542,0.0656513197571508,0.09779814358563824,0.02785982378198943,0.32356139215313023,0.1309689269916295
MIA,0.003645099092178567,-0.037065152512673796,0.03591118839569719,0.06726272642611554,-0.01741214325214157,0.1325726907631383,-0.04340891063971665,0.016655462877250532,,-0.011427563324450924,0.44027815659540703,0.36580169207955876,0.0968763230191997,0.0806482635653321,,-0.12148844120705443,0.052885590903080766
COL4A4,0.009851359705632766,-0.024991909119119315,-0.0014577666888351433,0.05049244174896007,-0.03604473452652693,-0.1434364118889909,-0.00027284627128039017,0.017489001727114876,,,0.14184999257981115,0.00926423663510187,0.00020880646669241615,-0.04603981916686735,,0.07836908083450593,0.1041317143393829
TAC1,-0.03616901008510425,-0.06789745482228343,-0.012119310455579726,-0.1452394555729245,0.004893858979471157,-0.12144334258743969,0.14921738633546192,-0.09022194315255506,-0.10738651317347817,,,,,-0.05084646226787411,-0.05786077257875506,-0.005378853205459758,-0.06060419198378083
RARRES2,-0.051212934766999174,-0.04297822391253729,0.013969292917693688,0.19373682069992157,-0.04150884707648807,0.16154564955900486,-0.1340138945890578,0.014476112633502281,0.08014746645333516,-0.05913612563141801,-0.08926754923707131,-0.024792949547966993,0.058917941694805076,0.07061537621835091,0.036286535258061525,0.0011318255342758084,0.055729221862989224
FGF7,-0.02231919575574843,,0.028615517094565265,0.03228497844256074,0.01824385842372449,0.036153656255545515,-0.02887410158495917,-0.02746847340670925,0.04910091797978946,0.0904754352458655,0.055833907755047936,0.08662081028622569,-0.05199867487940771,0.030084281863532396,0.10272576327068073,0.026102789223866146,0.016344818107338486
EFNA2,,,,,,,,,,,,-0.022213643198588606,,,,,
HBEGF,0.03318142626326294,0.13915483205634033,-0.0037383058723697627,0.0846454622888878,-0.02057378050414547,0.26149792271097644,0.004873150248218935,0.1259176124854879,0.10688086791465935,0.10868407010630825,-0.004675686261795996,0.07052750507705212,0.05234884151092529,0.1877397512092109,0.06262403417070778,0.22868937029333022,0.2453646857468897
CSF3,-0.02887922786624215,,,0.07494363175889741,-0.04453819311575229,0.2917448447893636,0.05000817078257179,,,-0.02241110442482174,-0.16000130356917816,-0.07655814183762598,,0.14595046613501197,-0.03471755267814609,-0.0242976756841463,0.09308421054756323
PI3,0.06728281681073985,0.1437619827677037,,0.08805529585590974,0.027079482397462232,0.28016060719039954,0.035480444269501844,,,,-0.29319648207717547,-0.2427661841449816,0.05888572317650984,0.08026300568158118,,-0.052886319522270374,0.0454953610661209
PCSK1N,-0.059751423522999766,-0.06259381936649505,-0.003533003919280969,-0.048533645225157025,-0.008757561110264251,-0.22036343015908216,0.10977549528173607,0.06660295565049815,-0.1541173587044648,0.08335429152882826,-0.08520673827959681,-0.12324903044976172,-0.02171412475139813,-0.012883175970782423,0.04735298011090693,-0.13579066393086248,-0.12039421631143495
NTS,,,,,,0.16726552515368198,-0.045845617025379856,0.012332496638844425,0.044465693449126355,,-0.08454268196196273,-0.03136770441395673,,0.03532289265646651,,-0.02013998636765491,
