,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06476258125531661,,,,,,,,,,0.03300488608813488,,,-0.023728297936187644,,
BMP1,-0.038612728189164225,-0.014340000939474901,-0.012750630394248674,-0.056652521740990676,0.031934865757494046,0.0013015041809924547,-0.09227068989959519,-0.05457167223789719,-0.3658052058088216,-0.11624626718778065,-0.005070263570471214,-0.1296636117539274,-0.3044600561312462,0.09340426980443622,0.002318299964750055,0.0893718205794655,-0.138146522487808,-0.17742934172830477,-0.011766135186586637,-0.028058208637563992,0.01662179234159956,0.09568334445234412,0.019147406431556397,-0.0035856711230723708
NDP,0.03362981100779574,-0.09799573786798575,0.09315645651026898,0.04523078838245769,0.07163529940494798,-0.0021984734091182964,0.2319553481375058,0.014600495659729432,-0.03599484896639951,0.09841288557540114,0.014757660621341486,-0.1190197164190101,-0.007697940576810101,-0.01147993373747303,-0.04982637027350301,-0.04751875491585852,0.0027178838695711407,0.1299668167421811,-0.025614889037040216,-0.04468663935770894,0.0009057032070402757,0.019167299737481276,0.12083668333219198,-0.08361560700559538
TNFSF18,-0.012509412171149625,-0.037690789478048776,0.002517118706617319,0.009853630259143983,,,,-0.008029972609918052,-0.055427405679321765,-0.05443489864431905,,,,,-0.03648953030726306,,,,-0.03501198080602587,,0.1371526429653509,0.1080382849174639,-0.08538513697289715,
IL36G,,,,,,,,,,,,,-0.021795208216715576,,,,,,,,,,,
RTN4,-0.005319256889977792,0.3023731623529281,0.10279246600462634,0.07576690181004969,-0.05773902066531236,0.08203969791492094,0.2673060491844489,0.17100465086874583,0.4634762629531063,0.14452115327494158,0.07397737076783038,0.5025752169076961,0.4811793452633956,-0.05969286532849878,0.005984272898923027,0.060668568575800226,0.0733972376164918,0.10694052608992002,-0.006999670793896312,0.28010945694270917,0.007280933920341632,-0.028481740288106818,0.3341706104520201,0.007284849613757693
HEBP1,-0.020553354029175283,-0.07165937237499923,0.014490888921677042,0.01394830182289722,0.0579553644822857,0.014134373766274315,-0.049740301218085016,-0.06627237287114933,-0.1911380522367842,0.04071736710659627,-0.023864167771543227,-0.19734619868725556,-0.049559959287171676,0.0018647729645953296,-0.03229564227635775,0.10559565031579193,0.05273303539461831,0.10965799216056246,0.01302714579768765,0.026755788670651568,-0.023547832177853497,0.043558922825763895,0.02132161993829058,-0.06453625460697504
WNT7B,-0.02577525355903109,0.3840705776413051,0.023697694896345982,-0.0067121148231819435,-0.021484709950433296,0.03447848083310371,0.07445745416430113,0.10154044829052787,0.18311486767756113,-0.005092756928586203,0.020705803963231226,,0.15034653329823636,-0.025489335830211613,,-0.039253956146470016,-0.013231192072102944,0.023413205775434015,-0.027767274166689553,0.018203975514821454,0.06290417613082529,0.06212082097885665,0.0683312773164049,0.03542988956565837
PTMA,0.014298723891752798,-0.0046230396798719485,0.02387702215196438,-0.02599097314273304,0.09387931023374449,-0.010172988802836826,-0.22204022249477537,-0.22070246008533034,0.07914876975546628,0.11144908769682574,-0.09797786948513919,-0.6168738316538648,-0.4735348703378989,0.002779090142410488,-0.09336342356640065,0.0678375740920782,-0.08326889449341085,-0.006629937920110723,-0.056095807754770736,0.02375962958605732,-0.0832765845614285,0.04022552514350606,-0.12833854747194687,-0.2457230666956076
FASLG,0.011376031786087712,,,,,,,,,,,,,,,,,,,,,-7.35659693771163e-05,,
CEACAM1,0.09543014728178432,,0.001695102628346814,0.019312479358241347,,0.04152999534727182,-0.004299246386093596,,-0.12030650254546374,0.04252291998999688,,,,-0.0401036606783507,0.01227477641831445,-0.014034010248477108,0.1346088938733007,0.037114666427065075,0.049335296299522394,0.03210211768290124,,-0.02863341387210893,,
PDAP1,0.04737547512508237,-0.09731493740116891,0.04259178036471226,0.045709986636432436,0.10213693375231532,0.030118058333503433,-0.09916673545832493,-0.11227384808103898,-0.29151791788106785,0.015969635205835497,-0.04230744623138942,-0.019058348014852674,-0.2726694127280444,0.18643196674472548,-0.01592903844647775,0.019101307371163327,-0.08095475860202918,-0.09312660814623973,-0.010541271721058275,0.07420524262467695,-0.08245200752308525,-0.03800632652109478,0.016596965715808893,-0.010330374720030278
QDPR,0.011255040333056804,0.1788943237027063,0.031024480970860066,0.04050800849335358,0.0158482648659609,0.0486723210819824,0.22779341426191424,0.17161007103612472,0.22377704734409662,0.08131986928011242,0.08468079134196221,-0.4724458555434933,0.10722403129080414,0.024688048350791195,-0.022668723808677953,-0.008690987368578703,0.15895349465849343,0.1609038074853052,0.01470558561331542,-0.002457923522201018,-0.04899252295953502,0.027362729012209052,0.2227594024108575,-0.10450312868034138
POMC,-0.015792459616038784,0.1381303565099723,0.0006097459692221735,0.01243941024752997,,0.040266288693127435,0.13072204282514718,0.056954028196138304,0.039153271901296686,-0.04025526516449498,-0.024225843511963156,-0.05286128394329002,0.1603940593630302,-0.07546112221449212,-0.031428573220766275,0.04258351117463391,0.060749497230902214,0.06399709895998687,-0.025547639859466342,-0.035525967034051746,,-0.05578469557149743,0.008632233553186765,-0.0184606529362876
CCL18,,0.06237909361708575,-0.034313879067450585,,,,,,,,,-0.1738226968460634,,0.013630969253110147,,0.06230974560302233,-0.029928746990703036,-0.07570154439218713,,-0.08595524091400535,,,,
