,UKF296,ZH1019T1,ZH8811Abulk
TLN1,-0.06362887318088012,-0.017677889077248512,-0.02026506535875678
COL2A1,,,-0.037131362012003934
SHH,-0.011246856122339813,,-0.04988254526942449
PON2,0.00528121852876426,0.004587182823327939,-0.000507216394457965
ICAM5,0.116909650524812,,-0.03645546064382026
HPX,-0.009795390280646223,-0.054124442611175126,0.008974791771308424
SFRP2,-0.007426136293608702,,-0.05426720116165127
CD70,,-0.022929426673834928,-0.044241206372184996
HP,0.06962109408937196,-0.031048288857788847,-0.04735096013992446
CXCL2,-0.013613193681241463,0.09651616546042006,-0.046636747646265624
NPPB,,,-0.002052807390298266
CCK,0.026542573367501716,,-0.030679353773716198
SEMA6A,0.012952068557768924,-0.09714276504109887,0.045751614385864066
IRAK4,-0.012023383072582175,0.004230154737705844,-0.05824510666951184
GSTP1,0.04743098056659363,0.015283181626095488,0.013665720780611249
VCAM1,-0.031188743788862217,-0.061853292112313676,0.02442762566295222
NXPH3,0.02145222807874977,0.1047687807745743,-0.04113822859158722
MTMR4,-0.009573182893815455,0.06458565330951088,-0.04869585708926388
LAMC2,,-0.041605210449017674,-0.020881466136697856
IL10,,0.02192761809644452,0.026709441934338447
SEMA4D,0.03215251130055773,0.072444024231369,-0.010949897505609067
TRH,,,0.008902654340193574
SEMA6D,0.004492215221893298,0.03463143183009156,-0.05202136122729621
CEL,,-0.07364144594688074,-0.025721134597111596
PDCD1LG2,-0.02181010260031953,-0.08062464634337621,-0.04610235070829405
SPINT1,0.0714847219899507,0.18057950366241654,-0.019234868801735482
CTHRC1,0.07000388948417421,-0.020464310590581618,0.025940680938577446
PODXL,-0.011054329427592208,0.01702942165837068,-0.019799497057134716
JAM3,0.01590543675248142,0.012055736825049967,-0.03742491551601416
TGFB2,-0.03417879068211877,0.0009485742902241021,0.05843089929711599
COL18A1,0.030536754439991202,-0.036650795125448964,-0.007628227354441474
NODAL,,-0.06875724175853055,0.009494915928435278
INHBB,0.026483640403872667,0.00712704888326745,-0.05671653359140263
LCN1,,,-0.01051111957230793
ARF4,0.0006775374407693203,0.07876078488075286,0.044837218334134975
CXCL14,-0.0005437901142539344,0.0017518409087037305,-0.04322651836443138
LIF,-0.011612658801959875,-0.018734702073554817,-0.033405704479699996
IL17B,,-0.0397278157554353,-0.02350202229005176
MMP1,,,-0.03713136553704698
MATN1,,-0.043410908978715204,-0.03398292325135334
ADAM28,-0.015873696278221022,0.08291698329859248,0.007642007994457311
TCN2,-0.053489086191321866,-0.123803731006481,-0.009059689581108416
THPO,-0.012084074252692218,0.1484062455196157,
CUBN,0.025167000402824283,0.010173664190576262,-0.03837460468916485
TIMP3,0.02314289255656103,-0.00433593315049708,0.03194626235864523
PIGF,-0.025926752870830662,0.012299425227533384,-0.03387228649054302
CRH,-0.021863615432563422,,0.030338546946847532
BDNF,0.009267268609496128,,-0.03222170137378579
CCL5,0.0210413860261932,-0.02326520842354282,-0.01326118701595124
GAD1,0.032746062476042684,-0.024975597951274235,-0.03467257219355354
COL14A1,-0.015828446176668093,0.04355112825119684,0.005892619702809515
HLA-A,0.014298866899526377,0.023536985009591452,-0.073875318415445
FGF18,,,0.0036689881325297764
ADM,-0.005916538316401296,0.08910000736268284,-0.08233252676310919
CCL15,0.03845810642719938,,
GNAI2,-0.01606410509455694,0.012560809538374863,0.03348421068078339
HDC,-0.014710806121812109,-0.04954363296054654,
COL11A1,-0.026529304775932693,,-0.019126441592473148
NUCB2,-0.019640523615208353,0.03411256601007524,0.03931045487533838
CXCL1,-0.010996579712649756,-0.048274273467932526,0.005766888309651532
VCAN,-0.027488692461316792,-0.08624080416903414,0.014204771461386512
MMP7,-0.021243009744669514,,-0.05460761299552057
PTPN6,0.06364786312611573,-0.07912370912353539,0.028688096632281935
PTGS2,-0.023452351517045257,0.034700155771182906,-0.057092439572591525
CD58,-0.011475781414629621,-0.004519457003348494,0.06406822460282882
TNFSF14,-0.010740764766899136,,-0.022226554461476835
CNTN4,0.09819324725757567,,-0.006098402016021902
INSL3,,,-0.02471870062359557
BTLA,-0.013716323968771028,,
MFNG,-0.029733534123391702,-0.0015839478014553169,0.018248851349290926
ICAM1,0.041040674127366665,0.04517920716126639,-0.02523392472254473
PROS1,0.06712313885495294,0.018172747581002596,-0.025005271103300787
CLCF1,-0.029334589890595866,-0.04520857849787413,0.05192238222592347
PSAP,-0.03663680598894059,0.054176018433008066,-0.011872280693646544
EFEMP1,-0.032093701946725686,0.03596421075189935,0.047025248441554535
C1QTNF1,0.07702114133680038,0.017339288613289545,-0.003486026965475532
ALB,-0.012199240247062726,-0.02046563521600134,0.01052715839432595
CCL13,,,-0.016499460252902904
EFNA3,0.04455714498609161,-0.056554862942111685,-0.07434268638491186
DRAXIN,-0.009795391279262771,0.04209927504738343,-0.032759577094238955
RAET1L,0.012335614523787125,,
NPTX2,0.029228243169726907,,-0.05197519300667636
FGF11,-0.02220220235042053,-0.04759603126846323,-0.08867995140262651
CD59,-0.028753173162810588,0.014361288819809118,-0.020591574028669686
COL9A2,-0.0211430696228027,0.07999431088480442,0.04171362051032716
DLL3,-0.04663921831812835,0.04437113440262551,0.027450273860855377
LIN7C,-0.017931690151921323,0.004073476444186118,-0.0010266836033272163
GDF7,-0.010740764349513,,
PSPN,-0.020070875389137308,0.06778742792287339,0.04523583197307394
ANGPT1,0.004214586046095065,-0.05846181889961124,-0.04481672971494262
PNOC,0.028291402834150707,,
L1CAM,-0.02780315461507009,-0.026347877665161234,-0.04226434814333977
APOA1,-0.017382895876194276,-0.04421080155406256,-0.061431880910182673
PSEN1,-0.014810109739625377,-0.01994143896577885,-0.0050390913967200066
CALM2,0.041810210083149765,-0.06574397813362316,-0.0008681088805647317
CLEC2B,0.05866127666468111,-0.0605008105274147,0.005978840388813829
NTNG1,-0.006275972705850334,-0.03843128641290699,-0.02372709072903133
LRIG1,-0.008505669191576037,0.04228024317310668,0.12735280481395744
CPAMD8,-0.019880266693758156,-0.030886642232322545,
GHRL,0.04880451424855676,0.04360181614766543,
NPY,-0.034165583890464625,,-0.07884171299820876
MMP2,0.05207368133593944,-0.0164889810932875,-0.06074984004792778
PPY,,,-0.02663278218693201
ALKAL2,0.05084901244429302,,-0.04465517727564454
CSF1,0.01990274190006677,-0.03614780625186331,-0.01819174843474935
SEMA4C,-0.006540770826421927,0.04308946216335858,-0.009116604642468808
ICAM2,-0.0002581998782459684,-0.043336871869717936,0.03010487891793333
SYTL3,-0.0220672779002973,-0.02800290498456523,-0.059802172805258846
IL1A,0.033607546567478865,0.08563331147999499,-0.019742558469374418
HLA-G,,0.002408837423043757,-0.02476096000836918
PGF,-0.017711787896445744,-0.014219046928174231,0.012115095723667178
LGALS8,-0.04369570929041231,0.13121654587210163,-0.026516312546793187
DKK3,0.044164995490617344,-0.03291922784899723,0.023746474020145604
COL16A1,0.03796775670742616,-0.041536089206768524,-0.0009370934318501436
TPH1,,-0.04160515058707362,0.083810021514649
TNC,0.01863581507323698,-0.03586827135400432,-0.02759416019306194
TNFSF9,-0.016361261632429548,-0.01945090492012554,0.12597549867767782
C4A,,,-0.018369110481091706
CNTN2,-0.0035699932504328815,-0.022372136000696284,0.05265461579372755
F7,,,-0.023144018642413108
LUM,-0.009061439198068963,-0.12854645603344883,-0.004499478885558607
BTC,0.0034391415119120563,-0.04134546564763846,0.16268179077050535
APOC1,-0.03456632202089748,0.04972715008682145,0.05069321957923096
PKM,-0.019818917511389332,0.08782855678869649,-0.10468364998922026
TNF,-0.014320645566912942,0.15179687404850964,0.03586720677829071
GNAS,-0.020441104997273942,-0.008493471184959949,-0.08457294260859087
BMP8B,-0.009508761458710982,-0.04899637484016725,-0.02527458721243797
LIPH,,,-0.016499466321003017
CCL28,-0.011246856959372073,,
PTPN11,-0.0018463511904611865,-0.09972247085856462,0.029175353306962807
ADAM12,-0.01086938808543021,-0.05162641998503145,0.02575213406387509
EPO,,0.009322142084867565,-0.017918841800002566
EDN3,0.011756883169527057,,-0.030583478832020283
CCL22,,,0.0218022496122623
CCL2,0.020130140824529325,-0.009053422976058491,0.015111761003570028
DSCAM,-0.002897149463509094,-0.039997913000699,0.0009171295333101975
ANG,-0.012206744171706125,0.05506770741042951,-0.06801442776068109
FBLN2,-0.0033754856687992327,,0.004161443441586285
VTN,-0.014997317193562855,-0.06291014459876347,-0.020482462423624493
VEGFA,-0.02878545251657523,0.05229416106246952,-0.05641714919890776
F10,0.015501338243328402,0.2042206500525326,
SERPINA1,0.03128945333436413,-0.03273974957689643,-0.023656526832885043
VWF,0.0178471808917666,-0.024917723469670774,0.04936037804887907
GDNF,,-0.05701197386947131,0.0068231148300848775
VASP,-0.01118618626831309,0.06905666740946993,0.015014623355004784
ADAM15,-0.024018303988950523,-0.027885401903332347,-0.018217730693298
WNT2,-0.0127604027134761,,0.05404870113438107
CALCB,,,0.13437024973655184
OLFM2,-0.051951661892348164,0.02654058787791334,0.08237573665687524
MFAP2,0.03861612176960661,-0.01789033904162051,-0.03145641461918984
HLA-C,0.010474451818653108,-0.10522973547075017,-0.07345164592848377
THBS1,-0.014554506248156853,0.016341772162473837,-0.004957305805226214
HSPA4,0.031256441507510405,-0.004842195177056982,-0.07262055588107834
LMAN1,0.027642298916329102,-0.08887235298568756,-0.04056789660121479
LYPD3,-0.014902371748532692,0.06703455757765121,-0.037374517950455724
APOE,-0.016813886429918632,0.05902041053340056,0.002684383710251432
SOSTDC1,-0.022998155256827947,,-0.037009355308175895
ANXA1,0.011137669336600318,0.0409133295877046,0.04198371117280216
WNT2B,-0.02117312686039412,0.02018790035753358,-0.006876353321450346
AMH,-0.012650040394760347,0.014769216401049338,-0.03326211182629983
GDF10,0.02013461068020931,-0.037768150323641794,-0.012368090031277803
EFNB3,-0.01194918769895041,0.01918265545560067,-0.00959859151664468
LTB,0.059828872241094164,-0.07863994191878831,0.017338812728552234
ANGPT2,-0.0179831646727766,-0.0017203249712817296,0.0022867477980353487
ADAM17,0.03369067828968705,-0.007437055696410305,-0.05140709745551591
LRPAP1,0.02410445343736486,-0.012808709724881604,0.01856515544789877
NID1,0.06211771565729979,-0.006327509858740593,0.005401723931214133
MST1,0.023884446200544196,0.07857611019836738,0.0026475559379131163
DCN,0.03175400138749097,-0.04459508926815271,-0.0009274385580721412
COL7A1,0.0020132422057629815,-0.0028446526643838557,-0.04241395359992178
CALR,0.0038381273645996263,-0.03659644548357806,-0.05889385958096777
PIGA,0.0163532788130128,-0.00044736797041560963,-0.021529774925317095
CD200,-0.035156411405393335,-0.052422208534490665,-0.027151271991828905
GRP,0.02071621705888725,,
CDH1,,0.11004245176659476,0.001324772300825692
LPL,0.0051795951657452885,-0.01637344593380807,0.028939127694485606
SEMA5A,0.018464756050796494,0.06476550097828654,0.00431861364712457
SEMA7A,-0.030673621390553744,0.0015213700781410134,-0.10603492275300698
SEMA4G,-0.006448191416157201,0.0016844920524687944,-0.008142328664333794
SEMA3B,-0.057512395060799554,0.10046197908849565,0.019133280796230386
RPH3A,0.04114577020930497,,-0.005634953301461318
JAG2,0.01602869300454397,-0.004830395302560076,0.0012002290705196543
CGN,-0.01185057852689451,-0.010793518306390762,-0.03625790772151706
GDF15,,0.024827408261594977,-0.05973050236982553
SEMA4F,0.04785132753186805,0.10334493963090391,0.03509967018202368
NXPH1,-0.009350939677346008,-0.07653858568611831,-0.03973208568720477
ARF1,-0.002069368575268995,-0.07583906852396818,0.006719721492031285
EBI3,-0.027894871823657536,0.045704354726223764,0.032545790701208985
TIMP1,0.032690840250141136,-0.024362929967810018,-0.04363347278227782
SEMA3C,0.029603729781247985,-0.012826042131580055,-0.017522661241898604
GAS6,0.03715686304967126,0.028368775356981037,0.012037239782200162
MEPE,0.04454383668830545,,0.08460098960027997
SERPINE1,-0.017171520514074355,0.07390948447020507,-0.029714047937929384
RSPO2,-0.03535182414419524,,-0.025056747192824448
SHBG,-0.01920637445106058,0.00108805952938773,-0.026849381525851933
LGALS3BP,0.030681020340154776,0.0074927845395488715,-0.04399616899215702
LAMB1,0.03676007569613931,0.017091262563059647,0.006831105812934039
SPTBN2,0.023772107808499282,0.04536174971531259,-0.004015438875144803
COL1A2,0.05904484236692503,-0.023481186346486393,0.007854944782329228
WNT11,0.13080511905374545,,0.016400458095909946
LGALS1,-0.02981689618958628,-0.021342723797668325,-0.08438610601592746
BCAN,0.05716380438337565,-0.05647137790483666,0.054859543271326
ANOS1,0.026124677057639968,0.042482017872989886,0.02344260690539648
EDA,0.0211937281690652,0.1388874545408604,0.06092913804356002
FGF22,0.06775739337130282,,0.038519729870384975
SHANK1,-0.017299809261317356,,0.02111666424679973
NPVF,,,-0.020280270873580135
TGFB1,0.007113332113596435,-0.010133711070326009,-0.022083640809617253
MSTN,0.009957378977266677,-0.1035784263056084,0.10568113780479112
WNT4,-0.018213227315919872,,0.09472519404647044
TNFSF4,-0.012869880697282484,0.0182437161222912,0.067369725578957
NTN1,0.021524013372480676,0.02478683631501327,0.03151234756580306
CXCL12,-0.026290252752780578,-0.05578475456990384,-0.04658567645734179
GNRH1,-0.0034572927477720212,0.0995929619328515,-0.04290548096126322
FGF8,,,-0.030587382851926803
RIMS1,0.02183970216137493,0.04773103134627032,0.013195639657015997
FGF14,-0.028386616145800805,-0.022240814384455205,-0.001402469310280358
IGF1,-0.02811979396255095,-0.007374630325344397,0.007372605169292682
TNFSF10,-0.019412006158432096,0.011123371131740318,0.028063869957440278
GDF5,-0.013818737687727185,,-0.040322266314373405
CHAD,-0.011612657786933827,,0.025947771281191016
RGMA,-0.0022427669499472166,0.019988934841736434,-0.052788597246645794
CLEC3A,0.03577377531359608,,
WNT16,0.057588301396997915,,
CX3CL1,-0.006646261718175287,0.09868385026433124,0.03509235887250909
FGF1,0.03156179036928384,-0.04642358376761068,0.0066412753520767856
ALOX5AP,-0.020991131495151888,0.050774898977066656,-0.052914585434253994
IL1RN,,-0.06945647957087217,-0.046230912695947375
PCSK9,,,0.15214193598785775
NPW,,-0.015054721760575845,-0.05366059593468816
CXCL9,-0.013818735429430283,-0.04391038560040722,
ANGPTL4,0.01744891132899142,0.021067135062785042,-0.0619115298945373
UCN2,,,-0.0305873880019654
COL4A3,0.00824017191471453,,
NRG3,-0.0400626109512736,-0.03776817424014423,-0.008527690921966573
IL23A,,0.07528166118502091,-0.017689703748610647
COLQ,0.047823669247894,0.05140970686569652,0.023959067959036472
TNFSF12,0.0012136833319830896,0.004708181160581731,-0.052460866941116395
DKK2,-0.009508760386458998,,-0.020881467111971728
FYN,-0.0017420671072574628,0.01867243870827365,0.04069807342232947
ACE,-0.014419091721398977,0.02073800113961685,0.05918983695056522
IL18,-0.015275675945828212,0.06978276004264401,0.017629365216912236
PPBP,,,-0.02165934104775206
CCL27,-0.009795391279262771,-0.03890199953288009,-0.018978341566852287
SERPING1,0.02371322929254939,-0.07971529315479735,-0.06524065658532777
AZGP1,-0.003473959849769782,,0.013602349673551065
INHA,-0.015091716087159281,0.03247933397395369,0.0989936516782928
SEMA3G,-0.018432896074032066,0.000532066723978408,
COL6A1,-0.03528652470553631,0.011035663449608218,-0.0782725447011694
FGF17,0.02680869869999253,,-0.04474904292389076
TNFSF8,,,-0.023502015400460617
FGF20,0.00901174014377491,-0.04572198428103139,0.043055065437829394
ICAM3,0.015176866428679896,-0.025780055699402192,-0.016348353362566154
LAMA4,0.01673680840270187,-0.05604791892435748,-0.006042961110183368
DLL4,0.0067266597738504805,-0.016162650544042617,-0.001680294358837193
SEMA3A,0.0427875603643802,,-0.013478818170768883
RLN2,-0.015240809975701163,,-0.01625158656650999
C5,-0.027217639166506796,0.0312162608681438,0.01689025553972587
C1QA,0.02175016832198686,-0.0027879933715323417,0.016598127338725874
UTS2B,0.07902760664248296,-0.04341090609439096,
COL9A3,0.02958458838155698,0.055407323794453144,0.0043915492412708226
HGF,0.13431977047682747,-0.04240142780712918,-0.0030443612102885945
P4HB,0.014389844205463293,0.06754710965561843,-0.0761976865340414
ADCYAP1,0.012810053922090444,0.0929253101912027,-0.046104561382800384
GREM1,-0.01112238723179306,0.0002925931708739652,0.0367264239647844
EGF,-0.017048406726150097,-0.04572194566045132,-0.019870244918016956
VEGFB,0.030015320858984895,0.049578176049901085,-0.0034149564644017135
FARP2,-0.04185923413866661,-0.04932937831407101,-0.016899900174029696
BMP3,-0.027096994502790836,,
IHH,-0.031145981877268067,,-0.021273645634466258
LAMA2,-0.024806092474820154,-0.11689058574984104,0.021851496286591426
NRG1,-0.029225638250559766,0.04462058188647502,0.09966013015821133
SPINK1,,,-0.04485591311872027
EFEMP2,0.01446560605272919,0.13524820407691265,0.03191741752576123
SELPLG,-0.01886012691401871,0.04450969373908498,-0.025989351305749597
GDF6,,,-0.03024460865349686
HLA-E,0.029744989580313932,0.015482549249643023,-0.017781385561870606
PTN,0.009907179221273554,0.025602032906532186,-0.014056024400522466
CD274,-0.013193220230551654,0.08824327171419796,0.0038226025715593615
FGF10,0.07748062950528664,,
CD14,0.004047363612444587,0.030028247057572722,-0.03329524903006103
SFTPD,-0.03008951268693991,0.007353569592591836,0.024188835477805207
SLIT1,0.01037782942828835,0.07441274850877298,-0.029231941139941847
CNTF,-0.011122386270511368,,
BST1,0.10439468756294738,-0.030715598976948724,-0.02078515028995234
AGTRAP,0.019842991148758583,0.03338371700466264,-0.013893358535259534
LAMC1,-0.02132125603532719,-0.03106574432448704,-0.0011708410679487865
COL6A3,0.04764194493585552,-0.07019194952303544,-0.03177845139052121
FN1,-0.037722970952656504,-0.040603229225583994,-0.053135059232991645
MIF,0.033583450517457626,0.10495497301947221,-0.05237115321148995
JAG1,0.05903989364294104,-0.0064642710527090435,0.060500961108543715
NID2,0.0007209512403758639,-0.051651570775238784,0.052570600562823463
EFNB1,0.0444354988417722,-0.050553556772931746,0.019794931929926762
COL4A2,0.04600788394803762,-0.046723596233470326,-0.023187354782293806
SPP1,-0.013687298760597398,0.09541723332901389,-0.04380806427859929
PODXL2,-0.012301166324611397,0.024871359562206062,-0.03908913808260502
IFNE,0.009962679686580366,,
FGF9,0.010630740947128634,,0.08056313950890356
ITIH2,0.028243001923139287,-0.058545377902532204,-0.026226444359038578
ADAM10,0.02915572556382638,-0.0026641254432937895,-0.04685442965181611
CFH,-0.007539898453033955,-0.10363479749014556,0.041026953541741816
COL4A5,-0.007658593672515379,-0.02095302812106662,0.11062580356259358
LTBP3,0.0001613189277427741,0.0035262595677807928,0.012037808851031449
GNB3,0.07216195121284191,-0.019005608050114958,-0.04603478536926693
COL6A2,0.026234879204055588,-0.011333254385508893,-0.05013679029699681
GDF9,-0.017048406635410997,-0.06942440192087138,0.01867942206531723
NCAM1,-0.029015746430552925,0.06415830090335617,0.013414917206128137
APOC2,-0.002847026890390559,0.062198918820944915,-0.008906286614625461
BST2,-0.018222920363397923,0.031288636118657856,-0.050567820384354104
COL5A1,0.009226904485423923,0.1054231826238233,-0.028313048151763227
CALM3,0.009920085318291345,-0.05687556225538995,0.02003280271212408
THBS2,-0.03130335388206282,0.023669260482651777,0.024633365803769434
SERPINE2,0.017759379957608245,0.02573529247067823,-0.02174284830988635
EFNB2,0.016967183090025092,0.05210193249643683,-0.07231641052015494
PROK1,,,-0.01625159017185224
LACRT,-0.01573806375750966,,
MMP9,,-0.032276987856475745,-0.05272761258162945
NPPA,-0.028676515671714187,-0.013241060411727247,-0.017559946872385154
APOB,-0.011612657768478812,,
NTNG2,0.03738460815574653,0.07428496145026078,0.012408833122120178
LAMA1,0.011113125894649346,0.014563303829681799,-0.00405060236639442
UCN,-0.016448557830885266,0.007215387754040151,0.03672226383279607
ARTN,,-0.05748204495619556,-0.030587387201959238
PDGFD,-0.0172998087494846,-0.031227935589392308,0.07217605275261776
EDN1,0.024014828181741478,-0.10460728964567372,-0.0033738106127229276
ARPC5,-0.055377810869305134,0.08016500724809589,-0.06791661023699053
GSTO1,0.025649394335374293,-0.03180572251453323,-0.04870177451137032
PROK2,0.12137114073217098,,-0.014121361265509376
SYK,-0.02630824239180956,0.02071746244854059,0.009877203511644981
ST6GAL1,-0.010110054205572408,-0.041741594642481464,0.0749139383292435
WNT3,-0.035573596241272785,0.03729681442333604,-0.04776340322996881
HSP90B1,-0.006458927632170367,-0.022442561564603277,-0.02997442338361399
ZP3,-0.011612658801959875,0.08628982292298441,0.005987914737466661
NRG2,0.008323182002624132,-0.03700663567169444,0.004450080768063045
MELTF,-0.016591473892056088,-0.0030420768330985865,-0.04408100797136712
NLGN1,-0.05688546537917686,-0.002227931425611436,0.046094913787593964
SLIT3,0.029331465066704827,-0.029987418222004913,-0.04359620848691843
CCL8,-0.01047899590642789,-0.06114151276487088,0.009117591888356275
S100A4,0.03715738717019719,0.08584286889582682,-0.07569806719234641
TNFSF13B,0.07044987570248881,-0.0013202967885814956,0.035508836866991036
HSPG2,0.003991579359628328,-0.019247976531143175,0.0002950796648038418
FAM3C,0.028936722291458678,-0.018633973426017376,-0.008380950139821056
FLT3LG,0.02395853829687806,0.02118656709818712,-0.05952864770404638
A2M,-0.03018827917003389,-0.007989742218972883,-0.017296815284847927
VCL,-0.00991436602875763,-0.118610345461594,-0.057371585521670466
FGF2,0.033501628607566725,0.004809749458820621,-0.006190963447812921
AGRP,,0.005150906958527028,0.16374210741133474
CNTN3,0.005578327574622364,-0.022116645615628105,0.08690681867219499
RNASE2,-0.02895199756616605,0.042051716902641596,0.03521317726193343
ADM2,,-0.038431281061406204,
GAL,-0.019053851145438137,0.08326093996176699,-0.03904507578102239
CXCL6,-0.01361319511239016,,-0.013843173212708308
PDGFC,-0.027290088456808425,0.03735853125914866,-0.022988399582010127
COL8A2,0.05045677316571963,-0.045552702131502004,0.0008116007336276671
SPON2,-0.026163285042402944,-0.023688694819273333,-0.028650101531621022
LCN2,,,-0.023494333525212758
SEMA3D,-0.006701026996301642,-0.04572194198230594,
BMP6,0.006754611702588086,,-0.029580695214217276
TIMP2,0.0016087162151321266,-0.007924561613678957,-0.016353736302531157
EFNA1,-0.025003307344303862,0.0891512610528189,0.07473125222522879
S100A12,,,-0.017918840917521175
TFPI,-0.01476086620577506,-0.010348932841461062,0.05095906010911777
GPC3,0.022866405938056018,-0.039084349902042,0.048371793887681376
NMU,0.06861991217777354,0.02944232520825607,-0.018656779340980346
SCGB3A2,,,-0.020280274164686505
LAMB3,-0.030884157597521476,-0.027503320611907127,0.042932032382253564
