,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
COL16A1,0.06623251433819104,0.026165171120705884,-0.013926485978760221,-0.008779037030482141,-0.02636654978830428,0.027577613172720936,-0.007424468217421994
TPH1,-0.019115618251421176,0.08002658442074372,-0.018510217619534374,-0.03762160036686467,0.030923422619844716,0.046220397166968546,0.11623444549248531
TNC,-0.007259586660054246,0.1306221465660321,0.07793246602059467,0.05538967943023836,-0.03593440781187678,0.06038998214568468,-0.12515568968574523
TNFSF9,0.01716097130876596,-0.03541767881959409,-0.018538571229011463,-0.03893909332858894,0.00528774678449432,-0.0031279701476189872,-0.015247608560807542
C4A,-0.011791197384622483,,0.026496686191453126,,0.005477544386631779,0.05833739123110191,
CNTN2,-0.017854160267253755,-0.02832020715862891,-0.002876016324121625,0.018550326762827175,0.025785674491844733,0.08912379282723695,-0.006951477401766565
F7,,,-0.023935175035106195,,-0.016475586943813566,,0.029671367619711467
LUM,-0.0281743893537707,-0.019437933304725184,0.011632757092524903,-0.0019160628387149816,0.028624374764593487,0.008573721675417263,-0.0504115323899956
BTC,-0.004994812847503467,-0.04323585798121153,-0.017316257665821583,0.004805480825129999,-0.01594374347931729,-0.030687511938600955,-0.05991724666727496
APOC1,0.026643427492428796,-0.08882242942363368,-0.028831806939889345,-0.0020451809552566496,-0.018163936910362822,-0.03146803696671609,0.015011874818714514
PKM,-0.047694753039231194,-0.0862795529810576,0.09203729131294477,0.007611637448146893,-0.06294313370597887,0.0357612947596008,-0.09442915536633631
TNF,-0.026030893207212902,-0.10209535210799997,-0.01680713714252739,-0.018081009364734897,,-0.0010152679490990017,-0.006493543202285496
GNAS,-0.024890932742485824,0.09593874940589488,0.09517316187164013,-0.07613193007935945,-0.0029888324870973363,-0.05530039756050851,0.07167624169986876
BMP8B,-0.01522893151980424,-0.01160463889830782,-0.0057023920055024185,-0.0060905683336765545,0.019283494707675573,0.006559959253597897,0.06099927543287217
LIPH,0.06173556526001622,,-0.017063484975566496,-0.020158769909454213,0.004038869858491595,0.022416189009219784,0.04341480128132309
CCL28,,,,,,-0.023541158404105395,0.02519864784491287
PTPN11,0.020293982157840795,0.06213724928373166,0.021660211309993144,-0.017232642892565812,0.032260532884855246,0.019083949620665803,-0.06756579914686706
ADAM12,-0.011064406923287069,-0.0712558862982211,0.03880526841372324,0.004313781052662885,0.01592551618513442,0.018333081478793083,-0.0187461679048397
EPO,0.0041859532122358115,0.008943157077102077,-0.018531380463177875,0.05845498777734072,-0.015762722434468458,0.009249225690023379,
EDN3,0.012596045563311469,,0.013072126081405129,0.020085285283364902,0.006896641430019765,0.0025328697940746932,-0.041331113084637335
CCL22,,,0.0002001169863773513,0.022833298848206247,-0.01383110274258041,-0.03868419140484926,
CCL2,0.042648545878398676,0.08869454786835244,0.1088183866416107,-0.031873438358737155,-0.02050309127495582,0.0009234618392448794,-0.0028403496914421577
DSCAM,0.005931428245009895,0.03543181028097259,-0.05674691721369162,0.012109999842981941,0.015057513561189628,0.06111886529631012,-0.008111304835751638
ANG,-0.005573621214879585,0.06792663408437298,0.06487899596037393,-0.02844949395441589,0.01299845193366655,0.057291407223057644,-0.05067590242975911
FBLN2,-0.02309144676436309,,-0.053101218140298966,0.10125207788989052,0.04946632909222818,0.03397734217981822,0.0532274085016192
VTN,-0.019582182986234292,-0.015002142444052052,-0.021182636033701435,-0.014722068005836562,-0.0022292123537371515,0.04455567244316243,-0.042016588439329525
VEGFA,-0.0334577193835208,-0.08034142839528949,0.06208861473631266,-0.017177843464135745,-0.04502205006343138,-0.02073886894078175,-0.08717669789684766
F10,,-0.03279153492414775,,-0.0251439472482698,0.041865114588702346,0.037128736785494575,-0.034124851728611266
SERPINA1,0.09663680091118673,0.04821573743378858,0.05108336758346292,-0.039545054616274465,-0.03592579716934703,0.009223023288481756,0.03587149180271888
VWF,0.04582027095016151,0.016501241779008177,-0.06154611704059554,0.035627342419315165,0.01547281723863233,-0.014007923140776344,0.07988790558979232
GDNF,-0.01238692867676697,-0.04783263799710818,-0.00781227537652302,-0.04590065344764679,-0.022072595341276962,,
VASP,0.03315293394981063,-0.05311597509071335,-0.0027267225257437055,-0.013421979796614811,-0.006424175179068704,0.053450647187702344,-0.0014564595304471142
ADAM15,0.005021808914896245,0.03483656147423907,0.04511427627209863,-0.005443924311802699,-0.04906831602831997,-0.030148679690124625,-0.06145805862128542
WNT2,,,-0.022986337791535905,-0.021502751379016173,-0.01892667221766844,0.0943870150077194,0.06478035094888916
CALCB,,,0.0645167475202325,0.0725067105260744,-0.024622058110707407,,-0.03993120161310916
OLFM2,0.007403659361333482,0.05883938621148289,-0.04025247410463376,0.0069128664940586665,0.03532983444033126,0.05246227902993057,-0.04937960746854399
MFAP2,0.013229843881570006,0.01032335876593508,0.03255236550280097,-0.03847165161008034,0.02900426875366609,0.07309282317642439,0.003905355929591786
HLA-C,-0.03473531862566115,-0.025142081213392124,0.1056024653319031,-0.005416783183732067,-0.04107833674434368,0.012091965355252997,0.08426201437779705
THBS1,-0.016221875176609463,0.03513630935575886,-0.06980793038202031,0.05191060135065629,-0.05165286486473242,-0.02854425378259829,0.018236321636640813
HSPA4,-0.05184634600635038,0.03946033506257377,-0.029509155586949887,0.0034399674687029245,-0.024585916323156216,-0.03844272002807815,0.011904046131878674
LMAN1,-0.021641364816332394,-0.0047911529597009506,0.04165004660855391,-0.013964968600110376,-0.00257524141213519,-0.004870061915233427,-0.0911768119313478
LYPD3,-0.01116552852815957,0.043191639173340186,-0.03865213050587158,0.0336843905278636,-0.02510502029437446,0.0297592974079977,0.07684294980698936
APOE,0.004776149495040025,-0.04646628059979498,-0.02088968375764066,-0.1294409326311139,0.0006798807741110057,-0.013703344533412896,0.07637929621811072
SOSTDC1,,,-0.03827448512395711,0.06705733848120415,0.012122714736098012,0.11320645961077305,-0.05179310091699023
ANXA1,-0.011666457715436415,0.06225603048402473,0.03216305683815438,0.012042119076652228,-0.041891988887347756,-0.021831454180439778,-0.0008749949946680462
WNT2B,0.0741768139202391,-0.049039386307298816,-0.04931349777910611,0.016086039274050192,-0.03680241756002658,0.01303124046903757,0.0421208804888436
AMH,-0.015514980389406095,-0.039827164762651,-0.058755191200733116,0.029574677124012346,0.0005196141649402703,0.014799114251139054,-0.048435011969147186
GDF10,,-0.03168720778528405,-0.028575497751434677,0.017995893904347953,-0.0009451233242477384,-0.00977207865814942,0.005620824855318985
EFNB3,0.05568673122717559,-0.03678870548088943,0.02134654722178048,0.004090290121826896,-0.010809896160338384,0.06199252958278445,0.06036208515588232
LTB,-0.026455807687066155,-0.001302880083208197,0.08289570220213142,0.01310264005882205,-0.03364248381500332,-0.06793864070485622,0.06989345275848255
ANGPT2,-0.007456229052739753,0.03565452609236388,0.015335025810583562,0.05305783919656448,0.027122592039612703,0.008075317850648578,0.1270729391446551
NRTN,,,,,0.039530784254823675,,
ADAM17,0.04978287903871666,-0.05249601117199307,0.04772056864504891,0.04760054368049138,0.03512605089999086,0.014536647454526526,0.03343569585860314
LRPAP1,-0.016147075609177962,0.0028799222356235424,0.039463032933085555,-0.019122021116078462,-0.04754615226594002,0.009896277173265676,0.005429555848232644
NID1,0.014647820768889985,0.07097769804787286,-0.03895270624040284,-0.009453863086735615,0.007684495474441177,-0.0025203435898465522,0.09371452647602566
MST1,-0.028332263668186575,-0.028774410094573464,-0.021814775590294242,0.0777723478262202,-0.006457223939850922,0.0877932498809107,-0.015389339845110692
DCN,0.04285178140865165,0.00525290304049712,-0.014554938096295386,-0.040043154531473016,0.016546351801430003,-0.025005095766690723,0.08643316848569144
IGFL2,,,,-0.02074450578744092,,0.09015544399836467,
COL7A1,0.008231666949591954,0.005741708934161513,0.011702786416564,0.014531755301784511,-0.053706391281668375,0.01863993999533903,0.07491061187728539
CALR,-0.049703035761806555,0.06269243307001186,-0.005654235066757407,0.0022291256612851497,-0.0063934765847823705,0.03208764426925608,0.02004184134191604
PIGA,-0.01786952506917283,-0.0019136314216113418,0.05532001950656073,-0.0004483647449404527,0.03516579446170286,0.0248056662121275,-0.038310780955329804
CD200,0.031090471676766606,-0.04106814286134147,-0.06417427661569497,0.00808903792060443,0.02022373864582481,0.046560613825966664,-0.004445470373407092
GRP,,,,0.021574160092490965,-0.01539472979055766,-0.02970453373202376,0.017148442043201963
CDH1,0.06341757466843188,0.012161411576506161,0.035873878822484745,0.04691018651406865,0.01672204590973718,0.07383279841665111,0.044289584597817545
LPL,-0.06090274321303965,0.028543197942983146,-0.1065570815181159,0.037683730330142315,-0.02748151790256444,0.003968286304509274,0.0073595611803250315
SEMA5A,-0.04656938819319627,0.037544518625176646,0.004363356752254362,-0.01502600785172638,0.03105105372435633,0.023167386103354563,0.0313775108572708
SEMA7A,-0.0010151569732211349,0.010383989544343476,0.026603540971004175,0.012515745847287577,-0.014448228997655686,0.09396581208708824,0.10609351288535225
SEMA4G,-0.03372446508252236,-0.07794772779023973,-0.058595509566377185,0.029808781069532907,0.029195523542412855,0.022261632153454076,-0.05591446238997379
SEMA3B,0.0302058315675192,-0.031191090805136264,-0.038860653246695645,0.03979720081963261,-0.048414789200250934,0.0026029023563383553,-0.017225978415033476
RPH3A,-0.013468909892192927,,-0.03888804949224606,0.047712441980444345,-0.02263060807132443,-0.023287715031776082,-0.023059540731346712
JAG2,-0.007982669158782247,-0.02916028809541215,0.04745719896712988,0.07493816274919211,-0.012549514303687915,0.05784383681244108,0.01713856572959216
CGN,0.048733879454214875,-0.023672783344396688,0.013699176588082793,0.06929512746562415,0.05209245963679297,0.019114253516220793,0.0922347166471717
GDF15,0.006125955665806313,0.10330393266630689,0.053757897257682256,0.008624927341246303,0.03092594650811296,0.03948372316458465,0.02991869605010646
SEMA4F,0.01770371086839625,0.00810416497812536,0.008019135713013636,-0.020701002549545582,-0.018055820633978075,0.09974129929670986,0.08087760805429273
NXPH1,0.059535406895877885,-0.025974411609337247,-0.08626043226061897,-0.007492117819851625,-0.04519704808010557,0.03813753770641268,0.042712933991339345
ARF1,-0.005503241101094984,0.07790676794528603,-0.031969333886535826,-0.03486326338781526,0.025087279041390832,0.05794166409067894,0.10929977787535962
DSC3,,,,,,-0.02503407310484343,
EBI3,0.0017150276307565616,-0.03526892231702267,0.01713803071712978,-0.014589474146464458,0.03446149922724236,0.03138520003197495,0.00750694597130124
TIMP1,0.004030189038743684,0.0030692940411505896,0.08447259944115477,-0.025615199759988248,-0.03661136823433916,0.006613655697741418,-0.04568033626086371
SEMA3C,-0.023292023201556662,-0.06843274693416299,-0.001061300967922109,0.017376444450706668,-0.0051246251169982,-0.01667260758209843,-0.013928675223764293
GNRH2,,,,,,-0.011968321253588718,
GAS6,0.03604286530511941,0.03222778166904328,0.05078823556117389,-0.009226587180832262,0.07100963689889592,0.013479624405668087,0.06987725399000892
MEPE,-0.03404408973974797,,0.021740203804523087,0.05164265658479963,0.009266001937442795,0.09845160965838562,0.018810065846149603
SERPINE1,0.014693639414620258,-0.05409821667100912,0.03227706999604501,-0.023077501739628394,-0.0491784831066619,0.011079016695662068,-0.04187381592019095
RSPO2,-0.012617797726017252,,0.009542534334362501,0.0773776760849581,-0.01955839286911762,-0.007889761418745315,-0.05628205301743133
SHBG,-0.020189854336422307,-0.00533995898616112,-0.02776720224498607,0.011314510222114408,0.07877979697156617,0.04135107943314207,0.08616775367729024
LGALS3BP,0.02680074984052046,0.10586836740327296,0.142756635546794,-0.0073023802895382395,0.009413385719545206,0.06002574820336725,0.026901034198260235
LAMB1,0.03217516860664513,0.01332756797635744,0.06978699796410466,0.04675943336187178,-0.040801503150178615,0.010604486117285684,0.07262596240275933
SPTBN2,0.020806454222650678,0.038294432382786694,-0.013730369125008949,-0.05006397247253604,-0.0017933439334701458,-0.005770769483677672,-0.024857632974599364
COL1A2,-0.007043952671769757,0.010630857022465306,0.02861654635459853,0.0035884135551539848,0.015425076639645268,-0.009778951699543188,0.04335470117668237
DEFB1,,,,,,-0.05361157803518662,0.16386986689618632
WNT11,4.341832879122901e-05,,-0.04910063939014524,0.05777247458816609,-0.021598902616917787,0.015351198742079358,0.05865865411993646
LGALS1,0.0056630911174084635,-0.08821867517506163,0.08885343226514883,0.01168423027519891,-0.005747720636725885,0.03774472675802876,-0.10010123887039203
BCAN,0.016721305395707358,0.03235827261639205,-0.047962530365402045,0.010052471351720795,0.023634360428192242,-0.018733667062260005,0.015000078500644201
ANOS1,0.023139699107696306,0.08167765948413556,-0.061369426043502116,0.008181441139637008,0.0735777179225051,0.03416669875095605,0.08777759445121014
EDA,0.014009411452079382,-0.04564619370410866,-0.03776658932152891,0.00521952362858102,-0.01879252295452354,0.012961278124676043,-0.04055325291680767
FGF22,,,-0.02825455665883893,0.06167366708968034,0.03932173495243492,0.005191276534545792,-0.04016733823527316
SHANK1,0.036646731031476164,,-0.02005771503549886,-0.025143944608235373,0.010308754267200506,-0.034401644073975786,0.06982407745396407
NPVF,,,-0.02097353275670777,-0.017860906998363676,,,
RAET1G,,,,,,-0.031214786072536416,0.1143836198474448
TGFB1,0.04391625225745373,-0.023714698369186625,0.03531720548683494,-0.01717284947405061,-0.04308713473178646,0.05904722990133084,-0.011274361255337605
MSTN,-0.04939587371977726,0.07645611921607828,-0.005069893680105491,0.008549867033165421,-0.00845107143672715,0.008840862243419578,0.046159417290564414
WNT4,,,-0.02442357435811777,-0.0028239066833990415,0.04792147971976613,-0.0726634388357196,0.09036784056329816
TNFSF4,-0.023689077428960544,0.007329260453335008,-0.026180251094495316,-0.006088245361915903,-0.033460974695767025,0.056486494530308996,-0.01575358737833162
NTN1,0.00520203326166129,-0.025510462329446957,-0.026865594833489017,0.03650295499417271,-0.030515763439983683,-0.003619414889815503,0.03552922491590321
CXCL12,0.0031938950143785925,0.11344396238655283,0.06487993114365205,0.04649767294054067,0.04229019611194041,0.08744923933899089,0.006323480741795705
GNRH1,0.037524458099264905,0.0054517006163358386,0.01243291510469647,0.04436640379692544,-0.02220610638819493,0.028170342611583243,-0.036491379943893294
FGF8,,,0.022407557255636534,-0.024653209886218757,0.10423578725639306,,
RIMS1,0.0437762336443861,-0.015937827337187405,0.0016915580620793197,-0.01149876310577758,0.03749732216087632,-0.0027882430885133296,0.025110362786227265
FGF14,0.03999806182533538,-0.03132567894230936,-0.02829423803305481,0.03192656377488262,0.049050266242822896,0.04221629976693925,0.026332948618201367
IGF1,-0.025653725507712274,-0.06309013707153233,0.01654548010007352,0.03183996203004861,0.06442539883997439,0.09356729798802976,0.1160605371584106
TNFSF10,0.014425493460000906,-0.030810725233399505,-0.04305901032043355,0.0010364769491592197,-0.02230375912174071,0.06518161659704813,-0.027445351787238143
GDF5,,,-0.04170064486026812,0.0705928668615383,-0.048025934126385526,-0.007359207353882591,0.016933459927287703
CHAD,,,-0.04229130973501836,-0.04320848703198557,-0.02193836960238031,,
RGMA,-0.022177565853034056,0.14823247554154806,-0.005872700365265261,-0.03901281031505818,-0.013301328120872952,0.02847253983273984,-0.03630433973102116
WNT16,0.009532589863436317,,,,0.09255838749107144,0.05094798492810218,-0.04040232143834614
CX3CL1,0.03528714130183794,-0.014138485981943408,-0.019480621490997153,0.012329924147601447,0.032163657718963665,0.0706744073178715,0.0428119673086768
FGF1,0.021371161695204463,0.015193586428060174,-0.04127851066744246,-0.01439589918971282,-0.02204144665228954,0.06827391437254936,-0.04881317562721431
ALOX5AP,0.06585411667370918,-0.015328890035710856,0.04521054079020008,0.011853042311708174,-0.04458872036829408,-0.004917761213796511,-0.08187329526457661
IL1RN,-0.02510202138324253,-0.033231390418180365,0.07169592362063174,-0.008634261503458066,0.01409531072062459,-0.06005748953179533,0.008781548753556247
PCSK9,,,-0.0182944159260272,-0.01893749612660915,-0.013623714650362188,,
NPW,-0.014135107005320455,0.0389628133805139,0.0034773574379122897,0.023979830548721794,-0.04046253055893539,0.06076490818366327,0.044029056951827183
CXCL9,0.0028134356807569243,0.006614251867271862,,,,0.0794310722280235,0.027224945631975556
ANGPTL4,-0.03549723411888702,-0.049970472507949254,0.05699130733006192,-0.0326951817267998,-0.04350689038611068,0.06404737504050823,-0.08933808037738696
UCN2,-0.009801199334214817,,-0.03163298893788894,-0.03289611340267357,-0.01539472979055766,,
OBP2A,,,,,,0.0017229766303968063,
COL4A3,-0.04314343719044247,,,-0.014985627076670657,0.04595831141148409,-0.04548671756575906,0.04863953687866457
NRG3,0.000193177112418371,0.12103220977005823,0.007680387797502907,0.007860698903879375,0.04063049712922574,0.011470389591201162,-0.014977002534659061
IL23A,-0.015420169138122677,-0.052413077146752265,-0.01829440954416824,-0.007825018196421419,,0.011865674015800496,-0.03571768260192695
COLQ,0.006503059172949668,-0.0378758732808396,-0.04639366419556572,0.0030593426697854732,-0.038897217464038784,0.0652436262240063,-0.011748467512388994
SCGB1A1,,,,0.010867698013921472,-0.015762722339590245,,
TNFSF12,0.001318948919268272,0.050589472307423,0.016093834115047577,-0.005487348137465351,0.016277440245358703,0.0716479510322945,0.02737887660566543
DKK2,-0.009945694836261251,,-0.02159528032002765,,0.0021464661604807703,0.0692332754349867,-0.045102251609810275
FYN,0.05603765242952044,-0.0408897285596061,-0.07998509310570837,0.008173080612736234,0.06989534068700078,0.04317421351510411,-0.04814732729370501
ACE,0.00426693278832609,-0.00032496993676314095,-0.05262034686405398,0.03776850115871827,0.03414750553699497,0.04207976195151698,0.046175095409819185
IL18,0.02949407405037357,-0.07442531496751738,-0.015198770249751732,-0.012235007111329091,0.043151792957751844,-0.001122618416656528,-0.027500153624348066
PPBP,,,0.01687559524765063,-0.02241768810914867,,,0.1099876572787617
CCL27,0.002912578728746565,-0.04463485060285761,0.04456404776444493,0.0038105112360788986,-0.00652041090049639,-0.0170754243877936,0.05771090479474595
SERPING1,0.03736424030250008,0.026338609733848415,0.04199621827718359,0.005042345850634702,-0.0010615479171000603,0.040908871009136434,-0.002357510144667464
AZGP1,0.018363984690231868,,-0.05206288592072483,0.03503298482393959,-0.03903496362678303,0.07032398245853642,-0.04447313643115347
INHA,-0.02756739178954318,0.056552529032775835,-0.04391557626237333,0.009136999729308336,0.003843689831017671,0.026982736129199787,-0.04802829262803512
SEMA3G,-0.018477776105270377,-0.026397896767721477,,,0.043712722377917484,0.014009411726096849,0.006539778235961388
OXT,,,,,0.014237426101768383,,
COL6A1,-0.010928083207707873,0.04649038446852109,0.04681265169772821,0.0015682736155688797,0.0220749225355777,0.0020285537501186523,0.060719916413635805
FGF17,-0.00292170096800689,,0.003725881919728824,0.004405674685921835,0.05178570372552893,-0.026789552306990965,0.08358976985243692
TNFSF8,-0.012502864977576682,,-0.005839482079952986,-0.02074450355555767,-0.014035573300032798,0.03904260674133865,-0.03357927449135442
FGF20,-0.00321444651207914,-0.03836041754371072,-0.02643007795799587,-0.032375341615099515,0.052134309682812296,0.008094989189480768,-0.02485749083601351
ICAM3,4.589936503412165e-06,0.04863152001162507,-0.028260860967660215,0.0373149679381293,-0.039608516503365956,-0.005837858160164048,0.10797177175888306
LAMA4,0.06356981323889355,0.09653414084545105,0.025146846749398946,0.021897862726853314,-0.012704073752258047,-0.00472999769354156,0.10617133284440285
DLL4,0.013616169154495166,0.02355132874161577,-0.028164848395654706,-0.03986681681462045,0.005597471360747692,0.01138217924837007,-0.042487076068105735
SEMA3A,0.02576403800838161,,-0.046359135898651836,0.002199952736271839,0.014290628578334682,0.020297456076229344,0.03826812038188266
RLN2,-0.012617800571276941,,-0.016807131686057082,,-0.015394728092963926,-0.016476382038567085,0.09719279202806
C5,0.0033232424061391858,0.08094942361385783,-0.01865849373385769,0.010329019492425187,0.08528454734997053,0.010888697128766358,0.054868171496669026
COMP,,,,,,0.07439978982298924,
C1QA,0.042995961594069716,-0.07810139412958683,-0.02164641309002182,0.011695045099628551,-0.03140459029842993,-0.01706483860690662,0.11434767190995335
UTS2B,-0.012617800498786224,-0.03642143948731722,,,,-0.032943226632160275,
COL9A3,-0.006394649451589273,-0.09329465702433397,-0.03502912180681075,0.04920679222245303,0.03124658155138111,0.052676930266620625,0.02422130855908974
DLK1,-0.021000945705751905,,,,,,-0.017165778191501013
HGF,0.026754292081542418,-0.04978028712362721,-0.04503660049810863,0.03582739076034735,0.012245913966381194,0.11937948549165722,0.010469594429580726
P4HB,-0.09570414438485587,0.06168437387307271,0.09111518339497868,-0.029809219583319054,-0.01960461988627863,0.0009775155831819643,-0.05738073978951575
ADCYAP1,-0.012887021232076,0.05774551511168734,0.02929398640554545,0.010105892049834959,-0.024482786028714013,-0.0019731478637513545,0.11788290393194531
GREM1,-0.010905735389991962,-0.05054311507629538,0.003094409911880461,0.036424975856280836,0.054379017229087286,0.01228109205099238,-0.0343954097707369
EGF,0.040909421581411504,-0.012766699864886719,0.0006602962628814524,-0.01808101340590851,-0.01938264119562094,0.0272297941810408,0.02080626718603256
VEGFB,-0.030766560801407057,-0.13532120832905814,-0.028054965731317348,0.04150740007274177,-0.018335091795747736,-0.05068213974744624,-0.09387909555018087
FARP2,-0.0025737256182158455,0.03231388253727081,-0.044457887503383864,-0.0019276619850028044,-0.013841253367443934,0.0331048164640202,-0.00674328209668942
IHH,,,-0.022000865094476185,-0.022055838933513372,-0.015207592420873692,,
LAMA2,-0.02921474886317098,0.07450144911980743,-0.019189910799169145,-0.018158018564721094,0.016733517150855068,0.04361375509489549,-0.017532515697596465
SERPINC1,,,,0.06992267459316431,0.034042254484533865,,
NRG1,0.0050889412967786195,-0.03548635981009114,0.04124451942537548,0.024965291197191677,-0.013679341413640038,0.0716018987328814,-0.01905617966604159
SPINK1,-0.02497616410678227,,0.04031287146000375,0.007753168132412083,-0.018460467362972032,-0.03334174920653742,-0.04137687754711262
EFEMP2,0.015171109391680595,-0.05218062430739421,0.012702142771236467,0.02095343935760565,-0.02866159175929257,0.025824463787167164,0.041845075442228985
SELPLG,-0.021175278998913825,0.0615755071712085,-0.031363156957348995,0.05281494478124642,0.03228139854983316,-0.0031371297619229937,0.101346791673682
GDF6,0.06675550922041866,,0.026169912776870672,0.0442553611564971,-0.026017468960071573,,
HLA-E,-0.0049794440703757594,0.05662356917295235,0.005861429732625095,-0.0014802949160102152,0.0542640098403905,-0.00022798280620424884,0.08206268263374429
PTN,-0.02149208077371618,-0.08212216672799418,-0.0650033446668422,0.07295681607228202,0.029886736398769896,0.01526651332046238,0.04775724976480292
CD274,-0.002941989331635904,-0.03071998666773494,-0.0017394370975689743,-0.045409275287350226,0.04653283739216283,0.028474052937993814,0.00871732018859884
CD14,0.005577209653019106,-0.09658396743941858,0.01507959217601949,-0.011508460592104003,-0.02886465136999417,-0.04095137469903612,0.09027812568975735
SFTPD,,-0.06720382054645599,-0.04689173920469663,-0.023451761250363773,-0.03000432393499727,0.0785200648250398,-0.05825141747388768
SLIT1,0.04170672105834101,-0.045826545440215936,-0.00021833759666973248,-0.0005102631788123222,0.028810506240295304,-0.024704644276463707,0.026335548041083647
CNTF,0.018682114254684027,,,,-0.01539472979055766,,
BST1,0.011369478657647373,0.0764328254628601,0.016976103754224953,0.0593779159454076,-0.005555924694928171,0.035030397928800465,-0.03452070122840004
AGTRAP,-0.03248194620377191,0.0701081709713005,-0.032634882147372125,0.0314586384913242,0.03728385299744737,0.0370410042985372,-0.06566919977071527
LAMC1,-0.016533780346277963,0.11010596140452163,0.039263017960097464,0.00560804179241269,-0.010087286166324075,0.030573213197043026,0.0592172883752213
COL6A3,0.04730548264344873,-0.029615426254826608,0.07388182477952558,-0.004746137771819016,-0.008037745598717111,-0.009918858049108446,-0.011316994414111931
FN1,-0.004477871917815702,-0.0031463038590298035,0.06968045130165769,-0.01482011763893692,-0.008334453741319291,0.026536263865735658,-0.06223035668703498
MIF,-0.0032396559741358502,-0.07026486089139393,0.05339946760881376,0.0024898990059124275,0.0014551135580250312,0.06910601467300552,-0.1270106188898312
JAG1,0.04063833823236583,-0.018711051590248454,0.06525284514098231,-0.006588423538805441,0.02195170426532717,0.005971527771659432,-0.01951678291174726
NID2,-0.01592454413573486,0.048908932734526976,0.01762683161368232,-0.03417750300769286,-0.024646819424709736,0.023167431285813538,0.12817299410790342
EFNB1,-0.005157770296713883,-0.07681787782595204,-0.07318283153281838,0.03202140077095952,-0.03948016351001398,0.057475888857160075,-0.07754557231960527
COL4A2,0.0021728644939754647,0.030576781943376253,0.028576424312437884,-0.004880399728914222,0.02201052941211628,0.006761670464489042,0.0886198367910063
SPP1,2.956956573089739e-05,-0.09898820201386244,0.07590350244523505,0.004144658824981064,-0.03374240123487674,0.03288245715317942,-0.08758702573483367
PODXL2,0.02020803021917135,0.08338410428180344,0.03470438288333633,0.008019589176751971,-0.0088045373338539,0.02021931347188333,0.03668743505219924
FGF9,-0.027231636630924216,,0.013891850518797572,0.022522511713102163,0.012484330858950283,-0.04376074538905541,0.05505382485312942
ITIH2,-0.013287830879357988,0.0416224792409113,-0.04835110315680033,-0.030940779912114226,0.056102380992074145,0.031376514185426335,0.010769931412510663
ADAM10,0.04957360229936745,-0.039582329492084935,0.007452394016634271,-0.03457056438508682,-0.034302658179918906,0.05468502832076297,0.03933841247293455
CFH,-0.012853056242075724,0.03978955676476158,-0.06834657084853217,0.0022496398732981485,0.055110336681918275,0.00020510573275375272,0.0012241383264535893
COL4A5,0.0319127664085992,0.04764873501719766,-0.027668312413870938,-0.013478087643232354,-0.0025605952778924444,0.04409573683496371,-0.021236692242244348
LTBP3,-0.06210834414061961,-0.04045311302393414,-0.01775528628718849,-0.049093408455267606,-0.019397576839129797,0.01574591616966793,-0.04897193330869934
GNB3,0.0075641209033268176,-0.020220944974311254,0.009693355453746094,0.007412698929818309,0.08958712663942753,0.04672517727315402,-0.0697649012321965
COL6A2,0.018043525514084176,-0.04749662701990632,0.06047876872034622,0.02453679578201619,0.0004965784810095538,0.0052438153359771235,0.09419939028379189
GDF9,-0.03746719569529164,0.008971983840618352,-0.021601154342300574,-0.03282747064526509,-0.00010229973415369933,0.01663607185807529,-0.024173538123930437
NCAM1,0.003085074646659999,-0.04501713442120451,-0.007726647620618154,-0.0698876407801957,0.012769161212092177,0.02812002141155287,0.07000054321534264
APOC2,0.05922843999956924,-0.005261179178343528,0.027183277251500115,0.05651523680983142,0.06987809460865009,0.03645307060697317,-0.05879912928272792
BST2,-0.004674804664085261,0.08147712268847433,0.023102817245373504,0.00287438342867857,-0.022433096653529622,0.011900155337686484,0.07068429715639525
COL5A1,0.046462826749322256,0.03272840567514714,0.053467380195659636,-0.0017708022853771689,-0.015549881349296659,-0.0012570456034597414,-0.10201042135823847
CALM3,0.05942110432440287,-0.058612764771084014,-0.06663902773874998,0.0622367580902641,-0.023539145457071014,0.0031622273135640962,0.05542289932878056
THBS2,-0.02575130456260242,-0.04449627446371415,-0.019920509842081657,-0.01883625701830332,-0.00117313866430508,0.027443581325339174,-0.017456187672746
SERPINE2,-0.021755989261786866,0.07639062081305104,-0.0052801842770443435,0.011112169477739244,-0.010589626636854158,0.02469114185664062,-0.0916130190503952
EFNB2,-0.0002713900930202861,-0.00626132891011228,-0.018731090969026476,0.04681563189067248,0.049528372817124654,-0.021164886242988148,0.06856286198548837
PROK1,-0.024145706738548035,,-0.01680713541464455,0.02247977021439063,-0.014436246443411929,,-0.0333035257727323
MMP9,0.031742777857244456,0.03185013441896909,0.07911034506029183,-0.010383783223439592,-0.011822433630593933,0.05102529102944016,0.0008974259432559235
DMP1,,,,,,,0.07883081158741513
NPPA,0.006199710486273838,0.012588954926426716,-0.03409646168013534,0.10338460849494936,-0.020391711474455263,-0.03350132365781625,0.024527797568694946
APOB,,,,,,-0.008452045339188875,-0.03330352524983239
C4B,-0.01696671100211058,,,,-0.01782154727571516,0.0331855763599135,
