,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,-0.025033676683215742,,,-0.01890955735031849,0.03488118301002476,,,,,,,0.02346355325839055,0.04828943324839801,0.05001153730741513,-0.02879291804785432,-0.017147388341823316,-0.0326851723147421
WNT5A,-0.020075437635353105,0.036951367385824094,0.02131637031552281,0.08063159295169096,0.004564250722824323,0.052174615430424245,-0.04495466232525061,0.01086707896818679,0.03901089130979078,-0.05542048311595837,0.04836543770226743,0.05195841829725712,0.07872335169873367,0.03519414637840964,0.14758079667055435,0.07124631272373594,0.029421291441259,-0.04618126560733328
CXCL8,0.007755312586218973,0.0029073276253933334,-0.01773118559804074,-0.07575722212686573,-0.010417218602105326,0.01718873059034881,-0.05748455123558144,0.08004311924545704,-0.01774004933370051,-0.06087061757291575,0.014285917861201635,,0.07029009973452226,-0.14172258604934543,-0.020834979933015585,0.025961062367297484,0.027789483289213716,-0.005946630777387889
GRN,0.05194310283460073,0.056416974115654495,-0.04574595300616191,0.07122100908255248,-0.0894834840059055,-0.009355805203555074,-0.03941683015214708,0.017733991292353948,0.06439147523456126,-0.09291690681037183,0.03833920878105491,-0.054390608307936426,0.08180861032333726,-0.009047163720787503,0.05924017270037515,-0.0419731413209885,-0.038769417730824686,-0.02359351376555891
MIA,-0.016827984963780487,-0.01663136731932291,-0.016840959712239822,0.003993924584892398,0.032102127830492926,0.09319577292934862,-0.016648644353910627,0.06595254709653342,0.032484835163496414,,0.029505932442604705,-0.06724533930473452,0.04472957948530073,0.07441034014283736,0.03980471210070013,-0.011003571593111744,-0.0008461910623887726,-0.05029279365994576
COL4A4,0.032397494433392265,-0.023156280315970123,0.10013179326650293,-0.017586938387137412,-0.020366252495381695,-0.023310270407264185,-0.017005529100486406,-0.023027215312558608,0.03586572723217639,,-0.019618145384751626,,-0.012195087362204456,0.0002783952424443402,-0.02578543836059771,0.06856606247251476,0.040353926831031,0.02201057887151956
TAC1,-0.029839513231483778,0.07468633645870826,0.021601090461974812,0.10429994365031847,0.0348386341419381,0.024879065335287,0.0785818987796718,-0.05237584007303284,-0.01885272813507052,0.12342021074196759,-0.034767459351475495,,,,,0.058273086528291655,-0.025028650365478078,-0.027382099691787246
RARRES2,-0.08712613374094212,0.0038063926555968242,0.026588585085121984,-0.016029040972548775,0.0059743148905367725,0.006077734843009733,-0.055848880689575,-0.024449560464342997,0.023353915926217245,0.007212796416044446,0.021534431250070193,0.077889312794295,0.10814813251591075,-0.056452014376720004,-0.07792282030648892,0.03210475882377846,0.07020638435532846,0.07061967473986001
FGF7,0.0033498493789381944,,-0.02137354595762841,-0.012575401916912544,0.0042964527332101515,0.023234778111395866,0.02224393640930623,-0.01380964055805999,0.029031340559954502,0.0026092119023789426,0.005991796423587648,0.0314824402084586,0.045222485468297074,0.06434313128217323,0.03183461915769079,0.005162260899674492,0.07327529971077301,0.03111622923649862
EFNA2,,,,,,,,,,,,,,-0.0006203548414835053,,,,
HBEGF,0.06976589285293054,0.03843318252916096,0.03597394895721967,-0.028941727828134582,0.007179245705382168,0.05065487499473986,0.012323546339213676,0.03078665509004248,-0.014071716594773664,-0.01861285092168185,0.07736090752061725,0.041486442415579396,0.011158306170391746,0.034853722634093844,-0.026085783006414717,0.008196387857983057,-0.022821385863984488,-0.014657357575532918
CSF3,0.036376566516999394,,,-0.023107244629298616,-0.03267508679309297,,-0.017991522472524592,,,,,,0.05769826833944742,-0.08042629438055979,,-0.0044439359730577286,-0.02004508896110238,0.03103849642086812
PI3,-0.041179828767024265,-0.03489975489641716,,-0.022054898959495483,-0.0169712888363825,,-0.020258691766456262,,,,,,0.07344020400316952,-0.15264381026536886,0.025679895569086442,-0.01294190195409759,-0.043551318984509785,0.08732020978609963
PCSK1N,-0.01940836480645837,0.02710280350546687,0.038361835867627356,0.046918077681171726,0.004625628970728024,-0.019404082044844402,-0.030884512279415226,0.03058780114340133,-0.016394032778969954,0.11300547848967854,0.010030307786391274,0.0564489315557489,0.01624965565984506,0.07645970693978053,0.06148965967754117,0.058755640546117475,0.06632439865281305,0.029465019312488547
NTS,,,,,,0.12925792749499232,-0.022113745343525698,0.047808164962735565,-0.012865049724278758,-0.030605297688692155,,,-0.01505869408461535,0.010263916781721963,,0.046765001564748346,-0.029684043378657272,
SFRP1,-0.03139790436510251,0.020318339517920662,0.013559292156649468,,-0.02391976667240491,0.031907087108451755,0.03910912513777286,-0.0010982965075667281,-0.025970738741545117,-0.02147306000099862,0.039495695285932095,-0.07651216029750037,0.009452327760154275,0.009666187294625352,-0.09047091437292261,0.007210073825657035,0.000626932671535105,0.02042523057055939
CXCL13,,,0.030696184690505626,-0.016778593714576358,,,,,,,,,0.04548436159531889,-0.03710548993065493,,0.011113891616025225,,-0.03116873998711
MICA,0.005174667826974987,0.023281977588378258,-0.016164239940705198,-0.01414338719439301,0.003544266310444406,0.016837597128889208,-0.03364383942968225,0.02465442331197654,0.03722756417184467,0.06618707148168891,0.07101475308080718,0.0983503900869206,0.06445319091806437,0.015226106591558338,0.13125132777303328,0.0251890183734231,0.044500417328672055,-0.01867106951788326
TG,-0.027710227215562107,-0.04473114179060462,0.00037097737675535574,,0.018474111473223198,0.012770744811410552,-0.003984342993643703,0.02664781461466551,-0.018794910656897226,,-0.020697504373275444,-0.03189168656400675,-0.0293522322036705,0.012660479154636532,,-0.030253725942922884,-0.0048727403958537235,-0.034348112762124294
ADA,-0.02637817123275979,0.07083625069498468,0.044667432053878096,0.003987905783158131,-0.03709434204680281,-0.020321755984073035,-0.05281346915969272,0.0031938019556004226,0.010061710482192869,-0.042228210525019926,0.08690190718291145,-0.02639230179377309,-0.012513550524641693,0.005709766228763425,0.051702219194721795,-0.04034906675417344,0.0617651253365518,0.029584307756369117
LAMC3,-0.005308005680801308,0.08594460077413155,-0.02139009485765659,0.1394744071236169,-0.04219190221208343,0.024618812077919015,-0.03688933300267433,-0.0022399141040164846,0.0805672019862751,-0.03128578278086452,-0.007390627155525727,0.02068011835766087,0.0026962432339653892,0.05047376451437215,0.05494298649760948,0.015036986109418006,-0.0014514237928409804,0.0009742676405588398
CCL7,,-0.021101048203625534,,,0.01192400523165581,,,,,,,,0.022203242562863382,,,,-0.021005310166745415,0.07367344347841315
NGF,-0.02002691727937914,0.0017348745470090801,,,0.005325700664532681,-0.031344230869491084,,,,0.00461405399658481,,,0.04499828277130478,0.028547029316781703,,0.059047748349565124,0.01873073934597476,0.09483820905780418
TNFSF15,-0.024775796102086512,,,,-0.020782069017099017,0.011077024561518928,,,,,,-0.029396061863559045,-0.019205903505208673,,,0.028757715772410628,0.07379883738209511,-0.02918900510385359
HMGB1,0.04418662335864466,-0.011166628031831799,0.04765496535719327,0.05560819887973585,-0.014953574494705834,0.023772166179224112,0.018199438394023902,-0.04248661872056969,0.0603643910731,-0.030424665984745154,0.033953900754867906,-0.04521153813603153,-0.03885251571644396,-0.010707782838538148,-0.05402109922713622,-0.008166615724552479,-0.04774539128339408,0.012397769108240935
ITGB3BP,0.03189710427625785,0.01902918922294814,0.0901527490443206,0.0858056119743225,0.030730218074783357,0.02510190029052112,-0.036455610955406566,0.021751793064184424,0.07530059321791437,0.04216201566183381,0.005088641626903207,0.08964328994207162,0.008580724206831682,0.017783351920553046,0.04920502370815731,-0.0004376673700776867,0.0445871938584958,-0.040021004551114285
AANAT,-0.03589508257443358,0.05019702053489847,,,-0.018909559368499557,,-0.016228840155369177,0.03456581834979069,0.09636699234032982,-0.028773499777523883,-0.018482765916434277,,0.016820754240825114,-0.029568511533105475,-0.031126197657476828,,-0.022224494123604287,-0.023462894048017546
RELN,0.018865269746899515,-0.03706354467262882,0.011394638803029078,0.053745445845483984,0.003486983059636782,-0.0029873945803847554,0.09359810970967351,-0.024485283265905607,-0.032471965675839765,0.0036508080186718637,-0.020462017182447383,,,,-0.03892522943351371,0.06980800408698903,,0.03390197681580313
IL15,0.03032329534460418,0.0594892305446683,-0.02290386819145291,,-0.0033525838163637666,0.028247048600068134,-0.03283630852541256,-0.034569969483523616,-0.03293899004216574,0.05914640693777294,0.06070699630757262,0.04053365608667534,-0.035752619862092876,-0.047083777780882276,0.026155018961535294,0.04163005989164218,0.036645041816302584,-0.007791978182618552
UTS2,,,,,,,-0.038074026198249664,,,,,0.020551847726160085,-0.02473397896992002,,,,,
BSG,0.04380291181379963,0.03385731682317603,-0.028840829651846648,0.0021557584093016744,-0.03957925758919315,0.05031768124018338,0.026540720722236028,0.04498017662004198,0.03872012986915137,0.09724465707629114,-0.00126695068924312,0.03795534883554705,0.07892207994400474,-0.02146805508770059,0.045729503373228474,-0.01956408339840961,0.08130216689731391,0.004750206972623351
ADAMTS3,-0.045147855231103075,0.06395005043450776,0.029549034149050198,,-0.028920727955809765,-0.025739801359444148,-0.0028862274634343923,0.0033060454092505905,0.010024264566180963,-0.010315762090647738,0.1220197522525398,0.08110427733916954,0.007247272805942915,0.07995310223014297,0.025076832426638107,-0.015361231498911039,0.0831279426378464,-0.018483692550915184
CD34,-0.009183778671034587,0.032325716724330565,-0.0013157440925141426,0.03581084812033479,-0.011101358353040063,0.016634493202427443,0.05136883461633477,0.04210026216506894,-0.04053499078939521,-0.060344118288862575,0.055774432547211074,-0.010575352064889219,0.011965769238904933,0.024800461473174128,0.0007899123513307233,0.010336755060209802,-0.01942700347094647,0.028502203007900642
CCL23,,,,,,,0.04382119825302946,,,,,-0.027738403643560373,,,,,,
PLAT,-0.010959090532361769,-0.003336536735324536,0.012438898265742727,0.09438447726926918,0.023158157233652176,0.0023504503898308902,-0.05448423315218389,0.0829611106970718,-0.00763842173226955,-0.024275151505417644,0.027587176408714636,0.014644819677777773,0.022146984860727737,0.15034014936530887,0.032101348950175926,-0.04584309137627778,-0.007817885522102566,-0.021614688098952565
NTF3,,,,,,,,,-0.034972792369832854,,,,-0.01199733486476789,0.11042492000586701,,0.028363227988093653,,
LTA,,,0.08532907308909488,,-0.011571056228158249,,,0.09663646384980995,,,-0.017141913243953984,,,,,,-0.0019599467130965082,
CKLF,0.001138159985412133,-0.011662490130972189,0.021006761039419033,0.0066698563974501275,-4.985410226288603e-05,0.010295924324057622,-0.03426349013299755,-0.020265433835628458,-0.025357458207631193,-0.052912686791150104,-0.018122384339182583,0.07385857916970949,-0.026860233980023338,0.0507856506770704,0.04201486296132556,0.018177464997236107,0.026409368676094003,-0.021932764827751337
CD24,-0.04290020349160315,-0.00969485137277256,0.061503585378736306,0.021444320619971622,0.0521745705155891,0.02267294168594182,-0.051743698375059474,-0.04189515855703567,-0.0056735596628763015,0.020582093910540694,0.008990842817332617,-0.04706881644442203,-0.02595975955336769,0.05370030492876659,-0.010097798541059359,0.06844237456942064,0.07473591497983699,-0.00826194184940675
HSP90AA1,0.0158634960861994,-0.043398092056538995,0.045036140512733885,-0.07687958939723903,-0.015779937180825456,0.02740186390665326,0.0654254463290305,0.09456233984088194,-0.031491929107971335,0.10255242018887857,0.005179326593543218,-0.1510438008423955,0.022460212995532025,-0.1626240700384011,-0.05943376901017688,-0.005077110355204685,-0.05812344544511757,0.03189412189043115
BMP4,0.05154481395274445,0.06059056623268342,-0.014015222175024121,-0.01278063201959162,0.03426939581603,-0.0401159549652677,0.002478177664807274,-0.010931841735680113,-0.02224816091620678,-0.04589435649774129,0.031587012742277425,0.06339905834469399,-0.01669531517149405,0.01961315270222879,0.10251063557132326,-0.011318876370414479,0.0062601145214151496,0.03544909152859205
SCGB3A1,,-0.0053406125306527845,,0.06034808465303011,,0.06131008572436655,,,0.09119354758458055,0.02855442432240897,-0.01196140036930932,0.05933308891904463,0.03756010627567463,0.004640929818788556,,-0.014607522631438587,-0.044042519491371744,-0.04714882161539541
IGFBP4,0.013889775505352113,0.05992570932051162,0.012654526590252433,0.07050571101824436,0.011401343137998446,0.016778452640621444,-0.03791818046365715,0.04746408411641986,0.030405159152031635,0.016857625553010982,0.06267353285282837,0.02884523078564958,0.0011689837489028806,-0.05167119168082847,0.06441467680575463,0.04404854068696845,-0.02997191434475241,0.04971614677036832
RSPO4,-0.02446493269192253,,0.03942505397839957,,-0.020056134086792358,,,-0.022384115714150592,-0.018274800849167005,,0.034302102796612416,,,,,0.027745446218508718,0.034530055890981466,-0.029585780008133535
LEFTY2,-0.04097892051461588,0.01877448593908344,0.08185141226433407,0.052326112603471385,-0.008222530610171386,0.03827761386939368,-0.07020194536055004,0.026645307756581436,0.08052808558646615,-0.030605317840250054,-0.021161500465042248,-0.12906443247311178,0.0026749629545474505,0.02612788483123983,0.0966143599912675,-0.043415918944993664,-0.012511485250479796,-0.00370877245041786
PF4,,-0.021888948108702802,-0.012026457023707748,,0.02083847402552643,,,,,,,,,-0.027088661229146386,,,-0.029910812857137634,0.11172260614218116
ANGPTL2,0.040348474682315415,0.02940530722278441,0.0205768984803283,0.05524509591067381,0.005607711465022871,0.01529604770168795,-0.02221289095799689,0.03014658168940066,-0.007026237501459898,-0.029573619103198116,0.06942463629545062,0.00979340675387393,-0.015786148481150668,0.14881081345877,-0.003526187798334715,-0.026866532206387166,0.02459346513247431,0.030968593756589093
LRIG2,0.07082324390962252,-0.01036953996766262,0.07847337494074297,-0.011908981848281009,0.01136608283575484,0.0385324461610827,0.018113024785036867,-0.004064842009261143,0.01493150118405042,0.08037621434177523,0.06410747831720283,-0.024971377460985635,0.07964574573356001,0.07104622364037762,0.00022757674374326414,-0.05914549136188809,0.036488444241961446,0.07198245142852182
ICOSLG,-0.05843701292323131,0.0626987126793383,0.009278823058773436,0.14822051277292544,0.0522707219501317,0.021588781163446553,0.022163031497072747,0.019679766331613252,-0.0006100137983281313,-0.009574398999829798,-0.007284624766149809,0.031301171039797016,0.014356767571648485,0.08431810038856562,0.012587075558565586,-0.0659773634470646,0.05135525095103795,-0.035024272849553305
WIF1,-0.009868502016621067,-0.03938560925396751,,-0.04005283098130771,,0.02482341833967421,0.03445630502245722,-0.01727329191355053,-0.03438939148719047,0.03213090085169035,-0.05102820193991705,,,,,-0.016609872898067354,,-0.04252786041845555
NPPC,0.03147610791456406,0.007541027734813403,,0.0023980643006257098,0.06693387603594737,-0.05415892420191692,-0.04369550991796001,0.02070370511830117,-0.025397500948445534,0.08973191220732737,0.01182205871658756,-0.02450783161559437,0.025559180945921606,-0.009070809561015226,0.07189458886702423,0.027925749168784063,,-0.018578386234608668
LYZ,-0.012223602345129071,0.004785088115599595,-0.06741137363399322,0.022995257561613948,-0.0023583672990524075,-0.03857307295819599,-0.05670557658601683,0.012235563108225208,0.049899918111646804,-0.10478348752143546,0.029374998423462802,0.028650604185208185,0.06085003591419871,-0.03651167726473205,0.05619714519040259,0.046560861444692125,-0.017849943358057497,-0.05353590492231224
EREG,,,,-0.013902458495060855,,,,,,0.11089241994284013,,,0.10649879525546298,-0.05175416907477787,,-0.03976315149102268,0.05224715049379724,0.06971028203121504
SPTAN1,0.08253350525672173,0.04462780537682098,0.020928469783741507,0.06861334754500457,0.02893378060490874,-0.0248814096818742,0.05363388056434493,-0.01824032608899587,0.033883045960974516,0.13329675652451778,0.021976103348087406,-0.054516501684328006,0.07234574743186216,0.0779851446999808,0.05251597497031702,0.04412933655433797,0.015541903577916618,0.0448619026989321
PTH2,,,,,,,,,,,,,,,,0.02465602077790891,,
LIPC,0.02600036234755594,-0.026797825881061648,-0.018100460569545656,,-0.02926181034611076,0.024502303781372553,0.014491066463289582,0.07470230060118861,,0.04382932114296394,-0.02692834268660248,-0.02598804670569982,,,-0.02248181545245057,,-0.0027261499894295875,-0.036141920896662946
COL8A1,-0.0268956470232475,0.02774029594007047,-0.024417139265341798,-0.009982292502460903,-0.015749727085898283,0.016392848160530053,0.0087413117877715,0.021901269828521846,-0.01846189858497446,-0.009227692576335019,-0.017779817683400333,0.03467534182270636,0.014054173545317137,-0.025503800516568313,0.02236411227965586,-0.019747242610488953,0.011041681384689169,0.06674211386786534
GSTM2,-0.0034926530323776883,-0.012154151039422518,0.01098949603880119,0.018584750464254344,0.01546568178658271,-0.022900696275497234,-0.030116163833493297,0.019524281149595566,0.03002354425129802,-0.0059321198360645245,0.040990677441454564,-0.05102585074910372,-0.025906897838437123,0.0685115305197772,-0.0209460025818338,-0.027781060681366026,0.07887842726249848,0.046037235969220505
SPX,-0.008680852018814956,0.04062627827451765,0.04032731236401004,,0.010378274663252963,-0.014273984426569299,0.052032717610894744,-0.06184416611609549,0.0520610585691891,0.020786111721040067,-0.039616483856786684,0.012709976326150455,0.01823801258885832,0.04468271008110852,-0.037309653223855314,-0.024419260452010396,0.06401766431928135,-0.04011942602375894
MFGE8,-0.09885131285702538,0.014133993832515481,-0.01943253383387586,0.021773390698568252,0.0022753701698474066,-0.021989987819094278,0.04577040465377298,0.011139497110764122,0.019662310531896824,0.01923810221566019,-3.931673058682897e-05,0.002558723714410313,0.03084974480752944,0.03037829735167734,0.010619495427968183,-0.02752505232376296,0.047834264779937186,0.015773164800251302
TGFA,-0.03634236809751024,-0.010840134494702187,0.06345240410768056,0.12610474421990295,-0.017150964446689725,-0.003199924358723892,-0.0174824202908597,0.060151558923358946,-0.007909198487969856,-0.033446933363256756,0.0012680368419005505,0.12707038357795467,0.0011328782141603235,0.13063805464358272,-0.03453375903442917,0.03230970382862079,0.03884900997838295,0.032195909385995744
SLIT2,0.0035201866931537183,0.029550641868378212,-0.031358612111995476,-0.018358297422224532,0.020148844574720683,0.045105589952547924,0.10736546834164788,-0.0364493869136181,0.012280777413848616,0.08840003507331391,-0.029973561159212594,0.08390156482214538,0.038120501460888766,0.06441401799665283,0.003043300073842799,0.02734125147360729,0.02075405971714478,0.055989110812071675
PLTP,0.03697539414383097,-0.02460872101205833,0.014473855807255152,0.1197719052010728,-0.03377253395759537,-0.039840627080544554,-0.07058889206820522,-0.006607877491441926,0.043446458099792334,-0.09620045911190406,0.060865820801521815,-0.010847237985730902,-0.022436938891172716,0.0033250417395408144,0.04070192266127602,0.013668356660580566,0.007212217606007192,-0.007523985307584504
APOD,0.0002626294252735977,-0.002930619143372084,-0.02623783837773089,0.03610139023829873,0.009871480242351209,-0.05436597248845244,-0.04094868972173619,-0.032297193022786115,0.06193203329113758,-0.04170466537972915,-0.005704000109214213,-0.053526848304128904,0.06706595036202467,0.17799770079672492,-0.07491278413608597,-0.05135642601902087,-0.03517201999646863,0.006005913481424078
B2M,0.02103360730704042,0.043237583559884385,-0.039284909329576526,0.1261377416480578,-0.10875518311653541,-0.00144316863106642,-0.05971533365193957,0.054128814929320264,0.05417651232658349,-0.1328480435749207,0.029961445216790398,0.003200767294772163,0.008708038457617582,0.03601022581654958,0.07528871165767985,-0.011246970500174706,-0.028583825654174992,0.04491183145024031
OMG,0.035007013084226914,0.01669168187206193,0.02785388089586189,-0.011602289384257114,-0.03426903115743951,0.010336479920764424,0.018156149785433343,-0.025140273300745645,-0.01989532500126104,0.04762155749439189,0.010852004452018555,0.025376550918191573,-0.019721228628668614,0.15782167632927346,-0.06685227047631395,0.013911763108300557,0.10019540509038619,0.010495190931665125
CXCL3,-0.04478416223791901,0.06114506563657241,0.026805242656235375,0.0038858929791968297,-0.0029872666482071756,,-0.0213076913435296,0.04653146186561701,-0.019550174041733558,-0.01986558198119321,-0.012345281702821037,-0.02525777819085223,0.0785288165276031,-0.014970943154452583,-0.021919083380032768,-0.004063071687989761,0.05880433580953176,-0.03833805965377456
CXCL10,0.05612956301459261,0.03601165925480752,0.024737076629978923,,-0.03631312968715104,-0.02591750335471687,-0.05581340010099886,0.05461996197212423,-0.029698145279881107,-0.08096961324902391,0.049620906319650576,-0.0637783600823185,-0.008632758412805018,-0.036333747616054686,-0.02952968076593174,0.008622335443842642,0.05561226206822401,0.022144309988565127
RSPO3,,0.04484277973882785,,-0.023107245350039343,-0.01890955797129721,0.028442621849769343,0.01672016791095928,0.010826247941562797,-0.013381394347086498,0.00847495920287109,-0.012900581447450212,,-0.03660835371061144,-0.06457837555041959,,0.0963277281423035,0.05832671072599427,0.045421205264363836
CORT,-0.005411316830777607,-0.019318126269963366,-0.021478490673849212,-0.013291721141142658,-0.01457864910676699,0.007962931451293917,0.08739119434151167,-0.007065513717198201,-0.022453341606795008,-0.01099019412882927,0.024944228434141513,,-0.037751860877319264,0.15955766165701274,,0.01842936295220603,,
NCAN,0.04946578823054385,0.020405817908600993,0.03373929514013907,-0.01439489604100937,-0.031155072494890718,-0.033065348566913316,-0.012347814082101402,0.018529048104394114,-0.00877591761528334,0.056800609385996056,0.05038605610331834,-0.0869894455810607,0.02826622723159337,0.15514894835398638,0.00016227592384769892,-0.02346662825931153,0.05584636792455944,-0.02326495779557354
PRG4,0.1258649902387098,-0.0317334564946886,,0.05687209096289403,0.011846067585871487,,-0.023084941586714047,-0.028606011267096314,,,0.006934332249895608,,0.09871344490823061,-0.0320362620637053,,-0.030354269702060215,0.16252263408058257,-0.03225813462668555
ZG16B,,-0.02926078222948064,-0.014471886384454293,,-0.021660599091546537,,-0.024923904175552,-0.015292588943957764,,,,,,,,,-0.026579110136001477,-0.01977168884020391
TGM2,-0.07482903580770614,-0.019706882448358626,-0.039088939000069024,0.027958099995150264,-0.02890054164940455,0.018636207978294822,-0.032134917311419944,0.031202610478705286,0.0011170532589031231,0.005510644029535556,0.04250680080299553,-0.009670970321894321,0.034940112764529824,-0.04427510043880512,0.07942156510622987,0.01124888900186075,0.0016700951729678593,0.01564865800573641
VEGFC,-0.026860236000816592,0.08504998539847626,-0.018582459423105012,-0.01837673396023995,-0.03326231748781593,0.04874346071087115,0.03392618059739815,-0.005152468519157941,-0.030546862345498374,0.02843191290809054,-0.015392713160936744,0.15973590089685566,-0.002046287807510851,0.004417573259797271,0.024466774523380676,-0.0250762283075526,-0.02328637924194909,-0.008963997833747827
WNT6,-0.03406593504802697,-0.012895784266019342,-0.013383553071229445,0.0001898019416733015,0.055051527334311866,0.012794227075019643,-0.022701017208235284,0.032964170037733706,,,-0.013433982762162046,,-0.030424209137328136,-0.04388146489580454,,0.05102420194737937,0.02108923716980423,-0.020430086506623514
NRG4,-0.025387143238888223,-0.01943480620133515,,-0.01732012252986143,0.0039419658179560045,-0.02198647805372031,-0.028753759214815065,-0.029379539451961378,-0.015423600590073507,0.06053852642573141,-0.017957395296061208,,,,0.126098233569746,0.014523346546391614,-0.02131628482030907,0.15187721934979898
PMCH,,0.06966145253476934,,,-0.01183953924887049,,,0.040850373727037634,,,,,-0.033651984512956847,-0.01755915566259683,,-0.0084185717369028,-0.008191131561187323,-0.02530700979606813
COL9A1,-0.010248522238858939,0.06312249231367084,-0.012565330952056043,-0.002956919410941231,-0.02372272380706895,0.010292714596142467,0.022375102779545897,-0.0147231781611155,0.023267965270469905,-0.031047473487296154,-0.02046202503093175,0.010968185256461961,-0.036198101452778395,0.12998964950569525,0.04085612194712405,0.01429537764600256,0.07616941699811396,0.017264660647209953
