,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.06814117976217364,,,,,,,,-0.024031214903325656,,0.0025510936374515724,
BMP1,0.04351218821001789,-0.028544957421051047,0.014367520208232478,-0.01025142321576677,-0.01366848554056496,0.07226190103763432,0.010771808936142244,0.12329591481230616,0.006141761659300977,0.0004298681585628052,0.047030047490818586,-0.04337355945420403,0.11180887794535138,-0.0003169221882712225,0.017894196012848293,0.03297545911592533,0.043122188722779745,0.00970040290119154,0.006807593072388171
NDP,0.04921165977655289,0.059278010616822904,0.06722495595696866,-0.008868448033924276,0.011291413590271714,-0.008466854288762423,-0.01671057173901901,0.00382071617215596,0.022390763493677253,-0.007238559794825422,0.029840772851174844,0.10189318572971538,-0.02862453292313957,0.036177091301573525,0.04870216292291451,-0.0053691673478434305,0.04099070498114667,0.11183833069603029,0.07325375677071776
TNFSF18,-0.020634596850605317,-0.019285639626238877,-0.03684039994825345,-0.02281824618426802,,,0.1530876796619205,0.035923747722186886,-0.01577693854527961,,,0.05600584428258837,,,,-0.0038587291944220223,,0.03567973500697238,0.017603168052940137
RTN4,-0.049246029287369514,0.00884240252482999,0.03082237042084746,0.02139041650610546,0.00946114252239492,-0.04109230469528554,0.015722679544276644,-0.1288840360815666,-0.008129924498783187,0.044948033147711,-0.12171535899392265,-0.017258981810464192,-0.019500969660792622,0.0935561326203082,-0.02741785506793944,0.009552507752761714,0.0939498790155295,0.019758802431444095,-0.08085384604845186
HEBP1,0.07477901681766527,-0.06072023018840811,0.03764632502302547,0.00540003804339329,-0.04535526297525735,-0.035003803368212044,0.01610617536237514,0.03334297173623552,-0.021905402957574947,0.0031866544304283992,0.010163028480525351,-0.05135394048636509,0.045729182305234026,0.04082254917591268,-0.03443616941614279,0.028184124978130557,-0.028673062343818497,0.08047655407676492,-0.02402001053753062
WNT7B,0.03285045736583714,-0.045012897270048834,0.0451120192471684,0.0003166517122733068,0.05623839075657567,-0.031543048868543165,0.05487752662811318,-0.08080957602374016,0.020599724565547945,0.01616466771811687,,,-0.01883380317856445,-0.017163221880965394,-0.0061075605511258044,0.011286903100723776,-0.0285590301218951,0.05860487702131001,0.1268118679103457
PTMA,-0.023081731071213647,0.01072250050383768,-0.020933596261384375,-0.03856919122121655,0.005430820772076728,-0.04312729360514913,0.023219453919487834,-0.032707932217632796,0.039988484465087765,0.011124051973904594,0.10334376734440888,-0.027014415008874648,-0.12950607802900027,-0.0505082394258845,0.03510333378807252,0.023253211100512237,-0.027186110363457198,-0.1376563852341668,-0.0118494075701434
FASLG,-0.018178438670834428,,,,,,,,,,,,,,,,,-0.023140599444490317,
CEACAM1,-0.025240921186462772,,-0.023447904930223102,-0.01916454990912644,0.0027238832705283908,0.028958364092100793,,0.07577154308255629,0.02109971207597857,,,0.00827115107259344,0.06035077413007442,0.03174608222859542,-0.01403276202589609,0.08103029251606399,-0.01895504364588093,-0.023587311384328367,
PDAP1,0.09036098666339519,0.014092710816813684,-0.04527653953398709,0.04373765428853382,0.03711198608041644,0.07931456524290462,-0.03132544235383715,0.0696503217838964,0.023407917989361926,0.029554605361996132,-0.02642020720004039,0.055819383015397156,0.0046197193529835465,-0.0125459653224654,-0.03156084863372611,0.1104196933014959,-0.038863165542079296,-0.011197377063483846,-0.004474467410261074
QDPR,-0.11464952890951456,0.016010810601437855,-0.01866954812692999,0.04300598828308861,-0.0027837485947506536,0.027310992281660108,0.0025172595406699216,-0.11535050618091944,0.045059519817737974,0.023059546690869532,0.05538271167449639,-0.00331607795453651,-0.13289677610007447,0.04761201227757094,0.08933085145243115,0.024294847596963175,0.008461874016628266,0.03359563572869144,0.031126223971659737
POMC,-0.04199273378705671,-0.03641450613083223,0.051115802863373125,-0.013712280861945283,0.028688668595249017,-0.0326142694760218,0.011892026959102001,-0.03793780337094897,0.11836230798939028,0.0019033757812134627,0.04502299323403598,-0.03874456099991182,0.018275659710423272,0.04151949704368659,0.11574456076962991,0.05071922947795194,-0.031007961363382002,0.003582727092857092,0.011509744438281844
